"","date","AGMH"
"98","2018-09-05",26.360001
"99","2018-09-06",23.700001
"100","2018-09-07",21.99
"101","2018-09-10",21
"102","2018-09-11",20.1
"103","2018-09-12",20.4
"104","2018-09-13",20.799999
"105","2018-09-14",19.82
"106","2018-09-17",19.17
"107","2018-09-18",20.5
"108","2018-09-19",21.9
"109","2018-09-20",29.18
"110","2018-09-21",25.77
"111","2018-09-24",22.77
"112","2018-09-25",24.459999
"113","2018-09-26",29.469
"114","2018-09-27",29.059999
"115","2018-09-28",39
"116","2018-10-01",34.889999
"117","2018-10-02",36
"118","2018-10-03",33
"119","2018-10-04",34.169998
"120","2018-10-05",32.200001
"121","2018-10-08",31.344999
"122","2018-10-09",34.950001
"123","2018-10-10",34.669998
"124","2018-10-11",37.110001
"125","2018-10-12",35.48
"126","2018-10-15",37.439999
"127","2018-10-16",38.873001
"128","2018-10-17",37.369999
"129","2018-10-18",40.700001
"130","2018-10-19",38.540001
"131","2018-10-22",36
"132","2018-10-23",33.953999
"133","2018-10-24",32.630001
"134","2018-10-25",33.712002
"135","2018-10-26",34.200001
"136","2018-10-29",33
"137","2018-10-30",32.935001
"138","2018-10-31",30.716
"139","2018-11-01",31.059999
"140","2018-11-02",33
"141","2018-11-05",31.23
"142","2018-11-06",25.77
"143","2018-11-07",24.271999
"144","2018-11-08",24.271999
"145","2018-11-09",20.722
"146","2018-11-12",21
"147","2018-11-13",21.15
"148","2018-11-14",24.620001
"149","2018-11-15",35.98
"150","2018-11-16",38
"151","2018-11-19",42.400002
"152","2018-11-20",41.950001
"153","2018-11-21",41.200001
"154","2018-11-23",41.82
"155","2018-11-26",41.549999
"156","2018-11-27",39.5
"157","2018-11-28",41.900002
"158","2018-11-29",38.360001
"159","2018-11-30",39.360001
"160","2018-12-03",37.299999
"161","2018-12-04",38.25
"162","2018-12-06",36.25
"163","2018-12-07",32.779999
"164","2018-12-10",32.779999
"165","2018-12-11",37.5
"166","2018-12-12",35
"167","2018-12-13",33.18
"168","2018-12-14",32.276001
"169","2018-12-17",32.276001
"170","2018-12-18",27.309999
"171","2018-12-19",32.259998
"172","2018-12-20",28.059999
"173","2018-12-21",28.360001
"174","2018-12-24",30.700001
"175","2018-12-26",26.584999
"176","2018-12-27",28.4
"177","2018-12-28",28.049999
"178","2018-12-31",26.75
"179","2019-01-02",30.752001
"180","2019-01-03",27.32
"181","2019-01-04",27.32
"182","2019-01-07",28.9
"183","2019-01-08",28.9
"184","2019-01-09",28.9
"185","2019-01-10",28
"186","2019-01-11",28
"187","2019-01-14",28
"188","2019-01-15",31
"189","2019-01-16",31
"190","2019-01-17",31
"191","2019-01-18",26.322001
"192","2019-01-22",28
"193","2019-01-23",27.950001
"194","2019-01-24",28.15
"195","2019-01-25",24
"196","2019-01-28",26.9
"197","2019-01-29",25.610001
"198","2019-01-30",27.705999
"199","2019-01-31",27.705999
"200","2019-02-01",26.02
"201","2019-02-04",26.02
"202","2019-02-05",26.75
"203","2019-02-06",26.969999
"204","2019-02-07",26.969999
"205","2019-02-08",26.969999
"206","2019-02-11",28
"207","2019-02-12",31.049999
"208","2019-02-13",30.280001
"209","2019-02-14",30.280001
"210","2019-02-15",29.9
"211","2019-02-19",28.459999
"212","2019-02-20",28.75
"213","2019-02-21",28.99
"214","2019-02-22",28.99
"215","2019-02-25",26.200001
"216","2019-02-26",26.35
"217","2019-02-27",29
"218","2019-02-28",28.209999
"219","2019-03-01",27.370001
"220","2019-03-04",26.5
"221","2019-03-05",26.083
"222","2019-03-06",26.459999
"223","2019-03-07",26.98
"224","2019-03-08",26.85
"225","2019-03-11",22.73
"226","2019-03-12",21.370001
"227","2019-03-13",20.299999
"228","2019-03-14",22.77
"229","2019-03-15",19.4
"230","2019-03-18",20.35
"231","2019-03-19",19.67
"232","2019-03-20",20.35
"233","2019-03-21",21.76
"234","2019-03-22",20.809999
"235","2019-03-25",19.25
"236","2019-03-26",19.65
"237","2019-03-27",19.91
"238","2019-03-28",19.299999
"239","2019-03-29",20.65
"240","2019-04-01",20.65
"241","2019-04-02",20.65
"242","2019-04-03",20.940001
"243","2019-04-04",20.26
"244","2019-04-05",20.26
"245","2019-04-08",19.610001
"246","2019-04-09",20.059999
"247","2019-04-10",19.950001
"248","2019-04-11",20.48
"249","2019-04-12",20.48
"250","2019-04-15",19.58
"251","2019-04-16",19.23
"252","2019-04-17",19.684999
"253","2019-04-18",19.030001
"254","2019-04-22",19.1
"255","2019-04-23",18.860001
"256","2019-04-24",18.860001
"257","2019-04-25",19.299999
"258","2019-04-26",19.299999
"259","2019-04-29",18.035999
"260","2019-04-30",17.940001
"261","2019-05-01",16.940001
"262","2019-05-02",16.889999
"263","2019-05-03",17.040001
"264","2019-05-06",17.040001
"265","2019-05-07",17.049999
"266","2019-05-08",16.75
"267","2019-05-09",16.450001
"268","2019-05-10",16.299999
"269","2019-05-13",14.69
"270","2019-05-14",15.4
"271","2019-05-15",15.26
"272","2019-05-16",14.75
"273","2019-05-17",14.68
"274","2019-05-20",14.6
"275","2019-05-21",14.7
"276","2019-05-22",16.799999
"277","2019-05-23",17.5
"278","2019-05-24",17.6
"279","2019-05-28",14.05
"280","2019-05-29",15.43
"281","2019-05-30",15.08
"282","2019-05-31",14.26
"283","2019-06-03",14.25
"284","2019-06-04",14.21
"285","2019-06-05",13.82
"286","2019-06-06",13.14
"287","2019-06-07",15.15
"288","2019-06-10",15.35
"289","2019-06-11",14.15
"290","2019-06-12",14.29
"291","2019-06-13",13.698
"292","2019-06-14",13.57
"293","2019-06-17",16.450001
"294","2019-06-18",17.82
"295","2019-06-19",16.280001
"296","2019-06-20",15.74
"297","2019-06-21",17.49
"298","2019-06-24",19.1
"299","2019-06-25",16.302999
"300","2019-06-26",16.143999
"301","2019-06-27",17.9
"302","2019-06-28",19.200001
"303","2019-07-01",17.049999
"304","2019-07-02",16.469999
"305","2019-07-03",17.18
"306","2019-07-05",17.75
"307","2019-07-08",17.91
"308","2019-07-09",16.934
"309","2019-07-10",17.6
"310","2019-07-11",16.68
"311","2019-07-12",16.16
"312","2019-07-15",17.65
"313","2019-07-16",16.85
"314","2019-07-17",17.5
"315","2019-07-18",16.85
"316","2019-07-19",16.9
"317","2019-07-22",17.73
"318","2019-07-23",18.129999
"319","2019-07-24",17.98
"320","2019-07-25",16.9
"321","2019-07-26",16.9
"322","2019-07-29",16.719999
"323","2019-07-30",16.9
"324","2019-07-31",15.68
"325","2019-08-01",17.360001
"326","2019-08-02",16.209999
"327","2019-08-05",15.02
"328","2019-08-06",16.423
"329","2019-08-07",16.67
"330","2019-08-08",16.120001
"331","2019-08-09",17.047001
"332","2019-08-12",18.280001
"333","2019-08-13",17.5
"334","2019-08-14",16.530001
"335","2019-08-15",16.17
"336","2019-08-16",16.049999
"337","2019-08-19",16.950001
"338","2019-08-20",18.4
"339","2019-08-21",18.120001
"340","2019-08-22",17.530001
"341","2019-08-23",16.860001
"342","2019-08-26",16.721001
"343","2019-08-27",16.299999
"344","2019-08-28",16.76
"345","2019-08-29",16.304001
"346","2019-08-30",17.48
"347","2019-09-03",16.32
"348","2019-09-04",16.540001
"349","2019-09-05",16.32
"350","2019-09-06",17.48
"351","2019-09-09",16.58
"352","2019-09-10",17
"353","2019-09-11",17.75
"354","2019-09-12",17.396
"355","2019-09-13",16.950001
"356","2019-09-16",17.497999
"357","2019-09-17",18.35
"358","2019-09-18",16.950001
"359","2019-09-19",16.650999
"360","2019-09-20",16.450001
"361","2019-09-23",16.110001
"362","2019-09-24",16.379999
"363","2019-09-25",16.959999
"364","2019-09-26",16.959999
"365","2019-09-27",16.959999
"366","2019-09-30",16.530001
"367","2019-10-01",16.540001
"368","2019-10-02",15.995
"369","2019-10-03",16.190001
"370","2019-10-04",16.190001
"371","2019-10-07",16.120001
"372","2019-10-08",16.120001
"373","2019-10-09",16.09
"374","2019-10-10",16.09
"375","2019-10-11",15.88
"376","2019-10-14",15.87
"377","2019-10-15",17.959999
"378","2019-10-16",18.700001
"379","2019-10-17",19.530001
"380","2019-10-18",18.379999
"381","2019-10-21",19
"382","2019-10-22",19.700001
"383","2019-10-23",19.75
"384","2019-10-24",20.709999
"385","2019-10-25",20.959999
"386","2019-10-28",21.200001
"387","2019-10-29",20.700001
"388","2019-10-30",20.968
"389","2019-10-31",20.48
"390","2019-11-01",20.66
"391","2019-11-04",20.450001
"392","2019-11-05",20.719999
"393","2019-11-06",20.709999
"394","2019-11-07",22.290001
"395","2019-11-08",22.690001
"396","2019-11-11",19.15
"397","2019-11-12",18.252001
"398","2019-11-13",18.1
"399","2019-11-14",17.93
"400","2019-11-15",18.1
"401","2019-11-18",18.66
"402","2019-11-19",19.389999
"403","2019-11-20",20.16
"404","2019-11-21",19.879999
"405","2019-11-22",19.9
"406","2019-11-25",20.16
"407","2019-11-26",20.059999
"408","2019-11-27",20.565001
"409","2019-11-29",20.639999
"410","2019-12-02",21
"411","2019-12-03",18.719999
"412","2019-12-04",18.82
"413","2019-12-05",18.700001
"414","2019-12-06",18.9
"415","2019-12-09",18
"416","2019-12-10",17.049999
"417","2019-12-11",17.27
"418","2019-12-12",16.700001
"419","2019-12-13",15.55
"420","2019-12-16",15.94
"421","2019-12-17",15.01
"422","2019-12-18",15.3
"423","2019-12-19",15.313
"424","2019-12-20",15.25
"425","2019-12-23",15.15
"426","2019-12-24",14.81
"427","2019-12-26",14.84
"428","2019-12-27",14.887
"429","2019-12-30",16.278
"430","2019-12-31",16.934999
"431","2020-01-02",16.139999
"432","2020-01-03",16.16
"433","2020-01-06",16.266001
"434","2020-01-07",16.694
"435","2020-01-08",16.92
"436","2020-01-09",16.4
"437","2020-01-10",16.379999
"438","2020-01-13",15.37
"439","2020-01-14",15.23
"440","2020-01-15",15.44
"441","2020-01-16",14.838
"442","2020-01-17",15.457
"443","2020-01-21",15.35
"444","2020-01-22",15.78
"445","2020-01-23",15.38
"446","2020-01-24",15.39
"447","2020-01-27",15.42
"448","2020-01-28",15.57
"449","2020-01-29",15.51
"450","2020-01-30",15.26
"451","2020-01-31",15.35
"452","2020-02-03",15.488
"453","2020-02-04",15.37
"454","2020-02-05",15.24
"455","2020-02-06",15.42
"456","2020-02-07",15.507
"457","2020-02-10",15.42
"458","2020-02-11",15.31
"459","2020-02-12",15.116
"460","2020-02-13",15.2
"461","2020-02-14",15.17
"462","2020-02-18",15.12
"463","2020-02-19",15.68
"464","2020-02-20",15.335
"465","2020-02-21",15.4
"466","2020-02-24",15.38
"467","2020-02-25",15.26
"468","2020-02-26",15.26
"469","2020-02-27",15.18
"470","2020-02-28",15.15
"471","2020-03-02",15.22
"472","2020-03-03",15.21
"473","2020-03-04",15.25
"474","2020-03-05",15.15
"475","2020-03-06",15.25
"476","2020-03-09",15.176
"477","2020-03-10",15.75
"478","2020-03-11",16.719999
"479","2020-03-12",14.8
"480","2020-03-13",15.03
"481","2020-03-16",14.97
"482","2020-03-17",14.82
"483","2020-03-18",14.92
"484","2020-03-19",14.79
"485","2020-03-20",14.7
"486","2020-03-23",14.545
"487","2020-03-24",15.56
"488","2020-03-25",15.67
"489","2020-03-26",14.86
"490","2020-03-27",15.1
"491","2020-03-30",15.24
"492","2020-03-31",15.44
"493","2020-04-01",15.29
"494","2020-04-02",15.35
"495","2020-04-03",15.35
"496","2020-04-06",15.42
"497","2020-04-07",14.87
"498","2020-04-08",15.18
"499","2020-04-09",15.11
"500","2020-04-13",15.096
"501","2020-04-14",15.26
"502","2020-04-15",15.18
"503","2020-04-16",15.35
"504","2020-04-17",15.48
"505","2020-04-20",16.43
"506","2020-04-21",16.450001
"507","2020-04-22",16.940001
"508","2020-04-23",16.92
"509","2020-04-24",16.82
"510","2020-04-27",17.190001
"511","2020-04-28",17.690001
"512","2020-04-29",18.25
"513","2020-04-30",18.440001
"514","2020-05-01",18.4
"515","2020-05-04",18.690001
"516","2020-05-05",18.9
"517","2020-05-06",19.219999
"518","2020-05-07",19.549999
"519","2020-05-08",19.74
"520","2020-05-11",19.049999
"521","2020-05-12",19.48
"522","2020-05-13",19.85
"523","2020-05-14",20.016001
"524","2020-05-15",20.52
"525","2020-05-18",20.540001
"526","2020-05-19",20.67
"527","2020-05-20",20.67
"528","2020-05-21",20.290001
"529","2020-05-22",20.514
"530","2020-05-26",21.059999
"531","2020-05-27",20.889999
"532","2020-05-28",21
"533","2020-05-29",21.290001
"534","2020-06-01",21.57
"535","2020-06-02",21.57
"536","2020-06-03",21.73
"537","2020-06-04",21.9
"538","2020-06-05",22.32
"539","2020-06-08",22.41
"540","2020-06-09",22.41
"541","2020-06-10",22.860001
"542","2020-06-11",22.879999
"543","2020-06-12",23.936001
"544","2020-06-15",24.969999
"545","2020-06-16",25.18
"546","2020-06-17",25.219999
"547","2020-06-18",25.77
"548","2020-06-19",25.84
"549","2020-06-22",25.639999
"550","2020-06-23",25.940001
"551","2020-06-24",26.120001
"552","2020-06-25",26.440001
"553","2020-06-26",26.41
"554","2020-06-29",26.42
"555","2020-06-30",26.030001
"556","2020-07-01",20.9
"557","2020-07-02",19.6
"558","2020-07-06",18.860001
"559","2020-07-07",17.799999
"560","2020-07-08",16.32
"561","2020-07-09",17.15
"562","2020-07-10",16.950001
"563","2020-07-13",15.93
"564","2020-07-14",16.07
"565","2020-07-15",15.97
"566","2020-07-16",15.86
"567","2020-07-17",15.5
"568","2020-07-20",15.51
"569","2020-07-21",17.01
"570","2020-07-22",17.469999
"571","2020-07-23",18.219999
"572","2020-07-24",17.950001
"573","2020-07-27",16.4
"574","2020-07-28",16.07
"575","2020-07-29",16.280001
"576","2020-07-30",16.620001
"577","2020-07-31",16.09
"578","2020-08-03",16.17
"579","2020-08-04",16.120001
"580","2020-08-05",15.94
"581","2020-08-06",15.4
"582","2020-08-07",14.85
"583","2020-08-10",14.67
"584","2020-08-11",14.4
"585","2020-08-12",14.16
"586","2020-08-13",14.22
"587","2020-08-14",14.22
"588","2020-08-17",14.51
"589","2020-08-18",14.62
"590","2020-08-19",14.6
"591","2020-08-20",14.81
"592","2020-08-21",14.66
"593","2020-08-24",14.65
"594","2020-08-25",14.44
"595","2020-08-26",14.64
"596","2020-08-27",14.5
"597","2020-08-28",14.31
"598","2020-08-31",14.3
"599","2020-09-01",14.46
"600","2020-09-02",15.392
"601","2020-09-03",15.12
"602","2020-09-04",14.81
"603","2020-09-08",14.41
"604","2020-09-09",14.32
"605","2020-09-10",14.82
"606","2020-09-11",14.74
"607","2020-09-14",14.41
"608","2020-09-15",14.61
"609","2020-09-16",14.71
"610","2020-09-17",15.236
"611","2020-09-18",15.1
"612","2020-09-21",15.44
"613","2020-09-22",15.61
"614","2020-09-23",15.16
"615","2020-09-24",15.4
"616","2020-09-25",15.9
"617","2020-09-28",16.030001
"618","2020-09-29",15.66
"619","2020-09-30",15.64
"620","2020-10-01",16
"621","2020-10-02",15.76
"622","2020-10-05",15.4
"623","2020-10-06",15.24
"624","2020-10-07",15.36
"625","2020-10-08",15.2
"626","2020-10-09",15.04
"627","2020-10-12",14.99
"628","2020-10-13",14.9
"629","2020-10-14",14.82
"630","2020-10-15",15.17
"631","2020-10-16",15.4
"632","2020-10-19",15.14
"633","2020-10-20",15.18
"634","2020-10-21",15.36
"635","2020-10-22",15.26
"636","2020-10-23",15.44
"637","2020-10-26",15
"638","2020-10-27",14.75
"639","2020-10-28",14.61
"640","2020-10-29",14.35
"641","2020-10-30",14.38
"642","2020-11-02",14.52
"643","2020-11-03",14.45
"644","2020-11-04",14.42
"645","2020-11-05",14.16
"646","2020-11-06",14.2
"647","2020-11-09",14.31
"648","2020-11-10",14.51
"649","2020-11-11",15.37
"650","2020-11-12",14.99
"651","2020-11-13",15.02
"652","2020-11-16",14.85
"653","2020-11-17",14.81
"654","2020-11-18",14.72
"655","2020-11-19",14.85
"656","2020-11-20",15.19
"657","2020-11-23",15.1
"658","2020-11-24",14.93
"659","2020-11-25",15.02
"660","2020-11-27",14.82
