"","date","CYBE"
"79","2007-04-26",13.16
"80","2007-04-27",13.11
"81","2007-04-30",13.21
"82","2007-05-01",13.05
"83","2007-05-02",13.09
"84","2007-05-03",13.32
"85","2007-05-04",13.13
"86","2007-05-07",12.95
"87","2007-05-08",13.36
"88","2007-05-09",13.24
"89","2007-05-10",13.17
"90","2007-05-11",13.28
"91","2007-05-14",12.85
"92","2007-05-15",13.08
"93","2007-05-16",12.82
"94","2007-05-17",12.36
"95","2007-05-18",12.65
"96","2007-05-21",12.89
"97","2007-05-22",12.68
"98","2007-05-23",12.38
"99","2007-05-24",12.63
"100","2007-05-25",12.97
"101","2007-05-29",12.92
"102","2007-05-30",13.55
"103","2007-05-31",13.73
"104","2007-06-01",13.55
"105","2007-06-04",13.45
"106","2007-06-05",13.6
"107","2007-06-06",13.73
"108","2007-06-07",13.38
"109","2007-06-08",13.36
"110","2007-06-11",13.4
"111","2007-06-12",13.43
"112","2007-06-13",13.7
"113","2007-06-14",13.64
"114","2007-06-15",13.76
"115","2007-06-18",13.76
"116","2007-06-19",13.87
"117","2007-06-20",14.22
"118","2007-06-21",14.21
"119","2007-06-22",13.57
"120","2007-06-25",13.49
"121","2007-06-26",13.32
"122","2007-06-27",13.75
"123","2007-06-28",13.58
"124","2007-06-29",13.45
"125","2007-07-02",13.44
"126","2007-07-03",13.47
"127","2007-07-05",13.36
"128","2007-07-06",13.33
"129","2007-07-09",13.25
"130","2007-07-10",13.26
"131","2007-07-11",13.04
"132","2007-07-12",12.91
"133","2007-07-13",13
"134","2007-07-16",12.79
"135","2007-07-17",12.88
"136","2007-07-18",12.84
"137","2007-07-19",12.84
"138","2007-07-20",12.94
"139","2007-07-23",12.62
"140","2007-07-24",12.95
"141","2007-07-25",13.47
"142","2007-07-26",12.93
"143","2007-07-27",12.75
"144","2007-07-30",12.67
"145","2007-07-31",12.48
"146","2007-08-01",11.67
"147","2007-08-02",12.07
"148","2007-08-03",12.03
"149","2007-08-06",12.3
"150","2007-08-07",12.07
"151","2007-08-08",12.56
"152","2007-08-09",12.52
"153","2007-08-10",12.41
"154","2007-08-13",12.3
"155","2007-08-14",12.17
"156","2007-08-15",11.88
"157","2007-08-16",12.03
"158","2007-08-17",11.92
"159","2007-08-20",11.75
"160","2007-08-21",12.08
"161","2007-08-22",12.32
"162","2007-08-23",12.49
"163","2007-08-24",12.16
"164","2007-08-27",12.36
"165","2007-08-28",12.51
"166","2007-08-29",12.63
"167","2007-08-30",12.9
"168","2007-08-31",12.88
"169","2007-09-04",12.73
"170","2007-09-05",12.74
"171","2007-09-06",12.88
"172","2007-09-07",12.72
"173","2007-09-10",12.74
"174","2007-09-11",12.67
"175","2007-09-12",12.65
"176","2007-09-13",12.57
"177","2007-09-14",12.35
"178","2007-09-17",12.12
"179","2007-09-18",12.34
"180","2007-09-19",12.57
"181","2007-09-20",12.27
"182","2007-09-21",12.36
"183","2007-09-24",12.19
"184","2007-09-25",12.11
"185","2007-09-26",12.31
"186","2007-09-27",12.21
"187","2007-09-28",12.3
"188","2007-10-01",12.22
"189","2007-10-02",12.41
"190","2007-10-03",12.59
"191","2007-10-04",12.53
"192","2007-10-05",12.55
"193","2007-10-08",12.75
"194","2007-10-09",12.92
"195","2007-10-10",12.89
"196","2007-10-11",12.7
"197","2007-10-12",12.5
"198","2007-10-15",12.4
"199","2007-10-16",12.43
"200","2007-10-17",12.74
"201","2007-10-18",12.7
"202","2007-10-19",12.5
"203","2007-10-22",12.68
"204","2007-10-23",12.75
"205","2007-10-24",13.64
"206","2007-10-25",12.75
"207","2007-10-26",12.71
"208","2007-10-29",12.49
"209","2007-10-30",12.34
"210","2007-10-31",12.51
"211","2007-11-01",12.52
"212","2007-11-02",12.32
"213","2007-11-05",12.51
"214","2007-11-06",12.61
"215","2007-11-07",12.16
"216","2007-11-08",12.06
"217","2007-11-09",11.92
"218","2007-11-12",11.97
"219","2007-11-13",12.05
"220","2007-11-14",11.6
"221","2007-11-15",11.32
"222","2007-11-16",11.38
"223","2007-11-19",11.21
"224","2007-11-20",10.88
"225","2007-11-21",10.8
"226","2007-11-23",11.06
"227","2007-11-26",11.12
"228","2007-11-27",11.15
"229","2007-11-28",11.75
"230","2007-11-29",12.29
"231","2007-11-30",12.39
"232","2007-12-03",12.09
"233","2007-12-04",11.75
"234","2007-12-05",11.74
"235","2007-12-06",12.35
"236","2007-12-07",12.34
"237","2007-12-10",12.47
"238","2007-12-11",12.41
"239","2007-12-12",12.23
"240","2007-12-13",12.3
"241","2007-12-14",12.19
"242","2007-12-17",12.01
"243","2007-12-18",11.59
"244","2007-12-19",11.79
"245","2007-12-20",12
"246","2007-12-21",11.74
"247","2007-12-24",12.26
"248","2007-12-26",12.24
"249","2007-12-27",12.09
"250","2007-12-28",12.08
"251","2007-12-31",11.98
"252","2008-01-02",12.04
"253","2008-01-03",11.8
"254","2008-01-04",11.4
"255","2008-01-07",11.48
"256","2008-01-08",11.43
"257","2008-01-09",10.95
"258","2008-01-10",10.82
"259","2008-01-11",10.5
"260","2008-01-14",10.3
"261","2008-01-15",10.36
"262","2008-01-16",10.43
"263","2008-01-17",10
"264","2008-01-18",10.69
"265","2008-01-22",10.34
"266","2008-01-23",10.12
"267","2008-01-24",10.08
"268","2008-01-25",10.06
"269","2008-01-28",10.04
"270","2008-01-29",10
"271","2008-01-30",10.14
"272","2008-01-31",10.28
"273","2008-02-01",10.46
"274","2008-02-04",10.93
"275","2008-02-05",10.87
"276","2008-02-06",10.53
"277","2008-02-07",10.45
"278","2008-02-08",10.22
"279","2008-02-11",10.05
"280","2008-02-12",10.11
"281","2008-02-13",10.03
"282","2008-02-14",10.22
"283","2008-02-15",10.1
"284","2008-02-19",9.9
"285","2008-02-20",10.32
"286","2008-02-21",10.2
"287","2008-02-22",10.47
"288","2008-02-25",10.9
"289","2008-02-26",11.07
"290","2008-02-27",10.95
"291","2008-02-28",10.64
"292","2008-02-29",10.42
"293","2008-03-03",10.16
"294","2008-03-04",10.1
"295","2008-03-05",10.17
"296","2008-03-06",10.21
"297","2008-03-07",10.33
"298","2008-03-10",10.13
"299","2008-03-11",10.38
"300","2008-03-12",10.25
"301","2008-03-13",10.54
"302","2008-03-14",10.45
"303","2008-03-17",10.12
"304","2008-03-18",10.49
"305","2008-03-19",10.71
"306","2008-03-20",10.11
"307","2008-03-24",10.63
"308","2008-03-25",11.01
"309","2008-03-26",10.75
"310","2008-03-27",10.96
"311","2008-03-28",10.71
"312","2008-03-31",10.92
"313","2008-04-01",10.96
"314","2008-04-02",11.37
"315","2008-04-03",10.91
"316","2008-04-04",11.28
"317","2008-04-07",11.57
"318","2008-04-08",11.55
"319","2008-04-09",11.16
"320","2008-04-10",11.31
"321","2008-04-11",11.3
"322","2008-04-14",11.14
"323","2008-04-15",11.05
"324","2008-04-16",11.1
"325","2008-04-17",10.9
"326","2008-04-18",10.67
"327","2008-04-21",10.4
"328","2008-04-22",10.15
"329","2008-04-23",10.03
"330","2008-04-24",8.93
"331","2008-04-25",8.85
"332","2008-04-28",8.93
"333","2008-04-29",8.75
"334","2008-04-30",8.9
"335","2008-05-01",8.48
"336","2008-05-02",8.72
"337","2008-05-05",8.82
"338","2008-05-06",8.78
"339","2008-05-07",8.74
"340","2008-05-08",8.99
"341","2008-05-09",9.05
"342","2008-05-12",8.91
"343","2008-05-13",8.98
"344","2008-05-14",8.96
"345","2008-05-15",9.05
"346","2008-05-16",9.03
"347","2008-05-19",8.85
"348","2008-05-20",8.55
"349","2008-05-21",8.81
"350","2008-05-22",8.74
"351","2008-05-23",8.68
"352","2008-05-27",8.89
"353","2008-05-28",8.88
"354","2008-05-29",8.85
"355","2008-05-30",9.01
"356","2008-06-02",8.96
"357","2008-06-03",9.07
"358","2008-06-04",9.11
"359","2008-06-05",9.15
"360","2008-06-06",8.91
"361","2008-06-09",9.07
"362","2008-06-10",9.06
"363","2008-06-11",8.98
"364","2008-06-12",8.89
"365","2008-06-13",8.93
"366","2008-06-16",8.83
"367","2008-06-17",8.78
"368","2008-06-18",8.78
"369","2008-06-19",8.74
"370","2008-06-20",8.55
"371","2008-06-23",8.6
"372","2008-06-24",9.49
"373","2008-06-25",10.13
"374","2008-06-26",10.07
"375","2008-06-27",10.07
"376","2008-06-30",9.8
"377","2008-07-01",9.5
"378","2008-07-02",9.55
"379","2008-07-03",9.59
"380","2008-07-07",9.59
"381","2008-07-08",9.64
"382","2008-07-09",9.64
"383","2008-07-10",9.7
"384","2008-07-11",9.57
"385","2008-07-14",9.19
"386","2008-07-15",9.2
"387","2008-07-16",9.45
"388","2008-07-17",9.41
"389","2008-07-18",9.31
"390","2008-07-21",9.23
"391","2008-07-22",9.39
"392","2008-07-23",9.48
"393","2008-07-24",9.5
"394","2008-07-25",9.29
"395","2008-07-28",9.52
"396","2008-07-29",9.7
"397","2008-07-30",9.23
"398","2008-07-31",9.35
"399","2008-08-01",9.11
"400","2008-08-04",9.81
"401","2008-08-05",10.36
"402","2008-08-06",10.12
"403","2008-08-07",9.91
"404","2008-08-08",9.95
"405","2008-08-11",9.9
"406","2008-08-12",9.53
"407","2008-08-13",9.45
"408","2008-08-14",9.34
"409","2008-08-15",9.25
"410","2008-08-18",9.25
"411","2008-08-19",9.15
"412","2008-08-20",9.03
"413","2008-08-21",8.99
"414","2008-08-22",9.08
"415","2008-08-25",8.91
"416","2008-08-26",9.05
"417","2008-08-27",9.44
"418","2008-08-28",8.97
"419","2008-08-29",9.08
"420","2008-09-02",9.04
"421","2008-09-03",9.07
"422","2008-09-04",8.96
"423","2008-09-05",9
"424","2008-09-08",9.02
"425","2008-09-09",8.97
"426","2008-09-10",8.81
"427","2008-09-11",8.71
"428","2008-09-12",8.94
"429","2008-09-15",8.81
"430","2008-09-16",8.8
"431","2008-09-17",9
"432","2008-09-18",8.98
"433","2008-09-19",8.6
"434","2008-09-22",8.86
"435","2008-09-23",9
"436","2008-09-24",8.91
"437","2008-09-25",8.77
"438","2008-09-26",9.1
"439","2008-09-29",8.9
"440","2008-09-30",9.43
"441","2008-10-01",9.21
"442","2008-10-02",9.06
"443","2008-10-03",8.9
"444","2008-10-06",8.72
"445","2008-10-07",8.56
"446","2008-10-08",8.54
"447","2008-10-09",8.15
"448","2008-10-10",7.96
"449","2008-10-13",8.2
"450","2008-10-14",8.05
"451","2008-10-15",7.72
"452","2008-10-16",7.66
"453","2008-10-17",7.53
"454","2008-10-20",7.31
"455","2008-10-21",7.33
"456","2008-10-22",7.34
"457","2008-10-23",7.5
"458","2008-10-24",7.98
"459","2008-10-27",7.47
"460","2008-10-28",7.56
"461","2008-10-29",7.85
"462","2008-10-30",7.05
"463","2008-10-31",7.74
"464","2008-11-03",7.1
"465","2008-11-04",7.45
"466","2008-11-05",7.88
"467","2008-11-06",7.08
"468","2008-11-07",6.99
"469","2008-11-10",6.35
"470","2008-11-11",6.1
"471","2008-11-12",5.83
"472","2008-11-13",5.74
"473","2008-11-14",5.61
"474","2008-11-17",5.3
"475","2008-11-18",5.74
"476","2008-11-19",5.35
"477","2008-11-20",5.29
"478","2008-11-21",5.32
"479","2008-11-24",5.31
"480","2008-11-25",5.39
"481","2008-11-26",5.7
"482","2008-11-28",5.88
"483","2008-12-01",5.43
"484","2008-12-02",5.23
"485","2008-12-03",5.1
"486","2008-12-04",5
"487","2008-12-05",4.99
"488","2008-12-08",5
"489","2008-12-09",5.1
"490","2008-12-10",5.07
"491","2008-12-11",5.22
"492","2008-12-12",5.07
"493","2008-12-15",5.05
"494","2008-12-16",5.05
"495","2008-12-17",5
"496","2008-12-18",4.85
"497","2008-12-19",5
"498","2008-12-22",4.73
"499","2008-12-23",4.55
"500","2008-12-24",4.51
"501","2008-12-26",4.46
"502","2008-12-29",4.31
"503","2008-12-30",4.42
"504","2008-12-31",5.2
"505","2009-01-02",5.23
"506","2009-01-05",5
"507","2009-01-06",5.4
"508","2009-01-07",5.19
"509","2009-01-08",4.98
"510","2009-01-09",4.95
"511","2009-01-12",4.96
"512","2009-01-13",5
"513","2009-01-14",4.3
"514","2009-01-15",4.34
"515","2009-01-16",4.76
"516","2009-01-20",5.23
"517","2009-01-21",5.09
"518","2009-01-22",4.98
"519","2009-01-23",4.83
"520","2009-01-26",4.97
"521","2009-01-27",4.86
"522","2009-01-28",4.98
"523","2009-01-29",5.16
"524","2009-01-30",5.61
"525","2009-02-02",5.51
"526","2009-02-03",5.37
"527","2009-02-04",5.7
"528","2009-02-05",5.9
"529","2009-02-06",5.86
"530","2009-02-09",5.84
"531","2009-02-10",5.74
"532","2009-02-11",6
"533","2009-02-12",5.59
"534","2009-02-13",5.94
"535","2009-02-17",5.89
"536","2009-02-18",5.97
"537","2009-02-19",5.86
"538","2009-02-20",5.89
"539","2009-02-23",5.75
"540","2009-02-24",5.61
"541","2009-02-25",5.87
"542","2009-02-26",5.87
"543","2009-02-27",5.9
"544","2009-03-02",5.8
"545","2009-03-03",5.49
"546","2009-03-04",5.49
"547","2009-03-05",5.1
"548","2009-03-06",5
"549","2009-03-09",4.89
"550","2009-03-10",4.8
"551","2009-03-11",4.64
"552","2009-03-12",4.75
"553","2009-03-13",4.7
"554","2009-03-16",4.5
"555","2009-03-17",4.74
"556","2009-03-18",4.36
"557","2009-03-19",4.5
"558","2009-03-20",4.4
"559","2009-03-23",4.74
"560","2009-03-24",4.7
"561","2009-03-25",4.75
"562","2009-03-26",4.89
"563","2009-03-27",4.88
"564","2009-03-30",4.9
"565","2009-03-31",4.91
"566","2009-04-01",4.5
"567","2009-04-02",4.51
"568","2009-04-03",4.69
"569","2009-04-06",4.71
"570","2009-04-07",4.75
"571","2009-04-08",4.59
"572","2009-04-09",4.65
"573","2009-04-13",4.55
"574","2009-04-14",4.56
"575","2009-04-15",4.61
"576","2009-04-16",4.69
"577","2009-04-17",4.75
"578","2009-04-20",4.77
"579","2009-04-21",4.75
"580","2009-04-22",4.72
"581","2009-04-23",4.85
"582","2009-04-24",4.8
"583","2009-04-27",4.69
"584","2009-04-28",4.6
"585","2009-04-29",4.59
"586","2009-04-30",4.65
"587","2009-05-01",4.7
"588","2009-05-04",4.7
"589","2009-05-05",4.9
"590","2009-05-06",4.77
"591","2009-05-07",4.5
"592","2009-05-08",4.9
"593","2009-05-11",4.85
"594","2009-05-12",4.9
"595","2009-05-13",4.85
"596","2009-05-14",4.9
"597","2009-05-15",4.95
"598","2009-05-18",4.8
"599","2009-05-19",4.62
"600","2009-05-20",4.56
"601","2009-05-21",4.53
"602","2009-05-22",4.43
"603","2009-05-26",4.23
"604","2009-05-27",4.39
"605","2009-05-28",4.85
"606","2009-05-29",5.28
"607","2009-06-01",5.08
"608","2009-06-02",5.17
"609","2009-06-03",5.13
"610","2009-06-04",5.19
"611","2009-06-05",5.25
"612","2009-06-08",5.25
"613","2009-06-09",5.25
"614","2009-06-10",5.28
"615","2009-06-11",5.48
"616","2009-06-12",5.6
"617","2009-06-15",5.65
"618","2009-06-16",5.57
"619","2009-06-17",4.82
"620","2009-06-18",5.17
"621","2009-06-19",5.7
"622","2009-06-22",5.25
"623","2009-06-23",5.25
"624","2009-06-24",4.87
"625","2009-06-25",5.4
"626","2009-06-26",5.49
"627","2009-06-29",5.49
"628","2009-06-30",5.7
"629","2009-07-01",5.89
"630","2009-07-02",5.9
"631","2009-07-06",5.56
"632","2009-07-07",5.56
"633","2009-07-08",5.43
"634","2009-07-09",5.38
"635","2009-07-10",5.65
"636","2009-07-13",5.79
"637","2009-07-14",5.91
"638","2009-07-15",6.03
"639","2009-07-16",6.37
"640","2009-07-17",6.39
"641","2009-07-20",6.39
"642","2009-07-21",6.39
"643","2009-07-22",6.5
"644","2009-07-23",6.59
"645","2009-07-24",6.5
"646","2009-07-27",6.37
"647","2009-07-28",6.45
"648","2009-07-29",6.45
"649","2009-07-30",6.7
"650","2009-07-31",6.7
"651","2009-08-03",6.5
"652","2009-08-04",6.49
"653","2009-08-05",6.47
"654","2009-08-06",6.45
"655","2009-08-07",6.48
"656","2009-08-10",6.48
"657","2009-08-11",6.46
"658","2009-08-12",6.49
"659","2009-08-13",6.42
"660","2009-08-14",6.39
"661","2009-08-17",5.8
"662","2009-08-18",5.51
"663","2009-08-19",5.56
"664","2009-08-20",5.34
"665","2009-08-21",6.09
"666","2009-08-24",6.25
"667","2009-08-25",6.28
"668","2009-08-26",6.26
"669","2009-08-27",6.29
"670","2009-08-28",6.1
"671","2009-08-31",6.16
"672","2009-09-01",6.1
"673","2009-09-02",6.1
"674","2009-09-03",6.06
"675","2009-09-04",6.2
"676","2009-09-08",6.13
"677","2009-09-09",6.11
"678","2009-09-10",6.14
"679","2009-09-11",6.29
"680","2009-09-14",6.24
"681","2009-09-15",6.54
"682","2009-09-16",6.65
"683","2009-09-17",6.9
"684","2009-09-18",6.75
"685","2009-09-21",6.69
"686","2009-09-22",6.65
"687","2009-09-23",6.9
"688","2009-09-24",6.75
"689","2009-09-25",6.8
"690","2009-09-28",6.73
"691","2009-09-29",6.65
"692","2009-09-30",6.73
"693","2009-10-01",6.61
"694","2009-10-02",6.65
"695","2009-10-05",6.52
"696","2009-10-06",6.2
"697","2009-10-07",6.57
"698","2009-10-08",6.98
"699","2009-10-09",6.81
"700","2009-10-12",7.06
"701","2009-10-13",7.36
"702","2009-10-14",6.97
"703","2009-10-15",7
"704","2009-10-16",6.92
"705","2009-10-19",6.91
"706","2009-10-20",6.8
"707","2009-10-21",6.8
"708","2009-10-22",6.75
"709","2009-10-23",6.65
"710","2009-10-26",6.5
"711","2009-10-27",6.29
"712","2009-10-28",6.1
"713","2009-10-29",6.21
"714","2009-10-30",6.03
"715","2009-11-02",5.95
"716","2009-11-03",5.99
"717","2009-11-04",6.04
"718","2009-11-05",6
"719","2009-11-06",6.15
"720","2009-11-09",6.01
"721","2009-11-10",5.99
"722","2009-11-11",5.97
"723","2009-11-12",6
"724","2009-11-13",6
"725","2009-11-16",6.07
"726","2009-11-17",6.07
"727","2009-11-18",5.96
"728","2009-11-19",5.92
"729","2009-11-20",5.97
"730","2009-11-23",6.04
"731","2009-11-24",6
"732","2009-11-25",6
"733","2009-11-27",5.97
"734","2009-11-30",6.14
"735","2009-12-01",6.02
"736","2009-12-02",6.03
"737","2009-12-03",5.71
"738","2009-12-04",5.54
"739","2009-12-07",5.49
"740","2009-12-08",4.95
"741","2009-12-09",5.85
"742","2009-12-10",5.5
"743","2009-12-11",5.75
"744","2009-12-14",5.62
"745","2009-12-15",5.65
"746","2009-12-16",6
"747","2009-12-17",5.96
"748","2009-12-18",6.11
"749","2009-12-21",6.18
"750","2009-12-22",6.78
"751","2009-12-23",6.38
"752","2009-12-24",6.24
"753","2009-12-28",6.47
"754","2009-12-29",6.29
"755","2009-12-30",6.7
"756","2009-12-31",6.71
"757","2010-01-04",6.63
"758","2010-01-05",6.85
"759","2010-01-06",6.62
"760","2010-01-07",6.32
"761","2010-01-08",6.55
"762","2010-01-11",6.67
"763","2010-01-12",6.66
"764","2010-01-13",6.51
"765","2010-01-14",6.66
"766","2010-01-15",6.64
"767","2010-01-19",6.57
"768","2010-01-20",6.66
"769","2010-01-21",6.77
"770","2010-01-22",6.89
"771","2010-01-25",6.9
"772","2010-01-26",6.89
"773","2010-01-27",6.89
"774","2010-01-28",6.84
"775","2010-01-29",7.26
"776","2010-02-01",7.6
"777","2010-02-02",7.64
"778","2010-02-03",7.73
"779","2010-02-04",7.64
"780","2010-02-05",7.89
"781","2010-02-08",7.9
"782","2010-02-09",7.75
"783","2010-02-10",7.6
"784","2010-02-11",7.59
"785","2010-02-12",7.71
"786","2010-02-16",7.74
"787","2010-02-17",7.54
"788","2010-02-18",7.69
"789","2010-02-19",7.71
"790","2010-02-22",7.69
"791","2010-02-23",7.71
"792","2010-02-24",7.65
"793","2010-02-25",7.67
"794","2010-02-26",7.45
"795","2010-03-01",7.7
"796","2010-03-02",7.7
"797","2010-03-03",8.1
"798","2010-03-04",7.73
"799","2010-03-05",7.79
"800","2010-03-08",7.77
"801","2010-03-09",7.89
"802","2010-03-10",8.1
"803","2010-03-11",8.45
"804","2010-03-12",8.44
"805","2010-03-15",8.37
"806","2010-03-16",8.33
"807","2010-03-17",8.25
"808","2010-03-18",8.42
"809","2010-03-19",8.16
"810","2010-03-22",8.55
"811","2010-03-23",8.75
"812","2010-03-24",8.9
"813","2010-03-25",8.86
"814","2010-03-26",8.55
"815","2010-03-29",8.64
"816","2010-03-30",8.98
"817","2010-03-31",9.25
"818","2010-04-01",9.43
"819","2010-04-05",9.7
"820","2010-04-06",9.9
"821","2010-04-07",9.9
"822","2010-04-08",10.02
"823","2010-04-09",10
"824","2010-04-12",9.74
"825","2010-04-13",9.92
"826","2010-04-14",10.21
"827","2010-04-15",10.3
"828","2010-04-16",10.25
"829","2010-04-19",10.2
"830","2010-04-20",9.99
"831","2010-04-21",10.5
"832","2010-04-22",11.8
"833","2010-04-23",11
"834","2010-04-26",11.38
"835","2010-04-27",11.25
"836","2010-04-28",11.29
"837","2010-04-29",11.27
"838","2010-04-30",11.09
"839","2010-05-03",11.18
"840","2010-05-04",11.17
"841","2010-05-05",10.9
"842","2010-05-06",11.05
"843","2010-05-07",10.73
"844","2010-05-10",10.94
"845","2010-05-11",10.9
"846","2010-05-12",10.96
"847","2010-05-13",11.03
"848","2010-05-14",10.15
"849","2010-05-17",10.25
"850","2010-05-18",10.14
"851","2010-05-19",9.93
"852","2010-05-20",9.25
"853","2010-05-21",9.45
"854","2010-05-24",9.14
"855","2010-05-25",9.24
"856","2010-05-26",9.42
"857","2010-05-27",9.77
"858","2010-05-28",10.04
"859","2010-06-01",9.83
"860","2010-06-02",9.94
"861","2010-06-03",9.98
"862","2010-06-04",9.96
"863","2010-06-07",9.65
"864","2010-06-08",9.54
"865","2010-06-09",9.2
"866","2010-06-10",9.35
"867","2010-06-11",9.5
"868","2010-06-14",9.37
"869","2010-06-15",9.69
"870","2010-06-16",9.48
"871","2010-06-17",9.47
"872","2010-06-18",9.48
"873","2010-06-21",9.33
"874","2010-06-22",9.6
"875","2010-06-23",9.79
"876","2010-06-24",9.54
"877","2010-06-25",9.56
"878","2010-06-28",9.63
"879","2010-06-29",9.55
"880","2010-06-30",9.68
"881","2010-07-01",9.65
"882","2010-07-02",9.55
"883","2010-07-06",9.62
"884","2010-07-07",9.41
"885","2010-07-08",9.25
"886","2010-07-09",9.29
"887","2010-07-12",9.25
"888","2010-07-13",9.29
"889","2010-07-14",9.69
"890","2010-07-15",9.66
"891","2010-07-16",9.63
"892","2010-07-19",9.78
"893","2010-07-20",9.72
"894","2010-07-21",9.37
"895","2010-07-22",9.29
"896","2010-07-23",9.72
"897","2010-07-26",9.77
"898","2010-07-27",9.87
"899","2010-07-28",10.07
"900","2010-07-29",9.72
"901","2010-07-30",9.78
"902","2010-08-02",9.78
"903","2010-08-03",9.8
"904","2010-08-04",9.54
"905","2010-08-05",9.6
"906","2010-08-06",9.34
"907","2010-08-09",9.11
"908","2010-08-10",8.7
"909","2010-08-11",8.33
"910","2010-08-12",8.34
"911","2010-08-13",8.35
"912","2010-08-16",8.34
"913","2010-08-17",8.49
"914","2010-08-18",8.66
"915","2010-08-19",8.58
"916","2010-08-20",8.65
"917","2010-08-23",8.59
"918","2010-08-24",8.46
"919","2010-08-25",8.46
"920","2010-08-26",8.56
"921","2010-08-27",9.19
"922","2010-08-30",9.19
"923","2010-08-31",9.22
"924","2010-09-01",9.22
"925","2010-09-02",9.08
"926","2010-09-03",9.02
"927","2010-09-07",8.85
"928","2010-09-08",8.94
"929","2010-09-09",8.75
"930","2010-09-10",8.72
"931","2010-09-13",9
"932","2010-09-14",8.89
"933","2010-09-15",9
"934","2010-09-16",8.42
"935","2010-09-17",8.5
"936","2010-09-20",8.84
"937","2010-09-21",8.5
"938","2010-09-22",8.5
"939","2010-09-23",8.5
"940","2010-09-24",8.45
"941","2010-09-27",8.31
"942","2010-09-28",8.88
"943","2010-09-29",9.15
"944","2010-09-30",9.09
"945","2010-10-01",9.03
"946","2010-10-04",9.03
"947","2010-10-05",9
"948","2010-10-06",9.21
"949","2010-10-07",9.05
"950","2010-10-08",8.99
"951","2010-10-11",8.84
"952","2010-10-12",8.95
"953","2010-10-13",8.95
"954","2010-10-14",9
"955","2010-10-15",9.02
"956","2010-10-18",9.02
"957","2010-10-19",9.12
"958","2010-10-20",8.83
"959","2010-10-21",8.8
"960","2010-10-22",8.46
"961","2010-10-25",8.3
"962","2010-10-26",8.19
"963","2010-10-27",7.48
"964","2010-10-28",7.46
"965","2010-10-29",7.5
"966","2010-11-01",7.94
"967","2010-11-02",7.58
"968","2010-11-03",7.4
"969","2010-11-04",7.37
"970","2010-11-05",7.2
"971","2010-11-08",7.13
"972","2010-11-09",6.94
"973","2010-11-10",7.14
"974","2010-11-11",7.27
"975","2010-11-12",7.26
"976","2010-11-15",7.35
"977","2010-11-16",7.33
"978","2010-11-17",7.44
"979","2010-11-18",7.79
"980","2010-11-19",8.04
"981","2010-11-22",8.35
"982","2010-11-23",8.85
"983","2010-11-24",8.37
"984","2010-11-26",8.3
"985","2010-11-29",8.39
"986","2010-11-30",8.59
"987","2010-12-01",8.85
"988","2010-12-02",9.06
"989","2010-12-03",9.41
"990","2010-12-06",9.14
"991","2010-12-07",9.19
"992","2010-12-08",8.91
"993","2010-12-09",8.62
"994","2010-12-10",8.71
"995","2010-12-13",8.48
"996","2010-12-14",8.21
"997","2010-12-15",8.63
"998","2010-12-16",8.68
"999","2010-12-17",8.69
"1000","2010-12-20",8.55
"1001","2010-12-21",8.52
"1002","2010-12-22",8.55
