"","date","AGO"
"1","2007-01-03",26.959999
"2","2007-01-04",27.200001
"3","2007-01-05",26.799999
"4","2007-01-08",26.879999
"5","2007-01-09",26.870001
"6","2007-01-10",26.870001
"7","2007-01-11",26.809999
"8","2007-01-12",26.85
"9","2007-01-16",27.15
"10","2007-01-17",27.16
"11","2007-01-18",27.27
"12","2007-01-19",27.629999
"13","2007-01-22",27.4
"14","2007-01-23",27.280001
"15","2007-01-24",27.27
"16","2007-01-25",26.969999
"17","2007-01-26",26.780001
"18","2007-01-29",26.41
"19","2007-01-30",26.610001
"20","2007-01-31",26.24
"21","2007-02-01",26.299999
"22","2007-02-02",26.4
"23","2007-02-05",26.389999
"24","2007-02-06",26.6
"25","2007-02-07",26.879999
"26","2007-02-08",26.700001
"27","2007-02-09",26.93
"28","2007-02-12",26.77
"29","2007-02-13",27.25
"30","2007-02-14",27.73
"31","2007-02-15",27.59
"32","2007-02-16",28
"33","2007-02-20",27.870001
"34","2007-02-21",27.91
"35","2007-02-22",28
"36","2007-02-23",27.99
"37","2007-02-26",28.17
"38","2007-02-27",27.9
"39","2007-02-28",28.299999
"40","2007-03-01",28.059999
"41","2007-03-02",28.030001
"42","2007-03-05",27.82
"43","2007-03-06",28
"44","2007-03-07",27.959999
"45","2007-03-08",27.799999
"46","2007-03-09",27.639999
"47","2007-03-12",27.33
"48","2007-03-13",26.75
"49","2007-03-14",26.129999
"50","2007-03-15",26.280001
"51","2007-03-16",26.139999
"52","2007-03-19",26.780001
"53","2007-03-20",26.52
"54","2007-03-21",26.68
"55","2007-03-22",26.58
"56","2007-03-23",26.58
"57","2007-03-26",26.85
"58","2007-03-27",26.940001
"59","2007-03-28",26.98
"60","2007-03-29",27.219999
"61","2007-03-30",27.32
"62","2007-04-02",27.41
"63","2007-04-03",27.48
"64","2007-04-04",27.17
"65","2007-04-05",27.43
"66","2007-04-09",27.309999
"67","2007-04-10",27.280001
"68","2007-04-11",27.299999
"69","2007-04-12",26.73
"70","2007-04-13",26.98
"71","2007-04-16",27.24
"72","2007-04-17",27.52
"73","2007-04-18",27.52
"74","2007-04-19",27.68
"75","2007-04-20",27.6
"76","2007-04-23",27.42
"77","2007-04-24",27.33
"78","2007-04-25",27.74
"79","2007-04-26",28.43
"80","2007-04-27",28.639999
"81","2007-04-30",28.209999
"82","2007-05-01",28.23
"83","2007-05-02",28.33
"84","2007-05-03",28.24
"85","2007-05-04",30.5
"86","2007-05-07",30.5
"87","2007-05-08",30.49
"88","2007-05-09",30.52
"89","2007-05-10",30.389999
"90","2007-05-11",30.389999
"91","2007-05-14",30.27
"92","2007-05-15",30.42
"93","2007-05-16",30.280001
"94","2007-05-17",30.32
"95","2007-05-18",30.379999
"96","2007-05-21",30.08
"97","2007-05-22",30.299999
"98","2007-05-23",29.950001
"99","2007-05-24",29.59
"100","2007-05-25",29.540001
"101","2007-05-29",29.9
"102","2007-05-30",29.540001
"103","2007-05-31",29.58
"104","2007-06-01",30.41
"105","2007-06-04",30.620001
"106","2007-06-05",30.559999
"107","2007-06-06",30.74
"108","2007-06-07",30.4
"109","2007-06-08",30.26
"110","2007-06-11",30.219999
"111","2007-06-12",30.1
"112","2007-06-13",30.27
"113","2007-06-14",30.18
"114","2007-06-15",29.93
"115","2007-06-18",30.07
"116","2007-06-19",29.66
"117","2007-06-20",28.92
"118","2007-06-21",29
"119","2007-06-22",29.24
"120","2007-06-25",28.620001
"121","2007-06-26",29.65
"122","2007-06-27",29.639999
"123","2007-06-28",29.93
"124","2007-06-29",29.559999
"125","2007-07-02",29.709999
"126","2007-07-03",29.809999
"127","2007-07-05",29.200001
"128","2007-07-06",29.18
"129","2007-07-09",29.6
"130","2007-07-10",28.5
"131","2007-07-11",27.879999
"132","2007-07-12",28.73
"133","2007-07-13",28.9
"134","2007-07-16",28.549999
"135","2007-07-17",27.92
"136","2007-07-18",27.370001
"137","2007-07-19",27.93
"138","2007-07-20",26.73
"139","2007-07-23",26.67
"140","2007-07-24",24.690001
"141","2007-07-25",24.93
"142","2007-07-26",24.24
"143","2007-07-27",24.719999
"144","2007-07-30",24.969999
"145","2007-07-31",24.34
"146","2007-08-01",25.219999
"147","2007-08-02",24.450001
"148","2007-08-03",23.370001
"149","2007-08-06",23.25
"150","2007-08-07",23.43
"151","2007-08-08",25.120001
"152","2007-08-09",24.99
"153","2007-08-10",23.98
"154","2007-08-13",22.719999
"155","2007-08-14",23.459999
"156","2007-08-15",23.68
"157","2007-08-16",25.25
"158","2007-08-17",26.76
"159","2007-08-20",26.25
"160","2007-08-21",26.809999
"161","2007-08-22",27.370001
"162","2007-08-23",26.84
"163","2007-08-24",27.25
"164","2007-08-27",26.610001
"165","2007-08-28",25.42
"166","2007-08-29",26.040001
"167","2007-08-30",25.639999
"168","2007-08-31",26.07
"169","2007-09-04",26.440001
"170","2007-09-05",25.15
"171","2007-09-06",25.530001
"172","2007-09-07",24.6
"173","2007-09-10",24.18
"174","2007-09-11",24.620001
"175","2007-09-12",24.43
"176","2007-09-13",24.950001
"177","2007-09-14",24.629999
"178","2007-09-17",24.219999
"179","2007-09-18",25.799999
"180","2007-09-19",28.559999
"181","2007-09-20",27.950001
"182","2007-09-21",27.610001
"183","2007-09-24",27.4
"184","2007-09-25",26.84
"185","2007-09-26",27.139999
"186","2007-09-27",27.5
"187","2007-09-28",27.17
"188","2007-10-01",28.219999
"189","2007-10-02",28.68
"190","2007-10-03",28.1
"191","2007-10-04",28.66
"192","2007-10-05",29.049999
"193","2007-10-08",28.98
"194","2007-10-09",28.959999
"195","2007-10-10",28.9
"196","2007-10-11",28.9
"197","2007-10-12",29.09
"198","2007-10-15",28.24
"199","2007-10-16",27.950001
"200","2007-10-17",27.129999
"201","2007-10-18",27.110001
"202","2007-10-19",25.709999
"203","2007-10-22",26.549999
"204","2007-10-23",27.440001
"205","2007-10-24",26.129999
"206","2007-10-25",23
"207","2007-10-26",23.799999
"208","2007-10-29",23.469999
"209","2007-10-30",23.02
"210","2007-10-31",23.07
"211","2007-11-01",18.6
"212","2007-11-02",15.37
"213","2007-11-05",16.33
"214","2007-11-06",16.73
"215","2007-11-07",18.440001
"216","2007-11-08",19
"217","2007-11-09",19.73
"218","2007-11-12",19.799999
"219","2007-11-13",21.219999
"220","2007-11-14",21.879999
"221","2007-11-15",21.219999
"222","2007-11-16",20.9
"223","2007-11-19",20.77
"224","2007-11-20",20
"225","2007-11-21",20.16
"226","2007-11-23",20.26
"227","2007-11-26",20.129999
"228","2007-11-27",20.17
"229","2007-11-28",21.889999
"230","2007-11-29",22
"231","2007-11-30",22.57
"232","2007-12-03",23.709999
"233","2007-12-04",22.629999
"234","2007-12-05",22.879999
"235","2007-12-06",23.73
"236","2007-12-07",23.82
"237","2007-12-10",23.98
"238","2007-12-11",22.18
"239","2007-12-12",21.450001
"240","2007-12-13",24.9
"241","2007-12-14",24.719999
"242","2007-12-17",26.129999
"243","2007-12-18",25.389999
"244","2007-12-19",26.57
"245","2007-12-20",26.77
"246","2007-12-21",26.82
"247","2007-12-24",27.540001
"248","2007-12-26",27.639999
"249","2007-12-27",27.049999
"250","2007-12-28",26.01
"251","2007-12-31",26.540001
"252","2008-01-02",25.690001
"253","2008-01-03",25.9
"254","2008-01-04",25.4
"255","2008-01-07",25.41
"256","2008-01-08",24.059999
"257","2008-01-09",23.15
"258","2008-01-10",23.5
"259","2008-01-11",22.84
"260","2008-01-14",22.15
"261","2008-01-15",21.68
"262","2008-01-16",21.99
"263","2008-01-17",18.42
"264","2008-01-18",17.459999
"265","2008-01-22",17.790001
"266","2008-01-23",20.629999
"267","2008-01-24",21.18
"268","2008-01-25",21.459999
"269","2008-01-28",22.469999
"270","2008-01-29",24.08
"271","2008-01-30",23.049999
"272","2008-01-31",23.67
"273","2008-02-01",25.35
"274","2008-02-04",24.799999
"275","2008-02-05",23.860001
"276","2008-02-06",22.9
"277","2008-02-07",22.65
"278","2008-02-08",21.57
"279","2008-02-11",21.51
"280","2008-02-12",23.1
"281","2008-02-13",23.9
"282","2008-02-14",23.27
"283","2008-02-15",23.17
"284","2008-02-19",23.66
"285","2008-02-20",23.459999
"286","2008-02-21",22.379999
"287","2008-02-22",22.43
"288","2008-02-25",23.530001
"289","2008-02-26",23.75
"290","2008-02-27",23.66
"291","2008-02-28",22.780001
"292","2008-02-29",25.65
"293","2008-03-03",26.290001
"294","2008-03-04",25.620001
"295","2008-03-05",25.59
"296","2008-03-06",24.860001
"297","2008-03-07",23.99
"298","2008-03-10",23.08
"299","2008-03-11",24.58
"300","2008-03-12",24.459999
"301","2008-03-13",24.84
"302","2008-03-14",24.07
"303","2008-03-17",22.799999
"304","2008-03-18",24.34
"305","2008-03-19",23.59
