"","date","MEDS"
"1","2014-02-06",1.5
"2","2014-02-07",1.5
"3","2014-02-10",1.5
"4","2014-02-11",1.5
"5","2014-02-12",1.5
"6","2014-02-13",1.5
"7","2014-02-14",1.5
"8","2014-02-18",1.5
"9","2014-02-19",1.5
"10","2014-02-20",1.5
"11","2014-02-21",1.5
"12","2014-02-24",1.5
"13","2014-02-25",1.5
"14","2014-02-26",1.5
"15","2014-02-27",1.5
"16","2014-02-28",1.5
"17","2014-03-03",1.5
"18","2014-03-04",1.5
"19","2014-03-05",1.5
"20","2014-03-06",1.5
"21","2014-03-07",1.5
"22","2014-03-10",1.5
"23","2014-03-11",1.5
"24","2014-03-12",1.5
"25","2014-03-13",1.5
"26","2014-03-14",1.5
"27","2014-03-17",1.5
"28","2014-03-18",1.5
"29","2014-03-19",1.5
"30","2014-03-20",1.5
"31","2014-03-21",1.5
"32","2014-03-24",1.5
"33","2014-03-25",1.5
"34","2014-03-26",1.5
"35","2014-03-27",1.5
"36","2014-03-28",1.5
"37","2014-03-31",1.5
"38","2014-04-01",1.5
"39","2014-04-02",1.5
"40","2014-04-03",1.5
"41","2014-04-04",1.5
"42","2014-04-07",1.5
"43","2014-04-08",1.5
"44","2014-04-09",1.5
"45","2014-04-10",1.5
"46","2014-04-11",1.5
"47","2014-04-14",1.5
"48","2014-04-15",1.5
"49","2014-04-16",1.5
"50","2014-04-17",1.5
"51","2014-04-21",1.5
"52","2014-04-22",1.5
"53","2014-04-23",1.5
"54","2014-04-24",1.5
"55","2014-04-25",1.5
"56","2014-04-28",1.5
"57","2014-04-29",1.5
"58","2014-04-30",1.5
"59","2014-05-01",1.5
"60","2014-05-02",1.5
"61","2014-05-05",1.5
"62","2014-05-06",1.5
"63","2014-05-07",1.5
"64","2014-05-08",1.5
"65","2014-05-09",0.6
"66","2014-05-12",0.6
"67","2014-05-13",0.6
"68","2014-05-14",0.6
"69","2014-05-15",0.6
"70","2014-05-16",0.6
"71","2014-05-19",0.6
"72","2014-05-20",0.6
"73","2014-05-21",0.6
"74","2014-05-22",2.95
"75","2014-05-23",2.95
"76","2014-05-27",2.95
"77","2014-05-28",2.95
"78","2014-05-29",2.95
"79","2014-05-30",2.95
"80","2014-06-02",2.95
"81","2014-06-03",2.5
"82","2014-06-04",2.5
"83","2014-06-05",2.5
"84","2014-06-06",2.55
"85","2014-06-09",2.55
"86","2014-06-10",2.55
"87","2014-06-11",2.7
"88","2014-06-12",2.7
"89","2014-06-13",2.7
"90","2014-06-16",2.7
"91","2014-06-17",2.7
"92","2014-06-18",1.8
"93","2014-06-19",1.79
"94","2014-06-20",1.79
"95","2014-06-23",1.79
"96","2014-06-24",1.79
"97","2014-06-25",1.75
"98","2014-06-26",1.75
"99","2014-06-27",1.75
"100","2014-06-30",1.75
"101","2014-07-01",1.75
"102","2014-07-02",1.75
"103","2014-07-03",1.75
"104","2014-07-07",1.75
"105","2014-07-08",1.75
"106","2014-07-09",1.75
"107","2014-07-10",1.75
"108","2014-07-11",1.75
"109","2014-07-14",1.75
"110","2014-07-15",1.75
"111","2014-07-16",1.75
"112","2014-07-17",1.75
"113","2014-07-18",1.75
"114","2014-07-21",1.75
"115","2014-07-22",1.75
"116","2014-07-23",1.75
"117","2014-07-24",1.75
"118","2014-07-25",1.75
"119","2014-07-28",1.75
"120","2014-07-29",1.75
"121","2014-07-30",1.7
"122","2014-07-31",1.7
"123","2014-08-01",1.7
"124","2014-08-04",1.7
"125","2014-08-05",1.68
"126","2014-08-06",1.68
"127","2014-08-07",1.68
"128","2014-08-08",1.68
"129","2014-08-11",1.68
"130","2014-08-12",1.68
"131","2014-08-13",1.68
"132","2014-08-14",1.68
"133","2014-08-15",1.68
"134","2014-08-18",1.68
"135","2014-08-19",1.68
"136","2014-08-20",1.35
"137","2014-08-21",1.35
"138","2014-08-22",1.35
"139","2014-08-25",1.35
"140","2014-08-26",1.35
"141","2014-08-27",1.35
"142","2014-08-28",1.35
"143","2014-08-29",1.35
"144","2014-09-02",1.35
"145","2014-09-03",1.35
"146","2014-09-04",1.35
"147","2014-09-05",1.35
"148","2014-09-08",1.35
"149","2014-09-09",1.5
"150","2014-09-10",1.5
"151","2014-09-11",1.5
"152","2014-09-12",1.5
"153","2014-09-15",1.5
"154","2014-09-16",1.5
"155","2014-09-17",1.5
"156","2014-09-18",1.5
"157","2014-09-19",1.5
"158","2014-09-22",1.5
"159","2014-09-23",1.4
"160","2014-09-24",1.4
"161","2014-09-25",1.4
"162","2014-09-26",1.4
"163","2014-09-29",1.4
"164","2014-09-30",1.4
"165","2014-10-01",1.4
"166","2014-10-02",1.4
"167","2014-10-03",1.4
"168","2014-10-06",1.4
"169","2014-10-07",1.4
"170","2014-10-08",1.4
"171","2014-10-09",1.4
"172","2014-10-10",1.74
"173","2014-10-13",1.74
"174","2014-10-14",1.75
"175","2014-10-15",1.75
"176","2014-10-16",1.75
"177","2014-10-17",1.75
"178","2014-10-20",1.75
"179","2014-10-21",1.75
"180","2014-10-22",1.75
"181","2014-10-23",1.75
"182","2014-10-24",1.75
"183","2014-10-27",1.75
"184","2014-10-28",1.75
"185","2014-10-29",1.75
"186","2014-10-30",1.75
"187","2014-10-31",1.75
"188","2014-11-03",1.75
"189","2014-11-04",1.75
"190","2014-11-05",1.75
"191","2014-11-06",1.75
"192","2014-11-07",1.75
"193","2014-11-10",1.75
"194","2014-11-11",1.75
"195","2014-11-12",1.75
"196","2014-11-13",1.75
"197","2014-11-14",1.75
"198","2014-11-17",1.75
"199","2014-11-18",1.25
"200","2014-11-19",1.25
"201","2014-11-20",1.25
"202","2014-11-21",1.25
"203","2014-11-24",1.25
"204","2014-11-25",1.75
"205","2014-11-26",1.75
"206","2014-11-28",1.75
"207","2014-12-01",1.85
"208","2014-12-02",1.85
"209","2014-12-03",1.85
"210","2014-12-04",1.85
"211","2014-12-05",1.85
"212","2014-12-08",1.85
"213","2014-12-09",1.85
"214","2014-12-10",1.85
"215","2014-12-11",1.85
"216","2014-12-12",1.85
"217","2014-12-15",1.85
"218","2014-12-16",1.7
"219","2014-12-17",1.7
"220","2014-12-18",1.7
"221","2014-12-19",1.7
"222","2014-12-22",1.7
"223","2014-12-23",1.7
"224","2014-12-24",1.7
"225","2014-12-26",1.7
"226","2014-12-29",1.7
"227","2014-12-30",1.7
"228","2014-12-31",1.7
"229","2015-01-02",1.7
"230","2015-01-05",1.7
"231","2015-01-06",1.7
"232","2015-01-07",1.7
"233","2015-01-08",1.7
"234","2015-01-09",1.7
"235","2015-01-12",1.7
"236","2015-01-13",1.7
"237","2015-01-14",1.7
"238","2015-01-15",1.7
"239","2015-01-16",1.7
"240","2015-01-20",1.7
"241","2015-01-21",1.7
"242","2015-01-22",1.7
"243","2015-01-23",1.7
"244","2015-01-26",1.7
"245","2015-01-27",1.7
"246","2015-01-28",1.7
"247","2015-01-29",1.7
"248","2015-01-30",1.7
"249","2015-02-02",1.7
"250","2015-02-03",1.7
"251","2015-02-04",1.7
"252","2015-02-05",1.65
"253","2015-02-06",1.65
"254","2015-02-09",1.65
"255","2015-02-10",1.65
"256","2015-02-11",1.65
"257","2015-02-12",1.65
"258","2015-02-13",1.65
"259","2015-02-17",1.65
"260","2015-02-18",1.65
"261","2015-02-19",1.5
"262","2015-02-20",1.5
"263","2015-02-23",1.65
"264","2015-02-24",1.65
"265","2015-02-25",1.65
"266","2015-02-26",1.65
"267","2015-02-27",1.65
"268","2015-03-02",1.65
"269","2015-03-03",1.65
"270","2015-03-04",1.65
"271","2015-03-05",1.65
"272","2015-03-06",1.65
"273","2015-03-09",1.65
"274","2015-03-10",1.65
"275","2015-03-11",1.65
"276","2015-03-12",1.65
"277","2015-03-13",1.65
"278","2015-03-16",1.65
"279","2015-03-17",1.65
"280","2015-03-18",1.65
"281","2015-03-19",1.65
"282","2015-03-20",1.65
"283","2015-03-23",1.65
"284","2015-03-24",1.65
"285","2015-03-25",1.7
"286","2015-03-26",1.7
"287","2015-03-27",1.7
"288","2015-03-30",1.7
"289","2015-03-31",1.7
"290","2015-04-01",1.55
"291","2015-04-02",1.75
"292","2015-04-06",1.75
"293","2015-04-07",1.75
"294","2015-04-08",1.75
"295","2015-04-09",1.75
"296","2015-04-10",1.75
"297","2015-04-13",1.75
"298","2015-04-14",1.75
"299","2015-04-15",1.75
"300","2015-04-16",1.75
"301","2015-04-17",1.75
"302","2015-04-20",1.75
"303","2015-04-21",1.75
"304","2015-04-22",1.75
"305","2015-04-23",1.5
"306","2015-04-24",1.5
"307","2015-04-27",1.5
"308","2015-04-28",1.5
"309","2015-04-29",1.5
"310","2015-04-30",1.5
"311","2015-05-01",1.5
"312","2015-05-04",1.5
"313","2015-05-05",1.5
"314","2015-05-06",1.38
"315","2015-05-07",1.38
"316","2015-05-08",1.38
"317","2015-05-11",1.15
"318","2015-05-12",1.49
"319","2015-05-13",1.49
"320","2015-05-14",1.55
"321","2015-05-15",1.75
"322","2015-05-18",1.75
"323","2015-05-19",1.5
"324","2015-05-20",1.5
"325","2015-05-21",1.5
"326","2015-05-22",1.5
"327","2015-05-26",1.5
"328","2015-05-27",1.5
"329","2015-05-28",1.75
"330","2015-05-29",1.75
"331","2015-06-01",1.75
"332","2015-06-02",1.75
"333","2015-06-03",1.75
"334","2015-06-04",1.55
"335","2015-06-05",1.55
"336","2015-06-08",1.55
"337","2015-06-09",1.55
"338","2015-06-10",1.55
"339","2015-06-11",1.55
"340","2015-06-12",1.55
"341","2015-06-15",1.55
"342","2015-06-16",1.55
"343","2015-06-17",1.55
"344","2015-06-18",1.55
"345","2015-06-19",1.55
"346","2015-06-22",1.55
"347","2015-06-23",1.55
"348","2015-06-24",1.55
"349","2015-06-25",1.55
"350","2015-06-26",1.55
"351","2015-06-29",1.55
"352","2015-06-30",1.55
"353","2015-07-01",1.55
"354","2015-07-02",1.55
"355","2015-07-06",1.55
"356","2015-07-07",1.55
"357","2015-07-08",1.55
"358","2015-07-09",1.55
"359","2015-07-10",1.55
"360","2015-07-13",1.55
"361","2015-07-14",1.55
"362","2015-07-15",1.55
"363","2015-07-16",1.55
"364","2015-07-17",1.55
"365","2015-07-20",1.55
"366","2015-07-21",1.55
"367","2015-07-22",1.55
"368","2015-07-23",1.55
"369","2015-07-24",1.45
"370","2015-07-27",1.45
"371","2015-07-28",1.35
"372","2015-07-29",1.35
"373","2015-07-30",1.5
"374","2015-07-31",1.5
"375","2015-08-03",1.5
"376","2015-08-04",1.5
"377","2015-08-05",1.5
"378","2015-08-06",1.45
"379","2015-08-07",1.45
"380","2015-08-10",1.45
"381","2015-08-11",1.25
"382","2015-08-12",1.25
"383","2015-08-13",1.25
"384","2015-08-14",1.25
"385","2015-08-17",1.25
"386","2015-08-18",1.25
"387","2015-08-19",1.25
"388","2015-08-20",1.25
"389","2015-08-21",1.25
"390","2015-08-24",1.25
"391","2015-08-25",1.25
"392","2015-08-26",1.25
"393","2015-08-27",1.25
"394","2015-08-28",1.2
"395","2015-08-31",1.25
"396","2015-09-01",1.25
"397","2015-09-02",1.25
"398","2015-09-03",1.25
"399","2015-09-04",1.25
"400","2015-09-08",1.25
"401","2015-09-09",1.25
"402","2015-09-10",1.25
"403","2015-09-11",1.25
"404","2015-09-14",1.25
"405","2015-09-15",1.5
"406","2015-09-16",1.5
"407","2015-09-17",1.5
"408","2015-09-18",1.5
"409","2015-09-21",1.5
"410","2015-09-22",0.55
"411","2015-09-23",1
"412","2015-09-24",1
"413","2015-09-25",1
"414","2015-09-28",1
"415","2015-09-29",1
"416","2015-09-30",1
"417","2015-10-01",0.75
"418","2015-10-02",0.6
"419","2015-10-05",0.75
"420","2015-10-06",0.6
"421","2015-10-07",0.6
"422","2015-10-08",0.6
"423","2015-10-09",0.6
"424","2015-10-12",0.6
"425","2015-10-13",0.6
"426","2015-10-14",0.65
"427","2015-10-15",0.65
"428","2015-10-16",0.65
"429","2015-10-19",1
"430","2015-10-20",1
"431","2015-10-21",1
"432","2015-10-22",1
"433","2015-10-23",1
"434","2015-10-26",1
"435","2015-10-27",0.75
"436","2015-10-28",0.5
"437","2015-10-29",0.8
"438","2015-10-30",1
"439","2015-11-02",1
"440","2015-11-03",1
"441","2015-11-04",1.15
"442","2015-11-05",0.67
"443","2015-11-06",0.67
"444","2015-11-09",0.75
"445","2015-11-10",0.75
"446","2015-11-11",0.99
"447","2015-11-12",0.76
"448","2015-11-13",0.72
"449","2015-11-16",1.15
"450","2015-11-17",1
"451","2015-11-18",1
"452","2015-11-19",0.8
"453","2015-11-20",0.8
"454","2015-11-23",0.9
"455","2015-11-24",0.9
"456","2015-11-25",0.9
"457","2015-11-27",0.9
"458","2015-11-30",0.92
"459","2015-12-01",1.12
"460","2015-12-02",0.988
"461","2015-12-03",0.988
"462","2015-12-04",0.96
"463","2015-12-07",0.97
"464","2015-12-08",0.97
"465","2015-12-09",0.97
"466","2015-12-10",0.97
"467","2015-12-11",0.97
"468","2015-12-14",1
"469","2015-12-15",1
"470","2015-12-16",1
"471","2015-12-17",1
"472","2015-12-18",1
"473","2015-12-21",1
"474","2015-12-22",1.1
"475","2015-12-23",1.1
"476","2015-12-24",1.1
"477","2015-12-28",1.1
"478","2015-12-29",1.1
"479","2015-12-30",1.1
"480","2015-12-31",1.1
"481","2016-01-04",1.1
"482","2016-01-05",1.15
"483","2016-01-06",1.25
"484","2016-01-07",1.25
"485","2016-01-08",1.25
"486","2016-01-11",1.25
"487","2016-01-12",1.25
"488","2016-01-13",1.25
"489","2016-01-14",1.25
"490","2016-01-15",1
"491","2016-01-19",1
"492","2016-01-20",1
"493","2016-01-21",1
"494","2016-01-22",1
"495","2016-01-25",1
"496","2016-01-26",1
"497","2016-01-27",1
"498","2016-01-28",1
"499","2016-01-29",1
"500","2016-02-01",1
"501","2016-02-02",1
"502","2016-02-03",1
"503","2016-02-04",1
"504","2016-02-05",1
"505","2016-02-08",1
"506","2016-02-09",1
"507","2016-02-10",0.75
"508","2016-02-11",0.75
"509","2016-02-12",0.75
"510","2016-02-16",0.75
"511","2016-02-17",0.75
"512","2016-02-18",1
"513","2016-02-19",1
"514","2016-02-22",1
"515","2016-02-23",1
"516","2016-02-24",1
"517","2016-02-25",1
"518","2016-02-26",1
"519","2016-02-29",0.8
"520","2016-03-01",0.8
"521","2016-03-02",0.86
"522","2016-03-03",0.86
"523","2016-03-04",0.78
"524","2016-03-07",0.78
"525","2016-03-08",0.78
"526","2016-03-09",0.78
"527","2016-03-10",0.78
"528","2016-03-11",0.78
"529","2016-03-14",0.78
"530","2016-03-15",0.78
"531","2016-03-16",0.78
"532","2016-03-17",0.78
"533","2016-03-18",0.78
"534","2016-03-21",0.78
"535","2016-03-22",0.78
"536","2016-03-23",0.78
"537","2016-03-24",0.78
"538","2016-03-28",0.85
"539","2016-03-29",1.02
"540","2016-03-30",1.02
"541","2016-03-31",1.02
"542","2016-04-01",1.02
"543","2016-04-04",1.02
"544","2016-04-05",1.02
"545","2016-04-06",1.02
"546","2016-04-07",1.02
"547","2016-04-08",1.02
"548","2016-04-11",1.02
"549","2016-04-12",1.02
"550","2016-04-13",1.02
"551","2016-04-14",1.02
"552","2016-04-15",1.02
"553","2016-04-18",1.02
"554","2016-04-19",1.02
"555","2016-04-20",1.02
"556","2016-04-21",0.938
"557","2016-04-22",0.94
"558","2016-04-25",0.94
"559","2016-04-26",0.94
"560","2016-04-27",0.94
"561","2016-04-28",0.94
"562","2016-04-29",0.94
"563","2016-05-02",0.74
"564","2016-05-03",0.84
"565","2016-05-04",0.8
"566","2016-05-05",0.8
"567","2016-05-06",1
"568","2016-05-09",1
"569","2016-05-10",1
"570","2016-05-11",1
"571","2016-05-12",1
"572","2016-05-13",1
"573","2016-05-16",1
"574","2016-05-17",1
"575","2016-05-18",1
"576","2016-05-19",1
"577","2016-05-20",1
"578","2016-05-23",1
"579","2016-05-24",0.8
"580","2016-05-25",0.8
"581","2016-05-26",0.8
"582","2016-05-27",0.8
"583","2016-05-31",0.8
"584","2016-06-01",0.863
"585","2016-06-02",0.863
"586","2016-06-03",0.863
"587","2016-06-06",0.863
"588","2016-06-07",0.863
"589","2016-06-08",0.863
"590","2016-06-09",0.87
"591","2016-06-10",0.9
"592","2016-06-13",0.94
"593","2016-06-14",0.94
"594","2016-06-15",0.94
"595","2016-06-16",0.94
"596","2016-06-17",0.94
"597","2016-06-20",0.94
"598","2016-06-21",0.74
"599","2016-06-22",0.938
"600","2016-06-23",0.938
"601","2016-06-24",0.938
"602","2016-06-27",0.938
"603","2016-06-28",0.938
"604","2016-06-29",0.938
"605","2016-06-30",0.938
"606","2016-07-01",0.938
"607","2016-07-05",0.938
"608","2016-07-06",0.8
"609","2016-07-07",0.8
"610","2016-07-08",0.8
"611","2016-07-11",0.8
