"","date","EAF"
"1","2018-04-19",14.45
"2","2018-04-20",15.5
"3","2018-04-23",16.209999
"4","2018-04-24",15.53
"5","2018-04-25",15.7
"6","2018-04-26",16.25
"7","2018-04-27",16.26
"8","2018-04-30",15.98
"9","2018-05-01",16.18
"10","2018-05-02",16.200001
"11","2018-05-03",16.299999
"12","2018-05-04",16.41
"13","2018-05-07",17.84
"14","2018-05-08",17.780001
"15","2018-05-09",17.33
"16","2018-05-10",17.99
"17","2018-05-11",18.709999
"18","2018-05-14",18.860001
"19","2018-05-15",19.780001
"20","2018-05-16",18.83
"21","2018-05-17",19.059999
"22","2018-05-18",19.41
"23","2018-05-21",19.5
"24","2018-05-22",19.6
"25","2018-05-23",19.450001
"26","2018-05-24",19.18
"27","2018-05-25",19.23
"28","2018-05-29",18.540001
"29","2018-05-30",18.52
"30","2018-05-31",18.35
"31","2018-06-01",18.190001
"32","2018-06-04",19.67
"33","2018-06-05",19.34
"34","2018-06-06",19.469999
"35","2018-06-07",19.360001
"36","2018-06-08",19.77
"37","2018-06-11",20.129999
"38","2018-06-12",20.23
"39","2018-06-13",20.23
"40","2018-06-14",20.530001
"41","2018-06-15",20.530001
"42","2018-06-18",19.99
"43","2018-06-19",19.26
"44","2018-06-20",19.1
"45","2018-06-21",18.530001
"46","2018-06-22",18.540001
"47","2018-06-25",17.49
"48","2018-06-26",17.299999
"49","2018-06-27",17.700001
"50","2018-06-28",18.459999
"51","2018-06-29",17.99
"52","2018-07-02",18.02
"53","2018-07-03",17.51
"54","2018-07-05",18.110001
"55","2018-07-06",18.360001
"56","2018-07-09",18.48
"57","2018-07-10",18.139999
"58","2018-07-11",17.76
"59","2018-07-12",17.879999
"60","2018-07-13",17.469999
"61","2018-07-16",17.25
"62","2018-07-17",17.290001
"63","2018-07-18",18.049999
"64","2018-07-19",18.209999
"65","2018-07-20",18.6
"66","2018-07-23",18.73
"67","2018-07-24",19.24
"68","2018-07-25",19
"69","2018-07-26",19.58
"70","2018-07-27",19.620001
"71","2018-07-30",20
"72","2018-07-31",21.200001
"73","2018-08-01",22.370001
"74","2018-08-02",21.9
"75","2018-08-03",21.040001
"76","2018-08-06",21.98
"77","2018-08-07",21.52
"78","2018-08-08",21.35
"79","2018-08-09",19.5
"80","2018-08-10",19.469999
"81","2018-08-13",19.5
"82","2018-08-14",19.5
"83","2018-08-15",18.02
"84","2018-08-16",18.049999
"85","2018-08-17",17.549999
"86","2018-08-20",17.889999
"87","2018-08-21",17.959999
"88","2018-08-22",18.370001
"89","2018-08-23",18.370001
"90","2018-08-24",18.75
"91","2018-08-27",19.459999
"92","2018-08-28",18.76
"93","2018-08-29",18.639999
"94","2018-08-30",18.23
"95","2018-08-31",18.48
"96","2018-09-04",18.52
"97","2018-09-05",18.370001
"98","2018-09-06",18.129999
"99","2018-09-07",17.32
"100","2018-09-10",17.219999
"101","2018-09-11",17.549999
"102","2018-09-12",17.48
"103","2018-09-13",17.77
"104","2018-09-14",18.030001
"105","2018-09-17",18.690001
"106","2018-09-18",18.49
"107","2018-09-19",19.059999
"108","2018-09-20",20.139999
"109","2018-09-21",19.98
"110","2018-09-24",19.209999
"111","2018-09-25",18.93
"112","2018-09-26",18.76
"113","2018-09-27",19.290001
"114","2018-09-28",19.51
"115","2018-10-01",19.440001
"116","2018-10-02",18.73
"117","2018-10-03",19.209999
"118","2018-10-04",18.969999
"119","2018-10-05",18.549999
"120","2018-10-08",17.870001
"121","2018-10-09",17.5
"122","2018-10-10",17.280001
"123","2018-10-11",16.540001
"124","2018-10-12",17.440001
"125","2018-10-15",16.879999
"126","2018-10-16",17.98
"127","2018-10-17",17.530001
"128","2018-10-18",17.459999
"129","2018-10-19",17.15
"130","2018-10-22",16.959999
"131","2018-10-23",16.610001
"132","2018-10-24",14.8
"133","2018-10-25",15.7
"134","2018-10-26",15.47
"135","2018-10-29",15.42
"136","2018-10-30",16.83
"137","2018-10-31",17.879999
"138","2018-11-01",18.299999
"139","2018-11-02",17.17
"140","2018-11-05",18.190001
"141","2018-11-06",17.99
"142","2018-11-07",17.51
"143","2018-11-08",17.120001
"144","2018-11-09",16.08
"145","2018-11-12",15.14
"146","2018-11-13",15.19
"147","2018-11-14",14.88
"148","2018-11-15",14.57
"149","2018-11-16",14.69
"150","2018-11-19",14.8
"151","2018-11-20",14.43
"152","2018-11-21",14.46
"153","2018-11-23",14.83
"154","2018-11-26",15.28
"155","2018-11-27",15.04
"156","2018-11-28",15.85
"157","2018-11-29",16.07
"158","2018-11-30",15.81
"159","2018-12-03",16.01
"160","2018-12-04",14.73
"161","2018-12-06",13.18
"162","2018-12-07",12.68
"163","2018-12-10",12.64
"164","2018-12-11",11.84
"165","2018-12-12",12.27
