"","date","LOMA"
"193","2018-08-08",9.89
"194","2018-08-09",9.54
"195","2018-08-10",9.5
"196","2018-08-13",9.21
"197","2018-08-14",9.78
"198","2018-08-15",9.3
"199","2018-08-16",9
"200","2018-08-17",9.06
"201","2018-08-20",8.77
"202","2018-08-21",8.68
"203","2018-08-22",8.64
"204","2018-08-23",8.63
"205","2018-08-24",8.3
"206","2018-08-27",8.41
"207","2018-08-28",8.05
"208","2018-08-29",7.6
"209","2018-08-30",6.81
"210","2018-08-31",7.55
"211","2018-09-04",7.33
"212","2018-09-05",7.54
"213","2018-09-06",8
"214","2018-09-07",7.76
"215","2018-09-10",7.88
"216","2018-09-11",7.86
"217","2018-09-12",7.87
"218","2018-09-13",8.08
"219","2018-09-14",7.8
"220","2018-09-17",7.95
"221","2018-09-18",7.7
"222","2018-09-19",8.3
"223","2018-09-20",10.18
"224","2018-09-21",9.98
"225","2018-09-24",9.14
"226","2018-09-25",9.4
"227","2018-09-26",9.45
"228","2018-09-27",8.68
"229","2018-09-28",8.84
"230","2018-10-01",8.6
"231","2018-10-02",9.13
"232","2018-10-03",9.05
"233","2018-10-04",8.21
"234","2018-10-05",7.7
"235","2018-10-08",8.25
"236","2018-10-09",8.1
"237","2018-10-10",8.01
"238","2018-10-11",7.82
"239","2018-10-12",8.19
"240","2018-10-15",8.4
"241","2018-10-16",8.67
"242","2018-10-17",8.4
"243","2018-10-18",8.23
"244","2018-10-19",8.41
"245","2018-10-22",8.33
"246","2018-10-23",8.32
"247","2018-10-24",8.24
"248","2018-10-25",8.73
"249","2018-10-26",8.61
"250","2018-10-29",8.21
"251","2018-10-30",8.58
"252","2018-10-31",9.01
"253","2018-11-01",10.22
"254","2018-11-02",10.62
"255","2018-11-05",10.69
"256","2018-11-06",10.64
"257","2018-11-07",10.6
"258","2018-11-08",10.69
"259","2018-11-09",10.89
"260","2018-11-12",10.47
"261","2018-11-13",10.51
"262","2018-11-14",10.73
"263","2018-11-15",11.2
"264","2018-11-16",11.8
"265","2018-11-19",11.1
"266","2018-11-20",10.7
"267","2018-11-21",10.6
"268","2018-11-23",10.55
"269","2018-11-26",10.72
"270","2018-11-27",10.52
"271","2018-11-28",10.58
"272","2018-11-29",10.65
"273","2018-11-30",10.64
"274","2018-12-03",10.58
"275","2018-12-04",10.68
"276","2018-12-06",10.34
"277","2018-12-07",10.16
"278","2018-12-10",9.95
"279","2018-12-11",10.11
"280","2018-12-12",10.56
"281","2018-12-13",10.21
"282","2018-12-14",10.15
"283","2018-12-17",9.88
"284","2018-12-18",9.93
"285","2018-12-19",9.58
"286","2018-12-20",9.67
"287","2018-12-21",9.76
"288","2018-12-24",9.65
"289","2018-12-26",9.95
"290","2018-12-27",10.26
"291","2018-12-28",10.75
"292","2018-12-31",11.13
"293","2019-01-02",10.92
"294","2019-01-03",10.73
"295","2019-01-04",11.3
"296","2019-01-07",11.54
"297","2019-01-08",12.1
"298","2019-01-09",12.71
"299","2019-01-10",12.96
"300","2019-01-11",12.75
"301","2019-01-14",12.6
"302","2019-01-15",12.65
"303","2019-01-16",12.64
"304","2019-01-17",12.19
"305","2019-01-18",12.54
"306","2019-01-22",12.51
"307","2019-01-23",12.38
"308","2019-01-24",12.35
"309","2019-01-25",12.43
"310","2019-01-28",12.47
"311","2019-01-29",12.5
"312","2019-01-30",12.59
"313","2019-01-31",12.96
"314","2019-02-01",12.85
"315","2019-02-04",12.96
"316","2019-02-05",12.96
"317","2019-02-06",12.49
"318","2019-02-07",12
"319","2019-02-08",12
"320","2019-02-11",11.94
"321","2019-02-12",11.9
"322","2019-02-13",11.56
"323","2019-02-14",11.87
"324","2019-02-15",11.74
"325","2019-02-19",11.1
"326","2019-02-20",11.1
"327","2019-02-21",11.2
"328","2019-02-22",11.62
"329","2019-02-25",11.6
"330","2019-02-26",11.59
"331","2019-02-27",11.4
"332","2019-02-28",11.23
"333","2019-03-01",11
"334","2019-03-04",11.13
"335","2019-03-05",11.22
"336","2019-03-06",11.01
"337","2019-03-07",10.65
"338","2019-03-08",11.92
"339","2019-03-11",12.23
"340","2019-03-12",12.13
"341","2019-03-13",12.04
"342","2019-03-14",12.02
"343","2019-03-15",12.41
"344","2019-03-18",12.6
"345","2019-03-19",12.74
"346","2019-03-20",12.57
"347","2019-03-21",11.9
"348","2019-03-22",11.31
"349","2019-03-25",11.64
"350","2019-03-26",11.2
"351","2019-03-27",10.85
"352","2019-03-28",10.96
"353","2019-03-29",10.95
"354","2019-04-01",11.05
"355","2019-04-02",10.97
"356","2019-04-03",10.89
"357","2019-04-04",10.9
"358","2019-04-05",10.89
"359","2019-04-08",10.8
"360","2019-04-09",10.73
"361","2019-04-10",10.87
"362","2019-04-11",10.81
"363","2019-04-12",11.24
"364","2019-04-15",12.02
"365","2019-04-16",11.67
"366","2019-04-17",11.72
"367","2019-04-18",11.23
"368","2019-04-22",11.27
"369","2019-04-23",11.27
"370","2019-04-24",9.74
"371","2019-04-25",9.31
"372","2019-04-26",9.63
"373","2019-04-29",9.53
"374","2019-04-30",10
"375","2019-05-01",9.86
"376","2019-05-02",10.03
"377","2019-05-03",10.38
"378","2019-05-06",10.31
"379","2019-05-07",9.85
"380","2019-05-08",10.18
"381","2019-05-09",10.24
"382","2019-05-10",10.26
"383","2019-05-13",10.02
"384","2019-05-14",9.68
"385","2019-05-15",9.99
"386","2019-05-16",10
"387","2019-05-17",9.44
"388","2019-05-20",9.44
"389","2019-05-21",9.51
"390","2019-05-22",9.27
"391","2019-05-23",9.07
"392","2019-05-24",9.79
"393","2019-05-28",9.32
"394","2019-05-29",9.39
"395","2019-05-30",9.95
"396","2019-05-31",9.95
"397","2019-06-03",9.8
"398","2019-06-04",10.23
"399","2019-06-05",10.33
"400","2019-06-06",10.22
"401","2019-06-07",10.02
"402","2019-06-10",10.47
"403","2019-06-11",11.32
"404","2019-06-12",12.04
"405","2019-06-13",11.68
"406","2019-06-14",11.38
"407","2019-06-17",11.5
"408","2019-06-18",11.36
"409","2019-06-19",11.11
"410","2019-06-20",11.29
"411","2019-06-21",11.3
"412","2019-06-24",11.29
"413","2019-06-25",11.16
"414","2019-06-26",11.5
"415","2019-06-27",11.48
"416","2019-06-28",11.7
"417","2019-07-01",11.86
"418","2019-07-02",12.02
"419","2019-07-03",12.03
"420","2019-07-05",12
"421","2019-07-08",11.93
"422","2019-07-09",12.04
"423","2019-07-10",11.97
"424","2019-07-11",12.25
"425","2019-07-12",12.45
"426","2019-07-15",12.02
"427","2019-07-16",12.28
"428","2019-07-17",12.47
"429","2019-07-18",12.36
"430","2019-07-19",12.33
"431","2019-07-22",11.85
"432","2019-07-23",11.75
"433","2019-07-24",11.94
"434","2019-07-25",11.87
"435","2019-07-26",12.2
"436","2019-07-29",12.58
"437","2019-07-30",12.38
"438","2019-07-31",12.33
"439","2019-08-01",11.85
"440","2019-08-02",12.12
"441","2019-08-05",11.29
"442","2019-08-06",11.55
"443","2019-08-07",11.64
"444","2019-08-08",11.63
"445","2019-08-09",12.88
"446","2019-08-12",5.65
"447","2019-08-13",6
"448","2019-08-14",5.4
"449","2019-08-15",5.72
"450","2019-08-16",5.7
"451","2019-08-19",5.36
"452","2019-08-20",5.56
"453","2019-08-21",5.64
"454","2019-08-22",5.7
"455","2019-08-23",5.39
"456","2019-08-26",5.37
"457","2019-08-27",5.11
"458","2019-08-28",5.04
"459","2019-08-29",5.08
"460","2019-08-30",4.8
"461","2019-09-03",4.68
"462","2019-09-04",4.91
"463","2019-09-05",5.35
"464","2019-09-06",5.42
"465","2019-09-09",5.27
"466","2019-09-10",5.23
"467","2019-09-11",5.3
"468","2019-09-12",5.29
"469","2019-09-13",5.24
"470","2019-09-16",5.32
"471","2019-09-17",5.45
"472","2019-09-18",5.32
"473","2019-09-19",5.54
"474","2019-09-20",5.28
"475","2019-09-23",5.28
"476","2019-09-24",5.3
"477","2019-09-25",5.44
"478","2019-09-26",5.65
"479","2019-09-27",5.69
"480","2019-09-30",5.75
"481","2019-10-01",5.73
"482","2019-10-02",5.81
"483","2019-10-03",5.9
"484","2019-10-04",6.03
"485","2019-10-07",5.98
"486","2019-10-08",5.91
"487","2019-10-09",5.9
"488","2019-10-10",5.99
"489","2019-10-11",5.97
"490","2019-10-14",5.85
"491","2019-10-15",5.79
"492","2019-10-16",5.83
"493","2019-10-17",6.03
"494","2019-10-18",5.8
"495","2019-10-21",6.01
"496","2019-10-22",5.96
"497","2019-10-23",5.98
"498","2019-10-24",6
"499","2019-10-25",6.06
"500","2019-10-28",5.74
"501","2019-10-29",5.76
"502","2019-10-30",5.8
"503","2019-10-31",5.95
"504","2019-11-01",5.92
"505","2019-11-04",6.05
"506","2019-11-05",5.98
"507","2019-11-06",5.75
"508","2019-11-07",5.8
"509","2019-11-08",5.69
"510","2019-11-11",5.85
"511","2019-11-12",5.95
"512","2019-11-13",5.97
"513","2019-11-14",6.03
"514","2019-11-15",6.28
"515","2019-11-18",6.21
"516","2019-11-19",6.25
"517","2019-11-20",6.64
"518","2019-11-21",6.51
"519","2019-11-22",6.58
"520","2019-11-25",6.57
"521","2019-11-26",6.59
"522","2019-11-27",6.8
"523","2019-11-29",6.56
"524","2019-12-02",6.16
"525","2019-12-03",6.13
"526","2019-12-04",6.09
"527","2019-12-05",6.19
"528","2019-12-06",6.25
"529","2019-12-09",6.54
"530","2019-12-10",6.3
"531","2019-12-11",6.3
"532","2019-12-12",6.8
"533","2019-12-13",6.74
"534","2019-12-16",6.84
"535","2019-12-17",6.89
"536","2019-12-18",7.24
"537","2019-12-19",7.23
"538","2019-12-20",7.34
"539","2019-12-23",7.4
"540","2019-12-24",7.69
"541","2019-12-26",8.2
"542","2019-12-27",7.77
"543","2019-12-30",7.95
"544","2019-12-31",7.82
"545","2020-01-02",7.62
"546","2020-01-03",7.44
"547","2020-01-06",7.3
"548","2020-01-07",7.23
"549","2020-01-08",7.28
"550","2020-01-09",7.24
"551","2020-01-10",7.16
"552","2020-01-13",6.9
"553","2020-01-14",7.04
"554","2020-01-15",7.01
"555","2020-01-16",7.15
"556","2020-01-17",7.33
"557","2020-01-21",7.29
"558","2020-01-22",7.27
"559","2020-01-23",7.11
"560","2020-01-24",7.1
"561","2020-01-27",7.01
"562","2020-01-28",7.22
"563","2020-01-29",6.93
"564","2020-01-30",7.1
"565","2020-01-31",6.9
"566","2020-02-03",7.11
"567","2020-02-04",7.2
"568","2020-02-05",7.19
"569","2020-02-06",7.22
"570","2020-02-07",7.01
"571","2020-02-10",7.01
"572","2020-02-11",6.81
"573","2020-02-12",6.77
"574","2020-02-13",6.61
"575","2020-02-14",6.45
"576","2020-02-18",6.55
"577","2020-02-19",6.52
"578","2020-02-20",6.48
"579","2020-02-21",6.37
"580","2020-02-24",6.25
"581","2020-02-25",6.08
"582","2020-02-26",6.17
"583","2020-02-27",5.93
"584","2020-02-28",5.8
"585","2020-03-02",5.82
"586","2020-03-03",5.81
"587","2020-03-04",5.87
"588","2020-03-05",5.92
"589","2020-03-06",5.8
"590","2020-03-09",4.93
"591","2020-03-10",4.94
"592","2020-03-11",4.89
"593","2020-03-12",3.87
"594","2020-03-13",4.46
"595","2020-03-16",4.02
"596","2020-03-17",3.85
"597","2020-03-18",3.28
"598","2020-03-19",3.36
"599","2020-03-20",3.43
"600","2020-03-23",3.21
"601","2020-03-24",3.72
"602","2020-03-25",3.88
"603","2020-03-26",3.66
"604","2020-03-27",3.38
"605","2020-03-30",3.38
"606","2020-03-31",3.55
"607","2020-04-01",3.5
"608","2020-04-02",3.66
"609","2020-04-03",3.56
"610","2020-04-06",3.5
"611","2020-04-07",3.54
"612","2020-04-08",3.73
"613","2020-04-09",3.66
"614","2020-04-13",3.48
"615","2020-04-14",3.5
"616","2020-04-15",3.7
"617","2020-04-16",3.57
"618","2020-04-17",3.55
"619","2020-04-20",3.49
"620","2020-04-21",3.35
"621","2020-04-22",3.4
"622","2020-04-23",3.3
"623","2020-04-24",3.33
"624","2020-04-27",3.36
"625","2020-04-28",3.57
"626","2020-04-29",3.64
"627","2020-04-30",3.62
"628","2020-05-01",3.48
"629","2020-05-04",3.35
"630","2020-05-05",3.32
"631","2020-05-06",3.42
"632","2020-05-07",3.48
"633","2020-05-08",3.53
"634","2020-05-11",3.84
"635","2020-05-12",4.12
"636","2020-05-13",3.67
"637","2020-05-14",3.74
"638","2020-05-15",3.89
"639","2020-05-18",4.12
"640","2020-05-19",4.55
"641","2020-05-20",4.44
"642","2020-05-21",4.5
"643","2020-05-22",4.67
"644","2020-05-26",4.8
"645","2020-05-27",4.59
"646","2020-05-28",4.67
"647","2020-05-29",4.62
"648","2020-06-01",4.73
"649","2020-06-02",4.94
"650","2020-06-03",5.18
"651","2020-06-04",4.95
"652","2020-06-05",5.14
"653","2020-06-08",5.31
"654","2020-06-09",5.01
"655","2020-06-10",4.95
"656","2020-06-11",4.59
"657","2020-06-12",4.58
"658","2020-06-15",4.42
"659","2020-06-16",4.54
"660","2020-06-17",4.4
"661","2020-06-18",4.07
"662","2020-06-19",4.36
"663","2020-06-22",4.22
"664","2020-06-23",4.31
"665","2020-06-24",4.24
"666","2020-06-25",4.46
"667","2020-06-26",4.36
"668","2020-06-29",4.38
"669","2020-06-30",4.26
"670","2020-07-01",4.3
"671","2020-07-02",4.15
"672","2020-07-06",4.67
"673","2020-07-07",4.46
"674","2020-07-08",4.43
"675","2020-07-09",4.25
"676","2020-07-10",4.31
"677","2020-07-13",4.46
"678","2020-07-14",4.52
"679","2020-07-15",4.75
"680","2020-07-16",4.77
"681","2020-07-17",4.7
"682","2020-07-20",4.51
"683","2020-07-21",4.9
"684","2020-07-22",5.3
"685","2020-07-23",5.44
"686","2020-07-24",5.43
"687","2020-07-27",5.61
"688","2020-07-28",5.41
"689","2020-07-29",5.56
"690","2020-07-30",5.26
"691","2020-07-31",5.08
"692","2020-08-03",5.51
"693","2020-08-04",5.73
"694","2020-08-05",5.47
"695","2020-08-06",5.8
"696","2020-08-07",5.71
"697","2020-08-10",5.52
"698","2020-08-11",5.44
"699","2020-08-12",5.21
"700","2020-08-13",5.09
"701","2020-08-14",5.11
"702","2020-08-17",4.96
"703","2020-08-18",5.08
"704","2020-08-19",5
"705","2020-08-20",4.99
"706","2020-08-21",4.93
"707","2020-08-24",4.9
"708","2020-08-25",4.93
"709","2020-08-26",4.75
"710","2020-08-27",4.81
"711","2020-08-28",5.1
"712","2020-08-31",4.83
"713","2020-09-01",4.89
"714","2020-09-02",4.86
"715","2020-09-03",4.91
"716","2020-09-04",4.81
"717","2020-09-08",4.94
"718","2020-09-09",4.83
"719","2020-09-10",4.76
"720","2020-09-11",4.99
"721","2020-09-14",4.9
"722","2020-09-15",4.97
"723","2020-09-16",4.59
"724","2020-09-17",4.25
"725","2020-09-18",4.22
"726","2020-09-21",4.11
"727","2020-09-22",4.03
"728","2020-09-23",3.75
"729","2020-09-24",4.12
"730","2020-09-25",4.12
"731","2020-09-28",4.12
"732","2020-09-29",4.1
"733","2020-09-30",4.31
"734","2020-10-01",4.35
"735","2020-10-02",4.31
"736","2020-10-05",4.34
"737","2020-10-06",4.3
"738","2020-10-07",4.36
"739","2020-10-08",4.58
"740","2020-10-09",4.38
"741","2020-10-12",4.35
"742","2020-10-13",4.4
"743","2020-10-14",4.47
"744","2020-10-15",4.53
"745","2020-10-16",4.66
"746","2020-10-19",4.74
"747","2020-10-20",4.53
"748","2020-10-21",4.36
"749","2020-10-22",4.36
"750","2020-10-23",4.38
"751","2020-10-26",4.31
"752","2020-10-27",4.15
"753","2020-10-28",4.13
"754","2020-10-29",4.21
"755","2020-10-30",4.28
"756","2020-11-02",4.43
"757","2020-11-03",4.51
"758","2020-11-04",4.52
"759","2020-11-05",4.57
"760","2020-11-06",4.54
"761","2020-11-09",4.41
"762","2020-11-10",4.56
"763","2020-11-11",5.15
"764","2020-11-12",4.89
"765","2020-11-13",4.87
"766","2020-11-16",5.1
"767","2020-11-17",5.33
"768","2020-11-18",5.05
"769","2020-11-19",5.06
"770","2020-11-20",5.08
"771","2020-11-23",5.18
"772","2020-11-24",5.8
"773","2020-11-25",5.65
"774","2020-11-27",5.78
