"","date","BXG"
"199","2018-09-04",18.48
"200","2018-09-05",17.809999
"201","2018-09-06",18.049999
"202","2018-09-07",19.5
"203","2018-09-10",19.4
"204","2018-09-11",19.65
"205","2018-09-12",17.459999
"206","2018-09-13",18.059999
"207","2018-09-14",18.530001
"208","2018-09-17",18.219999
"209","2018-09-18",18.549999
"210","2018-09-19",18.450001
"211","2018-09-20",18.450001
"212","2018-09-21",18.1
"213","2018-09-24",17.690001
"214","2018-09-25",18
"215","2018-09-26",17.93
"216","2018-09-27",18.1
"217","2018-09-28",17.889999
"218","2018-10-01",17.190001
"219","2018-10-02",16.92
"220","2018-10-03",16.809999
"221","2018-10-04",15.3
"222","2018-10-05",15.4
"223","2018-10-08",15.73
"224","2018-10-09",15.44
"225","2018-10-10",14.9
"226","2018-10-11",14.61
"227","2018-10-12",14.34
"228","2018-10-15",14.31
"229","2018-10-16",15.1
"230","2018-10-17",14.58
"231","2018-10-18",14.25
"232","2018-10-19",13.68
"233","2018-10-22",14
"234","2018-10-23",13.73
"235","2018-10-24",12.87
"236","2018-10-25",13.2
"237","2018-10-26",13.07
"238","2018-10-29",12.55
"239","2018-10-30",12.7
"240","2018-10-31",13.1
"241","2018-11-01",14.2
"242","2018-11-02",13.95
"243","2018-11-05",13.6
"244","2018-11-06",11.84
"245","2018-11-07",12.46
"246","2018-11-08",12.5
"247","2018-11-09",11.85
"248","2018-11-12",11.68
"249","2018-11-13",11.7
"250","2018-11-14",11.88
"251","2018-11-15",11.97
"252","2018-11-16",11.68
"253","2018-11-19",11.41
"254","2018-11-20",10.75
"255","2018-11-21",11.4
"256","2018-11-23",11.8
"257","2018-11-26",12.03
"258","2018-11-27",14.08
"259","2018-11-28",14.33
"260","2018-11-29",13.9
"261","2018-11-30",13.88
"262","2018-12-03",14.52
"263","2018-12-04",13.18
"264","2018-12-06",13.43
"265","2018-12-07",13.25
"266","2018-12-10",13.35
"267","2018-12-11",13.01
"268","2018-12-12",12.97
"269","2018-12-13",13.83
"270","2018-12-14",13.53
"271","2018-12-17",14.01
"272","2018-12-18",14.15
"273","2018-12-19",12.93
"274","2018-12-20",13.32
"275","2018-12-21",13.69
"276","2018-12-24",12.09
"277","2018-12-26",12.46
"278","2018-12-27",12.31
"279","2018-12-28",12.83
"280","2018-12-31",12.93
"281","2019-01-02",12.97
"282","2019-01-03",12.56
"283","2019-01-04",13.13
"284","2019-01-07",13.19
"285","2019-01-08",13.25
"286","2019-01-09",13.66
"287","2019-01-10",13.75
"288","2019-01-11",13.68
"289","2019-01-14",13.32
"290","2019-01-15",13.51
"291","2019-01-16",13.65
"292","2019-01-17",13.5
"293","2019-01-18",13.4
"294","2019-01-22",12.7
"295","2019-01-23",12.6
"296","2019-01-24",13.2
"297","2019-01-25",13
"298","2019-01-28",13
"299","2019-01-29",12.9
"300","2019-01-30",12.8
"301","2019-01-31",13.4
"302","2019-02-01",13.33
"303","2019-02-04",13.74
"304","2019-02-05",13.56
"305","2019-02-06",13.66
"306","2019-02-07",13.44
"307","2019-02-08",13.09
"308","2019-02-11",13.44
"309","2019-02-12",13.28
"310","2019-02-13",13.44
"311","2019-02-14",13.44
"312","2019-02-15",13.6
"313","2019-02-19",14.27
"314","2019-02-20",14
"315","2019-02-21",13.91
"316","2019-02-22",14.4
"317","2019-02-25",13.86
"318","2019-02-26",13.25
"319","2019-02-27",13.55
"320","2019-02-28",13.09
"321","2019-03-01",13.46
"322","2019-03-04",15.76
"323","2019-03-05",15.85
"324","2019-03-06",15.89
"325","2019-03-07",15.89
"326","2019-03-08",15.92
"327","2019-03-11",15.94
"328","2019-03-12",15.96
"329","2019-03-13",15.95
"330","2019-03-14",15.98
"331","2019-03-15",15.97
"332","2019-03-18",16.030001
"333","2019-03-19",16.09
"334","2019-03-20",16.120001
"335","2019-03-21",16.120001
"336","2019-03-22",16.200001
"337","2019-03-25",14.94
"338","2019-03-26",14.96
"339","2019-03-27",14.6
"340","2019-03-28",14.67
"341","2019-03-29",14.86
"342","2019-04-01",15.16
"343","2019-04-02",15.35
"344","2019-04-03",15.37
"345","2019-04-04",15.48
"346","2019-04-05",15.44
"347","2019-04-08",15.38
"348","2019-04-09",15.47
"349","2019-04-10",15.47
"350","2019-04-11",15.37
"351","2019-04-12",15.39
"352","2019-04-15",15.28
"353","2019-04-16",15.3
"354","2019-04-17",15.36
"355","2019-04-18",14.91
"356","2019-04-22",14.63
"357","2019-04-23",14.73
"358","2019-04-24",14.99
"359","2019-04-25",14.89
"360","2019-04-26",15.17
"361","2019-04-29",15.24
"362","2019-04-30",15.2
"363","2019-05-01",15.08
"364","2019-05-02",15.24
"365","2019-05-03",15.37
"366","2019-05-06",15.4
"367","2019-05-07",14.85
"368","2019-05-08",15.02
"369","2019-05-09",15.03
"370","2019-05-10",15.15
"371","2019-05-13",14.86
"372","2019-05-14",15.03
"373","2019-05-15",15.13
"374","2019-05-16",15.13
"375","2019-05-17",14.96
"376","2019-05-20",14.99
"377","2019-05-21",15.08
"378","2019-05-22",14.9
"379","2019-05-23",10.34
"380","2019-05-24",10.32
"381","2019-05-28",8.35
"382","2019-05-29",8.1
"383","2019-05-30",8.1
"384","2019-05-31",7.82
"385","2019-06-03",7.75
"386","2019-06-04",8.08
"387","2019-06-05",7.72
"388","2019-06-06",7.7
"389","2019-06-07",7.79
"390","2019-06-10",8.33
"391","2019-06-11",8.21
"392","2019-06-12",8.03
"393","2019-06-13",8
"394","2019-06-14",10.49
"395","2019-06-17",11.13
"396","2019-06-18",10.93
"397","2019-06-19",11.03
"398","2019-06-20",10.82
"399","2019-06-21",11.19
"400","2019-06-24",11.32
"401","2019-06-25",11.21
"402","2019-06-26",11.41
"403","2019-06-27",11.65
"404","2019-06-28",11.69
"405","2019-07-01",11.9
"406","2019-07-02",11.87
"407","2019-07-03",11.75
"408","2019-07-05",11.78
"409","2019-07-08",11.97
"410","2019-07-09",11.46
"411","2019-07-10",11.73
"412","2019-07-11",11.63
"413","2019-07-12",11.48
"414","2019-07-15",11.35
"415","2019-07-16",11.23
"416","2019-07-17",10.85
"417","2019-07-18",10.82
"418","2019-07-19",10.79
"419","2019-07-22",10.36
"420","2019-07-23",10.45
"421","2019-07-24",10.67
"422","2019-07-25",10.32
"423","2019-07-26",10.37
"424","2019-07-29",10.52
"425","2019-07-30",10.63
"426","2019-07-31",10.31
"427","2019-08-01",10.01
"428","2019-08-02",9.46
"429","2019-08-05",9.28
"430","2019-08-06",9.65
"431","2019-08-07",9.33
"432","2019-08-08",9.59
"433","2019-08-09",9.59
"434","2019-08-12",9.5
"435","2019-08-13",9.66
"436","2019-08-14",9.52
"437","2019-08-15",9.67
"438","2019-08-16",9.69
"439","2019-08-19",9.8
"440","2019-08-20",10.04
"441","2019-08-21",10.03
"442","2019-08-22",9.69
"443","2019-08-23",9.53
"444","2019-08-26",9.47
"445","2019-08-27",9.12
"446","2019-08-28",9.24
"447","2019-08-29",9.35
"448","2019-08-30",9.46
"449","2019-09-03",9.13
"450","2019-09-04",9.16
"451","2019-09-05",9.46
"452","2019-09-06",9.54
"453","2019-09-09",9.95
"454","2019-09-10",9.95
"455","2019-09-11",10.01
"456","2019-09-12",9.95
"457","2019-09-13",10.27
"458","2019-09-16",10.02
"459","2019-09-17",10.07
"460","2019-09-18",9.97
"461","2019-09-19",9.82
"462","2019-09-20",9.68
"463","2019-09-23",9.87
"464","2019-09-24",9.7
"465","2019-09-25",9.85
"466","2019-09-26",9.51
"467","2019-09-27",9.25
"468","2019-09-30",9.32
"469","2019-10-01",9.27
"470","2019-10-02",9.41
"471","2019-10-03",9.48
"472","2019-10-04",9.13
"473","2019-10-07",9.33
"474","2019-10-08",9.31
"475","2019-10-09",9.41
"476","2019-10-10",9.19
"477","2019-10-11",9.26
"478","2019-10-14",9.46
"479","2019-10-15",9.4
"480","2019-10-16",9.58
"481","2019-10-17",9.61
"482","2019-10-18",9.66
"483","2019-10-21",9.65
"484","2019-10-22",9.72
"485","2019-10-23",9.72
"486","2019-10-24",9.49
"487","2019-10-25",9.47
"488","2019-10-28",9.65
"489","2019-10-29",9.72
"490","2019-10-30",9.71
"491","2019-10-31",9.61
"492","2019-11-01",9.79
"493","2019-11-04",9.74
"494","2019-11-05",10.01
"495","2019-11-06",9.77
"496","2019-11-07",10.33
"497","2019-11-08",10.5
"498","2019-11-11",10.32
"499","2019-11-12",10.23
"500","2019-11-13",9.99
"501","2019-11-14",9.65
"502","2019-11-15",9.5
"503","2019-11-18",9.48
"504","2019-11-19",9.58
"505","2019-11-20",9.57
"506","2019-11-21",9.3
"507","2019-11-22",9.76
"508","2019-11-25",9.96
"509","2019-11-26",9.96
"510","2019-11-27",9.87
"511","2019-11-29",9.87
"512","2019-12-02",9.39
"513","2019-12-03",9.35
"514","2019-12-04",9.77
"515","2019-12-05",9.63
"516","2019-12-06",10.03
"517","2019-12-09",10.05
"518","2019-12-10",10.16
"519","2019-12-11",10.2
"520","2019-12-12",10.19
"521","2019-12-13",10.39
"522","2019-12-16",10.37
"523","2019-12-17",10.16
"524","2019-12-18",10.41
"525","2019-12-19",10.28
"526","2019-12-20",10.02
"527","2019-12-23",10.59
"528","2019-12-24",10.3
"529","2019-12-26",10.65
"530","2019-12-27",10.52
"531","2019-12-30",10.34
"532","2019-12-31",10.34
"533","2020-01-02",10.31
"534","2020-01-03",10.27
"535","2020-01-06",10.19
"536","2020-01-07",10.06
"537","2020-01-08",10.07
"538","2020-01-09",10.01
"539","2020-01-10",9.94
"540","2020-01-13",9.91
"541","2020-01-14",9.81
"542","2020-01-15",9.61
"543","2020-01-16",9.65
"544","2020-01-17",9.58
"545","2020-01-21",9.42
"546","2020-01-22",9.35
"547","2020-01-23",9.35
"548","2020-01-24",9.38
"549","2020-01-27",9.3
"550","2020-01-28",9.21
"551","2020-01-29",9.15
"552","2020-01-30",9.14
"553","2020-01-31",9.18
"554","2020-02-03",9.36
"555","2020-02-04",9.74
"556","2020-02-05",9.67
"557","2020-02-06",9.82
"558","2020-02-07",9.39
"559","2020-02-10",9.2
"560","2020-02-11",9.33
"561","2020-02-12",9.43
"562","2020-02-13",9.39
"563","2020-02-14",9.29
"564","2020-02-18",9.28
"565","2020-02-19",9.33
"566","2020-02-20",9.41
"567","2020-02-21",9.55
"568","2020-02-24",9.01
"569","2020-02-25",8.64
"570","2020-02-26",8.02
"571","2020-02-27",7.73
"572","2020-02-28",7.76
"573","2020-03-02",7.66
"574","2020-03-03",7.38
"575","2020-03-04",7.26
"576","2020-03-05",6.99
"577","2020-03-06",6.97
"578","2020-03-09",6.29
"579","2020-03-10",6.72
"580","2020-03-11",6.07
"581","2020-03-12",5.32
"582","2020-03-13",5.89
"583","2020-03-16",4.59
"584","2020-03-17",3.87
"585","2020-03-18",3.42
"586","2020-03-19",3.83
"587","2020-03-20",4.17
"588","2020-03-23",4.21
"589","2020-03-24",4.62
"590","2020-03-25",5.1
"591","2020-03-26",5.32
"592","2020-03-27",5.03
"593","2020-03-30",5.47
"594","2020-03-31",5.78
"595","2020-04-01",4.8
"596","2020-04-02",4.71
"597","2020-04-03",4.32
"598","2020-04-06",4.75
"599","2020-04-07",4.53
"600","2020-04-08",4.61
"601","2020-04-09",4.72
"602","2020-04-13",4.76
"603","2020-04-14",4.81
"604","2020-04-15",4.66
"605","2020-04-16",4.59
"606","2020-04-17",5.28
"607","2020-04-20",5.42
"608","2020-04-21",4.9
"609","2020-04-22",5.56
"610","2020-04-23",5.68
"611","2020-04-24",5.35
"612","2020-04-27",5.55
"613","2020-04-28",5.83
"614","2020-04-29",6.7
"615","2020-04-30",5.45
"616","2020-05-01",5.32
"617","2020-05-04",4.8
"618","2020-05-05",4.73
"619","2020-05-06",3.93
"620","2020-05-07",3.93
"621","2020-05-08",4.06
"622","2020-05-11",3.98
"623","2020-05-12",3.76
"624","2020-05-13",3.55
"625","2020-05-14",4.03
"626","2020-05-15",3.81
"627","2020-05-18",4.03
"628","2020-05-19",3.76
"629","2020-05-20",3.7
"630","2020-05-21",3.94
"631","2020-05-22",4.05
"632","2020-05-26",4.39
"633","2020-05-27",4.43
"634","2020-05-28",4.32
"635","2020-05-29",4.36
"636","2020-06-01",4.34
"637","2020-06-02",4.52
"638","2020-06-03",4.66
"639","2020-06-04",4.63
"640","2020-06-05",5.31
"641","2020-06-08",6
"642","2020-06-09",5.59
"643","2020-06-10",5.54
"644","2020-06-11",4.48
"645","2020-06-12",5.12
"646","2020-06-15",4.98
"647","2020-06-16",5.14
"648","2020-06-17",5.06
"649","2020-06-18",5.08
"650","2020-06-19",5.02
"651","2020-06-22",5.01
"652","2020-06-23",4.95
"653","2020-06-24",4.76
"654","2020-06-25",4.7
"655","2020-06-26",5.03
"656","2020-06-29",5.26
"657","2020-06-30",5.42
"658","2020-07-01",5.32
"659","2020-07-02",5.12
"660","2020-07-06",5.34
"661","2020-07-07",5.23
"662","2020-07-08",5.28
"663","2020-07-09",5.22
"664","2020-07-10",5.2
"665","2020-07-13",5.14
"666","2020-07-14",5.17
"667","2020-07-15",5.74
"668","2020-07-16",5.61
"669","2020-07-17",5.45
"670","2020-07-20",5.27
"671","2020-07-21",5.36
"672","2020-07-22",5.32
"673","2020-07-23",6.35
"674","2020-07-24",6.5
"675","2020-07-27",6.67
"676","2020-07-28",6.71
"677","2020-07-29",7.13
"678","2020-07-30",7.29
"679","2020-07-31",7.2
"680","2020-08-03",7.46
"681","2020-08-04",7.64
"682","2020-08-05",6.25
"683","2020-08-06",5.9
"684","2020-08-07",5.44
"685","2020-08-10",6.04
"686","2020-08-11",5.72
"687","2020-08-12",5.65
"688","2020-08-13",5.64
"689","2020-08-14",5.67
"690","2020-08-17",5.39
"691","2020-08-18",5.28
"692","2020-08-19",5.38
"693","2020-08-20",5.4
"694","2020-08-21",5.49
"695","2020-08-24",5.63
"696","2020-08-25",5.7
"697","2020-08-26",5.5
"698","2020-08-27",5.56
"699","2020-08-28",5.83
"700","2020-08-31",5.56
"701","2020-09-01",5.6
"702","2020-09-02",5.72
"703","2020-09-03",5.66
"704","2020-09-04",5.84
"705","2020-09-08",5.42
"706","2020-09-09",5.31
"707","2020-09-10",5.41
"708","2020-09-11",5.38
"709","2020-09-14",5.53
"710","2020-09-15",5.35
"711","2020-09-16",5.36
"712","2020-09-17",5.4
"713","2020-09-18",5.44
"714","2020-09-21",5.11
"715","2020-09-22",5.17
"716","2020-09-23",4.96
"717","2020-09-24",4.93
"718","2020-09-25",5.05
"719","2020-09-28",5.18
"720","2020-09-29",5.02
"721","2020-09-30",4.9
"722","2020-10-01",5.04
"723","2020-10-02",5.27
"724","2020-10-05",5.15
"725","2020-10-06",5.1
"726","2020-10-07",5.15
"727","2020-10-08",5.24
"728","2020-10-09",5.31
"729","2020-10-12",5.33
"730","2020-10-13",5.26
"731","2020-10-14",5.25
"732","2020-10-15",5.18
"733","2020-10-16",5.29
"734","2020-10-19",5.37
"735","2020-10-20",5.41
"736","2020-10-21",5.36
"737","2020-10-22",5.4
"738","2020-10-23",5.42
"739","2020-10-26",5.14
"740","2020-10-27",5.01
"741","2020-10-28",4.89
"742","2020-10-29",4.97
"743","2020-10-30",4.87
"744","2020-11-02",4.86
"745","2020-11-03",4.92
"746","2020-11-04",4.94
"747","2020-11-05",5.09
"748","2020-11-06",5.01
"749","2020-11-09",5.95
"750","2020-11-10",5.72
"751","2020-11-11",6
"752","2020-11-12",6
"753","2020-11-13",6.1
"754","2020-11-16",6
"755","2020-11-17",6.05
"756","2020-11-18",6
"757","2020-11-19",5.91
"758","2020-11-20",5.98
"759","2020-11-23",6.16
"760","2020-11-24",6.32
"761","2020-11-25",6.3
"762","2020-11-27",6.39
