"","date","SAVE"
"164","2012-01-19",14.67
"165","2012-01-20",15.54
"166","2012-01-23",15.8
"167","2012-01-24",15.75
"168","2012-01-25",16.25
"169","2012-01-26",15.8
"170","2012-01-27",16.23
"171","2012-01-30",16.51
"172","2012-01-31",16.790001
"173","2012-02-01",17.190001
"174","2012-02-02",18.08
"175","2012-02-03",19.209999
"176","2012-02-06",18.99
"177","2012-02-07",18.629999
"178","2012-02-08",18.42
"179","2012-02-09",18.24
"180","2012-02-10",18.299999
"181","2012-02-13",19.73
"182","2012-02-14",19.49
"183","2012-02-15",19.23
"184","2012-02-16",19.219999
"185","2012-02-17",19.83
"186","2012-02-21",19.110001
"187","2012-02-22",19.290001
"188","2012-02-23",19.09
"189","2012-02-24",18.65
"190","2012-02-27",18.860001
"191","2012-02-28",19.219999
"192","2012-02-29",19.530001
"193","2012-03-01",19.25
"194","2012-03-02",18.49
"195","2012-03-05",19.17
"196","2012-03-06",18.92
"197","2012-03-07",18.940001
"198","2012-03-08",19.110001
"199","2012-03-09",19.35
"200","2012-03-12",19.42
"201","2012-03-13",20.15
"202","2012-03-14",20.129999
"203","2012-03-15",19.84
"204","2012-03-16",19.27
"205","2012-03-19",19.620001
"206","2012-03-20",19.32
"207","2012-03-21",19.67
"208","2012-03-22",19.66
"209","2012-03-23",19.65
"210","2012-03-26",19.93
"211","2012-03-27",19.49
"212","2012-03-28",19.42
"213","2012-03-29",19.870001
"214","2012-03-30",20.07
"215","2012-04-02",20.65
"216","2012-04-03",21.15
"217","2012-04-04",21.1
"218","2012-04-05",20.91
"219","2012-04-09",21.040001
"220","2012-04-10",20.09
"221","2012-04-11",20.68
"222","2012-04-12",21.15
"223","2012-04-13",21.530001
"224","2012-04-16",22.049999
"225","2012-04-17",22.59
"226","2012-04-18",23.16
"227","2012-04-19",23.120001
"228","2012-04-20",22.75
"229","2012-04-23",22.440001
"230","2012-04-24",22.780001
"231","2012-04-25",23.040001
"232","2012-04-26",23.629999
"233","2012-04-27",23.860001
"234","2012-04-30",24.02
"235","2012-05-01",22.99
"236","2012-05-02",24.110001
"237","2012-05-03",22.9
"238","2012-05-04",22.530001
"239","2012-05-07",23.09
"240","2012-05-08",22.33
"241","2012-05-09",22.200001
"242","2012-05-10",22.35
"243","2012-05-11",22.610001
"244","2012-05-14",22.620001
"245","2012-05-15",22.1
"246","2012-05-16",21.9
"247","2012-05-17",20.25
"248","2012-05-18",20.16
"249","2012-05-21",20.780001
"250","2012-05-22",20.799999
"251","2012-05-23",20.290001
"252","2012-05-24",20.65
"253","2012-05-25",20.870001
"254","2012-05-29",20.780001
"255","2012-05-30",20.629999
"256","2012-05-31",20.610001
"257","2012-06-01",18.870001
"258","2012-06-04",17.92
"259","2012-06-05",18.17
"260","2012-06-06",19.16
"261","2012-06-07",18.52
"262","2012-06-08",19.360001
"263","2012-06-11",17.940001
"264","2012-06-12",18.6
"265","2012-06-13",18.65
"266","2012-06-14",18.85
"267","2012-06-15",19.030001
"268","2012-06-18",19.309999
"269","2012-06-19",20.16
"270","2012-06-20",20.48
"271","2012-06-21",20.48
"272","2012-06-22",20.719999
"273","2012-06-25",19.41
"274","2012-06-26",19.860001
"275","2012-06-27",20.1
"276","2012-06-28",19.02
"277","2012-06-29",19.459999
"278","2012-07-02",20.309999
"279","2012-07-03",20.49
"280","2012-07-05",21.4
"281","2012-07-06",21.51
"282","2012-07-09",21.969999
"283","2012-07-10",21.620001
"284","2012-07-11",22.15
"285","2012-07-12",22.18
"286","2012-07-13",22.75
"287","2012-07-16",22.66
"288","2012-07-17",22.35
"289","2012-07-18",21.700001
"290","2012-07-19",21.23
"291","2012-07-20",20.290001
"292","2012-07-23",20.15
"293","2012-07-24",19.440001
"294","2012-07-25",19.629999
"295","2012-07-26",20.01
"296","2012-07-27",20.690001
"297","2012-07-30",21.35
"298","2012-07-31",21.51
"299","2012-08-01",20.02
"300","2012-08-02",20.41
"301","2012-08-03",20.49
"302","2012-08-06",20.389999
"303","2012-08-07",20.530001
"304","2012-08-08",20.51
"305","2012-08-09",20.1
"306","2012-08-10",19.639999
"307","2012-08-13",20.02
"308","2012-08-14",20.32
"309","2012-08-15",20.32
"310","2012-08-16",20.26
"311","2012-08-17",20.469999
"312","2012-08-20",20.620001
"313","2012-08-21",20.450001
"314","2012-08-22",19.790001
"315","2012-08-23",19.360001
"316","2012-08-24",19.200001
"317","2012-08-27",19.440001
"318","2012-08-28",19.459999
"319","2012-08-29",19.67
"320","2012-08-30",19.530001
"321","2012-08-31",19.549999
"322","2012-09-04",19.110001
"323","2012-09-05",19.52
"324","2012-09-06",19.6
"325","2012-09-07",19.73
"326","2012-09-10",19.74
"327","2012-09-11",19.65
"328","2012-09-12",19.77
"329","2012-09-13",19.66
"330","2012-09-14",16.58
"331","2012-09-17",16.860001
"332","2012-09-18",16.110001
"333","2012-09-19",17.190001
"334","2012-09-20",17.09
"335","2012-09-21",17.219999
"336","2012-09-24",17.549999
"337","2012-09-25",17.190001
"338","2012-09-26",17.24
"339","2012-09-27",17.360001
"340","2012-09-28",17.08
"341","2012-10-01",17.200001
"342","2012-10-02",17.299999
"343","2012-10-03",17.48
"344","2012-10-04",17.450001
"345","2012-10-05",17.440001
"346","2012-10-08",17.66
"347","2012-10-09",17.52
"348","2012-10-10",17.459999
"349","2012-10-11",17.610001
"350","2012-10-12",17.6
"351","2012-10-15",17.610001
"352","2012-10-16",17.719999
"353","2012-10-17",17.799999
"354","2012-10-18",17.629999
"355","2012-10-19",17.360001
"356","2012-10-22",17.65
"357","2012-10-23",17.450001
"358","2012-10-24",17.18
"359","2012-10-25",17.42
"360","2012-10-26",17.030001
"361","2012-10-31",17.68
"362","2012-11-01",17.4
"363","2012-11-02",17.049999
"364","2012-11-05",17.35
"365","2012-11-06",17.620001
"366","2012-11-07",17.33
"367","2012-11-08",17.58
"368","2012-11-09",17.129999
"369","2012-11-12",16.950001
"370","2012-11-13",16.34
"371","2012-11-14",15.71
"372","2012-11-15",16.99
"373","2012-11-16",16.32
"374","2012-11-19",16.74
"375","2012-11-20",16.5
"376","2012-11-21",16.690001
"377","2012-11-23",16.85
"378","2012-11-26",16.530001
"379","2012-11-27",16.32
"380","2012-11-28",16.51
"381","2012-11-29",16.889999
"382","2012-11-30",16.780001
"383","2012-12-03",16.629999
"384","2012-12-04",16.719999
"385","2012-12-05",16.82
"386","2012-12-06",16.98
"387","2012-12-07",17.139999
"388","2012-12-10",17.09
"389","2012-12-11",17.219999
"390","2012-12-12",16.52
"391","2012-12-13",16.719999
"392","2012-12-14",16.610001
"393","2012-12-17",16.709999
"394","2012-12-18",16.75
"395","2012-12-19",17.1
"396","2012-12-20",17.25
"397","2012-12-21",17.25
"398","2012-12-24",17.280001
"399","2012-12-26",17.08
"400","2012-12-27",17.709999
"401","2012-12-28",17.68
"402","2012-12-31",17.73
"403","2013-01-02",17.959999
"404","2013-01-03",17.5
"405","2013-01-04",18.1
"406","2013-01-07",18.24
"407","2013-01-08",18.5
"408","2013-01-09",18.51
"409","2013-01-10",18.209999
"410","2013-01-11",18.27
"411","2013-01-14",19.219999
"412","2013-01-15",19.18
"413","2013-01-16",18.73
"414","2013-01-17",19
"415","2013-01-18",19.25
"416","2013-01-22",19.75
"417","2013-01-23",19.73
"418","2013-01-24",19.77
"419","2013-01-25",19.75
"420","2013-01-28",19.57
"421","2013-01-29",19.57
"422","2013-01-30",19.209999
"423","2013-01-31",19.389999
"424","2013-02-01",19.209999
"425","2013-02-04",18.99
"426","2013-02-05",19.389999
"427","2013-02-06",19.459999
"428","2013-02-07",19.280001
"429","2013-02-08",19.51
"430","2013-02-11",19.469999
"431","2013-02-12",19.27
"432","2013-02-13",19.799999
"433","2013-02-14",19.49
"434","2013-02-15",19.379999
"435","2013-02-19",20.27
"436","2013-02-20",20.41
"437","2013-02-21",20.26
"438","2013-02-22",21.01
"439","2013-02-25",20.08
"440","2013-02-26",20.459999
"441","2013-02-27",20.92
"442","2013-02-28",20.25
"443","2013-03-01",20.700001
"444","2013-03-04",21.639999
"445","2013-03-05",22.49
"446","2013-03-06",22.92
"447","2013-03-07",23.309999
"448","2013-03-08",23.799999
"449","2013-03-11",23.790001
"450","2013-03-12",23.610001
"451","2013-03-13",24.09
"452","2013-03-14",24.75
"453","2013-03-15",24.73
"454","2013-03-18",25.379999
"455","2013-03-19",25.940001
"456","2013-03-20",26.620001
"457","2013-03-21",26.52
"458","2013-03-22",26.34
"459","2013-03-25",25.950001
"460","2013-03-26",25.530001
"461","2013-03-27",25.370001
"462","2013-03-28",25.360001
"463","2013-04-01",24.610001
"464","2013-04-02",24.790001
"465","2013-04-03",24.84
"466","2013-04-04",25.51
"467","2013-04-05",25.299999
"468","2013-04-08",25.49
"469","2013-04-09",25.07
"470","2013-04-10",25.620001
"471","2013-04-11",25.32
"472","2013-04-12",26.23
"473","2013-04-15",25.360001
"474","2013-04-16",26.780001
"475","2013-04-17",26.309999
"476","2013-04-18",26.200001
"477","2013-04-19",26.57
"478","2013-04-22",26.18
"479","2013-04-23",26.200001
"480","2013-04-24",26.120001
"481","2013-04-25",26.030001
"482","2013-04-26",25.85
"483","2013-04-29",25.360001
"484","2013-04-30",26.700001
"485","2013-05-01",27.389999
"486","2013-05-02",27.57
"487","2013-05-03",27.719999
"488","2013-05-06",28.790001
"489","2013-05-07",29.01
"490","2013-05-08",29.549999
"491","2013-05-09",29.120001
"492","2013-05-10",29.18
"493","2013-05-13",28.290001
"494","2013-05-14",28.25
"495","2013-05-15",28.65
"496","2013-05-16",28.66
"497","2013-05-17",28.5
"498","2013-05-20",28.780001
"499","2013-05-21",29.32
"500","2013-05-22",29.610001
"501","2013-05-23",29.790001
"502","2013-05-24",29.780001
"503","2013-05-28",30.08
"504","2013-05-29",30.309999
"505","2013-05-30",30.48
"506","2013-05-31",30.43
"507","2013-06-03",30.15
"508","2013-06-04",30.51
"509","2013-06-05",30.16
"510","2013-06-06",30.639999
"511","2013-06-07",31.07
"512","2013-06-10",32.290001
"513","2013-06-11",32.169998
"514","2013-06-12",31.450001
"515","2013-06-13",32.299999
"516","2013-06-14",32.119999
"517","2013-06-17",32.57
"518","2013-06-18",32.990002
"519","2013-06-19",33.43
"520","2013-06-20",32.700001
"521","2013-06-21",32.599998
"522","2013-06-24",32.43
"523","2013-06-25",30.49
"524","2013-06-26",30.790001
"525","2013-06-27",31.25
"526","2013-06-28",31.719999
"527","2013-07-01",32.540001
"528","2013-07-02",32
"529","2013-07-03",32.02
"530","2013-07-05",32.349998
"531","2013-07-08",32.299999
"532","2013-07-09",32.130001
"533","2013-07-10",32.709999
"534","2013-07-11",33.48
"535","2013-07-12",33.450001
"536","2013-07-15",33.939999
"537","2013-07-16",33.57
"538","2013-07-17",33.869999
"539","2013-07-18",34.169998
"540","2013-07-19",34.709999
"541","2013-07-22",34.830002
"542","2013-07-23",34.93
"543","2013-07-24",35.419998
"544","2013-07-25",35.689999
"545","2013-07-26",35.57
"546","2013-07-29",35.389999
"547","2013-07-30",32.450001
"548","2013-07-31",33.049999
"549","2013-08-01",33.48
"550","2013-08-02",34.099998
"551","2013-08-05",34.830002
"552","2013-08-06",34.349998
"553","2013-08-07",34.099998
"554","2013-08-08",34.360001
"555","2013-08-09",34.349998
"556","2013-08-12",34.369999
"557","2013-08-13",32.689999
"558","2013-08-14",31.690001
"559","2013-08-15",30.940001
"560","2013-08-16",31.23
"561","2013-08-19",30.27
"562","2013-08-20",30.719999
"563","2013-08-21",30.870001
"564","2013-08-22",31.33
"565","2013-08-23",31.59
"566","2013-08-26",31.26
"567","2013-08-27",30.49
"568","2013-08-28",30.24
"569","2013-08-29",31.52
"570","2013-08-30",31.17
"571","2013-09-03",31.57
"572","2013-09-04",31.74
"573","2013-09-05",31.57
"574","2013-09-06",31.190001
"575","2013-09-09",31.809999
"576","2013-09-10",32.75
"577","2013-09-11",32.959999
"578","2013-09-12",32.810001
"579","2013-09-13",33.139999
"580","2013-09-16",33.759998
"581","2013-09-17",34.18
"582","2013-09-18",34.23
"583","2013-09-19",34.52
"584","2013-09-20",34.900002
"585","2013-09-23",34.630001
"586","2013-09-24",34.5
"587","2013-09-25",34.310001
"588","2013-09-26",34.689999
"589","2013-09-27",34.400002
"590","2013-09-30",34.27
"591","2013-10-01",35.029999
"592","2013-10-02",35.040001
"593","2013-10-03",34.959999
"594","2013-10-04",34.799999
"595","2013-10-07",34.200001
"596","2013-10-08",33.09
"597","2013-10-09",33.150002
"598","2013-10-10",34.060001
"599","2013-10-11",39.110001
"600","2013-10-14",40.349998
"601","2013-10-15",40.400002
"602","2013-10-16",41.290001
"603","2013-10-17",43.279999
"604","2013-10-18",43.049999
"605","2013-10-21",42.669998
"606","2013-10-22",42.52
"607","2013-10-23",41.98
"608","2013-10-24",42.029999
"609","2013-10-25",41.91
"610","2013-10-28",42.360001
"611","2013-10-29",43.049999
"612","2013-10-30",42.759998
"613","2013-10-31",43.150002
"614","2013-11-01",42.889999
"615","2013-11-04",44.009998
"616","2013-11-05",44.380001
"617","2013-11-06",43.619999
"618","2013-11-07",41.52
"619","2013-11-08",43.299999
"620","2013-11-11",43.59
"621","2013-11-12",44.02
"622","2013-11-13",44.689999
"623","2013-11-14",44.84
"624","2013-11-15",44.529999
"625","2013-11-18",44.299999
"626","2013-11-19",43.759998
"627","2013-11-20",43.470001
"628","2013-11-21",44.669998
"629","2013-11-22",44.619999
"630","2013-11-25",45.490002
"631","2013-11-26",45.619999
"632","2013-11-27",46.450001
"633","2013-11-29",45.869999
"634","2013-12-02",45.240002
"635","2013-12-03",44.580002
"636","2013-12-04",43.900002
"637","2013-12-05",43.810001
"638","2013-12-06",44.169998
"639","2013-12-09",45.009998
"640","2013-12-10",43.400002
"641","2013-12-11",42.380001
"642","2013-12-12",43.360001
"643","2013-12-13",43.040001
"644","2013-12-16",43.240002
"645","2013-12-17",42.919998
"646","2013-12-18",44.419998
"647","2013-12-19",44.240002
"648","2013-12-20",46.060001
"649","2013-12-23",46.139999
"650","2013-12-24",45.939999
"651","2013-12-26",46.029999
"652","2013-12-27",44.880001
"653","2013-12-30",45.150002
"654","2013-12-31",45.41
"655","2014-01-02",45.650002
"656","2014-01-03",47.580002
"657","2014-01-06",46
"658","2014-01-07",46.419998
"659","2014-01-08",46.700001
"660","2014-01-09",48.07
"661","2014-01-10",47.919998
"662","2014-01-13",46.709999
"663","2014-01-14",47.810001
"664","2014-01-15",48.299999
"665","2014-01-16",50
"666","2014-01-17",50
"667","2014-01-21",49.990002
"668","2014-01-22",51.220001
"669","2014-01-23",49.970001
"670","2014-01-24",47.68
"671","2014-01-27",46.02
"672","2014-01-28",47.349998
"673","2014-01-29",46.060001
"674","2014-01-30",47.259998
"675","2014-01-31",46.900002
"676","2014-02-03",45.029999
"677","2014-02-04",45.299999
"678","2014-02-05",44.759998
"679","2014-02-06",45.529999
"680","2014-02-07",46
"681","2014-02-10",46.330002
"682","2014-02-11",46.189999
"683","2014-02-12",46.209999
"684","2014-02-13",46.700001
"685","2014-02-14",47.060001
"686","2014-02-18",47.66
"687","2014-02-19",50.59
"688","2014-02-20",52.400002
"689","2014-02-21",54.290001
"690","2014-02-24",55.290001
"691","2014-02-25",54.759998
"692","2014-02-26",55.41
"693","2014-02-27",56.189999
"694","2014-02-28",56.48
"695","2014-03-03",57.139999
"696","2014-03-04",59.009998
"697","2014-03-05",58.860001
"698","2014-03-06",58.25
"699","2014-03-07",57.689999
"700","2014-03-10",59.650002
"701","2014-03-11",60.5
"702","2014-03-12",59.84
"703","2014-03-13",59.360001
"704","2014-03-14",59.23
"705","2014-03-17",60.880001
"706","2014-03-18",63.049999
"707","2014-03-19",62.990002
"708","2014-03-20",61.98
"709","2014-03-21",59.799999
"710","2014-03-24",60.32
"711","2014-03-25",61.790001
"712","2014-03-26",60.110001
"713","2014-03-27",57.630001
"714","2014-03-28",57.599998
"715","2014-03-31",59.400002
"716","2014-04-01",61.189999
"717","2014-04-02",62.07
"718","2014-04-03",61.950001
"719","2014-04-04",58.900002
"720","2014-04-07",58.560001
"721","2014-04-08",56.619999
"722","2014-04-09",59.209999
"723","2014-04-10",58.169998
"724","2014-04-11",57.25
"725","2014-04-14",55.610001
"726","2014-04-15",55.07
"727","2014-04-16",56.419998
"728","2014-04-17",56.029999
"729","2014-04-21",56.82
"730","2014-04-22",58.990002
"731","2014-04-23",59.869999
"732","2014-04-24",60.610001
"733","2014-04-25",58.650002
"734","2014-04-28",58.43
"735","2014-04-29",56.689999
"736","2014-04-30",56.84
"737","2014-05-01",56.990002
"738","2014-05-02",56.990002
"739","2014-05-05",55.849998
"740","2014-05-06",55.209999
"741","2014-05-07",55.98
"742","2014-05-08",55.93
"743","2014-05-09",55.48
"744","2014-05-12",57.299999
"745","2014-05-13",57.259998
"746","2014-05-14",55.91
"747","2014-05-15",55.16
"748","2014-05-16",54.220001
"749","2014-05-19",56.32
"750","2014-05-20",55.700001
"751","2014-05-21",56.07
"752","2014-05-22",56.41
"753","2014-05-23",57.490002
"754","2014-05-27",59.02
"755","2014-05-28",59.41
"756","2014-05-29",59.549999
"757","2014-05-30",59.080002
"758","2014-06-02",59.849998
"759","2014-06-03",60.02
"760","2014-06-04",60.619999
"761","2014-06-05",61.830002
"762","2014-06-06",63.09
"763","2014-06-09",62.41
"764","2014-06-10",61.77
"765","2014-06-11",61.459999
"766","2014-06-12",60.07
"767","2014-06-13",61.419998
"768","2014-06-16",61.32
"769","2014-06-17",62.41
"770","2014-06-18",62.540001
"771","2014-06-19",63.07
"772","2014-06-20",63.799999
"773","2014-06-23",63.5
"774","2014-06-24",62.52
"775","2014-06-25",62.830002
"776","2014-06-26",62.450001
"777","2014-06-27",63
"778","2014-06-30",63.240002
"779","2014-07-01",64.779999
"780","2014-07-02",64.059998
"781","2014-07-03",64.370003
"782","2014-07-07",63.349998
"783","2014-07-08",62.41
"784","2014-07-09",63.52
"785","2014-07-10",64.32
"786","2014-07-11",63.779999
"787","2014-07-14",64
"788","2014-07-15",65.690002
"789","2014-07-16",66.510002
"790","2014-07-17",65.720001
"791","2014-07-18",67.510002
"792","2014-07-21",67.559998
"793","2014-07-22",67.5
"794","2014-07-23",68.57
"795","2014-07-24",67.349998
"796","2014-07-25",67.919998
"797","2014-07-28",67.720001
"798","2014-07-29",66.540001
"799","2014-07-30",67.120003
"800","2014-07-31",65.419998
"801","2014-08-01",65.550003
"802","2014-08-04",65.629997
"803","2014-08-05",64.559998
"804","2014-08-06",65.260002
"805","2014-08-07",65.019997
"806","2014-08-08",66.5
"807","2014-08-11",67.93
"808","2014-08-12",67.279999
"809","2014-08-13",68.959999
"810","2014-08-14",69.459999
"811","2014-08-15",69.260002
"812","2014-08-18",71.699997
"813","2014-08-19",70.5
"814","2014-08-20",71.910004
"815","2014-08-21",71.099998
"816","2014-08-22",72.769997
"817","2014-08-25",73.309998
"818","2014-08-26",72.580002
"819","2014-08-27",71.910004
"820","2014-08-28",71.260002
"821","2014-08-29",70.389999
"822","2014-09-02",72.620003
"823","2014-09-03",72.470001
"824","2014-09-04",72.300003
"825","2014-09-05",73.199997
"826","2014-09-08",73.239998
"827","2014-09-09",71.879997
"828","2014-09-10",71.330002
"829","2014-09-11",70.57
"830","2014-09-12",70.169998
"831","2014-09-15",68.360001
"832","2014-09-16",68.989998
"833","2014-09-17",69.260002
"834","2014-09-18",71.879997
"835","2014-09-19",71.709999
"836","2014-09-22",68.559998
"837","2014-09-23",67
"838","2014-09-24",69.529999
"839","2014-09-25",69.400002
"840","2014-09-26",71.589996
"841","2014-09-29",70.279999
"842","2014-09-30",69.139999
"843","2014-10-01",66.82
"844","2014-10-02",65.800003
"845","2014-10-03",67.370003
"846","2014-10-06",65.550003
"847","2014-10-07",63.52
"848","2014-10-08",60.169998
"849","2014-10-09",60.189999
"850","2014-10-10",58.75
"851","2014-10-13",53.310001
"852","2014-10-14",55.369999
"853","2014-10-15",53.970001
"854","2014-10-16",55.66
"855","2014-10-17",56.790001
"856","2014-10-20",58.959999
"857","2014-10-21",63.200001
"858","2014-10-22",62.529999
"859","2014-10-23",63.52
"860","2014-10-24",64.379997
"861","2014-10-27",66.370003
"862","2014-10-28",71.059998
"863","2014-10-29",71.540001
"864","2014-10-30",70.900002
"865","2014-10-31",73.110001
"866","2014-11-03",74.5
"867","2014-11-04",76.620003
"868","2014-11-05",75.410004
"869","2014-11-06",77.800003
"870","2014-11-07",77.309998
"871","2014-11-10",79.050003
"872","2014-11-11",78.800003
"873","2014-11-12",78.360001
"874","2014-11-13",78.099998
"875","2014-11-14",76.150002
"876","2014-11-17",75.110001
"877","2014-11-18",76.330002
"878","2014-11-19",75.580002
"879","2014-11-20",75.050003
"880","2014-11-21",74.769997
"881","2014-11-24",77.290001
"882","2014-11-25",77.220001
"883","2014-11-26",78.199997
"884","2014-11-28",82.690002
"885","2014-12-01",80.769997
"886","2014-12-02",81.220001
"887","2014-12-03",81.610001
"888","2014-12-04",83.230003
"889","2014-12-05",84.25
"890","2014-12-08",84.470001
"891","2014-12-09",73.769997
"892","2014-12-10",73.57
"893","2014-12-11",69
"894","2014-12-12",68.120003
"895","2014-12-15",68.589996
"896","2014-12-16",68.699997
"897","2014-12-17",71.809998
"898","2014-12-18",72.709999
"899","2014-12-19",75.010002
"900","2014-12-22",75.839996
"901","2014-12-23",74.160004
"902","2014-12-24",75.68
"903","2014-12-26",75.839996
"904","2014-12-29",75.989998
"905","2014-12-30",76.43
"906","2014-12-31",75.580002
"907","2015-01-02",74.239998
"908","2015-01-05",74.379997
"909","2015-01-06",73.18
"910","2015-01-07",74.760002
"911","2015-01-08",75.779999
"912","2015-01-09",73.110001
"913","2015-01-12",69.639999
"914","2015-01-13",70.989998
"915","2015-01-14",70.440002
"916","2015-01-15",70.360001
"917","2015-01-16",70.940002
"918","2015-01-20",73.900002
"919","2015-01-21",74.699997
"920","2015-01-22",79.980003
"921","2015-01-23",78.389999
"922","2015-01-26",79.18
"923","2015-01-27",78.870003
"924","2015-01-28",76.910004
"925","2015-01-29",79.800003
"926","2015-01-30",74.139999
"927","2015-02-02",75.860001
"928","2015-02-03",74.510002
"929","2015-02-04",77.309998
"930","2015-02-05",77.379997
"931","2015-02-06",77.440002
"932","2015-02-09",76.010002
"933","2015-02-10",80.050003
"934","2015-02-11",79.239998
"935","2015-02-12",80.120003
"936","2015-02-13",79.32
"937","2015-02-17",78.290001
"938","2015-02-18",79.949997
"939","2015-02-19",80.550003
"940","2015-02-20",81.769997
"941","2015-02-23",81
"942","2015-02-24",82.029999
"943","2015-02-25",79.68
"944","2015-02-26",79.610001
"945","2015-02-27",77.779999
"946","2015-03-02",76.589996
"947","2015-03-03",76.25
"948","2015-03-04",76.379997
"949","2015-03-05",76.32
"950","2015-03-06",75.099998
"951","2015-03-09",74.860001
"952","2015-03-10",73.190002
"953","2015-03-11",74.360001
"954","2015-03-12",76.610001
"955","2015-03-13",76.580002
"956","2015-03-16",78.650002
"957","2015-03-17",79.510002
"958","2015-03-18",79.470001
"959","2015-03-19",79.949997
"960","2015-03-20",79.790001
"961","2015-03-23",77.709999
"962","2015-03-24",77.209999
"963","2015-03-25",74.150002
"964","2015-03-26",73.669998
