"","date","Y"
"1","2007-01-03",336.479004
"2","2007-01-04",330.365326
"3","2007-01-05",325.066772
"4","2007-01-08",324.478058
"5","2007-01-09",324.251617
"6","2007-01-10",331.669556
"7","2007-01-11",331.678619
"8","2007-01-12",329.233154
"9","2007-01-16",332.176788
"10","2007-01-17",331.497467
"11","2007-01-18",332.403198
"12","2007-01-19",326.28952
"13","2007-01-22",328.744049
"14","2007-01-23",326.06308
"15","2007-01-24",324.795074
"16","2007-01-25",323.662903
"17","2007-01-26",321.534424
"18","2007-01-29",326.06308
"19","2007-01-30",327.113739
"20","2007-01-31",324.713562
"21","2007-02-01",333.671234
"22","2007-02-02",331.769196
"23","2007-02-05",334.205597
"24","2007-02-06",336.479004
"25","2007-02-07",339.784912
"26","2007-02-08",350.970703
"27","2007-02-09",349.068665
"28","2007-02-12",352.329285
"29","2007-02-13",348.652008
"30","2007-02-14",351.405426
"31","2007-02-15",355.952209
"32","2007-02-16",356.6315
"33","2007-02-20",359.122253
"34","2007-02-21",362.745178
"35","2007-02-22",367.953156
"36","2007-02-23",364.10379
"37","2007-02-26",358.805267
"38","2007-02-27",353.235016
"39","2007-02-28",353.79657
"40","2007-03-01",355.952209
"41","2007-03-02",357.600647
"42","2007-03-05",351.188049
"43","2007-03-06",353.235016
"44","2007-03-07",352.329285
"45","2007-03-08",351.08844
"46","2007-03-09",352.238708
"47","2007-03-12",352.329285
"48","2007-03-13",352.537598
"49","2007-03-14",347.710052
"50","2007-03-15",351.423553
"51","2007-03-16",352.329285
"52","2007-03-19",350.744263
"53","2007-03-20",353.235016
"54","2007-03-21",357.048157
"55","2007-03-22",356.857941
"56","2007-03-23",353.235016
"57","2007-03-26",352.782166
"58","2007-03-27",349.612091
"59","2007-03-28",347.347778
"60","2007-03-29",343.670502
"61","2007-03-30",345.148651
"62","2007-04-02",341.822815
"63","2007-04-03",346.164886
"64","2007-04-04",351.015076
"65","2007-04-05",350.599335
"66","2007-04-09",348.751648
"67","2007-04-10",347.532166
"68","2007-04-11",346.340424
"69","2007-04-12",347.356628
"70","2007-04-13",347.365875
"71","2007-04-16",351.523193
"72","2007-04-17",355.588104
"73","2007-04-18",345.518188
"74","2007-04-19",354.202332
"75","2007-04-20",348.289734
"76","2007-04-23",348.289734
"77","2007-04-24",350.414581
"78","2007-04-25",350.146667
"79","2007-04-26",347.837036
"80","2007-04-27",334.432037
"81","2007-04-30",330.55188
"82","2007-05-01",329.812805
"83","2007-05-02",328.842773
"84","2007-05-03",329.803589
"85","2007-05-04",329.258514
"86","2007-05-07",327.965118
"87","2007-05-08",326.025055
"88","2007-05-09",329.258514
"89","2007-05-10",326.256012
"90","2007-05-11",327.965118
"91","2007-05-14",325.932678
"92","2007-05-15",326.108185
"93","2007-05-16",321.562866
"94","2007-05-17",324.269745
"95","2007-05-18",327.04129
"96","2007-05-21",322.126434
"97","2007-05-22",323.345886
"98","2007-05-23",322.422058
"99","2007-05-24",321.128662
"100","2007-05-25",323.25351
"101","2007-05-29",325.193604
"102","2007-05-30",332.381104
"103","2007-05-31",345.518188
"104","2007-06-01",339.05127
"105","2007-06-04",338.127411
"106","2007-06-05",332.584351
"107","2007-06-06",331.632782
"108","2007-06-07",330.043793
"109","2007-06-08",335.355896
"110","2007-06-11",339.05127
"111","2007-06-12",338.219818
"112","2007-06-13",334.893982
"113","2007-06-14",336.279724
"114","2007-06-15",342.72818
"115","2007-06-18",357.509705
"116","2007-06-19",364.918945
"117","2007-06-20",379.931427
"118","2007-06-21",381.086243
"119","2007-06-22",375.912689
"120","2007-06-25",372.743927
"121","2007-06-26",373.242798
"122","2007-06-27",374.15741
"123","2007-06-28",383.395844
"124","2007-06-29",375.543152
"125","2007-07-02",377.852783
"126","2007-07-03",378.776611
"127","2007-07-05",377.538666
"128","2007-07-06",382.472015
"129","2007-07-09",390.324707
"130","2007-07-10",380.624329
"131","2007-07-11",382.933929
"132","2007-07-12",381.723694
"133","2007-07-13",382.250275
"134","2007-07-16",379.192352
"135","2007-07-17",377.852783
"136","2007-07-18",377.77887
"137","2007-07-19",382.028564
"138","2007-07-20",381.086243
"139","2007-07-23",387.276001
"140","2007-07-24",388.015076
"141","2007-07-25",384.319702
"142","2007-07-26",378.684235
"143","2007-07-27",370.462006
"144","2007-07-30",377.483246
"145","2007-07-31",388.015076
"146","2007-08-01",386.398346
"147","2007-08-02",397.715454
"148","2007-08-03",394.712952
"149","2007-08-06",393.752167
"150","2007-08-07",387.793365
"151","2007-08-08",392.634308
"152","2007-08-09",387.922699
"153","2007-08-10",382.379608
"154","2007-08-13",385.613068
"155","2007-08-14",377.760406
"156","2007-08-15",381.548157
"157","2007-08-16",380.624329
"158","2007-08-17",385.382111
"159","2007-08-20",380.245544
"160","2007-08-21",380.171631
"161","2007-08-22",385.040283
"162","2007-08-23",387.497711
"163","2007-08-24",387.082001
"164","2007-08-27",386.232056
"165","2007-08-28",371.385864
"166","2007-08-29",374.526947
"167","2007-08-30",376.46701
