"","date","KMX"
"1","2007-01-03",27.645
"2","2007-01-04",27.700001
"3","2007-01-05",28.094999
"4","2007-01-08",27.700001
"5","2007-01-09",27.82
"6","2007-01-10",27.895
"7","2007-01-11",28.41
"8","2007-01-12",28.465
"9","2007-01-16",28.725
"10","2007-01-17",28.66
"11","2007-01-18",28.549999
"12","2007-01-19",28.775
"13","2007-01-22",28.445
"14","2007-01-23",28.99
"15","2007-01-24",29.245001
"16","2007-01-25",28.555
"17","2007-01-26",28.545
"18","2007-01-29",29.174999
"19","2007-01-30",28.825001
"20","2007-01-31",28.715
"21","2007-02-01",28.995001
"22","2007-02-02",28.775
"23","2007-02-05",28.575001
"24","2007-02-06",28.745001
"25","2007-02-07",28.09
"26","2007-02-08",27.975
"27","2007-02-09",27.424999
"28","2007-02-12",27.295
"29","2007-02-13",27.559999
"30","2007-02-14",28.305
"31","2007-02-15",28.215
"32","2007-02-16",28.120001
"33","2007-02-20",27.934999
"34","2007-02-21",27.780001
"35","2007-02-22",28
"36","2007-02-23",28.375
"37","2007-02-26",27.965
"38","2007-02-27",26.594999
"39","2007-02-28",26.35
"40","2007-03-01",25.85
"41","2007-03-02",25
"42","2007-03-05",24.245001
"43","2007-03-06",25.645
"44","2007-03-07",26.24
"45","2007-03-08",26.725
"46","2007-03-09",26.475
"47","2007-03-12",26.08
"48","2007-03-13",25.41
"49","2007-03-14",24.625
"50","2007-03-15",25.190001
"51","2007-03-16",25.5
"52","2007-03-19",27.035
"53","2007-03-20",26.950001
"54","2007-03-21",27.280001
"55","2007-03-22",26.975
"56","2007-03-23",26.745001
"57","2007-03-26",26.875
"58","2007-03-27",27.389999
"59","2007-03-28",27.07
"60","2007-03-29",24.709999
"61","2007-03-30",24.540001
"62","2007-04-02",24.950001
"63","2007-04-03",25
"64","2007-04-04",25.120001
"65","2007-04-05",24.940001
"66","2007-04-09",24.93
"67","2007-04-10",24.940001
"68","2007-04-11",24.75
"69","2007-04-12",24.57
"70","2007-04-13",24.43
"71","2007-04-16",24.67
"72","2007-04-17",24.91
"73","2007-04-18",25.02
"74","2007-04-19",24.780001
"75","2007-04-20",25.110001
"76","2007-04-23",25.32
"77","2007-04-24",25.1
"78","2007-04-25",25.790001
"79","2007-04-26",25.799999
"80","2007-04-27",25.34
"81","2007-04-30",24.92
"82","2007-05-01",24.549999
"83","2007-05-02",25.059999
"84","2007-05-03",24.82
"85","2007-05-04",24.870001
"86","2007-05-07",25.65
"87","2007-05-08",25.209999
"88","2007-05-09",25.5
"89","2007-05-10",24.98
"90","2007-05-11",25.09
"91","2007-05-14",24.77
"92","2007-05-15",24.6
"93","2007-05-16",24.52
"94","2007-05-17",24.65
"95","2007-05-18",24.610001
"96","2007-05-21",23.59
"97","2007-05-22",23.469999
"98","2007-05-23",23.559999
"99","2007-05-24",22.799999
"100","2007-05-25",22.889999
"101","2007-05-29",23.01
"102","2007-05-30",23.65
"103","2007-05-31",24
"104","2007-06-01",24.24
"105","2007-06-04",23.950001
"106","2007-06-05",23.879999
"107","2007-06-06",23.440001
"108","2007-06-07",23.110001
"109","2007-06-08",23.76
"110","2007-06-11",23.68
"111","2007-06-12",23.049999
"112","2007-06-13",23.360001
"113","2007-06-14",23.18
"114","2007-06-15",23.27
"115","2007-06-18",23.129999
"116","2007-06-19",23.190001
"117","2007-06-20",25.610001
"118","2007-06-21",26.459999
"119","2007-06-22",25.969999
"120","2007-06-25",25.549999
"121","2007-06-26",25.25
"122","2007-06-27",25.629999
"123","2007-06-28",25.74
"124","2007-06-29",25.5
"125","2007-07-02",25.65
"126","2007-07-03",26.299999
"127","2007-07-05",26.790001
"128","2007-07-06",27.4
"129","2007-07-09",26.809999
"130","2007-07-10",25.98
"131","2007-07-11",25.84
"132","2007-07-12",25.91
"133","2007-07-13",26.049999
"134","2007-07-16",26.23
"135","2007-07-17",25.459999
"136","2007-07-18",25.280001
"137","2007-07-19",25.43
"138","2007-07-20",25.190001
"139","2007-07-23",25.5
"140","2007-07-24",25.049999
"141","2007-07-25",24.209999
"142","2007-07-26",23.639999
"143","2007-07-27",23.379999
"144","2007-07-30",23.389999
"145","2007-07-31",23.93
"146","2007-08-01",24.01
"147","2007-08-02",23.99
"148","2007-08-03",23.959999
"149","2007-08-06",23.5
"150","2007-08-07",24.190001
"151","2007-08-08",25.049999
"152","2007-08-09",24
"153","2007-08-10",23.120001
"154","2007-08-13",22.950001
