"","date","FOX"
"114","2019-08-22",32.82
"115","2019-08-23",31.440001
"116","2019-08-26",31.709999
"117","2019-08-27",31.620001
"118","2019-08-28",31.559999
"119","2019-08-29",32.450001
"120","2019-08-30",32.799999
"121","2019-09-03",32.43
"122","2019-09-04",33.209999
"123","2019-09-05",33.91
"124","2019-09-06",33.869999
"125","2019-09-09",33.990002
"126","2019-09-10",34.220001
"127","2019-09-11",33.970001
"128","2019-09-12",33.700001
"129","2019-09-13",33.709999
"130","2019-09-16",33.490002
"131","2019-09-17",32.82
"132","2019-09-18",32.5
"133","2019-09-19",31.969999
"134","2019-09-20",32.080002
"135","2019-09-23",32.18
"136","2019-09-24",31.530001
"137","2019-09-25",32
"138","2019-09-26",31.469999
"139","2019-09-27",31.48
"140","2019-09-30",31.540001
"141","2019-10-01",31.18
"142","2019-10-02",30.309999
"143","2019-10-03",30.389999
"144","2019-10-04",30.485001
"145","2019-10-07",30.49
"146","2019-10-08",30.035
"147","2019-10-09",30.26
"148","2019-10-10",30.424999
"149","2019-10-11",31.16
"150","2019-10-14",31.01
"151","2019-10-15",31.440001
"152","2019-10-16",31.584999
"153","2019-10-17",31.49
"154","2019-10-18",31.525
"155","2019-10-21",32.09
"156","2019-10-22",32.77
"157","2019-10-23",32.610001
"158","2019-10-24",31.6
"159","2019-10-25",31.700001
"160","2019-10-28",32.209999
"161","2019-10-29",32.049999
"162","2019-10-30",31.360001
"163","2019-10-31",31.24
"164","2019-11-01",31.860001
"165","2019-11-04",31.9
"166","2019-11-05",32.150002
"167","2019-11-06",32.330002
"168","2019-11-07",34.25
"169","2019-11-08",34.43
"170","2019-11-11",34.220001
"171","2019-11-12",33.810001
"172","2019-11-13",33.57
"173","2019-11-14",33.450001
"174","2019-11-15",33.595001
"175","2019-11-18",34.459999
"176","2019-11-19",35.43
"177","2019-11-20",34.994999
"178","2019-11-21",34.779999
"179","2019-11-22",34.875
"180","2019-11-25",34.849998
"181","2019-11-26",35.189999
"182","2019-11-27",35.029999
"183","2019-11-29",34.98
"184","2019-12-02",34.814999
"185","2019-12-03",34.349998
"186","2019-12-04",34.639999
"187","2019-12-05",34.634998
"188","2019-12-06",34.599998
"189","2019-12-09",34.790001
"190","2019-12-10",34.919998
"191","2019-12-11",35.290001
"192","2019-12-12",35.959999
"193","2019-12-13",35.860001
"194","2019-12-16",35.889999
"195","2019-12-17",36.240002
"196","2019-12-18",36
"197","2019-12-19",36.049999
"198","2019-12-20",36.220001
"199","2019-12-23",36.630001
"200","2019-12-24",36.5
"201","2019-12-26",36.799999
"202","2019-12-27",36.724998
"203","2019-12-30",36.439999
"204","2019-12-31",36.400002
"205","2020-01-02",36.459999
"206","2020-01-03",36.099998
"207","2020-01-06",36.014999
"208","2020-01-07",36.470001
"209","2020-01-08",36.419998
"210","2020-01-09",36.5
"211","2020-01-10",36.084999
"212","2020-01-13",36.299999
"213","2020-01-14",36.540001
"214","2020-01-15",36.790001
"215","2020-01-16",38.23
"216","2020-01-17",38.575001
"217","2020-01-21",38.41
"218","2020-01-22",38.400002
"219","2020-01-23",36.900002
"220","2020-01-24",36.040001
"221","2020-01-27",36.369999
"222","2020-01-28",36.619999
"223","2020-01-29",35.990002
"224","2020-01-30",36.459999
"225","2020-01-31",36.330002
"226","2020-02-03",36.830002
"227","2020-02-04",37.400002
"228","2020-02-05",37.93
"229","2020-02-06",36.5
"230","2020-02-07",36.369999
"231","2020-02-10",36.779999
"232","2020-02-11",36.610001
"233","2020-02-12",37.16
"234","2020-02-13",37.52
"235","2020-02-14",37.310001
"236","2020-02-18",37.220001
"237","2020-02-19",37.529999
"238","2020-02-20",36.540001
"239","2020-02-21",35.5
"240","2020-02-24",34.27
"241","2020-02-25",32.830002
"242","2020-02-26",32.400002
"243","2020-02-27",30.99
"244","2020-02-28",30.450001
"245","2020-03-02",31.790001
"246","2020-03-03",30.709999
"247","2020-03-04",30.67
"248","2020-03-05",29.120001
"249","2020-03-06",28.52
"250","2020-03-09",27.129999
"251","2020-03-10",28.76
"252","2020-03-11",27.52
"253","2020-03-12",25.559999
"254","2020-03-13",25.379999
"255","2020-03-16",23.190001
"256","2020-03-17",23.790001
"257","2020-03-18",21.41
"258","2020-03-19",21.940001
"259","2020-03-20",20.049999
"260","2020-03-23",19.809999
"261","2020-03-24",21.65
"262","2020-03-25",23.34
"263","2020-03-26",24.6
"264","2020-03-27",22.040001
"265","2020-03-30",23.77
"266","2020-03-31",22.879999
"267","2020-04-01",21.565001
"268","2020-04-02",21.84
"269","2020-04-03",21.59
"270","2020-04-06",24.450001
"271","2020-04-07",24.969999
"272","2020-04-08",25.82
"273","2020-04-09",25.639999
"274","2020-04-13",25.4
"275","2020-04-14",26.01
"276","2020-04-15",25.17
"277","2020-04-16",25.129999
"278","2020-04-17",26.23
"279","2020-04-20",25.690001
"280","2020-04-21",25.049999
"281","2020-04-22",24.59
"282","2020-04-23",24.450001
"283","2020-04-24",24.52
"284","2020-04-27",26.01
"285","2020-04-28",26.969999
"286","2020-04-29",27.950001
"287","2020-04-30",25.559999
"288","2020-05-01",25.02
"289","2020-05-04",24.629999
"290","2020-05-05",23.85
"291","2020-05-06",24.610001
"292","2020-05-07",25.01
"293","2020-05-08",25.73
"294","2020-05-11",25.450001
"295","2020-05-12",24.889999
"296","2020-05-13",24.059999
"297","2020-05-14",25.120001
"298","2020-05-15",25.5
"299","2020-05-18",26.855
"300","2020-05-19",26.940001
"301","2020-05-20",27.370001
"302","2020-05-21",27.23
"303","2020-05-22",27.370001
"304","2020-05-26",28.59
"305","2020-05-27",29.299999
"306","2020-05-28",28.66
"307","2020-05-29",28.780001
"308","2020-06-01",29.139999
"309","2020-06-02",28.870001
"310","2020-06-03",30.219999
"311","2020-06-04",29.945
"312","2020-06-05",30.25
"313","2020-06-08",31.68
"314","2020-06-09",30.33
"315","2020-06-10",29.73
"316","2020-06-11",27.620001
"317","2020-06-12",27.950001
"318","2020-06-15",28.860001
"319","2020-06-16",28.02
"320","2020-06-17",27.76
"321","2020-06-18",28.66
"322","2020-06-19",27.82
"323","2020-06-22",27.6
"324","2020-06-23",27.809999
"325","2020-06-24",27.01
"326","2020-06-25",26.75
"327","2020-06-26",25.75
"328","2020-06-29",26.790001
"329","2020-06-30",26.84
"330","2020-07-01",26.915001
"331","2020-07-02",26.549999
"332","2020-07-06",26.530001
"333","2020-07-07",25.77
"334","2020-07-08",25.389999
"335","2020-07-09",24.451
"336","2020-07-10",25.389999
"337","2020-07-13",25.049999
"338","2020-07-14",25.129999
"339","2020-07-15",26.25
"340","2020-07-16",26.395
"341","2020-07-17",25.26
"342","2020-07-20",24.82
"343","2020-07-21",25.35
"344","2020-07-22",25.870001
"345","2020-07-23",26.129999
"346","2020-07-24",26.49
"347","2020-07-27",25.690001
"348","2020-07-28",25.709999
"349","2020-07-29",25.92
"350","2020-07-30",25.879999
"351","2020-07-31",25.77
"352","2020-08-03",26.25
"353","2020-08-04",26.709999
"354","2020-08-05",24.85
"355","2020-08-06",25.16
"356","2020-08-07",24.889999
"357","2020-08-10",24.68
"358","2020-08-11",24.940001
"359","2020-08-12",25.209999
"360","2020-08-13",25.690001
"361","2020-08-14",25.82
"362","2020-08-17",25.709999
"363","2020-08-18",25.735001
"364","2020-08-19",25.92
"365","2020-08-20",25.92
"366","2020-08-21",26.01
"367","2020-08-24",27.049999
"368","2020-08-25",26.959999
"369","2020-08-26",27.15
"370","2020-08-27",27.639999
"371","2020-08-28",27.92
"372","2020-08-31",27.799999
"373","2020-09-01",27.49
"374","2020-09-02",27.99
"375","2020-09-03",27.51
"376","2020-09-04",27.76
"377","2020-09-08",27.84
"378","2020-09-09",28.290001
"379","2020-09-10",28.15
"380","2020-09-11",28.139999
"381","2020-09-14",28.700001
"382","2020-09-15",28.639999
"383","2020-09-16",29.459999
"384","2020-09-17",28.77
"385","2020-09-18",28
"386","2020-09-21",26.889999
"387","2020-09-22",26.950001
"388","2020-09-23",25.98
"389","2020-09-24",26.219999
"390","2020-09-25",26.780001
"391","2020-09-28",27.9
"392","2020-09-29",27.82
"393","2020-09-30",27.969999
"394","2020-10-01",28.209999
"395","2020-10-02",28.17
"396","2020-10-05",28.889999
"397","2020-10-06",28.120001
"398","2020-10-07",29.110001
"399","2020-10-08",29.629999
"400","2020-10-09",29.200001
"401","2020-10-12",29.129999
"402","2020-10-13",27.469999
"403","2020-10-14",27.129999
"404","2020-10-15",27.200001
"405","2020-10-16",27.120001
"406","2020-10-19",26.25
"407","2020-10-20",26.18
"408","2020-10-21",26.75
"409","2020-10-22",27.41
"410","2020-10-23",26.934999
"411","2020-10-26",26.18
"412","2020-10-27",25.995001
"413","2020-10-28",25.02
"414","2020-10-29",25.389999
"415","2020-10-30",26.139999
"416","2020-11-02",26.889999
"417","2020-11-03",26.700001
"418","2020-11-04",25.43
"419","2020-11-05",26.370001
"420","2020-11-06",25.605
"421","2020-11-09",26.190001
"422","2020-11-10",26.700001
"423","2020-11-11",27.15
"424","2020-11-12",25.450001
"425","2020-11-13",26.209999
"426","2020-11-16",26.75
"427","2020-11-17",27.65
"428","2020-11-18",27.129999
"429","2020-11-19",27.27
"430","2020-11-20",27.440001
"431","2020-11-23",28.040001
"432","2020-11-24",29.209999
"433","2020-11-25",28.959999
"434","2020-11-27",28.73
