"","date","BLU"
"1","2007-01-03",2193.140869
"2","2007-01-04",1974.368286
"3","2007-01-05",1787.003662
"4","2007-01-08",1858.483765
"5","2007-01-09",1940.794189
"6","2007-01-10",1991.696777
"7","2007-01-11",2002.5271
"8","2007-01-12",1970.036133
"9","2007-01-16",1933.213013
"10","2007-01-17",1955.956665
"11","2007-01-18",1935.379028
"12","2007-01-19",1923.465698
"13","2007-01-22",1978.700317
"14","2007-01-23",1931.046875
"15","2007-01-24",1916.967529
"16","2007-01-25",1834.656982
"17","2007-01-26",1824.90979
"18","2007-01-29",1785.920532
"19","2007-01-30",1812.996338
"20","2007-01-31",1860.64978
"21","2007-02-01",1833.573975
"22","2007-02-02",1833.573975
"23","2007-02-05",1846.570435
"24","2007-02-06",1843.321289
"25","2007-02-07",1846.570435
"26","2007-02-08",1838.989136
"27","2007-02-09",1897.4729
"28","2007-02-12",1871.480103
"29","2007-02-13",1765.343018
"30","2007-02-14",1812.996338
"31","2007-02-15",1829.241821
"32","2007-02-16",1877.978394
"33","2007-02-20",1808.664307
"34","2007-02-21",1830.324951
"35","2007-02-22",1749.097412
"36","2007-02-23",1809.747314
"37","2007-02-26",1764.259888
"38","2007-02-27",1601.805054
"39","2007-02-28",1586.642578
"40","2007-03-01",1598.555908
"41","2007-03-02",1556.317749
"42","2007-03-05",1574.729248
"43","2007-03-06",1580.144409
"44","2007-03-07",1532.490967
"45","2007-03-08",1546.570435
"46","2007-03-09",1509.747314
"47","2007-03-12",1519.494629
"48","2007-03-13",1508.664307
"49","2007-03-14",1542.238281
"50","2007-03-15",1588.808716
"51","2007-03-16",1615.884521
"52","2007-03-19",1731.768921
"53","2007-03-20",1693.862793
"54","2007-03-21",1671.119141
"55","2007-03-22",1690.61377
"56","2007-03-23",1700.360962
"57","2007-03-26",1609.38623
"58","2007-03-27",1664.620972
"59","2007-03-28",1693.862793
"60","2007-03-29",1670.036133
"61","2007-03-30",1633.213013
"62","2007-04-02",1519.494629
"63","2007-04-03",1554.151611
"64","2007-04-04",1574.729248
"65","2007-04-05",1732.851929
"66","2007-04-09",1651.624512
"67","2007-04-10",1624.548706
"68","2007-04-11",1433.935059
"69","2007-04-12",1456.678711
"70","2007-04-13",1422.021606
"71","2007-04-16",1338.628174
"72","2007-04-17",1300.722046
"73","2007-04-18",1352.707642
"74","2007-04-19",1320.216553
"75","2007-04-20",1284.476563
"76","2007-04-23",1403.610107
"77","2007-04-24",1414.44043
"78","2007-04-25",1474.007202
"79","2007-04-26",1504.332153
"80","2007-04-27",1381.949463
"81","2007-04-30",1257.400757
"82","2007-05-01",1255.234619
"83","2007-05-02",985.55957
"84","2007-05-03",1008.303223
"85","2007-05-04",1049.458496
"86","2007-05-07",1018.050537
"87","2007-05-08",925.992798
"88","2007-05-09",856.678711
"89","2007-05-10",768.953064
"90","2007-05-11",764.620911
"91","2007-05-14",741.877258
"92","2007-05-15",656.317688
"93","2007-05-16",625.992798
"94","2007-05-17",673.646179
"95","2007-05-18",650.902527
"96","2007-05-21",822.021667
"97","2007-05-22",775.451294
"98","2007-05-23",738.628174
"99","2007-05-24",683.393494
"100","2007-05-25",667.14801
"101","2007-05-29",701.805054
"102","2007-05-30",686.642578
"103","2007-05-31",635.740051
"104","2007-06-01",686.642578
"105","2007-06-04",698.555969
"106","2007-06-05",789.530701
"107","2007-06-06",811.191345
"108","2007-06-07",695.306885
"109","2007-06-08",622.743652
"110","2007-06-11",737.545105
"111","2007-06-12",722.38269
"112","2007-06-13",742.960266
"113","2007-06-14",776.534302
"114","2007-06-15",786.281616
"115","2007-06-18",780.866455
"116","2007-06-19",790.613708
"117","2007-06-20",774.368225
"118","2007-06-21",770.036072
"119","2007-06-22",754.873657
"120","2007-06-25",741.877258
"121","2007-06-26",701.805054
"122","2007-06-27",701.805054
"123","2007-06-28",690.974731
"124","2007-06-29",720.216614
"125","2007-07-02",715.88446
"126","2007-07-03",734.296021
"127","2007-07-05",800.361023
"128","2007-07-06",766.786987
"129","2007-07-09",719.133545
"130","2007-07-10",692.057739
"131","2007-07-11",696.389893
"132","2007-07-12",705.054138
"133","2007-07-13",648.73645
"134","2007-07-16",642.238281
"135","2007-07-17",572.924194
"136","2007-07-18",584.837524
"137","2007-07-19",616.245483
"138","2007-07-20",617.328491
"139","2007-07-23",636.82312
"140","2007-07-24",681.227417
"141","2007-07-25",672.563171
"142","2007-07-26",680.144409
"143","2007-07-27",669.314087
"144","2007-07-30",658.483765
"145","2007-07-31",685.55957
"146","2007-08-01",689.891724
"147","2007-08-02",716.967529
"148","2007-08-03",764.620911
"149","2007-08-06",794.945862
"150","2007-08-07",726.714783
"151","2007-08-08",776.534302
"152","2007-08-09",785.198547
"153","2007-08-10",790.613708
"154","2007-08-13",784.11554
"155","2007-08-14",773.285217
"156","2007-08-15",736.462097
"157","2007-08-16",680.144409
"158","2007-08-17",670.397095
"159","2007-08-20",638.989197
"160","2007-08-21",643.321289
"161","2007-08-22",619.494568
"162","2007-08-23",623.826721
"163","2007-08-24",602.166077
"164","2007-08-27",342.238281
"165","2007-08-28",253.429596
"166","2007-08-29",252.346573
"167","2007-08-30",250.180511
"168","2007-08-31",255.595673
"169","2007-09-04",274.007233
"170","2007-09-05",285.920563
"171","2007-09-06",283.754517
"172","2007-09-07",277.256317
"173","2007-09-10",306.498199
"174","2007-09-11",335.740082
"175","2007-09-12",304.332123
"176","2007-09-13",301.083038
"177","2007-09-14",308.664246
"178","2007-09-17",302.166077
"179","2007-09-18",310.830322
"180","2007-09-19",304.332123
"181","2007-09-20",301.083038
"182","2007-09-21",301.083038
"183","2007-09-24",301.083038
"184","2007-09-25",297.833923
"185","2007-09-26",293.501801
"186","2007-09-27",298.916962
"187","2007-09-28",300
"188","2007-10-01",294.584839
"189","2007-10-02",291.335754
"190","2007-10-03",285.920563
"191","2007-10-04",290.252716
"192","2007-10-05",289.169678
"193","2007-10-08",292.418762
"194","2007-10-09",293.501801
"195","2007-10-10",318.41156
"196","2007-10-11",331.407928
"197","2007-10-12",330.324921
"198","2007-10-15",330.324921
"199","2007-10-16",357.400726
"200","2007-10-17",476.534302
"201","2007-10-18",392.05777
"202","2007-10-19",373.64621
"203","2007-10-22",357.400726
"204","2007-10-23",363.898926
"205","2007-10-24",402.888092
"206","2007-10-25",425.631775
"207","2007-10-26",409.386292
"208","2007-10-29",396.389893
"209","2007-10-30",368.231049
"210","2007-10-31",388.808655
"211","2007-11-01",377.978333
"212","2007-11-02",379.061371
"213","2007-11-05",394.223816
"214","2007-11-06",403.97113
"215","2007-11-07",381.227448
"216","2007-11-08",379.061371
"217","2007-11-09",382.310455
"218","2007-11-12",371.480133
"219","2007-11-13",377.978333
"220","2007-11-14",425.631775
"221","2007-11-15",397.472931
"222","2007-11-16",416.967499
"223","2007-11-19",372.563171
"224","2007-11-20",358.483765
"225","2007-11-21",331.407928
"226","2007-11-23",342.238281
"227","2007-11-26",354.151611
"228","2007-11-27",373.64621
"229","2007-11-28",358.483765
"230","2007-11-29",351.985565
"231","2007-11-30",341.155243
"232","2007-12-03",328.158844
"233","2007-12-04",305.415161
"234","2007-12-05",305.415161
"235","2007-12-06",301.083038
"236","2007-12-07",311.913361
"237","2007-12-10",310.830322
"238","2007-12-11",311.913361
"239","2007-12-12",309.747284
"240","2007-12-13",319.494598
"241","2007-12-14",276.173279
"242","2007-12-17",250.180511
"243","2007-12-18",235.018051
"244","2007-12-19",223.104691
"245","2007-12-20",179.783386
"246","2007-12-21",194.945847
"247","2007-12-24",192.779785
"248","2007-12-26",187.364624
"249","2007-12-27",187.364624
"250","2007-12-28",203.610107
"251","2007-12-31",241.516251
"252","2008-01-02",267.509033
"253","2008-01-03",249.097473
"254","2008-01-04",235.018051
"255","2008-01-07",243.682312
"256","2008-01-08",229.60289
"257","2008-01-09",217.689529
"258","2008-01-10",215.523468
"259","2008-01-11",210.108307
"260","2008-01-14",194.945847
"261","2008-01-15",190.613724
"262","2008-01-16",177.617325
"263","2008-01-17",209.025269
"264","2008-01-18",216.606491
"265","2008-01-22",204.693146
"266","2008-01-23",207.942245
"267","2008-01-24",191.696747
"268","2008-01-25",186.281586
"269","2008-01-28",173.285202
"270","2008-01-29",166.787003
"271","2008-01-30",183.032486
"272","2008-01-31",183.032486
"273","2008-02-01",187.364624
"274","2008-02-04",196.028885
"275","2008-02-05",187.364624
"276","2008-02-06",180.866425
"277","2008-02-07",200.361008
"278","2008-02-08",186.281586
"279","2008-02-11",189.530685
"280","2008-02-12",194.945847
"281","2008-02-13",191.696747
"282","2008-02-14",185.198563
"283","2008-02-15",178.700363
"284","2008-02-19",179.783386
"285","2008-02-20",176.534302
"286","2008-02-21",159.20578
"287","2008-02-22",144.04332
"288","2008-02-25",148.375458
"289","2008-02-26",170.036102
"290","2008-02-27",162.45488
"291","2008-02-28",165.703964
"292","2008-02-29",172.202164
"293","2008-03-03",165.703964
"294","2008-03-04",152.707581
"295","2008-03-05",157.039719
"296","2008-03-06",152.707581
"297","2008-03-07",176.534302
"298","2008-03-10",158.122742
"299","2008-03-11",153.790619
"300","2008-03-12",154.873642
"301","2008-03-13",164.620941
"302","2008-03-14",165.703964
"303","2008-03-17",165.703964
"304","2008-03-18",158.122742
"305","2008-03-19",164.620941
"306","2008-03-20",162.45488
"307","2008-03-24",158.122742
"308","2008-03-25",166.787003
"309","2008-03-26",168.953064
"310","2008-03-27",177.617325
"311","2008-03-28",170.036102
"312","2008-03-31",173.285202
"313","2008-04-01",162.45488
"314","2008-04-02",162.45488
"315","2008-04-03",153.790619
"316","2008-04-04",159.20578
"317","2008-04-07",159.20578
"318","2008-04-08",179.783386
"319","2008-04-09",176.534302
"320","2008-04-10",193.862823
"321","2008-04-11",191.696747
"322","2008-04-14",216.606491
"323","2008-04-15",238.267151
"324","2008-04-16",222.021667
"325","2008-04-17",213.357407
"326","2008-04-18",216.606491
"327","2008-04-21",216.606491
"328","2008-04-22",204.693146
"329","2008-04-23",227.436829
"330","2008-04-24",220.938629
"331","2008-04-25",227.436829
"332","2008-04-28",223.104691
"333","2008-04-29",218.772568
"334","2008-04-30",203.610107
"335","2008-05-01",201.444046
"336","2008-05-02",198.194946
"337","2008-05-05",194.945847
"338","2008-05-06",194.945847
"339","2008-05-07",190.613724
"340","2008-05-08",200.361008
"341","2008-05-09",198.194946
"342","2008-05-12",211.19133
"343","2008-05-13",196.028885
"344","2008-05-14",199.277985
"345","2008-05-15",202.527069
"346","2008-05-16",193.862823
"347","2008-05-19",194.945847
"348","2008-05-20",204.693146
"349","2008-05-21",192.779785
"350","2008-05-22",185.198563
"351","2008-05-23",178.700363
"352","2008-05-27",180.866425
"353","2008-05-28",173.285202
"354","2008-05-29",177.617325
"355","2008-05-30",178.700363
"356","2008-06-02",157.039719
"357","2008-06-03",149.458481
"358","2008-06-04",155.95668
"359","2008-06-05",150.541519
"360","2008-06-06",164.620941
"361","2008-06-09",160.288803
"362","2008-06-10",157.039719
"363","2008-06-11",152.707581
"364","2008-06-12",151.624542
"365","2008-06-13",155.95668
"366","2008-06-16",157.039719
"367","2008-06-17",163.537903
"368","2008-06-18",158.122742
"369","2008-06-19",162.45488
"370","2008-06-20",163.537903
"371","2008-06-23",152.707581
"372","2008-06-24",151.624542
"373","2008-06-25",144.04332
"374","2008-06-26",138.628159
"375","2008-06-27",149.458481
"376","2008-06-30",147.292419
"377","2008-07-01",127.797836
"378","2008-07-02",135.379059
"379","2008-07-03",142.960281
"380","2008-07-07",125.631767
"381","2008-07-08",119.133575
"382","2008-07-09",126.714798
"383","2008-07-10",115.884476
"384","2008-07-11",107.220215
"385","2008-07-14",106.137184
"386","2008-07-15",103.971123
"387","2008-07-16",113.718414
"388","2008-07-17",139.711197
"389","2008-07-18",157.039719
"390","2008-07-21",168.953064
