"","date","ZGNX"
"1","2010-11-23",31.84
"2","2010-11-24",31.76
"3","2010-11-26",32
"4","2010-11-29",31.200001
"5","2010-11-30",30.639999
"6","2010-12-01",32
"7","2010-12-02",37.119999
"8","2010-12-03",42.080002
"9","2010-12-06",46.32
"10","2010-12-07",45.84
"11","2010-12-08",47.439999
"12","2010-12-09",47.84
"13","2010-12-10",47.599998
"14","2010-12-13",47.360001
"15","2010-12-14",46.400002
"16","2010-12-15",46.240002
"17","2010-12-16",46.48
"18","2010-12-17",47.200001
"19","2010-12-20",47.439999
"20","2010-12-21",44.400002
"21","2010-12-22",47.439999
"22","2010-12-23",46.48
"23","2010-12-27",47.759998
"24","2010-12-28",45.119999
"25","2010-12-29",44.48
"26","2010-12-30",46.400002
"27","2010-12-31",45.360001
"28","2011-01-03",50.560001
"29","2011-01-04",46.400002
"30","2011-01-05",49.279999
"31","2011-01-06",49.599998
"32","2011-01-07",47.599998
"33","2011-01-10",47.52
"34","2011-01-11",46.720001
"35","2011-01-12",46.16
"36","2011-01-13",45.84
"37","2011-01-14",45.599998
"38","2011-01-18",43.119999
"39","2011-01-19",41.84
"40","2011-01-20",41.360001
"41","2011-01-21",42
"42","2011-01-24",40.48
"43","2011-01-25",39.84
"44","2011-01-26",40
"45","2011-01-27",40.080002
"46","2011-01-28",38.400002
"47","2011-01-31",40.32
"48","2011-02-01",39.279999
"49","2011-02-02",37.599998
"50","2011-02-03",38.720001
"51","2011-02-04",37.68
"52","2011-02-07",36
"53","2011-02-08",34.880001
"54","2011-02-09",34
"55","2011-02-10",32.32
"56","2011-02-11",32.16
"57","2011-02-14",31.68
"58","2011-02-15",30.959999
"59","2011-02-16",29.040001
"60","2011-02-17",30.4
"61","2011-02-18",30.639999
"62","2011-02-22",29.76
"63","2011-02-23",29.040001
"64","2011-02-24",29.040001
"65","2011-02-25",32.799999
"66","2011-02-28",32.639999
"67","2011-03-01",33.919998
"68","2011-03-02",33.68
"69","2011-03-03",33.279999
"70","2011-03-04",37.919998
"71","2011-03-07",36.959999
"72","2011-03-08",39.759998
"73","2011-03-09",41.200001
"74","2011-03-10",45.200001
"75","2011-03-11",44.240002
"76","2011-03-14",40.880001
"77","2011-03-15",37.279999
"78","2011-03-16",37.52
"79","2011-03-17",37.439999
"80","2011-03-18",38.799999
"81","2011-03-21",40.080002
"82","2011-03-22",40.240002
"83","2011-03-23",39.439999
"84","2011-03-24",37.360001
"85","2011-03-25",39.200001
"86","2011-03-28",37.84
"87","2011-03-29",39.200001
"88","2011-03-30",39.200001
"89","2011-03-31",40
"90","2011-04-01",40.32
"91","2011-04-04",40.080002
"92","2011-04-05",40.959999
"93","2011-04-06",40.080002
"94","2011-04-07",39.119999
"95","2011-04-08",38.639999
"96","2011-04-11",38.48
"97","2011-04-12",36.799999
"98","2011-04-13",38.32
"99","2011-04-14",39.68
"100","2011-04-15",40.639999
"101","2011-04-18",37.52
"102","2011-04-19",37.040001
"103","2011-04-20",37.439999
"104","2011-04-21",37.599998
"105","2011-04-25",37.360001
"106","2011-04-26",38.240002
"107","2011-04-27",37.52
"108","2011-04-28",37.52
"109","2011-04-29",39.759998
"110","2011-05-02",37.599998
"111","2011-05-03",38.16
"112","2011-05-04",37.759998
"113","2011-05-05",37.360001
"114","2011-05-06",36.959999
"115","2011-05-09",37.119999
"116","2011-05-10",36.720001
"117","2011-05-11",35.040001
"118","2011-05-12",35.759998
"119","2011-05-13",35.68
"120","2011-05-16",34.799999
"121","2011-05-17",32.240002
"122","2011-05-18",31.6
"123","2011-05-19",29.6
"124","2011-05-20",30
"125","2011-05-23",28.959999
"126","2011-05-24",30.959999
"127","2011-05-25",36.16
"128","2011-05-26",36.720001
"129","2011-05-27",36.080002
"130","2011-05-31",34.48
"131","2011-06-01",33.200001
"132","2011-06-02",32.880001
"133","2011-06-03",32
"134","2011-06-06",31.68
"135","2011-06-07",29.92
"136","2011-06-08",28.719999
"137","2011-06-09",30.24
"138","2011-06-10",29.6
"139","2011-06-13",29.6
"140","2011-06-14",30.16
"141","2011-06-15",29.200001
"142","2011-06-16",29.84
"143","2011-06-17",30.16
"144","2011-06-20",29.68
"145","2011-06-21",32.799999
"146","2011-06-22",33.599998
"147","2011-06-23",31.440001
"148","2011-06-24",32
"149","2011-06-27",30.16
"150","2011-06-28",30.4
"151","2011-06-29",30.24
"152","2011-06-30",32.080002
"153","2011-07-01",35.759998
"154","2011-07-05",36.240002
"155","2011-07-06",35.919998
"156","2011-07-07",38.16
"157","2011-07-08",35.759998
"158","2011-07-11",36.400002
"159","2011-07-12",36.639999
"160","2011-07-13",39.599998
"161","2011-07-14",39.279999
"162","2011-07-15",40.240002
"163","2011-07-18",37.68
"164","2011-07-19",39.599998
"165","2011-07-20",39.200001
"166","2011-07-21",39.84
"167","2011-07-22",39.759998
"168","2011-07-25",39.200001
"169","2011-07-26",37.599998
"170","2011-07-27",37.759998
"171","2011-07-28",40.080002
"172","2011-07-29",40.639999
"173","2011-08-01",40.48
"174","2011-08-02",40.080002
"175","2011-08-03",40.400002
"176","2011-08-04",39.200001
"177","2011-08-05",37.759998
"178","2011-08-08",37.439999
"179","2011-08-09",37.759998
"180","2011-08-10",33.68
"181","2011-08-11",32.48
"182","2011-08-12",32.560001
"183","2011-08-15",32.560001
"184","2011-08-16",32.720001
"185","2011-08-17",32.560001
"186","2011-08-18",29.6
"187","2011-08-19",27.200001
"188","2011-08-22",27.200001
"189","2011-08-23",29.440001
"190","2011-08-24",27.52
"191","2011-08-25",26.719999
"192","2011-08-26",26.639999
"193","2011-08-29",27.360001
"194","2011-08-30",28.48
"195","2011-08-31",27.68
"196","2011-09-01",29.200001
"197","2011-09-02",27.120001
"198","2011-09-06",26.16
"199","2011-09-07",25.360001
"200","2011-09-08",24.16
"201","2011-09-09",23.040001
"202","2011-09-12",23.120001
"203","2011-09-13",23.280001
"204","2011-09-14",20.959999
"205","2011-09-15",17.360001
"206","2011-09-16",16
"207","2011-09-19",16
"208","2011-09-20",15.68
"209","2011-09-21",15.76
"210","2011-09-22",14.8
"211","2011-09-23",15.84
"212","2011-09-26",15.76
"213","2011-09-27",16
"214","2011-09-28",16.4
"215","2011-09-29",15.84
"216","2011-09-30",14.64
"217","2011-10-03",14.8
"218","2011-10-04",15.36
"219","2011-10-05",15.84
"220","2011-10-06",15.44
"221","2011-10-07",15.2
"222","2011-10-10",15.44
"223","2011-10-11",15.6
"224","2011-10-12",15.52
"225","2011-10-13",15.44
"226","2011-10-14",16.08
"227","2011-10-17",15.68
"228","2011-10-18",16.16
"229","2011-10-19",15.44
"230","2011-10-20",15.28
"231","2011-10-21",15.2
"232","2011-10-24",16
"233","2011-10-25",15.76
"234","2011-10-26",16
"235","2011-10-27",16
"236","2011-10-28",16.559999
"237","2011-10-31",16.24
"238","2011-11-01",16
"239","2011-11-02",16.879999
"240","2011-11-03",17.280001
"241","2011-11-04",16.799999
"242","2011-11-07",17.280001
"243","2011-11-08",17.440001
"244","2011-11-09",16
"245","2011-11-10",15.76
"246","2011-11-11",14.8
"247","2011-11-14",14.72
"248","2011-11-15",14.16
"249","2011-11-16",14.4
"250","2011-11-17",13.92
"251","2011-11-18",13.76
"252","2011-11-21",13.2
"253","2011-11-22",13.36
"254","2011-11-23",12.96
"255","2011-11-25",12.72
"256","2011-11-28",13.44
"257","2011-11-29",13.84
"258","2011-11-30",14.4
"259","2011-12-01",14.72
"260","2011-12-02",14.72
"261","2011-12-05",13.84
"262","2011-12-06",14.16
"263","2011-12-07",14.48
"264","2011-12-08",13.36
"265","2011-12-09",13.52
"266","2011-12-12",12.96
"267","2011-12-13",12.72
"268","2011-12-14",12
"269","2011-12-15",12
"270","2011-12-16",12.08
"271","2011-12-19",11.36
"272","2011-12-20",12.8
"273","2011-12-21",11.84
"274","2011-12-22",13.2
"275","2011-12-23",13.92
"276","2011-12-27",15.28
"277","2011-12-28",16.799999
"278","2011-12-29",17.52
"279","2011-12-30",17.76
"280","2012-01-03",19.040001
"281","2012-01-04",20
"282","2012-01-05",21.120001
"283","2012-01-06",22.559999
"284","2012-01-09",22.719999
"285","2012-01-10",22
"286","2012-01-11",20.879999
"287","2012-01-12",20.799999
"288","2012-01-13",20.559999
"289","2012-01-17",18.959999
"290","2012-01-18",19.92
"291","2012-01-19",20.16
"292","2012-01-20",19.92
"293","2012-01-23",19.360001
"294","2012-01-24",19.84
"295","2012-01-25",19.52
"296","2012-01-26",20.959999
"297","2012-01-27",21.440001
"298","2012-01-30",20.719999
"299","2012-01-31",21.120001
"300","2012-02-01",20.799999
"301","2012-02-02",21.92
"302","2012-02-03",21.84
"303","2012-02-06",20.08
"304","2012-02-07",20.799999
"305","2012-02-08",21.68
"306","2012-02-09",22.4
"307","2012-02-10",21.68
"308","2012-02-13",21.280001
"309","2012-02-14",20.719999
"310","2012-02-15",20.24
"311","2012-02-16",20.639999
"312","2012-02-17",20.4
"313","2012-02-21",20.24
"314","2012-02-22",19.6
"315","2012-02-23",19.76
"316","2012-02-24",19.76
"317","2012-02-27",19.360001
"318","2012-02-28",19.040001
"319","2012-02-29",18.24
"320","2012-03-01",19.84
"321","2012-03-02",18.48
"322","2012-03-05",21.52
"323","2012-03-06",21.6
"324","2012-03-07",22.32
"325","2012-03-08",19.92
"326","2012-03-09",16.24
"327","2012-03-12",16
"328","2012-03-13",16.4
"329","2012-03-14",16.32
"330","2012-03-15",15.52
"331","2012-03-16",15.44
"332","2012-03-19",15.12
"333","2012-03-20",15.04
"334","2012-03-21",14.64
"335","2012-03-22",14.48
"336","2012-03-23",15.68
"337","2012-03-26",17.200001
"338","2012-03-27",17.52
"339","2012-03-28",16.32
"340","2012-03-29",16.639999
"341","2012-03-30",16
"342","2012-04-02",17.200001
"343","2012-04-03",16.559999
"344","2012-04-04",16.559999
"345","2012-04-05",16
"346","2012-04-09",15.6
"347","2012-04-10",14.8
"348","2012-04-11",15.84
"349","2012-04-12",15.92
"350","2012-04-13",15.36
"351","2012-04-16",15.12
"352","2012-04-17",15.84
"353","2012-04-18",15.36
"354","2012-04-19",15.04
"355","2012-04-20",15.04
"356","2012-04-23",14.88
"357","2012-04-24",15.2
"358","2012-04-25",14.96
"359","2012-04-26",15.04
"360","2012-04-27",15.04
"361","2012-04-30",14.64
"362","2012-05-01",14.88
"363","2012-05-02",16
"364","2012-05-03",15.92
"365","2012-05-04",15.2
"366","2012-05-07",14.88
"367","2012-05-08",15.04
"368","2012-05-09",15.36
"369","2012-05-10",15.28
