"","date","AAME"
"256","2008-01-08",1.45
"257","2008-01-09",1.64
"258","2008-01-10",1.72
"259","2008-01-11",1.45
"260","2008-01-14",1.5
"261","2008-01-15",1.5
"262","2008-01-16",1.48
"263","2008-01-17",1.53
"264","2008-01-18",1.49
"265","2008-01-22",1.5
"266","2008-01-23",1.48
"267","2008-01-24",1.54
"268","2008-01-25",1.55
"269","2008-01-28",1.56
"270","2008-01-29",1.64
"271","2008-01-30",1.63
"272","2008-01-31",1.59
"273","2008-02-01",1.67
"274","2008-02-04",1.6
"275","2008-02-05",1.67
"276","2008-02-06",1.65
"277","2008-02-07",1.65
"278","2008-02-08",1.62
"279","2008-02-11",1.6
"280","2008-02-12",1.6
"281","2008-02-13",1.53
"282","2008-02-14",1.47
"283","2008-02-15",1.48
"284","2008-02-19",1.58
"285","2008-02-20",1.56
"286","2008-02-21",1.55
"287","2008-02-22",1.52
"288","2008-02-25",1.55
"289","2008-02-26",1.54
"290","2008-02-27",1.58
"291","2008-02-28",1.59
"292","2008-02-29",1.55
"293","2008-03-03",1.47
"294","2008-03-04",1.52
"295","2008-03-05",1.52
"296","2008-03-06",1.52
"297","2008-03-07",1.48
"298","2008-03-10",1.49
"299","2008-03-11",1.48
"300","2008-03-12",1.59
"301","2008-03-13",1.49
"302","2008-03-14",1.51
"303","2008-03-17",1.54
"304","2008-03-18",1.47
"305","2008-03-19",1.41
"306","2008-03-20",1.41
"307","2008-03-24",1.45
"308","2008-03-25",1.45
"309","2008-03-26",1.43
"310","2008-03-27",1.44
"311","2008-03-28",1.44
"312","2008-03-31",1.53
"313","2008-04-01",1.56
"314","2008-04-02",1.59
"315","2008-04-03",1.59
"316","2008-04-04",1.57
"317","2008-04-07",1.5
"318","2008-04-08",1.5
"319","2008-04-09",1.58
"320","2008-04-10",1.54
"321","2008-04-11",1.55
"322","2008-04-14",1.65
"323","2008-04-15",1.72
"324","2008-04-16",1.72
"325","2008-04-17",1.72
"326","2008-04-18",2.07
"327","2008-04-21",2.07
"328","2008-04-22",2.01
"329","2008-04-23",2.02
"330","2008-04-24",2.02
"331","2008-04-25",2.03
"332","2008-04-28",2.06
"333","2008-04-29",2.1
"334","2008-04-30",2.38
"335","2008-05-01",2.41
"336","2008-05-02",2.25
"337","2008-05-05",2.3
"338","2008-05-06",2.05
"339","2008-05-07",2.05
"340","2008-05-08",2.05
"341","2008-05-09",2.2
"342","2008-05-12",2.12
"343","2008-05-13",1.94
"344","2008-05-14",1.95
"345","2008-05-15",1.84
"346","2008-05-16",1.9
"347","2008-05-19",1.7
"348","2008-05-20",1.66
"349","2008-05-21",1.7
"350","2008-05-22",1.74
"351","2008-05-23",1.54
"352","2008-05-27",1.55
"353","2008-05-28",1.5
"354","2008-05-29",1.45
"355","2008-05-30",1.43
"356","2008-06-02",1.4
"357","2008-06-03",1.45
"358","2008-06-04",1.44
"359","2008-06-05",1.45
"360","2008-06-06",1.42
"361","2008-06-09",1.41
"362","2008-06-10",1.37
"363","2008-06-11",1.47
"364","2008-06-12",1.48
"365","2008-06-13",1.45
"366","2008-06-16",1.49
"367","2008-06-17",1.55
"368","2008-06-18",1.54
"369","2008-06-19",1.76
"370","2008-06-20",1.67
"371","2008-06-23",1.64
"372","2008-06-24",1.6
"373","2008-06-25",1.6
"374","2008-06-26",1.6
"375","2008-06-27",1.73
"376","2008-06-30",1.61
"377","2008-07-01",1.6
"378","2008-07-02",1.65
"379","2008-07-03",1.65
"380","2008-07-07",1.71
"381","2008-07-08",1.66
"382","2008-07-09",1.7
"383","2008-07-10",1.67
"384","2008-07-11",1.65
"385","2008-07-14",1.6
"386","2008-07-15",1.6
"387","2008-07-16",1.6
"388","2008-07-17",1.65
"389","2008-07-18",1.55
"390","2008-07-21",1.52
"391","2008-07-22",1.26
"392","2008-07-23",1.4
"393","2008-07-24",1.39
"394","2008-07-25",1.48
"395","2008-07-28",1.48
"396","2008-07-29",1.46
"397","2008-07-30",1.5
"398","2008-07-31",1.5
"399","2008-08-01",1.5
"400","2008-08-04",1.5
"401","2008-08-05",1.5
"402","2008-08-06",1.33
"403","2008-08-07",1.57
"404","2008-08-08",1.41
"405","2008-08-11",1.62
"406","2008-08-12",1.4
"407","2008-08-13",1.52
"408","2008-08-14",1.65
"409","2008-08-15",1.43
"410","2008-08-18",1.47
"411","2008-08-19",1.47
"412","2008-08-20",1.47
"413","2008-08-21",1.47
"414","2008-08-22",1.47
"415","2008-08-25",1.63
"416","2008-08-26",1.45
"417","2008-08-27",1.39
"418","2008-08-28",1.52
"419","2008-08-29",1.52
"420","2008-09-02",1.55
"421","2008-09-03",1.55
"422","2008-09-04",1.55
"423","2008-09-05",1.55
"424","2008-09-08",1.55
"425","2008-09-09",1.55
"426","2008-09-10",1.53
"427","2008-09-11",1.53
"428","2008-09-12",1.53
"429","2008-09-15",1.53
"430","2008-09-16",1.39
"431","2008-09-17",1.4
"432","2008-09-18",1.29
"433","2008-09-19",1.35
"434","2008-09-22",1.23
"435","2008-09-23",1.35
"436","2008-09-24",1.4
"437","2008-09-25",1.4
"438","2008-09-26",1.2
"439","2008-09-29",1.1
"440","2008-09-30",1.14
"441","2008-10-01",1.35
"442","2008-10-02",1.34
"443","2008-10-03",1.34
"444","2008-10-06",1.2
"445","2008-10-07",1
"446","2008-10-08",1
"447","2008-10-09",1.07
"448","2008-10-10",1.05
"449","2008-10-13",1.05
"450","2008-10-14",1.25
"451","2008-10-15",1.26
"452","2008-10-16",1.03
"453","2008-10-17",1.07
"454","2008-10-20",0.93
"455","2008-10-21",1.16
"456","2008-10-22",1
"457","2008-10-23",0.92
"458","2008-10-24",0.95
"459","2008-10-27",0.95
"460","2008-10-28",0.95
"461","2008-10-29",0.95
"462","2008-10-30",0.95
"463","2008-10-31",1.1
"464","2008-11-03",1.1
"465","2008-11-04",1.2
"466","2008-11-05",1.3
"467","2008-11-06",1.07
"468","2008-11-07",1.05
"469","2008-11-10",1
"470","2008-11-11",1
"471","2008-11-12",0.79
"472","2008-11-13",0.71
"473","2008-11-14",0.71
"474","2008-11-17",0.9
"475","2008-11-18",0.99
"476","2008-11-19",0.76
"477","2008-11-20",0.85
"478","2008-11-21",1.2
"479","2008-11-24",1.2
"480","2008-11-25",0.75
"481","2008-11-26",0.65
"482","2008-11-28",0.62
"483","2008-12-01",0.88
"484","2008-12-02",1.15
"485","2008-12-03",0.88
"486","2008-12-04",0.88
"487","2008-12-05",1.1
"488","2008-12-08",0.88
"489","2008-12-09",0.86
"490","2008-12-10",0.86
"491","2008-12-11",0.85
"492","2008-12-12",0.79
"493","2008-12-15",0.78
"494","2008-12-16",0.98
"495","2008-12-17",0.84
"496","2008-12-18",0.84
"497","2008-12-19",0.81
"498","2008-12-22",0.82
"499","2008-12-23",0.8
"500","2008-12-24",0.8
"501","2008-12-26",0.74
"502","2008-12-29",0.65
"503","2008-12-30",0.87
"504","2008-12-31",0.74
"505","2009-01-02",0.79
"506","2009-01-05",0.79
"507","2009-01-06",0.65
"508","2009-01-07",0.66
"509","2009-01-08",0.66
"510","2009-01-09",0.85
"511","2009-01-12",0.85
"512","2009-01-13",0.75
"513","2009-01-14",0.81
"514","2009-01-15",0.8
"515","2009-01-16",0.8
"516","2009-01-20",0.75
"517","2009-01-21",0.75
"518","2009-01-22",0.75
"519","2009-01-23",0.75
"520","2009-01-26",0.75
"521","2009-01-27",0.9
"522","2009-01-28",0.92
"523","2009-01-29",0.71
"524","2009-01-30",0.96
"525","2009-02-02",0.96
"526","2009-02-03",0.71
"527","2009-02-04",0.71
"528","2009-02-05",0.96
"529","2009-02-06",0.96
"530","2009-02-09",0.96
"531","2009-02-10",0.94
"532","2009-02-11",0.9
"533","2009-02-12",0.9
"534","2009-02-13",0.89
"535","2009-02-17",0.8
"536","2009-02-18",0.9
"537","2009-02-19",0.87
"538","2009-02-20",0.7
"539","2009-02-23",0.65
"540","2009-02-24",0.61
"541","2009-02-25",0.64
"542","2009-02-26",0.64
"543","2009-02-27",0.64
"544","2009-03-02",0.64
"545","2009-03-03",0.61
"546","2009-03-04",0.66
"547","2009-03-05",0.6
"548","2009-03-06",0.51
"549","2009-03-09",0.51
"550","2009-03-10",0.55
"551","2009-03-11",0.55
"552","2009-03-12",0.55
"553","2009-03-13",0.54
"554","2009-03-16",0.54
"555","2009-03-17",0.5
"556","2009-03-18",0.46
"557","2009-03-19",0.61
"558","2009-03-20",0.61
"559","2009-03-23",0.61
"560","2009-03-24",0.89
"561","2009-03-25",0.68
"562","2009-03-26",0.68
"563","2009-03-27",0.76
"564","2009-03-30",0.76
"565","2009-03-31",0.72
"566","2009-04-01",0.46
"567","2009-04-02",0.51
"568","2009-04-03",0.45
"569","2009-04-06",0.55
"570","2009-04-07",0.55
"571","2009-04-08",0.6
"572","2009-04-09",0.6
"573","2009-04-13",0.6
"574","2009-04-14",0.68
"575","2009-04-15",0.65
"576","2009-04-16",0.6
"577","2009-04-17",0.65
"578","2009-04-20",0.72
"579","2009-04-21",0.6
"580","2009-04-22",0.6
"581","2009-04-23",0.71
"582","2009-04-24",0.71
"583","2009-04-27",0.71
"584","2009-04-28",0.66
"585","2009-04-29",0.61
"586","2009-04-30",0.61
"587","2009-05-01",0.61
"588","2009-05-04",0.61
"589","2009-05-05",0.61
"590","2009-05-06",0.64
"591","2009-05-07",0.65
"592","2009-05-08",0.8
"593","2009-05-11",0.79
"594","2009-05-12",0.68
"595","2009-05-13",0.68
"596","2009-05-14",0.68
"597","2009-05-15",0.68
"598","2009-05-18",0.68
"599","2009-05-19",0.82
"600","2009-05-20",0.75
"601","2009-05-21",0.7
"602","2009-05-22",0.76
"603","2009-05-26",0.7
"604","2009-05-27",0.71
"605","2009-05-28",0.71
"606","2009-05-29",0.71
"607","2009-06-01",0.7
"608","2009-06-02",0.77
"609","2009-06-03",0.84
"610","2009-06-04",0.76
"611","2009-06-05",0.76
"612","2009-06-08",0.73
"613","2009-06-09",0.74
"614","2009-06-10",0.74
"615","2009-06-11",0.75
"616","2009-06-12",0.73
"617","2009-06-15",0.73
"618","2009-06-16",0.82
"619","2009-06-17",0.8
"620","2009-06-18",0.88
"621","2009-06-19",0.72
"622","2009-06-22",0.72
"623","2009-06-23",0.87
"624","2009-06-24",0.73
"625","2009-06-25",0.73
"626","2009-06-26",0.73
"627","2009-06-29",0.73
"628","2009-06-30",0.74
"629","2009-07-01",0.75
"630","2009-07-02",0.8
"631","2009-07-06",0.8
"632","2009-07-07",0.82
"633","2009-07-08",0.82
"634","2009-07-09",0.82
"635","2009-07-10",0.82
"636","2009-07-13",0.73
"637","2009-07-14",0.78
"638","2009-07-15",0.83
"639","2009-07-16",0.73
"640","2009-07-17",0.7
"641","2009-07-20",0.7
"642","2009-07-21",0.82
"643","2009-07-22",0.82
"644","2009-07-23",0.83
"645","2009-07-24",0.72
"646","2009-07-27",0.72
"647","2009-07-28",0.69
"648","2009-07-29",0.68
"649","2009-07-30",0.85
"650","2009-07-31",0.85
"651","2009-08-03",0.69
"652","2009-08-04",0.69
"653","2009-08-05",0.7
"654","2009-08-06",0.88
"655","2009-08-07",0.84
"656","2009-08-10",0.68
"657","2009-08-11",0.85
"658","2009-08-12",0.75
"659","2009-08-13",0.8
"660","2009-08-14",0.84
"661","2009-08-17",0.84
"662","2009-08-18",0.82
"663","2009-08-19",0.82
"664","2009-08-20",0.82
"665","2009-08-21",0.8
"666","2009-08-24",0.8
"667","2009-08-25",0.89
"668","2009-08-26",0.87
"669","2009-08-27",0.87
"670","2009-08-28",0.83
"671","2009-08-31",0.78
"672","2009-09-01",0.76
"673","2009-09-02",0.76
"674","2009-09-03",0.71
"675","2009-09-04",0.81
"676","2009-09-08",0.79
"677","2009-09-09",0.79
"678","2009-09-10",0.79
"679","2009-09-11",0.72
"680","2009-09-14",0.72
"681","2009-09-15",0.74
"682","2009-09-16",0.74
"683","2009-09-17",0.72
"684","2009-09-18",0.81
"685","2009-09-21",0.87
"686","2009-09-22",0.93
"687","2009-09-23",1.03
"688","2009-09-24",1
"689","2009-09-25",1
"690","2009-09-28",1
"691","2009-09-29",1.12
"692","2009-09-30",1.05
"693","2009-10-01",1.1
"694","2009-10-02",1.01
"695","2009-10-05",1.1
"696","2009-10-06",1.15
"697","2009-10-07",1.35
"698","2009-10-08",1.33
"699","2009-10-09",1.3
"700","2009-10-12",1.36
"701","2009-10-13",1.26
"702","2009-10-14",1.69
"703","2009-10-15",1.4
"704","2009-10-16",1.44
"705","2009-10-19",1.42
"706","2009-10-20",1.38
"707","2009-10-21",1.38
"708","2009-10-22",1.52
"709","2009-10-23",1.4
"710","2009-10-26",1.26
"711","2009-10-27",1.5
"712","2009-10-28",1.34
"713","2009-10-29",1.28
"714","2009-10-30",1.28
"715","2009-11-02",1.35
"716","2009-11-03",1.26
"717","2009-11-04",1.26
"718","2009-11-05",1.26
"719","2009-11-06",1.23
"720","2009-11-09",1.48
"721","2009-11-10",1.25
"722","2009-11-11",1.25
"723","2009-11-12",1.25
"724","2009-11-13",1.3
"725","2009-11-16",1.34
"726","2009-11-17",1.26
"727","2009-11-18",1.26
"728","2009-11-19",1.28
"729","2009-11-20",1.28
"730","2009-11-23",1.25
"731","2009-11-24",1.38
"732","2009-11-25",1.38
"733","2009-11-27",1.27
"734","2009-11-30",1.3
"735","2009-12-01",1.25
"736","2009-12-02",1.25
"737","2009-12-03",1.26
"738","2009-12-04",1.26
"739","2009-12-07",1.26
"740","2009-12-08",1.36
"741","2009-12-09",1.21
"742","2009-12-10",1.18
"743","2009-12-11",1.31
"744","2009-12-14",1.13
"745","2009-12-15",1.24
"746","2009-12-16",1.24
"747","2009-12-17",1.12
"748","2009-12-18",1.02
"749","2009-12-21",1.2
"750","2009-12-22",1.25
"751","2009-12-23",1.3
"752","2009-12-24",1.35
"753","2009-12-28",1.26
"754","2009-12-29",1.25
"755","2009-12-30",1.25
"756","2009-12-31",1.28
"757","2010-01-04",1.32
"758","2010-01-05",1.4
"759","2010-01-06",1.4
"760","2010-01-07",1.32
"761","2010-01-08",1.39
"762","2010-01-11",1.45
"763","2010-01-12",1.4
"764","2010-01-13",1.4
"765","2010-01-14",1.4
"766","2010-01-15",1.35
"767","2010-01-19",1.39
"768","2010-01-20",1.47
"769","2010-01-21",1.46
"770","2010-01-22",1.44
"771","2010-01-25",1.45
"772","2010-01-26",1.45
"773","2010-01-27",1.45
"774","2010-01-28",1.4
"775","2010-01-29",1.39
"776","2010-02-01",1.35
"777","2010-02-02",1.39
"778","2010-02-03",1.39
"779","2010-02-04",1.35
"780","2010-02-05",1.39
"781","2010-02-08",1.44
"782","2010-02-09",1.4
"783","2010-02-10",1.43
"784","2010-02-11",1.43
"785","2010-02-12",1.5
"786","2010-02-16",1.41
"787","2010-02-17",1.41
"788","2010-02-18",1.4
"789","2010-02-19",1.37
"790","2010-02-22",1.41
"791","2010-02-23",1.48
"792","2010-02-24",1.4
"793","2010-02-25",1.35
"794","2010-02-26",1.35
"795","2010-03-01",1.35
"796","2010-03-02",1.39
"797","2010-03-03",1.35
"798","2010-03-04",1.35
"799","2010-03-05",1.38
"800","2010-03-08",1.45
"801","2010-03-09",1.45
"802","2010-03-10",1.54
"803","2010-03-11",1.58
"804","2010-03-12",1.56
"805","2010-03-15",1.49
"806","2010-03-16",1.38
"807","2010-03-17",1.48
"808","2010-03-18",1.38
"809","2010-03-19",1.5
"810","2010-03-22",1.45
"811","2010-03-23",1.55
"812","2010-03-24",1.45
"813","2010-03-25",1.44
"814","2010-03-26",1.44
"815","2010-03-29",1.38
"816","2010-03-30",1.47
"817","2010-03-31",1.48
"818","2010-04-01",1.54
"819","2010-04-05",1.51
"820","2010-04-06",1.5
"821","2010-04-07",1.5
"822","2010-04-08",1.5
"823","2010-04-09",1.5
"824","2010-04-12",1.44
"825","2010-04-13",1.47
"826","2010-04-14",1.49
"827","2010-04-15",1.5
"828","2010-04-16",1.45
"829","2010-04-19",1.44
"830","2010-04-20",1.49
"831","2010-04-21",1.49
"832","2010-04-22",1.49
"833","2010-04-23",1.61
"834","2010-04-26",1.56
"835","2010-04-27",1.65
"836","2010-04-28",1.82
"837","2010-04-29",1.87
"838","2010-04-30",1.79
"839","2010-05-03",1.82
"840","2010-05-04",1.7
"841","2010-05-05",1.65
"842","2010-05-06",1.62
"843","2010-05-07",1.82
"844","2010-05-10",1.8
"845","2010-05-11",1.66
"846","2010-05-12",1.69
"847","2010-05-13",1.7
"848","2010-05-14",1.6
"849","2010-05-17",1.6
"850","2010-05-18",1.8
"851","2010-05-19",1.6
"852","2010-05-20",1.56
"853","2010-05-21",1.56
"854","2010-05-24",1.47
"855","2010-05-25",1.5
"856","2010-05-26",1.5
"857","2010-05-27",1.5
"858","2010-05-28",1.45
"859","2010-06-01",1.35
"860","2010-06-02",1.35
"861","2010-06-03",1.4
"862","2010-06-04",1.37
"863","2010-06-07",1.32
"864","2010-06-08",1.42
"865","2010-06-09",1.42
"866","2010-06-10",1.41
"867","2010-06-11",1.41
"868","2010-06-14",1.41
"869","2010-06-15",1.32
"870","2010-06-16",1.46
"871","2010-06-17",1.46
"872","2010-06-18",1.58
"873","2010-06-21",1.55
"874","2010-06-22",1.48
"875","2010-06-23",1.48
"876","2010-06-24",1.42
"877","2010-06-25",1.34
"878","2010-06-28",1.3
"879","2010-06-29",1.35
"880","2010-06-30",1.35
"881","2010-07-01",1.38
"882","2010-07-02",1.26
"883","2010-07-06",1.21
"884","2010-07-07",1.21
"885","2010-07-08",1.28
"886","2010-07-09",1.3
"887","2010-07-12",1.25
"888","2010-07-13",1.27
"889","2010-07-14",1.25
"890","2010-07-15",1.26
"891","2010-07-16",1.28
"892","2010-07-19",1.28
"893","2010-07-20",1.28
"894","2010-07-21",1.26
"895","2010-07-22",1.2
"896","2010-07-23",1.24
"897","2010-07-26",1.24
"898","2010-07-27",1.25
"899","2010-07-28",1.2
"900","2010-07-29",1.28
"901","2010-07-30",1.27
"902","2010-08-02",1.27
"903","2010-08-03",1.2
"904","2010-08-04",1.2
"905","2010-08-05",1.22
"906","2010-08-06",1.3
"907","2010-08-09",1.24
"908","2010-08-10",1.33
"909","2010-08-11",1.27
"910","2010-08-12",1.3
"911","2010-08-13",1.3
"912","2010-08-16",1.21
"913","2010-08-17",1.21
"914","2010-08-18",1.3
"915","2010-08-19",1.25
"916","2010-08-20",1.2
"917","2010-08-23",1.2
"918","2010-08-24",1.23
"919","2010-08-25",1.26
"920","2010-08-26",1.25
"921","2010-08-27",1.25
"922","2010-08-30",1.22
"923","2010-08-31",1.26
"924","2010-09-01",1.36
"925","2010-09-02",1.37
"926","2010-09-03",1.44
"927","2010-09-07",1.43
"928","2010-09-08",1.45
"929","2010-09-09",1.43
"930","2010-09-10",1.45
"931","2010-09-13",1.51
"932","2010-09-14",1.52
"933","2010-09-15",1.55
"934","2010-09-16",1.65
"935","2010-09-17",1.64
"936","2010-09-20",1.88
"937","2010-09-21",1.82
"938","2010-09-22",1.86
"939","2010-09-23",1.82
"940","2010-09-24",1.84
"941","2010-09-27",1.77
"942","2010-09-28",1.74
"943","2010-09-29",1.74
"944","2010-09-30",1.64
"945","2010-10-01",1.65
"946","2010-10-04",1.48
"947","2010-10-05",1.75
"948","2010-10-06",1.71
"949","2010-10-07",1.72
"950","2010-10-08",1.75
"951","2010-10-11",1.68
"952","2010-10-12",1.66
"953","2010-10-13",1.66
"954","2010-10-14",1.66
"955","2010-10-15",1.66
"956","2010-10-18",1.72
"957","2010-10-19",1.7
"958","2010-10-20",1.71
"959","2010-10-21",1.71
"960","2010-10-22",1.69
"961","2010-10-25",1.7
"962","2010-10-26",1.69
"963","2010-10-27",1.71
"964","2010-10-28",1.75
"965","2010-10-29",1.75
"966","2010-11-01",1.75
"967","2010-11-02",1.7
"968","2010-11-03",1.7
"969","2010-11-04",1.7
"970","2010-11-05",1.82
"971","2010-11-08",1.79
"972","2010-11-09",1.8
"973","2010-11-10",1.79
"974","2010-11-11",1.76
"975","2010-11-12",1.89
"976","2010-11-15",1.83
"977","2010-11-16",1.84
"978","2010-11-17",1.87
"979","2010-11-18",1.96
"980","2010-11-19",1.9
"981","2010-11-22",1.91
"982","2010-11-23",1.86
"983","2010-11-24",1.92
"984","2010-11-26",1.98
"985","2010-11-29",1.92
"986","2010-11-30",1.9
"987","2010-12-01",1.93
"988","2010-12-02",1.97
"989","2010-12-03",1.94
"990","2010-12-06",1.94
"991","2010-12-07",1.98
"992","2010-12-08",1.98
"993","2010-12-09",1.94
"994","2010-12-10",1.98
"995","2010-12-13",1.97
"996","2010-12-14",1.95
"997","2010-12-15",1.94
"998","2010-12-16",1.97
"999","2010-12-17",1.98
"1000","2010-12-20",1.98
