"","date","BHP"
"1","2007-01-03",38.869999
"2","2007-01-04",37.740002
"3","2007-01-05",37.16
"4","2007-01-08",37.330002
"5","2007-01-09",37.650002
"6","2007-01-10",37.84
"7","2007-01-11",38.959999
"8","2007-01-12",39.52
"9","2007-01-16",38.560001
"10","2007-01-17",38.57
"11","2007-01-18",38.700001
"12","2007-01-19",40.009998
"13","2007-01-22",39.66
"14","2007-01-23",40.959999
"15","2007-01-24",41.32
"16","2007-01-25",40.34
"17","2007-01-26",40.220001
"18","2007-01-29",40.110001
"19","2007-01-30",40.709999
"20","2007-01-31",40.990002
"21","2007-02-01",41.419998
"22","2007-02-02",41.18
"23","2007-02-05",41.18
"24","2007-02-06",41.709999
"25","2007-02-07",44.029999
"26","2007-02-08",43.560001
"27","2007-02-09",43.41
"28","2007-02-12",44.009998
"29","2007-02-13",45.02
"30","2007-02-14",45.599998
"31","2007-02-15",45.66
"32","2007-02-16",45.759998
"33","2007-02-20",45.75
"34","2007-02-21",45.48
"35","2007-02-22",45.900002
"36","2007-02-23",46.299999
"37","2007-02-26",46.75
"38","2007-02-27",43.459999
"39","2007-02-28",42.93
"40","2007-03-01",42.299999
"41","2007-03-02",41.59
"42","2007-03-05",40.68
"43","2007-03-06",42.48
"44","2007-03-07",42.57
"45","2007-03-08",42.759998
"46","2007-03-09",42.889999
"47","2007-03-12",43.59
"48","2007-03-13",42.290001
"49","2007-03-14",42.580002
"50","2007-03-15",44.060001
"51","2007-03-16",44.139999
"52","2007-03-19",45.490002
"53","2007-03-20",46.259998
"54","2007-03-21",47.209999
"55","2007-03-22",47.130001
"56","2007-03-23",47.25
"57","2007-03-26",48.73
"58","2007-03-27",48.369999
"59","2007-03-28",47.380001
"60","2007-03-29",48.32
"61","2007-03-30",48.450001
"62","2007-04-02",48.630001
"63","2007-04-03",49.720001
"64","2007-04-04",49.880001
"65","2007-04-05",49.48
"66","2007-04-09",49.630001
"67","2007-04-10",50.869999
"68","2007-04-11",49.970001
"69","2007-04-12",50.299999
"70","2007-04-13",50.41
"71","2007-04-16",51.099998
"72","2007-04-17",51.049999
"73","2007-04-18",50.02
"74","2007-04-19",49.25
"75","2007-04-20",50.439999
"76","2007-04-23",49.709999
"77","2007-04-24",49.040001
"78","2007-04-25",50.25
"79","2007-04-26",49.23
"80","2007-04-27",48.919998
"81","2007-04-30",48.84
"82","2007-05-01",48.509998
"83","2007-05-02",49.639999
"84","2007-05-03",50.029999
"85","2007-05-04",51.630001
"86","2007-05-07",52
"87","2007-05-08",50.900002
"88","2007-05-09",53.41
"89","2007-05-10",51.459999
"90","2007-05-11",52.34
"91","2007-05-14",51.259998
"92","2007-05-15",51.450001
"93","2007-05-16",51.560001
"94","2007-05-17",50.630001
"95","2007-05-18",51.099998
"96","2007-05-21",51.59
"97","2007-05-22",50.75
"98","2007-05-23",51.759998
"99","2007-05-24",49.599998
"100","2007-05-25",50.950001
"101","2007-05-29",51.650002
"102","2007-05-30",51.939999
"103","2007-05-31",52.639999
"104","2007-06-01",53.939999
"105","2007-06-04",54.59
"106","2007-06-05",55.040001
"107","2007-06-06",54.5
"108","2007-06-07",54.759998
"109","2007-06-08",55.779999
"110","2007-06-11",56.09
"111","2007-06-12",55.130001
"112","2007-06-13",57
"113","2007-06-14",57.700001
"114","2007-06-15",57.869999
"115","2007-06-18",58.599998
"116","2007-06-19",58.990002
"117","2007-06-20",58.25
"118","2007-06-21",60.389999
"119","2007-06-22",59.470001
"120","2007-06-25",58.900002
"121","2007-06-26",58.439999
"122","2007-06-27",57.860001
"123","2007-06-28",59.25
"124","2007-06-29",59.75
"125","2007-07-02",61.490002
"126","2007-07-03",62.130001
"127","2007-07-05",63.880001
"128","2007-07-06",65.279999
"129","2007-07-09",67.07
"130","2007-07-10",65.080002
"131","2007-07-11",65.93
"132","2007-07-12",68.620003
"133","2007-07-13",67.959999
"134","2007-07-16",66.760002
"135","2007-07-17",66.309998
"136","2007-07-18",65.790001
"137","2007-07-19",67.540001
"138","2007-07-20",67.029999
"139","2007-07-23",68.269997
"140","2007-07-24",66.760002
"141","2007-07-25",66.830002
"142","2007-07-26",63.25
"143","2007-07-27",61.34
"144","2007-07-30",64.089996
"145","2007-07-31",63.779999
"146","2007-08-01",62.48
"147","2007-08-02",62.93
"148","2007-08-03",60.73
"149","2007-08-06",61.52
"150","2007-08-07",61.84
"151","2007-08-08",64.07
"152","2007-08-09",60.599998
"153","2007-08-10",58.75
"154","2007-08-13",59.740002
"155","2007-08-14",57.669998
"156","2007-08-15",54.32
"157","2007-08-16",52.27
"158","2007-08-17",54.799999
"159","2007-08-20",56.52
"160","2007-08-21",57.599998
"161","2007-08-22",59.59
"162","2007-08-23",60.959999
"163","2007-08-24",62.290001
"164","2007-08-27",62.009998
"165","2007-08-28",59.709999
"166","2007-08-29",62.419998
"167","2007-08-30",61.810001
"168","2007-08-31",63.150002
"169","2007-09-04",64.220001
"170","2007-09-05",62.790001
"171","2007-09-06",66.190002
"172","2007-09-07",64.18
"173","2007-09-10",63.459999
"174","2007-09-11",65.849998
"175","2007-09-12",64.739998
"176","2007-09-13",66.169998
"177","2007-09-14",65.940002
"178","2007-09-17",64.440002
"179","2007-09-18",68.57
"180","2007-09-19",70.400002
"181","2007-09-20",71.339996
"182","2007-09-21",72.529999
"183","2007-09-24",75.940002
"184","2007-09-25",77
"185","2007-09-26",75.709999
"186","2007-09-27",77.650002
"187","2007-09-28",78.599998
"188","2007-10-01",81.879997
"189","2007-10-02",79.800003
"190","2007-10-03",78.18
"191","2007-10-04",78.260002
"192","2007-10-05",79.519997
"193","2007-10-08",78.440002
"194","2007-10-09",81.480003
"195","2007-10-10",82.040001
"196","2007-10-11",83.660004
"197","2007-10-12",84.75
"198","2007-10-15",83.199997
"199","2007-10-16",82
"200","2007-10-17",82.860001
"201","2007-10-18",85.669998
"202","2007-10-19",82.639999
"203","2007-10-22",80.940002
"204","2007-10-23",83.879997
"205","2007-10-24",81.349998
"206","2007-10-25",82.400002
"207","2007-10-26",86.160004
"208","2007-10-29",87.330002
"209","2007-10-30",84.230003
"210","2007-10-31",87.260002
"211","2007-11-01",82.43
"212","2007-11-02",83.730003
"213","2007-11-05",79.580002
"214","2007-11-06",83.480003
"215","2007-11-07",80.349998
"216","2007-11-08",76.849998
"217","2007-11-09",75.809998
"218","2007-11-12",71
"219","2007-11-13",75.230003
"220","2007-11-14",75.839996
"221","2007-11-15",74.099998
"222","2007-11-16",74.730003
"223","2007-11-19",70.839996
"224","2007-11-20",72.709999
"225","2007-11-21",69.849998
"226","2007-11-23",72.82
"227","2007-11-26",70.970001
"228","2007-11-27",72.529999
"229","2007-11-28",74.910004
"230","2007-11-29",75.449997
"231","2007-11-30",75.830002
"232","2007-12-03",75.199997
"233","2007-12-04",74.589996
"234","2007-12-05",76.07
"235","2007-12-06",77.230003
"236","2007-12-07",77
"237","2007-12-10",78.050003
"238","2007-12-11",75.870003
"239","2007-12-12",76.18
"240","2007-12-13",74.339996
"241","2007-12-14",71.07
"242","2007-12-17",67.790001
"243","2007-12-18",69.300003
"244","2007-12-19",68.980003
"245","2007-12-20",68.5
"246","2007-12-21",70.690002
"247","2007-12-24",70.949997
"248","2007-12-26",72.370003
"249","2007-12-27",71.18
"250","2007-12-28",71.360001
"251","2007-12-31",70.040001
"252","2008-01-02",70.410004
"253","2008-01-03",72.25
"254","2008-01-04",69.290001
"255","2008-01-07",68.419998
"256","2008-01-08",68.07
"257","2008-01-09",68.690002
"258","2008-01-10",70.43
"259","2008-01-11",67.690002
"260","2008-01-14",70.489998
"261","2008-01-15",66.18
"262","2008-01-16",63.619999
"263","2008-01-17",60.68
"264","2008-01-18",60.720001
"265","2008-01-22",57.82
"266","2008-01-23",60.650002
"267","2008-01-24",62.290001
"268","2008-01-25",63.419998
"269","2008-01-28",64.599998
"270","2008-01-29",65.160004
"271","2008-01-30",65.660004
"272","2008-01-31",67.57
"273","2008-02-01",73.720001
"274","2008-02-04",72.480003
"275","2008-02-05",69.480003
"276","2008-02-06",66.099998
"277","2008-02-07",66.349998
"278","2008-02-08",65.800003
"279","2008-02-11",65.839996
"280","2008-02-12",67.800003
"281","2008-02-13",68.660004
"282","2008-02-14",69.089996
"283","2008-02-15",70
"284","2008-02-19",73.239998
"285","2008-02-20",72.410004
"286","2008-02-21",71.889999
"287","2008-02-22",73.830002
"288","2008-02-25",73.900002
"289","2008-02-26",73.809998
"290","2008-02-27",75.010002
"291","2008-02-28",75.75
"292","2008-02-29",73.18
"293","2008-03-03",73.120003
"294","2008-03-04",71.599998
"295","2008-03-05",74.300003
"296","2008-03-06",73.349998
"297","2008-03-07",70.879997
"298","2008-03-10",66.160004
"299","2008-03-11",68.43
"300","2008-03-12",69.580002
"301","2008-03-13",70.010002
"302","2008-03-14",70.610001
"303","2008-03-17",66.82
"304","2008-03-18",68.709999
"305","2008-03-19",63.990002
"306","2008-03-20",62.810001
"307","2008-03-24",63.740002
"308","2008-03-25",64.43
"309","2008-03-26",65.160004
"310","2008-03-27",65.059998
"311","2008-03-28",65.559998
"312","2008-03-31",65.849998
"313","2008-04-01",66.910004
"314","2008-04-02",67.830002
"315","2008-04-03",70.550003
"316","2008-04-04",73.220001
"317","2008-04-07",75.07
"318","2008-04-08",79
"319","2008-04-09",78.309998
"320","2008-04-10",77.970001
"321","2008-04-11",77.050003
"322","2008-04-14",76.809998
"323","2008-04-15",79.800003
"324","2008-04-16",82.269997
"325","2008-04-17",80.580002
"326","2008-04-18",80.959999
"327","2008-04-21",83.550003
"328","2008-04-22",82.989998
"329","2008-04-23",85.32
"330","2008-04-24",82.519997
"331","2008-04-25",84.5
"332","2008-04-28",82.529999
"333","2008-04-29",79.400002
"334","2008-04-30",80.660004
"335","2008-05-01",80
"336","2008-05-02",84
"337","2008-05-05",84.93
"338","2008-05-06",86.830002
"339","2008-05-07",82.709999
"340","2008-05-08",86.699997
"341","2008-05-09",87.919998
"342","2008-05-12",88.269997
"343","2008-05-13",87.800003
"344","2008-05-14",90.209999
"345","2008-05-15",93.419998
"346","2008-05-16",95
"347","2008-05-19",93.489998
"348","2008-05-20",89.690002
"349","2008-05-21",88.879997
"350","2008-05-22",92.300003
"351","2008-05-23",89.5
"352","2008-05-27",88.019997
"353","2008-05-28",88.599998
"354","2008-05-29",85.75
"355","2008-05-30",84.339996
"356","2008-06-02",85.550003
"357","2008-06-03",83.330002
"358","2008-06-04",82.860001
"359","2008-06-05",84.199997
"360","2008-06-06",83.82
"361","2008-06-09",82.839996
