"","date","EQH"
"98","2018-09-27",21.82
"99","2018-09-28",21.450001
"100","2018-10-01",21.129999
"101","2018-10-02",21.07
"102","2018-10-03",21.370001
"103","2018-10-04",21.780001
"104","2018-10-05",21.83
"105","2018-10-08",21.860001
"106","2018-10-09",21.83
"107","2018-10-10",21.379999
"108","2018-10-11",20.52
"109","2018-10-12",20.639999
"110","2018-10-15",20.639999
"111","2018-10-16",20.780001
"112","2018-10-17",21.040001
"113","2018-10-18",20.709999
"114","2018-10-19",20.74
"115","2018-10-22",20.66
"116","2018-10-23",20.85
"117","2018-10-24",19.950001
"118","2018-10-25",20.17
"119","2018-10-26",19.889999
"120","2018-10-29",19.860001
"121","2018-10-30",20.200001
"122","2018-10-31",20.290001
"123","2018-11-01",20.139999
"124","2018-11-02",20.610001
"125","2018-11-05",20.790001
"126","2018-11-06",21.110001
"127","2018-11-07",21.9
"128","2018-11-08",21.700001
"129","2018-11-09",21.42
"130","2018-11-12",21.08
"131","2018-11-13",20.870001
"132","2018-11-14",20.9
"133","2018-11-15",20.450001
"134","2018-11-16",20.25
"135","2018-11-19",20.200001
"136","2018-11-20",19.59
"137","2018-11-21",19.65
"138","2018-11-23",19.59
"139","2018-11-26",20.030001
"140","2018-11-27",19.889999
"141","2018-11-28",20.200001
"142","2018-11-29",19.870001
"143","2018-11-30",19.68
"144","2018-12-03",19.809999
"145","2018-12-04",18.620001
"146","2018-12-06",17.82
"147","2018-12-07",17.360001
"148","2018-12-10",17.34
"149","2018-12-11",17.43
"150","2018-12-12",17.530001
"151","2018-12-13",17.540001
"152","2018-12-14",16.870001
"153","2018-12-17",16.83
"154","2018-12-18",16.459999
"155","2018-12-19",16.23
"156","2018-12-20",15.89
"157","2018-12-21",15.31
"158","2018-12-24",14.91
"159","2018-12-26",15.41
"160","2018-12-27",15.65
"161","2018-12-28",15.97
"162","2018-12-31",16.629999
"163","2019-01-02",16.41
"164","2019-01-03",16.219999
"165","2019-01-04",17.25
"166","2019-01-07",17.4
"167","2019-01-08",17.610001
"168","2019-01-09",17.83
"169","2019-01-10",18.059999
"170","2019-01-11",18.27
"171","2019-01-14",18.299999
"172","2019-01-15",18.43
"173","2019-01-16",18.700001
"174","2019-01-17",19
"175","2019-01-18",18.879999
"176","2019-01-22",18.450001
"177","2019-01-23",18.5
"178","2019-01-24",18.440001
"179","2019-01-25",18.65
"180","2019-01-28",18.4
"181","2019-01-29",18.440001
"182","2019-01-30",18.540001
"183","2019-01-31",18.540001
"184","2019-02-01",18.52
"185","2019-02-04",18.610001
"186","2019-02-05",18.629999
"187","2019-02-06",18.57
"188","2019-02-07",18.309999
"189","2019-02-08",18.23
"190","2019-02-11",18.18
"191","2019-02-12",18.73
"192","2019-02-13",18.93
"193","2019-02-14",18.74
"194","2019-02-15",19.34
"195","2019-02-19",19.42
"196","2019-02-20",19.51
"197","2019-02-21",19.290001
"198","2019-02-22",19.34
"199","2019-02-25",19.209999
"200","2019-02-26",19.18
"201","2019-02-27",19.24
"202","2019-02-28",19.120001
"203","2019-03-01",20.200001
"204","2019-03-04",20.440001
"205","2019-03-05",20.09
"206","2019-03-06",19.809999
"207","2019-03-07",19.67
"208","2019-03-08",19.860001
"209","2019-03-11",20.190001
"210","2019-03-12",20.15
"211","2019-03-13",20.219999
"212","2019-03-14",20.540001
"213","2019-03-15",20.76
"214","2019-03-18",20.870001
"215","2019-03-19",21.389999
"216","2019-03-20",20.85
"217","2019-03-21",20.790001
"218","2019-03-22",19.719999
"219","2019-03-25",19.34
"220","2019-03-26",20
"221","2019-03-27",19.879999
"222","2019-03-28",20.02
"223","2019-03-29",20.139999
"224","2019-04-01",20.879999
"225","2019-04-02",20.65
"226","2019-04-03",21.030001
"227","2019-04-04",21.370001
"228","2019-04-05",21.84
"229","2019-04-08",21.92
"230","2019-04-09",21.68
"231","2019-04-10",21.85
"232","2019-04-11",21.860001
"233","2019-04-12",22.27
"234","2019-04-15",22.309999
"235","2019-04-16",22.58
"236","2019-04-17",22.59
"237","2019-04-18",22.6
"238","2019-04-22",22.120001
"239","2019-04-23",22.700001
"240","2019-04-24",22.4
"241","2019-04-25",22.15
"242","2019-04-26",22.360001
"243","2019-04-29",22.52
"244","2019-04-30",22.690001
"245","2019-05-01",22.4
"246","2019-05-02",22.610001
"247","2019-05-03",22.83
"248","2019-05-06",22.59
"249","2019-05-07",22.280001
"250","2019-05-08",22.01
"251","2019-05-09",22.040001
"252","2019-05-10",22.200001
"253","2019-05-13",20.75
"254","2019-05-14",21.280001
"255","2019-05-15",21.41
"256","2019-05-16",21.559999
"257","2019-05-17",21.48
"258","2019-05-20",21.200001
"259","2019-05-21",21.540001
"260","2019-05-22",21.370001
"261","2019-05-23",20.969999
"262","2019-05-24",21.52
"263","2019-05-28",21.549999
"264","2019-05-29",21.33
"265","2019-05-30",21.41
"266","2019-05-31",20.549999
"267","2019-06-03",20.82
"268","2019-06-04",21
"269","2019-06-05",20.9
"270","2019-06-06",20.91
"271","2019-06-07",20.870001
"272","2019-06-10",21.08
"273","2019-06-11",21.35
"274","2019-06-12",21.23
"275","2019-06-13",21.290001
"276","2019-06-14",21.27
"277","2019-06-17",20.790001
"278","2019-06-18",20.790001
"279","2019-06-19",20.860001
"280","2019-06-20",20.93
"281","2019-06-21",20.709999
"282","2019-06-24",20.59
"283","2019-06-25",19.889999
"284","2019-06-26",19.9
"285","2019-06-27",20.280001
"286","2019-06-28",20.9
"287","2019-07-01",21
"288","2019-07-02",20.950001
"289","2019-07-03",21.51
"290","2019-07-05",21.83
"291","2019-07-08",21.67
"292","2019-07-09",21.9
"293","2019-07-10",21.870001
"294","2019-07-11",22.18
"295","2019-07-12",22.459999
"296","2019-07-15",22.51
"297","2019-07-16",22.65
"298","2019-07-17",22.200001
"299","2019-07-18",22.469999
"300","2019-07-19",22.42
"301","2019-07-22",22.280001
"302","2019-07-23",22.67
"303","2019-07-24",22.799999
"304","2019-07-25",22.68
"305","2019-07-26",22.719999
"306","2019-07-29",22.719999
"307","2019-07-30",22.780001
"308","2019-07-31",22.48
"309","2019-08-01",21.120001
"310","2019-08-02",20.690001
"311","2019-08-05",19.83
"312","2019-08-06",20.24
"313","2019-08-07",20.18
"314","2019-08-08",20.91
"315","2019-08-09",21
"316","2019-08-12",20.41
"317","2019-08-13",20.75
"318","2019-08-14",19.92
"319","2019-08-15",19.85
"320","2019-08-16",20.24
"321","2019-08-19",20.530001
"322","2019-08-20",20.309999
"323","2019-08-21",20.389999
"324","2019-08-22",20.549999
"325","2019-08-23",19.889999
"326","2019-08-26",20.120001
"327","2019-08-27",19.85
"328","2019-08-28",20.07
"329","2019-08-29",20.610001
"330","2019-08-30",20.77
"331","2019-09-03",20.280001
"332","2019-09-04",20.540001
"333","2019-09-05",21.040001
"334","2019-09-06",20.969999
"335","2019-09-09",21.469999
"336","2019-09-10",21.690001
"337","2019-09-11",21.67
"338","2019-09-12",21.540001
"339","2019-09-13",22.07
"340","2019-09-16",21.82
"341","2019-09-17",21.99
"342","2019-09-18",22.110001
"343","2019-09-19",22.190001
"344","2019-09-20",22.620001
"345","2019-09-23",22.34
"346","2019-09-24",22.139999
"347","2019-09-25",22.43
"348","2019-09-26",22.43
"349","2019-09-27",22.65
"350","2019-09-30",22.16
"351","2019-10-01",21.74
"352","2019-10-02",21.040001
"353","2019-10-03",20.91
"354","2019-10-04",21.219999
"355","2019-10-07",20.959999
"356","2019-10-08",20.18
"357","2019-10-09",20.450001
"358","2019-10-10",20.540001
"359","2019-10-11",21.24
"360","2019-10-14",21.299999
"361","2019-10-15",21.43
"362","2019-10-16",21.360001
"363","2019-10-17",21.52
"364","2019-10-18",21.709999
"365","2019-10-21",22.309999
"366","2019-10-22",22.459999
"367","2019-10-23",22.540001
"368","2019-10-24",22.290001
"369","2019-10-25",22.200001
"370","2019-10-28",22.719999
"371","2019-10-29",22.25
"372","2019-10-30",21.99
"373","2019-10-31",21.6
"374","2019-11-01",21.969999
"375","2019-11-04",22.52
"376","2019-11-05",22.51
"377","2019-11-06",22.32
"378","2019-11-07",22.34
"379","2019-11-08",23.18
"380","2019-11-11",23.559999
"381","2019-11-12",23.389999
"382","2019-11-13",23.1
"383","2019-11-14",23.5
"384","2019-11-15",23.700001
"385","2019-11-18",23.59
"386","2019-11-19",23.75
"387","2019-11-20",23.959999
"388","2019-11-21",24
"389","2019-11-22",24.290001
"390","2019-11-25",24.620001
"391","2019-11-26",24.959999
"392","2019-11-27",24.959999
"393","2019-11-29",24.74
"394","2019-12-02",24.52
"395","2019-12-03",23.639999
"396","2019-12-04",23.9
"397","2019-12-05",24.33
"398","2019-12-06",24.76
"399","2019-12-09",24.52
"400","2019-12-10",24.450001
"401","2019-12-11",24.27
"402","2019-12-12",24.860001
"403","2019-12-13",24.639999
"404","2019-12-16",24.83
"405","2019-12-17",24.75
"406","2019-12-18",24.57
"407","2019-12-19",24.969999
"408","2019-12-20",24.93
"409","2019-12-23",24.74
"410","2019-12-24",24.620001
"411","2019-12-26",24.74
"412","2019-12-27",24.6
"413","2019-12-30",24.709999
"414","2019-12-31",24.780001
"415","2020-01-02",24.9
"416","2020-01-03",24.370001
"417","2020-01-06",24.43
"418","2020-01-07",24.959999
"419","2020-01-08",25.450001
"420","2020-01-09",25.799999
"421","2020-01-10",25.790001
"422","2020-01-13",26.129999
"423","2020-01-14",26.08
"424","2020-01-15",25.66
"425","2020-01-16",26.07
"426","2020-01-17",26.08
"427","2020-01-21",25.620001
"428","2020-01-22",25.629999
"429","2020-01-23",25.49
"430","2020-01-24",24.98
"431","2020-01-27",24.35
"432","2020-01-28",24.610001
"433","2020-01-29",24.84
"434","2020-01-30",24.67
"435","2020-01-31",24.02
"436","2020-02-03",24.23
"437","2020-02-04",24.799999
"438","2020-02-05",25.639999
"439","2020-02-06",25.690001
"440","2020-02-07",25.67
"441","2020-02-10",26.049999
"442","2020-02-11",26.9
"443","2020-02-12",27
"444","2020-02-13",27
"445","2020-02-14",26.889999
"446","2020-02-18",26.709999
"447","2020-02-19",26.98
"448","2020-02-20",27.15
"449","2020-02-21",26.700001
"450","2020-02-24",25.200001
"451","2020-02-25",24.030001
"452","2020-02-26",23.18
"453","2020-02-27",21.450001
"454","2020-02-28",21.4
"455","2020-03-02",21.870001
"456","2020-03-03",20.950001
"457","2020-03-04",21.58
"458","2020-03-05",20.139999
"459","2020-03-06",18.76
"460","2020-03-09",15.38
"461","2020-03-10",17.49
"462","2020-03-11",15.82
"463","2020-03-12",14.14
"464","2020-03-13",16.15
"465","2020-03-16",13.25
"466","2020-03-17",12.97
"467","2020-03-18",11.5
"468","2020-03-19",11.26
"469","2020-03-20",10.63
"470","2020-03-23",10.42
"471","2020-03-24",13.42
"472","2020-03-25",15.27
"473","2020-03-26",15.8
"474","2020-03-27",14.87
"475","2020-03-30",15.46
"476","2020-03-31",14.45
"477","2020-04-01",13.36
"478","2020-04-02",13.39
"479","2020-04-03",13.02
"480","2020-04-06",14.26
"481","2020-04-07",14.38
"482","2020-04-08",15.56
"483","2020-04-09",16.610001
"484","2020-04-13",16.08
"485","2020-04-14",16.27
"486","2020-04-15",15.04
"487","2020-04-16",14.43
"488","2020-04-17",15.75
"489","2020-04-20",15.33
"490","2020-04-21",14.63
"491","2020-04-22",15.36
"492","2020-04-23",15.33
"493","2020-04-24",16
"494","2020-04-27",16.42
"495","2020-04-28",18.030001
"496","2020-04-29",18.959999
"497","2020-04-30",18.32
"498","2020-05-01",17.34
"499","2020-05-04",17.040001
"500","2020-05-05",16.719999
"501","2020-05-06",16.4
"502","2020-05-07",17.459999
"503","2020-05-08",17.85
"504","2020-05-11",17.15
"505","2020-05-12",16.42
"506","2020-05-13",15.47
"507","2020-05-14",16.35
"508","2020-05-15",16.5
"509","2020-05-18",18.18
"510","2020-05-19",17.23
"511","2020-05-20",17.700001
"512","2020-05-21",18.01
"513","2020-05-22",17.700001
"514","2020-05-26",19.26
"515","2020-05-27",20.1
"516","2020-05-28",19.65
"517","2020-05-29",19.110001
"518","2020-06-01",19.42
"519","2020-06-02",19.700001
"520","2020-06-03",20.969999
"521","2020-06-04",21.809999
"522","2020-06-05",22.190001
"523","2020-06-08",23.049999
"524","2020-06-09",22.120001
"525","2020-06-10",21.620001
"526","2020-06-11",19.370001
"527","2020-06-12",20.6
"528","2020-06-15",20.75
"529","2020-06-16",21.040001
"530","2020-06-17",20.17
"531","2020-06-18",20.01
"532","2020-06-19",19.68
"533","2020-06-22",19.57
"534","2020-06-23",19.700001
"535","2020-06-24",18.809999
"536","2020-06-25",19.76
"537","2020-06-26",18.99
"538","2020-06-29",19.01
"539","2020-06-30",19.290001
"540","2020-07-01",18.860001
"541","2020-07-02",19.02
"542","2020-07-06",19.42
"543","2020-07-07",18.889999
"544","2020-07-08",19.200001
"545","2020-07-09",18.139999
"546","2020-07-10",19.209999
"547","2020-07-13",19.51
"548","2020-07-14",19.620001
"549","2020-07-15",20.58
"550","2020-07-16",20.469999
"551","2020-07-17",20.290001
"552","2020-07-20",19.98
"553","2020-07-21",20.16
"554","2020-07-22",20.360001
"555","2020-07-23",20.59
"556","2020-07-24",20.299999
"557","2020-07-27",20.280001
"558","2020-07-28",20.040001
"559","2020-07-29",20.690001
"560","2020-07-30",20.25
"561","2020-07-31",20.459999
"562","2020-08-03",20.82
"563","2020-08-04",20.76
"564","2020-08-05",21.049999
"565","2020-08-06",20.610001
"566","2020-08-07",21.450001
"567","2020-08-10",21.59
"568","2020-08-11",21.780001
"569","2020-08-12",21.540001
"570","2020-08-13",21.709999
"571","2020-08-14",21.799999
"572","2020-08-17",21.440001
"573","2020-08-18",21.02
"574","2020-08-19",20.98
"575","2020-08-20",20.83
"576","2020-08-21",20.65
"577","2020-08-24",21.530001
"578","2020-08-25",21.450001
"579","2020-08-26",21.16
"580","2020-08-27",21.440001
"581","2020-08-28",21.610001
"582","2020-08-31",21.190001
"583","2020-09-01",21.1
"584","2020-09-02",21.57
"585","2020-09-03",21.110001
"586","2020-09-04",20.969999
"587","2020-09-08",19.91
"588","2020-09-09",20
"589","2020-09-10",19.280001
"590","2020-09-11",19.620001
"591","2020-09-14",19.85
"592","2020-09-15",19
"593","2020-09-16",19.07
"594","2020-09-17",19.1
"595","2020-09-18",19.09
"596","2020-09-21",17.639999
"597","2020-09-22",17.950001
"598","2020-09-23",17.84
"599","2020-09-24",17.93
"600","2020-09-25",17.92
"601","2020-09-28",18.610001
"602","2020-09-29",18.34
"603","2020-09-30",18.24
"604","2020-10-01",18.610001
"605","2020-10-02",18.75
"606","2020-10-05",19.43
"607","2020-10-06",19.35
"608","2020-10-07",20.17
"609","2020-10-08",21.139999
"610","2020-10-09",20.809999
"611","2020-10-12",21.299999
"612","2020-10-13",20.610001
"613","2020-10-14",20.299999
"614","2020-10-15",20.58
"615","2020-10-16",20.26
"616","2020-10-19",19.889999
"617","2020-10-20",19.959999
"618","2020-10-21",19.82
"619","2020-10-22",20.299999
"620","2020-10-23",20.59
"621","2020-10-26",19.65
"622","2020-10-27",18.5
"623","2020-10-28",20.17
"624","2020-10-29",21.219999
"625","2020-10-30",21.49
"626","2020-11-02",21.940001
"627","2020-11-03",22.42
"628","2020-11-04",22.24
"629","2020-11-05",22.98
"630","2020-11-06",22.6
"631","2020-11-09",24.18
"632","2020-11-10",24.709999
"633","2020-11-11",24.57
"634","2020-11-12",24.17
"635","2020-11-13",24.610001
"636","2020-11-16",24.59
"637","2020-11-17",24.34
"638","2020-11-18",24.639999
"639","2020-11-19",24.719999
"640","2020-11-20",24.74
"641","2020-11-23",25.059999
"642","2020-11-24",26.52
"643","2020-11-25",26.379999
"644","2020-11-27",26
