"","date","BSVN"
"1","2018-09-20",19.09
"2","2018-09-21",19.1
"3","2018-09-24",19.110001
"4","2018-09-25",19.09
"5","2018-09-26",19
"6","2018-09-27",19
"7","2018-09-28",19.25
"8","2018-10-01",19.02
"9","2018-10-02",19.01
"10","2018-10-03",18.950001
"11","2018-10-04",18.75
"12","2018-10-05",18.549999
"13","2018-10-08",18.200001
"14","2018-10-09",18.15
"15","2018-10-10",18.370001
"16","2018-10-11",18.129999
"17","2018-10-12",18.549999
"18","2018-10-15",19
"19","2018-10-16",18.82
"20","2018-10-17",18.99
"21","2018-10-18",18.549999
"22","2018-10-19",18.5
"23","2018-10-22",17.790001
"24","2018-10-23",17.469999
"25","2018-10-24",15.13
"26","2018-10-25",15.57
"27","2018-10-26",15.25
"28","2018-10-29",16.9
"29","2018-10-30",15.67
"30","2018-10-31",16.549999
"31","2018-11-01",18.35
"32","2018-11-02",18.879999
"33","2018-11-05",18.9
"34","2018-11-06",18.219999
"35","2018-11-07",18.5
"36","2018-11-08",18.35
"37","2018-11-09",18.65
"38","2018-11-12",18.17
"39","2018-11-13",18.35
"40","2018-11-14",18.49
"41","2018-11-15",18.799999
"42","2018-11-16",18.799999
"43","2018-11-19",18.75
"44","2018-11-20",17.4
"45","2018-11-21",17.940001
"46","2018-11-23",18.700001
"47","2018-11-26",17.799999
"48","2018-11-27",17.809999
"49","2018-11-28",17.790001
"50","2018-11-29",18.4
"51","2018-11-30",18.49
"52","2018-12-03",17.75
"53","2018-12-04",18.07
"54","2018-12-06",17.26
"55","2018-12-07",17.51
"56","2018-12-10",17.450001
"57","2018-12-11",17.5
"58","2018-12-12",17.4
"59","2018-12-13",17.18
"60","2018-12-14",16.969999
"61","2018-12-17",17.01
"62","2018-12-18",16.440001
"63","2018-12-19",16.280001
"64","2018-12-20",16.01
"65","2018-12-21",15
"66","2018-12-24",13.27
"67","2018-12-26",12.16
"68","2018-12-27",11.95
"69","2018-12-28",12.6
"70","2018-12-31",13.35
"71","2019-01-02",13.35
"72","2019-01-03",13.4
"73","2019-01-04",14.8
"74","2019-01-07",14.24
"75","2019-01-08",14.61
"76","2019-01-09",14.94
"77","2019-01-10",14.47
"78","2019-01-11",14.75
"79","2019-01-14",14.51
"80","2019-01-15",14.75
"81","2019-01-16",15.2
"82","2019-01-17",15.5
"83","2019-01-18",15.65
"84","2019-01-22",15.51
"85","2019-01-23",15.7
"86","2019-01-24",15.25
"87","2019-01-25",15.15
"88","2019-01-28",15.17
"89","2019-01-29",15.02
"90","2019-01-30",15.5
"91","2019-01-31",15.59
"92","2019-02-01",16.67
"93","2019-02-04",16.82
"94","2019-02-05",17.02
"95","2019-02-06",16.700001
"96","2019-02-07",16.889999
"97","2019-02-08",16.25
"98","2019-02-11",16.379999
"99","2019-02-12",16.379999
"100","2019-02-13",16.290001
"101","2019-02-14",16.42
"102","2019-02-15",16.440001
"103","2019-02-19",16.469999
"104","2019-02-20",16.25
"105","2019-02-21",16.450001
"106","2019-02-22",16.25
"107","2019-02-25",16.92
"108","2019-02-26",16.309999
"109","2019-02-27",16.35
"110","2019-02-28",16
"111","2019-03-01",16.309999
"112","2019-03-04",16.27
"113","2019-03-05",15.93
"114","2019-03-06",15.77
"115","2019-03-07",15.57
"116","2019-03-08",15.41
"117","2019-03-11",15.31
"118","2019-03-12",15.51
"119","2019-03-13",15.57
"120","2019-03-14",16.16
"121","2019-03-15",15.43
"122","2019-03-18",15.83
"123","2019-03-19",15.17
"124","2019-03-20",15.1
"125","2019-03-21",15.32
"126","2019-03-22",15.1
"127","2019-03-25",16.120001
"128","2019-03-26",16.299999
"129","2019-03-27",17
"130","2019-03-28",17.17
"131","2019-03-29",17.370001
"132","2019-04-01",17.08
"133","2019-04-02",17.34
"134","2019-04-03",16.52
"135","2019-04-04",17.33
"136","2019-04-05",17.5
"137","2019-04-08",17.209999
"138","2019-04-09",17.02
"139","2019-04-10",17.75
"140","2019-04-11",16.85
"141","2019-04-12",17.700001
"142","2019-04-15",17.5
"143","2019-04-16",17.48
"144","2019-04-17",17.450001
"145","2019-04-18",17.440001
"146","2019-04-22",17.42
"147","2019-04-23",17.5
"148","2019-04-24",17.75
"149","2019-04-25",17.610001
"150","2019-04-26",17.809999
"151","2019-04-29",17.67
"152","2019-04-30",17.32
"153","2019-05-01",17.27
"154","2019-05-02",17.440001
"155","2019-05-03",17.65
"156","2019-05-06",17.65
"157","2019-05-07",17.75
"158","2019-05-08",17.9
"159","2019-05-09",17.6
"160","2019-05-10",17.68
"161","2019-05-13",17.5
"162","2019-05-14",17.700001
"163","2019-05-15",17.700001
"164","2019-05-16",17.450001
"165","2019-05-17",17.51
"166","2019-05-20",17.48
"167","2019-05-21",17.5
"168","2019-05-22",17.27
"169","2019-05-23",17.27
"170","2019-05-24",17.5
"171","2019-05-28",17.25
"172","2019-05-29",17.309999
"173","2019-05-30",17.450001
"174","2019-05-31",16.940001
"175","2019-06-03",17.09
"176","2019-06-04",17.209999
"177","2019-06-05",17.049999
"178","2019-06-06",16.959999
"179","2019-06-07",17
"180","2019-06-10",17.07
"181","2019-06-11",17
"182","2019-06-12",16.9
"183","2019-06-13",16.75
"184","2019-06-14",16.6
"185","2019-06-17",16.75
"186","2019-06-18",16.950001
"187","2019-06-19",16.950001
"188","2019-06-20",16.690001
"189","2019-06-21",16.950001
"190","2019-06-24",16.65
"191","2019-06-25",16.450001
"192","2019-06-26",16.6
"193","2019-06-27",16.93
"194","2019-06-28",18.49
"195","2019-07-01",18.26
"196","2019-07-02",17.82
"197","2019-07-03",18.15
"198","2019-07-05",17.799999
"199","2019-07-08",18.120001
"200","2019-07-09",18.139999
"201","2019-07-10",18.219999
"202","2019-07-11",18.09
"203","2019-07-12",17.799999
"204","2019-07-15",17.969999
"205","2019-07-16",17.860001
"206","2019-07-17",17.860001
"207","2019-07-18",17.950001
"208","2019-07-19",18
"209","2019-07-22",17.58
"210","2019-07-23",17.870001
"211","2019-07-24",17.76
"212","2019-07-25",17.84
"213","2019-07-26",18.610001
"214","2019-07-29",18.57
"215","2019-07-30",18.6
"216","2019-07-31",18.91
"217","2019-08-01",18.84
"218","2019-08-02",18.450001
"219","2019-08-05",17.5
"220","2019-08-06",17.440001
"221","2019-08-07",16.559999
"222","2019-08-08",16.950001
"223","2019-08-09",16.709999
"224","2019-08-12",17.07
"225","2019-08-13",17.43
"226","2019-08-14",16.450001
"227","2019-08-15",16.68
"228","2019-08-16",17.35
"229","2019-08-19",17.5
"230","2019-08-20",16.6
"231","2019-08-21",16.52
"232","2019-08-22",16.41
"233","2019-08-23",16.209999
"234","2019-08-26",16.9
"235","2019-08-27",16.450001
"236","2019-08-28",17.1
"237","2019-08-29",17.5
"238","2019-08-30",17.99
"239","2019-09-03",17.49
"240","2019-09-04",17.76
"241","2019-09-05",17.700001
"242","2019-09-06",17.66
"243","2019-09-09",17.809999
"244","2019-09-10",17.92
"245","2019-09-11",18.24
"246","2019-09-12",18.15
"247","2019-09-13",18.040001
"248","2019-09-16",18.549999
"249","2019-09-17",18.66
"250","2019-09-18",18.709999
"251","2019-09-19",18.57
"252","2019-09-20",18.52
"253","2019-09-23",18.73
"254","2019-09-24",18.58
"255","2019-09-25",18.77
"256","2019-09-26",18.799999
"257","2019-09-27",18.940001
"258","2019-09-30",18.799999
"259","2019-10-01",18.65
"260","2019-10-02",18.790001
"261","2019-10-03",18.74
"262","2019-10-04",18.35
"263","2019-10-07",17.799999
"264","2019-10-08",17.549999
"265","2019-10-09",17.5
"266","2019-10-10",17.559999
"267","2019-10-11",18.07
"268","2019-10-14",18
"269","2019-10-15",17.889999
"270","2019-10-16",18.049999
"271","2019-10-17",18
"272","2019-10-18",18.1
"273","2019-10-21",18.1
"274","2019-10-22",17.959999
"275","2019-10-23",18.09
"276","2019-10-24",18.1
"277","2019-10-25",18.1
"278","2019-10-28",18.1
"279","2019-10-29",18.200001
"280","2019-10-30",18.200001
"281","2019-10-31",18.200001
"282","2019-11-01",18.74
"283","2019-11-04",18.629999
"284","2019-11-05",18.98
"285","2019-11-06",18.700001
"286","2019-11-07",18.75
"287","2019-11-08",18.719999
"288","2019-11-11",18.950001
"289","2019-11-12",18.959999
"290","2019-11-13",19.07
"291","2019-11-14",18.75
"292","2019-11-15",18.85
"293","2019-11-18",18.92
"294","2019-11-19",19.1
"295","2019-11-20",18.76
"296","2019-11-21",18.940001
"297","2019-11-22",19.01
"298","2019-11-25",19.09
"299","2019-11-26",18.809999
"300","2019-11-27",19.059999
"301","2019-11-29",18.91
"302","2019-12-02",18.98
"303","2019-12-03",18.879999
"304","2019-12-04",18.82
"305","2019-12-05",19.030001
"306","2019-12-06",18.85
"307","2019-12-09",18.75
"308","2019-12-10",19.1
"309","2019-12-11",19
"310","2019-12-12",18.83
"311","2019-12-13",19
"312","2019-12-16",19.18
"313","2019-12-17",19.25
"314","2019-12-18",19.370001
"315","2019-12-19",19.139999
"316","2019-12-20",19.58
"317","2019-12-23",19.6
"318","2019-12-24",19.52
"319","2019-12-26",19.540001
"320","2019-12-27",18.969999
"321","2019-12-30",18.42
"322","2019-12-31",18.959999
"323","2020-01-02",18.92
"324","2020-01-03",18.51
"325","2020-01-06",18.49
"326","2020-01-07",18.309999
"327","2020-01-08",18.5
"328","2020-01-09",18.629999
"329","2020-01-10",18.549999
"330","2020-01-13",18.68
"331","2020-01-14",18.6
"332","2020-01-15",18.690001
"333","2020-01-16",18.799999
"334","2020-01-17",18.66
"335","2020-01-21",18.719999
"336","2020-01-22",18.799999
"337","2020-01-23",18.700001
"338","2020-01-24",18.66
"339","2020-01-27",18.42
"340","2020-01-28",18.48
"341","2020-01-29",18.57
"342","2020-01-30",18.540001
"343","2020-01-31",18.190001
"344","2020-02-03",18.200001
"345","2020-02-04",18.799999
"346","2020-02-05",18.9
"347","2020-02-06",18.52
"348","2020-02-07",18.370001
"349","2020-02-10",18.799999
"350","2020-02-11",18.51
"351","2020-02-12",18.51
"352","2020-02-13",18.629999
"353","2020-02-14",18.75
"354","2020-02-18",18.75
"355","2020-02-19",18.51
"356","2020-02-20",18.51
"357","2020-02-21",18.469999
"358","2020-02-24",18.35
"359","2020-02-25",18.549999
"360","2020-02-26",18.379999
"361","2020-02-27",18
"362","2020-02-28",17.9
"363","2020-03-02",17.219999
"364","2020-03-03",15.66
"365","2020-03-04",15.39
"366","2020-03-05",15.26
"367","2020-03-06",14.59
"368","2020-03-09",10.84
"369","2020-03-10",10.7
"370","2020-03-11",9.97
"371","2020-03-12",7.57
"372","2020-03-13",8.97
"373","2020-03-16",8.13
"374","2020-03-17",6.48
"375","2020-03-18",5.81
"376","2020-03-19",6.65
"377","2020-03-20",7
"378","2020-03-23",7.24
"379","2020-03-24",8.75
"380","2020-03-25",9.17
"381","2020-03-26",8.95
"382","2020-03-27",8.03
"383","2020-03-30",8
"384","2020-03-31",7.94
"385","2020-04-01",6.95
"386","2020-04-02",7
"387","2020-04-03",6.7
"388","2020-04-06",7.15
"389","2020-04-07",6.9
"390","2020-04-08",7.24
"391","2020-04-09",7.87
"392","2020-04-13",6.82
"393","2020-04-14",6.87
"394","2020-04-15",6.82
"395","2020-04-16",6.76
"396","2020-04-17",7.17
"397","2020-04-20",6.76
"398","2020-04-21",6.71
"399","2020-04-22",7.16
"400","2020-04-23",7.09
"401","2020-04-24",7.03
"402","2020-04-27",7.68
"403","2020-04-28",8
"404","2020-04-29",8.16
"405","2020-04-30",10
"406","2020-05-01",9.66
"407","2020-05-04",10.4
"408","2020-05-05",10.13
"409","2020-05-06",10.01
"410","2020-05-07",10.04
"411","2020-05-08",10.75
"412","2020-05-11",10.36
"413","2020-05-12",10.19
"414","2020-05-13",9.12
"415","2020-05-14",9.07
"416","2020-05-15",9.05
"417","2020-05-18",10.3
"418","2020-05-19",9.21
"419","2020-05-20",9.28
"420","2020-05-21",8.91
"421","2020-05-22",8.97
"422","2020-05-26",9.57
"423","2020-05-27",10.02
"424","2020-05-28",10.06
"425","2020-05-29",10.2
"426","2020-06-01",10.01
"427","2020-06-02",9.75
"428","2020-06-03",10.13
"429","2020-06-04",10.37
"430","2020-06-05",11.15
"431","2020-06-08",12.57
"432","2020-06-09",13.19
"433","2020-06-10",11.93
"434","2020-06-11",10.53
"435","2020-06-12",10.51
"436","2020-06-15",10.32
"437","2020-06-16",10.09
"438","2020-06-17",9.86
"439","2020-06-18",10.11
"440","2020-06-19",10.27
"441","2020-06-22",10.06
"442","2020-06-23",9.9
"443","2020-06-24",9.88
"444","2020-06-25",10.04
"445","2020-06-26",11.61
"446","2020-06-29",10.68
"447","2020-06-30",10.86
"448","2020-07-01",10.89
"449","2020-07-02",11.04
"450","2020-07-06",10.5
"451","2020-07-07",10.05
"452","2020-07-08",10.21
"453","2020-07-09",9.94
"454","2020-07-10",10.01
"455","2020-07-13",10.11
"456","2020-07-14",9.65
"457","2020-07-15",10.12
"458","2020-07-16",9.95
"459","2020-07-17",9.85
"460","2020-07-20",9.7
"461","2020-07-21",9.96
"462","2020-07-22",9.74
"463","2020-07-23",9.45
"464","2020-07-24",9.5
"465","2020-07-27",10
"466","2020-07-28",9.92
"467","2020-07-29",9.89
"468","2020-07-30",9.89
"469","2020-07-31",9.91
"470","2020-08-03",9.79
"471","2020-08-04",10.12
"472","2020-08-05",10.11
"473","2020-08-06",10.44
"474","2020-08-07",10.86
"475","2020-08-10",11.09
"476","2020-08-11",11.35
"477","2020-08-12",11.47
"478","2020-08-13",11.44
"479","2020-08-14",11.69
"480","2020-08-17",11.29
"481","2020-08-18",10.8
"482","2020-08-19",10.68
"483","2020-08-20",10.26
"484","2020-08-21",10.25
"485","2020-08-24",10.5
"486","2020-08-25",10.29
"487","2020-08-26",10.52
"488","2020-08-27",10
"489","2020-08-28",11.4
"490","2020-08-31",10.24
"491","2020-09-01",10.04
"492","2020-09-02",9.85
"493","2020-09-03",10.14
"494","2020-09-04",10
"495","2020-09-08",9.7
"496","2020-09-09",9.87
"497","2020-09-10",9.65
"498","2020-09-11",9.66
"499","2020-09-14",9.89
"500","2020-09-15",9.55
"501","2020-09-16",9.4
"502","2020-09-17",9.55
"503","2020-09-18",9.55
"504","2020-09-21",9.25
"505","2020-09-22",9.14
"506","2020-09-23",8.51
"507","2020-09-24",8.57
"508","2020-09-25",8.75
"509","2020-09-28",9.44
"510","2020-09-29",9.75
"511","2020-09-30",9.4
"512","2020-10-01",9.4
"513","2020-10-02",9.18
"514","2020-10-05",9.97
"515","2020-10-06",9.51
"516","2020-10-07",9.65
"517","2020-10-08",9.73
"518","2020-10-09",9.5
"519","2020-10-12",9.95
"520","2020-10-13",9.5
"521","2020-10-14",9.45
"522","2020-10-15",9.45
"523","2020-10-16",9.32
"524","2020-10-19",9.3
"525","2020-10-20",9.54
"526","2020-10-21",9.51
"527","2020-10-22",9.56
"528","2020-10-23",9.55
"529","2020-10-26",9.4
"530","2020-10-27",9.36
"531","2020-10-28",9.13
"532","2020-10-29",9.17
"533","2020-10-30",9.07
"534","2020-11-02",9.55
"535","2020-11-03",9.45
"536","2020-11-04",9.38
"537","2020-11-05",9.73
"538","2020-11-06",9.55
"539","2020-11-09",11.91
"540","2020-11-10",12.15
"541","2020-11-11",11.98
"542","2020-11-12",11.24
"543","2020-11-13",11.2
"544","2020-11-16",11.86
"545","2020-11-17",11.83
"546","2020-11-18",12.02
"547","2020-11-19",11.67
"548","2020-11-20",12.15
"549","2020-11-23",11.78
"550","2020-11-24",12.62
"551","2020-11-25",12.53
"552","2020-11-27",12.64
