"","date","ASPN"
"228","2015-05-08",6.57
"229","2015-05-11",6.6
"230","2015-05-12",6.85
"231","2015-05-13",7.04
"232","2015-05-14",6.99
"233","2015-05-15",7.1
"234","2015-05-18",7.15
"235","2015-05-19",6.95
"236","2015-05-20",6.79
"237","2015-05-21",6.9
"238","2015-05-22",6.81
"239","2015-05-26",6.57
"240","2015-05-27",6.55
"241","2015-05-28",6.57
"242","2015-05-29",6.9
"243","2015-06-01",7.04
"244","2015-06-02",6.93
"245","2015-06-03",6.99
"246","2015-06-04",7
"247","2015-06-05",6.92
"248","2015-06-08",6.22
"249","2015-06-09",6.49
"250","2015-06-10",6.5
"251","2015-06-11",6.63
"252","2015-06-12",6.48
"253","2015-06-15",6.49
"254","2015-06-16",6.48
"255","2015-06-17",6.61
"256","2015-06-18",6.66
"257","2015-06-19",6.4
"258","2015-06-22",6.41
"259","2015-06-23",6.38
"260","2015-06-24",6.32
"261","2015-06-25",6.41
"262","2015-06-26",6.6
"263","2015-06-29",6.69
"264","2015-06-30",6.62
"265","2015-07-01",6.53
"266","2015-07-02",6.59
"267","2015-07-06",6.59
"268","2015-07-07",6.47
"269","2015-07-08",6.4
"270","2015-07-09",6.5
"271","2015-07-10",6.46
"272","2015-07-13",6.52
"273","2015-07-14",6.7
"274","2015-07-15",6.67
"275","2015-07-16",6.69
"276","2015-07-17",6.62
"277","2015-07-20",6.59
"278","2015-07-21",6.56
"279","2015-07-22",6.51
"280","2015-07-23",6.42
"281","2015-07-24",6.36
"282","2015-07-27",6.4
"283","2015-07-28",6.49
"284","2015-07-29",6.48
"285","2015-07-30",6.56
"286","2015-07-31",6.59
"287","2015-08-03",6.48
"288","2015-08-04",6.53
"289","2015-08-05",6.52
"290","2015-08-06",6.73
"291","2015-08-07",7
"292","2015-08-10",7.11
"293","2015-08-11",6.85
"294","2015-08-12",6.82
"295","2015-08-13",6.7
"296","2015-08-14",7.2
"297","2015-08-17",7.71
"298","2015-08-18",7.68
"299","2015-08-19",7.61
"300","2015-08-20",7.43
"301","2015-08-21",7.25
"302","2015-08-24",7.17
"303","2015-08-25",7.18
"304","2015-08-26",7.17
"305","2015-08-27",7.3
"306","2015-08-28",7.38
"307","2015-08-31",7.47
"308","2015-09-01",7.75
"309","2015-09-02",8.07
"310","2015-09-03",8.25
"311","2015-09-04",8.1
"312","2015-09-08",8.23
"313","2015-09-09",8.35
"314","2015-09-10",8.29
"315","2015-09-11",8.41
"316","2015-09-14",8.41
"317","2015-09-15",8.47
"318","2015-09-16",8.76
"319","2015-09-17",8.93
"320","2015-09-18",8.57
"321","2015-09-21",8.56
"322","2015-09-22",8.21
"323","2015-09-23",8.35
"324","2015-09-24",8.29
"325","2015-09-25",8.22
"326","2015-09-28",7.8
"327","2015-09-29",7.45
"328","2015-09-30",7.5
"329","2015-10-01",7.47
"330","2015-10-02",7.5
"331","2015-10-05",8.03
"332","2015-10-06",8.16
"333","2015-10-07",8.21
"334","2015-10-08",8.3
"335","2015-10-09",8.3
"336","2015-10-12",8.34
"337","2015-10-13",8.4
"338","2015-10-14",8.4
"339","2015-10-15",8.53
"340","2015-10-16",8.61
"341","2015-10-19",8.54
"342","2015-10-20",8.55
"343","2015-10-21",8.51
"344","2015-10-22",8.41
"345","2015-10-23",8.49
"346","2015-10-26",8.32
"347","2015-10-27",8.25
"348","2015-10-28",8.37
"349","2015-10-29",8.37
"350","2015-10-30",8.37
"351","2015-11-02",8.17
"352","2015-11-03",7.91
"353","2015-11-04",7.69
"354","2015-11-05",7.74
"355","2015-11-06",6.09
"356","2015-11-09",6.34
"357","2015-11-10",6.36
"358","2015-11-11",5.82
"359","2015-11-12",5.51
"360","2015-11-13",5.6
"361","2015-11-16",5.59
"362","2015-11-17",5.83
"363","2015-11-18",5.86
"364","2015-11-19",5.98
"365","2015-11-20",6.12
"366","2015-11-23",6.28
"367","2015-11-24",6.35
"368","2015-11-25",6.38
"369","2015-11-27",6.45
"370","2015-11-30",6.5
"371","2015-12-01",6.53
"372","2015-12-02",6.57
"373","2015-12-03",6.51
"374","2015-12-04",6.41
"375","2015-12-07",6.26
"376","2015-12-08",6.28
"377","2015-12-09",6.31
"378","2015-12-10",6.45
"379","2015-12-11",6.17
"380","2015-12-14",5.64
"381","2015-12-15",5.49
"382","2015-12-16",5.34
"383","2015-12-17",5.72
"384","2015-12-18",5.84
"385","2015-12-21",5.37
"386","2015-12-22",5.63
"387","2015-12-23",5.79
"388","2015-12-24",5.85
"389","2015-12-28",5.8
"390","2015-12-29",5.92
"391","2015-12-30",6.06
"392","2015-12-31",6.07
"393","2016-01-04",6.05
"394","2016-01-05",6.19
"395","2016-01-06",6.1
"396","2016-01-07",5.82
"397","2016-01-08",5.8
"398","2016-01-11",5.8
"399","2016-01-12",6
"400","2016-01-13",5.78
"401","2016-01-14",5.7
"402","2016-01-15",5.53
"403","2016-01-19",5.48
"404","2016-01-20",5.21
"405","2016-01-21",4.97
"406","2016-01-22",5.17
"407","2016-01-25",4.7
"408","2016-01-26",4.69
"409","2016-01-27",4.47
"410","2016-01-28",4.34
"411","2016-01-29",4.36
"412","2016-02-01",4.41
"413","2016-02-02",4.77
"414","2016-02-03",4.64
"415","2016-02-04",4.72
"416","2016-02-05",4.74
"417","2016-02-08",4.52
"418","2016-02-09",4.49
"419","2016-02-10",3.71
"420","2016-02-11",3.77
"421","2016-02-12",3.58
"422","2016-02-16",3.86
"423","2016-02-17",3.94
"424","2016-02-18",3.87
"425","2016-02-19",3.78
"426","2016-02-22",3.96
"427","2016-02-23",3.78
"428","2016-02-24",3.55
"429","2016-02-25",3.68
"430","2016-02-26",3.9
"431","2016-02-29",3.65
"432","2016-03-01",3.99
"433","2016-03-02",4
"434","2016-03-03",3.69
"435","2016-03-04",3.97
"436","2016-03-07",4
"437","2016-03-08",4
"438","2016-03-09",4.02
"439","2016-03-10",4.02
"440","2016-03-11",4.01
"441","2016-03-14",4.3
"442","2016-03-15",4.29
"443","2016-03-16",4.14
"444","2016-03-17",4.03
"445","2016-03-18",4.57
"446","2016-03-21",4.73
"447","2016-03-22",4.74
"448","2016-03-23",4.42
"449","2016-03-24",4.44
"450","2016-03-28",4.34
"451","2016-03-29",4.48
"452","2016-03-30",4.48
"453","2016-03-31",4.5
"454","2016-04-01",4.4
"455","2016-04-04",4.45
"456","2016-04-05",4.29
"457","2016-04-06",4.21
"458","2016-04-07",4.18
"459","2016-04-08",4.23
"460","2016-04-11",4.24
"461","2016-04-12",4.29
"462","2016-04-13",4.19
"463","2016-04-14",4.16
"464","2016-04-15",4.19
"465","2016-04-18",4.2
"466","2016-04-19",4.18
"467","2016-04-20",4.1
"468","2016-04-21",4.48
"469","2016-04-22",4.49
"470","2016-04-25",4.5
"471","2016-04-26",4.53
"472","2016-04-27",4.69
"473","2016-04-28",4.77
"474","2016-04-29",4.76
"475","2016-05-02",4.76
"476","2016-05-03",4.76
"477","2016-05-04",4.32
"478","2016-05-05",4.55
"479","2016-05-06",4.5
"480","2016-05-09",4.49
"481","2016-05-10",4.19
"482","2016-05-11",4.15
"483","2016-05-12",4.27
"484","2016-05-13",4.46
"485","2016-05-16",4.39
"486","2016-05-17",4.5
"487","2016-05-18",4.49
"488","2016-05-19",4.24
"489","2016-05-20",4.16
"490","2016-05-23",4.17
"491","2016-05-24",4.16
"492","2016-05-25",4.25
"493","2016-05-26",4.39
"494","2016-05-27",4.25
"495","2016-05-31",4.01
"496","2016-06-01",4.27
"497","2016-06-02",4.12
"498","2016-06-03",4.12
"499","2016-06-06",4.29
"500","2016-06-07",4.44
"501","2016-06-08",4.49
"502","2016-06-09",4.51
"503","2016-06-10",4.48
"504","2016-06-13",4.18
"505","2016-06-14",4.21
"506","2016-06-15",4.19
"507","2016-06-16",4.13
"508","2016-06-17",3.94
"509","2016-06-20",3.97
"510","2016-06-21",4.06
"511","2016-06-22",5
"512","2016-06-23",4.93
"513","2016-06-24",4.75
"514","2016-06-27",4.51
"515","2016-06-28",4.95
"516","2016-06-29",4.87
"517","2016-06-30",4.97
"518","2016-07-01",4.92
"519","2016-07-05",4.79
"520","2016-07-06",4.81
"521","2016-07-07",4.84
"522","2016-07-08",4.95
"523","2016-07-11",4.95
"524","2016-07-12",5.04
"525","2016-07-13",5.44
"526","2016-07-14",5.24
"527","2016-07-15",5.44
"528","2016-07-18",5.26
"529","2016-07-19",5.33
"530","2016-07-20",5.28
"531","2016-07-21",5.22
"532","2016-07-22",5.04
"533","2016-07-25",4.87
"534","2016-07-26",4.88
"535","2016-07-27",5.01
"536","2016-07-28",4.96
"537","2016-07-29",4.98
"538","2016-08-01",4.99
"539","2016-08-02",4.97
"540","2016-08-03",4.98
"541","2016-08-04",5.06
"542","2016-08-05",4.74
"543","2016-08-08",4.7
"544","2016-08-09",4.82
"545","2016-08-10",4.83
"546","2016-08-11",4.91
"547","2016-08-12",4.84
"548","2016-08-15",4.89
"549","2016-08-16",4.91
"550","2016-08-17",4.87
"551","2016-08-18",4.89
"552","2016-08-19",4.76
"553","2016-08-22",4.66
"554","2016-08-23",4.84
"555","2016-08-24",4.95
"556","2016-08-25",4.98
"557","2016-08-26",5.02
"558","2016-08-29",5.04
"559","2016-08-30",4.98
"560","2016-08-31",4.91
"561","2016-09-01",4.94
"562","2016-09-02",5.1
"563","2016-09-06",5.06
"564","2016-09-07",5.13
"565","2016-09-08",5.01
"566","2016-09-09",4.62
"567","2016-09-12",4.7
"568","2016-09-13",4.53
"569","2016-09-14",4.53
"570","2016-09-15",4.55
"571","2016-09-16",4.96
"572","2016-09-19",4.96
"573","2016-09-20",5.22
"574","2016-09-21",5.24
"575","2016-09-22",5.31
"576","2016-09-23",5.36
"577","2016-09-26",5.5
"578","2016-09-27",5.67
"579","2016-09-28",6.03
"580","2016-09-29",6.175
"581","2016-09-30",5.96
"582","2016-10-03",5.91
"583","2016-10-04",6
"584","2016-10-05",6.15
"585","2016-10-06",6.11
"586","2016-10-07",6.06
"587","2016-10-10",6.11
"588","2016-10-11",6.27
"589","2016-10-12",6.17
"590","2016-10-13",6.14
"591","2016-10-14",6.1
"592","2016-10-17",6.21
"593","2016-10-18",6.15
"594","2016-10-19",6.46
"595","2016-10-20",6.55
"596","2016-10-21",6.47
"597","2016-10-24",6.51
"598","2016-10-25",6.5
"599","2016-10-26",6.36
"600","2016-10-27",6.47
"601","2016-10-28",6.5
"602","2016-10-31",6.17
"603","2016-11-01",6.08
"604","2016-11-02",6.04
"605","2016-11-03",5.89
"606","2016-11-04",4.04
"607","2016-11-07",3.7
"608","2016-11-08",3.94
"609","2016-11-09",3.95
"610","2016-11-10",3.88
"611","2016-11-11",3.94
"612","2016-11-14",3.78
"613","2016-11-15",3.7
"614","2016-11-16",3.94
"615","2016-11-17",3.87
"616","2016-11-18",3.94
"617","2016-11-21",4
"618","2016-11-22",4.005
"619","2016-11-23",4.03
"620","2016-11-25",4
"621","2016-11-28",3.99
"622","2016-11-29",3.73
"623","2016-11-30",3.85
"624","2016-12-01",3.96
"625","2016-12-02",4.09
"626","2016-12-05",4.13
"627","2016-12-06",4.14
"628","2016-12-07",4.29
"629","2016-12-08",4.3
"630","2016-12-09",4.27
"631","2016-12-12",4.29
"632","2016-12-13",4.16
"633","2016-12-14",3.99
"634","2016-12-15",4.03
"635","2016-12-16",4.2
"636","2016-12-19",4
"637","2016-12-20",4.08
"638","2016-12-21",4.44
"639","2016-12-22",4.31
"640","2016-12-23",4.26
"641","2016-12-27",4.24
"642","2016-12-28",4.01
"643","2016-12-29",4.01
"644","2016-12-30",4.13
"645","2017-01-03",4.25
"646","2017-01-04",4.35
"647","2017-01-05",4.26
"648","2017-01-06",4.16
"649","2017-01-09",4.21
"650","2017-01-10",4.22
"651","2017-01-11",4.16
"652","2017-01-12",4.21
"653","2017-01-13",4.27
"654","2017-01-17",4.25
"655","2017-01-18",4.42
"656","2017-01-19",4.35
"657","2017-01-20",4.36
"658","2017-01-23",4.36
"659","2017-01-24",4.57
"660","2017-01-25",4.63
"661","2017-01-26",4.628
"662","2017-01-27",4.74
"663","2017-01-30",4.61
"664","2017-01-31",4.66
"665","2017-02-01",4.45
"666","2017-02-02",4.53
"667","2017-02-03",4.49
"668","2017-02-06",4.34
"669","2017-02-07",4.35
"670","2017-02-08",4.38
"671","2017-02-09",4.36
"672","2017-02-10",4.38
"673","2017-02-13",4.38
"674","2017-02-14",4.58
"675","2017-02-15",4.55
"676","2017-02-16",4.49
"677","2017-02-17",4.39
"678","2017-02-21",4.44
"679","2017-02-22",4.35
"680","2017-02-23",4.11
"681","2017-02-24",4.01
"682","2017-02-27",4.06
"683","2017-02-28",4.14
"684","2017-03-01",4.18
"685","2017-03-02",4.03
"686","2017-03-03",4.06
"687","2017-03-06",4.04
"688","2017-03-07",4.06
"689","2017-03-08",4.05
"690","2017-03-09",4.03
"691","2017-03-10",4.07
"692","2017-03-13",4.15
"693","2017-03-14",4.06
"694","2017-03-15",4.08
"695","2017-03-16",4.14
"696","2017-03-17",4.08
"697","2017-03-20",4.01
"698","2017-03-21",3.89
"699","2017-03-22",3.9
"700","2017-03-23",4.04
"701","2017-03-24",4.02
"702","2017-03-27",4.11
"703","2017-03-28",4.13
"704","2017-03-29",4.21
"705","2017-03-30",4.13
"706","2017-03-31",4.15
"707","2017-04-03",4.29
"708","2017-04-04",4.1
"709","2017-04-05",4.11
"710","2017-04-06",4.23
"711","2017-04-07",4.2
"712","2017-04-10",4.01
"713","2017-04-11",3.99
"714","2017-04-12",4
"715","2017-04-13",3.98
"716","2017-04-17",3.98
"717","2017-04-18",3.97
"718","2017-04-19",3.97
"719","2017-04-20",3.97
"720","2017-04-21",3.99
"721","2017-04-24",3.96
"722","2017-04-25",3.99
"723","2017-04-26",3.98
"724","2017-04-27",4.08
"725","2017-04-28",4.06
"726","2017-05-01",4.01
"727","2017-05-02",4.03
"728","2017-05-03",4.03
"729","2017-05-04",4.07
"730","2017-05-05",4.21
"731","2017-05-08",4.37
"732","2017-05-09",4.4
"733","2017-05-10",4.36
"734","2017-05-11",4.33
"735","2017-05-12",4.25
"736","2017-05-15",4.25
"737","2017-05-16",4.23
"738","2017-05-17",4.25
"739","2017-05-18",4.27
"740","2017-05-19",4.4
"741","2017-05-22",4.59
"742","2017-05-23",4.53
"743","2017-05-24",4.5
"744","2017-05-25",4.44
"745","2017-05-26",4.52
"746","2017-05-30",4.59
"747","2017-05-31",4.52
"748","2017-06-01",4.29
"749","2017-06-02",4.3
"750","2017-06-05",4.33
"751","2017-06-06",4.27
"752","2017-06-07",4.26
"753","2017-06-08",4.35
"754","2017-06-09",4.54
"755","2017-06-12",4.27
"756","2017-06-13",4.29
"757","2017-06-14",4.15
"758","2017-06-15",4.06
"759","2017-06-16",4.01
"760","2017-06-19",4.11
"761","2017-06-20",4.14
"762","2017-06-21",4.11
"763","2017-06-22",4.24
"764","2017-06-23",4.25
"765","2017-06-26",4.39
"766","2017-06-27",4.36
"767","2017-06-28",4.41
"768","2017-06-29",4.39
"769","2017-06-30",4.45
"770","2017-07-03",4.41
"771","2017-07-05",4.64
"772","2017-07-06",4.39
"773","2017-07-07",4.45
"774","2017-07-10",4.49
"775","2017-07-11",4.46
"776","2017-07-12",4.46
"777","2017-07-13",4.57
"778","2017-07-14",4.51
"779","2017-07-17",4.59
"780","2017-07-18",4.59
"781","2017-07-19",4.53
"782","2017-07-20",4.48
"783","2017-07-21",4.62
"784","2017-07-24",4.42
"785","2017-07-25",4.45
"786","2017-07-26",4.42
"787","2017-07-27",4.5
"788","2017-07-28",4.62
"789","2017-07-31",4.61
"790","2017-08-01",4.6
"791","2017-08-02",4.56
"792","2017-08-03",4.61
"793","2017-08-04",4.84
"794","2017-08-07",4.82
"795","2017-08-08",4.75
"796","2017-08-09",4.65
"797","2017-08-10",4.6
"798","2017-08-11",4.75
"799","2017-08-14",4.63
"800","2017-08-15",4.58
"801","2017-08-16",4.38
"802","2017-08-17",4.27
"803","2017-08-18",4.25
"804","2017-08-21",4.23
"805","2017-08-22",4.18
"806","2017-08-23",4.21
"807","2017-08-24",4.22
"808","2017-08-25",4.16
"809","2017-08-28",4.2
"810","2017-08-29",4.1
"811","2017-08-30",4.06
"812","2017-08-31",4.09
"813","2017-09-01",4.17
"814","2017-09-05",4.13
"815","2017-09-06",4.19
"816","2017-09-07",4.19
"817","2017-09-08",4.18
"818","2017-09-11",4.2
"819","2017-09-12",4.17
"820","2017-09-13",4.19
"821","2017-09-14",4.21
"822","2017-09-15",4.06
"823","2017-09-18",4.12
"824","2017-09-19",4.18
"825","2017-09-20",4.16
"826","2017-09-21",4.11
"827","2017-09-22",4.06
"828","2017-09-25",4.19
"829","2017-09-26",4.11
"830","2017-09-27",4.19
"831","2017-09-28",4.2
"832","2017-09-29",4.35
"833","2017-10-02",4.2
"834","2017-10-03",4.15
"835","2017-10-04",4.18
"836","2017-10-05",4.18
"837","2017-10-06",4.33
"838","2017-10-09",4.43
"839","2017-10-10",4.44
"840","2017-10-11",4.28
"841","2017-10-12",4.2
"842","2017-10-13",4.31
"843","2017-10-16",4.25
"844","2017-10-17",4.26
"845","2017-10-18",4.37
"846","2017-10-19",4.3
"847","2017-10-20",4.31
"848","2017-10-23",4.35
"849","2017-10-24",4.25
"850","2017-10-25",4.36
"851","2017-10-26",4.34
"852","2017-10-27",4.31
"853","2017-10-30",4.45
"854","2017-10-31",4.48
"855","2017-11-01",4.46
"856","2017-11-02",4.45
"857","2017-11-03",4.79
"858","2017-11-06",4.9
"859","2017-11-07",4.86
"860","2017-11-08",4.86
"861","2017-11-09",4.9
"862","2017-11-10",4.87
"863","2017-11-13",4.83
"864","2017-11-14",4.63
"865","2017-11-15",4.77
"866","2017-11-16",4.77
"867","2017-11-17",4.86
"868","2017-11-20",4.86
"869","2017-11-21",4.82
"870","2017-11-22",4.79
"871","2017-11-24",4.8
"872","2017-11-27",4.72
"873","2017-11-28",4.77
"874","2017-11-29",4.76
"875","2017-11-30",4.77
"876","2017-12-01",4.84
"877","2017-12-04",4.83
"878","2017-12-05",5.05
"879","2017-12-06",5.07
"880","2017-12-07",5.06
"881","2017-12-08",5
"882","2017-12-11",5.03
"883","2017-12-12",4.99
"884","2017-12-13",4.99
"885","2017-12-14",4.82
"886","2017-12-15",4.96
"887","2017-12-18",4.92
"888","2017-12-19",4.85
"889","2017-12-20",4.87
"890","2017-12-21",4.93
"891","2017-12-22",4.89
"892","2017-12-26",4.82
"893","2017-12-27",4.8
"894","2017-12-28",4.94
"895","2017-12-29",4.88
"896","2018-01-02",4.98
"897","2018-01-03",4.99
"898","2018-01-04",5.06
"899","2018-01-05",5.09
"900","2018-01-08",5.07
"901","2018-01-09",5.11
"902","2018-01-10",5
"903","2018-01-11",5.05
"904","2018-01-12",5.05
"905","2018-01-16",4.95
"906","2018-01-17",5.03
"907","2018-01-18",5
"908","2018-01-19",5.03
"909","2018-01-22",5.12
"910","2018-01-23",5.4
"911","2018-01-24",5.35
"912","2018-01-25",5.38
"913","2018-01-26",5.39
"914","2018-01-29",5.33
"915","2018-01-30",5.21
"916","2018-01-31",5.05
"917","2018-02-01",4.96
"918","2018-02-02",4.8
"919","2018-02-05",4.5
"920","2018-02-06",4.6
"921","2018-02-07",4.97
"922","2018-02-08",4.73
"923","2018-02-09",4.61
"924","2018-02-12",4.56
"925","2018-02-13",4.58
"926","2018-02-14",4.64
"927","2018-02-15",4.6
"928","2018-02-16",4.4
"929","2018-02-20",4.52
"930","2018-02-21",4.44
"931","2018-02-22",4.36
"932","2018-02-23",4.54
"933","2018-02-26",4.52
"934","2018-02-27",4.52
"935","2018-02-28",4.6
"936","2018-03-01",4.57
"937","2018-03-02",4.57
"938","2018-03-05",4.75
"939","2018-03-06",4.68
"940","2018-03-07",4.7
"941","2018-03-08",4.61
"942","2018-03-09",4.59
"943","2018-03-12",4.53
"944","2018-03-13",4.54
"945","2018-03-14",4.47
"946","2018-03-15",4.48
"947","2018-03-16",4.48
"948","2018-03-19",4.27
"949","2018-03-20",4.25
"950","2018-03-21",4.29
"951","2018-03-22",4.24
"952","2018-03-23",4.26
"953","2018-03-26",4.25
"954","2018-03-27",4.24
"955","2018-03-28",4.25
"956","2018-03-29",4.27
"957","2018-04-02",4.18
"958","2018-04-03",4.14
"959","2018-04-04",4.15
"960","2018-04-05",4.14
"961","2018-04-06",4.18
"962","2018-04-09",4.03
"963","2018-04-10",4.14
"964","2018-04-11",4.1
"965","2018-04-12",4.29
"966","2018-04-13",4.41
"967","2018-04-16",4.47
"968","2018-04-17",4.34
"969","2018-04-18",4.38
"970","2018-04-19",4.44
"971","2018-04-20",4.54
"972","2018-04-23",4.45
"973","2018-04-24",4.51
"974","2018-04-25",4.45
"975","2018-04-26",4.41
"976","2018-04-27",4.45
"977","2018-04-30",4.5
"978","2018-05-01",4.49
"979","2018-05-02",4.47
"980","2018-05-03",4.45
"981","2018-05-04",4.55
"982","2018-05-07",4.61
"983","2018-05-08",4.71
"984","2018-05-09",4.75
"985","2018-05-10",5
"986","2018-05-11",4.97
"987","2018-05-14",5
"988","2018-05-15",4.99
"989","2018-05-16",5
"990","2018-05-17",4.96
"991","2018-05-18",4.99
"992","2018-05-21",4.99
"993","2018-05-22",4.95
"994","2018-05-23",4.86
"995","2018-05-24",4.85
"996","2018-05-25",4.91
"997","2018-05-29",4.97
"998","2018-05-30",5.02
"999","2018-05-31",5.02
"1000","2018-06-01",5.05
"1001","2018-06-04",5.1
"1002","2018-06-05",5.09
