"","date","AMC"
"1","2013-12-18",18.9
"2","2013-12-19",19.49
"3","2013-12-20",19.68
"4","2013-12-23",19.74
"5","2013-12-24",19.530001
"6","2013-12-26",19.780001
"7","2013-12-27",20.139999
"8","2013-12-30",19.98
"9","2013-12-31",20.549999
"10","2014-01-02",20.18
"11","2014-01-03",20.02
"12","2014-01-06",20.01
"13","2014-01-07",20.049999
"14","2014-01-08",19.959999
"15","2014-01-09",20.030001
"16","2014-01-10",20.040001
"17","2014-01-13",19.98
"18","2014-01-14",20.120001
"19","2014-01-15",19.99
"20","2014-01-16",20.299999
"21","2014-01-17",20.24
"22","2014-01-21",20.85
"23","2014-01-22",21.26
"24","2014-01-23",21.27
"25","2014-01-24",21.370001
"26","2014-01-27",21.35
"27","2014-01-28",21.91
"28","2014-01-29",21.639999
"29","2014-01-30",21.530001
"30","2014-01-31",21.370001
"31","2014-02-03",21.049999
"32","2014-02-04",21.02
"33","2014-02-05",21.040001
"34","2014-02-06",21.16
"35","2014-02-07",21.32
"36","2014-02-10",21.370001
"37","2014-02-11",21.77
"38","2014-02-12",22.040001
"39","2014-02-13",22.1
"40","2014-02-14",22
"41","2014-02-18",21.99
"42","2014-02-19",21.93
"43","2014-02-20",21.950001
"44","2014-02-21",22.309999
"45","2014-02-24",22.389999
"46","2014-02-25",22.469999
"47","2014-02-26",22.52
"48","2014-02-27",22.74
"49","2014-02-28",22.889999
"50","2014-03-03",22.950001
"51","2014-03-04",23.98
"52","2014-03-05",24.66
"53","2014-03-06",25.219999
"54","2014-03-07",25.469999
"55","2014-03-10",24.809999
"56","2014-03-11",23.98
"57","2014-03-12",23.290001
"58","2014-03-13",23.870001
"59","2014-03-14",24.110001
"60","2014-03-17",25.059999
"61","2014-03-18",24.4
"62","2014-03-19",23.58
"63","2014-03-20",23.51
"64","2014-03-21",23.059999
"65","2014-03-24",23.18
"66","2014-03-25",24.01
"67","2014-03-26",23.860001
"68","2014-03-27",23.42
"69","2014-03-28",23.9
"70","2014-03-31",24.25
"71","2014-04-01",24.719999
"72","2014-04-02",24.799999
"73","2014-04-03",23.48
"74","2014-04-04",23.02
"75","2014-04-07",23.02
"76","2014-04-08",23.969999
"77","2014-04-09",23.639999
"78","2014-04-10",22.879999
"79","2014-04-11",23.6
"80","2014-04-14",23.59
"81","2014-04-15",22.41
"82","2014-04-16",22.51
"83","2014-04-17",22.299999
"84","2014-04-21",23.389999
"85","2014-04-22",22.790001
"86","2014-04-23",22.870001
"87","2014-04-24",23.379999
"88","2014-04-25",22.09
"89","2014-04-28",22.59
"90","2014-04-29",22.48
"91","2014-04-30",23.139999
"92","2014-05-01",24
"93","2014-05-02",23.74
"94","2014-05-05",22.889999
"95","2014-05-06",22.200001
"96","2014-05-07",22.02
"97","2014-05-08",21.309999
"98","2014-05-09",21.139999
"99","2014-05-12",21.610001
"100","2014-05-13",21.66
"101","2014-05-14",21.43
"102","2014-05-15",21.459999
"103","2014-05-16",21.27
"104","2014-05-19",21.959999
"105","2014-05-20",21.959999
"106","2014-05-21",22.08
"107","2014-05-22",22.389999
"108","2014-05-23",22.57
"109","2014-05-27",23.200001
"110","2014-05-28",23
"111","2014-05-29",22.639999
"112","2014-05-30",22.67
"113","2014-06-02",22.610001
"114","2014-06-03",22.559999
"115","2014-06-04",22.549999
"116","2014-06-05",22.950001
"117","2014-06-06",24
"118","2014-06-09",24.18
"119","2014-06-10",24.190001
"120","2014-06-11",24.120001
"121","2014-06-12",24.049999
"122","2014-06-13",24.219999
"123","2014-06-16",24.280001
"124","2014-06-17",23.91
"125","2014-06-18",24.4
"126","2014-06-19",24.65
"127","2014-06-20",24.610001
"128","2014-06-23",24.17
"129","2014-06-24",24.24
"130","2014-06-25",24.440001
"131","2014-06-26",24.540001
"132","2014-06-27",24.610001
"133","2014-06-30",24.870001
"134","2014-07-01",24.469999
"135","2014-07-02",24.75
"136","2014-07-03",24.629999
"137","2014-07-07",24.07
"138","2014-07-08",23.59
"139","2014-07-09",23.65
"140","2014-07-10",23.34
"141","2014-07-11",23.280001
"142","2014-07-14",23.059999
"143","2014-07-15",22.370001
"144","2014-07-16",22.290001
"145","2014-07-17",22.459999
"146","2014-07-18",22.530001
"147","2014-07-21",22.65
"148","2014-07-22",22.84
"149","2014-07-23",22.6
"150","2014-07-24",22.6
"151","2014-07-25",23.01
"152","2014-07-28",23.08
"153","2014-07-29",22.58
"154","2014-07-30",22.51
"155","2014-07-31",22.639999
"156","2014-08-01",23
"157","2014-08-04",23.360001
"158","2014-08-05",23.16
"159","2014-08-06",23.639999
"160","2014-08-07",23.549999
"161","2014-08-08",23.360001
"162","2014-08-11",23.440001
"163","2014-08-12",23.24
"164","2014-08-13",23.09
"165","2014-08-14",22.74
"166","2014-08-15",23.1
"167","2014-08-18",23.43
"168","2014-08-19",23.559999
"169","2014-08-20",23.57
"170","2014-08-21",23.35
"171","2014-08-22",23.49
"172","2014-08-25",23.57
"173","2014-08-26",23.610001
"174","2014-08-27",23.67
"175","2014-08-28",23.639999
"176","2014-08-29",23.67
"177","2014-09-02",23.940001
"178","2014-09-03",24.01
"179","2014-09-04",24.219999
"180","2014-09-05",24.450001
"181","2014-09-08",24.799999
"182","2014-09-09",24.59
"183","2014-09-10",24.530001
"184","2014-09-11",24.610001
"185","2014-09-12",24.610001
"186","2014-09-15",24.6
"187","2014-09-16",24.700001
"188","2014-09-17",24.790001
"189","2014-09-18",24.690001
"190","2014-09-19",24.6
"191","2014-09-22",24.59
"192","2014-09-23",23.77
"193","2014-09-24",23.6
"194","2014-09-25",23.25
"195","2014-09-26",23.49
"196","2014-09-29",23.43
"197","2014-09-30",22.99
"198","2014-10-01",22.91
"199","2014-10-02",23.200001
"200","2014-10-03",23.41
"201","2014-10-06",23.219999
"202","2014-10-07",22.469999
"203","2014-10-08",22.620001
"204","2014-10-09",22.299999
"205","2014-10-10",21.76
"206","2014-10-13",21.370001
"207","2014-10-14",21.67
"208","2014-10-15",22.040001
"209","2014-10-16",22.790001
"210","2014-10-17",22.200001
"211","2014-10-20",22.26
"212","2014-10-21",23.35
"213","2014-10-22",22.440001
"214","2014-10-23",23.02
"215","2014-10-24",23.42
"216","2014-10-27",23.59
"217","2014-10-28",24.4
"218","2014-10-29",25.16
"219","2014-10-30",25.42
"220","2014-10-31",25.4
"221","2014-11-03",24.950001
"222","2014-11-04",24.52
"223","2014-11-05",24.42
"224","2014-11-06",25.09
"225","2014-11-07",25.719999
"226","2014-11-10",25.6
"227","2014-11-11",25.85
"228","2014-11-12",25.82
"229","2014-11-13",25.629999
"230","2014-11-14",25.52
"231","2014-11-17",25.379999
"232","2014-11-18",25.709999
"233","2014-11-19",25.66
"234","2014-11-20",25.639999
"235","2014-11-21",25.030001
"236","2014-11-24",25.950001
"237","2014-11-25",26.34
"238","2014-11-26",26.42
"239","2014-11-28",26.219999
"240","2014-12-01",26.43
"241","2014-12-02",26.09
"242","2014-12-03",25.450001
"243","2014-12-04",25.709999
"244","2014-12-05",25.25
"245","2014-12-08",25.24
"246","2014-12-09",25.030001
"247","2014-12-10",24.709999
"248","2014-12-11",24.860001
"249","2014-12-12",24.91
"250","2014-12-15",24.93
"251","2014-12-16",24.200001
"252","2014-12-17",25.4
"253","2014-12-18",25.91
"254","2014-12-19",26.17
"255","2014-12-22",26.48
"256","2014-12-23",26.82
"257","2014-12-24",26.620001
"258","2014-12-26",26.389999
"259","2014-12-29",26.34
"260","2014-12-30",26.1
"261","2014-12-31",26.18
"262","2015-01-02",25.629999
"263","2015-01-05",24.969999
"264","2015-01-06",25.17
"265","2015-01-07",25.58
"266","2015-01-08",25.83
"267","2015-01-09",26.870001
"268","2015-01-12",27.49
"269","2015-01-13",27.360001
"270","2015-01-14",27.440001
"271","2015-01-15",27.290001
"272","2015-01-16",27.059999
"273","2015-01-20",26.99
"274","2015-01-21",27.139999
"275","2015-01-22",27.77
"276","2015-01-23",28.299999
"277","2015-01-26",28.469999
"278","2015-01-27",28.48
"279","2015-01-28",27.59
"280","2015-01-29",28.25
"281","2015-01-30",28.120001
"282","2015-02-02",28.280001
"283","2015-02-03",29.01
"284","2015-02-04",29.309999
"285","2015-02-05",29.43
"286","2015-02-06",29.42
"287","2015-02-09",29.98
"288","2015-02-10",30.18
"289","2015-02-11",30.290001
"290","2015-02-12",30.389999
"291","2015-02-13",30.620001
"292","2015-02-17",30.9
"293","2015-02-18",31.52
"294","2015-02-19",32.48
"295","2015-02-20",32.610001
"296","2015-02-23",32.689999
"297","2015-02-24",32.939999
"298","2015-02-25",32.98
"299","2015-02-26",33.630001
"300","2015-02-27",34.380001
"301","2015-03-02",35.240002
"302","2015-03-03",34.860001
"303","2015-03-04",35.049999
"304","2015-03-05",34.869999
"305","2015-03-06",33.959999
"306","2015-03-09",34.880001
"307","2015-03-10",33.799999
"308","2015-03-11",34.5
"309","2015-03-12",34.32
"310","2015-03-13",34.900002
"311","2015-03-16",35.16
"312","2015-03-17",35.139999
"313","2015-03-18",35.32
"314","2015-03-19",35.450001
"315","2015-03-20",35.68
"316","2015-03-23",35.860001
"317","2015-03-24",34.950001
"318","2015-03-25",34.509998
"319","2015-03-26",34.630001
"320","2015-03-27",34.950001
"321","2015-03-30",35.52
"322","2015-03-31",35.490002
"323","2015-04-01",34.759998
"324","2015-04-02",35.18
"325","2015-04-06",35.380001
"326","2015-04-07",34.709999
"327","2015-04-08",35.200001
"328","2015-04-09",34.25
"329","2015-04-10",34.099998
"330","2015-04-13",33.439999
"331","2015-04-14",33.689999
"332","2015-04-15",33.91
"333","2015-04-16",33.360001
"334","2015-04-17",32.799999
"335","2015-04-20",33.689999
"336","2015-04-21",33.369999
"337","2015-04-22",32.900002
"338","2015-04-23",32.970001
"339","2015-04-24",32.869999
"340","2015-04-27",32.040001
"341","2015-04-28",32.380001
"342","2015-04-29",32.5
"343","2015-04-30",30.059999
"344","2015-05-01",30.75
"345","2015-05-04",30.49
"346","2015-05-05",29.969999
"347","2015-05-06",29.540001
"348","2015-05-07",29.83
"349","2015-05-08",29.66
"350","2015-05-11",29.969999
"351","2015-05-12",29.01
"352","2015-05-13",29.389999
"353","2015-05-14",29.459999
"354","2015-05-15",29.110001
"355","2015-05-18",29.9
"356","2015-05-19",29.4
"357","2015-05-20",29.459999
"358","2015-05-21",29.370001
"359","2015-05-22",29.6
"360","2015-05-26",29.52
"361","2015-05-27",29.26
"362","2015-05-28",29.25
"363","2015-05-29",28.91
