"","date","AVNS"
"1","2014-10-21",41
"2","2014-10-22",39.75
"3","2014-10-23",39.450001
"4","2014-10-24",38.740002
"5","2014-10-27",38.400002
"6","2014-10-28",38.080002
"7","2014-10-29",38.25
"8","2014-10-30",37.75
"9","2014-10-31",37.970001
"10","2014-11-03",38.450001
"11","2014-11-04",36.970001
"12","2014-11-05",38.130001
"13","2014-11-06",38.950001
"14","2014-11-07",36.959999
"15","2014-11-10",35.82
"16","2014-11-11",36.5
"17","2014-11-12",38.099998
"18","2014-11-13",37.509998
"19","2014-11-14",37.400002
"20","2014-11-17",37.759998
"21","2014-11-18",39.330002
"22","2014-11-19",39.009998
"23","2014-11-20",39.709999
"24","2014-11-21",39.290001
"25","2014-11-24",38.860001
"26","2014-11-25",38.82
"27","2014-11-26",39.099998
"28","2014-11-28",39.209999
"29","2014-12-01",38.790001
"30","2014-12-02",37.529999
"31","2014-12-03",37.509998
"32","2014-12-04",39.130001
"33","2014-12-05",38.619999
"34","2014-12-08",39.099998
"35","2014-12-09",39.400002
"36","2014-12-10",38.759998
"37","2014-12-11",39.299999
"38","2014-12-12",38.669998
"39","2014-12-15",38.509998
"40","2014-12-16",38.529999
"41","2014-12-17",38.689999
"42","2014-12-18",39.09
"43","2014-12-19",40.139999
"44","2014-12-22",43
"45","2014-12-23",42.860001
"46","2014-12-24",42.619999
"47","2014-12-26",41.709999
"48","2014-12-29",42.84
"49","2014-12-30",44.619999
"50","2014-12-31",45.470001
"51","2015-01-02",46.25
"52","2015-01-05",44.77
"53","2015-01-06",45.650002
"54","2015-01-07",46.709999
"55","2015-01-08",48.240002
"56","2015-01-09",47.830002
"57","2015-01-12",48.299999
"58","2015-01-13",46.5
"59","2015-01-14",46.779999
"60","2015-01-15",44.959999
"61","2015-01-16",45.540001
"62","2015-01-20",45.470001
"63","2015-01-21",45.939999
"64","2015-01-22",46.419998
"65","2015-01-23",46.099998
"66","2015-01-26",46.310001
"67","2015-01-27",46
"68","2015-01-28",45.830002
"69","2015-01-29",45.720001
"70","2015-01-30",44.57
"71","2015-02-02",44.549999
"72","2015-02-03",44.740002
"73","2015-02-04",44.07
"74","2015-02-05",43.939999
"75","2015-02-06",43.900002
"76","2015-02-09",43.720001
"77","2015-02-10",43.07
"78","2015-02-11",43.669998
"79","2015-02-12",43.98
"80","2015-02-13",44.5
"81","2015-02-17",45.02
"82","2015-02-18",45.630001
"83","2015-02-19",45.950001
"84","2015-02-20",46.130001
"85","2015-02-23",45.880001
"86","2015-02-24",47.509998
"87","2015-02-25",46.75
"88","2015-02-26",46.810001
"89","2015-02-27",46.040001
"90","2015-03-02",46.75
"91","2015-03-03",46.32
"92","2015-03-04",45.41
"93","2015-03-05",45.470001
"94","2015-03-06",46.259998
"95","2015-03-09",47.060001
"96","2015-03-10",46.580002
"97","2015-03-11",47.639999
"98","2015-03-12",46.900002
"99","2015-03-13",46.610001
"100","2015-03-16",46.740002
"101","2015-03-17",47.009998
"102","2015-03-18",47.619999
"103","2015-03-19",48.23
"104","2015-03-20",49.259998
"105","2015-03-23",49.639999
"106","2015-03-24",49.619999
"107","2015-03-25",48.66
"108","2015-03-26",48.419998
"109","2015-03-27",47.970001
"110","2015-03-30",48.650002
"111","2015-03-31",49.200001
"112","2015-04-01",49.720001
"113","2015-04-02",48.400002
"114","2015-04-06",49.119999
"115","2015-04-07",49.139999
"116","2015-04-08",50.41
"117","2015-04-09",50.380001
"118","2015-04-10",49.759998
"119","2015-04-13",50.02
"120","2015-04-14",49.240002
"121","2015-04-15",49.259998
"122","2015-04-16",49.34
"123","2015-04-17",48.509998
"124","2015-04-20",48.830002
"125","2015-04-21",49.060001
"126","2015-04-22",49.049999
"127","2015-04-23",49.18
"128","2015-04-24",49.27
"129","2015-04-27",47.630001
"130","2015-04-28",47.630001
"131","2015-04-29",47.610001
"132","2015-04-30",48.48
"133","2015-05-01",48.849998
"134","2015-05-04",45.91
"135","2015-05-05",45.529999
"136","2015-05-06",44.790001
"137","2015-05-07",44.830002
"138","2015-05-08",45.099998
