"","date","ISTR"
"84","2014-10-28",13.161
"85","2014-10-29",13.52
"86","2014-10-30",13.52
"87","2014-10-31",14
"88","2014-11-03",13.45
"89","2014-11-04",13.47
"90","2014-11-05",13.38
"91","2014-11-06",13.6
"92","2014-11-07",13.42
"93","2014-11-10",13.4
"94","2014-11-11",13.4
"95","2014-11-12",13.7
"96","2014-11-13",13.7
"97","2014-11-14",13.5
"98","2014-11-17",13.5
"99","2014-11-18",13.6
"100","2014-11-19",13.6
"101","2014-11-20",13.6
"102","2014-11-21",13.75
"103","2014-11-24",13.75
"104","2014-11-25",13.75
"105","2014-11-26",13.76
"106","2014-11-28",13.77
"107","2014-12-01",13.75
"108","2014-12-02",13.75
"109","2014-12-03",13.75
"110","2014-12-04",13.75
"111","2014-12-05",14.01
"112","2014-12-08",14.2
"113","2014-12-09",14
"114","2014-12-10",13.99
"115","2014-12-11",14.058
"116","2014-12-12",14.05
"117","2014-12-15",14.25
"118","2014-12-16",14.5
"119","2014-12-17",14.5
"120","2014-12-18",15
"121","2014-12-19",14
"122","2014-12-22",14.15
"123","2014-12-23",14
"124","2014-12-24",14.2
"125","2014-12-26",14.14
"126","2014-12-29",14.01
"127","2014-12-30",13.81
"128","2014-12-31",13.85
"129","2015-01-02",14
"130","2015-01-05",14.32
"131","2015-01-06",14.5
"132","2015-01-07",13.95
"133","2015-01-08",14
"134","2015-01-09",13.95
"135","2015-01-12",14.13
"136","2015-01-13",14.13
"137","2015-01-14",14.13
"138","2015-01-15",13.97
"139","2015-01-16",13.98
"140","2015-01-20",13.9
"141","2015-01-21",14
"142","2015-01-22",13.61
"143","2015-01-23",13.89
"144","2015-01-26",13.87
"145","2015-01-27",14
"146","2015-01-28",13.76
"147","2015-01-29",13.76
"148","2015-01-30",14
"149","2015-02-02",14
"150","2015-02-03",14
"151","2015-02-04",14.201
"152","2015-02-05",14.01
"153","2015-02-06",14.26
"154","2015-02-09",14.07
"155","2015-02-10",14.5
"156","2015-02-11",14.51
"157","2015-02-12",14.45
"158","2015-02-13",14.5
"159","2015-02-17",15.9
"160","2015-02-18",14.33
"161","2015-02-19",14.7
"162","2015-02-20",14.6
"163","2015-02-23",14.6
"164","2015-02-24",14.26
"165","2015-02-25",14.45
"166","2015-02-26",14.46
"167","2015-02-27",14.48
"168","2015-03-02",14.74
"169","2015-03-03",15
"170","2015-03-04",15.15
"171","2015-03-05",15
"172","2015-03-06",15.029
"173","2015-03-09",16
"174","2015-03-10",15.9
"175","2015-03-11",15.95
"176","2015-03-12",16.09
"177","2015-03-13",16.049999
"178","2015-03-16",16.08
"179","2015-03-17",15.85
"180","2015-03-18",16.09
"181","2015-03-19",16.049999
"182","2015-03-20",16.74
"183","2015-03-23",16.6
"184","2015-03-24",16.945
"185","2015-03-25",16.940001
"186","2015-03-26",16.959999
"187","2015-03-27",16.940001
"188","2015-03-30",17.25
"189","2015-03-31",17.1
"190","2015-04-01",17.200001
"191","2015-04-02",16.969999
"192","2015-04-06",16.57
"193","2015-04-07",16.23
"194","2015-04-08",15.935
"195","2015-04-09",15.99
"196","2015-04-10",15.98
"197","2015-04-13",15.99
"198","2015-04-14",15.99
"199","2015-04-15",15.93
"200","2015-04-16",15.95
"201","2015-04-17",15.95
"202","2015-04-20",16
"203","2015-04-21",16
"204","2015-04-22",15.96
"205","2015-04-23",15.43
"206","2015-04-24",15.64
"207","2015-04-27",15.75
"208","2015-04-28",15.336
"209","2015-04-29",15.336
"210","2015-04-30",15.735
"211","2015-05-01",15.81
"212","2015-05-04",15.58
"213","2015-05-05",15.89
"214","2015-05-06",15.89
"215","2015-05-07",15.88
"216","2015-05-08",15.7
"217","2015-05-11",15.51
"218","2015-05-12",15.49
"219","2015-05-13",15.31
"220","2015-05-14",15.39
"221","2015-05-15",15.39
"222","2015-05-18",15.2
"223","2015-05-19",15.5
"224","2015-05-20",14.95
"225","2015-05-21",14.96
"226","2015-05-22",15.425
"227","2015-05-26",15.69
"228","2015-05-27",15.55
"229","2015-05-28",15.5
"230","2015-05-29",15.35
"231","2015-06-01",15.47
"232","2015-06-02",15.4
"233","2015-06-03",15.35
"234","2015-06-04",15.25
"235","2015-06-05",15.65
"236","2015-06-08",15.26
"237","2015-06-09",15.4
"238","2015-06-10",15.4
"239","2015-06-11",15.14
"240","2015-06-12",15.6
"241","2015-06-15",15.6
"242","2015-06-16",15.5
"243","2015-06-17",15.5
"244","2015-06-18",15.35
"245","2015-06-19",14.96
"246","2015-06-22",15.45
"247","2015-06-23",15.26
"248","2015-06-24",15.476
"249","2015-06-25",15.353
"250","2015-06-26",15.38
"251","2015-06-29",15.38
"252","2015-06-30",15.2
"253","2015-07-01",15.87
"254","2015-07-02",15.61
"255","2015-07-06",15.53
"256","2015-07-07",15.525
"257","2015-07-08",15.37
"258","2015-07-09",15.25
"259","2015-07-10",15.2
"260","2015-07-13",15.26
"261","2015-07-14",15.42
"262","2015-07-15",15.29
"263","2015-07-16",15.39
"264","2015-07-17",15.29
"265","2015-07-20",15.26
"266","2015-07-21",15.39
"267","2015-07-22",15.4
"268","2015-07-23",15.35
"269","2015-07-24",15.16
"270","2015-07-27",15.29
"271","2015-07-28",15.19
"272","2015-07-29",15.32
"273","2015-07-30",15.41
"274","2015-07-31",15.49
"275","2015-08-03",15.42
"276","2015-08-04",15.59
"277","2015-08-05",15.7
"278","2015-08-06",15.85
"279","2015-08-07",15.75
"280","2015-08-10",15.94
"281","2015-08-11",15.9
"282","2015-08-12",15.9
"283","2015-08-13",15.77
"284","2015-08-14",15.75
"285","2015-08-17",15.8
"286","2015-08-18",15.8
"287","2015-08-19",15.75
"288","2015-08-20",15.6
"289","2015-08-21",15.92
"290","2015-08-24",15.68
"291","2015-08-25",15.79
"292","2015-08-26",15.52
"293","2015-08-27",15.74
"294","2015-08-28",15.6
"295","2015-08-31",15.74
"296","2015-09-01",15.77
"297","2015-09-02",15.53
"298","2015-09-03",15.59
"299","2015-09-04",15.75
"300","2015-09-08",15.93
"301","2015-09-09",15.88
"302","2015-09-10",15.92
"303","2015-09-11",16
"304","2015-09-14",16
"305","2015-09-15",15.91
"306","2015-09-16",15.92
"307","2015-09-17",15.92
"308","2015-09-18",14.95
"309","2015-09-21",15.21
"310","2015-09-22",15.24
"311","2015-09-23",15.44
"312","2015-09-24",15.28
"313","2015-09-25",15.49
"314","2015-09-28",15.43
"315","2015-09-29",15.67
"316","2015-09-30",15.49
"317","2015-10-01",15.81
"318","2015-10-02",15.69
"319","2015-10-05",15.69
"320","2015-10-06",15.83
"321","2015-10-07",15.78
"322","2015-10-08",15.9
"323","2015-10-09",15.89
"324","2015-10-12",15.92
"325","2015-10-13",15.86
"326","2015-10-14",15.86
"327","2015-10-15",15.91
"328","2015-10-16",15.77
"329","2015-10-19",15.77
"330","2015-10-20",15.77
"331","2015-10-21",15.77
"332","2015-10-22",15.91
"333","2015-10-23",15.865
"334","2015-10-26",15.92
"335","2015-10-27",15.79
"336","2015-10-28",15.9
"337","2015-10-29",15.91
"338","2015-10-30",15.91
"339","2015-11-02",16.322001
"340","2015-11-03",16.450001
"341","2015-11-04",15.985
"342","2015-11-05",16.040001
"343","2015-11-06",16.195
"344","2015-11-09",16.322001
"345","2015-11-10",16.322001
"346","2015-11-11",16.322001
"347","2015-11-12",16.24
"348","2015-11-13",16.450001
"349","2015-11-16",16.65
"350","2015-11-17",17.15
"351","2015-11-18",17
"352","2015-11-19",16.700001
"353","2015-11-20",16.691999
"354","2015-11-23",17
"355","2015-11-24",17
"356","2015-11-25",17.700001
"357","2015-11-27",17.5
"358","2015-11-30",17.700001
"359","2015-12-01",17.440001
"360","2015-12-02",17.440001
"361","2015-12-03",17.1
"362","2015-12-04",17.530001
"363","2015-12-07",17.049999
"364","2015-12-08",17.049999
"365","2015-12-09",17.1
"366","2015-12-10",17.17
"367","2015-12-11",17.01
"368","2015-12-14",17.794001
"369","2015-12-15",17.639999
"370","2015-12-16",17.639999
"371","2015-12-17",17.26
"372","2015-12-18",17.75
"373","2015-12-21",17.58
"374","2015-12-22",17.5
"375","2015-12-23",17.700001
"376","2015-12-24",17.700001
"377","2015-12-28",17.41
"378","2015-12-29",17.6
"379","2015-12-30",17.4
"380","2015-12-31",17.6
"381","2016-01-04",17.440001
"382","2016-01-05",17.440001
"383","2016-01-06",17.25
"384","2016-01-07",17.25
"385","2016-01-08",17.200001
"386","2016-01-11",16.98
"387","2016-01-12",16.77
"388","2016-01-13",16.290001
"389","2016-01-14",17.299999
"390","2016-01-15",16.59
"391","2016-01-19",16.91
"392","2016-01-20",15.65
"393","2016-01-21",15.81
"394","2016-01-22",15.96
"395","2016-01-25",15.6
"396","2016-01-26",16
"397","2016-01-27",15.92
"398","2016-01-28",15.79
"399","2016-01-29",15.58
"400","2016-02-01",15.83
"401","2016-02-02",15.92
"402","2016-02-03",15.84
"403","2016-02-04",15.74
"404","2016-02-05",15.73
"405","2016-02-08",15.37
"406","2016-02-09",14.5
"407","2016-02-10",13.85
"408","2016-02-11",14.25
"409","2016-02-12",14.05
"410","2016-02-16",14.55
"411","2016-02-17",14.54
"412","2016-02-18",14.63
"413","2016-02-19",14.52
"414","2016-02-22",14.52
"415","2016-02-23",14.52
"416","2016-02-24",14.51
"417","2016-02-25",14.51
"418","2016-02-26",14.19
"419","2016-02-29",14.37
"420","2016-03-01",14.28
"421","2016-03-02",14.52
"422","2016-03-03",14.31
"423","2016-03-04",14.35
"424","2016-03-07",14.51
"425","2016-03-08",14.53
"426","2016-03-09",14.42
"427","2016-03-10",14.6
"428","2016-03-11",14.8
"429","2016-03-14",14.67
"430","2016-03-15",15.1
"431","2016-03-16",14.9
"432","2016-03-17",15.23
"433","2016-03-18",15.43
"434","2016-03-21",15.43
"435","2016-03-22",15.28
"436","2016-03-23",15.3
"437","2016-03-24",15.44
"438","2016-03-28",15.5
"439","2016-03-29",15.18
"440","2016-03-30",15.36
"441","2016-03-31",14.67
"442","2016-04-01",15.09
"443","2016-04-04",14.92
"444","2016-04-05",15.1
"445","2016-04-06",14.99
"446","2016-04-07",15.24
"447","2016-04-08",15.24
"448","2016-04-11",14.81
"449","2016-04-12",15.37
"450","2016-04-13",14.9
"451","2016-04-14",15
"452","2016-04-15",15.13
"453","2016-04-18",15.27
"454","2016-04-19",15.101
"455","2016-04-20",15.18
"456","2016-04-21",15.13
"457","2016-04-22",15.05
"458","2016-04-25",15.19
"459","2016-04-26",15
"460","2016-04-27",15.274
"461","2016-04-28",15.27
"462","2016-04-29",15.2
"463","2016-05-02",15.1
"464","2016-05-03",15
"465","2016-05-04",15.26
"466","2016-05-05",15.236
"467","2016-05-06",15.5
"468","2016-05-09",15.5
"469","2016-05-10",15.5
"470","2016-05-11",15.3
"471","2016-05-12",15.18
"472","2016-05-13",15.45
"473","2016-05-16",15.41
"474","2016-05-17",15.95
"475","2016-05-18",15.67
"476","2016-05-19",15.4
"477","2016-05-20",15.3
"478","2016-05-23",15.38
"479","2016-05-24",15.2
"480","2016-05-25",15.33
"481","2016-05-26",15.33
"482","2016-05-27",15.33
"483","2016-05-31",15.43
"484","2016-06-01",15.27
"485","2016-06-02",15.35
"486","2016-06-03",15.39
"487","2016-06-06",15.54
"488","2016-06-07",15.3
"489","2016-06-08",15.31
"490","2016-06-09",15.25
"491","2016-06-10",15.43
"492","2016-06-13",15.419
"493","2016-06-14",15.33
"494","2016-06-15",15.31
"495","2016-06-16",15.31
"496","2016-06-17",15.63
"497","2016-06-20",16.299999
"498","2016-06-21",15.74
"499","2016-06-22",16.045
"500","2016-06-23",16.35
"501","2016-06-24",16.35
"502","2016-06-27",15.65
"503","2016-06-28",15.65
"504","2016-06-29",15.57
"505","2016-06-30",15.38
"506","2016-07-01",15.54
"507","2016-07-05",15.42
"508","2016-07-06",15.45
"509","2016-07-07",15.49
"510","2016-07-08",15.68
"511","2016-07-11",15.62
"512","2016-07-12",15.49
"513","2016-07-13",15.64
"514","2016-07-14",15.55
"515","2016-07-15",15.31
"516","2016-07-18",15.4
"517","2016-07-19",15.4
"518","2016-07-20",15.4
"519","2016-07-21",15.52
"520","2016-07-22",15.666
"521","2016-07-25",15.55
"522","2016-07-26",15.55
"523","2016-07-27",15.52
"524","2016-07-28",15.53
"525","2016-07-29",15.09
"526","2016-08-01",15.12
"527","2016-08-02",15.1
"528","2016-08-03",15.29
"529","2016-08-04",15.31
"530","2016-08-05",15.33
"531","2016-08-08",15.9
"532","2016-08-09",15.35
"533","2016-08-10",15.74
"534","2016-08-11",15.395
"535","2016-08-12",15.54
"536","2016-08-15",15.25
"537","2016-08-16",15.265
"538","2016-08-17",15.45
"539","2016-08-18",15.48
"540","2016-08-19",15.48
"541","2016-08-22",15.26
"542","2016-08-23",15.24
"543","2016-08-24",15.24
"544","2016-08-25",15.24
"545","2016-08-26",15.7
"546","2016-08-29",15.55
"547","2016-08-30",15.38
"548","2016-08-31",15.21
"549","2016-09-01",15.33
"550","2016-09-02",15.25
"551","2016-09-06",15.48
"552","2016-09-07",15.31
"553","2016-09-08",15.35
"554","2016-09-09",15.52
"555","2016-09-12",15.39
"556","2016-09-13",15.35
"557","2016-09-14",15.37
"558","2016-09-15",15.41
"559","2016-09-16",16.129999
"560","2016-09-19",15.46
"561","2016-09-20",15.37
"562","2016-09-21",15.38
"563","2016-09-22",15.4
"564","2016-09-23",15.38
"565","2016-09-26",15.44
"566","2016-09-27",15.45
"567","2016-09-28",15.36
"568","2016-09-29",15.36
"569","2016-09-30",15.35
"570","2016-10-03",15.45
"571","2016-10-04",15.42
"572","2016-10-05",15.42
"573","2016-10-06",15.46
"574","2016-10-07",15.57
"575","2016-10-10",15.56
"576","2016-10-11",15.55
"577","2016-10-12",15.55
"578","2016-10-13",15.44
"579","2016-10-14",15.44
"580","2016-10-17",15.45
"581","2016-10-18",15.5
"582","2016-10-19",15.6
"583","2016-10-20",15.9
"584","2016-10-21",15.95
"585","2016-10-24",16.003
"586","2016-10-25",16
"587","2016-10-26",16
"588","2016-10-27",16.089001
"589","2016-10-28",16.125
"590","2016-10-31",16.450001
"591","2016-11-01",16.25
"592","2016-11-02",16.25
"593","2016-11-03",16
"594","2016-11-04",16.049999
"595","2016-11-07",16.25
"596","2016-11-08",16
"597","2016-11-09",16.200001
"598","2016-11-10",16.4
"599","2016-11-11",16.25
"600","2016-11-14",16.700001
"601","2016-11-15",17
"602","2016-11-16",17.1
"603","2016-11-17",17.35
"604","2016-11-18",17.85
"605","2016-11-21",17.799999
"606","2016-11-22",17.9
"607","2016-11-23",17.700001
"608","2016-11-25",18
"609","2016-11-28",17.9
"610","2016-11-29",18.174999
"611","2016-11-30",18.051001
"612","2016-12-01",17.9
"613","2016-12-02",17.950001
"614","2016-12-05",18.049999
"615","2016-12-06",18.6
"616","2016-12-07",19.1
"617","2016-12-08",19.049999
"618","2016-12-09",18.700001
"619","2016-12-12",19.239
"620","2016-12-13",18.601
"621","2016-12-14",19.15
"622","2016-12-15",18.85
"623","2016-12-16",19.5
"624","2016-12-19",19.049999
"625","2016-12-20",19.049999
"626","2016-12-21",18.549999
"627","2016-12-22",18.299999
"628","2016-12-23",18.549999
"629","2016-12-27",18.299999
"630","2016-12-28",18.299999
"631","2016-12-29",19.6
"632","2016-12-30",18.65
"633","2017-01-03",18.950001
"634","2017-01-04",19.049999
"635","2017-01-05",19.450001
"636","2017-01-06",19.049999
"637","2017-01-09",19.65
"638","2017-01-10",19.35
"639","2017-01-11",19.35
"640","2017-01-12",19.35
"641","2017-01-13",19.6
"642","2017-01-17",19.25
"643","2017-01-18",19.35
"644","2017-01-19",19.450001
"645","2017-01-20",19.4
"646","2017-01-23",19.6
"647","2017-01-24",19.5
"648","2017-01-25",19.707001
"649","2017-01-26",19.85
"650","2017-01-27",19.01
"651","2017-01-30",18.9
"652","2017-01-31",18.75
"653","2017-02-01",19.268999
"654","2017-02-02",19.6
"655","2017-02-03",19.5
"656","2017-02-06",19.723
"657","2017-02-07",19.5
"658","2017-02-08",19.700001
"659","2017-02-09",19.884001
"660","2017-02-10",19.75
"661","2017-02-13",20.1
"662","2017-02-14",20
"663","2017-02-15",19.9
"664","2017-02-16",20.1
"665","2017-02-17",20.200001
"666","2017-02-21",20.4
"667","2017-02-22",20.549999
"668","2017-02-23",20.549999
"669","2017-02-24",20.5
"670","2017-02-27",20.549999
"671","2017-02-28",20.15
"672","2017-03-01",20.25
"673","2017-03-02",20.367001
"674","2017-03-03",20.5
"675","2017-03-06",20.450001
"676","2017-03-07",19.799999
"677","2017-03-08",19.85
"678","2017-03-09",21.450001
"679","2017-03-10",21.25
"680","2017-03-13",21.75
"681","2017-03-14",21.4
"682","2017-03-15",21.549999
"683","2017-03-16",21.6
"684","2017-03-17",21.75
"685","2017-03-20",21.9
"686","2017-03-21",21.65
"687","2017-03-22",21.65
"688","2017-03-23",21.950001
"689","2017-03-24",22.049999
"690","2017-03-27",22.15
"691","2017-03-28",22.1
"692","2017-03-29",22
"693","2017-03-30",22.299999
"694","2017-03-31",21.9
"695","2017-04-03",22.200001
"696","2017-04-04",22.15
"697","2017-04-05",22.1
"698","2017-04-06",22.1
"699","2017-04-07",22.049999
"700","2017-04-10",22.049999
"701","2017-04-11",21.9
"702","2017-04-12",22.1
"703","2017-04-13",22.1
"704","2017-04-17",21.9
"705","2017-04-18",22
"706","2017-04-19",22
"707","2017-04-20",21.799999
"708","2017-04-21",22
"709","2017-04-24",22.25
"710","2017-04-25",22.4
"711","2017-04-26",22.450001
"712","2017-04-27",22.35
"713","2017-04-28",22.25
"714","2017-05-01",22.299999
"715","2017-05-02",22.4
"716","2017-05-03",22.450001
"717","2017-05-04",22.6
"718","2017-05-05",22.6
"719","2017-05-08",22.700001
"720","2017-05-09",22.75
"721","2017-05-10",22.799999
"722","2017-05-11",22.700001
"723","2017-05-12",22.75
"724","2017-05-15",22.799999
"725","2017-05-16",22.799999
"726","2017-05-17",22.65
"727","2017-05-18",22.549999
"728","2017-05-19",22.450001
"729","2017-05-22",22.5
"730","2017-05-23",22
"731","2017-05-24",21.9
"732","2017-05-25",22.4
"733","2017-05-26",22.25
"734","2017-05-30",21.950001
"735","2017-05-31",21.950001
"736","2017-06-01",21.75
"737","2017-06-02",22.1
"738","2017-06-05",22.25
"739","2017-06-06",21.950001
"740","2017-06-07",22.5
"741","2017-06-08",22.799999
"742","2017-06-09",22.950001
"743","2017-06-12",22.65
"744","2017-06-13",22.85
"745","2017-06-14",22.75
"746","2017-06-15",23.049999
"747","2017-06-16",23
"748","2017-06-19",22.799999
"749","2017-06-20",23.15
"750","2017-06-21",22.65
"751","2017-06-22",22.200001
"752","2017-06-23",22.799999
"753","2017-06-26",23.1
"754","2017-06-27",23.25
"755","2017-06-28",23.35
"756","2017-06-29",22.6
"757","2017-06-30",22.9
"758","2017-07-03",23.299999
"759","2017-07-05",23.4
"760","2017-07-06",22.4
"761","2017-07-07",22.549999
"762","2017-07-10",22.4
"763","2017-07-11",22.85
"764","2017-07-12",23.25
"765","2017-07-13",23.299999
"766","2017-07-14",22.9
"767","2017-07-17",23.299999
"768","2017-07-18",23.049999
"769","2017-07-19",22.799999
"770","2017-07-20",23.299999
"771","2017-07-21",22.700001
"772","2017-07-24",22.450001
"773","2017-07-25",23
"774","2017-07-26",23.049999
"775","2017-07-27",22.450001
"776","2017-07-28",22.65
"777","2017-07-31",22.65
"778","2017-08-01",22.85
"779","2017-08-02",22.5
"780","2017-08-03",22.5
"781","2017-08-04",22.65
"782","2017-08-07",22.75
"783","2017-08-08",22.950001
"784","2017-08-09",22.75
"785","2017-08-10",22.4
"786","2017-08-11",22.799999
"787","2017-08-14",23
"788","2017-08-15",23.1
"789","2017-08-16",22.75
"790","2017-08-17",22.049999
"791","2017-08-18",22
"792","2017-08-21",21.85
"793","2017-08-22",21.799999
"794","2017-08-23",21.65
"795","2017-08-24",21.65
"796","2017-08-25",21.549999
"797","2017-08-28",21.65
"798","2017-08-29",21.65
"799","2017-08-30",21.75
"800","2017-08-31",22
"801","2017-09-01",22.299999
"802","2017-09-05",21.950001
"803","2017-09-06",22.450001
"804","2017-09-07",22.200001
"805","2017-09-08",22.049999
"806","2017-09-11",22.6
"807","2017-09-12",22.85
"808","2017-09-13",22.799999
"809","2017-09-14",22.5
"810","2017-09-15",22.799999
"811","2017-09-18",22.85
"812","2017-09-19",23
"813","2017-09-20",23.15
"814","2017-09-21",23.15
"815","2017-09-22",23.299999
"816","2017-09-25",23.25
"817","2017-09-26",23.450001
"818","2017-09-27",23.799999
"819","2017-09-28",23.9
"820","2017-09-29",24.1
"821","2017-10-02",24.299999
"822","2017-10-03",24.1
"823","2017-10-04",24
"824","2017-10-05",24.200001
"825","2017-10-06",23.9
"826","2017-10-09",24.049999
"827","2017-10-10",24.200001
"828","2017-10-11",24.1
"829","2017-10-12",23.549999
"830","2017-10-13",23.700001
"831","2017-10-16",23.9
"832","2017-10-17",23.549999
"833","2017-10-18",24
"834","2017-10-19",24.15
"835","2017-10-20",24.4
"836","2017-10-23",24.25
"837","2017-10-24",24.1
"838","2017-10-25",24.35
"839","2017-10-26",23.700001
"840","2017-10-27",24.200001
"841","2017-10-30",23.200001
"842","2017-10-31",23.200001
"843","2017-11-01",23.049999
"844","2017-11-02",23.200001
"845","2017-11-03",23.4
"846","2017-11-06",23.35
"847","2017-11-07",23.049999
"848","2017-11-08",23.049999
"849","2017-11-09",22.85
"850","2017-11-10",22.9
"851","2017-11-13",23.15
"852","2017-11-14",23.15
"853","2017-11-15",23.15
"854","2017-11-16",23.35
"855","2017-11-17",23.4
"856","2017-11-20",23.450001
"857","2017-11-21",23.299999
"858","2017-11-22",23.25
"859","2017-11-24",23.35
"860","2017-11-27",23
"861","2017-11-28",23.5
"862","2017-11-29",23.5
"863","2017-11-30",23.450001
"864","2017-12-01",23.549999
"865","2017-12-04",23.5
"866","2017-12-05",23.549999
"867","2017-12-06",23.700001
"868","2017-12-07",23.75
"869","2017-12-08",23.65
"870","2017-12-11",23.65
"871","2017-12-12",23.65
"872","2017-12-13",23.950001
"873","2017-12-14",23.700001
"874","2017-12-15",24.1
"875","2017-12-18",24.5
"876","2017-12-19",24.35
"877","2017-12-20",24.299999
"878","2017-12-21",24.5
"879","2017-12-22",24.200001
"880","2017-12-26",24.4
"881","2017-12-27",24.4
"882","2017-12-28",24.4
"883","2017-12-29",24.1
"884","2018-01-02",23.549999
"885","2018-01-03",23.549999
"886","2018-01-04",23.85
"887","2018-01-05",23.85
"888","2018-01-08",23.700001
"889","2018-01-09",23.875
"890","2018-01-10",24.200001
"891","2018-01-11",24.65
"892","2018-01-12",24.700001
"893","2018-01-16",25.299999
"894","2018-01-17",25.5
"895","2018-01-18",24.65
"896","2018-01-19",24.65
"897","2018-01-22",24.35
"898","2018-01-23",24.5
"899","2018-01-24",24.5
"900","2018-01-25",24.15
"901","2018-01-26",24.700001
"902","2018-01-29",24.75
"903","2018-01-30",24.950001
"904","2018-01-31",25.25
"905","2018-02-01",25.700001
"906","2018-02-02",25.25
"907","2018-02-05",24
"908","2018-02-06",24.1
"909","2018-02-07",24
"910","2018-02-08",23.5
"911","2018-02-09",24.200001
"912","2018-02-12",24.35
"913","2018-02-13",24.25
"914","2018-02-14",24.35
"915","2018-02-15",24.450001
"916","2018-02-16",25
"917","2018-02-20",24.5
"918","2018-02-21",24.75
"919","2018-02-22",24.549999
"920","2018-02-23",24.25
"921","2018-02-26",24.5
"922","2018-02-27",24.950001
"923","2018-02-28",24.35
"924","2018-03-01",24.299999
"925","2018-03-02",24.299999
"926","2018-03-05",25
"927","2018-03-06",24.950001
"928","2018-03-07",25.299999
"929","2018-03-08",24.85
"930","2018-03-09",25.35
"931","2018-03-12",25.450001
"932","2018-03-13",25.35
"933","2018-03-14",25.25
"934","2018-03-15",25.450001
"935","2018-03-16",26.15
"936","2018-03-19",26.25
"937","2018-03-20",26.25
"938","2018-03-21",26.15
"939","2018-03-22",25.700001
"940","2018-03-23",25.1
"941","2018-03-26",25.65
"942","2018-03-27",25.5
"943","2018-03-28",25.200001
"944","2018-03-29",25.85
"945","2018-04-02",24.950001
"946","2018-04-03",25
"947","2018-04-04",25.674999
"948","2018-04-05",25.75
"949","2018-04-06",25.25
"950","2018-04-09",25.65
"951","2018-04-10",25.75
"952","2018-04-11",25.85
"953","2018-04-12",25.65
"954","2018-04-13",25.15
"955","2018-04-16",25.65
"956","2018-04-17",26.049999
"957","2018-04-18",26.35
"958","2018-04-19",25.9
"959","2018-04-20",26.4
"960","2018-04-23",26.700001
"961","2018-04-24",27.15
"962","2018-04-25",27.049999
"963","2018-04-26",26.25
"964","2018-04-27",25.4
"965","2018-04-30",25.450001
"966","2018-05-01",25.65
"967","2018-05-02",25.6
"968","2018-05-03",25.5
"969","2018-05-04",26.049999
"970","2018-05-07",26.4
"971","2018-05-08",26.6
"972","2018-05-09",26.85
"973","2018-05-10",26.1
"974","2018-05-11",26
"975","2018-05-14",25.85
"976","2018-05-15",25.950001
"977","2018-05-16",26.049999
"978","2018-05-17",26.6
"979","2018-05-18",26.9
"980","2018-05-21",27.4
"981","2018-05-22",26.85
"982","2018-05-23",27.1
"983","2018-05-24",27.25
"984","2018-05-25",27.299999
"985","2018-05-29",27.15
"986","2018-05-30",27.799999
"987","2018-05-31",27.35
"988","2018-06-01",27.950001
"989","2018-06-04",27.200001
"990","2018-06-05",28.15
"991","2018-06-06",28.549999
"992","2018-06-07",28.799999
"993","2018-06-08",28.75
"994","2018-06-11",28.65
