"","date","CHE"
"1","2007-01-03",38.029999
"2","2007-01-04",37.549999
"3","2007-01-05",37.040001
"4","2007-01-08",36.790001
"5","2007-01-09",36.060001
"6","2007-01-10",36.240002
"7","2007-01-11",37.41
"8","2007-01-12",37.41
"9","2007-01-16",37.799999
"10","2007-01-17",37.540001
"11","2007-01-18",36.880001
"12","2007-01-19",36.810001
"13","2007-01-22",35.75
"14","2007-01-23",37.029999
"15","2007-01-24",37.009998
"16","2007-01-25",36.279999
"17","2007-01-26",36.490002
"18","2007-01-29",37.169998
"19","2007-01-30",36.290001
"20","2007-01-31",36.5
"21","2007-02-01",36.75
"22","2007-02-02",36.630001
"23","2007-02-05",36.490002
"24","2007-02-06",36.91
"25","2007-02-07",36.099998
"26","2007-02-08",36.689999
"27","2007-02-09",37.049999
"28","2007-02-12",37.310001
"29","2007-02-13",37.599998
"30","2007-02-14",38.450001
"31","2007-02-15",39.189999
"32","2007-02-16",39.75
"33","2007-02-20",39.849998
"34","2007-02-21",47.459999
"35","2007-02-22",47.25
"36","2007-02-23",47.189999
"37","2007-02-26",47.240002
"38","2007-02-27",46.889999
"39","2007-02-28",46.23
"40","2007-03-01",46.25
"41","2007-03-02",46.009998
"42","2007-03-05",45.900002
"43","2007-03-06",45.939999
"44","2007-03-07",45.880001
"45","2007-03-08",46.049999
"46","2007-03-09",46.959999
"47","2007-03-12",47.400002
"48","2007-03-13",46.720001
"49","2007-03-14",46.299999
"50","2007-03-15",46.810001
"51","2007-03-16",46.84
"52","2007-03-19",47.889999
"53","2007-03-20",48.25
"54","2007-03-21",49.349998
"55","2007-03-22",49.369999
"56","2007-03-23",49.650002
"57","2007-03-26",49.32
"58","2007-03-27",49.029999
"59","2007-03-28",48.919998
"60","2007-03-29",48.950001
"61","2007-03-30",48.959999
"62","2007-04-02",49
"63","2007-04-03",49.689999
"64","2007-04-04",49.099998
"65","2007-04-05",49
"66","2007-04-09",49.169998
"67","2007-04-10",49.810001
"68","2007-04-11",51.07
"69","2007-04-12",51.560001
"70","2007-04-13",51.869999
"71","2007-04-16",53.049999
"72","2007-04-17",53.5
"73","2007-04-18",52.59
"74","2007-04-19",52.48
"75","2007-04-20",52.580002
"76","2007-04-23",52.549999
"77","2007-04-24",52.549999
"78","2007-04-25",52.48
"79","2007-04-26",52.400002
"80","2007-04-27",52.450001
"81","2007-04-30",50.299999
"82","2007-05-01",57.66
"83","2007-05-02",57.049999
"84","2007-05-03",57.57
"85","2007-05-04",59.169998
"86","2007-05-07",62.849998
"87","2007-05-08",65.900002
"88","2007-05-09",65.440002
"89","2007-05-10",64.599998
"90","2007-05-11",65.239998
"91","2007-05-14",64.589996
"92","2007-05-15",64.75
"93","2007-05-16",65.900002
"94","2007-05-17",64.940002
"95","2007-05-18",66.639999
"96","2007-05-21",68.769997
"97","2007-05-22",67.599998
"98","2007-05-23",67.080002
"99","2007-05-24",65.93
"100","2007-05-25",66.150002
"101","2007-05-29",66.220001
"102","2007-05-30",66.980003
"103","2007-05-31",67
"104","2007-06-01",67.440002
"105","2007-06-04",68.480003
"106","2007-06-05",67.629997
"107","2007-06-06",66.18
"108","2007-06-07",64.900002
"109","2007-06-08",65.739998
"110","2007-06-11",66.089996
"111","2007-06-12",65.129997
"112","2007-06-13",65.839996
"113","2007-06-14",66.82
"114","2007-06-15",67.449997
"115","2007-06-18",66.75
"116","2007-06-19",67.650002
"117","2007-06-20",66.580002
"118","2007-06-21",66.339996
"119","2007-06-22",65.470001
"120","2007-06-25",63.73
"121","2007-06-26",65.029999
"122","2007-06-27",65.830002
"123","2007-06-28",66.169998
"124","2007-06-29",66.290001
"125","2007-07-02",67.080002
"126","2007-07-03",67.889999
"127","2007-07-05",67.699997
"128","2007-07-06",68.050003
"129","2007-07-09",68.339996
"130","2007-07-10",67.839996
"131","2007-07-11",68.989998
"132","2007-07-12",70.529999
"133","2007-07-13",68.879997
"134","2007-07-16",68.18
"135","2007-07-17",68.019997
"136","2007-07-18",68.199997
"137","2007-07-19",67.769997
"138","2007-07-20",66.419998
"139","2007-07-23",67.220001
"140","2007-07-24",66.059998
"141","2007-07-25",67.25
"142","2007-07-26",64.949997
"143","2007-07-27",63.27
"144","2007-07-30",64.470001
"145","2007-07-31",63.279999
"146","2007-08-01",63.32
"147","2007-08-02",59.919998
"148","2007-08-03",57.360001
"149","2007-08-06",59.709999
"150","2007-08-07",58.040001
"151","2007-08-08",55.759998
"152","2007-08-09",52.93
"153","2007-08-10",58.23
"154","2007-08-13",58.34
"155","2007-08-14",56.740002
"156","2007-08-15",55.580002
"157","2007-08-16",56.970001
"158","2007-08-17",57.240002
"159","2007-08-20",57.759998
"160","2007-08-21",58.02
"161","2007-08-22",60.529999
"162","2007-08-23",60.279999
"163","2007-08-24",61.139999
"164","2007-08-27",61.950001
"165","2007-08-28",59.73
"166","2007-08-29",61.919998
"167","2007-08-30",61.150002
"168","2007-08-31",62.040001
"169","2007-09-04",62.110001
"170","2007-09-05",61.080002
"171","2007-09-06",61.459999
"172","2007-09-07",59.91
"173","2007-09-10",59.639999
"174","2007-09-11",59.84
"175","2007-09-12",60.299999
"176","2007-09-13",61.119999
"177","2007-09-14",61.130001
"178","2007-09-17",61.009998
"179","2007-09-18",63
"180","2007-09-19",62.130001
"181","2007-09-20",60.82
"182","2007-09-21",62.369999
"183","2007-09-24",62.139999
"184","2007-09-25",63.25
"185","2007-09-26",62.950001
"186","2007-09-27",63.779999
"187","2007-09-28",62.16
"188","2007-10-01",62.360001
"189","2007-10-02",61.93
"190","2007-10-03",61.799999
"191","2007-10-04",61.91
"192","2007-10-05",62.110001
"193","2007-10-08",61.07
"194","2007-10-09",61.439999
"195","2007-10-10",60.650002
"196","2007-10-11",61.07
"197","2007-10-12",61.599998
"198","2007-10-15",60.389999
"199","2007-10-16",60.330002
"200","2007-10-17",60.610001
"201","2007-10-18",60.720001
"202","2007-10-19",60
"203","2007-10-22",61.139999
"204","2007-10-23",63.279999
"205","2007-10-24",62.189999
"206","2007-10-25",64.010002
"207","2007-10-26",64.400002
"208","2007-10-29",62.450001
"209","2007-10-30",64.870003
"210","2007-10-31",57.32
"211","2007-11-01",56.630001
"212","2007-11-02",57.18
"213","2007-11-05",57.130001
"214","2007-11-06",57.16
"215","2007-11-07",56.310001
"216","2007-11-08",56.240002
"217","2007-11-09",55.380001
"218","2007-11-12",56.790001
"219","2007-11-13",55.5
