"","date","LPLA"
"1","2010-11-18",32.150002
"2","2010-11-19",32.599998
"3","2010-11-22",32.200001
"4","2010-11-23",32.759998
"5","2010-11-24",32.939999
"6","2010-11-26",32.900002
"7","2010-11-29",33.560001
"8","2010-11-30",33.900002
"9","2010-12-01",35.009998
"10","2010-12-02",34.700001
"11","2010-12-03",34.709999
"12","2010-12-06",35.380001
"13","2010-12-07",35.740002
"14","2010-12-08",35.73
"15","2010-12-09",35.790001
"16","2010-12-10",34.849998
"17","2010-12-13",33.77
"18","2010-12-14",33.650002
"19","2010-12-15",33.310001
"20","2010-12-16",33.369999
"21","2010-12-17",33.27
"22","2010-12-20",33.709999
"23","2010-12-21",34.080002
"24","2010-12-22",34.610001
"25","2010-12-23",34.849998
"26","2010-12-27",35
"27","2010-12-28",35.68
"28","2010-12-29",36.200001
"29","2010-12-30",36.299999
"30","2010-12-31",36.369999
"31","2011-01-03",34.970001
"32","2011-01-04",33.669998
"33","2011-01-05",34.119999
"34","2011-01-06",34.189999
"35","2011-01-07",33.959999
"36","2011-01-10",33.75
"37","2011-01-11",34.240002
"38","2011-01-12",34.18
"39","2011-01-13",33.650002
"40","2011-01-14",33.360001
"41","2011-01-18",33.57
"42","2011-01-19",34.009998
"43","2011-01-20",34.009998
"44","2011-01-21",34.200001
"45","2011-01-24",34
"46","2011-01-25",32.66
"47","2011-01-26",32.689999
"48","2011-01-27",33.049999
"49","2011-01-28",33.080002
"50","2011-01-31",34.259998
"51","2011-02-01",34.52
"52","2011-02-02",34.16
"53","2011-02-03",34.02
"54","2011-02-04",33.900002
"55","2011-02-07",33.75
"56","2011-02-08",33.84
"57","2011-02-09",33
"58","2011-02-10",33.060001
"59","2011-02-11",32.950001
"60","2011-02-14",33.049999
"61","2011-02-15",32.98
"62","2011-02-16",33.049999
"63","2011-02-17",32.84
"64","2011-02-18",32.91
"65","2011-02-22",32.290001
"66","2011-02-23",32.150002
"67","2011-02-24",32.470001
"68","2011-02-25",32.779999
"69","2011-02-28",33.610001
"70","2011-03-01",33.740002
"71","2011-03-02",32.59
"72","2011-03-03",32.330002
"73","2011-03-04",32.330002
"74","2011-03-07",32.349998
"75","2011-03-08",32.77
"76","2011-03-09",33.330002
"77","2011-03-10",33.040001
"78","2011-03-11",33.299999
"79","2011-03-14",33.459999
"80","2011-03-15",33.349998
"81","2011-03-16",33.07
"82","2011-03-17",33.75
"83","2011-03-18",35.799999
"84","2011-03-21",35.41
"85","2011-03-22",35.43
"86","2011-03-23",35.169998
"87","2011-03-24",35.509998
"88","2011-03-25",35.959999
"89","2011-03-28",35.84
"90","2011-03-29",35.75
"91","2011-03-30",35.990002
"92","2011-03-31",35.810001
"93","2011-04-01",35.91
"94","2011-04-04",35.18
"95","2011-04-05",34.75
"96","2011-04-06",34.490002
"97","2011-04-07",34.529999
"98","2011-04-08",34.650002
"99","2011-04-11",34.700001
"100","2011-04-12",34.349998
"101","2011-04-13",34.32
"102","2011-04-14",34.279999
"103","2011-04-15",34.130001
"104","2011-04-18",34.07
"105","2011-04-19",34.040001
"106","2011-04-20",34.16
"107","2011-04-21",34.790001
"108","2011-04-25",34.709999
"109","2011-04-26",34.889999
"110","2011-04-27",36.25
"111","2011-04-28",36.049999
"112","2011-04-29",36.68
"113","2011-05-02",36.950001
"114","2011-05-03",36.860001
"115","2011-05-04",36.889999
"116","2011-05-05",36.619999
"117","2011-05-06",36.700001
"118","2011-05-09",36.59
"119","2011-05-10",36.59
"120","2011-05-11",36.549999
"121","2011-05-12",36.5
"122","2011-05-13",36
"123","2011-05-16",35.5
"124","2011-05-17",34.119999
"125","2011-05-18",35.040001
"126","2011-05-19",34.790001
"127","2011-05-20",34.919998
"128","2011-05-23",33.959999
"129","2011-05-24",34.639999
"130","2011-05-25",34.48
"131","2011-05-26",34.869999
"132","2011-05-27",35.529999
"133","2011-05-31",35.939999
"134","2011-06-01",35.75
"135","2011-06-02",35.990002
"136","2011-06-03",36.009998
"137","2011-06-06",36.16
"138","2011-06-07",36.389999
"139","2011-06-08",35.849998
"140","2011-06-09",35.66
"141","2011-06-10",34.599998
"142","2011-06-13",34.43
"143","2011-06-14",34.200001
"144","2011-06-15",33.970001
"145","2011-06-16",34.310001
"146","2011-06-17",34.43
"147","2011-06-20",34.93
"148","2011-06-21",34.459999
"149","2011-06-22",34.610001
"150","2011-06-23",33.619999
"151","2011-06-24",33.150002
"152","2011-06-27",33.759998
"153","2011-06-28",33.950001
"154","2011-06-29",34.470001
"155","2011-06-30",34.209999
"156","2011-07-01",34.509998
"157","2011-07-05",34.290001
"158","2011-07-06",34.650002
"159","2011-07-07",34.650002
"160","2011-07-08",33.900002
"161","2011-07-11",33.48
"162","2011-07-12",33.610001
"163","2011-07-13",33.68
"164","2011-07-14",33.619999
"165","2011-07-15",33.099998
"166","2011-07-18",33.049999
"167","2011-07-19",33.450001
"168","2011-07-20",33.049999
"169","2011-07-21",33.110001
"170","2011-07-22",33.209999
"171","2011-07-25",33.68
"172","2011-07-26",34.049999
"173","2011-07-27",33.490002
"174","2011-07-28",32.34
"175","2011-07-29",33.049999
"176","2011-08-01",33.549999
"177","2011-08-02",32.439999
"178","2011-08-03",33.009998
"179","2011-08-04",31.860001
"180","2011-08-05",31.43
"181","2011-08-08",28.110001
"182","2011-08-09",28.5
"183","2011-08-10",26.77
"184","2011-08-11",27.26
"185","2011-08-12",27.84
"186","2011-08-15",27.120001
"187","2011-08-16",26.540001
"188","2011-08-17",27.059999
"189","2011-08-18",26.67
"190","2011-08-19",26.790001
"191","2011-08-22",27.24
"192","2011-08-23",29.08
"193","2011-08-24",28.73
"194","2011-08-25",27.66
"195","2011-08-26",27.469999
"196","2011-08-29",28.49
"197","2011-08-30",29.059999
"198","2011-08-31",29.1
"199","2011-09-01",28.6
"200","2011-09-02",27.299999
"201","2011-09-06",26.43
"202","2011-09-07",26.860001
"203","2011-09-08",26.27
"204","2011-09-09",25.02
"205","2011-09-12",25.15
"206","2011-09-13",25.74
"207","2011-09-14",25.879999
"208","2011-09-15",26.610001
"209","2011-09-16",26.129999
"210","2011-09-19",25.540001
"211","2011-09-20",25.610001
"212","2011-09-21",24.620001
"213","2011-09-22",24.469999
"214","2011-09-23",24.75
"215","2011-09-26",25.469999
"216","2011-09-27",26.120001
"217","2011-09-28",25.17
"218","2011-09-29",25.74
"219","2011-09-30",25.42
"220","2011-10-03",25.1
"221","2011-10-04",26.32
"222","2011-10-05",26.43
"223","2011-10-06",26.360001
"224","2011-10-07",25.610001
"225","2011-10-10",26.889999
"226","2011-10-11",26.639999
"227","2011-10-12",27.709999
"228","2011-10-13",26.959999
"229","2011-10-14",27.030001
"230","2011-10-17",26.76
"231","2011-10-18",27.280001
"232","2011-10-19",26.66
"233","2011-10-20",26.82
"234","2011-10-21",27.08
"235","2011-10-24",27.85
"236","2011-10-25",27.639999
"237","2011-10-26",27.59
"238","2011-10-27",28.780001
"239","2011-10-28",29.030001
"240","2011-10-31",29.01
"241","2011-11-01",28.5
"242","2011-11-02",29.07
"243","2011-11-03",29.49
"244","2011-11-04",29.209999
"245","2011-11-07",28.93
"246","2011-11-08",29.43
"247","2011-11-09",28.34
"248","2011-11-10",28.17
"249","2011-11-11",28.620001
"250","2011-11-14",28.700001
"251","2011-11-15",29.01
"252","2011-11-16",28.74
"253","2011-11-17",28.48
"254","2011-11-18",28.49
"255","2011-11-21",28.32
"256","2011-11-22",28.129999
"257","2011-11-23",27.27
"258","2011-11-25",27.459999
"259","2011-11-28",28.49
"260","2011-11-29",28.6
"261","2011-11-30",30
"262","2011-12-01",29.99
"263","2011-12-02",29.969999
"264","2011-12-05",29.799999
"265","2011-12-06",29.559999
"266","2011-12-07",29.5
"267","2011-12-08",29.01
"268","2011-12-09",29.35
"269","2011-12-12",28.549999
"270","2011-12-13",28.190001
"271","2011-12-14",27.299999
"272","2011-12-15",27.85
"273","2011-12-16",28.43
"274","2011-12-19",28.25
"275","2011-12-20",29.09
"276","2011-12-21",29
"277","2011-12-22",29.43
"278","2011-12-23",29.690001
"279","2011-12-27",29.879999
"280","2011-12-28",29.93
"281","2011-12-29",30.440001
"282","2011-12-30",30.540001
"283","2012-01-03",30.780001
"284","2012-01-04",30.43
"285","2012-01-05",30.76
"286","2012-01-06",30.85
