"","date","PVG"
"187","2011-11-25",7.98
"188","2011-11-28",9.83
"189","2011-11-29",10.3
"190","2011-11-30",11.73
"191","2011-12-01",12.2
"192","2011-12-02",11.92
"193","2011-12-05",11.09
"194","2011-12-06",12.05
"195","2011-12-07",11.94
"196","2011-12-08",12.17
"197","2011-12-09",12.54
"198","2011-12-12",11.76
"199","2011-12-13",11.57
"200","2011-12-14",11.26
"201","2011-12-15",11.34
"202","2011-12-16",11.92
"203","2011-12-19",11.65
"204","2011-12-20",11.8
"205","2011-12-21",12.1
"206","2011-12-22",12.39
"207","2011-12-23",13.01
"208","2011-12-27",13.01
"209","2011-12-28",12.18
"210","2011-12-29",12.4
"211","2011-12-30",12.3
"212","2012-01-03",13.39
"213","2012-01-04",13.42
"214","2012-01-05",13.38
"215","2012-01-06",13.41
"216","2012-01-09",14.45
"217","2012-01-10",15.46
"218","2012-01-11",15.35
"219","2012-01-12",15.19
"220","2012-01-13",15.3
"221","2012-01-17",15.27
"222","2012-01-18",15.55
"223","2012-01-19",16.049999
"224","2012-01-20",15.94
"225","2012-01-23",16.25
"226","2012-01-24",16.26
"227","2012-01-25",16.08
"228","2012-01-26",15.98
"229","2012-01-27",15.98
"230","2012-01-30",16.209999
"231","2012-01-31",16.209999
"232","2012-02-01",16.91
"233","2012-02-02",17
"234","2012-02-03",16.870001
"235","2012-02-06",16.700001
"236","2012-02-07",17.040001
"237","2012-02-08",17.110001
"238","2012-02-09",17.030001
"239","2012-02-10",16.27
"240","2012-02-13",15.43
"241","2012-02-14",15.94
"242","2012-02-15",16.09
"243","2012-02-16",16.700001
"244","2012-02-17",16.290001
"245","2012-02-21",16.360001
"246","2012-02-22",16.370001
"247","2012-02-23",16.76
"248","2012-02-24",16.799999
"249","2012-02-27",16.790001
"250","2012-02-28",17.540001
"251","2012-02-29",17.93
"252","2012-03-01",18.24
"253","2012-03-02",18.1
"254","2012-03-05",17.799999
"255","2012-03-06",17.01
"256","2012-03-07",17.440001
"257","2012-03-08",17.780001
"258","2012-03-09",17.709999
"259","2012-03-12",17.23
"260","2012-03-13",17.41
"261","2012-03-14",16.85
"262","2012-03-15",17.389999
"263","2012-03-16",17.08
"264","2012-03-19",16.82
"265","2012-03-20",14.86
"266","2012-03-21",13.93
"267","2012-03-22",13.35
"268","2012-03-23",13.89
"269","2012-03-26",14.46
"270","2012-03-27",14.36
"271","2012-03-28",13.9
"272","2012-03-29",13.72
"273","2012-03-30",14.29
"274","2012-04-02",14.19
"275","2012-04-03",15.2
"276","2012-04-04",14.66
"277","2012-04-05",14.74
"278","2012-04-09",14.29
"279","2012-04-10",14.74
"280","2012-04-11",15.08
"281","2012-04-12",15.36
"282","2012-04-13",15.82
"283","2012-04-16",14.9
"284","2012-04-17",15.12
"285","2012-04-18",15.03
"286","2012-04-19",15.36
"287","2012-04-20",15.13
"288","2012-04-23",14.59
"289","2012-04-24",14.52
"290","2012-04-25",15.52
"291","2012-04-26",15.09
"292","2012-04-27",15.55
"293","2012-04-30",16.9
"294","2012-05-01",16.1
"295","2012-05-02",15.43
"296","2012-05-03",14.84
"297","2012-05-04",14.56
"298","2012-05-07",14.36
"299","2012-05-08",13.31
"300","2012-05-09",13.24
"301","2012-05-10",13.47
"302","2012-05-11",13.36
"303","2012-05-14",12.55
"304","2012-05-15",11.55
"305","2012-05-16",10.98
"306","2012-05-17",12.26
"307","2012-05-18",12.44
"308","2012-05-21",13
"309","2012-05-22",12.73
"310","2012-05-23",13.06
"311","2012-05-24",13.03
"312","2012-05-25",12.83
"313","2012-05-29",12.87
"314","2012-05-30",12.78
"315","2012-05-31",13.07
"316","2012-06-01",13.63
"317","2012-06-04",13.67
"318","2012-06-05",14.09
"319","2012-06-06",15.02
"320","2012-06-07",14.36
"321","2012-06-08",14.84
"322","2012-06-11",14.31
"323","2012-06-12",15.01
"324","2012-06-13",14.76
"325","2012-06-14",14.95
"326","2012-06-15",15.21
"327","2012-06-18",15.72
"328","2012-06-19",15.18
"329","2012-06-20",15
"330","2012-06-21",14.34
"331","2012-06-22",14.09
"332","2012-06-25",14.05
"333","2012-06-26",14
"334","2012-06-27",13.63
"335","2012-06-28",13.16
"336","2012-06-29",13.8
"337","2012-07-02",14.16
"338","2012-07-03",14.2
"339","2012-07-05",14.61
"340","2012-07-06",14.12
"341","2012-07-09",13.72
"342","2012-07-10",13.36
"343","2012-07-11",13.19
"344","2012-07-12",13.15
"345","2012-07-13",13.16
"346","2012-07-16",13.16
"347","2012-07-17",13.24
"348","2012-07-18",13.43
"349","2012-07-19",13.41
"350","2012-07-20",13.23
"351","2012-07-23",13.07
"352","2012-07-24",13.11
"353","2012-07-25",14.23
"354","2012-07-26",14.24
"355","2012-07-27",14.27
"356","2012-07-30",13.93
"357","2012-07-31",14.67
"358","2012-08-01",14.69
"359","2012-08-02",14.81
"360","2012-08-03",14.9
"361","2012-08-06",15.25
"362","2012-08-07",15.1
"363","2012-08-08",15.3
"364","2012-08-09",15.29
"365","2012-08-10",15.24
"366","2012-08-13",14.96
"367","2012-08-14",14.56
"368","2012-08-15",14.67
"369","2012-08-16",14.86
"370","2012-08-17",14.81
"371","2012-08-20",14.9
"372","2012-08-21",15.5
"373","2012-08-22",15.76
"374","2012-08-23",14.94
"375","2012-08-24",15.32
"376","2012-08-27",15.07
"377","2012-08-28",14.84
"378","2012-08-29",14.6
"379","2012-08-30",14.01
"380","2012-08-31",14.75
"381","2012-09-04",14.75
"382","2012-09-05",14.69
"383","2012-09-06",14.92
"384","2012-09-07",14.15
"385","2012-09-10",14.52
"386","2012-09-11",14.24
"387","2012-09-12",13.98
"388","2012-09-13",13.5
"389","2012-09-14",13.57
"390","2012-09-17",13.62
"391","2012-09-18",14
"392","2012-09-19",13.67
"393","2012-09-20",13.35
"394","2012-09-21",13.61
"395","2012-09-24",13.3
"396","2012-09-25",12.99
"397","2012-09-26",12.88
"398","2012-09-27",13.18
"399","2012-09-28",13.03
"400","2012-10-01",12.88
"401","2012-10-02",12.81
"402","2012-10-03",13.18
"403","2012-10-04",13.79
"404","2012-10-05",13.82
"405","2012-10-08",13.63
"406","2012-10-09",13.42
"407","2012-10-10",13.48
"408","2012-10-11",13.38
"409","2012-10-12",13.04
"410","2012-10-15",13.1
"411","2012-10-16",13.19
"412","2012-10-17",13.26
"413","2012-10-18",13.01
"414","2012-10-19",12.84
"415","2012-10-22",13.43
"416","2012-10-23",13.14
"417","2012-10-24",12.81
"418","2012-10-25",13.31
"419","2012-10-26",13.32
"420","2012-10-31",13.52
"421","2012-11-01",13.76
"422","2012-11-02",13.15
"423","2012-11-05",13.24
"424","2012-11-06",13.19
"425","2012-11-07",13.34
"426","2012-11-08",13.49
"427","2012-11-09",13.23
"428","2012-11-12",13.47
"429","2012-11-13",13.32
"430","2012-11-14",13.22
"431","2012-11-15",12.7
"432","2012-11-16",12.51
"433","2012-11-19",12.82
"434","2012-11-20",13.03
"435","2012-11-21",13.03
"436","2012-11-23",14.31
"437","2012-11-26",14.09
"438","2012-11-27",13.64
"439","2012-11-28",13.81
"440","2012-11-29",13.73
"441","2012-11-30",13.56
"442","2012-12-03",13.4
"443","2012-12-04",13.39
"444","2012-12-05",13.35
"445","2012-12-06",13.56
"446","2012-12-07",13.41
"447","2012-12-10",13.72
"448","2012-12-11",13.88
"449","2012-12-12",14.05
"450","2012-12-13",14.19
"451","2012-12-14",14.05
"452","2012-12-17",13.4
"453","2012-12-18",13.27
"454","2012-12-19",13.24
"455","2012-12-20",13.09
"456","2012-12-21",13.08
"457","2012-12-24",13.01
"458","2012-12-26",13.1
"459","2012-12-27",12.89
"460","2012-12-28",12.94
"461","2012-12-31",13.21
"462","2013-01-02",13.35
"463","2013-01-03",12.73
"464","2013-01-04",12.9
"465","2013-01-07",12.64
"466","2013-01-08",12.67
"467","2013-01-09",12.62
"468","2013-01-10",13
"469","2013-01-11",12.76
"470","2013-01-14",12.57
"471","2013-01-15",12.76
"472","2013-01-16",12.59
"473","2013-01-17",12.62
"474","2013-01-18",12.26
"475","2013-01-22",12.33
"476","2013-01-23",11.98
"477","2013-01-24",11.71
"478","2013-01-25",11.25
"479","2013-01-28",11.38
"480","2013-01-29",11.46
"481","2013-01-30",11.41
"482","2013-01-31",11.14
"483","2013-02-01",11.21
"484","2013-02-04",11.07
"485","2013-02-05",11.27
"486","2013-02-06",10.88
"487","2013-02-07",11.03
"488","2013-02-08",10.84
"489","2013-02-11",10.19
"490","2013-02-12",10.05
"491","2013-02-13",9.66
"492","2013-02-14",9.68
"493","2013-02-15",8.9
"494","2013-02-19",8.89
"495","2013-02-20",8.11
"496","2013-02-21",8
"497","2013-02-22",8.23
"498","2013-02-25",8.01
"499","2013-02-26",8.15
"500","2013-02-27",8.05
"501","2013-02-28",7.69
"502","2013-03-01",7.52
"503","2013-03-04",7.38
"504","2013-03-05",7.15
"505","2013-03-06",7.87
"506","2013-03-07",8.11
"507","2013-03-08",7.77
"508","2013-03-11",7.5
"509","2013-03-12",7.85
"510","2013-03-13",7.74
"511","2013-03-14",7.77
"512","2013-03-15",7.97
"513","2013-03-18",7.81
"514","2013-03-19",8.05
"515","2013-03-20",7.83
"516","2013-03-21",8.14
"517","2013-03-22",8.08
"518","2013-03-25",8.02
"519","2013-03-26",7.95
"520","2013-03-27",7.95
"521","2013-03-28",7.92
"522","2013-04-01",7.75
"523","2013-04-02",7.2
"524","2013-04-03",6.61
"525","2013-04-04",6.82
"526","2013-04-05",6.84
"527","2013-04-08",6.62
"528","2013-04-09",7.14
"529","2013-04-10",7.05
"530","2013-04-11",6.94
"531","2013-04-12",6.68
"532","2013-04-15",5.96
"533","2013-04-16",6
"534","2013-04-17",5.6
"535","2013-04-18",5.85
"536","2013-04-19",5.95
"537","2013-04-22",6.35
"538","2013-04-23",6.31
"539","2013-04-24",7.01
"540","2013-04-25",7
"541","2013-04-26",7.13
"542","2013-04-29",7.1
"543","2013-04-30",7.33
"544","2013-05-01",6.91
"545","2013-05-02",6.94
"546","2013-05-03",7.07
"547","2013-05-06",6.96
"548","2013-05-07",6.61
"549","2013-05-08",7.73
"550","2013-05-09",7.68
"551","2013-05-10",7.58
"552","2013-05-13",7.4
"553","2013-05-14",7.19
"554","2013-05-15",6.69
"555","2013-05-16",6.74
"556","2013-05-17",6.27
"557","2013-05-20",7.32
"558","2013-05-21",7.02
"559","2013-05-22",7.05
"560","2013-05-23",7.23
"561","2013-05-24",7.19
"562","2013-05-28",7.66
"563","2013-05-29",8.22
"564","2013-05-30",8.3
"565","2013-05-31",8.12
"566","2013-06-03",8.43
"567","2013-06-04",8.18
"568","2013-06-05",8.37
"569","2013-06-06",8.82
"570","2013-06-07",8.28
"571","2013-06-10",8.18
"572","2013-06-11",7.8
"573","2013-06-12",8.25
"574","2013-06-13",8.13
"575","2013-06-14",7.94
"576","2013-06-17",7.81
"577","2013-06-18",7.42
"578","2013-06-19",7.27
"579","2013-06-20",6.26
"580","2013-06-21",6.6
"581","2013-06-24",6.28
"582","2013-06-25",6.42
"583","2013-06-26",5.72
"584","2013-06-27",6.13
"585","2013-06-28",6.6
"586","2013-07-01",7.01
"587","2013-07-02",6.56
"588","2013-07-03",6.98
"589","2013-07-05",6.39
"590","2013-07-08",6.41
"591","2013-07-09",6.78
"592","2013-07-10",6.87
"593","2013-07-11",7.49
"594","2013-07-12",7.26
"595","2013-07-15",7.23
"596","2013-07-16",7.99
"597","2013-07-17",7.41
"598","2013-07-18",7.4
"599","2013-07-19",7.8
"600","2013-07-22",8.23
"601","2013-07-23",8.81
"602","2013-07-24",8.43
"603","2013-07-25",8.55
"604","2013-07-26",8.48
"605","2013-07-29",8.72
"606","2013-07-30",8.37
"607","2013-07-31",8.44
"608","2013-08-01",8.2
"609","2013-08-02",8.1
"610","2013-08-05",8.28
"611","2013-08-06",7.27
"612","2013-08-07",7.2
"613","2013-08-08",7.92
"614","2013-08-09",7.94
"615","2013-08-12",8.41
"616","2013-08-13",8.63
"617","2013-08-14",8.89
"618","2013-08-15",9.08
"619","2013-08-16",8.97
"620","2013-08-19",8.76
"621","2013-08-20",9.23
"622","2013-08-21",8.91
"623","2013-08-22",8.85
"624","2013-08-23",9.15
"625","2013-08-26",9.76
"626","2013-08-27",9.38
"627","2013-08-28",8.74
"628","2013-08-29",8.43
"629","2013-08-30",8.44
"630","2013-09-03",8.6
"631","2013-09-04",8.37
"632","2013-09-05",7.93
"633","2013-09-06",8.15
"634","2013-09-09",8.11
"635","2013-09-10",7.62
"636","2013-09-11",7.83
"637","2013-09-12",7.57
"638","2013-09-13",7.45
"639","2013-09-16",7.15
"640","2013-09-17",7.15
"641","2013-09-18",7.85
"642","2013-09-19",7.63
"643","2013-09-20",6.94
"644","2013-09-23",6.66
"645","2013-09-24",6.65
"646","2013-09-25",7.06
"647","2013-09-26",7
"648","2013-09-27",6.99
"649","2013-09-30",6.89
"650","2013-10-01",6.78
"651","2013-10-02",6.97
"652","2013-10-03",6.82
"653","2013-10-04",6.72
"654","2013-10-07",6.99
"655","2013-10-08",6.77
"656","2013-10-09",4.7
"657","2013-10-10",4.93
"658","2013-10-11",4.78
"659","2013-10-14",4.89
"660","2013-10-15",4.71
"661","2013-10-16",4.62
"662","2013-10-17",4.53
"663","2013-10-18",4.53
"664","2013-10-21",4.63
"665","2013-10-22",3.36
"666","2013-10-23",3.2
"667","2013-10-24",3.85
"668","2013-10-25",3.65
"669","2013-10-28",3.54
"670","2013-10-29",3.47
"671","2013-10-30",3.39
"672","2013-10-31",3.27
"673","2013-11-01",3.24
"674","2013-11-04",3.28
"675","2013-11-05",3.16
"676","2013-11-06",3.03
"677","2013-11-07",2.98
"678","2013-11-08",3.35
"679","2013-11-11",3.27
"680","2013-11-12",3.04
"681","2013-11-13",3.04
"682","2013-11-14",3.18
"683","2013-11-15",3.13
"684","2013-11-18",2.98
"685","2013-11-19",3.05
"686","2013-11-20",2.78
"687","2013-11-21",2.93
"688","2013-11-22",5.32
"689","2013-11-25",5.53
"690","2013-11-26",5.27
"691","2013-11-27",5.17
"692","2013-11-29",5.43
"693","2013-12-02",5.83
"694","2013-12-03",5.57
"695","2013-12-04",5.79
"696","2013-12-05",5.61
"697","2013-12-06",5.57
"698","2013-12-09",5.79
"699","2013-12-10",5.83
"700","2013-12-11",5.75
"701","2013-12-12",5.58
"702","2013-12-13",5.66
"703","2013-12-16",5.55
"704","2013-12-17",5.42
"705","2013-12-18",5.32
"706","2013-12-19",5.44
"707","2013-12-20",5.09
"708","2013-12-23",5.01
"709","2013-12-24",5.15
"710","2013-12-26",5.13
"711","2013-12-27",5.11
"712","2013-12-30",5.07
"713","2013-12-31",5.16
"714","2014-01-02",5.4
"715","2014-01-03",5.29
"716","2014-01-06",5.11
"717","2014-01-07",5.03
"718","2014-01-08",5.02
"719","2014-01-09",5.09
"720","2014-01-10",5.18
"721","2014-01-13",5.43
"722","2014-01-14",5.46
"723","2014-01-15",5.63
"724","2014-01-16",5.85
"725","2014-01-17",6
"726","2014-01-21",6.46
"727","2014-01-22",6.14
"728","2014-01-23",6.42
"729","2014-01-24",6.39
"730","2014-01-27",6.14
"731","2014-01-28",6.28
"732","2014-01-29",6.17
"733","2014-01-30",6.01
"734","2014-01-31",5.88
"735","2014-02-03",5.74
"736","2014-02-04",5.96
"737","2014-02-05",5.82
"738","2014-02-06",5.67
"739","2014-02-07",6.13
"740","2014-02-10",6.18
"741","2014-02-11",6.41
"742","2014-02-12",6.53
"743","2014-02-13",6.68
"744","2014-02-14",6.86
"745","2014-02-18",6.95
"746","2014-02-19",6.6
"747","2014-02-20",6.92
"748","2014-02-21",6.7
"749","2014-02-24",6.52
"750","2014-02-25",6.42
"751","2014-02-26",6.34
"752","2014-02-27",6.33
"753","2014-02-28",6.21
"754","2014-03-03",6.16
"755","2014-03-04",6.22
"756","2014-03-05",6.52
"757","2014-03-06",6.77
"758","2014-03-07",6.58
"759","2014-03-10",6.48
"760","2014-03-11",6.41
"761","2014-03-12",6.7
"762","2014-03-13",7.19
"763","2014-03-14",7.26
"764","2014-03-17",6.85
"765","2014-03-18",6.72
"766","2014-03-19",6.42
"767","2014-03-20",6.32
"768","2014-03-21",6.33
"769","2014-03-24",5.99
"770","2014-03-25",5.96
"771","2014-03-26",5.69
"772","2014-03-27",5.87
"773","2014-03-28",6.07
"774","2014-03-31",5.76
"775","2014-04-01",5.86
"776","2014-04-02",6.12
"777","2014-04-03",6.03
"778","2014-04-04",6.31
"779","2014-04-07",6.23
"780","2014-04-08",6.57
"781","2014-04-09",6.7
"782","2014-04-10",6.54
"783","2014-04-11",6.11
"784","2014-04-14",5.98
"785","2014-04-15",5.67
"786","2014-04-16",5.56
"787","2014-04-17",5.48
"788","2014-04-21",5.74
"789","2014-04-22",5.68
"790","2014-04-23",5.87
"791","2014-04-24",6.12
"792","2014-04-25",6.13
"793","2014-04-28",6.16
"794","2014-04-29",6.41
"795","2014-04-30",6.5
"796","2014-05-01",6.37
"797","2014-05-02",6.52
"798","2014-05-05",6.46
"799","2014-05-06",6.51
"800","2014-05-07",6.48
"801","2014-05-08",6.86
"802","2014-05-09",6.57
"803","2014-05-12",7.35
"804","2014-05-13",7.24
"805","2014-05-14",7.45
"806","2014-05-15",7.18
"807","2014-05-16",7.24
"808","2014-05-19",7.49
"809","2014-05-20",7.2
"810","2014-05-21",7.11
"811","2014-05-22",7.1
"812","2014-05-23",7.06
"813","2014-05-27",6.86
"814","2014-05-28",6.51
"815","2014-05-29",6.51
"816","2014-05-30",6.41
"817","2014-06-02",6.32
"818","2014-06-03",6.56
"819","2014-06-04",6.53
"820","2014-06-05",6.8
"821","2014-06-06",6.76
"822","2014-06-09",6.75
"823","2014-06-10",7.08
"824","2014-06-11",7.41
"825","2014-06-12",7.52
"826","2014-06-13",7.61
"827","2014-06-16",7.1
"828","2014-06-17",7.2
"829","2014-06-18",7.2
"830","2014-06-19",7.5
"831","2014-06-20",7.52
"832","2014-06-23",8.03
"833","2014-06-24",7.74
"834","2014-06-25",7.96
"835","2014-06-26",8.08
"836","2014-06-27",8.09
"837","2014-06-30",8.27
"838","2014-07-01",8.15
"839","2014-07-02",8.32
"840","2014-07-03",8.39
"841","2014-07-07",8.29
"842","2014-07-08",8.14
"843","2014-07-09",8.43
"844","2014-07-10",8.55
"845","2014-07-11",8.6
"846","2014-07-14",8.55
"847","2014-07-15",8.09
"848","2014-07-16",8.12
"849","2014-07-17",8.39
"850","2014-07-18",8.3
"851","2014-07-21",7.89
"852","2014-07-22",7.31
"853","2014-07-23",7.17
"854","2014-07-24",6.89
"855","2014-07-25",6.98
"856","2014-07-28",6.98
"857","2014-07-29",7.15
"858","2014-07-30",6.98
"859","2014-07-31",6.87
"860","2014-08-01",6.87
"861","2014-08-04",6.82
"862","2014-08-05",6.73
"863","2014-08-06",6.7
"864","2014-08-07",7.01
"865","2014-08-08",6.85
"866","2014-08-11",6.94
"867","2014-08-12",7.22
"868","2014-08-13",7.15
"869","2014-08-14",7.16
"870","2014-08-15",7.18
"871","2014-08-18",7.14
"872","2014-08-19",7.05
"873","2014-08-20",6.99
"874","2014-08-21",6.86
"875","2014-08-22",6.86
"876","2014-08-25",6.85
"877","2014-08-26",7.07
"878","2014-08-27",7.16
"879","2014-08-28",7.16
"880","2014-08-29",7.42
"881","2014-09-02",7.21
"882","2014-09-03",7.19
"883","2014-09-04",6.81
"884","2014-09-05",6.66
"885","2014-09-08",6.49
"886","2014-09-09",6.66
"887","2014-09-10",6.51
"888","2014-09-11",6.52
"889","2014-09-12",6.35
"890","2014-09-15",6.3
"891","2014-09-16",6.45
"892","2014-09-17",6.2
"893","2014-09-18",5.98
"894","2014-09-19",5.76
"895","2014-09-22",5.33
"896","2014-09-23",5.45
"897","2014-09-24",5.43
"898","2014-09-25",5.4
"899","2014-09-26",5.33
"900","2014-09-29",5.32
"901","2014-09-30",5.2
"902","2014-10-01",5.26
"903","2014-10-02",5.25
"904","2014-10-03",4.98
"905","2014-10-06",5.02
"906","2014-10-07",4.87
"907","2014-10-08",5.24
"908","2014-10-09",5.08
"909","2014-10-10",4.94
"910","2014-10-13",5.3
"911","2014-10-14",5.81
"912","2014-10-15",5.97
"913","2014-10-16",6.01
"914","2014-10-17",5.61
"915","2014-10-20",5.8
"916","2014-10-21",5.52
"917","2014-10-22",5.15
"918","2014-10-23",5.3
"919","2014-10-24",5.18
"920","2014-10-27",5.01
"921","2014-10-28",5.04
"922","2014-10-29",5.01
"923","2014-10-30",4.72
"924","2014-10-31",4.56
"925","2014-11-03",4.73
"926","2014-11-04",4.77
"927","2014-11-05",4.17
"928","2014-11-06",4.35
"929","2014-11-07",5.05
"930","2014-11-10",4.85
"931","2014-11-11",5.26
"932","2014-11-12",5.32
"933","2014-11-13",5.21
"934","2014-11-14",5.62
"935","2014-11-17",5.87
"936","2014-11-18",6.19
"937","2014-11-19",5.73
"938","2014-11-20",6.05
"939","2014-11-21",6.12
"940","2014-11-24",5.98
"941","2014-11-25",6.16
"942","2014-11-26",6.11
"943","2014-11-28",5.43
"944","2014-12-01",5.79
"945","2014-12-02",5.69
"946","2014-12-03",5.96
"947","2014-12-04",5.87
"948","2014-12-05",5.7
"949","2014-12-08",5.78
"950","2014-12-09",6.14
"951","2014-12-10",6.11
"952","2014-12-11",6.06
"953","2014-12-12",5.99
"954","2014-12-15",5.32
"955","2014-12-16",4.97
"956","2014-12-17",5.3
"957","2014-12-18",5.5
"958","2014-12-19",5.9
"959","2014-12-22",5.07
"960","2014-12-23",4.93
"961","2014-12-24",5.07
"962","2014-12-26",5.29
"963","2014-12-29",5.17
"964","2014-12-30",5.54
"965","2014-12-31",5.79
"966","2015-01-02",6.16
"967","2015-01-05",6.6
"968","2015-01-06",6.95
"969","2015-01-07",6.86
"970","2015-01-08",6.65
"971","2015-01-09",6.96
"972","2015-01-12",7.23
"973","2015-01-13",7.08
"974","2015-01-14",7.04
"975","2015-01-15",7.25
"976","2015-01-16",7.21
"977","2015-01-20",7.34
"978","2015-01-21",7.15
"979","2015-01-22",6.67
"980","2015-01-23",6.46
"981","2015-01-26",6.53
"982","2015-01-27",6.99
"983","2015-01-28",6.63
"984","2015-01-29",6.39
"985","2015-01-30",6.68
"986","2015-02-02",6.58
"987","2015-02-03",6.49
"988","2015-02-04",6.66
"989","2015-02-05",6.89
"990","2015-02-06",6.52
"991","2015-02-09",6.49
"992","2015-02-10",6.46
"993","2015-02-11",6.35
"994","2015-02-12",6.51
"995","2015-02-13",6.44
"996","2015-02-17",6.62
"997","2015-02-18",6.09
"998","2015-02-19",5.96
"999","2015-02-20",5.86
