"","date","HCAT"
"1","2019-07-25",39.169998
"2","2019-07-26",38.299999
"3","2019-07-29",41.419998
"4","2019-07-30",43.369999
"5","2019-07-31",44.25
"6","2019-08-01",44.43
"7","2019-08-02",40.540001
"8","2019-08-05",38.439999
"9","2019-08-06",38.77
"10","2019-08-07",40.439999
"11","2019-08-08",42.849998
"12","2019-08-09",45.91
"13","2019-08-12",48.630001
"14","2019-08-13",48.470001
"15","2019-08-14",43.400002
"16","2019-08-15",41.509998
"17","2019-08-16",42.384998
"18","2019-08-19",44.630001
"19","2019-08-20",43.25
"20","2019-08-21",43.66
"21","2019-08-22",42.939999
"22","2019-08-23",38.630001
"23","2019-08-26",40.880001
"24","2019-08-27",40.27
"25","2019-08-28",40
"26","2019-08-29",40.110001
"27","2019-08-30",39.860001
"28","2019-09-03",39.220001
"29","2019-09-04",39.950001
"30","2019-09-05",36.939999
"31","2019-09-06",36.369999
"32","2019-09-09",34.700001
"33","2019-09-10",33.099998
"34","2019-09-11",34.43
"35","2019-09-12",34.040001
"36","2019-09-13",35.330002
"37","2019-09-16",37.02
"38","2019-09-17",38.189999
"39","2019-09-18",38.709999
"40","2019-09-19",36.459999
"41","2019-09-20",37.950001
"42","2019-09-23",37.990002
"43","2019-09-24",35.75
"44","2019-09-25",33.700001
"45","2019-09-26",31.65
"46","2019-09-27",30.309999
"47","2019-09-30",31.639999
"48","2019-10-01",29.15
"49","2019-10-02",28.15
"50","2019-10-03",28.530001
"51","2019-10-04",27.200001
"52","2019-10-07",28.43
"53","2019-10-08",27.139999
"54","2019-10-09",26.440001
"55","2019-10-10",26.950001
"56","2019-10-11",27.82
"57","2019-10-14",28.6
"58","2019-10-15",28.6
"59","2019-10-16",30.1
"60","2019-10-17",28.42
"61","2019-10-18",29
"62","2019-10-21",28.290001
"63","2019-10-22",27.42
"64","2019-10-23",27.75
"65","2019-10-24",28.879999
"66","2019-10-25",29.77
"67","2019-10-28",29.99
"68","2019-10-29",29.84
"69","2019-10-30",32.119999
"70","2019-10-31",32.16
"71","2019-11-01",33.939999
"72","2019-11-04",33.27
"73","2019-11-05",33.610001
"74","2019-11-06",33.389999
"75","2019-11-07",34.060001
"76","2019-11-08",35.009998
"77","2019-11-11",34.650002
"78","2019-11-12",33.490002
"79","2019-11-13",35.299999
"80","2019-11-14",33.740002
"81","2019-11-15",34.369999
"82","2019-11-18",34.380001
"83","2019-11-19",36.115002
"84","2019-11-20",37.279999
"85","2019-11-21",37.23
"86","2019-11-22",37.419998
"87","2019-11-25",37.91
"88","2019-11-26",38.049999
"89","2019-11-27",37.48
"90","2019-11-29",39.73
"91","2019-12-02",37.990002
"92","2019-12-03",39.41
"93","2019-12-04",39.490002
"94","2019-12-05",40.610001
"95","2019-12-06",40.630001
"96","2019-12-09",40.5
"97","2019-12-10",39.279999
"98","2019-12-11",35.59
"99","2019-12-12",34.259998
"100","2019-12-13",33.439999
"101","2019-12-16",32.700001
"102","2019-12-17",31.370001
"103","2019-12-18",31.139999
"104","2019-12-19",30.32
"105","2019-12-20",34.470001
"106","2019-12-23",36.639999
"107","2019-12-24",33.66
"108","2019-12-26",32.959999
"109","2019-12-27",34.139999
"110","2019-12-30",34.119999
"111","2019-12-31",34.700001
"112","2020-01-02",34.110001
"113","2020-01-03",34.43
"114","2020-01-06",35.189999
"115","2020-01-07",35.799999
"116","2020-01-08",36.27
"117","2020-01-09",37.255001
"118","2020-01-10",36.799999
"119","2020-01-13",37.599998
"120","2020-01-14",35.310001
"121","2020-01-15",36.220001
"122","2020-01-16",34.939999
"123","2020-01-17",34.119999
"124","2020-01-21",37
"125","2020-01-22",36.25
"126","2020-01-23",35.220001
"127","2020-01-24",34.970001
"128","2020-01-27",35.099998
"129","2020-01-28",33.880001
"130","2020-01-29",33.540001
"131","2020-01-30",33.310001
"132","2020-01-31",32.650002
"133","2020-02-03",33.23
"134","2020-02-04",33.369999
"135","2020-02-05",33.02
"136","2020-02-06",31.9
"137","2020-02-07",32.959999
"138","2020-02-10",32.419998
"139","2020-02-11",32.810001
"140","2020-02-12",31.76
"141","2020-02-13",31.559999
"142","2020-02-14",30.98
"143","2020-02-18",31
"144","2020-02-19",30.809999
"145","2020-02-20",31.459999
"146","2020-02-21",30.110001
"147","2020-02-24",30.110001
"148","2020-02-25",29.57
"149","2020-02-26",30
"150","2020-02-27",27.74
"151","2020-02-28",30.379999
"152","2020-03-02",30.1
"153","2020-03-03",28.25
"154","2020-03-04",30.16
"155","2020-03-05",30.1
"156","2020-03-06",29.610001
"157","2020-03-09",26.1
"158","2020-03-10",27.77
"159","2020-03-11",27.58
"160","2020-03-12",24.49
"161","2020-03-13",23.389999
"162","2020-03-16",17.799999
"163","2020-03-17",19.530001
"164","2020-03-18",19.9
"165","2020-03-19",22.49
"166","2020-03-20",23.450001
"167","2020-03-23",23.790001
"168","2020-03-24",27.5
"169","2020-03-25",25.809999
"170","2020-03-26",25.700001
"171","2020-03-27",23.969999
"172","2020-03-30",25.48
"173","2020-03-31",26.15
"174","2020-04-01",27.23
"175","2020-04-02",27.190001
"176","2020-04-03",25.700001
"177","2020-04-06",27.77
"178","2020-04-07",26.790001
"179","2020-04-08",24
"180","2020-04-09",25.040001
"181","2020-04-13",26.24
"182","2020-04-14",26.280001
"183","2020-04-15",25.9
"184","2020-04-16",25.08
"185","2020-04-17",25.145
"186","2020-04-20",25.58
"187","2020-04-21",25.75
"188","2020-04-22",25.51
"189","2020-04-23",26.040001
"190","2020-04-24",26.129999
"191","2020-04-27",26.4
"192","2020-04-28",25.4
"193","2020-04-29",26.620001
"194","2020-04-30",26.67
"195","2020-05-01",25.17
"196","2020-05-04",25.120001
"197","2020-05-05",25
"198","2020-05-06",24.98
"199","2020-05-07",25.379999
"200","2020-05-08",27.84
"201","2020-05-11",28.809999
"202","2020-05-12",29.870001
"203","2020-05-13",28.26
"204","2020-05-14",27.93
"205","2020-05-15",28.67
"206","2020-05-18",28.360001
"207","2020-05-19",28.67
"208","2020-05-20",28.799999
"209","2020-05-21",28.360001
"210","2020-05-22",28.360001
"211","2020-05-26",27.43
"212","2020-05-27",27.5
"213","2020-05-28",27.049999
"214","2020-05-29",27.139999
"215","2020-06-01",26.809999
"216","2020-06-02",27.370001
"217","2020-06-03",28.200001
"218","2020-06-04",28.18
"219","2020-06-05",28.82
"220","2020-06-08",29.66
"221","2020-06-09",28.66
"222","2020-06-10",28.82
"223","2020-06-11",27.370001
"224","2020-06-12",27.26
"225","2020-06-15",29.209999
"226","2020-06-16",29.65
"227","2020-06-17",29.690001
"228","2020-06-18",31.605
"229","2020-06-19",31.629999
"230","2020-06-22",32.869999
"231","2020-06-23",32.41
"232","2020-06-24",31.08
"233","2020-06-25",31.059999
"234","2020-06-26",28.610001
"235","2020-06-29",27.6
"236","2020-06-30",29.17
"237","2020-07-01",28.549999
"238","2020-07-02",30
"239","2020-07-06",31.51
"240","2020-07-07",30.469999
"241","2020-07-08",31.200001
