"","date","SWM"
"78","2007-04-25",14.025
"79","2007-04-26",14.625
"80","2007-04-27",14.275
"81","2007-04-30",13.725
"82","2007-05-01",14.445
"83","2007-05-02",14.7
"84","2007-05-03",14.635
"85","2007-05-04",15.065
"86","2007-05-07",15.08
"87","2007-05-08",14.875
"88","2007-05-09",15.065
"89","2007-05-10",14.63
"90","2007-05-11",15.15
"91","2007-05-14",15.085
"92","2007-05-15",14.95
"93","2007-05-16",15.025
"94","2007-05-17",14.995
"95","2007-05-18",14.705
"96","2007-05-21",14.965
"97","2007-05-22",14.975
"98","2007-05-23",14.875
"99","2007-05-24",14.48
"100","2007-05-25",14.81
"101","2007-05-29",14.9
"102","2007-05-30",14.96
"103","2007-05-31",15.02
"104","2007-06-01",15.035
"105","2007-06-04",15
"106","2007-06-05",14.835
"107","2007-06-06",14.71
"108","2007-06-07",14.505
"109","2007-06-08",14.6
"110","2007-06-11",14.375
"111","2007-06-12",14.195
"112","2007-06-13",14.64
"113","2007-06-14",15.54
"114","2007-06-15",15.895
"115","2007-06-18",15.765
"116","2007-06-19",15.96
"117","2007-06-20",15.385
"118","2007-06-21",15.56
"119","2007-06-22",15.57
"120","2007-06-25",15.53
"121","2007-06-26",15.535
"122","2007-06-27",15.5
"123","2007-06-28",15.535
"124","2007-06-29",15.5
"125","2007-07-02",15.775
"126","2007-07-03",15.435
"127","2007-07-05",15.755
"128","2007-07-06",15.515
"129","2007-07-09",15.725
"130","2007-07-10",15.58
"131","2007-07-11",15.535
"132","2007-07-12",15.85
"133","2007-07-13",15.71
"134","2007-07-16",15.755
"135","2007-07-17",15.68
"136","2007-07-18",15.83
"137","2007-07-19",15.87
"138","2007-07-20",15.285
"139","2007-07-23",15.36
"140","2007-07-24",15.135
"141","2007-07-25",15.065
"142","2007-07-26",12.7
"143","2007-07-27",11.415
"144","2007-07-30",11.725
"145","2007-07-31",11.415
"146","2007-08-01",11.46
"147","2007-08-02",11.365
"148","2007-08-03",10.785
"149","2007-08-06",10.9
"150","2007-08-07",10.31
"151","2007-08-08",11.2
"152","2007-08-09",10.38
"153","2007-08-10",11.41
"154","2007-08-13",11.435
"155","2007-08-14",11.085
"156","2007-08-15",10.84
"157","2007-08-16",11.54
"158","2007-08-17",11.82
"159","2007-08-20",11.89
"160","2007-08-21",11.825
"161","2007-08-22",12.285
"162","2007-08-23",11.585
"163","2007-08-24",11.18
"164","2007-08-27",10.86
"165","2007-08-28",10.285
"166","2007-08-29",10.47
"167","2007-08-30",11.405
"168","2007-08-31",11.395
"169","2007-09-04",11.225
"170","2007-09-05",10.825
"171","2007-09-06",10.825
"172","2007-09-07",10.46
"173","2007-09-10",10.475
"174","2007-09-11",10.64
"175","2007-09-12",10.37
"176","2007-09-13",10.825
"177","2007-09-14",10.805
"178","2007-09-17",10.84
"179","2007-09-18",11.735
"180","2007-09-19",11.63
"181","2007-09-20",11.415
"182","2007-09-21",11.4
"183","2007-09-24",11.48
"184","2007-09-25",11.395
"185","2007-09-26",11.66
"186","2007-09-27",11.725
"187","2007-09-28",11.65
"188","2007-10-01",12.275
"189","2007-10-02",12.59
"190","2007-10-03",12.73
"191","2007-10-04",13.46
"192","2007-10-05",13.62
"193","2007-10-08",13
"194","2007-10-09",13.21
"195","2007-10-10",13.03
"196","2007-10-11",12.965
"197","2007-10-12",13.05
"198","2007-10-15",12.665
"199","2007-10-16",12.53
"200","2007-10-17",12.205
"201","2007-10-18",12.465
"202","2007-10-19",11.795
"203","2007-10-22",12.16
"204","2007-10-23",12.83
"205","2007-10-24",12.095
"206","2007-10-25",13.125
"207","2007-10-26",13.565
"208","2007-10-29",13.605
"209","2007-10-30",13.62
"210","2007-10-31",14.01
"211","2007-11-01",13.25
"212","2007-11-02",13.245
"213","2007-11-05",12.82
"214","2007-11-06",13.15
"215","2007-11-07",12.39
"216","2007-11-08",13.155
"217","2007-11-09",13.455
"218","2007-11-12",13.37
"219","2007-11-13",13.73
"220","2007-11-14",13.635
"221","2007-11-15",13.545
"222","2007-11-16",13.35
"223","2007-11-19",12.46
"224","2007-11-20",12.7
"225","2007-11-21",12.435
"226","2007-11-23",12.635
"227","2007-11-26",12.35
"228","2007-11-27",12.2
"229","2007-11-28",12.745
"230","2007-11-29",12.415
"231","2007-11-30",13.35
"232","2007-12-03",13.35
"233","2007-12-04",12.75
"234","2007-12-05",13.47
"235","2007-12-06",14.38
"236","2007-12-07",13.86
"237","2007-12-10",13.805
"238","2007-12-11",13.05
"239","2007-12-12",13.015
"240","2007-12-13",12.52
"241","2007-12-14",12.27
"242","2007-12-17",12.12
"243","2007-12-18",12.88
"244","2007-12-19",12.65
"245","2007-12-20",13.04
"246","2007-12-21",13.87
"247","2007-12-24",13.77
"248","2007-12-26",13.92
"249","2007-12-27",12.9
"250","2007-12-28",13.24
"251","2007-12-31",12.955
"252","2008-01-02",13.035
"253","2008-01-03",12.86
"254","2008-01-04",12.28
"255","2008-01-07",12.895
"256","2008-01-08",12.305
"257","2008-01-09",12.785
"258","2008-01-10",12.835
"259","2008-01-11",12.165
"260","2008-01-14",12.82
"261","2008-01-15",12.79
"262","2008-01-16",12.37
"263","2008-01-17",12.175
"264","2008-01-18",11.86
"265","2008-01-22",11.94
"266","2008-01-23",12.555
"267","2008-01-24",12.46
"268","2008-01-25",12.31
"269","2008-01-28",12.575
"270","2008-01-29",12.72
"271","2008-01-30",12.64
"272","2008-01-31",11.92
"273","2008-02-01",12.155
"274","2008-02-04",12.4
"275","2008-02-05",11.995
"276","2008-02-06",12.02
"277","2008-02-07",12.66
"278","2008-02-08",12.61
"279","2008-02-11",12.03
"280","2008-02-12",12.265
"281","2008-02-13",12.54
"282","2008-02-14",12.195
"283","2008-02-15",12.145
"284","2008-02-19",12.205
"285","2008-02-20",12.85
"286","2008-02-21",12.405
"287","2008-02-22",11.77
"288","2008-02-25",12.52
"289","2008-02-26",12.185
"290","2008-02-27",12.23
"291","2008-02-28",12
"292","2008-02-29",11.485
"293","2008-03-03",11.26
"294","2008-03-04",11.22
"295","2008-03-05",11.28
"296","2008-03-06",11.145
"297","2008-03-07",11.2
"298","2008-03-10",11.25
"299","2008-03-11",11.77
"300","2008-03-12",11.585
"301","2008-03-13",11.95
"302","2008-03-14",11.405
"303","2008-03-17",11.245
"304","2008-03-18",11.775
"305","2008-03-19",11.29
"306","2008-03-20",11.16
"307","2008-03-24",11.52
"308","2008-03-25",11.695
"309","2008-03-26",11.55
"310","2008-03-27",11.25
"311","2008-03-28",11.17
"312","2008-03-31",11.57
"313","2008-04-01",11.9
"314","2008-04-02",12.035
"315","2008-04-03",11.81
"316","2008-04-04",11.82
"317","2008-04-07",11.815
"318","2008-04-08",11.825
"319","2008-04-09",11.315
"320","2008-04-10",11.81
"321","2008-04-11",11.45
"322","2008-04-14",11.75
"323","2008-04-15",11.8
"324","2008-04-16",12
"325","2008-04-17",10.925
"326","2008-04-18",11.055
"327","2008-04-21",10.965
"328","2008-04-22",10.61
"329","2008-04-23",10.98
"330","2008-04-24",11.075
"331","2008-04-25",11.17
"332","2008-04-28",11.215
"333","2008-04-29",11.17
"334","2008-04-30",11.065
"335","2008-05-01",11.13
"336","2008-05-02",10.99
"337","2008-05-05",11
"338","2008-05-06",11.24
"339","2008-05-07",11.09
"340","2008-05-08",10.565
"341","2008-05-09",10.68
"342","2008-05-12",11.07
"343","2008-05-13",10.61
"344","2008-05-14",10.575
"345","2008-05-15",10.655
"346","2008-05-16",10.655
"347","2008-05-19",10.445
"348","2008-05-20",10.42
"349","2008-05-21",10.36
"350","2008-05-22",10.355
"351","2008-05-23",10.165
"352","2008-05-27",10.295
"353","2008-05-28",10.185
"354","2008-05-29",10.34
"355","2008-05-30",10.2
"356","2008-06-02",10.125
"357","2008-06-03",9.905
"358","2008-06-04",9.94
"359","2008-06-05",10.08
"360","2008-06-06",9.725
"361","2008-06-09",9.28
"362","2008-06-10",9.17
"363","2008-06-11",9.15
"364","2008-06-12",9.295
"365","2008-06-13",9.435
"366","2008-06-16",9.465
"367","2008-06-17",9.325
"368","2008-06-18",9.125
"369","2008-06-19",9.19
"370","2008-06-20",8.955
"371","2008-06-23",8.61
"372","2008-06-24",8.385
"373","2008-06-25",8.445
"374","2008-06-26",8.315
"375","2008-06-27",8.2
"376","2008-06-30",8.425
"377","2008-07-01",8.13
"378","2008-07-02",7.67
"379","2008-07-03",7.59
"380","2008-07-07",7.62
"381","2008-07-08",8.07
"382","2008-07-09",7.77
"383","2008-07-10",7.75
"384","2008-07-11",7.905
"385","2008-07-14",7.755
"386","2008-07-15",7.6
"387","2008-07-16",7.93
"388","2008-07-17",8.195
"389","2008-07-18",7.955
"390","2008-07-21",8.015
"391","2008-07-22",8.62
"392","2008-07-23",8.725
"393","2008-07-24",8.585
"394","2008-07-25",8.79
"395","2008-07-28",8.62
"396","2008-07-29",9.17
"397","2008-07-30",9.345
"398","2008-07-31",9.305
"399","2008-08-01",9.595
"400","2008-08-04",9.875
"401","2008-08-05",10.34
"402","2008-08-06",9.835
"403","2008-08-07",9.125
"404","2008-08-08",9.905
"405","2008-08-11",9.735
"406","2008-08-12",9.71
"407","2008-08-13",9.705
"408","2008-08-14",9.69
"409","2008-08-15",9.455
"410","2008-08-18",9.12
"411","2008-08-19",9.01
"412","2008-08-20",9.185
"413","2008-08-21",9
"414","2008-08-22",9.1
"415","2008-08-25",8.73
"416","2008-08-26",8.805
"417","2008-08-27",9.52
"418","2008-08-28",9.78
"419","2008-08-29",9.48
"420","2008-09-02",9.545
"421","2008-09-03",9.74
"422","2008-09-04",9.65
"423","2008-09-05",9.725
"424","2008-09-08",10.305
"425","2008-09-09",10.255
"426","2008-09-10",10.675
"427","2008-09-11",10.5
"428","2008-09-12",10.5
"429","2008-09-15",9.89
"430","2008-09-16",10.27
"431","2008-09-17",9.015
"432","2008-09-18",9.205
"433","2008-09-19",10.5
"434","2008-09-22",10.47
"435","2008-09-23",10.21
"436","2008-09-24",10.03
"437","2008-09-25",10.115
"438","2008-09-26",10.24
"439","2008-09-29",9.58
"440","2008-09-30",9.495
"441","2008-10-01",9.515
"442","2008-10-02",8.84
"443","2008-10-03",8.165
"444","2008-10-06",8.255
"445","2008-10-07",7.35
"446","2008-10-08",7.975
"447","2008-10-09",7.45
"448","2008-10-10",7.99
"449","2008-10-13",8.59
"450","2008-10-14",8.075
"451","2008-10-15",7.22
"452","2008-10-16",7.73
"453","2008-10-17",7.95
"454","2008-10-20",7.95
"455","2008-10-21",7.615
"456","2008-10-22",7.645
"457","2008-10-23",7.68
"458","2008-10-24",7.105
"459","2008-10-27",6.74
"460","2008-10-28",7.605
"461","2008-10-29",7.59
"462","2008-10-30",7.94
"463","2008-10-31",8.36
"464","2008-11-03",8.12
"465","2008-11-04",8.065
"466","2008-11-05",7.475
"467","2008-11-06",7.515
"468","2008-11-07",7.665
"469","2008-11-10",7.67
"470","2008-11-11",7.455
"471","2008-11-12",6.79
"472","2008-11-13",7.35
"473","2008-11-14",7.085
"474","2008-11-17",7.17
"475","2008-11-18",7.5
"476","2008-11-19",7.24
"477","2008-11-20",7.26
"478","2008-11-21",7.815
"479","2008-11-24",8.48
"480","2008-11-25",8.64
"481","2008-11-26",9.355
"482","2008-11-28",9.22
"483","2008-12-01",8.205
"484","2008-12-02",8.75
"485","2008-12-03",8.84
"486","2008-12-04",8.435
"487","2008-12-05",8.61
"488","2008-12-08",8.885
"489","2008-12-09",8.55
"490","2008-12-10",8.695
"491","2008-12-11",8.05
"492","2008-12-12",8.11
"493","2008-12-15",8.075
"494","2008-12-16",8.18
"495","2008-12-17",8.2
"496","2008-12-18",7.73
"497","2008-12-19",7.94
"498","2008-12-22",8.435
"499","2008-12-23",8.875
"500","2008-12-24",8.955
"501","2008-12-26",9.04
"502","2008-12-29",8.96
"503","2008-12-30",9.85
"504","2008-12-31",10.01
"505","2009-01-02",10.24
"506","2009-01-05",10.03
"507","2009-01-06",9.945
"508","2009-01-07",9.6
"509","2009-01-08",9.825
"510","2009-01-09",9.335
"511","2009-01-12",9.26
"512","2009-01-13",9.75
"513","2009-01-14",9.555
"514","2009-01-15",10.125
"515","2009-01-16",10.58
"516","2009-01-20",9.52
"517","2009-01-21",9.54
"518","2009-01-22",9.76
"519","2009-01-23",10.165
"520","2009-01-26",10.81
"521","2009-01-27",11.08
"522","2009-01-28",11.25
"523","2009-01-29",10.745
"524","2009-01-30",10.7
"525","2009-02-02",10.625
"526","2009-02-03",11.19
"527","2009-02-04",10.75
"528","2009-02-05",10.475
"529","2009-02-06",10.37
"530","2009-02-09",10.605
"531","2009-02-10",9.845
"532","2009-02-11",9.285
"533","2009-02-12",9.325
"534","2009-02-13",8.915
"535","2009-02-17",8.56
"536","2009-02-18",8.545
"537","2009-02-19",8.48
"538","2009-02-20",8.17
"539","2009-02-23",7.635
"540","2009-02-24",7.885
"541","2009-02-25",7.55
"542","2009-02-26",7.585
"543","2009-02-27",7.6
"544","2009-03-02",6.76
"545","2009-03-03",7.02
"546","2009-03-04",7.17
"547","2009-03-05",6.845
"548","2009-03-06",6.845
"549","2009-03-09",6.64
"550","2009-03-10",7.23
"551","2009-03-11",7.21
"552","2009-03-12",8.15
"553","2009-03-13",8.335
"554","2009-03-16",8.085
"555","2009-03-17",8.495
"556","2009-03-18",9.015
"557","2009-03-19",8.905
"558","2009-03-20",8.39
"559","2009-03-23",9.53
"560","2009-03-24",8.525
"561","2009-03-25",9.07
"562","2009-03-26",9.465
"563","2009-03-27",9.15
"564","2009-03-30",9.18
"565","2009-03-31",9.23
"566","2009-04-01",9.755
"567","2009-04-02",9.975
"568","2009-04-03",10.35
"569","2009-04-06",10.15
"570","2009-04-07",9.92
"571","2009-04-08",10.185
"572","2009-04-09",9.92
"573","2009-04-13",9.925
"574","2009-04-14",9.25
"575","2009-04-15",9.36
"576","2009-04-16",9.285
"577","2009-04-17",9.33
"578","2009-04-20",9.87
"579","2009-04-21",10.54
"580","2009-04-22",10.785
"581","2009-04-23",10.66
"582","2009-04-24",11.025
"583","2009-04-27",10.99
"584","2009-04-28",11.36
"585","2009-04-29",11.6
"586","2009-04-30",11.485
"587","2009-05-01",11.47
"588","2009-05-04",11.255
"589","2009-05-05",11.39
"590","2009-05-06",11.25
"591","2009-05-07",10.11
"592","2009-05-08",11.125
"593","2009-05-11",10.68
"594","2009-05-12",10.985
"595","2009-05-13",10.7
"596","2009-05-14",10.985
"597","2009-05-15",11.21
"598","2009-05-18",11.98
"599","2009-05-19",11.985
"600","2009-05-20",11.41
"601","2009-05-21",11.33
"602","2009-05-22",11.095
"603","2009-05-26",11.59
"604","2009-05-27",11.135
"605","2009-05-28",11.155
"606","2009-05-29",11.235
"607","2009-06-01",11.575
"608","2009-06-02",11.745
"609","2009-06-03",11.6
"610","2009-06-04",11.67
"611","2009-06-05",11.52
"612","2009-06-08",11.4
"613","2009-06-09",11.29
"614","2009-06-10",11.37
"615","2009-06-11",11.93
"616","2009-06-12",12.515
"617","2009-06-15",12.89
"618","2009-06-16",12.58
"619","2009-06-17",12.7
"620","2009-06-18",13.09
"621","2009-06-19",13.255
"622","2009-06-22",12.51
"623","2009-06-23",12.38
"624","2009-06-24",12.85
"625","2009-06-25",13.045
"626","2009-06-26",13.15
"627","2009-06-29",13.395
"628","2009-06-30",13.605
"629","2009-07-01",14.475
"630","2009-07-02",14.195
"631","2009-07-06",14.265
"632","2009-07-07",14.3
"633","2009-07-08",14.515
"634","2009-07-09",14.53
"635","2009-07-10",14.515
"636","2009-07-13",15.05
"637","2009-07-14",14.945
"638","2009-07-15",15.14
"639","2009-07-16",15.76
"640","2009-07-17",15.54
"641","2009-07-20",15.94
"642","2009-07-21",15.6
"643","2009-07-22",15.66
"644","2009-07-23",15.625
"645","2009-07-24",15.88
"646","2009-07-27",15.84
"647","2009-07-28",15.99
"648","2009-07-29",15.445
"649","2009-07-30",15.57
"650","2009-07-31",16.35
"651","2009-08-03",16.584999
"652","2009-08-04",17.200001
"653","2009-08-05",17.105
"654","2009-08-06",20
"655","2009-08-07",21.52
"656","2009-08-10",23.950001
"657","2009-08-11",22.565001
"658","2009-08-12",23.379999
"659","2009-08-13",23.540001
"660","2009-08-14",23.225
"661","2009-08-17",23.01
"662","2009-08-18",22.995001
"663","2009-08-19",22.995001
"664","2009-08-20",23.18
"665","2009-08-21",23.85
"666","2009-08-24",24.305
"667","2009-08-25",24.575001
"668","2009-08-26",25.209999
"669","2009-08-27",25.690001
"670","2009-08-28",25.24
"671","2009-08-31",24.59
"672","2009-09-01",23.25
"673","2009-09-02",23.559999
"674","2009-09-03",23.57
"675","2009-09-04",23.674999
"676","2009-09-08",23.540001
"677","2009-09-09",25.344999
"678","2009-09-10",27.290001
"679","2009-09-11",26.709999
"680","2009-09-14",27.6
"681","2009-09-15",27.545
"682","2009-09-16",28.120001
"683","2009-09-17",28.415001
"684","2009-09-18",27.309999
"685","2009-09-21",26.365
"686","2009-09-22",27.155001
"687","2009-09-23",26.934999
"688","2009-09-24",26.415001
"689","2009-09-25",25.695
"690","2009-09-28",27
"691","2009-09-29",27.549999
"692","2009-09-30",27.18
"693","2009-10-01",27.625
"694","2009-10-02",27.625
"695","2009-10-05",28.5
"696","2009-10-06",28.514999
"697","2009-10-07",28.645
"698","2009-10-08",29.065001
"699","2009-10-09",29.125
"700","2009-10-12",28.584999
"701","2009-10-13",28.575001
"702","2009-10-14",28.950001
"703","2009-10-15",28.799999
"704","2009-10-16",28.49
"705","2009-10-19",29.02
"706","2009-10-20",29.415001
"707","2009-10-21",28.745001
"708","2009-10-22",28.32
"709","2009-10-23",27.049999
"710","2009-10-26",26.155001
"711","2009-10-27",26.25
"712","2009-10-28",25.424999
"713","2009-10-29",26.440001
"714","2009-10-30",25.825001
"715","2009-11-02",25.475
"716","2009-11-03",26.76
"717","2009-11-04",29.08
"718","2009-11-05",29.955
"719","2009-11-06",29.955
"720","2009-11-09",30.440001
"721","2009-11-10",29.475
"722","2009-11-11",30.434999
"723","2009-11-12",31.125
"724","2009-11-13",31.25
"725","2009-11-16",31.4
"726","2009-11-17",31.195
"727","2009-11-18",31.715
"728","2009-11-19",31.495001
"729","2009-11-20",31.190001
"730","2009-11-23",30.809999
"731","2009-11-24",30.67
"732","2009-11-25",31.184999
"733","2009-11-27",30.575001
"734","2009-11-30",30.780001
"735","2009-12-01",30.92
"736","2009-12-02",30.77
"737","2009-12-03",30.43
"738","2009-12-04",31.485001
"739","2009-12-07",31.75
"740","2009-12-08",31.055
"741","2009-12-09",33.474998
"742","2009-12-10",32.785
"743","2009-12-11",33.950001
"744","2009-12-14",34.59
"745","2009-12-15",34.544998
"746","2009-12-16",34.130001
"747","2009-12-17",33.805
"748","2009-12-18",33.985001
"749","2009-12-21",34.314999
"750","2009-12-22",34.505001
"751","2009-12-23",34.77
"752","2009-12-24",34.875
"753","2009-12-28",35.049999
"754","2009-12-29",35.445
"755","2009-12-30",35.845001
"756","2009-12-31",35.174999
"757","2010-01-04",35.720001
"758","2010-01-05",36.615002
"759","2010-01-06",38.125
"760","2010-01-07",38.82
"761","2010-01-08",38.625
"762","2010-01-11",39.685001
"763","2010-01-12",39.400002
"764","2010-01-13",39.915001
"765","2010-01-14",41
"766","2010-01-15",39.814999
"767","2010-01-19",40.810001
"768","2010-01-20",39.880001
"769","2010-01-21",38.205002
"770","2010-01-22",39.244999
"771","2010-01-25",38.735001
"772","2010-01-26",38.485001
"773","2010-01-27",38.759998
"774","2010-01-28",37.695
"775","2010-01-29",37.619999
"776","2010-02-01",37.990002
"777","2010-02-02",38.215
"778","2010-02-03",36.615002
"779","2010-02-04",35.73
"780","2010-02-05",35.555
"781","2010-02-08",34.290001
"782","2010-02-09",34.264999
"783","2010-02-10",35.115002
"784","2010-02-11",23.325001
"785","2010-02-12",25.495001
"786","2010-02-16",25.395
"787","2010-02-17",26.215
"788","2010-02-18",25.219999
"789","2010-02-19",25.555
"790","2010-02-22",25.174999
"791","2010-02-23",24.4
"792","2010-02-24",23.809999
"793","2010-02-25",23.27
"794","2010-02-26",22.950001
"795","2010-03-01",23.08
"796","2010-03-02",23.084999
"797","2010-03-03",22.6
"798","2010-03-04",22.15
"799","2010-03-05",22
"800","2010-03-08",21.34
"801","2010-03-09",21.790001
"802","2010-03-10",21.790001
"803","2010-03-11",22.495001
"804","2010-03-12",22.940001
"805","2010-03-15",23.110001
"806","2010-03-16",23.32
"807","2010-03-17",23.135
"808","2010-03-18",23.025
"809","2010-03-19",22.514999
"810","2010-03-22",22.485001
"811","2010-03-23",23.209999
"812","2010-03-24",23.655001
"813","2010-03-25",23.424999
"814","2010-03-26",23.465
"815","2010-03-29",23.58
"816","2010-03-30",23.67
"817","2010-03-31",23.780001
"818","2010-04-01",24.190001
"819","2010-04-05",24.82
"820","2010-04-06",25.450001
"821","2010-04-07",25.950001
"822","2010-04-08",26.004999
"823","2010-04-09",26.25
"824","2010-04-12",26.24
"825","2010-04-13",26.205
"826","2010-04-14",26.674999
"827","2010-04-15",27.165001
"828","2010-04-16",26.184999
"829","2010-04-19",26.205
"830","2010-04-20",26.385
"831","2010-04-21",27.15
"832","2010-04-22",27.135
"833","2010-04-23",27.355
"834","2010-04-26",27.23
"835","2010-04-27",25.690001
"836","2010-04-28",26.665001
"837","2010-04-29",28.549999
"838","2010-04-30",28.459999
"839","2010-05-03",29.059999
"840","2010-05-04",30.115
"841","2010-05-05",30
"842","2010-05-06",29.625
"843","2010-05-07",27.504999
"844","2010-05-10",28.545
"845","2010-05-11",28.674999
"846","2010-05-12",29.6
"847","2010-05-13",28.700001
"848","2010-05-14",28.125
"849","2010-05-17",27.950001
"850","2010-05-18",27.405001
"851","2010-05-19",26.905001
"852","2010-05-20",25.440001
"853","2010-05-21",25.99
"854","2010-05-24",24.780001
"855","2010-05-25",25.075001
"856","2010-05-26",25.285
"857","2010-05-27",26.615
"858","2010-05-28",27.6
"859","2010-06-01",26.41
"860","2010-06-02",26.98
"861","2010-06-03",26.934999
"862","2010-06-04",25.84
"863","2010-06-07",25.125
"864","2010-06-08",25.525
"865","2010-06-09",25.639999
"866","2010-06-10",26.735001
"867","2010-06-11",27.639999
"868","2010-06-14",27.5
"869","2010-06-15",28.475
"870","2010-06-16",27.754999
"871","2010-06-17",27.67
"872","2010-06-18",27.934999
"873","2010-06-21",27.225
"874","2010-06-22",26.23
"875","2010-06-23",26.18
"876","2010-06-24",26.094999
"877","2010-06-25",26.145
"878","2010-06-28",26.325001
"879","2010-06-29",25.995001
"880","2010-06-30",25.225
"881","2010-07-01",24.434999
"882","2010-07-02",24.174999
"883","2010-07-06",24.35
"884","2010-07-07",24.93
"885","2010-07-08",25.559999
"886","2010-07-09",25.805
"887","2010-07-12",24.870001
"888","2010-07-13",25.950001
"889","2010-07-14",25.795
"890","2010-07-15",25.525
"891","2010-07-16",24.75
"892","2010-07-19",25.17
"893","2010-07-20",25.379999
"894","2010-07-21",24.635
"895","2010-07-22",25.625
"896","2010-07-23",26.485001
"897","2010-07-26",27.004999
"898","2010-07-27",26.879999
"899","2010-07-28",26.440001
"900","2010-07-29",26.41
"901","2010-07-30",26.465
"902","2010-08-02",26.440001
"903","2010-08-03",26.139999
"904","2010-08-04",24.915001
"905","2010-08-05",23.110001
"906","2010-08-06",23.434999
"907","2010-08-09",24.370001
"908","2010-08-10",24.190001
"909","2010-08-11",23.610001
"910","2010-08-12",24.01
"911","2010-08-13",24.459999
"912","2010-08-16",24.610001
"913","2010-08-17",25.059999
"914","2010-08-18",25.07
"915","2010-08-19",24.559999
"916","2010-08-20",24.695
"917","2010-08-23",24.375
"918","2010-08-24",24.370001
"919","2010-08-25",25.735001
"920","2010-08-26",26.254999
"921","2010-08-27",27.055
"922","2010-08-30",26.610001
"923","2010-08-31",26.92
"924","2010-09-01",28.035
"925","2010-09-02",28.424999
"926","2010-09-03",28.625
"927","2010-09-07",27.83
"928","2010-09-08",27.969999
"929","2010-09-09",28.66
"930","2010-09-10",28.004999
"931","2010-09-13",28.809999
"932","2010-09-14",28.450001
"933","2010-09-15",28.815001
"934","2010-09-16",28.684999
"935","2010-09-17",28.719999
"936","2010-09-20",29.389999
"937","2010-09-21",29.209999
"938","2010-09-22",28.665001
"939","2010-09-23",28.135
"940","2010-09-24",29.24
"941","2010-09-27",29.535
"942","2010-09-28",29.67
"943","2010-09-29",29.98
"944","2010-09-30",29.155001
"945","2010-10-01",28.875
"946","2010-10-04",27.99
"947","2010-10-05",29.725
"948","2010-10-06",29.805
"949","2010-10-07",29.48
"950","2010-10-08",30.33
"951","2010-10-11",30.559999
"952","2010-10-12",31.355
"953","2010-10-13",31.764999
"954","2010-10-14",31.955
"955","2010-10-15",31.76
"956","2010-10-18",32.25
"957","2010-10-19",31.575001
"958","2010-10-20",31.75
"959","2010-10-21",31.959999
"960","2010-10-22",31.915001
"961","2010-10-25",32.525002
"962","2010-10-26",32.040001
"963","2010-10-27",32.485001
"964","2010-10-28",32.48
"965","2010-10-29",32.09
"966","2010-11-01",32.285
"967","2010-11-02",32.5
"968","2010-11-03",32
"969","2010-11-04",32.970001
"970","2010-11-05",32.939999
"971","2010-11-08",33.325001
"972","2010-11-09",32.130001
"973","2010-11-10",32.529999
"974","2010-11-11",32.445
"975","2010-11-12",32.445
"976","2010-11-15",31.969999
"977","2010-11-16",31.639999
"978","2010-11-17",31.415001
"979","2010-11-18",31.76
"980","2010-11-19",31.74
"981","2010-11-22",31.885
"982","2010-11-23",31.785
"983","2010-11-24",32.514999
"984","2010-11-26",32.889999
"985","2010-11-29",31.6
"986","2010-11-30",31.405001
"987","2010-12-01",31.195
