"","date","ADNT"
"1","2016-10-17",49.349998
"2","2016-10-18",49.23
"3","2016-10-19",49.34
"4","2016-10-20",49.34
"5","2016-10-21",47.75
"6","2016-10-24",46.75
"7","2016-10-25",44.349998
"8","2016-10-26",45.5
"9","2016-10-27",45.25
"10","2016-10-28",45.98
"11","2016-10-31",45.509998
"12","2016-11-01",45.299999
"13","2016-11-02",45
"14","2016-11-03",44.75
"15","2016-11-04",44.200001
"16","2016-11-07",44.599998
"17","2016-11-08",46.27
"18","2016-11-09",44.259998
"19","2016-11-10",45.900002
"20","2016-11-11",46.580002
"21","2016-11-14",45.77
"22","2016-11-15",47.720001
"23","2016-11-16",50
"24","2016-11-17",53.5
"25","2016-11-18",53.049999
"26","2016-11-21",52.970001
"27","2016-11-22",56.669998
"28","2016-11-23",55.990002
"29","2016-11-25",55.860001
"30","2016-11-28",54.34
"31","2016-11-29",54.189999
"32","2016-11-30",53.560001
"33","2016-12-01",55.029999
"34","2016-12-02",54.240002
"35","2016-12-05",54.360001
"36","2016-12-06",55.07
"37","2016-12-07",57.150002
"38","2016-12-08",57.150002
"39","2016-12-09",58.139999
"40","2016-12-12",57.669998
"41","2016-12-13",57.790001
"42","2016-12-14",57.330002
"43","2016-12-15",56.290001
"44","2016-12-16",54.169998
"45","2016-12-19",52.619999
"46","2016-12-20",55.290001
"47","2016-12-21",56.619999
"48","2016-12-22",57
"49","2016-12-23",56.389999
"50","2016-12-27",57.599998
"51","2016-12-28",57.759998
"52","2016-12-29",57.869999
"53","2016-12-30",58.599998
"54","2017-01-03",57.73
"55","2017-01-04",58.18
"56","2017-01-05",57
"57","2017-01-06",56.490002
"58","2017-01-09",55.880001
"59","2017-01-10",58.540001
"60","2017-01-11",61.560001
"61","2017-01-12",60.080002
"62","2017-01-13",61.419998
"63","2017-01-17",62.880001
"64","2017-01-18",64.769997
"65","2017-01-19",63.310001
"66","2017-01-20",64.190002
"67","2017-01-23",64.07
"68","2017-01-24",65.879997
"69","2017-01-25",65.370003
"70","2017-01-26",65.550003
"71","2017-01-27",64.339996
"72","2017-01-30",64.019997
"73","2017-01-31",63.490002
"74","2017-02-01",64.139999
"75","2017-02-02",65.110001
"76","2017-02-03",63.02
"77","2017-02-06",62.240002
"78","2017-02-07",60.16
"79","2017-02-08",60.779999
"80","2017-02-09",61.189999
"81","2017-02-10",61.25
"82","2017-02-13",61.139999
"83","2017-02-14",62.09
"84","2017-02-15",63.970001
"85","2017-02-16",64.699997
"86","2017-02-17",64.010002
"87","2017-02-21",66.959999
"88","2017-02-22",67.529999
"89","2017-02-23",65.949997
"90","2017-02-24",66.480003
"91","2017-02-27",67.529999
"92","2017-02-28",67.129997
"93","2017-03-01",67.720001
"94","2017-03-02",67.25
"95","2017-03-03",67.870003
"96","2017-03-06",67.790001
"97","2017-03-07",68.309998
"98","2017-03-08",68.959999
"99","2017-03-09",69.510002
"100","2017-03-10",70.099998
"101","2017-03-13",72.389999
"102","2017-03-14",74.160004
"103","2017-03-15",75.690002
"104","2017-03-16",73.900002
"105","2017-03-17",72.82
"106","2017-03-20",72.099998
"107","2017-03-21",69.559998
"108","2017-03-22",70.099998
"109","2017-03-23",68.269997
"110","2017-03-24",68.519997
"111","2017-03-27",70.360001
"112","2017-03-28",72.290001
"113","2017-03-29",71.459999
"114","2017-03-30",71.510002
"115","2017-03-31",72.669998
"116","2017-04-03",70.129997
"117","2017-04-04",68.129997
"118","2017-04-05",66.550003
"119","2017-04-06",66.620003
"120","2017-04-07",66.849998
"121","2017-04-10",67.199997
"122","2017-04-11",67.510002
"123","2017-04-12",66.550003
"124","2017-04-13",67.18
"125","2017-04-17",67.269997
"126","2017-04-18",66.160004
"127","2017-04-19",67.580002
"128","2017-04-20",69.089996
"129","2017-04-21",69.239998
"130","2017-04-24",69.68
"131","2017-04-25",70.160004
"132","2017-04-26",70.209999
"133","2017-04-27",72.339996
"134","2017-04-28",73.559998
"135","2017-05-01",74.489998
"136","2017-05-02",68.629997
"137","2017-05-03",70.150002
"138","2017-05-04",70.059998
"139","2017-05-05",70.980003
"140","2017-05-08",70.860001
"141","2017-05-09",71.440002
"142","2017-05-10",71.459999
"143","2017-05-11",71.040001
"144","2017-05-12",71.25
"145","2017-05-15",72.470001
"146","2017-05-16",72.57
"147","2017-05-17",68.199997
"148","2017-05-18",68.599998
"149","2017-05-19",69.449997
"150","2017-05-22",69.489998
"151","2017-05-23",68.550003
"152","2017-05-24",68.309998
"153","2017-05-25",66.050003
"154","2017-05-26",66.639999
"155","2017-05-30",66.93
"156","2017-05-31",68.529999
"157","2017-06-01",69.870003
"158","2017-06-02",71.010002
"159","2017-06-05",69.900002
"160","2017-06-06",68.709999
"161","2017-06-07",69.389999
"162","2017-06-08",68.360001
"163","2017-06-09",67.419998
"164","2017-06-12",66.730003
"165","2017-06-13",65.830002
"166","2017-06-14",63.939999
"167","2017-06-15",64.550003
"168","2017-06-16",61.869999
"169","2017-06-19",61.73
"170","2017-06-20",62.349998
"171","2017-06-21",63.580002
"172","2017-06-22",64.089996
"173","2017-06-23",64.129997
"174","2017-06-26",64.830002
"175","2017-06-27",63.200001
"176","2017-06-28",64.660004
"177","2017-06-29",64.769997
"178","2017-06-30",65.379997
"179","2017-07-03",65.970001
"180","2017-07-05",66.080002
"181","2017-07-06",66.160004
"182","2017-07-07",67.650002
"183","2017-07-10",68.190002
"184","2017-07-11",68.919998
"185","2017-07-12",68.690002
"186","2017-07-13",69.449997
"187","2017-07-14",68.849998
"188","2017-07-17",69.910004
"189","2017-07-18",69.769997
"190","2017-07-19",70.230003
"191","2017-07-20",70.599998
