"","date","RDIB"
"1","2012-06-18",5.3219
"2","2012-06-19",5.31
"3","2012-06-20",5.31
"4","2012-06-21",5.31
"5","2012-06-22",5.31
"6","2012-06-25",5.48
"7","2012-06-26",5.48
"8","2012-06-27",5.48
"9","2012-06-28",5.48
"10","2012-06-29",5.48
"11","2012-07-02",5.48
"12","2012-07-03",5.48
"13","2012-07-05",5
"14","2012-07-06",5
"15","2012-07-09",5.98
"16","2012-07-10",5
"17","2012-07-11",5
"18","2012-07-12",5.5
"19","2012-07-13",5.5
"20","2012-07-16",5.5
"21","2012-07-17",5.5
"22","2012-07-18",5.5
"23","2012-07-19",5.5
"24","2012-07-20",5.5
"25","2012-07-23",5.5
"26","2012-07-24",5.5
"27","2012-07-25",5.5
"28","2012-07-26",5.5
"29","2012-07-27",5.5
"30","2012-07-30",5.11
"31","2012-07-31",5.11
"32","2012-08-01",5.11
"33","2012-08-02",5.11
"34","2012-08-03",5.11
"35","2012-08-06",5.11
"36","2012-08-07",5
"37","2012-08-08",5
"38","2012-08-09",5
"39","2012-08-10",5
"40","2012-08-13",5.989
"41","2012-08-14",5.989
"42","2012-08-15",6.69
"43","2012-08-16",5.75
"44","2012-08-17",5.99
"45","2012-08-20",5.99
"46","2012-08-21",6.75
"47","2012-08-22",6.748
"48","2012-08-23",6.748
"49","2012-08-24",6.7801
"50","2012-08-27",7.03
"51","2012-08-28",7.2
"52","2012-08-29",7.24
"53","2012-08-30",7.24
"54","2012-08-31",6.7517
"55","2012-09-04",6.7517
"56","2012-09-05",6.7517
"57","2012-09-06",6.7517
"58","2012-09-07",6.7517
"59","2012-09-10",6.75
"60","2012-09-11",6.75
"61","2012-09-12",7.95
"62","2012-09-13",7.95
"63","2012-09-14",7.95
"64","2012-09-17",7.95
"65","2012-09-18",7.95
"66","2012-09-19",6.66
"67","2012-09-20",6.66
"68","2012-09-21",6.66
"69","2012-09-24",6.8017
"70","2012-09-25",6.8017
"71","2012-09-26",6.8017
"72","2012-09-27",7
"73","2012-09-28",7
"74","2012-10-01",7
"75","2012-10-02",7
"76","2012-10-03",7
"77","2012-10-04",7
"78","2012-10-05",7
"79","2012-10-08",7
"80","2012-10-09",7
"81","2012-10-10",5.74
"82","2012-10-11",6.54
"83","2012-10-12",6.54
"84","2012-10-15",6.54
"85","2012-10-16",6.54
"86","2012-10-17",7
"87","2012-10-18",7
"88","2012-10-19",7
"89","2012-10-22",7
"90","2012-10-23",6.8499
"91","2012-10-24",6.89
"92","2012-10-25",6.89
"93","2012-10-26",6.89
"94","2012-10-31",7.4
"95","2012-11-01",7.4
"96","2012-11-02",7.4
"97","2012-11-05",7.4
"98","2012-11-06",7.4
"99","2012-11-07",7.4
"100","2012-11-08",7.4
"101","2012-11-09",7.4
"102","2012-11-12",7.4
"103","2012-11-13",7.4
"104","2012-11-14",7.4
"105","2012-11-15",7.4
"106","2012-11-16",7.4
"107","2012-11-19",7.4
"108","2012-11-20",7.4
"109","2012-11-21",7.4
"110","2012-11-23",7.4
"111","2012-11-26",7.4
"112","2012-11-27",7.4
"113","2012-11-28",7.4
"114","2012-11-29",7.4
"115","2012-11-30",7.4
"116","2012-12-03",5.64
"117","2012-12-04",5.78
"118","2012-12-05",5.94
"119","2012-12-06",5.94
"120","2012-12-07",5.94
"121","2012-12-10",5.94
"122","2012-12-11",5.94
"123","2012-12-12",5.94
"124","2012-12-13",5.94
"125","2012-12-14",5.75
"126","2012-12-17",5.75
"127","2012-12-18",5.75
"128","2012-12-19",5.75
"129","2012-12-20",5.75
"130","2012-12-21",6
"131","2012-12-24",6
"132","2012-12-26",6
"133","2012-12-27",6
"134","2012-12-28",6
"135","2012-12-31",6
"136","2013-01-02",6
"137","2013-01-03",6
"138","2013-01-04",6.46
"139","2013-01-07",6.46
"140","2013-01-08",6.46
"141","2013-01-09",6.46
"142","2013-01-10",6.46
"143","2013-01-11",6.46
"144","2013-01-14",6.46
"145","2013-01-15",6.46
"146","2013-01-16",6.46
"147","2013-01-17",6.46
"148","2013-01-18",6.46
"149","2013-01-22",6.46
"150","2013-01-23",6.46
"151","2013-01-24",6.46
"152","2013-01-25",6.46
"153","2013-01-28",6.46
"154","2013-01-29",6.46
"155","2013-01-30",6.46
"156","2013-01-31",6.46
"157","2013-02-01",6.46
"158","2013-02-04",6.46
"159","2013-02-05",6.46
"160","2013-02-06",7.25
"161","2013-02-07",7
"162","2013-02-08",7
"163","2013-02-11",7
"164","2013-02-12",7
"165","2013-02-13",7
"166","2013-02-14",6.95
"167","2013-02-15",6.95
"168","2013-02-19",6.95
"169","2013-02-20",6.95
"170","2013-02-21",6.95
"171","2013-02-22",6.95
"172","2013-02-25",6.95
"173","2013-02-26",6.95
"174","2013-02-27",6.95
"175","2013-02-28",6.95
"176","2013-03-01",6.95
"177","2013-03-04",6.95
"178","2013-03-05",6.95
"179","2013-03-06",5.6501
"180","2013-03-07",5.6501
"181","2013-03-08",5.6501
"182","2013-03-11",5.6501
"183","2013-03-12",5.6501
"184","2013-03-13",5.6501
"185","2013-03-14",5.6501
"186","2013-03-15",5.6501
"187","2013-03-18",5.6501
"188","2013-03-19",6.83
"189","2013-03-20",7
"190","2013-03-21",7.49
"191","2013-03-22",7.26
"192","2013-03-25",7.26
"193","2013-03-26",7.4
"194","2013-03-27",7.4
"195","2013-03-28",7.4
"196","2013-04-01",7.4
"197","2013-04-02",7.4
"198","2013-04-03",7.4
"199","2013-04-04",7.4
"200","2013-04-05",7.4
"201","2013-04-08",6.67
"202","2013-04-09",6.68
"203","2013-04-10",6.68
"204","2013-04-11",6.68
"205","2013-04-12",6.66
"206","2013-04-15",6.66
"207","2013-04-16",7.35
"208","2013-04-17",7.35
"209","2013-04-18",7.35
"210","2013-04-19",7.35
"211","2013-04-22",6.69
"212","2013-04-23",6.69
"213","2013-04-24",6.69
"214","2013-04-25",6.69
"215","2013-04-26",6.69
"216","2013-04-29",6.69
"217","2013-04-30",6.69
"218","2013-05-01",6.69
"219","2013-05-02",6.69
"220","2013-05-03",6.69
"221","2013-05-06",6.69
"222","2013-05-07",6.69
"223","2013-05-08",6.82
"224","2013-05-09",6.82
"225","2013-05-10",6.82
"226","2013-05-13",6.82
"227","2013-05-14",6.499
"228","2013-05-15",6.499
"229","2013-05-16",6.499
"230","2013-05-17",6.499
"231","2013-05-20",6.499
"232","2013-05-21",6.499
"233","2013-05-22",6.499
"234","2013-05-23",6.499
"235","2013-05-24",6.499
"236","2013-05-28",6.499
"237","2013-05-29",6.499
"238","2013-05-30",6.499
"239","2013-05-31",6.5
"240","2013-06-03",6.5
"241","2013-06-04",6.5
"242","2013-06-05",6.5
"243","2013-06-06",6.5
"244","2013-06-07",6.46
"245","2013-06-10",6.46
"246","2013-06-11",6.09
"247","2013-06-12",6
"248","2013-06-13",6
"249","2013-06-14",6
"250","2013-06-17",6
"251","2013-06-18",6
"252","2013-06-19",6
"253","2013-06-20",6.1
"254","2013-06-21",6.1
"255","2013-06-24",6.1
"256","2013-06-25",6.1
"257","2013-06-26",6.1
"258","2013-06-27",6.52
"259","2013-06-28",6.52
"260","2013-07-01",6.52
"261","2013-07-02",6.52
"262","2013-07-03",6.52
"263","2013-07-05",6.52
"264","2013-07-08",6.52
"265","2013-07-09",6.52
"266","2013-07-10",6.52
"267","2013-07-11",6.52
"268","2013-07-12",6.52
"269","2013-07-15",6.52
"270","2013-07-16",6.52
"271","2013-07-17",6.69
"272","2013-07-18",6.69
"273","2013-07-19",6.69
"274","2013-07-22",6.69
"275","2013-07-23",6.69
"276","2013-07-24",6.69
"277","2013-07-25",6.69
"278","2013-07-26",6.69
"279","2013-07-29",6.69
"280","2013-07-30",6.69
"281","2013-07-31",6.66
"282","2013-08-01",6.69
"283","2013-08-02",6.69
"284","2013-08-05",6.69
"285","2013-08-06",6.69
"286","2013-08-07",6.69
"287","2013-08-08",6.69
"288","2013-08-09",6.69
"289","2013-08-12",6.69
"290","2013-08-13",7.02
"291","2013-08-14",7.02
"292","2013-08-15",7.02
"293","2013-08-16",7.02
"294","2013-08-19",6.67
"295","2013-08-20",6.67
"296","2013-08-21",6.67
"297","2013-08-22",6.67
"298","2013-08-23",6.67
"299","2013-08-26",6.67
"300","2013-08-27",6.67
"301","2013-08-28",6.67
"302","2013-08-29",7.49
"303","2013-08-30",7.49
"304","2013-09-03",7.49
"305","2013-09-04",7.49
"306","2013-09-05",7.37
"307","2013-09-06",7.37
"308","2013-09-09",7.37
"309","2013-09-10",7.37
"310","2013-09-11",7.37
"311","2013-09-12",7.37
"312","2013-09-13",7.37
"313","2013-09-16",7.37
"314","2013-09-17",7.37
"315","2013-09-18",7.37
"316","2013-09-19",7.37
"317","2013-09-20",7.37
"318","2013-09-23",7.37
"319","2013-09-24",7.28
"320","2013-09-25",7.28
"321","2013-09-26",7.28
"322","2013-09-27",7.28
"323","2013-09-30",7.99
"324","2013-10-01",6.99
"325","2013-10-02",6.99
"326","2013-10-03",6.99
"327","2013-10-04",6.99
"328","2013-10-07",6.99
"329","2013-10-08",6.99
"330","2013-10-09",6.99
"331","2013-10-10",6.99
"332","2013-10-11",6.99
"333","2013-10-14",6.99
"334","2013-10-15",6.99
"335","2013-10-16",6.99
"336","2013-10-17",6.99
"337","2013-10-18",6.99
"338","2013-10-21",6.99
"339","2013-10-22",6.99
"340","2013-10-23",6.99
"341","2013-10-24",6.99
"342","2013-10-25",6.99
"343","2013-10-28",6.99
"344","2013-10-29",6.99
"345","2013-10-30",6.99
"346","2013-10-31",6.99
"347","2013-11-01",6.99
"348","2013-11-04",6.99
"349","2013-11-05",6.99
"350","2013-11-06",8.99
"351","2013-11-07",8.99
"352","2013-11-08",7.78
"353","2013-11-11",7.78
"354","2013-11-12",7.78
"355","2013-11-13",7.78
"356","2013-11-14",7.78
"357","2013-11-15",7.78
"358","2013-11-18",7.78
"359","2013-11-19",7.78
"360","2013-11-20",7.78
"361","2013-11-21",8.99
"362","2013-11-22",9
"363","2013-11-25",9
"364","2013-11-26",9
"365","2013-11-27",9
"366","2013-11-29",9
"367","2013-12-02",9
"368","2013-12-03",9
"369","2013-12-04",9
"370","2013-12-05",9
"371","2013-12-06",9
"372","2013-12-09",9
"373","2013-12-10",9
"374","2013-12-11",9
"375","2013-12-12",9
"376","2013-12-13",9
"377","2013-12-16",9
"378","2013-12-17",9
"379","2013-12-18",9
"380","2013-12-19",9
"381","2013-12-20",9
"382","2013-12-23",9
"383","2013-12-24",9
"384","2013-12-26",9
"385","2013-12-27",9
"386","2013-12-30",9
"387","2013-12-31",9
"388","2014-01-02",9
"389","2014-01-03",9
"390","2014-01-06",9
"391","2014-01-07",9
"392","2014-01-08",9
"393","2014-01-09",9
"394","2014-01-10",9
"395","2014-01-13",9
"396","2014-01-14",9
"397","2014-01-15",9
"398","2014-01-16",9
"399","2014-01-17",9
"400","2014-01-21",9
"401","2014-01-22",9.07
"402","2014-01-23",9.07
"403","2014-01-24",9.07
"404","2014-01-27",9.07
"405","2014-01-28",9.01
"406","2014-01-29",9.01
"407","2014-01-30",9.01
"408","2014-01-31",9.01
"409","2014-02-03",9.01
"410","2014-02-04",9.01
"411","2014-02-05",9.01
"412","2014-02-06",9.01
"413","2014-02-07",10
"414","2014-02-10",10
"415","2014-02-11",9.51
"416","2014-02-12",10.23
"417","2014-02-13",10.23
"418","2014-02-14",10.23
"419","2014-02-18",10.23
"420","2014-02-19",10.23
"421","2014-02-20",10.23
"422","2014-02-21",10.23
"423","2014-02-24",10.23
"424","2014-02-25",10.23
"425","2014-02-26",10.23
