"","date","QTRX"
"1","2017-12-07",17.469999
"2","2017-12-08",18.18
"3","2017-12-11",19.08
"4","2017-12-12",19
"5","2017-12-13",18.684999
"6","2017-12-14",18.700001
"7","2017-12-15",17.75
"8","2017-12-18",18.639999
"9","2017-12-19",19.360001
"10","2017-12-20",19.33
"11","2017-12-21",19.68
"12","2017-12-22",21
"13","2017-12-26",20.9
"14","2017-12-27",20.889999
"15","2017-12-28",22.18
"16","2017-12-29",21.469999
"17","2018-01-02",19.549999
"18","2018-01-03",19.08
"19","2018-01-04",19.49
"20","2018-01-05",19.48
"21","2018-01-08",19.75
"22","2018-01-09",20.16
"23","2018-01-10",20.07
"24","2018-01-11",20.110001
"25","2018-01-12",20.57
"26","2018-01-16",20.91
"27","2018-01-17",20.690001
"28","2018-01-18",21.059999
"29","2018-01-19",20.940001
"30","2018-01-22",21.379999
"31","2018-01-23",23.1
"32","2018-01-24",23.200001
"33","2018-01-25",24.280001
"34","2018-01-26",22.85
"35","2018-01-29",21.059999
"36","2018-01-30",21
"37","2018-01-31",20.809999
"38","2018-02-01",19.9
"39","2018-02-02",20.23
"40","2018-02-05",19.030001
"41","2018-02-06",18.559999
"42","2018-02-07",19.120001
"43","2018-02-08",19.389999
"44","2018-02-09",19.49
"45","2018-02-12",20.110001
"46","2018-02-13",20.67
"47","2018-02-14",20.73
"48","2018-02-15",21.42
"49","2018-02-16",23.389999
"50","2018-02-20",22.43
"51","2018-02-21",22.200001
"52","2018-02-22",22.860001
"53","2018-02-23",22.120001
"54","2018-02-26",22.639999
"55","2018-02-27",21.950001
"56","2018-02-28",20.889999
"57","2018-03-01",20.559999
"58","2018-03-02",19.91
"59","2018-03-05",20.1
"60","2018-03-06",19.42
"61","2018-03-07",18.9
"62","2018-03-08",18.52
"63","2018-03-09",18.67
"64","2018-03-12",19.85
"65","2018-03-13",20.82
"66","2018-03-14",20.629999
"67","2018-03-15",18.219999
"68","2018-03-16",17.700001
"69","2018-03-19",17.139999
"70","2018-03-20",17.49
"71","2018-03-21",17.040001
"72","2018-03-22",16.91
"73","2018-03-23",16.18
"74","2018-03-26",17.629999
"75","2018-03-27",16.459999
"76","2018-03-28",16.73
"77","2018-03-29",17.040001
"78","2018-04-02",16.68
"79","2018-04-03",16.59
"80","2018-04-04",16.09
"81","2018-04-05",16.639999
"82","2018-04-06",16.110001
"83","2018-04-09",16.24
"84","2018-04-10",16.299999
"85","2018-04-11",16.610001
"86","2018-04-12",16.09
"87","2018-04-13",15.57
"88","2018-04-16",16.08
"89","2018-04-17",17.09
"90","2018-04-18",17.4
"91","2018-04-19",16.879999
"92","2018-04-20",17.530001
"93","2018-04-23",16.77
"94","2018-04-24",17.15
"95","2018-04-25",16.809999
"96","2018-04-26",16.9
"97","2018-04-27",17.27
"98","2018-04-30",16.950001
"99","2018-05-01",16.809999
"100","2018-05-02",16.799999
"101","2018-05-03",16.639999
"102","2018-05-04",18.299999
"103","2018-05-07",18.299999
"104","2018-05-08",18.379999
"105","2018-05-09",18.98
"106","2018-05-10",19.120001
"107","2018-05-11",19.27
"108","2018-05-14",19.02
"109","2018-05-15",18.959999
"110","2018-05-16",19.18
"111","2018-05-17",19.65
"112","2018-05-18",20.08
"113","2018-05-21",20.059999
"114","2018-05-22",20.030001
"115","2018-05-23",20.450001
"116","2018-05-24",20.18
"117","2018-05-25",18.99
"118","2018-05-29",19.17
"119","2018-05-30",19.059999
"120","2018-05-31",18.4
"121","2018-06-01",18.379999
"122","2018-06-04",18.76
"123","2018-06-05",17.43
"124","2018-06-06",17.719999
"125","2018-06-07",17.09
"126","2018-06-08",17.02
"127","2018-06-11",16.790001
"128","2018-06-12",16.280001
"129","2018-06-13",16.530001
"130","2018-06-14",16.549999
"131","2018-06-15",16.49
"132","2018-06-18",16.389999
"133","2018-06-19",15.7
"134","2018-06-20",16.129999
"135","2018-06-21",15.89
"136","2018-06-22",15.76
"137","2018-06-25",15.27
"138","2018-06-26",15.42
"139","2018-06-27",14.43
"140","2018-06-28",14.08
"141","2018-06-29",14.36
"142","2018-07-02",14.02
"143","2018-07-03",14.37
"144","2018-07-05",14.75
"145","2018-07-06",15.13
"146","2018-07-09",15.07
"147","2018-07-10",15.06
"148","2018-07-11",14.96
"149","2018-07-12",15.04
"150","2018-07-13",15.02
"151","2018-07-16",14.77
"152","2018-07-17",14.86
"153","2018-07-18",14.76
"154","2018-07-19",15.75
"155","2018-07-20",16.299999
"156","2018-07-23",15.84
"157","2018-07-24",15.58
"158","2018-07-25",15.7
"159","2018-07-26",15.79
"160","2018-07-27",15.15
"161","2018-07-30",14.82
"162","2018-07-31",14.99
"163","2018-08-01",14.99
"164","2018-08-02",15
"165","2018-08-03",14.49
"166","2018-08-06",14.66
"167","2018-08-07",14.8
"168","2018-08-08",14.93
"169","2018-08-09",14.61
"170","2018-08-10",14.71
"171","2018-08-13",14.73
"172","2018-08-14",14.27
"173","2018-08-15",13.39
"174","2018-08-16",14.36
"175","2018-08-17",14.65
"176","2018-08-20",14.61
"177","2018-08-21",14.83
"178","2018-08-22",14.83
"179","2018-08-23",14.98
"180","2018-08-24",14.99
"181","2018-08-27",14.95
"182","2018-08-28",15
"183","2018-08-29",14.99
"184","2018-08-30",15.35
"185","2018-08-31",16.73
"186","2018-09-04",15.5
"187","2018-09-05",14.82
"188","2018-09-06",14.57
"189","2018-09-07",14.66
"190","2018-09-10",15.52
"191","2018-09-11",15.85
"192","2018-09-12",15.75
"193","2018-09-13",15.94
"194","2018-09-14",16.43
"195","2018-09-17",16.530001
"196","2018-09-18",18.57
"197","2018-09-19",18.65
"198","2018-09-20",20.15
"199","2018-09-21",19.32
"200","2018-09-24",19.51
"201","2018-09-25",20.18
"202","2018-09-26",21.639999
"203","2018-09-27",22.35
"204","2018-09-28",21.42
"205","2018-10-01",20.799999
"206","2018-10-02",20.24
"207","2018-10-03",20
"208","2018-10-04",18.379999
"209","2018-10-05",18.17
"210","2018-10-08",17.99
"211","2018-10-09",18.370001
"212","2018-10-10",18.34
"213","2018-10-11",17.889999
"214","2018-10-12",17.58
"215","2018-10-15",17.9
"216","2018-10-16",18.030001
"217","2018-10-17",19.07
