"","date","IAG"
"147","2007-08-02",8.53
"148","2007-08-03",8.6
"149","2007-08-06",8.65
"150","2007-08-07",8.67
"151","2007-08-08",8.94
"152","2007-08-09",8.91
"153","2007-08-10",9.03
"154","2007-08-13",8.87
"155","2007-08-14",8.58
"156","2007-08-15",7.65
"157","2007-08-16",6.92
"158","2007-08-17",6.95
"159","2007-08-20",7.07
"160","2007-08-21",7.03
"161","2007-08-22",7.24
"162","2007-08-23",7.16
"163","2007-08-24",7.19
"164","2007-08-27",6.99
"165","2007-08-28",6.81
"166","2007-08-29",6.78
"167","2007-08-30",6.5
"168","2007-08-31",6.61
"169","2007-09-04",6.89
"170","2007-09-05",6.94
"171","2007-09-06",7.57
"172","2007-09-07",7.86
"173","2007-09-10",7.57
"174","2007-09-11",7.85
"175","2007-09-12",7.81
"176","2007-09-13",7.67
"177","2007-09-14",7.84
"178","2007-09-17",7.92
"179","2007-09-18",8.17
"180","2007-09-19",8.62
"181","2007-09-20",8.89
"182","2007-09-21",8.96
"183","2007-09-24",8.75
"184","2007-09-25",8.47
"185","2007-09-26",8.38
"186","2007-09-27",8.47
"187","2007-09-28",8.67
"188","2007-10-01",8.72
"189","2007-10-02",8.42
"190","2007-10-03",8.51
"191","2007-10-04",8.57
"192","2007-10-05",8.62
"193","2007-10-08",8.57
"194","2007-10-09",8.48
"195","2007-10-10",8.51
"196","2007-10-11",8.57
"197","2007-10-12",8.71
"198","2007-10-15",8.59
"199","2007-10-16",8.57
"200","2007-10-17",8.35
"201","2007-10-18",8.47
"202","2007-10-19",8.38
"203","2007-10-22",8.09
"204","2007-10-23",8.25
"205","2007-10-24",8.44
"206","2007-10-25",8.5
"207","2007-10-26",8.63
"208","2007-10-29",8.72
"209","2007-10-30",8.62
"210","2007-10-31",8.77
"211","2007-11-01",8.7
"212","2007-11-02",9.09
"213","2007-11-05",8.91
"214","2007-11-06",9.1
"215","2007-11-07",9.59
"216","2007-11-08",9.71
"217","2007-11-09",9.61
"218","2007-11-12",8.76
"219","2007-11-13",8.98
"220","2007-11-14",9.14
"221","2007-11-15",8.81
"222","2007-11-16",8.96
"223","2007-11-19",8.66
"224","2007-11-20",8.96
"225","2007-11-21",8.9
"226","2007-11-23",9
"227","2007-11-26",8.59
"228","2007-11-27",8.71
"229","2007-11-28",8.78
"230","2007-11-29",8.6
"231","2007-11-30",8.57
"232","2007-12-03",8.6
"233","2007-12-04",8.44
"234","2007-12-05",8.48
"235","2007-12-06",8.82
"236","2007-12-07",8.62
"237","2007-12-10",8.65
"238","2007-12-11",8.42
"239","2007-12-12",8.72
"240","2007-12-13",8.65
"241","2007-12-14",8.33
"242","2007-12-17",7.78
"243","2007-12-18",8.05
"244","2007-12-19",7.98
"245","2007-12-20",7.89
"246","2007-12-21",8.17
"247","2007-12-24",8.07
"248","2007-12-26",8.3
"249","2007-12-27",8.1
"250","2007-12-28",8.15
"251","2007-12-31",8.1
"252","2008-01-02",8.62
"253","2008-01-03",8.78
"254","2008-01-04",8.83
"255","2008-01-07",8.58
"256","2008-01-08",9.13
"257","2008-01-09",9.46
"258","2008-01-10",9.72
"259","2008-01-11",9.72
"260","2008-01-14",9.79
"261","2008-01-15",9.14
"262","2008-01-16",9.02
"263","2008-01-17",8.72
"264","2008-01-18",8.7
"265","2008-01-22",8.86
"266","2008-01-23",8.8
"267","2008-01-24",9.25
"268","2008-01-25",9.21
"269","2008-01-28",9.46
"270","2008-01-29",9.48
"271","2008-01-30",9.17
"272","2008-01-31",7.95
"273","2008-02-01",7.9
"274","2008-02-04",7.74
"275","2008-02-05",7.54
"276","2008-02-06",7.66
"277","2008-02-07",7.34
"278","2008-02-08",7.42
"279","2008-02-11",7.46
"280","2008-02-12",7.14
"281","2008-02-13",7.28
"282","2008-02-14",7.2
"283","2008-02-15",7.14
"284","2008-02-19",7.31
"285","2008-02-20",7.54
"286","2008-02-21",7.46
"287","2008-02-22",7.28
"288","2008-02-25",7.47
"289","2008-02-26",7.77
"290","2008-02-27",8.27
"291","2008-02-28",8.45
"292","2008-02-29",8.09
"293","2008-03-03",8.2
"294","2008-03-04",8.04
"295","2008-03-05",8.23
"296","2008-03-06",8.01
"297","2008-03-07",7.84
"298","2008-03-10",7.61
"299","2008-03-11",7.61
"300","2008-03-12",7.8
"301","2008-03-13",8.31
"302","2008-03-14",8.34
"303","2008-03-17",8.28
"304","2008-03-18",7.8
"305","2008-03-19",7.4
"306","2008-03-20",7.3
"307","2008-03-24",7.23
"308","2008-03-25",7.55
"309","2008-03-26",7.86
"310","2008-03-27",7.78
"311","2008-03-28",7.75
"312","2008-03-31",7.33
"313","2008-04-01",7.22
"314","2008-04-02",7.34
"315","2008-04-03",7.4
"316","2008-04-04",7.49
"317","2008-04-07",7.5
"318","2008-04-08",7.32
"319","2008-04-09",7.39
"320","2008-04-10",7.41
"321","2008-04-11",7.16
"322","2008-04-14",7.09
"323","2008-04-15",7.08
"324","2008-04-16",7.39
"325","2008-04-17",7.36
"326","2008-04-18",7.1
"327","2008-04-21",6.68
"328","2008-04-22",6.51
"329","2008-04-23",6.11
"330","2008-04-24",5.74
"331","2008-04-25",5.87
"332","2008-04-28",5.89
"333","2008-04-29",5.87
"334","2008-04-30",5.98
"335","2008-05-01",5.88
"336","2008-05-02",5.93
"337","2008-05-05",5.84
"338","2008-05-06",6.01
"339","2008-05-07",5.85
"340","2008-05-08",6.12
"341","2008-05-09",6.12
"342","2008-05-12",6.08
"343","2008-05-13",6.08
"344","2008-05-14",6.02
"345","2008-05-15",6.24
"346","2008-05-16",6.41
"347","2008-05-19",6.37
"348","2008-05-20",6.53
"349","2008-05-21",6.41
"350","2008-05-22",6.29
"351","2008-05-23",6.24
"352","2008-05-27",6.02
"353","2008-05-28",6.01
"354","2008-05-29",5.93
"355","2008-05-30",5.91
"356","2008-06-02",5.93
"357","2008-06-03",5.89
"358","2008-06-04",5.88
"359","2008-06-05",6.12
"360","2008-06-06",6.34
"361","2008-06-09",6.27
"362","2008-06-10",5.93
"363","2008-06-11",5.94
"364","2008-06-12",5.84
"365","2008-06-13",5.85
"366","2008-06-16",5.84
"367","2008-06-17",6.16
"368","2008-06-18",6.1
"369","2008-06-19",5.92
"370","2008-06-20",5.81
"371","2008-06-23",5.77
"372","2008-06-24",5.72
"373","2008-06-25",5.86
"374","2008-06-26",6.02
"375","2008-06-27",6.05
"376","2008-06-30",6.05
"377","2008-07-01",6.38
"378","2008-07-02",6.28
"379","2008-07-03",6.24
"380","2008-07-07",6.01
"381","2008-07-08",5.81
"382","2008-07-09",5.8
"383","2008-07-10",5.96
"384","2008-07-11",6.13
"385","2008-07-14",6.39
"386","2008-07-15",6.12
"387","2008-07-16",6.05
"388","2008-07-17",6.07
"389","2008-07-18",6
"390","2008-07-21",6.26
"391","2008-07-22",6.07
"392","2008-07-23",5.99
"393","2008-07-24",6.15
"394","2008-07-25",6.4
"395","2008-07-28",6.41
"396","2008-07-29",6.31
"397","2008-07-30",6.61
"398","2008-07-31",6.62
"399","2008-08-01",6.54
"400","2008-08-04",6.55
"401","2008-08-05",6.2
"402","2008-08-06",6.1
"403","2008-08-07",5.94
"404","2008-08-08",5.66
"405","2008-08-11",5.41
"406","2008-08-12",5.42
"407","2008-08-13",5.56
"408","2008-08-14",5.45
"409","2008-08-15",5.3
"410","2008-08-18",5.4
"411","2008-08-19",5.47
"412","2008-08-20",5.6
"413","2008-08-21",6.3
"414","2008-08-22",6.08
"415","2008-08-25",6.23
"416","2008-08-26",6.34
"417","2008-08-27",6.33
"418","2008-08-28",6.52
"419","2008-08-29",6.52
"420","2008-09-02",6.29
"421","2008-09-03",6.11
"422","2008-09-04",5.75
"423","2008-09-05",5.65
"424","2008-09-08",5.5
"425","2008-09-09",4.85
"426","2008-09-10",4.83
"427","2008-09-11",4.76
"428","2008-09-12",5.21
"429","2008-09-15",5.12
"430","2008-09-16",5.05
"431","2008-09-17",5.42
"432","2008-09-18",5.35
"433","2008-09-19",5.52
"434","2008-09-22",5.96
"435","2008-09-23",6.1
"436","2008-09-24",6.16
"437","2008-09-25",6.02
"438","2008-09-26",5.87
"439","2008-09-29",5.6
"440","2008-09-30",5.62
"441","2008-10-01",5.37
"442","2008-10-02",4.82
"443","2008-10-03",4.81
"444","2008-10-06",4.53
"445","2008-10-07",4.46
"446","2008-10-08",4.8
"447","2008-10-09",4.99
"448","2008-10-10",3.93
"449","2008-10-13",3.8
"450","2008-10-14",4.31
"451","2008-10-15",3.51
"452","2008-10-16",3.27
"453","2008-10-17",3.07
"454","2008-10-20",3.28
"455","2008-10-21",3.08
"456","2008-10-22",2.61
"457","2008-10-23",2.6
"458","2008-10-24",2.66
"459","2008-10-27",2.47
"460","2008-10-28",2.71
"461","2008-10-29",3.28
"462","2008-10-30",3.36
"463","2008-10-31",3.3
"464","2008-11-03",3.31
"465","2008-11-04",4
"466","2008-11-05",3.74
"467","2008-11-06",3.2
"468","2008-11-07",3.54
"469","2008-11-10",3.82
"470","2008-11-11",3.66
"471","2008-11-12",3.2
"472","2008-11-13",3.65
"473","2008-11-14",3.24
"474","2008-11-17",3.33
"475","2008-11-18",3.06
"476","2008-11-19",3
"477","2008-11-20",2.84
"478","2008-11-21",3.71
"479","2008-11-24",3.9
"480","2008-11-25",4.21
"481","2008-11-26",4.49
"482","2008-11-28",4.7
"483","2008-12-01",4.12
"484","2008-12-02",4.2
"485","2008-12-03",4.02
"486","2008-12-04",3.88
"487","2008-12-05",3.94
"488","2008-12-08",4.18
"489","2008-12-09",4.22
"490","2008-12-10",4.73
"491","2008-12-11",4.8
"492","2008-12-12",4.96
"493","2008-12-15",5.08
"494","2008-12-16",5.57
"495","2008-12-17",5.59
"496","2008-12-18",5.49
"497","2008-12-19",5.5
"498","2008-12-22",5.55
"499","2008-12-23",5.57
"500","2008-12-24",5.6
"501","2008-12-26",6.1
"502","2008-12-29",6
"503","2008-12-30",5.93
"504","2008-12-31",6.11
"505","2009-01-02",6.11
"506","2009-01-05",5.71
"507","2009-01-06",5.9
"508","2009-01-07",5.41
"509","2009-01-08",5.73
"510","2009-01-09",5.78
"511","2009-01-12",5.42
"512","2009-01-13",5.76
"513","2009-01-14",5.47
"514","2009-01-15",5.89
"515","2009-01-16",6.09
"516","2009-01-20",6.31
"517","2009-01-21",6.35
"518","2009-01-22",6.37
"519","2009-01-23",6.86
"520","2009-01-26",6.91
"521","2009-01-27",6.55
"522","2009-01-28",6.57
"523","2009-01-29",6.83
"524","2009-01-30",6.84
"525","2009-02-02",6.65
"526","2009-02-03",6.89
"527","2009-02-04",7.1
"528","2009-02-05",7.21
"529","2009-02-06",7.45
"530","2009-02-09",7.26
"531","2009-02-10",7.22
"532","2009-02-11",7.87
"533","2009-02-12",7.74
"534","2009-02-13",7.89
"535","2009-02-17",8.58
"536","2009-02-18",8.67
"537","2009-02-19",8.29
"538","2009-02-20",8.46
"539","2009-02-23",8.74
"540","2009-02-24",7.66
"541","2009-02-25",7.58
"542","2009-02-26",7.77
"543","2009-02-27",8.08
"544","2009-03-02",7.66
"545","2009-03-03",7.59
"546","2009-03-04",7.4
"547","2009-03-05",7.73
"548","2009-03-06",7.71
"549","2009-03-09",7.33
"550","2009-03-10",6.48
"551","2009-03-11",6.63
"552","2009-03-12",7.15
"553","2009-03-13",7.25
"554","2009-03-16",7.2
"555","2009-03-17",7.03
"556","2009-03-18",7.67
"557","2009-03-19",8.52
"558","2009-03-20",8.45
"559","2009-03-23",8.34
"560","2009-03-24",8.38
"561","2009-03-25",8.79
"562","2009-03-26",8.54
"563","2009-03-27",8.41
"564","2009-03-30",8.08
"565","2009-03-31",8.55
"566","2009-04-01",8.82
"567","2009-04-02",8.68
"568","2009-04-03",7.98
"569","2009-04-06",7.33
"570","2009-04-07",7.51
"571","2009-04-08",7.7
"572","2009-04-09",7.73
"573","2009-04-13",8.04
"574","2009-04-14",8.07
"575","2009-04-15",8.29
"576","2009-04-16",7.9
"577","2009-04-17",7.57
"578","2009-04-20",7.84
"579","2009-04-21",7.63
"580","2009-04-22",7.85
"581","2009-04-23",7.99
"582","2009-04-24",8.58
"583","2009-04-27",8.55
"584","2009-04-28",8.27
"585","2009-04-29",8.29
"586","2009-04-30",7.99
"587","2009-05-01",8.11
"588","2009-05-04",8.68
"589","2009-05-05",8.52
"590","2009-05-06",8.93
"591","2009-05-07",9.46
"592","2009-05-08",9.92
"593","2009-05-11",9.73
"594","2009-05-12",10.14
"595","2009-05-13",9.87
"596","2009-05-14",9.78
"597","2009-05-15",9.83
"598","2009-05-18",9.76
"599","2009-05-19",9.88
"600","2009-05-20",10.16
"601","2009-05-21",10.23
"602","2009-05-22",10.86
"603","2009-05-26",10.56
"604","2009-05-27",10.45
"605","2009-05-28",10.88
"606","2009-05-29",11.27
"607","2009-06-01",11.02
"608","2009-06-02",11.2
"609","2009-06-03",10.39
"610","2009-06-04",10.55
"611","2009-06-05",10.06
"612","2009-06-08",10.21
"613","2009-06-09",10.17
"614","2009-06-10",10.21
"615","2009-06-11",10.08
"616","2009-06-12",9.85
"617","2009-06-15",9.25
"618","2009-06-16",9.54
"619","2009-06-17",9.65
"620","2009-06-18",9.1
"621","2009-06-19",9.36
"622","2009-06-22",9.04
"623","2009-06-23",9.58
"624","2009-06-24",9.99
"625","2009-06-25",10.58
"626","2009-06-26",10.48
"627","2009-06-29",10.3
"628","2009-06-30",10.12
"629","2009-07-01",10.65
"630","2009-07-02",10.34
"631","2009-07-06",9.93
"632","2009-07-07",9.99
"633","2009-07-08",9.16
"634","2009-07-09",9.22
"635","2009-07-10",9.1
"636","2009-07-13",9.32
"637","2009-07-14",9.65
"638","2009-07-15",9.99
"639","2009-07-16",10.05
"640","2009-07-17",10.22
"641","2009-07-20",10.74
"642","2009-07-21",10.72
"643","2009-07-22",10.96
"644","2009-07-23",10.95
"645","2009-07-24",11.11
"646","2009-07-27",11
"647","2009-07-28",10.41
"648","2009-07-29",9.94
"649","2009-07-30",10.18
"650","2009-07-31",10.56
"651","2009-08-03",10.71
"652","2009-08-04",10.88
"653","2009-08-05",10.82
"654","2009-08-06",11.45
"655","2009-08-07",11.86
"656","2009-08-10",11.82
"657","2009-08-11",11.95
"658","2009-08-12",11.9
"659","2009-08-13",12.23
"660","2009-08-14",12.06
"661","2009-08-17",11.17
"662","2009-08-18",11.43
"663","2009-08-19",11.43
"664","2009-08-20",11.47
"665","2009-08-21",11.93
"666","2009-08-24",11.73
"667","2009-08-25",11.75
"668","2009-08-26",11.69
"669","2009-08-27",11.85
"670","2009-08-28",12.02
"671","2009-08-31",11.63
"672","2009-09-01",11.23
"673","2009-09-02",12.44
"674","2009-09-03",14.46
"675","2009-09-04",13.84
"676","2009-09-08",13.4
"677","2009-09-09",13.06
"678","2009-09-10",13.7
"679","2009-09-11",14.02
"680","2009-09-14",14.25
"681","2009-09-15",15.07
"682","2009-09-16",15.69
"683","2009-09-17",14.75
"684","2009-09-18",14.79
"685","2009-09-21",14
"686","2009-09-22",14.74
"687","2009-09-23",14
"688","2009-09-24",13.3
"689","2009-09-25",12.95
"690","2009-09-28",13.12
"691","2009-09-29",13.78
"692","2009-09-30",14.14
"693","2009-10-01",13.01
"694","2009-10-02",13.25
"695","2009-10-05",13.83
"696","2009-10-06",14.55
"697","2009-10-07",14.51
"698","2009-10-08",14.87
"699","2009-10-09",14.61
"700","2009-10-12",14.59
"701","2009-10-13",14.95
"702","2009-10-14",14.88
"703","2009-10-15",14.42
"704","2009-10-16",14.45
"705","2009-10-19",14.68
"706","2009-10-20",14.06
"707","2009-10-21",14.04
"708","2009-10-22",13.95
"709","2009-10-23",13.77
"710","2009-10-26",13.29
"711","2009-10-27",13.38
"712","2009-10-28",12.25
"713","2009-10-29",13.49
"714","2009-10-30",13.15
"715","2009-11-02",13.3
"716","2009-11-03",14.93
"717","2009-11-04",15.65
"718","2009-11-05",15.89
"719","2009-11-06",16.459999
"720","2009-11-09",17.4
"721","2009-11-10",17.65
"722","2009-11-11",17.969999
"723","2009-11-12",17.059999
"724","2009-11-13",18.42
"725","2009-11-16",18.809999
"726","2009-11-17",18.92
"727","2009-11-18",18.610001
"728","2009-11-19",19.139999
"729","2009-11-20",18.93
"730","2009-11-23",19.58
"731","2009-11-24",19.219999
"732","2009-11-25",19.92
"733","2009-11-27",18.68
"734","2009-11-30",18.950001
"735","2009-12-01",20.34
"736","2009-12-02",20.309999
"737","2009-12-03",19.200001
"738","2009-12-04",18.24
"739","2009-12-07",17.5
"740","2009-12-08",16.77
"741","2009-12-09",17.23
"742","2009-12-10",16.940001
"743","2009-12-11",16.48
"744","2009-12-14",16.969999
"745","2009-12-15",16.57
"746","2009-12-16",16.860001
"747","2009-12-17",15.15
"748","2009-12-18",15.67
"749","2009-12-21",15.11
"750","2009-12-22",15.18
"751","2009-12-23",15.65
"752","2009-12-24",15.77
"753","2009-12-28",15.6
"754","2009-12-29",15.69
"755","2009-12-30",15.48
"756","2009-12-31",15.64
"757","2010-01-04",16.120001
"758","2010-01-05",15.85
"759","2010-01-06",16.120001
"760","2010-01-07",15.9
"761","2010-01-08",16.93
"762","2010-01-11",17.08
"763","2010-01-12",16.41
"764","2010-01-13",17.01
"765","2010-01-14",16.940001
"766","2010-01-15",16.530001
"767","2010-01-19",16.49
"768","2010-01-20",15.61
"769","2010-01-21",14.34
"770","2010-01-22",14.58
"771","2010-01-25",14.11
"772","2010-01-26",14.03
"773","2010-01-27",13.85
"774","2010-01-28",13.47
"775","2010-01-29",13.21
"776","2010-02-01",13.84
"777","2010-02-02",14.62
"778","2010-02-03",14.3
"779","2010-02-04",13.25
"780","2010-02-05",14
"781","2010-02-08",13.31
"782","2010-02-09",14.11
"783","2010-02-10",14.22
"784","2010-02-11",14.95
"785","2010-02-12",14.74
"786","2010-02-16",15.27
"787","2010-02-17",15.04
"788","2010-02-18",15.23
"789","2010-02-19",15.07
"790","2010-02-22",14.67
"791","2010-02-23",13.89
"792","2010-02-24",13.89
"793","2010-02-25",14.35
"794","2010-02-26",14.77
"795","2010-03-01",14.85
"796","2010-03-02",15.21
"797","2010-03-03",15.54
"798","2010-03-04",15.2
"799","2010-03-05",15.66
"800","2010-03-08",15.23
"801","2010-03-09",14.91
"802","2010-03-10",14.64
"803","2010-03-11",14.77
"804","2010-03-12",14.61
"805","2010-03-15",14.51
"806","2010-03-16",14.79
"807","2010-03-17",14.67
"808","2010-03-18",14.59
"809","2010-03-19",14.34
"810","2010-03-22",14.47
"811","2010-03-23",14.42
"812","2010-03-24",13.53
"813","2010-03-25",13.21
"814","2010-03-26",13.43
"815","2010-03-29",13.56
"816","2010-03-30",13.22
"817","2010-03-31",13.22
"818","2010-04-01",14.32
"819","2010-04-05",14.68
"820","2010-04-06",14.89
"821","2010-04-07",15.6
"822","2010-04-08",15.42
"823","2010-04-09",15.74
"824","2010-04-12",15.37
"825","2010-04-13",15.56
"826","2010-04-14",15.63
"827","2010-04-15",15.34
"828","2010-04-16",15.06
"829","2010-04-19",15.16
"830","2010-04-20",15.04
"831","2010-04-21",15.4
"832","2010-04-22",15.68
"833","2010-04-23",16.26
"834","2010-04-26",16.190001
"835","2010-04-27",16.610001
"836","2010-04-28",17.32
"837","2010-04-29",17.379999
"838","2010-04-30",17.870001
"839","2010-05-03",17.92
"840","2010-05-04",17.82
"841","2010-05-05",17.639999
"842","2010-05-06",17.77
"843","2010-05-07",17.67
"844","2010-05-10",17.83
"845","2010-05-11",19.610001
"846","2010-05-12",19.379999
"847","2010-05-13",19.17
"848","2010-05-14",18.92
"849","2010-05-17",18.370001
"850","2010-05-18",18.08
"851","2010-05-19",17.1
"852","2010-05-20",16.049999
"853","2010-05-21",16.08
"854","2010-05-24",16.450001
"855","2010-05-25",16.879999
"856","2010-05-26",17.02
"857","2010-05-27",17.67
"858","2010-05-28",17.309999
"859","2010-06-01",17.23
"860","2010-06-02",17.23
"861","2010-06-03",16.92
"862","2010-06-04",16.49
"863","2010-06-07",17.030001
"864","2010-06-08",17.299999
"865","2010-06-09",16.85
"866","2010-06-10",16.889999
"867","2010-06-11",17.65
"868","2010-06-14",17.02
"869","2010-06-15",17.57
"870","2010-06-16",18.34
"871","2010-06-17",18.799999
"872","2010-06-18",18.969999
"873","2010-06-21",18.030001
"874","2010-06-22",18
"875","2010-06-23",17.84
"876","2010-06-24",17.73
"877","2010-06-25",18.57
"878","2010-06-28",18.43
"879","2010-06-29",17.620001
"880","2010-06-30",17.68
"881","2010-07-01",16.77
"882","2010-07-02",16.66
"883","2010-07-06",15.97
"884","2010-07-07",16.610001
"885","2010-07-08",16.41
"886","2010-07-09",17.02
"887","2010-07-12",16.66
"888","2010-07-13",16.74
"889","2010-07-14",16.77
"890","2010-07-15",16.700001
"891","2010-07-16",15.91
"892","2010-07-19",15.56
"893","2010-07-20",16.209999
"894","2010-07-21",16.030001
"895","2010-07-22",16.440001
"896","2010-07-23",16.57
"897","2010-07-26",16.219999
"898","2010-07-27",15.42
"899","2010-07-28",15.62
"900","2010-07-29",15.48
"901","2010-07-30",15.81
"902","2010-08-02",15.58
"903","2010-08-03",16.07
"904","2010-08-04",17.16
"905","2010-08-05",17.32
"906","2010-08-06",17.73
"907","2010-08-09",17.84
"908","2010-08-10",17.889999
"909","2010-08-11",17.32
"910","2010-08-12",17.75
"911","2010-08-13",17.67
"912","2010-08-16",18.219999
"913","2010-08-17",18.59
"914","2010-08-18",18.73
"915","2010-08-19",18.26
"916","2010-08-20",18.09
"917","2010-08-23",17.68
"918","2010-08-24",17.59
"919","2010-08-25",18.15
"920","2010-08-26",18.530001
"921","2010-08-27",18.75
"922","2010-08-30",18.4
"923","2010-08-31",18.74
"924","2010-09-01",18.17
"925","2010-09-02",18.58
"926","2010-09-03",18.73
"927","2010-09-07",19.209999
"928","2010-09-08",18.379999
"929","2010-09-09",17.85
"930","2010-09-10",17.309999
"931","2010-09-13",16.9
"932","2010-09-14",17.83
"933","2010-09-15",17.76
"934","2010-09-16",17.9
"935","2010-09-17",17.799999
"936","2010-09-20",17.709999
"937","2010-09-21",17.639999
"938","2010-09-22",17.809999
"939","2010-09-23",17.469999
"940","2010-09-24",17.530001
"941","2010-09-27",17.389999
"942","2010-09-28",17.66
"943","2010-09-29",17.77
"944","2010-09-30",17.709999
"945","2010-10-01",17.67
"946","2010-10-04",17.26
"947","2010-10-05",17.75
"948","2010-10-06",18.040001
"949","2010-10-07",17.41
"950","2010-10-08",17.57
"951","2010-10-11",17.709999
"952","2010-10-12",17.73
"953","2010-10-13",18.200001
"954","2010-10-14",17.92
"955","2010-10-15",17.74
"956","2010-10-18",17.559999
"957","2010-10-19",16.709999
"958","2010-10-20",17.17
"959","2010-10-21",17.02
"960","2010-10-22",17.370001
"961","2010-10-25",17.76
"962","2010-10-26",18
"963","2010-10-27",17.540001
"964","2010-10-28",18.190001
"965","2010-10-29",18.280001
"966","2010-11-01",18.360001
"967","2010-11-02",18.639999
"968","2010-11-03",18.43
"969","2010-11-04",19.440001
"970","2010-11-05",18.5
"971","2010-11-08",18.58
"972","2010-11-09",17.889999
"973","2010-11-10",17.950001
"974","2010-11-11",17.74
"975","2010-11-12",17.33
"976","2010-11-15",17.09
"977","2010-11-16",16.26
"978","2010-11-17",16.389999
"979","2010-11-18",16.75
"980","2010-11-19",17.08
"981","2010-11-22",17.299999
"982","2010-11-23",16.809999
"983","2010-11-24",16.530001
"984","2010-11-26",16.41
"985","2010-11-29",16.469999
"986","2010-11-30",16.379999
"987","2010-12-01",16.309999
"988","2010-12-02",16.379999
"989","2010-12-03",16.75
"990","2010-12-06",17.110001
"991","2010-12-07",16.950001
"992","2010-12-08",16.559999
"993","2010-12-09",16.99
"994","2010-12-10",17.48
