"","date","CPTA"
"1","2013-09-25",112.800003
"2","2013-09-26",114.900002
"3","2013-09-27",114.300003
"4","2013-09-30",115.199997
"5","2013-10-01",113.699997
"6","2013-10-02",112.32
"7","2013-10-03",109.5
"8","2013-10-04",107.699997
"9","2013-10-07",109.860001
"10","2013-10-08",109.68
"11","2013-10-09",111.300003
"12","2013-10-10",111
"13","2013-10-11",110.400002
"14","2013-10-14",111.120003
"15","2013-10-15",109.260002
"16","2013-10-16",108.360001
"17","2013-10-17",112.68
"18","2013-10-18",111.779999
"19","2013-10-21",115.260002
"20","2013-10-22",114.660004
"21","2013-10-23",115.5
"22","2013-10-24",114.660004
"23","2013-10-25",115.440002
"24","2013-10-28",116.160004
"25","2013-10-29",117.599998
"26","2013-10-30",114.900002
"27","2013-10-31",113.099998
"28","2013-11-01",114
"29","2013-11-04",114.059998
"30","2013-11-05",114.059998
"31","2013-11-06",115.260002
"32","2013-11-07",112.139999
"33","2013-11-08",116.940002
"34","2013-11-11",116.400002
"35","2013-11-12",114
"36","2013-11-13",114.900002
"37","2013-11-14",115.199997
"38","2013-11-15",114.300003
"39","2013-11-18",114
"40","2013-11-19",115.139999
"41","2013-11-20",114.900002
"42","2013-11-21",116.400002
"43","2013-11-22",116.400002
"44","2013-11-25",117
"45","2013-11-26",117.18
"46","2013-11-27",118.739998
"47","2013-11-29",119.339996
"48","2013-12-02",119.400002
"49","2013-12-03",119.400002
"50","2013-12-04",118.739998
"51","2013-12-05",119.099998
"52","2013-12-06",118.800003
"53","2013-12-09",118.019997
"54","2013-12-10",116.879997
"55","2013-12-11",117.480003
"56","2013-12-12",118.739998
"57","2013-12-13",118.559998
"58","2013-12-16",118.739998
"59","2013-12-17",118.5
"60","2013-12-18",118.739998
"61","2013-12-19",117.300003
"62","2013-12-20",121.199997
"63","2013-12-23",120
"64","2013-12-24",118.800003
"65","2013-12-26",119.639999
"66","2013-12-27",118.559998
"67","2013-12-30",117.660004
"68","2013-12-31",119.400002
"69","2014-01-02",116.160004
"70","2014-01-03",115.620003
"71","2014-01-06",118.980003
"72","2014-01-07",119.940002
"73","2014-01-08",119.940002
"74","2014-01-09",120.239998
"75","2014-01-10",120
"76","2014-01-13",120
"77","2014-01-14",120.599998
"78","2014-01-15",121.199997
"79","2014-01-16",120.360001
"80","2014-01-17",120.059998
"81","2014-01-21",120.900002
"82","2014-01-22",120.480003
"83","2014-01-23",117.120003
"84","2014-01-24",120.839996
"85","2014-01-27",118.32
"86","2014-01-28",117.599998
"87","2014-01-29",118.440002
"88","2014-01-30",120.059998
"89","2014-01-31",118.68
"90","2014-02-03",117.540001
"91","2014-02-04",119.339996
"92","2014-02-05",115.440002
"93","2014-02-06",118.980003
"94","2014-02-07",118.739998
"95","2014-02-10",119.639999
"96","2014-02-11",118.32
"97","2014-02-12",118.739998
"98","2014-02-13",120
"99","2014-02-14",119.519997
"100","2014-02-18",120.480003
"101","2014-02-19",117.660004
"102","2014-02-20",119.940002
"103","2014-02-21",119.220001
"104","2014-02-24",117.900002
"105","2014-02-25",118.199997
"106","2014-02-26",118.919998
"107","2014-02-27",119.760002
"108","2014-02-28",120
"109","2014-03-03",119.940002
"110","2014-03-04",119.580002
"111","2014-03-05",118.739998
"112","2014-03-06",119.879997
"113","2014-03-07",120.779999
"114","2014-03-10",119.940002
"115","2014-03-11",120.779999
"116","2014-03-12",117.779999
"117","2014-03-13",119.400002
"118","2014-03-14",119.040001
"119","2014-03-17",118.800003
"120","2014-03-18",118.980003
"121","2014-03-19",119.760002
"122","2014-03-20",119.459999
"123","2014-03-21",118.739998
"124","2014-03-24",116.879997
"125","2014-03-25",116.160004
"126","2014-03-26",115.199997
"127","2014-03-27",115.620003
"128","2014-03-28",115.5
"129","2014-03-31",115.68
"130","2014-04-01",115.379997
"131","2014-04-02",115.980003
"132","2014-04-03",116.760002
"133","2014-04-04",115.440002
"134","2014-04-07",113.82
"135","2014-04-08",113.580002
"136","2014-04-09",113.699997
"137","2014-04-10",112.260002
"138","2014-04-11",111.360001
"139","2014-04-14",111.419998
"140","2014-04-15",111.239998
"141","2014-04-16",111.839996
"142","2014-04-17",111.300003
"143","2014-04-21",110.519997
"144","2014-04-22",111.540001
"145","2014-04-23",112.139999
"146","2014-04-24",111.419998
"147","2014-04-25",111.419998
"148","2014-04-28",112.139999
