"","date","NK"
"181","2016-04-14",10.04
"182","2016-04-15",9.82
"183","2016-04-18",9.8
"184","2016-04-19",9.28
"185","2016-04-20",9.37
"186","2016-04-21",9.74
"187","2016-04-22",9.78
"188","2016-04-25",9.7
"189","2016-04-26",9.49
"190","2016-04-27",8.73
"191","2016-04-28",8.59
"192","2016-04-29",8.29
"193","2016-05-02",8.4
"194","2016-05-03",8.14
"195","2016-05-04",7.81
"196","2016-05-05",7.55
"197","2016-05-06",8
"198","2016-05-09",8.39
"199","2016-05-10",8.16
"200","2016-05-11",7.75
"201","2016-05-12",6.77
"202","2016-05-13",6.67
"203","2016-05-16",6.79
"204","2016-05-17",6.79
"205","2016-05-18",6.75
"206","2016-05-19",5.77
"207","2016-05-20",6.05
"208","2016-05-23",6.61
"209","2016-05-24",7.24
"210","2016-05-25",7.41
"211","2016-05-26",7.16
"212","2016-05-27",7.4
"213","2016-05-31",7.62
"214","2016-06-01",7.81
"215","2016-06-02",7.87
"216","2016-06-03",7.73
"217","2016-06-06",7.76
"218","2016-06-07",7.63
"219","2016-06-08",7.48
"220","2016-06-09",7.07
"221","2016-06-10",6.7
"222","2016-06-13",6.46
"223","2016-06-14",6.52
"224","2016-06-15",6.5
"225","2016-06-16",6.64
"226","2016-06-17",6.41
"227","2016-06-20",6.51
"228","2016-06-21",6.43
"229","2016-06-22",6.21
"230","2016-06-23",6.73
"231","2016-06-24",6.06
"232","2016-06-27",5.81
"233","2016-06-28",6.07
"234","2016-06-29",6.23
"235","2016-06-30",6.22
"236","2016-07-01",6.55
"237","2016-07-05",6.31
"238","2016-07-06",6.5
"239","2016-07-07",6.62
"240","2016-07-08",6.72
"241","2016-07-11",6.7
"242","2016-07-12",7.02
"243","2016-07-13",6.39
"244","2016-07-14",6.3
"245","2016-07-15",6.52
"246","2016-07-18",6.49
"247","2016-07-19",6.03
"248","2016-07-20",6.43
"249","2016-07-21",6.38
"250","2016-07-22",6.41
"251","2016-07-25",6.35
"252","2016-07-26",6.62
"253","2016-07-27",6.89
"254","2016-07-28",6.99
"255","2016-07-29",6.83
"256","2016-08-01",7.27
"257","2016-08-02",7.5
"258","2016-08-03",7.67
"259","2016-08-04",7.26
"260","2016-08-05",7.43
"261","2016-08-08",7.38
"262","2016-08-09",7.31
"263","2016-08-10",6.97
"264","2016-08-11",7.27
"265","2016-08-12",7.39
"266","2016-08-15",7.59
"267","2016-08-16",7.23
"268","2016-08-17",7.01
"269","2016-08-18",7.08
"270","2016-08-19",7.16
"271","2016-08-22",7.87
"272","2016-08-23",8.13
"273","2016-08-24",7.48
"274","2016-08-25",7.58
"275","2016-08-26",7.91
"276","2016-08-29",8.08
"277","2016-08-30",8.46
"278","2016-08-31",8.09
"279","2016-09-01",8.04
"280","2016-09-02",8.01
"281","2016-09-06",8.68
"282","2016-09-07",8.85
"283","2016-09-08",8.82
"284","2016-09-09",8.29
"285","2016-09-12",8.85
"286","2016-09-13",8.66
"287","2016-09-14",8.91
"288","2016-09-15",8.9
"289","2016-09-16",9.23
"290","2016-09-19",8.38
"291","2016-09-20",7.79
"292","2016-09-21",7.8
"293","2016-09-22",8.23
"294","2016-09-23",7.91
"295","2016-09-26",7.81
"296","2016-09-27",7.85
"297","2016-09-28",7.82
"298","2016-09-29",7.4
"299","2016-09-30",7.78
"300","2016-10-03",7.59
"301","2016-10-04",7.48
"302","2016-10-05",7.76
"303","2016-10-06",7.23
"304","2016-10-07",7.32
"305","2016-10-10",7.59
"306","2016-10-11",7.41
"307","2016-10-12",6.87
"308","2016-10-13",6.88
"309","2016-10-14",6.61
"310","2016-10-17",6.23
"311","2016-10-18",6.7
"312","2016-10-19",6.48
"313","2016-10-20",6.67
"314","2016-10-21",6.63
"315","2016-10-24",6.63
"316","2016-10-25",6.48
"317","2016-10-26",6.39
"318","2016-10-27",6.17
"319","2016-10-28",5.97
"320","2016-10-31",5.99
"321","2016-11-01",6.1
"322","2016-11-02",5.91
"323","2016-11-03",5.69
"324","2016-11-04",5.96
"325","2016-11-07",6.23
"326","2016-11-08",6.22
"327","2016-11-09",7.41
"328","2016-11-10",7.7
"329","2016-11-11",7.57
"330","2016-11-14",7.5
"331","2016-11-15",7.5
"332","2016-11-16",7.69
"333","2016-11-17",7.5
"334","2016-11-18",7.59
"335","2016-11-21",7.55
"336","2016-11-22",7.45
"337","2016-11-23",7.48
"338","2016-11-25",7.47
"339","2016-11-28",7.06
"340","2016-11-29",6.83
"341","2016-11-30",6.54
"342","2016-12-01",6.23
"343","2016-12-02",6.33
"344","2016-12-05",6.42
"345","2016-12-06",6.52
"346","2016-12-07",6.33
"347","2016-12-08",6.54
"348","2016-12-09",6.46
"349","2016-12-12",6.31
"350","2016-12-13",6.39
"351","2016-12-14",6.27
"352","2016-12-15",6.38
"353","2016-12-16",6.28
"354","2016-12-19",6.15
"355","2016-12-20",6.06
"356","2016-12-21",5.92
"357","2016-12-22",5.83
"358","2016-12-23",6.15
"359","2016-12-27",6.11
"360","2016-12-28",5.95
"361","2016-12-29",5.92
"362","2016-12-30",5.72
"363","2017-01-03",5.91
"364","2017-01-04",6.08
"365","2017-01-05",6.34
"366","2017-01-06",6.51
"367","2017-01-09",6.62
"368","2017-01-10",6.56
"369","2017-01-11",6.27
"370","2017-01-12",6.29
"371","2017-01-13",6.46
"372","2017-01-17",6.2
"373","2017-01-18",6.2
"374","2017-01-19",6.29
"375","2017-01-20",6.24
"376","2017-01-23",6.38
"377","2017-01-24",5.65
"378","2017-01-25",5.67
"379","2017-01-26",5.32
"380","2017-01-27",5.37
"381","2017-01-30",5.16
"382","2017-01-31",5.36
"383","2017-02-01",5.24
"384","2017-02-02",5.16
"385","2017-02-03",5.24
"386","2017-02-06",5.14
"387","2017-02-07",5.11
"388","2017-02-08",5.16
"389","2017-02-09",5.34
"390","2017-02-10",5.51
"391","2017-02-13",5.39
"392","2017-02-14",5.48
"393","2017-02-15",5.46
"394","2017-02-16",5.19
"395","2017-02-17",5.23
"396","2017-02-21",5.12
"397","2017-02-22",4.94
"398","2017-02-23",4.72
"399","2017-02-24",4.55
"400","2017-02-27",4.93
"401","2017-02-28",4.73
"402","2017-03-01",4.78
"403","2017-03-02",4.62
"404","2017-03-03",4.47
"405","2017-03-06",4.24
"406","2017-03-07",4.08
"407","2017-03-08",4.09
"408","2017-03-09",4.01
"409","2017-03-10",4.06
"410","2017-03-13",3.92
"411","2017-03-14",3.56
"412","2017-03-15",3.81
"413","2017-03-16",3.49
"414","2017-03-17",3.64
"415","2017-03-20",3.55
"416","2017-03-21",3.31
"417","2017-03-22",3.43
"418","2017-03-23",3.43
"419","2017-03-24",3.39
"420","2017-03-27",3.6
"421","2017-03-28",3.6
"422","2017-03-29",3.62
"423","2017-03-30",3.57
"424","2017-03-31",3.55
"425","2017-04-03",3.43
"426","2017-04-04",3.33
"427","2017-04-05",3.16
"428","2017-04-06",3.24
"429","2017-04-07",3.12
"430","2017-04-10",3.03
"431","2017-04-11",3.12
"432","2017-04-12",3.31
"433","2017-04-13",3.43
"434","2017-04-17",3.41
"435","2017-04-18",3.32
"436","2017-04-19",3.3
"437","2017-04-20",3.36
"438","2017-04-21",3.31
"439","2017-04-24",3.21
"440","2017-04-25",3.42
"441","2017-04-26",3.58
"442","2017-04-27",3.4
"443","2017-04-28",3.15
"444","2017-05-01",3.04
"445","2017-05-02",3.04
"446","2017-05-03",2.91
"447","2017-05-04",2.89
"448","2017-05-05",2.93
"449","2017-05-08",2.83
"450","2017-05-09",3.09
"451","2017-05-10",2.98
"452","2017-05-11",3.18
"453","2017-05-12",3.98
"454","2017-05-15",4.6
"455","2017-05-16",3.81
"456","2017-05-17",3.7
"457","2017-05-18",3.75
"458","2017-05-19",3.46
"459","2017-05-22",3.87
"460","2017-05-23",4.12
"461","2017-05-24",4.02
"462","2017-05-25",4.18
"463","2017-05-26",3.775
"464","2017-05-30",3.805
"465","2017-05-31",3.67
"466","2017-06-01",3.86
"467","2017-06-02",4.11
"468","2017-06-05",3.99
"469","2017-06-06",4.24
"470","2017-06-07",4.38
"471","2017-06-08",4.12
"472","2017-06-09",4.21
"473","2017-06-12",4.9
"474","2017-06-13",5.63
"475","2017-06-14",5.67
"476","2017-06-15",6.15
"477","2017-06-16",6.48
"478","2017-06-19",7.08
"479","2017-06-20",7.43
"480","2017-06-21",7
"481","2017-06-22",6.97
"482","2017-06-23",7.49
"483","2017-06-26",7.58
"484","2017-06-27",7.6
"485","2017-06-28",7.86
"486","2017-06-29",7.55
"487","2017-06-30",7.59
"488","2017-07-03",8.19
"489","2017-07-05",7.92
"490","2017-07-06",6.98
"491","2017-07-07",7.21
"492","2017-07-10",6.95
"493","2017-07-11",6.87
"494","2017-07-12",6.92
"495","2017-07-13",6.81
"496","2017-07-14",6.81
"497","2017-07-17",6.82
"498","2017-07-18",6.8
"499","2017-07-19",6.98
"500","2017-07-20",7.22
"501","2017-07-21",7.13
"502","2017-07-24",7.36
"503","2017-07-25",7.28
"504","2017-07-26",7.15
"505","2017-07-27",6.59
"506","2017-07-28",6.48
"507","2017-07-31",6.46
"508","2017-08-01",5.81
"509","2017-08-02",5.54
"510","2017-08-03",5.5
"511","2017-08-04",5.9
"512","2017-08-07",5.99
"513","2017-08-08",6.22
"514","2017-08-09",6.13
"515","2017-08-10",5.665
"516","2017-08-11",5.87
"517","2017-08-14",5.88
"518","2017-08-15",5.75
"519","2017-08-16",5.65
"520","2017-08-17",5.55
"521","2017-08-18",5.44
"522","2017-08-21",5.3
"523","2017-08-22",5.41
"524","2017-08-23",5.21
"525","2017-08-24",5.53
"526","2017-08-25",5.4
"527","2017-08-28",5.78
"528","2017-08-29",5.7
"529","2017-08-30",5.67
"530","2017-08-31",6.23
"531","2017-09-01",6.07
"532","2017-09-05",6.42
"533","2017-09-06",6.24
"534","2017-09-07",6.24
"535","2017-09-08",6
"536","2017-09-11",5.98
"537","2017-09-12",5.92
"538","2017-09-13",5.9
"539","2017-09-14",5.85
"540","2017-09-15",6.04
"541","2017-09-18",5.95
"542","2017-09-19",5.66
"543","2017-09-20",5.65
"544","2017-09-21",5.41
"545","2017-09-22",5.5
"546","2017-09-25",5.43
"547","2017-09-26",5.41
"548","2017-09-27",5.55
"549","2017-09-28",5.49
"550","2017-09-29",5.48
"551","2017-10-02",5.69
"552","2017-10-03",5.45
"553","2017-10-04",5.28
"554","2017-10-05",5.34
"555","2017-10-06",5.11
"556","2017-10-09",5.06
"557","2017-10-10",5.12
"558","2017-10-11",4.98
"559","2017-10-12",4.94
"560","2017-10-13",4.79
"561","2017-10-16",4.7
"562","2017-10-17",4.6
"563","2017-10-18",4.49
"564","2017-10-19",4.42
"565","2017-10-20",4.59
"566","2017-10-23",4.52
"567","2017-10-24",4.43
"568","2017-10-25",4.69
"569","2017-10-26",4.64
"570","2017-10-27",4.68
"571","2017-10-30",4.71
"572","2017-10-31",4.62
"573","2017-11-01",4.23
"574","2017-11-02",4.16
"575","2017-11-03",4.25
"576","2017-11-06",4.23
"577","2017-11-07",3.91
"578","2017-11-08",3.99
"579","2017-11-09",4.18
"580","2017-11-10",4.11
"581","2017-11-13",4.01
"582","2017-11-14",3.74
"583","2017-11-15",4.01
"584","2017-11-16",4.25
"585","2017-11-17",4.91
"586","2017-11-20",4.85
"587","2017-11-21",4.93
"588","2017-11-22",5
"589","2017-11-24",4.98
"590","2017-11-27",4.84
"591","2017-11-28",4.89
"592","2017-11-29",4.83
"593","2017-11-30",4.9
"594","2017-12-01",4.88
"595","2017-12-04",5.02
"596","2017-12-05",4.91
"597","2017-12-06",5
"598","2017-12-07",4.96
"599","2017-12-08",4.95
"600","2017-12-11",4.88
"601","2017-12-12",5
"602","2017-12-13",5.05
"603","2017-12-14",4.74
"604","2017-12-15",5.07
"605","2017-12-18",5.12
"606","2017-12-19",5.14
"607","2017-12-20",5.26
"608","2017-12-21",5.21
"609","2017-12-22",4.88
"610","2017-12-26",4.55
"611","2017-12-27",4.55
"612","2017-12-28",4.62
"613","2017-12-29",4.49
"614","2018-01-02",4.38
"615","2018-01-03",4.51
"616","2018-01-04",4.57
"617","2018-01-05",4.6
"618","2018-01-08",4.52
"619","2018-01-09",4.57
"620","2018-01-10",4.5
"621","2018-01-11",4.44
"622","2018-01-12",4.62
"623","2018-01-16",4.39
"624","2018-01-17",4.56
"625","2018-01-18",4.38
"626","2018-01-19",4.37
"627","2018-01-22",4.71
"628","2018-01-23",5.31
"629","2018-01-24",4.97
"630","2018-01-25",4.86
"631","2018-01-26",4.89
"632","2018-01-29",4.79
"633","2018-01-30",4.6
"634","2018-01-31",4.42
"635","2018-02-01",4.28
"636","2018-02-02",3.94
"637","2018-02-05",3.7
"638","2018-02-06",4.04
"639","2018-02-07",4.07
"640","2018-02-08",3.9
"641","2018-02-09",3.88
"642","2018-02-12",3.95
"643","2018-02-13",4.44
"644","2018-02-14",4.42
"645","2018-02-15",4.45
"646","2018-02-16",4.45
"647","2018-02-20",4.28
"648","2018-02-21",4.55
"649","2018-02-22",4.75
"650","2018-02-23",4.85
"651","2018-02-26",4.69
"652","2018-02-27",4.66
"653","2018-02-28",4.44
"654","2018-03-01",4.4
"655","2018-03-02",4.75
"656","2018-03-05",4.96
"657","2018-03-06",4.69
"658","2018-03-07",4.61
"659","2018-03-08",4.49
"660","2018-03-09",4.6
"661","2018-03-12",4.61
"662","2018-03-13",4.3
"663","2018-03-14",4.17
"664","2018-03-15",4.04
"665","2018-03-16",4.11
"666","2018-03-19",3.98
"667","2018-03-20",3.98
"668","2018-03-21",3.95
"669","2018-03-22",3.9
"670","2018-03-23",3.8
"671","2018-03-26",3.95
"672","2018-03-27",3.79
"673","2018-03-28",3.8
"674","2018-03-29",3.89
"675","2018-04-02",3.62
"676","2018-04-03",3.68
"677","2018-04-04",3.83
"678","2018-04-05",3.69
"679","2018-04-06",3.61
"680","2018-04-09",3.58
"681","2018-04-10",3.71
"682","2018-04-11",3.78
"683","2018-04-12",3.84
"684","2018-04-13",3.81
"685","2018-04-16",4.01
"686","2018-04-17",4.22
"687","2018-04-18",4.11
"688","2018-04-19",4.03
"689","2018-04-20",4.15
"690","2018-04-23",4.08
"691","2018-04-24",4.08
"692","2018-04-25",3.99
"693","2018-04-26",4.03
"694","2018-04-27",4.11
"695","2018-04-30",3.9
"696","2018-05-01",3.93
"697","2018-05-02",3.99
"698","2018-05-03",3.83
"699","2018-05-04",3.91
"700","2018-05-07",4.03
"701","2018-05-08",3.93
"702","2018-05-09",4.11
"703","2018-05-10",4.15
"704","2018-05-11",4.09
"705","2018-05-14",4.21
"706","2018-05-15",4.1
"707","2018-05-16",4
"708","2018-05-17",3.92
"709","2018-05-18",3.97
"710","2018-05-21",3.9
"711","2018-05-22",3.81
"712","2018-05-23",3.85
"713","2018-05-24",3.95
"714","2018-05-25",3.83
"715","2018-05-29",3.79
"716","2018-05-30",3.81
"717","2018-05-31",3.66
"718","2018-06-01",3.71
"719","2018-06-04",3.73
"720","2018-06-05",3.71
"721","2018-06-06",3.74
"722","2018-06-07",3.66
"723","2018-06-08",3.66
"724","2018-06-11",3.52
"725","2018-06-12",3.49
"726","2018-06-13",3.36
"727","2018-06-14",3.25
"728","2018-06-15",3.11
"729","2018-06-18",3.05
"730","2018-06-19",2.8
"731","2018-06-20",2.73
"732","2018-06-21",2.83
"733","2018-06-22",2.93
"734","2018-06-25",2.98
"735","2018-06-26",3.07
"736","2018-06-27",3
"737","2018-06-28",2.98
"738","2018-06-29",3.06
"739","2018-07-02",2.87
"740","2018-07-03",2.94
"741","2018-07-05",2.91
"742","2018-07-06",2.98
"743","2018-07-09",2.94
"744","2018-07-10",2.92
"745","2018-07-11",2.88
"746","2018-07-12",3.09
"747","2018-07-13",3.11
"748","2018-07-16",3.12
"749","2018-07-17",3.09
"750","2018-07-18",3.02
"751","2018-07-19",3.42
"752","2018-07-20",3.29
"753","2018-07-23",3.26
"754","2018-07-24",3.28
"755","2018-07-25",3.54
"756","2018-07-26",3.51
"757","2018-07-27",3.53
"758","2018-07-30",3.46
"759","2018-07-31",3.5
"760","2018-08-01",3.41
"761","2018-08-02",3.09
"762","2018-08-03",3.19
"763","2018-08-06",2.89
"764","2018-08-07",2.94
"765","2018-08-08",2.81
"766","2018-08-09",3.27
"767","2018-08-10",3.15
"768","2018-08-13",3.15
"769","2018-08-14",3.24
"770","2018-08-15",3.08
"771","2018-08-16",3.13
"772","2018-08-17",3.18
"773","2018-08-20",3.19
"774","2018-08-21",3.23
"775","2018-08-22",3.19
"776","2018-08-23",3.03
"777","2018-08-24",3.04
"778","2018-08-27",3.07
"779","2018-08-28",3.04
"780","2018-08-29",3.06
"781","2018-08-30",3.29
"782","2018-08-31",3.39
"783","2018-09-04",3.24
"784","2018-09-05",3.26
"785","2018-09-06",3.06
"786","2018-09-07",2.98
"787","2018-09-10",3.03
"788","2018-09-11",2.93
"789","2018-09-12",2.94
"790","2018-09-13",2.89
"791","2018-09-14",2.89
"792","2018-09-17",2.91
"793","2018-09-18",3.04
"794","2018-09-19",3.09
"795","2018-09-20",3.34
"796","2018-09-21",3.3
"797","2018-09-24",3.23
"798","2018-09-25",3.29
"799","2018-09-26",3.64
"800","2018-09-27",3.69
"801","2018-09-28",3.7
"802","2018-10-01",3.56
"803","2018-10-02",3.92
"804","2018-10-03",4.2
"805","2018-10-04",3.88
"806","2018-10-05",3.81
"807","2018-10-08",3.78
"808","2018-10-09",3.95
"809","2018-10-10",3.61
"810","2018-10-11",3.37
"811","2018-10-12",3.4
"812","2018-10-15",3.44
"813","2018-10-16",3.49
"814","2018-10-17",2.885
"815","2018-10-18",2.77
"816","2018-10-19",2.72
"817","2018-10-22",2.6
"818","2018-10-23",2.6
"819","2018-10-24",2.29
"820","2018-10-25",2.33
"821","2018-10-26",2.27
"822","2018-10-29",2.25
"823","2018-10-30",2.2
"824","2018-10-31",2.18
"825","2018-11-01",2.48
"826","2018-11-02",2.44
"827","2018-11-05",2.47
"828","2018-11-06",2.65
"829","2018-11-07",2.71
"830","2018-11-08",3.72
"831","2018-11-09",2.75
"832","2018-11-12",2.36
"833","2018-11-13",2.37
"834","2018-11-14",2.2
"835","2018-11-15",2.31
"836","2018-11-16",2.28
"837","2018-11-19",2.1
"838","2018-11-20",2.08
"839","2018-11-21",2
"840","2018-11-23",1.95
"841","2018-11-26",1.87
"842","2018-11-27",1.76
"843","2018-11-28",1.74
"844","2018-11-29",1.67
"845","2018-11-30",1.71
"846","2018-12-03",1.78
"847","2018-12-04",1.67
"848","2018-12-06",1.56
"849","2018-12-07",1.54
"850","2018-12-10",1.59
"851","2018-12-11",1.47
"852","2018-12-12",1.45
"853","2018-12-13",1.45
"854","2018-12-14",1.35
"855","2018-12-17",1.21
"856","2018-12-18",1.25
"857","2018-12-19",1.15
"858","2018-12-20",1.13
"859","2018-12-21",1.01
"860","2018-12-24",1.01
"861","2018-12-26",1.03
"862","2018-12-27",1.1
"863","2018-12-28",1.1
"864","2018-12-31",1.16
"865","2019-01-02",1.3
"866","2019-01-03",1.18
"867","2019-01-04",1.33
"868","2019-01-07",1.35
"869","2019-01-08",1.37
"870","2019-01-09",1.37
"871","2019-01-10",1.39
"872","2019-01-11",1.4
"873","2019-01-14",1.36
"874","2019-01-15",1.36
"875","2019-01-16",1.37
"876","2019-01-17",1.37
"877","2019-01-18",1.35
"878","2019-01-22",1.29
"879","2019-01-23",1.19
"880","2019-01-24",1.16
"881","2019-01-25",1.16
"882","2019-01-28",1.09
"883","2019-01-29",1.08
"884","2019-01-30",1.1
"885","2019-01-31",1.08
"886","2019-02-01",1.09
"887","2019-02-04",1.13
"888","2019-02-05",1.12
"889","2019-02-06",1.13
"890","2019-02-07",1.075
"891","2019-02-08",1.35
"892","2019-02-11",1.21
"893","2019-02-12",1.07
"894","2019-02-13",1.12
"895","2019-02-14",1.1
"896","2019-02-15",1.13
"897","2019-02-19",1.14
"898","2019-02-20",1.17
"899","2019-02-21",1.205
"900","2019-02-22",1.18
"901","2019-02-25",1.18
"902","2019-02-26",1.18
"903","2019-02-27",1.15
"904","2019-02-28",1.13
"905","2019-03-01",1.32
"906","2019-03-04",1.19
"907","2019-03-05",1.25
"908","2019-03-06",1.14
"909","2019-03-07",1.19
"910","2019-03-08",1.16
"911","2019-03-11",1.18
"912","2019-03-12",1.19
"913","2019-03-13",1.2
"914","2019-03-14",1.21
"915","2019-03-15",1.22
"916","2019-03-18",1.22
"917","2019-03-19",1.33
"918","2019-03-20",1.32
"919","2019-03-21",1.34
"920","2019-03-22",1.26
"921","2019-03-25",1.67
"922","2019-03-26",1.64
"923","2019-03-27",1.75
"924","2019-03-28",1.71
"925","2019-03-29",1.58
"926","2019-04-01",1.51
"927","2019-04-02",1.38
"928","2019-04-03",1.44
"929","2019-04-04",1.39
"930","2019-04-05",1.42
"931","2019-04-08",1.36
"932","2019-04-09",1.29
"933","2019-04-10",1.33
"934","2019-04-11",1.41
"935","2019-04-12",1.39
"936","2019-04-15",1.46
"937","2019-04-16",1.32
"938","2019-04-17",1.24
"939","2019-04-18",1.16
"940","2019-04-22",1.1
"941","2019-04-23",1.13
"942","2019-04-24",1.09
"943","2019-04-25",1.12
"944","2019-04-26",1.14
"945","2019-04-29",1.11
"946","2019-04-30",1.12
"947","2019-05-01",1.15
"948","2019-05-02",1.15
"949","2019-05-03",1.15
"950","2019-05-06",1.24
"951","2019-05-07",1.23
"952","2019-05-08",1.17
"953","2019-05-09",1.14
"954","2019-05-10",1.14
"955","2019-05-13",1.08
"956","2019-05-14",1.14
"957","2019-05-15",1.12
"958","2019-05-16",1.11
"959","2019-05-17",1.05
"960","2019-05-20",1.05
"961","2019-05-21",1.07
"962","2019-05-22",1.1
"963","2019-05-23",1.02
"964","2019-05-24",1.06
"965","2019-05-28",1.03
"966","2019-05-29",1.02
"967","2019-05-30",1.07
"968","2019-05-31",1.03
"969","2019-06-03",1.29
"970","2019-06-04",1.06
"971","2019-06-05",1.07
"972","2019-06-06",1.08
"973","2019-06-07",1.04
"974","2019-06-10",0.999
"975","2019-06-11",1.02
"976","2019-06-12",1.02
"977","2019-06-13",1.04
"978","2019-06-14",1.02
"979","2019-06-17",1.04
"980","2019-06-18",1.13
"981","2019-06-19",1.15
"982","2019-06-20",1.1
"983","2019-06-21",1.1
"984","2019-06-24",1.06
"985","2019-06-25",1.1
"986","2019-06-26",1.05
"987","2019-06-27",1.05
"988","2019-06-28",1.02
"989","2019-07-01",1.03
"990","2019-07-02",1.05
"991","2019-07-03",1.07
"992","2019-07-05",1.1
"993","2019-07-08",1.13
"994","2019-07-09",1.13
"995","2019-07-10",1.13
"996","2019-07-11",1.11
"997","2019-07-12",1.11
