"","date","AMNB"
"1","2007-01-03",23.5
"2","2007-01-04",23.68
"3","2007-01-05",23.65
"4","2007-01-08",23.48
"5","2007-01-09",23.4
"6","2007-01-10",23.35
"7","2007-01-11",23.469999
"8","2007-01-12",23.549999
"9","2007-01-16",23.48
"10","2007-01-17",23.32
"11","2007-01-18",23.030001
"12","2007-01-19",23.25
"13","2007-01-22",23
"14","2007-01-23",22.5
"15","2007-01-24",22.4
"16","2007-01-25",22.4
"17","2007-01-26",22.049999
"18","2007-01-29",22.200001
"19","2007-01-30",22.5
"20","2007-01-31",22.6
"21","2007-02-01",22.58
"22","2007-02-02",22.549999
"23","2007-02-05",22.6
"24","2007-02-06",22.59
"25","2007-02-07",22.6
"26","2007-02-08",22.59
"27","2007-02-09",22.440001
"28","2007-02-12",22.51
"29","2007-02-13",22.5
"30","2007-02-14",22.5
"31","2007-02-15",22.65
"32","2007-02-16",22.65
"33","2007-02-20",22.530001
"34","2007-02-21",22.469999
"35","2007-02-22",22.41
"36","2007-02-23",22.42
"37","2007-02-26",22.4
"38","2007-02-27",22.309999
"39","2007-02-28",22.459999
"40","2007-03-01",22.459999
"41","2007-03-02",22.299999
"42","2007-03-05",22.200001
"43","2007-03-06",22.02
"44","2007-03-07",22.25
"45","2007-03-08",22.41
"46","2007-03-09",22.4
"47","2007-03-12",22.389999
"48","2007-03-13",22.360001
"49","2007-03-14",22.360001
"50","2007-03-15",22.440001
"51","2007-03-16",22.440001
"52","2007-03-19",22.450001
"53","2007-03-20",22.4
"54","2007-03-21",22.35
"55","2007-03-22",22.51
"56","2007-03-23",22.440001
"57","2007-03-26",22.610001
"58","2007-03-27",22.700001
"59","2007-03-28",22.799999
"60","2007-03-29",22.700001
"61","2007-03-30",22.879999
"62","2007-04-02",22.620001
"63","2007-04-03",22.639999
"64","2007-04-04",22.540001
"65","2007-04-05",22.99
"66","2007-04-09",22.52
"67","2007-04-10",22.35
"68","2007-04-11",22.18
"69","2007-04-12",22.26
"70","2007-04-13",22.27
"71","2007-04-16",22.32
"72","2007-04-17",22.450001
"73","2007-04-18",22.389999
"74","2007-04-19",22.4
"75","2007-04-20",22.35
"76","2007-04-23",22.5
"77","2007-04-24",22.5
"78","2007-04-25",22.4
"79","2007-04-26",22.309999
"80","2007-04-27",22.25
"81","2007-04-30",22.549999
"82","2007-05-01",22.24
"83","2007-05-02",22.15
"84","2007-05-03",22.16
"85","2007-05-04",22.200001
"86","2007-05-07",22.25
"87","2007-05-08",22.25
"88","2007-05-09",22.299999
"89","2007-05-10",22.25
"90","2007-05-11",22.35
"91","2007-05-14",22.25
"92","2007-05-15",22.4
"93","2007-05-16",22.440001
"94","2007-05-17",22.440001
"95","2007-05-18",22.43
"96","2007-05-21",22.469999
"97","2007-05-22",22.549999
"98","2007-05-23",22.549999
"99","2007-05-24",22.6
"100","2007-05-25",22.6
"101","2007-05-29",22.65
"102","2007-05-30",22.75
"103","2007-05-31",22.9
"104","2007-06-01",22.92
"105","2007-06-04",22.809999
"106","2007-06-05",23.08
"107","2007-06-06",22.799999
"108","2007-06-07",22.41
"109","2007-06-08",22.610001
"110","2007-06-11",22.42
"111","2007-06-12",22.27
"112","2007-06-13",22.4
"113","2007-06-14",22.290001
"114","2007-06-15",22.290001
"115","2007-06-18",22.27
"116","2007-06-19",22.379999
"117","2007-06-20",22.25
"118","2007-06-21",22.299999
"119","2007-06-22",22.25
"120","2007-06-25",22.299999
"121","2007-06-26",22.459999
"122","2007-06-27",22.450001
"123","2007-06-28",22.5
"124","2007-06-29",22.5
"125","2007-07-02",22.5
"126","2007-07-03",22.5
"127","2007-07-05",22.52
"128","2007-07-06",22.51
"129","2007-07-09",22.959999
"130","2007-07-10",22.27
"131","2007-07-11",22.219999
"132","2007-07-12",22.65
"133","2007-07-13",22.5
"134","2007-07-16",22.379999
"135","2007-07-17",22.450001
"136","2007-07-18",22.450001
"137","2007-07-19",22.25
"138","2007-07-20",22.23
"139","2007-07-23",22.35
"140","2007-07-24",22.040001
"141","2007-07-25",22
"142","2007-07-26",21.879999
"143","2007-07-27",21.98
"144","2007-07-30",22.17
"145","2007-07-31",21.459999
"146","2007-08-01",20.540001
"147","2007-08-02",20.610001
"148","2007-08-03",20.82
"149","2007-08-06",21.040001
"150","2007-08-07",21.209999
"151","2007-08-08",21.129999
"152","2007-08-09",20.77
"153","2007-08-10",21.15
"154","2007-08-13",20.700001
"155","2007-08-14",20.5
"156","2007-08-15",20.75
"157","2007-08-16",20.809999
"158","2007-08-17",20.75
"159","2007-08-20",21.030001
"160","2007-08-21",21.15
"161","2007-08-22",21.129999
"162","2007-08-23",21.01
"163","2007-08-24",21.389999
"164","2007-08-27",21.309999
"165","2007-08-28",21.290001
"166","2007-08-29",21.49
"167","2007-08-30",21.92
"168","2007-08-31",21.860001
"169","2007-09-04",21.719999
"170","2007-09-05",21.42
"171","2007-09-06",21.57
"172","2007-09-07",21.129999
"173","2007-09-10",21.059999
"174","2007-09-11",21.02
"175","2007-09-12",21.190001
"176","2007-09-13",20.75
"177","2007-09-14",20.530001
"178","2007-09-17",20.52
"179","2007-09-18",20.879999
"180","2007-09-19",21.1
"181","2007-09-20",21.02
"182","2007-09-21",21
"183","2007-09-24",21.1
"184","2007-09-25",21.1
"185","2007-09-26",21.99
"186","2007-09-27",22.18
"187","2007-09-28",22.219999
"188","2007-10-01",22.030001
"189","2007-10-02",22.4
"190","2007-10-03",22.75
"191","2007-10-04",22.51
"192","2007-10-05",22.23
"193","2007-10-08",22.540001
"194","2007-10-09",22.5
"195","2007-10-10",22.309999
"196","2007-10-11",22
"197","2007-10-12",22.25
"198","2007-10-15",22.34
"199","2007-10-16",22.27
"200","2007-10-17",22.49
"201","2007-10-18",22.76
"202","2007-10-19",22.66
"203","2007-10-22",22.66
"204","2007-10-23",22.66
"205","2007-10-24",22.559999
"206","2007-10-25",22.559999
"207","2007-10-26",22.049999
"208","2007-10-29",21
"209","2007-10-30",20.59
"210","2007-10-31",20.5
"211","2007-11-01",20.629999
"212","2007-11-02",20.41
"213","2007-11-05",20.639999
"214","2007-11-06",20.5
"215","2007-11-07",20.299999
"216","2007-11-08",20.200001
"217","2007-11-09",20.120001
"218","2007-11-12",20.120001
"219","2007-11-13",20.370001
"220","2007-11-14",20.139999
"221","2007-11-15",20.200001
"222","2007-11-16",20.200001
"223","2007-11-19",20.75
"224","2007-11-20",20.389999
"225","2007-11-21",20.200001
"226","2007-11-23",20.200001
"227","2007-11-26",20.200001
"228","2007-11-27",19.57
"229","2007-11-28",19.65
"230","2007-11-29",20.139999
"231","2007-11-30",20.299999
"232","2007-12-03",21.049999
"233","2007-12-04",20.559999
"234","2007-12-05",20.6
"235","2007-12-06",20.99
"236","2007-12-07",20.690001
"237","2007-12-10",20.209999
"238","2007-12-11",20.15
"239","2007-12-12",19.75
"240","2007-12-13",19.51
"241","2007-12-14",19.559999
"242","2007-12-17",19.75
"243","2007-12-18",19.700001
"244","2007-12-19",19.549999
"245","2007-12-20",19.4
"246","2007-12-21",20.620001
"247","2007-12-24",20.68
"248","2007-12-26",19.790001
"249","2007-12-27",19.450001
"250","2007-12-28",20.700001
"251","2007-12-31",19.969999
"252","2008-01-02",19.959999
"253","2008-01-03",19.370001
"254","2008-01-04",19.370001
"255","2008-01-07",20.58
"256","2008-01-08",20
"257","2008-01-09",20
"258","2008-01-10",19.35
"259","2008-01-11",19.139999
"260","2008-01-14",21.66
"261","2008-01-15",20.76
"262","2008-01-16",20.24
"263","2008-01-17",19.5
"264","2008-01-18",18.65
"265","2008-01-22",19.17
"266","2008-01-23",19
"267","2008-01-24",18.75
"268","2008-01-25",19.01
"269","2008-01-28",19
"270","2008-01-29",19.530001
"271","2008-01-30",20.030001
"272","2008-01-31",20
"273","2008-02-01",20
"274","2008-02-04",20
"275","2008-02-05",20.98
"276","2008-02-06",20.5
"277","2008-02-07",20.110001
"278","2008-02-08",21.139999
"279","2008-02-11",21
"280","2008-02-12",20.99
"281","2008-02-13",21.51
"282","2008-02-14",21.99
"283","2008-02-15",21.799999
"284","2008-02-19",21.799999
"285","2008-02-20",22.07
"286","2008-02-21",22.07
"287","2008-02-22",22.07
"288","2008-02-25",22.07
"289","2008-02-26",22.07
"290","2008-02-27",22.07
"291","2008-02-28",22.110001
"292","2008-02-29",22.639999
"293","2008-03-03",21.5
"294","2008-03-04",21
"295","2008-03-05",20.6
"296","2008-03-06",20.049999
"297","2008-03-07",20.049999
"298","2008-03-10",20.91
"299","2008-03-11",20.139999
"300","2008-03-12",20
"301","2008-03-13",19.110001
"302","2008-03-14",19.959999
"303","2008-03-17",21
"304","2008-03-18",20
"305","2008-03-19",20.01
"306","2008-03-20",20.01
"307","2008-03-24",20.67
"308","2008-03-25",20.75
"309","2008-03-26",21
"310","2008-03-27",21.26
"311","2008-03-28",21.26
"312","2008-03-31",21.26
"313","2008-04-01",22
"314","2008-04-02",21.17
"315","2008-04-03",21.5
"316","2008-04-04",21.5
"317","2008-04-07",21.5
"318","2008-04-08",21.299999
"319","2008-04-09",21.65
"320","2008-04-10",21.75
"321","2008-04-11",21.5
"322","2008-04-14",20.85
"323","2008-04-15",20.4
"324","2008-04-16",21
"325","2008-04-17",20.73
"326","2008-04-18",19.709999
"327","2008-04-21",19.85
"328","2008-04-22",19.540001
"329","2008-04-23",20
"330","2008-04-24",19.85
"331","2008-04-25",19.610001
"332","2008-04-28",19
"333","2008-04-29",19.690001
"334","2008-04-30",19.030001
"335","2008-05-01",19.25
"336","2008-05-02",18.99
"337","2008-05-05",18.99
"338","2008-05-06",19.65
"339","2008-05-07",19
"340","2008-05-08",19
"341","2008-05-09",19
"342","2008-05-12",20.42
"343","2008-05-13",18.860001
"344","2008-05-14",18.99
"345","2008-05-15",18.559999
"346","2008-05-16",17.450001
"347","2008-05-19",18
"348","2008-05-20",18.35
"349","2008-05-21",18.049999
"350","2008-05-22",18.049999
"351","2008-05-23",18.5
"352","2008-05-27",18.5
"353","2008-05-28",18.1
"354","2008-05-29",17.75
"355","2008-05-30",18.469999
"356","2008-06-02",17.75
"357","2008-06-03",18
"358","2008-06-04",18
"359","2008-06-05",19.59
"360","2008-06-06",18
"361","2008-06-09",18.48
"362","2008-06-10",18.48
"363","2008-06-11",18.25
"364","2008-06-12",17.93
"365","2008-06-13",17.75
"366","2008-06-16",18
"367","2008-06-17",18.5
"368","2008-06-18",18
"369","2008-06-19",18.41
"370","2008-06-20",18.51
