"","date","TD"
"1","2007-01-03",29.719999
"2","2007-01-04",29.635
"3","2007-01-05",29.525
"4","2007-01-08",29.555
"5","2007-01-09",29.309999
"6","2007-01-10",29.105
"7","2007-01-11",29.115
"8","2007-01-12",29.389999
"9","2007-01-16",29.42
"10","2007-01-17",29.5
"11","2007-01-18",29.379999
"12","2007-01-19",29.459999
"13","2007-01-22",29.065001
"14","2007-01-23",29.16
"15","2007-01-24",29.525
"16","2007-01-25",29.565001
"17","2007-01-26",29.709999
"18","2007-01-29",29.389999
"19","2007-01-30",29.49
"20","2007-01-31",29.639999
"21","2007-02-01",29.695
"22","2007-02-02",29.395
"23","2007-02-05",29.629999
"24","2007-02-06",29.629999
"25","2007-02-07",29.610001
"26","2007-02-08",29.745001
"27","2007-02-09",29.795
"28","2007-02-12",29.605
"29","2007-02-13",29.865
"30","2007-02-14",29.825001
"31","2007-02-15",30.025
"32","2007-02-16",29.985001
"33","2007-02-20",29.855
"34","2007-02-21",30.26
"35","2007-02-22",30.434999
"36","2007-02-23",30.525
"37","2007-02-26",30.575001
"38","2007-02-27",29.975
"39","2007-02-28",29.875
"40","2007-03-01",29.684999
"41","2007-03-02",29.469999
"42","2007-03-05",28.860001
"43","2007-03-06",29.32
"44","2007-03-07",29.295
"45","2007-03-08",29.34
"46","2007-03-09",29.745001
"47","2007-03-12",29.620001
"48","2007-03-13",29.115
"49","2007-03-14",28.775
"50","2007-03-15",28.915001
"51","2007-03-16",28.975
"52","2007-03-19",29.405001
"53","2007-03-20",29.77
"54","2007-03-21",30.34
"55","2007-03-22",30.09
"56","2007-03-23",30.115
"57","2007-03-26",30.165001
"58","2007-03-27",30.254999
"59","2007-03-28",29.995001
"60","2007-03-29",30.165001
"61","2007-03-30",30.205
"62","2007-04-02",29.805
"63","2007-04-03",29.950001
"64","2007-04-04",29.955
"65","2007-04-05",30.1
"66","2007-04-09",30.17
"67","2007-04-10",30.055
"68","2007-04-11",30.325001
"69","2007-04-12",30.450001
"70","2007-04-13",30.32
"71","2007-04-16",30.525
"72","2007-04-17",30.495001
"73","2007-04-18",30.785
"74","2007-04-19",30.555
"75","2007-04-20",30.615
"76","2007-04-23",30.525
"77","2007-04-24",30.35
"78","2007-04-25",30.639999
"79","2007-04-26",30.424999
"80","2007-04-27",30.725
"81","2007-04-30",30.559999
"82","2007-05-01",30.235001
"83","2007-05-02",30.6
"84","2007-05-03",30.795
"85","2007-05-04",31.035
"86","2007-05-07",31.23
"87","2007-05-08",31.375
"88","2007-05-09",31.375
"89","2007-05-10",31.285
"90","2007-05-11",31.4
"91","2007-05-14",31.51
"92","2007-05-15",31.875
"93","2007-05-16",32.105
"94","2007-05-17",32.244999
"95","2007-05-18",32.27
"96","2007-05-21",32.450001
"97","2007-05-22",32.334999
"98","2007-05-23",32.540001
"99","2007-05-24",32.580002
"100","2007-05-25",33.474998
"101","2007-05-29",34.16
"102","2007-05-30",34.794998
"103","2007-05-31",34.540001
"104","2007-06-01",35.040001
"105","2007-06-04",34.84
"106","2007-06-05",34.805
"107","2007-06-06",34.57
"108","2007-06-07",33.919998
"109","2007-06-08",34.380001
"110","2007-06-11",34.645
"111","2007-06-12",33.895
"112","2007-06-13",34.275002
"113","2007-06-14",34.035
"114","2007-06-15",34.244999
"115","2007-06-18",34.16
"116","2007-06-19",34.5
"117","2007-06-20",34.235001
"118","2007-06-21",33.939999
"119","2007-06-22",34.005001
"120","2007-06-25",33.875
"121","2007-06-26",33.759998
"122","2007-06-27",33.57
"123","2007-06-28",34.404999
"124","2007-06-29",34.244999
"125","2007-07-02",34.355
"126","2007-07-03",34.34
"127","2007-07-05",34.535
"128","2007-07-06",34.794998
"129","2007-07-09",34.790001
"130","2007-07-10",34.540001
"131","2007-07-11",34.23
"132","2007-07-12",34.75
"133","2007-07-13",34.845001
"134","2007-07-16",34.875
"135","2007-07-17",34.945
"136","2007-07-18",35
"137","2007-07-19",35.055
"138","2007-07-20",34.950001
"139","2007-07-23",34.830002
"140","2007-07-24",34.544998
"141","2007-07-25",34.345001
"142","2007-07-26",33.220001
"143","2007-07-27",32.75
"144","2007-07-30",32.200001
"145","2007-07-31",32.060001
"146","2007-08-01",32.145
"147","2007-08-02",32.860001
"148","2007-08-03",32.365002
"149","2007-08-06",32.845001
"150","2007-08-07",32.755001
"151","2007-08-08",33.700001
"152","2007-08-09",32.224998
"153","2007-08-10",31.844999
"154","2007-08-13",31.549999
"155","2007-08-14",30.77
"156","2007-08-15",30.25
"157","2007-08-16",31.190001
"158","2007-08-17",32.105
"159","2007-08-20",32
"160","2007-08-21",32.240002
"161","2007-08-22",32.674999
"162","2007-08-23",33.365002
"163","2007-08-24",33.884998
"164","2007-08-27",33.785
"165","2007-08-28",33.334999
"166","2007-08-29",33.970001
"167","2007-08-30",33.985001
"168","2007-08-31",34.174999
"169","2007-09-04",34.509998
"170","2007-09-05",34.41
"171","2007-09-06",34.264999
"172","2007-09-07",33.974998
"173","2007-09-10",33.974998
"174","2007-09-11",34.584999
"175","2007-09-12",34.654999
"176","2007-09-13",35.200001
"177","2007-09-14",35.130001
"178","2007-09-17",35.07
"179","2007-09-18",35.889999
"180","2007-09-19",36.029999
"181","2007-09-20",36.43
"182","2007-09-21",36.790001
"183","2007-09-24",36.990002
"184","2007-09-25",37.125
"185","2007-09-26",37.424999
"186","2007-09-27",38.099998
"187","2007-09-28",38.34
"188","2007-10-01",38.470001
"189","2007-10-02",36.325001
"190","2007-10-03",35.66
"191","2007-10-04",36.470001
"192","2007-10-05",37.205002
"193","2007-10-08",36.82
"194","2007-10-09",37.389999
"195","2007-10-10",37.285
"196","2007-10-11",37.345001
"197","2007-10-12",37.400002
"198","2007-10-15",36.93
"199","2007-10-16",36.355
"200","2007-10-17",36.474998
"201","2007-10-18",36.080002
"202","2007-10-19",35.744999
"203","2007-10-22",35.59
"204","2007-10-23",35.775002
"205","2007-10-24",35.134998
"206","2007-10-25",35.389999
"207","2007-10-26",35.68
"208","2007-10-29",36.544998
"209","2007-10-30",36.764999
"210","2007-10-31",37.700001
"211","2007-11-01",36.700001
"212","2007-11-02",37.154999
"213","2007-11-05",37.215
"214","2007-11-06",37.494999
"215","2007-11-07",36.41
"216","2007-11-08",35.880001
"217","2007-11-09",35.154999
"218","2007-11-12",34.215
"219","2007-11-13",35.130001
"220","2007-11-14",34.939999
"221","2007-11-15",33.674999
"222","2007-11-16",34.130001
"223","2007-11-19",33.490002
"224","2007-11-20",33.650002
"225","2007-11-21",32.955002
"226","2007-11-23",33.395
"227","2007-11-26",32.48
"228","2007-11-27",33.77
"229","2007-11-28",35.790001
"230","2007-11-29",35.91
"231","2007-11-30",37.424999
"232","2007-12-03",37.165001
"233","2007-12-04",36.424999
"234","2007-12-05",36.279999
"235","2007-12-06",35.82
"236","2007-12-07",36.200001
"237","2007-12-10",36.424999
"238","2007-12-11",35.740002
"239","2007-12-12",35.810001
"240","2007-12-13",35.705002
"241","2007-12-14",35.59
"242","2007-12-17",35.009998
"243","2007-12-18",34.98
"244","2007-12-19",34.945
"245","2007-12-20",34.43
"246","2007-12-21",34.924999
"247","2007-12-24",35.415001
"248","2007-12-26",35.075001
"249","2007-12-27",34.98
"250","2007-12-28",35.255001
"251","2007-12-31",34.974998
"252","2008-01-02",34.380001
"253","2008-01-03",34.27
"254","2008-01-04",33.490002
"255","2008-01-07",32.689999
"256","2008-01-08",32.349998
"257","2008-01-09",32.799999
"258","2008-01-10",33.505001
"259","2008-01-11",33.275002
"260","2008-01-14",32.619999
"261","2008-01-15",32.060001
"262","2008-01-16",32.41
"263","2008-01-17",31.67
"264","2008-01-18",31.395
"265","2008-01-22",31.615
"266","2008-01-23",33.369999
"267","2008-01-24",33.509998
"268","2008-01-25",32.91
"269","2008-01-28",33.384998
"270","2008-01-29",34.125
"271","2008-01-30",33.75
"272","2008-01-31",33.849998
"273","2008-02-01",34.724998
"274","2008-02-04",34.215
"275","2008-02-05",33.025002
"276","2008-02-06",33.029999
"277","2008-02-07",33.334999
"278","2008-02-08",33.32
"279","2008-02-11",33.215
"280","2008-02-12",32.98
"281","2008-02-13",33.34
"282","2008-02-14",32.75
"283","2008-02-15",32.654999
"284","2008-02-19",32.365002
"285","2008-02-20",33.075001
"286","2008-02-21",32.724998
"287","2008-02-22",33.205002
"288","2008-02-25",33.755001
"289","2008-02-26",34.509998
"290","2008-02-27",34.535
"291","2008-02-28",34.334999
"292","2008-02-29",33.514999
"293","2008-03-03",32.419998
"294","2008-03-04",32.215
"295","2008-03-05",32.68
"296","2008-03-06",31.415001
