"","date","NGHCP"
"1","2014-06-20",24.700001
"2","2014-06-23",24.85
"3","2014-06-24",24.99
"4","2014-06-25",24.870001
"5","2014-06-26",25
"6","2014-06-27",25
"7","2014-06-30",25.1
"8","2014-07-01",25.049999
"9","2014-07-02",25
"10","2014-07-03",24.952
"11","2014-07-07",24.986
"12","2014-07-08",25.024
"13","2014-07-09",24.950001
"14","2014-07-10",24.91
"15","2014-07-11",24.9
"16","2014-07-14",24.9
"17","2014-07-15",24.924
"18","2014-07-16",25
"19","2014-07-17",24.999001
"20","2014-07-18",24.98
"21","2014-07-21",24.969
"22","2014-07-22",24.98
"23","2014-07-23",25.030001
"24","2014-07-24",25.02
"25","2014-07-25",25.049999
"26","2014-07-28",24.995001
"27","2014-07-29",25
"28","2014-07-30",24.98
"29","2014-07-31",24.978001
"30","2014-08-01",25
"31","2014-08-04",24.976
"32","2014-08-05",25
"33","2014-08-06",25.200001
"34","2014-08-07",25
"35","2014-08-08",25.108
"36","2014-08-11",25.179001
"37","2014-08-12",25.1
"38","2014-08-13",25.1
"39","2014-08-14",25.120001
"40","2014-08-15",25.149
"41","2014-08-18",25.09
"42","2014-08-19",25.112
"43","2014-08-20",25.5
"44","2014-08-21",25.200001
"45","2014-08-22",25.15
"46","2014-08-25",25.16
"47","2014-08-26",25.209999
"48","2014-08-27",25.15
"49","2014-08-28",25.15
"50","2014-08-29",25.200001
"51","2014-09-02",25.200001
"52","2014-09-03",25.231001
"53","2014-09-04",25.141001
"54","2014-09-05",25.129999
"55","2014-09-08",25.059999
"56","2014-09-09",24.915001
"57","2014-09-10",25.01
"58","2014-09-11",25.049999
"59","2014-09-12",25.219999
"60","2014-09-15",25.034
"61","2014-09-16",25.200001
"62","2014-09-17",25.200001
"63","2014-09-18",25.219999
"64","2014-09-19",25.200001
"65","2014-09-22",25.15
"66","2014-09-23",25.200001
"67","2014-09-24",25.07
"68","2014-09-25",25.08
"69","2014-09-26",24.98
"70","2014-09-29",24.679001
"71","2014-09-30",24.68
"72","2014-10-01",24.75
"73","2014-10-02",24.59
"74","2014-10-03",24.5
"75","2014-10-06",24.51
"76","2014-10-07",24.540001
"77","2014-10-08",24.49
"78","2014-10-09",24.556
"79","2014-10-10",24.49
"80","2014-10-13",24.349001
"81","2014-10-14",23.99
"82","2014-10-15",24.569
"83","2014-10-16",24.120001
"84","2014-10-17",24.379999
"85","2014-10-20",24.361
"86","2014-10-21",24.27
"87","2014-10-22",24.25
"88","2014-10-23",24.25
"89","2014-10-24",24.299999
"90","2014-10-27",24.450001
"91","2014-10-28",24.530001
"92","2014-10-29",24.5
"93","2014-10-30",24.389999
"94","2014-10-31",24.527
"95","2014-11-03",24.559999
"96","2014-11-04",24.709999
"97","2014-11-05",24.83
"98","2014-11-06",24.799
"99","2014-11-07",24.9
"100","2014-11-10",24.92
"101","2014-11-11",25
"102","2014-11-12",25.049999
"103","2014-11-13",25.118
"104","2014-11-14",25.17
"105","2014-11-17",25.17
"106","2014-11-18",25.15
"107","2014-11-19",25.291
"108","2014-11-20",25.17
"109","2014-11-21",25.15
"110","2014-11-24",25.209999
"111","2014-11-25",25.209999
"112","2014-11-26",25.209
"113","2014-11-28",25.209
"114","2014-12-01",25.186001
"115","2014-12-02",25.209999
"116","2014-12-03",25.131001
"117","2014-12-04",25.184
"118","2014-12-05",25.219999
"119","2014-12-08",25.17
"120","2014-12-09",25.24
"121","2014-12-10",25.24
"122","2014-12-11",25.26
"123","2014-12-12",25.440001
"124","2014-12-15",25.440001
"125","2014-12-16",25.35
"126","2014-12-17",25.35
"127","2014-12-18",25.469999
"128","2014-12-19",25.489
"129","2014-12-22",25.43
"130","2014-12-23",25.440001
"131","2014-12-24",25.459999
"132","2014-12-26",25.5
"133","2014-12-29",25.16
"134","2014-12-30",25.179001
"135","2014-12-31",25.323999
"136","2015-01-02",25.323999
"137","2015-01-05",25.377001
"138","2015-01-06",25.392
"139","2015-01-07",25.25
"140","2015-01-08",25.25
"141","2015-01-09",25.24
"142","2015-01-12",25.24
"143","2015-01-13",25.292
"144","2015-01-14",25.200001
"145","2015-01-15",25.15
"146","2015-01-16",25.17
"147","2015-01-20",25.200001
"148","2015-01-21",25.493
"149","2015-01-22",25.639999
"150","2015-01-23",25.48
"151","2015-01-26",25.459999
"152","2015-01-27",25.35
"153","2015-01-28",25.35
"154","2015-01-29",25.549999
"155","2015-01-30",25.360001
"156","2015-02-02",25.299999
"157","2015-02-03",25.370001
"158","2015-02-04",25.49
"159","2015-02-05",25.423
"160","2015-02-06",25.438999
"161","2015-02-09",25.450001
"162","2015-02-10",25.450001
"163","2015-02-11",25.41
"164","2015-02-12",25.504
"165","2015-02-13",25.6
"166","2015-02-17",25.549999
"167","2015-02-18",25.5
"168","2015-02-19",25.629999
"169","2015-02-20",25.620001
"170","2015-02-23",25.5
"171","2015-02-24",25.5
"172","2015-02-25",25.576
"173","2015-02-26",25.690001
"174","2015-02-27",26.040001
"175","2015-03-02",25.709999
"176","2015-03-03",26.018999
"177","2015-03-04",25.799999
"178","2015-03-05",26
"179","2015-03-06",25.950001
"180","2015-03-09",25.950001
"181","2015-03-10",25.948999
"182","2015-03-11",25.948999
"183","2015-03-12",25.889999
"184","2015-03-13",26
"185","2015-03-16",25.950001
"186","2015-03-17",25.950001
"187","2015-03-18",25.775
"188","2015-03-19",25.799999
"189","2015-03-20",25.690001
"190","2015-03-23",25.99
"191","2015-03-24",25.6
"192","2015-03-25",25.49
"193","2015-03-26",25.5
"194","2015-03-27",25.639999
"195","2015-03-30",25.27
"196","2015-03-31",25.15
"197","2015-04-01",25.129999
"198","2015-04-02",25.24
"199","2015-04-06",25.07
"200","2015-04-07",25.164
"201","2015-04-08",25.113001
"202","2015-04-09",25.038
"203","2015-04-10",25.097
"204","2015-04-13",25.120001
"205","2015-04-14",25.110001
"206","2015-04-15",25.07
"207","2015-04-16",25.084
"208","2015-04-17",25.15
"209","2015-04-20",25.113001
"210","2015-04-21",25.110001
"211","2015-04-22",25.040001
"212","2015-04-23",25
"213","2015-04-24",25.09
"214","2015-04-27",25.1
"215","2015-04-28",25.08
"216","2015-04-29",25.049999
"217","2015-04-30",24.955999
"218","2015-05-01",24.93
"219","2015-05-04",24.92
"220","2015-05-05",24.93
"221","2015-05-06",24.51
"222","2015-05-07",24.530001
"223","2015-05-08",24.690001
"224","2015-05-11",24.68
"225","2015-05-12",24.639999
"226","2015-05-13",24.92
"227","2015-05-14",24.969999
"228","2015-05-15",25
"229","2015-05-18",25
"230","2015-05-19",24.98
"231","2015-05-20",24.860001
"232","2015-05-21",24.945
"233","2015-05-22",25
"234","2015-05-26",25
"235","2015-05-27",25
"236","2015-05-28",25.048
"237","2015-05-29",25.110001
"238","2015-06-01",25.15
"239","2015-06-02",25
"240","2015-06-03",24.6
"241","2015-06-04",25.059999
"242","2015-06-05",25.059999
"243","2015-06-08",25.049999
"244","2015-06-09",25.110001
"245","2015-06-10",25.139999
"246","2015-06-11",25.110001
"247","2015-06-12",25.34
"248","2015-06-15",25.34
"249","2015-06-16",25.471001
"250","2015-06-17",25.23
"251","2015-06-18",25.48
"252","2015-06-19",25.15
"253","2015-06-22",25.24
"254","2015-06-23",25.209999
"255","2015-06-24",25.450001
"256","2015-06-25",25.43
"257","2015-06-26",25.459
"258","2015-06-29",25.030001
"259","2015-06-30",25.120001
"260","2015-07-01",25.035999
"261","2015-07-02",25.15
"262","2015-07-06",25.4
"263","2015-07-07",25.43
"264","2015-07-08",25.378
"265","2015-07-09",25.43
"266","2015-07-10",25.4
"267","2015-07-13",25.35
"268","2015-07-14",25.43
"269","2015-07-15",25.66
"270","2015-07-16",25.4
"271","2015-07-17",25.35
"272","2015-07-20",25.299999
"273","2015-07-21",25.41
"274","2015-07-22",25.450001
"275","2015-07-23",25.4
"276","2015-07-24",25.360001
"277","2015-07-27",25.370001
"278","2015-07-28",25.370001
"279","2015-07-29",25.360001
"280","2015-07-30",25.49
"281","2015-07-31",25.469999
"282","2015-08-03",25.450001
"283","2015-08-04",25.360001
"284","2015-08-05",25.35
"285","2015-08-06",25.27
"286","2015-08-07",25.27
"287","2015-08-10",25.27
"288","2015-08-11",25
"289","2015-08-12",24.99
"290","2015-08-13",24.98
"291","2015-08-14",24.84
"292","2015-08-17",24.84
"293","2015-08-18",24.790001
"294","2015-08-19",24.76
"295","2015-08-20",24.739
"296","2015-08-21",24.6
"297","2015-08-24",24.662001
"298","2015-08-25",24.65
"299","2015-08-26",24.65
"300","2015-08-27",24.836
"301","2015-08-28",24.440001
"302","2015-08-31",24.646
"303","2015-09-01",24.476
"304","2015-09-02",24.85
"305","2015-09-03",24.799999
"306","2015-09-04",25
"307","2015-09-08",24.870001
"308","2015-09-09",24.91
"309","2015-09-10",24.940001
"310","2015-09-11",24.636999
"311","2015-09-14",24.9
"312","2015-09-15",24.924
"313","2015-09-16",25.049999
"314","2015-09-17",25.136999
"315","2015-09-18",25.202999
"316","2015-09-21",25.200001
"317","2015-09-22",25.200001
"318","2015-09-23",25.209999
"319","2015-09-24",25.15
"320","2015-09-25",25.559
"321","2015-09-28",25.450001
"322","2015-09-29",24.98
"323","2015-09-30",24.950001
"324","2015-10-01",24.799999
"325","2015-10-02",24.799999
"326","2015-10-05",24.91
"327","2015-10-06",25
"328","2015-10-07",25.113001
"329","2015-10-08",25.136
"330","2015-10-09",25.049999
"331","2015-10-12",25.045
"332","2015-10-13",24.950001
"333","2015-10-14",24.950001
"334","2015-10-15",24.99
"335","2015-10-16",25.039
"336","2015-10-19",25.02
"337","2015-10-20",25.1
"338","2015-10-21",25.200001
"339","2015-10-22",25.200001
"340","2015-10-23",25.27
"341","2015-10-26",25.114
"342","2015-10-27",25.26
"343","2015-10-28",25.4
"344","2015-10-29",25.469999
"345","2015-10-30",25.469999
"346","2015-11-02",25.4
"347","2015-11-03",25.52
"348","2015-11-04",25.441999
"349","2015-11-05",25.41
