"","date","WTRE"
"266","2020-04-16",13.65
"267","2020-04-17",14.57
"268","2020-04-20",13.42
"269","2020-04-21",12.83
"270","2020-04-22",13.17
"271","2020-04-23",12.99
"272","2020-04-24",12.78
"273","2020-04-27",12.9
"274","2020-04-28",12.6
"275","2020-04-29",13.77
"276","2020-04-30",12.35
"277","2020-05-01",11.65
"278","2020-05-04",12.12
"279","2020-05-05",11.54
"280","2020-05-06",11.9
"281","2020-05-07",12.96
"282","2020-05-08",13.59
"283","2020-05-11",12.79
"284","2020-05-12",12.12
"285","2020-05-13",11.69
"286","2020-05-14",11.7
"287","2020-05-15",11.63
"288","2020-05-18",12.47
"289","2020-05-19",12.56
"290","2020-05-20",13.53
"291","2020-05-21",13.79
"292","2020-05-22",13.91
"293","2020-05-26",14.9
"294","2020-05-27",15.24
"295","2020-05-28",14.89
"296","2020-05-29",14.77
"297","2020-06-01",14.88
"298","2020-06-02",15.62
"299","2020-06-03",17.08
"300","2020-06-04",16.950001
"301","2020-06-05",18.08
"302","2020-06-08",18.450001
"303","2020-06-09",18.23
"304","2020-06-10",17.440001
"305","2020-06-11",15.19
"306","2020-06-12",15.71
"307","2020-06-15",15.79
"308","2020-06-16",15.97
"309","2020-06-17",15.54
"310","2020-06-18",15.91
"311","2020-06-19",15.74
"312","2020-06-22",15.83
"313","2020-06-23",15.9
"314","2020-06-24",14.66
"315","2020-06-25",15.09
"316","2020-06-26",15.19
"317","2020-06-29",15.83
"318","2020-06-30",16.690001
"319","2020-07-01",16.620001
"320","2020-07-02",16.190001
"321","2020-07-06",16.16
"322","2020-07-07",14.64
"323","2020-07-08",14.56
"324","2020-07-09",13.88
"325","2020-07-10",14.89
"326","2020-07-13",15.07
"327","2020-07-14",15.56
"328","2020-07-15",17.02
"329","2020-07-16",17.16
"330","2020-07-17",17.459999
"331","2020-07-20",17.5
"332","2020-07-21",17.540001
"333","2020-07-22",17.059999
"334","2020-07-23",17.290001
"335","2020-07-24",16.940001
"336","2020-07-27",17.02
"337","2020-07-28",17.110001
"338","2020-07-29",17.83
"339","2020-07-30",17.690001
"340","2020-07-31",16.41
"341","2020-08-03",16.27
"342","2020-08-04",15.8
"343","2020-08-05",16.57
"344","2020-08-06",16.4
"345","2020-08-07",17.129999
"346","2020-08-10",17.719999
"347","2020-08-11",17.459999
"348","2020-08-12",16.83
"349","2020-08-13",16.719999
"350","2020-08-14",16.74
"351","2020-08-17",16.450001
"352","2020-08-18",16.610001
"353","2020-08-19",16.940001
"354","2020-08-20",17.02
"355","2020-08-21",16.4
"356","2020-08-24",17
"357","2020-08-25",16.83
"358","2020-08-26",16.5
"359","2020-08-27",16.59
"360","2020-08-28",16.6
"361","2020-08-31",16
"362","2020-09-01",16.360001
"363","2020-09-02",16.709999
"364","2020-09-03",16.870001
"365","2020-09-04",17.030001
"366","2020-09-08",17.870001
"367","2020-09-09",22.299999
"368","2020-09-10",23.4
"369","2020-09-11",23.74
"370","2020-09-14",23.110001
"371","2020-09-15",24.09
"372","2020-09-16",24.65
"373","2020-09-17",24.02
"374","2020-09-18",24.25
"375","2020-09-21",25.219999
"376","2020-09-22",23.67
"377","2020-09-23",22.450001
"378","2020-09-24",21.809999
"379","2020-09-25",22.02
"380","2020-09-28",22.91
"381","2020-09-29",22.67
"382","2020-09-30",22.940001
"383","2020-10-01",28.809999
"384","2020-10-02",29.379999
"385","2020-10-05",29.700001
"386","2020-10-06",30.35
"387","2020-10-07",30.27
"388","2020-10-08",30
"389","2020-10-09",32.400002
"390","2020-10-12",32.779999
"391","2020-10-13",32.110001
"392","2020-10-14",32.009998
"393","2020-10-15",35.439999
"394","2020-10-16",35.740002
"395","2020-10-19",35.240002
"396","2020-10-20",35.880001
"397","2020-10-21",35.91
"398","2020-10-22",35.77
"399","2020-10-23",35.630001
"400","2020-10-26",35.509998
"401","2020-10-27",35.549999
"402","2020-10-28",35.400002
"403","2020-10-29",35.299999
"404","2020-10-30",36
"405","2020-11-02",34.48
"406","2020-11-03",34.459999
"407","2020-11-04",34.240002
"408","2020-11-05",34.509998
"409","2020-11-06",34.490002
"410","2020-11-09",34.459999
"411","2020-11-10",34.560001
"412","2020-11-11",34.66
"413","2020-11-12",34.689999
"414","2020-11-13",34.66
"415","2020-11-16",34.740002
"416","2020-11-17",34.709999
"417","2020-11-18",34.599998
"418","2020-11-19",34.549999
"419","2020-11-20",34.700001
"420","2020-11-23",34.700001
"421","2020-11-24",34.73
"422","2020-11-25",34.689999
"423","2020-11-27",34.740002
