"","date","WTRE"
"1","2019-03-28",27
"2","2019-03-29",26.75
"3","2019-04-01",26.52
"4","2019-04-02",25.805
"5","2019-04-03",24.450001
"6","2019-04-04",24
"7","2019-04-05",25.9
"8","2019-04-08",25.32
"9","2019-04-09",25.99
"10","2019-04-10",27.35
"11","2019-04-11",26.139999
"12","2019-04-12",25.825001
"13","2019-04-15",26.4
"14","2019-04-16",27.24
"15","2019-04-17",27.92
"16","2019-04-18",28.15
"17","2019-04-22",27.450001
"18","2019-04-23",27.674999
"19","2019-04-24",27.799999
"20","2019-04-25",26.940001
"21","2019-04-26",26.5
"22","2019-04-29",26.75
"23","2019-04-30",26.6
"24","2019-05-01",27.18
"25","2019-05-02",26.549999
"26","2019-05-03",25.82
"27","2019-05-06",24.879999
"28","2019-05-07",24.43
"29","2019-05-08",25
"30","2019-05-09",24.85
"31","2019-05-10",25
"32","2019-05-13",25.879999
"33","2019-05-14",25.85
"34","2019-05-15",25.98
"35","2019-05-16",25.610001
"36","2019-05-17",25.33
"37","2019-05-20",25.99
"38","2019-05-21",26.030001
"39","2019-05-22",25.73
"40","2019-05-23",25.879999
"41","2019-05-24",26.67
"42","2019-05-28",26.9
"43","2019-05-29",27
"44","2019-05-30",26.870001
"45","2019-05-31",25.82
"46","2019-06-03",26.66
"47","2019-06-04",26.389999
"48","2019-06-05",25.870001
"49","2019-06-06",26.139999
"50","2019-06-07",24.700001
"51","2019-06-10",27
"52","2019-06-11",26.57
"53","2019-06-12",27.139999
"54","2019-06-13",27.110001
"55","2019-06-14",27.51
"56","2019-06-17",27.51
"57","2019-06-18",28.01
"58","2019-06-19",28.16
"59","2019-06-20",28
"60","2019-06-21",27.459999
"61","2019-06-24",27.790001
"62","2019-06-25",27.299999
"63","2019-06-26",27.27
"64","2019-06-27",27.370001
"65","2019-06-28",27.42
"66","2019-07-01",26.959999
"67","2019-07-02",26.85
"68","2019-07-03",26.190001
"69","2019-07-05",26.639999
"70","2019-07-08",26.43
"71","2019-07-09",26.52
"72","2019-07-10",26.35
"73","2019-07-11",26.07
"74","2019-07-12",26.24
"75","2019-07-15",25.959999
"76","2019-07-16",24.82
"77","2019-07-17",24.469999
"78","2019-07-18",23.99
"79","2019-07-19",23.08
"80","2019-07-22",23.049999
"81","2019-07-23",23.02
"82","2019-07-24",23.450001
"83","2019-07-25",23.01
"84","2019-07-26",23.059999
"85","2019-07-29",22.799999
"86","2019-07-30",19.379999
"87","2019-07-31",18.959999
"88","2019-08-01",21.030001
"89","2019-08-02",20.01
"90","2019-08-05",19.530001
"91","2019-08-06",21.5
"92","2019-08-07",21.719999
"93","2019-08-08",23.51
"94","2019-08-09",23.559999
"95","2019-08-12",23.57
"96","2019-08-13",23.620001
"97","2019-08-14",23.290001
"98","2019-08-15",23.93
"99","2019-08-16",24.15
"100","2019-08-19",24.889999
"101","2019-08-20",24.4
"102","2019-08-21",24.41
"103","2019-08-22",23.9
"104","2019-08-23",23.9
"105","2019-08-26",23.950001
"106","2019-08-27",23.780001
"107","2019-08-28",23.51
"108","2019-08-29",23.4
"109","2019-08-30",23.200001
"110","2019-09-03",23.360001
"111","2019-09-04",24.030001
"112","2019-09-05",24.549999
"113","2019-09-06",24.24
"114","2019-09-09",24.84
"115","2019-09-10",25.879999
"116","2019-09-11",26.16
"117","2019-09-12",26.18
"118","2019-09-13",26.83
"119","2019-09-16",25.9
"120","2019-09-17",26.65
"121","2019-09-18",26.040001
"122","2019-09-19",25.940001
"123","2019-09-20",25.540001
"124","2019-09-23",26.02
"125","2019-09-24",26.25
"126","2019-09-25",26.85
"127","2019-09-26",26.290001
"128","2019-09-27",26.549999
"129","2019-09-30",26.950001
"130","2019-10-01",26.25
"131","2019-10-02",27.030001
"132","2019-10-03",25.889999
"133","2019-10-04",27.129999
"134","2019-10-07",27.1
"135","2019-10-08",26.68
"136","2019-10-09",27
"137","2019-10-10",27.389999
"138","2019-10-11",27.440001
"139","2019-10-14",26.85
"140","2019-10-15",27.4
"141","2019-10-16",27.440001
"142","2019-10-17",27.5
"143","2019-10-18",27.99
"144","2019-10-21",27.620001
"145","2019-10-22",27.6
"146","2019-10-23",28.219999
"147","2019-10-24",27.99
"148","2019-10-25",28.389999
"149","2019-10-28",28.299999
"150","2019-10-29",28.43
"151","2019-10-30",26.969999
"152","2019-10-31",26.940001
"153","2019-11-01",27.15
"154","2019-11-04",25.84
"155","2019-11-05",25.889999
"156","2019-11-06",25.459999
"157","2019-11-07",25.379999
"158","2019-11-08",25.200001
"159","2019-11-11",26.18
"160","2019-11-12",26.1
"161","2019-11-13",25.5
"162","2019-11-14",25.49
"163","2019-11-15",26.049999
"164","2019-11-18",26.23
"165","2019-11-19",26.08
"166","2019-11-20",25.969999
"167","2019-11-21",25.6
"168","2019-11-22",25.93
"169","2019-11-25",26.25
"170","2019-11-26",26.48
"171","2019-11-27",26.57
"172","2019-11-29",27.049999
"173","2019-12-02",26.74
"174","2019-12-03",25.99
"175","2019-12-04",25.92
"176","2019-12-05",26.219999
"177","2019-12-06",26.469999
"178","2019-12-09",27.389999
"179","2019-12-10",27.74
"180","2019-12-11",27.01
"181","2019-12-12",26.9
"182","2019-12-13",26.809999
"183","2019-12-16",26.65
"184","2019-12-17",26.76
"185","2019-12-18",26.379999
"186","2019-12-19",26
"187","2019-12-20",26.02
"188","2019-12-23",25.83
"189","2019-12-24",25.549999
"190","2019-12-26",25.549999
"191","2019-12-27",25.25
"192","2019-12-30",25.01
"193","2019-12-31",25.16
"194","2020-01-02",25.51
"195","2020-01-03",25.700001
"196","2020-01-06",25.940001
"197","2020-01-07",25.450001
"198","2020-01-08",25.16
"199","2020-01-09",24.969999
"200","2020-01-10",25.25
"201","2020-01-13",25.24
"202","2020-01-14",25.209999
"203","2020-01-15",25.639999
"204","2020-01-16",25.49
"205","2020-01-17",25.68
"206","2020-01-21",25.65
"207","2020-01-22",25.26
"208","2020-01-23",25.209999
"209","2020-01-24",24.48
"210","2020-01-27",23.809999
"211","2020-01-28",23.299999
"212","2020-01-29",21.16
"213","2020-01-30",22.52
"214","2020-01-31",21.85
"215","2020-02-03",21.59
"216","2020-02-04",21.530001
"217","2020-02-05",22.02
"218","2020-02-06",22.08
"219","2020-02-07",22.1
"220","2020-02-10",22.209999
"221","2020-02-11",22.42
"222","2020-02-12",23.52
"223","2020-02-13",23.66
"224","2020-02-14",22.93
"225","2020-02-18",24.16
"226","2020-02-19",24.42
"227","2020-02-20",24.25
"228","2020-02-21",24.040001
"229","2020-02-24",24
"230","2020-02-25",23.450001
"231","2020-02-26",23.459999
"232","2020-02-27",23.4
"233","2020-02-28",22.83
"234","2020-03-02",23.83
"235","2020-03-03",23.059999
"236","2020-03-04",23.23
"237","2020-03-05",23.57
"238","2020-03-06",22.52
"239","2020-03-09",21.58
"240","2020-03-10",22.450001
"241","2020-03-11",20.75
"242","2020-03-12",18.02
"243","2020-03-13",19.16
"244","2020-03-16",16.23
"245","2020-03-17",17.98
"246","2020-03-18",13.44
"247","2020-03-19",16.049999
"248","2020-03-20",16.129999
"249","2020-03-23",13.09
"250","2020-03-24",15.27
"251","2020-03-25",16.15
"252","2020-03-26",17.1
"253","2020-03-27",15.46
"254","2020-03-30",15
"255","2020-03-31",14.65
"256","2020-04-01",12.76
"257","2020-04-02",13.34
"258","2020-04-03",12.19
"259","2020-04-06",14.08
"260","2020-04-07",14.36
"261","2020-04-08",14.66
"262","2020-04-09",16.299999
"263","2020-04-13",15.34
"264","2020-04-14",15.02
"265","2020-04-15",14.26
