"","date","SPI"
"1","2016-01-20",165.309998
"2","2016-01-21",163.699997
"3","2016-01-22",157.399994
"4","2016-01-25",140.600006
"5","2016-01-26",141.5
"6","2016-01-27",135.729996
"7","2016-01-28",140
"8","2016-01-29",139
"9","2016-02-01",124
"10","2016-02-02",118.300003
"11","2016-02-03",80
"12","2016-02-04",62.75
"13","2016-02-05",72.800003
"14","2016-02-08",78.599998
"15","2016-02-09",80.040001
"16","2016-02-10",79
"17","2016-02-11",69.5
"18","2016-02-12",68.5
"19","2016-02-16",76.410004
"20","2016-02-17",78.699997
"21","2016-02-18",83.099998
"22","2016-02-19",83.720001
"23","2016-02-22",88.639999
"24","2016-02-23",88.5
"25","2016-02-24",89
"26","2016-02-25",86.220001
"27","2016-02-26",89.629997
"28","2016-02-29",88.800003
"29","2016-03-01",80.099998
"30","2016-03-02",83.279999
"31","2016-03-03",80.599998
"32","2016-03-04",81.800003
"33","2016-03-07",78.949997
"34","2016-03-08",79.900002
"35","2016-03-09",78.080002
"36","2016-03-10",75.199997
"37","2016-03-11",71.769997
"38","2016-03-14",67.709999
"39","2016-03-15",63
"40","2016-03-16",65.220001
"41","2016-03-17",62
"42","2016-03-18",62.900002
"43","2016-03-21",63.5
"44","2016-03-22",62
"45","2016-03-23",61.119999
"46","2016-03-24",63.900002
"47","2016-03-28",60.700001
"48","2016-03-29",58
"49","2016-03-30",60.5
"50","2016-03-31",54.299999
"51","2016-04-01",55.299999
"52","2016-04-04",54
"53","2016-04-05",54.5
"54","2016-04-06",54.549999
"55","2016-04-07",54.200001
"56","2016-04-08",55.299999
"57","2016-04-11",50.099998
"58","2016-04-12",50
"59","2016-04-13",50.299999
"60","2016-04-14",50.5
"61","2016-04-15",51.900002
"62","2016-04-18",53
"63","2016-04-19",55.599998
"64","2016-04-20",57.5
"65","2016-04-21",57.700001
"66","2016-04-22",58.599998
"67","2016-04-25",61.099998
"68","2016-04-26",56.400002
"69","2016-04-27",55
"70","2016-04-28",50
"71","2016-04-29",50.200001
"72","2016-05-02",67.5
"73","2016-05-03",69.800003
"74","2016-05-04",91.800003
"75","2016-05-05",93
"76","2016-05-06",75.900002
"77","2016-05-09",87
"78","2016-05-10",78.5
"79","2016-05-11",80
"80","2016-05-12",78.199997
"81","2016-05-13",81.300003
"82","2016-05-16",80
"83","2016-05-17",76
"84","2016-05-18",74.199997
"85","2016-05-19",63.900002
"86","2016-05-20",62
"87","2016-05-23",53
"88","2016-05-24",49.900002
"89","2016-05-25",50
"90","2016-05-26",50.099998
"91","2016-05-27",50
"92","2016-05-31",50
"93","2016-06-01",50
"94","2016-06-02",50
"95","2016-06-03",48.700001
"96","2016-06-06",54.5
"97","2016-06-07",62.200001
"98","2016-06-08",63.700001
"99","2016-06-09",64
"100","2016-06-10",61.5
"101","2016-06-13",59.900002
"102","2016-06-14",59.900002
"103","2016-06-15",56.799999
"104","2016-06-16",59.599998
"105","2016-06-17",60
"106","2016-06-20",62.400002
"107","2016-06-21",59.900002
"108","2016-06-22",60.5
"109","2016-06-23",61
"110","2016-06-24",59.5
"111","2016-06-27",66.199997
"112","2016-06-28",68
"113","2016-06-29",68
"114","2016-06-30",61
"115","2016-07-01",57.700001
"116","2016-07-05",60
"117","2016-07-06",58.799999
"118","2016-07-07",59.5
"119","2016-07-08",59.700001
"120","2016-07-11",58.900002
"121","2016-07-12",59
"122","2016-07-13",57.5
"123","2016-07-14",57.599998
"124","2016-07-15",54.299999
"125","2016-07-18",48.900002
"126","2016-07-19",48.900002
"127","2016-07-20",55
"128","2016-07-21",55
"129","2016-07-22",55
"130","2016-07-25",51.799999
"131","2016-07-26",51
"132","2016-07-27",47
"133","2016-07-28",49.5
"134","2016-07-29",47.700001
"135","2016-08-01",41.299999
"136","2016-08-02",33.599998
"137","2016-08-03",31.4
"138","2016-08-04",29
"139","2016-08-05",29.799999
"140","2016-08-08",28.6
"141","2016-08-09",29.799999
"142","2016-08-10",29
"143","2016-08-11",29.299999
"144","2016-08-12",29.299999
"145","2016-08-15",29.1
"146","2016-08-16",29.5
"147","2016-08-17",29.6
"148","2016-08-18",29.6
"149","2016-08-19",29.700001
"150","2016-08-22",29.9
"151","2016-08-23",29.5
"152","2016-08-24",29.9
"153","2016-08-25",30.700001
"154","2016-08-26",30
"155","2016-08-29",27
"156","2016-08-30",26.6
"157","2016-08-31",26.200001
"158","2016-09-01",26.9
"159","2016-09-02",25.799999
"160","2016-09-06",27
"161","2016-09-07",26.1
"162","2016-09-08",24.9
"163","2016-09-09",25.6
"164","2016-09-12",27
"165","2016-09-13",27.700001
"166","2016-09-14",29.200001
"167","2016-09-15",28.9
"168","2016-09-16",29.200001
"169","2016-09-19",25.799999
"170","2016-09-20",24.799999
"171","2016-09-21",25
"172","2016-09-22",25.1
"173","2016-09-23",25.9
"174","2016-09-26",25.299999
"175","2016-09-27",25
"176","2016-09-28",24.6
"177","2016-09-29",24.799999
"178","2016-09-30",23
"179","2016-10-03",22.799999
"180","2016-10-04",24
"181","2016-10-05",23.5
"182","2016-10-06",21.5
"183","2016-10-07",21.799999
"184","2016-10-10",20.6
"185","2016-10-11",20.799999
"186","2016-10-12",20
"187","2016-10-13",21
"188","2016-10-14",24
"189","2016-10-17",27.299999
"190","2016-10-18",26
"191","2016-10-19",25.700001
"192","2016-10-20",25.5
"193","2016-10-21",25.9
"194","2016-10-24",26.6
"195","2016-10-25",27
"196","2016-10-26",24.9
"197","2016-10-27",23.6
"198","2016-10-28",23
"199","2016-10-31",21.9
"200","2016-11-01",21.700001
"201","2016-11-02",23.65
"202","2016-11-03",22.1
"203","2016-11-04",23.200001
"204","2016-11-07",22.5
"205","2016-11-08",22.9
"206","2016-11-09",22.700001
"207","2016-11-10",22.6
"208","2016-11-11",20.299999
"209","2016-11-14",18.4
"210","2016-11-15",18.1
"211","2016-11-16",21.1
"212","2016-11-17",22.4
"213","2016-11-18",23.4
"214","2016-11-21",22.65
"215","2016-11-22",23
"216","2016-11-23",23
"217","2016-11-25",24.700001
"218","2016-11-28",23
"219","2016-11-29",23
"220","2016-11-30",22.57
"221","2016-12-01",21.200001
"222","2016-12-02",21.4
"223","2016-12-05",21
"224","2016-12-06",20.4
"225","2016-12-07",19.700001
"226","2016-12-08",19.5
"227","2016-12-09",20.4
"228","2016-12-12",19.299999
"229","2016-12-13",19.1
"230","2016-12-14",18.5
"231","2016-12-15",18.1
"232","2016-12-16",18.4
"233","2016-12-19",17
"234","2016-12-20",18
"235","2016-12-21",18.4
"236","2016-12-22",18
"237","2016-12-23",18
"238","2016-12-27",18.4
"239","2016-12-28",18.799999
"240","2016-12-29",19.700001
"241","2016-12-30",18.9
"242","2017-01-03",18.700001
"243","2017-01-04",18.9
"244","2017-01-05",18.200001
"245","2017-01-06",18.1
"246","2017-01-09",18.4
"247","2017-01-10",18.5
"248","2017-01-11",18
"249","2017-01-12",18.1
"250","2017-01-13",16.9
"251","2017-01-17",16
"252","2017-01-18",16.299999
"253","2017-01-19",16.9
"254","2017-01-20",16.459999
"255","2017-01-23",15.28
"256","2017-01-24",14.6
"257","2017-01-25",13.4
"258","2017-01-26",13.9
"259","2017-01-27",12.2
"260","2017-01-30",12.1
"261","2017-01-31",12.4
"262","2017-02-01",13.9
"263","2017-02-02",14.1
"264","2017-02-03",13.6
"265","2017-02-06",13.6
"266","2017-02-07",13.7
"267","2017-02-08",13
"268","2017-02-09",13.9
"269","2017-02-10",12.8
"270","2017-02-13",13
"271","2017-02-14",13.3
"272","2017-02-15",13.8
"273","2017-02-16",13.3
"274","2017-02-17",13.4
"275","2017-02-21",13.2
"276","2017-02-22",13
"277","2017-02-23",12.8
"278","2017-02-24",12.5
"279","2017-02-27",12.48
"280","2017-02-28",12.6
"281","2017-03-01",11.7
"282","2017-03-02",11.1
"283","2017-03-03",11.25
"284","2017-03-06",11.1
"285","2017-03-07",11.3
"286","2017-03-08",11.7
"287","2017-03-09",11.7
"288","2017-03-10",11.2
"289","2017-03-13",11
"290","2017-03-14",12
"291","2017-03-15",13.5
"292","2017-03-16",13
"293","2017-03-17",14.48
"294","2017-03-20",12.3
"295","2017-03-21",11
"296","2017-03-22",11.9
"297","2017-03-23",12.9
"298","2017-03-24",12.2
"299","2017-03-27",12
"300","2017-03-28",11.7
"301","2017-03-29",11.6
"302","2017-03-30",11.2
"303","2017-03-31",11.7
"304","2017-04-03",11.1
"305","2017-04-04",11.1
"306","2017-04-05",10.5
"307","2017-04-06",9.9
"308","2017-04-07",10.8
"309","2017-04-10",9.9
"310","2017-04-11",9.4
"311","2017-04-12",7.8
"312","2017-04-13",7.18
"313","2017-04-17",5.65
"314","2017-04-18",5.3
"315","2017-04-19",5.1
"316","2017-04-20",5.3
"317","2017-04-21",5.2
"318","2017-04-24",8.5
"319","2017-04-25",7.01
"320","2017-04-26",8
"321","2017-04-27",7.7
"322","2017-04-28",7.51
"323","2017-05-01",6.68
"324","2017-05-02",6.45
"325","2017-05-03",6.78
"326","2017-05-04",6.22
"327","2017-05-05",5.74
"328","2017-05-08",6.39
"329","2017-05-09",5.9
"330","2017-05-10",5.9
"331","2017-05-11",5.2
"332","2017-05-12",5.5
"333","2017-05-15",4.8
"334","2017-05-16",4.3
"335","2017-05-17",4
"336","2017-05-18",4.13
"337","2017-05-19",4
"338","2017-05-22",3.87
"339","2017-05-23",3.31
"340","2017-05-24",4.6
"341","2017-05-25",19.299999
"342","2017-05-26",12.8
"343","2017-05-30",10.51
"344","2017-05-31",13.5
"345","2017-06-01",18.700001
"346","2017-06-02",15.1
"347","2017-06-05",14.1
"348","2017-06-06",14.8
"349","2017-06-07",13.7
"350","2017-06-08",13.2
"351","2017-06-09",11.9
"352","2017-06-12",10.9
"353","2017-06-13",11
"354","2017-06-14",8.9
"355","2017-06-15",8.11
"356","2017-06-16",7.89
"357","2017-06-19",7.9
"358","2017-06-20",7
"359","2017-06-21",7.76
"360","2017-06-22",8.1
"361","2017-06-23",7.68
"362","2017-06-26",7.5
"363","2017-06-27",7.51
"364","2017-06-28",7.44
"365","2017-06-29",7
"366","2017-06-30",8.9
"367","2017-07-03",8.31
"368","2017-07-05",7.7
"369","2017-07-06",6.69
"370","2017-07-07",5.78
"371","2017-07-10",5.1
"372","2017-07-11",5.04
"373","2017-07-12",6.1
"374","2017-07-13",7.05
"375","2017-07-14",6.9
"376","2017-07-17",6.67
"377","2017-07-18",6.4
"378","2017-07-19",5.98
"379","2017-07-20",5.87
"380","2017-07-21",5.4
"381","2017-07-24",5.42
"382","2017-07-25",5.7
"383","2017-07-26",5.33
"384","2017-07-27",5.23
"385","2017-07-28",5.19
"386","2017-07-31",4.91
"387","2017-08-01",5.37
"388","2017-08-02",5.6
"389","2017-08-03",5
"390","2017-08-04",4.99
"391","2017-08-07",4.9
"392","2017-08-08",4.7
"393","2017-08-09",4.57
"394","2017-08-10",4.45
"395","2017-08-11",4.3
"396","2017-08-14",4.44
"397","2017-08-15",4.3
"398","2017-08-16",4.35
"399","2017-08-17",4.71
"400","2017-08-18",4.64
"401","2017-08-21",4.33
"402","2017-08-22",4.12
