"","date","BYND"
"70","2019-08-09",164.369995
"71","2019-08-12",169.110001
"72","2019-08-13",167.289993
"73","2019-08-14",162.899994
"74","2019-08-15",144.199997
"75","2019-08-16",144.770004
"76","2019-08-19",144.509995
"77","2019-08-20",153.970001
"78","2019-08-21",151.949997
"79","2019-08-22",150.990005
"80","2019-08-23",146.850006
"81","2019-08-26",155.130005
"82","2019-08-27",157.020004
"83","2019-08-28",160.309998
"84","2019-08-29",165.479996
"85","2019-08-30",167.630005
"86","2019-09-03",163.149994
"87","2019-09-04",163.679993
"88","2019-09-05",160.970001
"89","2019-09-06",154.990005
"90","2019-09-09",149.529999
"91","2019-09-10",146.899994
"92","2019-09-11",151.809998
"93","2019-09-12",152.960007
"94","2019-09-13",155.979996
"95","2019-09-16",158.970001
"96","2019-09-17",160.309998
"97","2019-09-18",153.990005
"98","2019-09-19",154.919998
"99","2019-09-20",155.259995
"100","2019-09-23",148.220001
"101","2019-09-24",142.990005
"102","2019-09-25",138.320007
"103","2019-09-26",154.339996
"104","2019-09-27",151.660004
"105","2019-09-30",148.619995
"106","2019-10-01",146.419998
"107","2019-10-02",143.300003
"108","2019-10-03",145.440002
"109","2019-10-04",145.720001
"110","2019-10-07",145.059998
"111","2019-10-08",142.729996
"112","2019-10-09",139.350006
"113","2019-10-10",136
"114","2019-10-11",131.389999
"115","2019-10-14",126.309998
"116","2019-10-15",122.050003
"117","2019-10-16",123.919998
"118","2019-10-17",117.349998
"119","2019-10-18",109.989998
"120","2019-10-21",110.129997
"121","2019-10-22",106.400002
"122","2019-10-23",97.900002
"123","2019-10-24",101.699997
"124","2019-10-25",100.809998
"125","2019-10-28",105.410004
"126","2019-10-29",81.989998
"127","2019-10-30",88.889999
"128","2019-10-31",84.449997
"129","2019-11-01",82
"130","2019-11-04",79.790001
"131","2019-11-05",81.449997
"132","2019-11-06",80.730003
"133","2019-11-07",78.989998
"134","2019-11-08",79.949997
"135","2019-11-11",76.790001
"136","2019-11-12",78.269997
"137","2019-11-13",79.014999
"138","2019-11-14",80.43
"139","2019-11-15",80.809998
"140","2019-11-18",79.720001
"141","2019-11-19",77.349998
"142","2019-11-20",78.120003
"143","2019-11-21",78.620003
"144","2019-11-22",77.339996
"145","2019-11-25",77.279999
"146","2019-11-26",79.43
"147","2019-11-27",81.660004
"148","2019-11-29",82.959999
"149","2019-12-02",79.269997
"150","2019-12-03",76.160004
"151","2019-12-04",73.889999
"152","2019-12-05",73.660004
"153","2019-12-06",76.220001
"154","2019-12-09",74.050003
"155","2019-12-10",74.650002
"156","2019-12-11",75.900002
"157","2019-12-12",75.230003
"158","2019-12-13",75.019997
"159","2019-12-16",73.599998
"160","2019-12-17",76.330002
"161","2019-12-18",77.300003
"162","2019-12-19",77.360001
"163","2019-12-20",76.839996
"164","2019-12-23",77.739998
"165","2019-12-24",77.730003
"166","2019-12-26",76.400002
"167","2019-12-27",75.639999
"168","2019-12-30",74.150002
"169","2019-12-31",75.599998
"170","2020-01-02",75.639999
"171","2020-01-03",75.410004
"172","2020-01-06",74.589996
"173","2020-01-07",83.889999
"174","2020-01-08",81.480003
"175","2020-01-09",90.25
"176","2020-01-10",96.07
"177","2020-01-13",114.339996
"178","2020-01-14",117.050003
"179","2020-01-15",107.080002
"180","2020-01-16",110.400002
"181","2020-01-17",109.120003
"182","2020-01-21",129.179993
"183","2020-01-22",122.400002
"184","2020-01-23",118.639999
"185","2020-01-24",119.489998
"186","2020-01-27",124.75
"187","2020-01-28",120.120003
"188","2020-01-29",114.879997
"189","2020-01-30",117.290001
"190","2020-01-31",110.419998
"191","2020-02-03",106
"192","2020-02-04",110.43
"193","2020-02-05",110.169998
"194","2020-02-06",111.889999
"195","2020-02-07",116.440002
"196","2020-02-10",119.730003
"197","2020-02-11",117.139999
"198","2020-02-12",114.730003
"199","2020-02-13",112.010002
"200","2020-02-14",116.220001
"201","2020-02-18",122.029999
"202","2020-02-19",126.099998
"203","2020-02-20",120.580002
"204","2020-02-21",117.449997
"205","2020-02-24",113.959999
"206","2020-02-25",109.919998
"207","2020-02-26",112.510002
"208","2020-02-27",106.139999
"209","2020-02-28",89.650002
"210","2020-03-02",96.099998
"211","2020-03-03",95.43
"212","2020-03-04",101.889999
"213","2020-03-05",95.870003
"214","2020-03-06",96.089996
"215","2020-03-09",87.959999
"216","2020-03-10",90.980003
"217","2020-03-11",82.639999
"218","2020-03-12",74
"219","2020-03-13",73.059998
"220","2020-03-16",61.549999
"221","2020-03-17",60.32
"222","2020-03-18",54.02
"223","2020-03-19",57.330002
"224","2020-03-20",57.990002
"225","2020-03-23",57.549999
"226","2020-03-24",67.43
"227","2020-03-25",73
"228","2020-03-26",71.099998
"229","2020-03-27",66.120003
"230","2020-03-30",66.089996
"231","2020-03-31",66.599998
"232","2020-04-01",64.18
"233","2020-04-02",57.950001
"234","2020-04-03",59.91
"235","2020-04-06",65.919998
"236","2020-04-07",67.43
"237","2020-04-08",69.470001
"238","2020-04-09",72.300003
"239","2020-04-13",76.669998
"240","2020-04-14",78.050003
"241","2020-04-15",74.699997
"242","2020-04-16",74.82
"243","2020-04-17",76.910004
"244","2020-04-20",79.120003
"245","2020-04-21",84.959999
"246","2020-04-22",88.459999
"247","2020-04-23",99.779999
"248","2020-04-24",108.779999
"249","2020-04-27",99.629997
"250","2020-04-28",99.519997
"251","2020-04-29",100.099998
"252","2020-04-30",98.989998
"253","2020-05-01",91.529999
"254","2020-05-04",95.160004
"255","2020-05-05",100.160004
"256","2020-05-06",126.209999
"257","2020-05-07",122.660004
"258","2020-05-08",133.509995
"259","2020-05-11",130.820007
"260","2020-05-12",136.929993
"261","2020-05-13",134.509995
"262","2020-05-14",135.410004
"263","2020-05-15",134.160004
"264","2020-05-18",130.029999
"265","2020-05-19",136.199997
"266","2020-05-20",140.5
"267","2020-05-21",138.110001
"268","2020-05-22",136.800003
"269","2020-05-26",132.869995
"270","2020-05-27",123.150002
"271","2020-05-28",120.82
"272","2020-05-29",128.289993
"273","2020-06-01",138.690002
"274","2020-06-02",135.190002
"275","2020-06-03",134.229996
"276","2020-06-04",136.440002
"277","2020-06-05",133.529999
"278","2020-06-08",162.460007
"279","2020-06-09",153.949997
"280","2020-06-10",156.160004
"281","2020-06-11",143.509995
"282","2020-06-12",144.740005
"283","2020-06-15",154
"284","2020-06-16",151.940002
"285","2020-06-17",156.339996
"286","2020-06-18",158.199997
"287","2020-06-19",158.279999
"288","2020-06-22",159.630005
"289","2020-06-23",152.789993
"290","2020-06-24",151.380005
"291","2020-06-25",145.350006
"292","2020-06-26",141.679993
"293","2020-06-29",131.550003
"294","2020-06-30",133.979996
"295","2020-07-01",141.639999
"296","2020-07-02",140.720001
"297","2020-07-06",143
"298","2020-07-07",143.110001
"299","2020-07-08",144.979996
"300","2020-07-09",141.220001
"301","2020-07-10",135.029999
"302","2020-07-13",125.980003
"303","2020-07-14",127.779999
"304","2020-07-15",131.75
"305","2020-07-16",128.449997
"306","2020-07-17",128.270004
"307","2020-07-20",128.5
"308","2020-07-21",129.919998
"309","2020-07-22",130.570007
"310","2020-07-23",127.150002
"311","2020-07-24",125.089996
"312","2020-07-27",126.720001
"313","2020-07-28",125.43
"314","2020-07-29",126.68
"315","2020-07-30",123.32
"316","2020-07-31",125.900002
"317","2020-08-03",134.320007
"318","2020-08-04",142.25
"319","2020-08-05",132.690002
"320","2020-08-06",132.580002
"321","2020-08-07",131.509995
"322","2020-08-10",127.43
"323","2020-08-11",125.5
"324","2020-08-12",123.830002
"325","2020-08-13",126.989998
"326","2020-08-14",125.040001
"327","2020-08-17",125.5
"328","2020-08-18",124.309998
"329","2020-08-19",125.349998
"330","2020-08-20",127.919998
"331","2020-08-21",126
"332","2020-08-24",124.510002
"333","2020-08-25",124.510002
"334","2020-08-26",125.519997
"335","2020-08-27",132.149994
"336","2020-08-28",131.020004
"337","2020-08-31",135.850006
"338","2020-09-01",135.240005
"339","2020-09-02",129.699997
"340","2020-09-03",129.800003
"341","2020-09-04",125.82
"342","2020-09-08",134.470001
"343","2020-09-09",138.169998
"344","2020-09-10",143.039993
"345","2020-09-11",134.880005
"346","2020-09-14",143.179993
"347","2020-09-15",146.479996
"348","2020-09-16",156.570007
"349","2020-09-17",157.220001
"350","2020-09-18",149.039993
"351","2020-09-21",148.800003
"352","2020-09-22",153.820007
"353","2020-09-23",150.570007
"354","2020-09-24",147.899994
"355","2020-09-25",155.020004
"356","2020-09-28",151.300003
"357","2020-09-29",165.660004
"358","2020-09-30",166.059998
"359","2020-10-01",170.600006
"360","2020-10-02",166.240005
"361","2020-10-05",175.490005
"362","2020-10-06",181.860001
"363","2020-10-07",189.139999
"364","2020-10-08",193.380005
"365","2020-10-09",194.945007
"366","2020-10-12",192.300003
"367","2020-10-13",187.619995
"368","2020-10-14",188.729996
"369","2020-10-15",184.850006
"370","2020-10-16",183.580002
"371","2020-10-19",184.139999
"372","2020-10-20",176.289993
"373","2020-10-21",177.910004
"374","2020-10-22",172.169998
"375","2020-10-23",171.729996
"376","2020-10-26",164.539993
"377","2020-10-27",161.949997
"378","2020-10-28",156.050003
"379","2020-10-29",151.850006
"380","2020-10-30",142.429993
"381","2020-11-02",143.559998
"382","2020-11-03",146.350006
"383","2020-11-04",149.289993
"384","2020-11-05",157.039993
"385","2020-11-06",156.860001
"386","2020-11-09",150.5
"387","2020-11-10",125.010002
"388","2020-11-11",127.889999
"389","2020-11-12",128.899994
"390","2020-11-13",124.739998
"391","2020-11-16",127.150002
"392","2020-11-17",129.899994
"393","2020-11-18",134.009995
"394","2020-11-19",137.419998
"395","2020-11-20",136.559998
"396","2020-11-23",140.960007
"397","2020-11-24",141.830002
"398","2020-11-25",139.580002
"399","2020-11-27",142.199997
