"","date","NCSM"
"1","2017-04-28",20.01
"2","2017-05-01",20.450001
"3","2017-05-02",20.51
"4","2017-05-03",20.709999
"5","2017-05-04",20.030001
"6","2017-05-05",20.040001
"7","2017-05-08",21.32
"8","2017-05-09",21.16
"9","2017-05-10",20.84
"10","2017-05-11",20.969999
"11","2017-05-12",20.870001
"12","2017-05-15",21.139999
"13","2017-05-16",21.85
"14","2017-05-17",22.860001
"15","2017-05-18",22.879999
"16","2017-05-19",24.09
"17","2017-05-22",24
"18","2017-05-23",24.07
"19","2017-05-24",24.77
"20","2017-05-25",25.219999
"21","2017-05-26",27.040001
"22","2017-05-30",26.120001
"23","2017-05-31",26.24
"24","2017-06-01",26.41
"25","2017-06-02",25.969999
"26","2017-06-05",26.049999
"27","2017-06-06",25.98
"28","2017-06-07",25.1
"29","2017-06-08",25.77
"30","2017-06-09",25.790001
"31","2017-06-12",26.23
"32","2017-06-13",26.17
"33","2017-06-14",25.9
"34","2017-06-15",24.92
"35","2017-06-16",23.23
"36","2017-06-19",24.120001
"37","2017-06-20",24.110001
"38","2017-06-21",22.059999
"39","2017-06-22",21.99
"40","2017-06-23",22.690001
"41","2017-06-26",22.07
"42","2017-06-27",23
"43","2017-06-28",23.5
"44","2017-06-29",24.42
"45","2017-06-30",25.18
"46","2017-07-03",25.66
"47","2017-07-05",24.84
"48","2017-07-06",23.02
"49","2017-07-07",22.780001
"50","2017-07-10",24.4
"51","2017-07-11",23.030001
"52","2017-07-12",22.91
"53","2017-07-13",22.940001
"54","2017-07-14",23.120001
"55","2017-07-17",22.85
"56","2017-07-18",22.639999
"57","2017-07-19",23.18
"58","2017-07-20",23.74
"59","2017-07-21",22.59
"60","2017-07-24",21.9
"61","2017-07-25",22.26
"62","2017-07-26",22.25
"63","2017-07-27",22.059999
"64","2017-07-28",22.030001
"65","2017-07-31",22.450001
"66","2017-08-01",20.9
"67","2017-08-02",20.93
"68","2017-08-03",21
"69","2017-08-04",21.719999
"70","2017-08-07",21.389999
"71","2017-08-08",21.309999
"72","2017-08-09",21.389999
"73","2017-08-10",21.84
"74","2017-08-11",21.860001
"75","2017-08-14",22.040001
"76","2017-08-15",21.620001
"77","2017-08-16",21.610001
"78","2017-08-17",20.030001
"79","2017-08-18",19.940001
"80","2017-08-21",19.42
"81","2017-08-22",19.24
"82","2017-08-23",19.110001
"83","2017-08-24",19.57
"84","2017-08-25",19.83
"85","2017-08-28",19.59
"86","2017-08-29",19.610001
"87","2017-08-30",19.049999
"88","2017-08-31",19.76
"89","2017-09-01",20.01
"90","2017-09-05",19.98
"91","2017-09-06",20.65
"92","2017-09-07",21.309999
"93","2017-09-08",20.389999
"94","2017-09-11",20.629999
"95","2017-09-12",21.01
"96","2017-09-13",21.48
"97","2017-09-14",21.74
"98","2017-09-15",22.23
"99","2017-09-18",23.34
"100","2017-09-19",23.299999
"101","2017-09-20",23.799999
"102","2017-09-21",23.67
"103","2017-09-22",23.219999
"104","2017-09-25",23.190001
"105","2017-09-26",23.610001
"106","2017-09-27",24.58
"107","2017-09-28",23.84
"108","2017-09-29",24.08
"109","2017-10-02",23.26
"110","2017-10-03",23.4
"111","2017-10-04",23.209999
"112","2017-10-05",22.700001
"113","2017-10-06",21.299999
"114","2017-10-09",21.440001
"115","2017-10-10",22.01
"116","2017-10-11",21.280001
"117","2017-10-12",20.98
"118","2017-10-13",21.870001
"119","2017-10-16",22.129999
"120","2017-10-17",21.790001
"121","2017-10-18",20.93
"122","2017-10-19",21.42
"123","2017-10-20",20.57
"124","2017-10-23",20.16
"125","2017-10-24",20.299999
"126","2017-10-25",20.549999
"127","2017-10-26",20.860001
"128","2017-10-27",20.99
"129","2017-10-30",21.1
"130","2017-10-31",21.780001
"131","2017-11-01",21.41
"132","2017-11-02",21.58
"133","2017-11-03",21.59
"134","2017-11-06",21.92
"135","2017-11-07",21.32
"136","2017-11-08",20.860001
"137","2017-11-09",21
"138","2017-11-10",21.23
"139","2017-11-13",20.74
"140","2017-11-14",16.139999
"141","2017-11-15",16.33
"142","2017-11-16",16.5
"143","2017-11-17",16.719999
"144","2017-11-20",16.219999
"145","2017-11-21",16.879999
"146","2017-11-22",17.030001
"147","2017-11-24",16.780001
"148","2017-11-27",16.209999
"149","2017-11-28",16.15
"150","2017-11-29",15.99
"151","2017-11-30",16.799999
"152","2017-12-01",17.02
"153","2017-12-04",16.940001
"154","2017-12-05",15.35
"155","2017-12-06",14.34
"156","2017-12-07",14.65
"157","2017-12-08",15.05
"158","2017-12-11",15.35
"159","2017-12-12",15.95
"160","2017-12-13",15.29
"161","2017-12-14",14.28
"162","2017-12-15",14.51
"163","2017-12-18",14.74
"164","2017-12-19",14.53
"165","2017-12-20",14.95
"166","2017-12-21",15.2
"167","2017-12-22",14.99
"168","2017-12-26",15.05
"169","2017-12-27",15
"170","2017-12-28",14.82
"171","2017-12-29",14.74
"172","2018-01-02",15.86
"173","2018-01-03",17.09
"174","2018-01-04",17.440001
"175","2018-01-05",17.440001
"176","2018-01-08",17.65
"177","2018-01-09",18.110001
"178","2018-01-10",18.6
"179","2018-01-11",18.799999
"180","2018-01-12",19.4
"181","2018-01-16",18.799999
"182","2018-01-17",19.110001
"183","2018-01-18",18.309999
"184","2018-01-19",18.43
"185","2018-01-22",18.879999
"186","2018-01-23",18.68
"187","2018-01-24",18.42
"188","2018-01-25",18.120001
"189","2018-01-26",17.99
"190","2018-01-29",16.98
"191","2018-01-30",16.27
"192","2018-01-31",16.34
"193","2018-02-01",16.82
"194","2018-02-02",16.639999
"195","2018-02-05",15.79
"196","2018-02-06",16.469999
