"","date","RAVE"
"160","2007-08-21",2.5
"161","2007-08-22",2.3
"162","2007-08-23",2.08
"163","2007-08-24",2.16
"164","2007-08-27",2.25
"165","2007-08-28",2.25
"166","2007-08-29",2.23
"167","2007-08-30",2.19
"168","2007-08-31",2.2
"169","2007-09-04",2.1
"170","2007-09-05",2.1
"171","2007-09-06",2.19
"172","2007-09-07",2.17
"173","2007-09-10",2.14
"174","2007-09-11",2.14
"175","2007-09-12",2.15
"176","2007-09-13",2.57
"177","2007-09-14",2.39
"178","2007-09-17",2.3
"179","2007-09-18",2.09
"180","2007-09-19",2.09
"181","2007-09-20",2.26
"182","2007-09-21",2.42
"183","2007-09-24",2.38
"184","2007-09-25",2.23
"185","2007-09-26",2.24
"186","2007-09-27",2.24
"187","2007-09-28",2.2
"188","2007-10-01",2.44
"189","2007-10-02",2.44
"190","2007-10-03",2.33
"191","2007-10-04",2.33
"192","2007-10-05",2.33
"193","2007-10-08",2.41
"194","2007-10-09",2.68
"195","2007-10-10",2.59
"196","2007-10-11",2.26
"197","2007-10-12",2.3
"198","2007-10-15",2.33
"199","2007-10-16",2.31
"200","2007-10-17",2.51
"201","2007-10-18",2.53
"202","2007-10-19",2.53
"203","2007-10-22",2.33
"204","2007-10-23",2.45
"205","2007-10-24",2.47
"206","2007-10-25",2.5
"207","2007-10-26",2.6
"208","2007-10-29",2.51
"209","2007-10-30",2.6
"210","2007-10-31",2.7
"211","2007-11-01",2.55
"212","2007-11-02",2.39
"213","2007-11-05",2.38
"214","2007-11-06",2.6
"215","2007-11-07",2.58
"216","2007-11-08",2.71
"217","2007-11-09",2.85
"218","2007-11-12",2.88
"219","2007-11-13",2.81
"220","2007-11-14",2.88
"221","2007-11-15",2.71
"222","2007-11-16",2.86
"223","2007-11-19",2.88
"224","2007-11-20",2.88
"225","2007-11-21",2.86
"226","2007-11-23",2.85
"227","2007-11-26",2.83
"228","2007-11-27",2.8
"229","2007-11-28",2.8
"230","2007-11-29",2.8
"231","2007-11-30",2.85
"232","2007-12-03",2.9
"233","2007-12-04",2.89
"234","2007-12-05",2.92
"235","2007-12-06",2.9
"236","2007-12-07",2.86
"237","2007-12-10",2.9
"238","2007-12-11",2.83
"239","2007-12-12",2.89
"240","2007-12-13",2.86
"241","2007-12-14",2.89
"242","2007-12-17",2.89
"243","2007-12-18",2.83
"244","2007-12-19",2.85
"245","2007-12-20",2.91
"246","2007-12-21",2.91
"247","2007-12-24",2.89
"248","2007-12-26",2.92
"249","2007-12-27",2.9
"250","2007-12-28",2.92
"251","2007-12-31",3
"252","2008-01-02",2.9
"253","2008-01-03",2.97
"254","2008-01-04",3
"255","2008-01-07",3.04
"256","2008-01-08",2.98
"257","2008-01-09",2.93
"258","2008-01-10",2.93
"259","2008-01-11",3
"260","2008-01-14",2.9
"261","2008-01-15",2.87
"262","2008-01-16",2.93
"263","2008-01-17",2.81
"264","2008-01-18",2.89
"265","2008-01-22",2.66
"266","2008-01-23",2.68
"267","2008-01-24",2.7
"268","2008-01-25",2.62
"269","2008-01-28",2.48
"270","2008-01-29",2.59
"271","2008-01-30",2.49
"272","2008-01-31",2.5
"273","2008-02-01",2.5
"274","2008-02-04",2.45
"275","2008-02-05",2.46
"276","2008-02-06",2.8
"277","2008-02-07",2.96
"278","2008-02-08",2.9
"279","2008-02-11",2.89
"280","2008-02-12",2.84
"281","2008-02-13",2.88
"282","2008-02-14",2.86
"283","2008-02-15",2.99
"284","2008-02-19",3.04
"285","2008-02-20",2.85
"286","2008-02-21",2.84
"287","2008-02-22",2.89
"288","2008-02-25",2.83
"289","2008-02-26",2.74
"290","2008-02-27",2.75
"291","2008-02-28",2.81
"292","2008-02-29",2.67
"293","2008-03-03",2.59
"294","2008-03-04",2.6
"295","2008-03-05",2.6
"296","2008-03-06",2.78
"297","2008-03-07",2.78
"298","2008-03-10",2.84
"299","2008-03-11",2.86
"300","2008-03-12",2.77
"301","2008-03-13",2.7
"302","2008-03-14",2.72
"303","2008-03-17",2.85
"304","2008-03-18",2.8
"305","2008-03-19",2.72
"306","2008-03-20",2.75
"307","2008-03-24",2.72
"308","2008-03-25",2.78
"309","2008-03-26",2.68
"310","2008-03-27",2.7
"311","2008-03-28",2.64
"312","2008-03-31",2.6
"313","2008-04-01",2.77
"314","2008-04-02",2.71
"315","2008-04-03",2.77
"316","2008-04-04",2.72
"317","2008-04-07",2.72
"318","2008-04-08",2.75
"319","2008-04-09",2.98
"320","2008-04-10",2.9
"321","2008-04-11",2.93
"322","2008-04-14",2.9
"323","2008-04-15",2.9
"324","2008-04-16",2.9
"325","2008-04-17",2.9
"326","2008-04-18",2.73
"327","2008-04-21",2.72
"328","2008-04-22",2.73
"329","2008-04-23",2.75
"330","2008-04-24",2.73
"331","2008-04-25",2.73
"332","2008-04-28",2.74
"333","2008-04-29",2.7
"334","2008-04-30",2.67
"335","2008-05-01",2.69
"336","2008-05-02",2.71
"337","2008-05-05",2.65
"338","2008-05-06",2.56
"339","2008-05-07",2.61
"340","2008-05-08",2.72
"341","2008-05-09",2.62
"342","2008-05-12",2.62
"343","2008-05-13",2.7
"344","2008-05-14",2.65
"345","2008-05-15",2.69
"346","2008-05-16",2.59
"347","2008-05-19",2.56
"348","2008-05-20",2.6
"349","2008-05-21",2.56
"350","2008-05-22",2.52
"351","2008-05-23",2.5
"352","2008-05-27",2.31
"353","2008-05-28",2.33
"354","2008-05-29",2.37
"355","2008-05-30",2.26
"356","2008-06-02",2.32
"357","2008-06-03",2.33
"358","2008-06-04",2.45
"359","2008-06-05",2.47
"360","2008-06-06",2.45
"361","2008-06-09",2.37
"362","2008-06-10",2.26
"363","2008-06-11",2.3
"364","2008-06-12",2.3
"365","2008-06-13",2.39
"366","2008-06-16",2.28
"367","2008-06-17",2.4
"368","2008-06-18",2.35
"369","2008-06-19",2.43
"370","2008-06-20",2.36
"371","2008-06-23",2.36
"372","2008-06-24",2.37
"373","2008-06-25",2.4
"374","2008-06-26",2.47
"375","2008-06-27",2.4
"376","2008-06-30",2.48
"377","2008-07-01",2.38
"378","2008-07-02",2.32
"379","2008-07-03",2.38
"380","2008-07-07",2.34
"381","2008-07-08",2.4
"382","2008-07-09",2.4
"383","2008-07-10",2.35
"384","2008-07-11",2.37
"385","2008-07-14",2.35
"386","2008-07-15",2.4
"387","2008-07-16",2.45
"388","2008-07-17",2.45
"389","2008-07-18",2.4
"390","2008-07-21",2.37
"391","2008-07-22",2.37
"392","2008-07-23",2.45
"393","2008-07-24",2.42
"394","2008-07-25",2.48
"395","2008-07-28",2.48
"396","2008-07-29",2.48
"397","2008-07-30",2.49
"398","2008-07-31",2.56
"399","2008-08-01",2.56
"400","2008-08-04",2.52
"401","2008-08-05",2.52
"402","2008-08-06",2.55
"403","2008-08-07",2.51
"404","2008-08-08",2.53
"405","2008-08-11",2.55
"406","2008-08-12",2.53
"407","2008-08-13",2.52
"408","2008-08-14",2.52
"409","2008-08-15",2.5
"410","2008-08-18",2.51
"411","2008-08-19",2.51
"412","2008-08-20",2.51
"413","2008-08-21",2.54
"414","2008-08-22",2.59
"415","2008-08-25",2.59
"416","2008-08-26",2.61
"417","2008-08-27",2.61
"418","2008-08-28",2.61
"419","2008-08-29",2.59
"420","2008-09-02",2.54
"421","2008-09-03",2.55
"422","2008-09-04",2.55
"423","2008-09-05",2.54
"424","2008-09-08",2.54
"425","2008-09-09",2.55
"426","2008-09-10",2.52
"427","2008-09-11",2.53
"428","2008-09-12",2.59
"429","2008-09-15",2.51
"430","2008-09-16",2.51
"431","2008-09-17",2.53
"432","2008-09-18",2.51
"433","2008-09-19",2.51
"434","2008-09-22",2.44
"435","2008-09-23",2.42
"436","2008-09-24",2.41
"437","2008-09-25",2.38
"438","2008-09-26",2.32
"439","2008-09-29",2.48
"440","2008-09-30",2.45
"441","2008-10-01",2.54
"442","2008-10-02",2.56
"443","2008-10-03",2.56
"444","2008-10-06",2.45
"445","2008-10-07",2.48
"446","2008-10-08",2.4
"447","2008-10-09",2.48
"448","2008-10-10",2.46
"449","2008-10-13",2.49
"450","2008-10-14",2.5
"451","2008-10-15",2.55
"452","2008-10-16",2.58
"453","2008-10-17",2.72
"454","2008-10-20",2.6
"455","2008-10-21",2.55
"456","2008-10-22",2.57
"457","2008-10-23",2.57
"458","2008-10-24",2.55
"459","2008-10-27",2.55
"460","2008-10-28",2.55
"461","2008-10-29",2.57
"462","2008-10-30",2.57
"463","2008-10-31",2.57
"464","2008-11-03",2.58
"465","2008-11-04",2.58
"466","2008-11-05",2.55
"467","2008-11-06",2.55
"468","2008-11-07",2.57
"469","2008-11-10",2.54
"470","2008-11-11",2.55
"471","2008-11-12",2.5
"472","2008-11-13",2.45
"473","2008-11-14",2.15
"474","2008-11-17",1.65
"475","2008-11-18",1.71
"476","2008-11-19",1.72
"477","2008-11-20",2
"478","2008-11-21",1.9
"479","2008-11-24",1.57
"480","2008-11-25",1.56
"481","2008-11-26",1.96
"482","2008-11-28",1.99
"483","2008-12-01",1.6
"484","2008-12-02",1.62
"485","2008-12-03",1.63
"486","2008-12-04",1.59
"487","2008-12-05",1.6
"488","2008-12-08",1.66
"489","2008-12-09",1.66
"490","2008-12-10",1.66
"491","2008-12-11",1.65
"492","2008-12-12",1.65
"493","2008-12-15",1.63
"494","2008-12-16",1.63
"495","2008-12-17",1.68
"496","2008-12-18",1.65
"497","2008-12-19",1.95
"498","2008-12-22",1.88
"499","2008-12-23",1.86
"500","2008-12-24",1.77
"501","2008-12-26",1.89
"502","2008-12-29",1.65
"503","2008-12-30",1.88
"504","2008-12-31",1.93
"505","2009-01-02",1.99
"506","2009-01-05",1.99
"507","2009-01-06",1.92
"508","2009-01-07",1.9
"509","2009-01-08",1.74
"510","2009-01-09",1.56
"511","2009-01-12",1.5
"512","2009-01-13",1.35
"513","2009-01-14",1.15
"514","2009-01-15",1.19
"515","2009-01-16",1.15
"516","2009-01-20",1.17
"517","2009-01-21",1.25
"518","2009-01-22",1.25
"519","2009-01-23",1.2
"520","2009-01-26",1.12
"521","2009-01-27",1.06
"522","2009-01-28",1.2
"523","2009-01-29",1.13
"524","2009-01-30",1.2
"525","2009-02-02",1.24
"526","2009-02-03",1.24
"527","2009-02-04",1.09
"528","2009-02-05",1.2
"529","2009-02-06",1.09
"530","2009-02-09",1.08
"531","2009-02-10",1.08
"532","2009-02-11",1.09
"533","2009-02-12",1.1
"534","2009-02-13",1.1
"535","2009-02-17",1.15
"536","2009-02-18",1.14
"537","2009-02-19",1.14
"538","2009-02-20",1.1
"539","2009-02-23",1.09
"540","2009-02-24",1.09
"541","2009-02-25",1.09
"542","2009-02-26",1.15
"543","2009-02-27",1.12
"544","2009-03-02",1.12
"545","2009-03-03",1.15
"546","2009-03-04",1.07
"547","2009-03-05",1.05
"548","2009-03-06",1.05
"549","2009-03-09",1.16
"550","2009-03-10",1.03
"551","2009-03-11",1.08
"552","2009-03-12",1.08
"553","2009-03-13",1.06
"554","2009-03-16",1.06
"555","2009-03-17",1.11
"556","2009-03-18",1.12
"557","2009-03-19",1.12
"558","2009-03-20",1.05
"559","2009-03-23",1.03
"560","2009-03-24",1.05
"561","2009-03-25",1.07
"562","2009-03-26",1.04
"563","2009-03-27",1.01
"564","2009-03-30",1
"565","2009-03-31",1.01
"566","2009-04-01",1.15
"567","2009-04-02",1
"568","2009-04-03",1.13
"569","2009-04-06",1.08
"570","2009-04-07",1.08
"571","2009-04-08",0.98
"572","2009-04-09",1.1
"573","2009-04-13",1.04
"574","2009-04-14",1.07
"575","2009-04-15",1.1
"576","2009-04-16",1.13
"577","2009-04-17",1.18
"578","2009-04-20",1.1
"579","2009-04-21",1.18
"580","2009-04-22",1.28
"581","2009-04-23",1.4
"582","2009-04-24",1.37
"583","2009-04-27",1.33
"584","2009-04-28",1.31
"585","2009-04-29",1.29
"586","2009-04-30",1.26
"587","2009-05-01",1.3
"588","2009-05-04",1.48
"589","2009-05-05",1.4
"590","2009-05-06",1.47
"591","2009-05-07",1.49
"592","2009-05-08",1.48
"593","2009-05-11",1.38
"594","2009-05-12",1.5
"595","2009-05-13",1.48
"596","2009-05-14",1.5
"597","2009-05-15",1.49
"598","2009-05-18",1.5
"599","2009-05-19",1.57
"600","2009-05-20",1.57
"601","2009-05-21",1.49
"602","2009-05-22",1.49
"603","2009-05-26",1.49
"604","2009-05-27",1.51
"605","2009-05-28",1.55
"606","2009-05-29",1.59
"607","2009-06-01",1.52
"608","2009-06-02",1.62
"609","2009-06-03",1.73
"610","2009-06-04",1.7
"611","2009-06-05",1.65
"612","2009-06-08",1.7
"613","2009-06-09",1.62
"614","2009-06-10",1.6
"615","2009-06-11",1.74
"616","2009-06-12",1.7
"617","2009-06-15",1.72
"618","2009-06-16",1.67
"619","2009-06-17",1.72
"620","2009-06-18",1.89
"621","2009-06-19",1.84
"622","2009-06-22",1.98
"623","2009-06-23",1.98
"624","2009-06-24",2.03
"625","2009-06-25",1.96
"626","2009-06-26",2
"627","2009-06-29",1.9
"628","2009-06-30",1.9
"629","2009-07-01",1.99
"630","2009-07-02",2
"631","2009-07-06",1.95
"632","2009-07-07",1.95
"633","2009-07-08",1.9
"634","2009-07-09",1.74
"635","2009-07-10",1.55
"636","2009-07-13",1.65
"637","2009-07-14",1.68
"638","2009-07-15",1.72
"639","2009-07-16",1.72
"640","2009-07-17",1.69
"641","2009-07-20",1.7
"642","2009-07-21",1.79
"643","2009-07-22",1.9
"644","2009-07-23",1.95
"645","2009-07-24",2
"646","2009-07-27",2
"647","2009-07-28",1.9
"648","2009-07-29",1.97
"649","2009-07-30",1.88
"650","2009-07-31",1.9
"651","2009-08-03",1.9
"652","2009-08-04",1.88
"653","2009-08-05",1.85
"654","2009-08-06",1.9
"655","2009-08-07",1.89
"656","2009-08-10",1.88
"657","2009-08-11",1.85
"658","2009-08-12",1.89
"659","2009-08-13",1.84
"660","2009-08-14",1.86
"661","2009-08-17",1.86
"662","2009-08-18",1.82
"663","2009-08-19",1.83
"664","2009-08-20",1.83
"665","2009-08-21",1.8
"666","2009-08-24",1.75
"667","2009-08-25",1.75
"668","2009-08-26",1.71
"669","2009-08-27",1.65
"670","2009-08-28",1.7
"671","2009-08-31",1.68
"672","2009-09-01",1.72
"673","2009-09-02",1.7
"674","2009-09-03",1.72
"675","2009-09-04",1.69
"676","2009-09-08",1.7
"677","2009-09-09",1.63
"678","2009-09-10",1.7
"679","2009-09-11",1.69
"680","2009-09-14",1.69
"681","2009-09-15",1.71
"682","2009-09-16",1.72
"683","2009-09-17",1.77
"684","2009-09-18",1.8
"685","2009-09-21",1.66
"686","2009-09-22",1.75
"687","2009-09-23",1.75
"688","2009-09-24",1.7
"689","2009-09-25",1.7
"690","2009-09-28",1.68
"691","2009-09-29",1.65
"692","2009-09-30",1.68
"693","2009-10-01",1.61
"694","2009-10-02",1.6
"695","2009-10-05",1.7
"696","2009-10-06",1.7
"697","2009-10-07",1.72
"698","2009-10-08",1.7
"699","2009-10-09",1.74
"700","2009-10-12",1.75
"701","2009-10-13",1.73
"702","2009-10-14",1.67
"703","2009-10-15",1.75
"704","2009-10-16",1.75
"705","2009-10-19",1.81
"706","2009-10-20",1.75
"707","2009-10-21",1.75
"708","2009-10-22",1.75
"709","2009-10-23",1.75
"710","2009-10-26",1.75
"711","2009-10-27",1.66
"712","2009-10-28",1.68
"713","2009-10-29",1.7
"714","2009-10-30",1.7
"715","2009-11-02",1.68
"716","2009-11-03",1.7
"717","2009-11-04",1.68
"718","2009-11-05",1.64
"719","2009-11-06",1.65
"720","2009-11-09",1.6
"721","2009-11-10",1.6
"722","2009-11-11",1.68
"723","2009-11-12",1.6
"724","2009-11-13",1.61
"725","2009-11-16",1.65
"726","2009-11-17",1.6
"727","2009-11-18",1.59
"728","2009-11-19",1.6
"729","2009-11-20",1.57
"730","2009-11-23",1.61
"731","2009-11-24",1.59
"732","2009-11-25",1.65
"733","2009-11-27",1.66
"734","2009-11-30",1.6
"735","2009-12-01",1.55
"736","2009-12-02",1.55
"737","2009-12-03",1.54
"738","2009-12-04",1.6
"739","2009-12-07",1.58
"740","2009-12-08",1.64
"741","2009-12-09",1.68
"742","2009-12-10",1.62
"743","2009-12-11",1.65
"744","2009-12-14",1.64
"745","2009-12-15",1.6
"746","2009-12-16",1.59
"747","2009-12-17",1.63
"748","2009-12-18",1.59
"749","2009-12-21",1.61
"750","2009-12-22",1.59
"751","2009-12-23",1.61
"752","2009-12-24",1.59
"753","2009-12-28",1.59
"754","2009-12-29",1.6
"755","2009-12-30",1.6
"756","2009-12-31",1.6
"757","2010-01-04",1.61
"758","2010-01-05",1.67
"759","2010-01-06",1.65
"760","2010-01-07",1.7
"761","2010-01-08",1.65
"762","2010-01-11",1.67
"763","2010-01-12",1.61
"764","2010-01-13",1.59
"765","2010-01-14",1.58
"766","2010-01-15",1.55
"767","2010-01-19",1.63
"768","2010-01-20",1.58
"769","2010-01-21",1.56
"770","2010-01-22",1.61
"771","2010-01-25",1.65
"772","2010-01-26",1.67
"773","2010-01-27",1.7
"774","2010-01-28",1.74
"775","2010-01-29",1.71
"776","2010-02-01",1.72
"777","2010-02-02",1.74
"778","2010-02-03",1.75
"779","2010-02-04",1.67
"780","2010-02-05",1.67
"781","2010-02-08",1.69
"782","2010-02-09",1.69
"783","2010-02-10",1.68
"784","2010-02-11",1.65
"785","2010-02-12",1.71
"786","2010-02-16",1.69
"787","2010-02-17",1.65
"788","2010-02-18",1.65
"789","2010-02-19",1.7
"790","2010-02-22",1.66
"791","2010-02-23",1.66
"792","2010-02-24",1.66
"793","2010-02-25",1.66
"794","2010-02-26",1.69
"795","2010-03-01",1.68
"796","2010-03-02",1.79
"797","2010-03-03",1.75
"798","2010-03-04",1.73
"799","2010-03-05",1.84
"800","2010-03-08",1.83
"801","2010-03-09",1.89
"802","2010-03-10",1.89
"803","2010-03-11",1.81
"804","2010-03-12",1.9
"805","2010-03-15",1.91
"806","2010-03-16",2
"807","2010-03-17",2.03
"808","2010-03-18",2.1
"809","2010-03-19",2.05
"810","2010-03-22",2
"811","2010-03-23",2
"812","2010-03-24",1.98
"813","2010-03-25",2.06
"814","2010-03-26",2.1
"815","2010-03-29",2.1
"816","2010-03-30",2.05
"817","2010-03-31",2.05
"818","2010-04-01",2.14
"819","2010-04-05",2.04
"820","2010-04-06",2.05
"821","2010-04-07",2.02
"822","2010-04-08",1.99
"823","2010-04-09",2
"824","2010-04-12",1.99
"825","2010-04-13",1.97
"826","2010-04-14",2
"827","2010-04-15",1.99
"828","2010-04-16",1.91
"829","2010-04-19",1.94
"830","2010-04-20",2.01
"831","2010-04-21",1.93
"832","2010-04-22",1.92
"833","2010-04-23",1.95
"834","2010-04-26",2
"835","2010-04-27",2
"836","2010-04-28",1.95
"837","2010-04-29",2
"838","2010-04-30",2
"839","2010-05-03",1.94
"840","2010-05-04",2.04
"841","2010-05-05",1.96
"842","2010-05-06",1.95
"843","2010-05-07",1.93
"844","2010-05-10",1.91
"845","2010-05-11",1.91
"846","2010-05-12",1.91
"847","2010-05-13",1.91
"848","2010-05-14",1.86
"849","2010-05-17",1.86
"850","2010-05-18",1.87
"851","2010-05-19",1.87
"852","2010-05-20",1.89
"853","2010-05-21",1.86
"854","2010-05-24",1.86
"855","2010-05-25",1.85
"856","2010-05-26",1.77
"857","2010-05-27",1.79
"858","2010-05-28",1.77
"859","2010-06-01",1.77
"860","2010-06-02",1.82
"861","2010-06-03",1.83
"862","2010-06-04",1.8
"863","2010-06-07",1.85
"864","2010-06-08",1.85
"865","2010-06-09",1.85
"866","2010-06-10",1.85
"867","2010-06-11",1.82
"868","2010-06-14",1.8
"869","2010-06-15",1.87
"870","2010-06-16",1.86
"871","2010-06-17",1.84
"872","2010-06-18",1.85
"873","2010-06-21",1.87
"874","2010-06-22",1.88
"875","2010-06-23",1.85
"876","2010-06-24",1.85
"877","2010-06-25",1.85
"878","2010-06-28",1.87
"879","2010-06-29",1.87
"880","2010-06-30",1.85
"881","2010-07-01",1.83
"882","2010-07-02",1.93
"883","2010-07-06",1.85
"884","2010-07-07",1.85
"885","2010-07-08",1.85
"886","2010-07-09",1.93
"887","2010-07-12",1.95
"888","2010-07-13",1.9
"889","2010-07-14",1.9
"890","2010-07-15",1.86
"891","2010-07-16",1.85
"892","2010-07-19",1.85
"893","2010-07-20",1.9
"894","2010-07-21",1.83
"895","2010-07-22",1.91
"896","2010-07-23",1.85
"897","2010-07-26",1.85
"898","2010-07-27",1.85
"899","2010-07-28",1.89
"900","2010-07-29",1.9
"901","2010-07-30",1.92
"902","2010-08-02",1.87
"903","2010-08-03",1.85
"904","2010-08-04",1.87
"905","2010-08-05",1.95
"906","2010-08-06",1.97
"907","2010-08-09",1.98
"908","2010-08-10",1.98
"909","2010-08-11",1.86
"910","2010-08-12",1.94
"911","2010-08-13",1.99
"912","2010-08-16",1.94
"913","2010-08-17",1.94
"914","2010-08-18",1.99
"915","2010-08-19",2
"916","2010-08-20",2
"917","2010-08-23",1.94
"918","2010-08-24",1.92
"919","2010-08-25",1.9
"920","2010-08-26",1.92
"921","2010-08-27",1.87
"922","2010-08-30",1.86
"923","2010-08-31",1.86
"924","2010-09-01",1.86
"925","2010-09-02",1.87
"926","2010-09-03",1.88
"927","2010-09-07",1.92
"928","2010-09-08",1.95
"929","2010-09-09",1.85
"930","2010-09-10",1.85
"931","2010-09-13",1.85
"932","2010-09-14",1.85
"933","2010-09-15",1.84
"934","2010-09-16",1.82
"935","2010-09-17",1.79
"936","2010-09-20",1.89
"937","2010-09-21",1.87
"938","2010-09-22",1.85
"939","2010-09-23",1.86
"940","2010-09-24",1.88
"941","2010-09-27",1.88
"942","2010-09-28",1.9
"943","2010-09-29",1.89
"944","2010-09-30",1.89
"945","2010-10-01",1.94
"946","2010-10-04",1.94
"947","2010-10-05",1.99
"948","2010-10-06",1.92
"949","2010-10-07",1.86
"950","2010-10-08",1.85
"951","2010-10-11",1.85
"952","2010-10-12",1.83
"953","2010-10-13",1.9
"954","2010-10-14",1.87
"955","2010-10-15",1.86
"956","2010-10-18",1.88
"957","2010-10-19",1.86
"958","2010-10-20",1.86
"959","2010-10-21",1.9
"960","2010-10-22",1.93
"961","2010-10-25",1.96
"962","2010-10-26",1.97
"963","2010-10-27",1.95
"964","2010-10-28",1.92
"965","2010-10-29",1.98
"966","2010-11-01",1.99
"967","2010-11-02",2
"968","2010-11-03",1.95
"969","2010-11-04",2
"970","2010-11-05",2
"971","2010-11-08",1.98
"972","2010-11-09",2
"973","2010-11-10",2
"974","2010-11-11",2
"975","2010-11-12",1.99
"976","2010-11-15",1.99
"977","2010-11-16",1.99
"978","2010-11-17",1.99
"979","2010-11-18",2.03
"980","2010-11-19",1.95
"981","2010-11-22",1.91
"982","2010-11-23",1.89
"983","2010-11-24",1.88
"984","2010-11-26",1.93
"985","2010-11-29",1.91
"986","2010-11-30",1.88
"987","2010-12-01",1.91
"988","2010-12-02",1.9
"989","2010-12-03",1.89
"990","2010-12-06",1.91
"991","2010-12-07",1.92
"992","2010-12-08",1.94
"993","2010-12-09",1.93
"994","2010-12-10",1.95
"995","2010-12-13",1.92
"996","2010-12-14",1.97
"997","2010-12-15",1.97
"998","2010-12-16",1.99
"999","2010-12-17",1.97
"1000","2010-12-20",1.91
"1001","2010-12-21",1.96
"1002","2010-12-22",1.88
"1003","2010-12-23",1.88
