"","date","SXC"
"140","2012-02-08",15.65
"141","2012-02-09",15.26
"142","2012-02-10",15.1
"143","2012-02-13",14.88
"144","2012-02-14",14.74
"145","2012-02-15",14.28
"146","2012-02-16",14.66
"147","2012-02-17",14.45
"148","2012-02-21",14.34
"149","2012-02-22",13.97
"150","2012-02-23",14.39
"151","2012-02-24",14.43
"152","2012-02-27",14.43
"153","2012-02-28",14.59
"154","2012-02-29",14.33
"155","2012-03-01",14.69
"156","2012-03-02",14.17
"157","2012-03-05",13.85
"158","2012-03-06",13.34
"159","2012-03-07",13.81
"160","2012-03-08",13.89
"161","2012-03-09",14.29
"162","2012-03-12",14.35
"163","2012-03-13",14.54
"164","2012-03-14",14.4
"165","2012-03-15",13.98
"166","2012-03-16",13.88
"167","2012-03-19",14.55
"168","2012-03-20",14.4
"169","2012-03-21",14.34
"170","2012-03-22",14.01
"171","2012-03-23",14.11
"172","2012-03-26",14.32
"173","2012-03-27",14.24
"174","2012-03-28",13.9
"175","2012-03-29",14.26
"176","2012-03-30",14.21
"177","2012-04-02",14.5
"178","2012-04-03",14.4
"179","2012-04-04",14
"180","2012-04-05",14.55
"181","2012-04-09",14.33
"182","2012-04-10",14
"183","2012-04-11",14.08
"184","2012-04-12",14.57
"185","2012-04-13",14.26
"186","2012-04-16",14.4
"187","2012-04-17",14.38
"188","2012-04-18",14.1
"189","2012-04-19",14.28
"190","2012-04-20",14.3
"191","2012-04-23",13.98
"192","2012-04-24",14.33
"193","2012-04-25",14.45
"194","2012-04-26",14.8
"195","2012-04-27",14.97
"196","2012-04-30",15.22
"197","2012-05-01",15.08
"198","2012-05-02",15.07
"199","2012-05-03",14.65
"200","2012-05-04",14.2
"201","2012-05-07",14.35
"202","2012-05-08",14.65
"203","2012-05-09",15
"204","2012-05-10",14.87
"205","2012-05-11",14.93
"206","2012-05-14",14.67
"207","2012-05-15",14.54
"208","2012-05-16",14.82
"209","2012-05-17",14.38
"210","2012-05-18",14.37
"211","2012-05-21",14.53
"212","2012-05-22",14.16
"213","2012-05-23",14.37
"214","2012-05-24",14.34
"215","2012-05-25",14.44
"216","2012-05-29",14.74
"217","2012-05-30",14.18
"218","2012-05-31",14.04
"219","2012-06-01",14.01
"220","2012-06-04",14.11
"221","2012-06-05",14.15
"222","2012-06-06",14.35
"223","2012-06-07",14.35
"224","2012-06-08",14.1
"225","2012-06-11",13.55
"226","2012-06-12",13.51
"227","2012-06-13",13.42
"228","2012-06-14",13.54
"229","2012-06-15",13.98
"230","2012-06-18",13.78
"231","2012-06-19",13.84
"232","2012-06-20",13.82
"233","2012-06-21",13.45
"234","2012-06-22",13.5
"235","2012-06-25",13.24
"236","2012-06-26",13.24
"237","2012-06-27",13.68
"238","2012-06-28",14.27
"239","2012-06-29",14.65
"240","2012-07-02",14.83
"241","2012-07-03",14.96
"242","2012-07-05",15.03
"243","2012-07-06",14.89
"244","2012-07-09",14.99
"245","2012-07-10",14.91
"246","2012-07-11",14.66
"247","2012-07-12",14.65
"248","2012-07-13",14.94
"249","2012-07-16",14.79
"250","2012-07-17",14.92
"251","2012-07-18",14.8
"252","2012-07-19",15.02
"253","2012-07-20",15.61
"254","2012-07-23",15.21
"255","2012-07-24",15.11
"256","2012-07-25",14.53
"257","2012-07-26",15.12
"258","2012-07-27",15.79
"259","2012-07-30",16.18
"260","2012-07-31",16
"261","2012-08-01",16.65
"262","2012-08-02",16.280001
"263","2012-08-03",16.690001
"264","2012-08-06",16.85
"265","2012-08-07",16.969999
"266","2012-08-08",16.790001
"267","2012-08-09",16.940001
"268","2012-08-10",17.110001
"269","2012-08-13",16.950001
"270","2012-08-14",16.84
"271","2012-08-15",16.98
"272","2012-08-16",16.76
"273","2012-08-17",17.370001
"274","2012-08-20",17.379999
"275","2012-08-21",17.379999
"276","2012-08-22",17.030001
"277","2012-08-23",16.49
"278","2012-08-24",16.43
"279","2012-08-27",16.85
"280","2012-08-28",16.620001
"281","2012-08-29",15.92
"282","2012-08-30",15.71
"283","2012-08-31",15.82
"284","2012-09-04",16.15
"285","2012-09-05",16.4
"286","2012-09-06",16.969999
"287","2012-09-07",16.879999
"288","2012-09-10",16.959999
"289","2012-09-11",17.030001
"290","2012-09-12",16.959999
"291","2012-09-13",17.17
"292","2012-09-14",17.200001
"293","2012-09-17",17.09
"294","2012-09-18",17.15
"295","2012-09-19",17.48
"296","2012-09-20",17
"297","2012-09-21",16.57
"298","2012-09-24",16.6
"299","2012-09-25",16.059999
"300","2012-09-26",16.280001
"301","2012-09-27",16.75
"302","2012-09-28",16.120001
"303","2012-10-01",16.68
"304","2012-10-02",16.67
"305","2012-10-03",16.370001
"306","2012-10-04",16.690001
"307","2012-10-05",16.629999
"308","2012-10-08",16.43
"309","2012-10-09",16.75
"310","2012-10-10",16.67
"311","2012-10-11",16.719999
"312","2012-10-12",16.33
"313","2012-10-15",16.809999
"314","2012-10-16",16.780001
"315","2012-10-17",16.950001
"316","2012-10-18",16.91
"317","2012-10-19",16.57
"318","2012-10-22",16.9
"319","2012-10-23",16.450001
"320","2012-10-24",16.120001
"321","2012-10-25",16.15
"322","2012-10-26",16.360001
"323","2012-10-31",16.07
"324","2012-11-01",16.48
"325","2012-11-02",16.309999
"326","2012-11-05",16.540001
"327","2012-11-06",17.120001
"328","2012-11-07",16.77
"329","2012-11-08",16.639999
"330","2012-11-09",16.780001
"331","2012-11-12",16.74
"332","2012-11-13",16.35
"333","2012-11-14",15.91
"334","2012-11-15",15.83
"335","2012-11-16",15.78
"336","2012-11-19",16.33
"337","2012-11-20",15.64
"338","2012-11-21",16.02
"339","2012-11-23",16.34
"340","2012-11-26",16.65
"341","2012-11-27",16.639999
"342","2012-11-28",16.59
"343","2012-11-29",16.469999
"344","2012-11-30",16.25
"345","2012-12-03",14.88
"346","2012-12-04",15.53
"347","2012-12-05",15.61
"348","2012-12-06",15.96
"349","2012-12-07",15.98
"350","2012-12-10",15.89
"351","2012-12-11",15.03
"352","2012-12-12",15.11
"353","2012-12-13",15.77
"354","2012-12-14",15.48
"355","2012-12-17",15.4
"356","2012-12-18",15.87
"357","2012-12-19",15.78
"358","2012-12-20",15.97
"359","2012-12-21",15.74
"360","2012-12-24",15.59
"361","2012-12-26",15.66
"362","2012-12-27",15.72
"363","2012-12-28",15.44
"364","2012-12-31",15.59
"365","2013-01-02",16.139999
"366","2013-01-03",16.379999
"367","2013-01-04",16.879999
"368","2013-01-07",16.780001
"369","2013-01-08",16.68
"370","2013-01-09",16.620001
"371","2013-01-10",16.74
"372","2013-01-11",16.459999
"373","2013-01-14",16.26
"374","2013-01-15",16.290001
"375","2013-01-16",16.25
"376","2013-01-17",16.309999
"377","2013-01-18",16.1
"378","2013-01-22",16.33
"379","2013-01-23",16.309999
"380","2013-01-24",16.309999
"381","2013-01-25",16.639999
"382","2013-01-28",16.57
"383","2013-01-29",16.66
"384","2013-01-30",16.6
"385","2013-01-31",16.58
"386","2013-02-01",17
"387","2013-02-04",16.83
"388","2013-02-05",16.780001
"389","2013-02-06",17.01
"390","2013-02-07",17.120001
"391","2013-02-08",17.33
"392","2013-02-11",17.450001
"393","2013-02-12",17.440001
"394","2013-02-13",17.450001
"395","2013-02-14",17.469999
"396","2013-02-15",17.41
"397","2013-02-19",17.309999
"398","2013-02-20",16.549999
"399","2013-02-21",16.629999
"400","2013-02-22",16.719999
"401","2013-02-25",16.049999
"402","2013-02-26",16.35
"403","2013-02-27",16.6
"404","2013-02-28",16.49
"405","2013-03-01",16.42
"406","2013-03-04",16.24
"407","2013-03-05",16.24
"408","2013-03-06",16.32
"409","2013-03-07",16.190001
"410","2013-03-08",16.540001
"411","2013-03-11",16.51
"412","2013-03-12",16.35
"413","2013-03-13",16.129999
"414","2013-03-14",16.530001
"415","2013-03-15",16.42
"416","2013-03-18",16.209999
"417","2013-03-19",16.26
"418","2013-03-20",16.469999
"419","2013-03-21",16.15
"420","2013-03-22",16.34
"421","2013-03-25",16.370001
"422","2013-03-26",16.440001
"423","2013-03-27",16.370001
"424","2013-03-28",16.33
"425","2013-04-01",15.94
"426","2013-04-02",15.6
"427","2013-04-03",15.53
"428","2013-04-04",15.7
"429","2013-04-05",15.61
"430","2013-04-08",15.4
"431","2013-04-09",15.43
"432","2013-04-10",15.74
"433","2013-04-11",15.83
"434","2013-04-12",15.62
"435","2013-04-15",15.17
"436","2013-04-16",15.17
"437","2013-04-17",14.76
"438","2013-04-18",14.9
"439","2013-04-19",15.02
"440","2013-04-22",15.03
"441","2013-04-23",15.15
"442","2013-04-24",15.51
"443","2013-04-25",15.31
"444","2013-04-26",14.71
"445","2013-04-29",15
"446","2013-04-30",15.13
"447","2013-05-01",14.84
"448","2013-05-02",15
"449","2013-05-03",15.09
"450","2013-05-06",15.49
"451","2013-05-07",15.56
"452","2013-05-08",15.85
"453","2013-05-09",15.82
"454","2013-05-10",15.79
"455","2013-05-13",15.27
"456","2013-05-14",15.38
"457","2013-05-15",15.34
"458","2013-05-16",15.24
"459","2013-05-17",15.43
"460","2013-05-20",15.81
"461","2013-05-21",16.190001
"462","2013-05-22",16.41
"463","2013-05-23",16.309999
"464","2013-05-24",16.219999
"465","2013-05-28",16.27
"466","2013-05-29",15.91
"467","2013-05-30",15.96
"468","2013-05-31",15.5
"469","2013-06-03",15.69
"470","2013-06-04",15.45
"471","2013-06-05",15.34
"472","2013-06-06",15.34
"473","2013-06-07",15.36
"474","2013-06-10",15.43
"475","2013-06-11",15.2
"476","2013-06-12",14.88
"477","2013-06-13",15.29
"478","2013-06-14",15.08
"479","2013-06-17",15.31
"480","2013-06-18",15.21
"481","2013-06-19",14.72
"482","2013-06-20",14.43
"483","2013-06-21",14.32
"484","2013-06-24",14.06
"485","2013-06-25",14.07
"486","2013-06-26",14.19
"487","2013-06-27",14.18
"488","2013-06-28",14.02
"489","2013-07-01",14.04
"490","2013-07-02",13.91
"491","2013-07-03",13.71
"492","2013-07-05",13.87
"493","2013-07-08",14.29
"494","2013-07-09",14.58
"495","2013-07-10",14.8
"496","2013-07-11",15.12
"497","2013-07-12",15.11
"498","2013-07-15",15.15
"499","2013-07-16",15.06
"500","2013-07-17",15.34
"501","2013-07-18",15.46
"502","2013-07-19",15.23
"503","2013-07-22",15.41
"504","2013-07-23",15.48
"505","2013-07-24",15.44
"506","2013-07-25",15.19
"507","2013-07-26",16.16
"508","2013-07-29",15.9
"509","2013-07-30",15.99
"510","2013-07-31",15.8
"511","2013-08-01",16.190001
"512","2013-08-02",15.98
"513","2013-08-05",16
"514","2013-08-06",15.64
"515","2013-08-07",15.76
"516","2013-08-08",16.049999
"517","2013-08-09",16.42
"518","2013-08-12",16.67
"519","2013-08-13",16.34
"520","2013-08-14",16.459999
"521","2013-08-15",16.27
"522","2013-08-16",16.280001
"523","2013-08-19",16.1
"524","2013-08-20",15.97
"525","2013-08-21",15.75
"526","2013-08-22",16.32
"527","2013-08-23",16.5
"528","2013-08-26",16.469999
"529","2013-08-27",15.98
"530","2013-08-28",15.95
"531","2013-08-29",15.92
"532","2013-08-30",15.73
"533","2013-09-03",15.99
"534","2013-09-04",15.97
"535","2013-09-05",16.110001
"536","2013-09-06",16.610001
"537","2013-09-09",16.719999
"538","2013-09-10",16.700001
"539","2013-09-11",16.889999
"540","2013-09-12",16.620001
"541","2013-09-13",16.4
"542","2013-09-16",16.370001
"543","2013-09-17",16.610001
"544","2013-09-18",17.139999
"545","2013-09-19",16.75
"546","2013-09-20",16.450001
"547","2013-09-23",16.65
"548","2013-09-24",16.530001
"549","2013-09-25",16.709999
"550","2013-09-26",16.77
"551","2013-09-27",16.700001
"552","2013-09-30",17
"553","2013-10-01",17.16
"554","2013-10-02",17.26
"555","2013-10-03",17.35
"556","2013-10-04",17.450001
"557","2013-10-07",17.280001
"558","2013-10-08",17.16
"559","2013-10-09",17.15
"560","2013-10-10",17.49
"561","2013-10-11",17.65
"562","2013-10-14",17.940001
"563","2013-10-15",18.030001
"564","2013-10-16",18.32
"565","2013-10-17",18.49
"566","2013-10-18",18.6
"567","2013-10-21",18.67
"568","2013-10-22",18.92
"569","2013-10-23",19.02
"570","2013-10-24",19.030001
"571","2013-10-25",19.18
"572","2013-10-28",19.48
"573","2013-10-29",19.690001
"574","2013-10-30",19.76
"575","2013-10-31",20
"576","2013-11-01",20.49
"577","2013-11-04",20.82
"578","2013-11-05",20.950001
"579","2013-11-06",20.83
"580","2013-11-07",20.559999
"581","2013-11-08",21.01
"582","2013-11-11",21.23
"583","2013-11-12",21.48
"584","2013-11-13",21.48
"585","2013-11-14",21.48
"586","2013-11-15",21.780001
"587","2013-11-18",21.43
"588","2013-11-19",21.5
"589","2013-11-20",21.65
"590","2013-11-21",21.91
"591","2013-11-22",22.219999
"592","2013-11-25",22.219999
"593","2013-11-26",22.280001
"594","2013-11-27",22.549999
"595","2013-11-29",22.67
"596","2013-12-02",22.41
"597","2013-12-03",22.469999
"598","2013-12-04",22.18
"599","2013-12-05",22.530001
"600","2013-12-06",22
"601","2013-12-09",22.02
"602","2013-12-10",21.690001
"603","2013-12-11",21.120001
"604","2013-12-12",21.290001
"605","2013-12-13",22.48
"606","2013-12-16",22.59
"607","2013-12-17",22.32
"608","2013-12-18",22.52
"609","2013-12-19",22.620001
"610","2013-12-20",22.450001
"611","2013-12-23",22.389999
"612","2013-12-24",22.700001
"613","2013-12-26",22.74
"614","2013-12-27",23.16
"615","2013-12-30",22.73
"616","2013-12-31",22.809999
"617","2014-01-02",22.77
"618","2014-01-03",22.379999
"619","2014-01-06",22.15
"620","2014-01-07",22
"621","2014-01-08",21.809999
"622","2014-01-09",21.57
"623","2014-01-10",21.559999
"624","2014-01-13",21.15
"625","2014-01-14",21.209999
"626","2014-01-15",21.370001
"627","2014-01-16",21.4
"628","2014-01-17",21.41
"629","2014-01-21",21.4
"630","2014-01-22",21.370001
"631","2014-01-23",21.25
"632","2014-01-24",21.02
"633","2014-01-27",20.950001
"634","2014-01-28",21.450001
"635","2014-01-29",21.18
"636","2014-01-30",21.85
"637","2014-01-31",22.18
"638","2014-02-03",21.34
"639","2014-02-04",21.540001
"640","2014-02-05",21.09
"641","2014-02-06",20.99
"642","2014-02-07",21.15
"643","2014-02-10",20.940001
"644","2014-02-11",21.82
"645","2014-02-12",21.879999
"646","2014-02-13",22.200001
"647","2014-02-14",22.09
"648","2014-02-18",22.049999
"649","2014-02-19",22.1
"650","2014-02-20",22.219999
"651","2014-02-21",22.18
"652","2014-02-24",22.280001
"653","2014-02-25",22.08
"654","2014-02-26",22.299999
"655","2014-02-27",22.33
"656","2014-02-28",22.280001
"657","2014-03-03",22.4
"658","2014-03-04",22.959999
"659","2014-03-05",22.99
"660","2014-03-06",23.549999
"661","2014-03-07",23.41
"662","2014-03-10",23.01
"663","2014-03-11",22.629999
"664","2014-03-12",21.68
"665","2014-03-13",21.280001
"666","2014-03-14",21.73
"667","2014-03-17",21.74
"668","2014-03-18",21.92
"669","2014-03-19",22.01
"670","2014-03-20",22.379999
"671","2014-03-21",23.360001
"672","2014-03-24",23.33
"673","2014-03-25",23.559999
"674","2014-03-26",22.85
"675","2014-03-27",22.9
"676","2014-03-28",22.75
"677","2014-03-31",22.84
"678","2014-04-01",23.41
"679","2014-04-02",23.610001
"680","2014-04-03",23.32
"681","2014-04-04",23.299999
"682","2014-04-07",22.84
"683","2014-04-08",23
"684","2014-04-09",22.940001
"685","2014-04-10",22.4
"686","2014-04-11",21.75
"687","2014-04-14",21.83
"688","2014-04-15",21.809999
"689","2014-04-16",21.940001
"690","2014-04-17",21.9
"691","2014-04-21",21.84
"692","2014-04-22",21.99
"693","2014-04-23",21.940001
"694","2014-04-24",21.719999
"695","2014-04-25",20.74
"696","2014-04-28",20.879999
"697","2014-04-29",21
"698","2014-04-30",20.870001
"699","2014-05-01",20.76
"700","2014-05-02",20.379999
"701","2014-05-05",20.59
"702","2014-05-06",20.219999
"703","2014-05-07",20.049999
"704","2014-05-08",19.889999
"705","2014-05-09",20.299999
"706","2014-05-12",20.879999
"707","2014-05-13",20.59
"708","2014-05-14",19.98
"709","2014-05-15",20.280001
"710","2014-05-16",20.41
"711","2014-05-19",20.540001
"712","2014-05-20",19.950001
"713","2014-05-21",20.120001
"714","2014-05-22",20.059999
"715","2014-05-23",20.1
"716","2014-05-27",20.16
"717","2014-05-28",20.15
"718","2014-05-29",20.219999
"719","2014-05-30",20.08
"720","2014-06-02",20.42
"721","2014-06-03",20.15
"722","2014-06-04",20.290001
"723","2014-06-05",20.940001
"724","2014-06-06",20.5
"725","2014-06-09",20.370001
"726","2014-06-10",20.280001
"727","2014-06-11",20.26
"728","2014-06-12",20.209999
"729","2014-06-13",20.24
"730","2014-06-16",20.440001
"731","2014-06-17",20.51
"732","2014-06-18",20.48
"733","2014-06-19",21.18
"734","2014-06-20",20.969999
"735","2014-06-23",20.93
"736","2014-06-24",20.57
"737","2014-06-25",20.75
"738","2014-06-26",20.559999
"739","2014-06-27",21.32
"740","2014-06-30",21.5
"741","2014-07-01",21.959999
"742","2014-07-02",22.209999
"743","2014-07-03",22.52
"744","2014-07-07",22.219999
"745","2014-07-08",22.299999
"746","2014-07-09",21.98
"747","2014-07-10",21.700001
"748","2014-07-11",21.41
"749","2014-07-14",21.83
"750","2014-07-15",21.889999
"751","2014-07-16",22
"752","2014-07-17",21.790001
"753","2014-07-18",21.98
"754","2014-07-21",21.9
"755","2014-07-22",21.940001
"756","2014-07-23",21.77
"757","2014-07-24",22.9
"758","2014-07-25",23.290001
"759","2014-07-28",22.889999
"760","2014-07-29",23.200001
"761","2014-07-30",23.16
"762","2014-07-31",22.83
"763","2014-08-01",23.01
"764","2014-08-04",23.469999
"765","2014-08-05",23.379999
"766","2014-08-06",23.83
"767","2014-08-07",23.870001
"768","2014-08-08",24.030001
"769","2014-08-11",24.200001
"770","2014-08-12",24.25
"771","2014-08-13",24.209999
"772","2014-08-14",24.190001
"773","2014-08-15",24.18
"774","2014-08-18",24.42
"775","2014-08-19",24.389999
"776","2014-08-20",23.65
"777","2014-08-21",23.620001
"778","2014-08-22",23.700001
"779","2014-08-25",23.440001
"780","2014-08-26",23.950001
"781","2014-08-27",24.08
"782","2014-08-28",23.75
"783","2014-08-29",24.01
"784","2014-09-02",23.889999
"785","2014-09-03",23.85
"786","2014-09-04",23.700001
"787","2014-09-05",23.74
"788","2014-09-08",23.559999
"789","2014-09-09",23.309999
"790","2014-09-10",23.190001
"791","2014-09-11",23.25
"792","2014-09-12",23.07
"793","2014-09-15",22.889999
"794","2014-09-16",22.98
"795","2014-09-17",23.25
"796","2014-09-18",23.43
"797","2014-09-19",23.59
"798","2014-09-22",23.280001
"799","2014-09-23",22.959999
"800","2014-09-24",23.059999
"801","2014-09-25",23.01
"802","2014-09-26",22.709999
"803","2014-09-29",22.719999
"804","2014-09-30",22.450001
"805","2014-10-01",21.92
"806","2014-10-02",21.9
"807","2014-10-03",21.66
"808","2014-10-06",21.790001
"809","2014-10-07",21.709999
"810","2014-10-08",22.26
"811","2014-10-09",20.66
"812","2014-10-10",20.76
"813","2014-10-13",20.559999
"814","2014-10-14",20.16
"815","2014-10-15",19.969999
"816","2014-10-16",21.040001
"817","2014-10-17",20.639999
"818","2014-10-20",20.870001
"819","2014-10-21",21.35
"820","2014-10-22",20.860001
"821","2014-10-23",21.139999
"822","2014-10-24",22.190001
"823","2014-10-27",22.450001
"824","2014-10-28",23.57
"825","2014-10-29",23.5
"826","2014-10-30",23.65
"827","2014-10-31",23.9
"828","2014-11-03",23.620001
"829","2014-11-04",23.6
"830","2014-11-05",23.59
"831","2014-11-06",23.559999
"832","2014-11-07",23.67
"833","2014-11-10",23.370001
"834","2014-11-11",22.799999
"835","2014-11-12",22.91
"836","2014-11-13",22.639999
"837","2014-11-14",22.690001
"838","2014-11-17",22.49
"839","2014-11-18",22.190001
"840","2014-11-19",21.49
"841","2014-11-20",21.51
"842","2014-11-21",21.51
"843","2014-11-24",21.09
"844","2014-11-25",20.82
"845","2014-11-26",20.74
"846","2014-11-28",20.33
"847","2014-12-01",19.290001
"848","2014-12-02",19.5
"849","2014-12-03",19.41
"850","2014-12-04",19.16
"851","2014-12-05",19.32
"852","2014-12-08",19.02
"853","2014-12-09",19.889999
"854","2014-12-10",19.040001
"855","2014-12-11",18.98
"856","2014-12-12",18.799999
"857","2014-12-15",17.93
"858","2014-12-16",18.07
"859","2014-12-17",18.389999
"860","2014-12-18",18.030001
"861","2014-12-19",19.049999
"862","2014-12-22",18.74
"863","2014-12-23",19.58
"864","2014-12-24",19.43
"865","2014-12-26",19.370001
"866","2014-12-29",19.76
"867","2014-12-30",19.530001
"868","2014-12-31",19.34
"869","2015-01-02",19.290001
"870","2015-01-05",19.02
"871","2015-01-06",18.799999
"872","2015-01-07",18.75
"873","2015-01-08",19.290001
"874","2015-01-09",18.93
"875","2015-01-12",18.67
"876","2015-01-13",18.139999
"877","2015-01-14",18
"878","2015-01-15",17.68
"879","2015-01-16",17.66
"880","2015-01-20",17.360001
"881","2015-01-21",17.24
"882","2015-01-22",17.540001
"883","2015-01-23",17.07
"884","2015-01-26",17.280001
"885","2015-01-27",17.15
"886","2015-01-28",16.57
"887","2015-01-29",15.52
"888","2015-01-30",15.1
"889","2015-02-02",15.12
"890","2015-02-03",15.38
"891","2015-02-04",15.76
"892","2015-02-05",16.690001
"893","2015-02-06",16.860001
"894","2015-02-09",16.92
"895","2015-02-10",16.559999
"896","2015-02-11",16.32
"897","2015-02-12",16.74
"898","2015-02-13",17.32
"899","2015-02-17",17.219999
"900","2015-02-18",16.9
"901","2015-02-19",17.190001
"902","2015-02-20",18.1
"903","2015-02-23",17.700001
"904","2015-02-24",18.07
"905","2015-02-25",18.139999
"906","2015-02-26",17.73
"907","2015-02-27",18.25
"908","2015-03-02",17.959999
"909","2015-03-03",17.77
"910","2015-03-04",17.530001
"911","2015-03-05",17.65
"912","2015-03-06",17.25
"913","2015-03-09",17.059999
"914","2015-03-10",16.709999
"915","2015-03-11",16.879999
"916","2015-03-12",16.85
"917","2015-03-13",16.709999
"918","2015-03-16",16.34
"919","2015-03-17",16.379999
"920","2015-03-18",16.459999
"921","2015-03-19",16.370001
"922","2015-03-20",16.459999
"923","2015-03-23",16.9
"924","2015-03-24",16.870001
"925","2015-03-25",15.24
"926","2015-03-26",14.85
"927","2015-03-27",15.02
"928","2015-03-30",14.97
"929","2015-03-31",14.94
"930","2015-04-01",15.28
"931","2015-04-02",15.24
"932","2015-04-06",15.1
"933","2015-04-07",15.21
"934","2015-04-08",15.2
"935","2015-04-09",15.5
"936","2015-04-10",15.68
"937","2015-04-13",15.33
"938","2015-04-14",15.61
"939","2015-04-15",16.02
"940","2015-04-16",15.94
"941","2015-04-17",15.6
"942","2015-04-20",15.62
"943","2015-04-21",15.61
"944","2015-04-22",15.84
"945","2015-04-23",17.52
"946","2015-04-24",17.43
"947","2015-04-27",17.34
"948","2015-04-28",17.65
"949","2015-04-29",17.58
"950","2015-04-30",17.530001
"951","2015-05-01",17.440001
"952","2015-05-04",17.51
"953","2015-05-05",17.280001
"954","2015-05-06",16.629999
"955","2015-05-07",16.73
"956","2015-05-08",16.84
"957","2015-05-11",16.85
"958","2015-05-12",16.6
"959","2015-05-13",16.52
"960","2015-05-14",16.969999
"961","2015-05-15",16.860001
"962","2015-05-18",16.719999
"963","2015-05-19",16.33
"964","2015-05-20",16.299999
"965","2015-05-21",16.01
"966","2015-05-22",15.64
"967","2015-05-26",15.2
"968","2015-05-27",15.16
"969","2015-05-28",15.55
"970","2015-05-29",16.26
"971","2015-06-01",16.09
"972","2015-06-02",16.43
"973","2015-06-03",16.24
"974","2015-06-04",15.87
"975","2015-06-05",15.84
"976","2015-06-08",15.21
"977","2015-06-09",15.2
"978","2015-06-10",15.28
"979","2015-06-11",15.4
"980","2015-06-12",14.81
"981","2015-06-15",14
"982","2015-06-16",14.01
"983","2015-06-17",14.56
