"","date","MTZ"
"78","2007-04-25",11.99
"79","2007-04-26",12.08
"80","2007-04-27",12.05
"81","2007-04-30",11.47
"82","2007-05-01",11.62
"83","2007-05-02",11.87
"84","2007-05-03",12.6
"85","2007-05-04",12.73
"86","2007-05-07",12.58
"87","2007-05-08",12.57
"88","2007-05-09",12.63
"89","2007-05-10",12.41
"90","2007-05-11",12.55
"91","2007-05-14",12.41
"92","2007-05-15",12.25
"93","2007-05-16",12.52
"94","2007-05-17",12.5
"95","2007-05-18",12.61
"96","2007-05-21",13.05
"97","2007-05-22",13.06
"98","2007-05-23",13.58
"99","2007-05-24",13.61
"100","2007-05-25",13.65
"101","2007-05-29",13.72
"102","2007-05-30",13.73
"103","2007-05-31",13.59
"104","2007-06-01",13.54
"105","2007-06-04",13.68
"106","2007-06-05",13.76
"107","2007-06-06",13.71
"108","2007-06-07",13.41
"109","2007-06-08",13.61
"110","2007-06-11",13.81
"111","2007-06-12",13.75
"112","2007-06-13",13.78
"113","2007-06-14",13.9
"114","2007-06-15",14.03
"115","2007-06-18",14.11
"116","2007-06-19",14.61
"117","2007-06-20",15.03
"118","2007-06-21",15.39
"119","2007-06-22",14.89
"120","2007-06-25",15.27
"121","2007-06-26",15.41
"122","2007-06-27",15.76
"123","2007-06-28",15.98
"124","2007-06-29",15.82
"125","2007-07-02",15.91
"126","2007-07-03",15.75
"127","2007-07-05",15.67
"128","2007-07-06",15.75
"129","2007-07-09",16.07
"130","2007-07-10",15.36
"131","2007-07-11",15.49
"132","2007-07-12",15.77
"133","2007-07-13",15.75
"134","2007-07-16",15.63
"135","2007-07-17",15.59
"136","2007-07-18",15.4
"137","2007-07-19",15.8
"138","2007-07-20",15.13
"139","2007-07-23",15.4
"140","2007-07-24",14.55
"141","2007-07-25",14.54
"142","2007-07-26",14.14
"143","2007-07-27",13.82
"144","2007-07-30",14.1
"145","2007-07-31",13.67
"146","2007-08-01",13.91
"147","2007-08-02",14.47
"148","2007-08-03",14.67
"149","2007-08-06",15.24
"150","2007-08-07",14.48
"151","2007-08-08",14.48
"152","2007-08-09",14.12
"153","2007-08-10",15.1
"154","2007-08-13",15.26
"155","2007-08-14",15.3
"156","2007-08-15",15.17
"157","2007-08-16",15.12
"158","2007-08-17",15.15
"159","2007-08-20",14.72
"160","2007-08-21",14.7
"161","2007-08-22",14.67
"162","2007-08-23",14.56
"163","2007-08-24",14.9
"164","2007-08-27",14.93
"165","2007-08-28",13.97
"166","2007-08-29",14.7
"167","2007-08-30",14.43
"168","2007-08-31",14.78
"169","2007-09-04",14.96
"170","2007-09-05",12.56
"171","2007-09-06",13.83
"172","2007-09-07",13.51
"173","2007-09-10",13.17
"174","2007-09-11",13.22
"175","2007-09-12",12.93
"176","2007-09-13",12.86
"177","2007-09-14",12.75
"178","2007-09-17",12.9
"179","2007-09-18",13.54
"180","2007-09-19",13.38
"181","2007-09-20",13.01
"182","2007-09-21",13.35
"183","2007-09-24",13.44
"184","2007-09-25",13.54
"185","2007-09-26",13.93
"186","2007-09-27",14.07
"187","2007-09-28",14.07
"188","2007-10-01",15.1
"189","2007-10-02",15.08
"190","2007-10-03",14.97
"191","2007-10-04",15.01
"192","2007-10-05",15.47
"193","2007-10-08",15.22
"194","2007-10-09",15.39
"195","2007-10-10",15.4
"196","2007-10-11",15.03
"197","2007-10-12",15.36
"198","2007-10-15",15.02
"199","2007-10-16",15.3
"200","2007-10-17",15.4
"201","2007-10-18",15
"202","2007-10-19",14.32
"203","2007-10-22",14.77
"204","2007-10-23",14.89
"205","2007-10-24",14.71
"206","2007-10-25",14.65
"207","2007-10-26",15.12
"208","2007-10-29",15.28
"209","2007-10-30",15.18
"210","2007-10-31",15.79
"211","2007-11-01",14.59
"212","2007-11-02",14.41
"213","2007-11-05",13.62
"214","2007-11-06",14.12
"215","2007-11-07",10.18
"216","2007-11-08",9.8
"217","2007-11-09",9.73
"218","2007-11-12",8.87
"219","2007-11-13",9.2
"220","2007-11-14",10.03
"221","2007-11-15",9.7
"222","2007-11-16",9.87
"223","2007-11-19",9.45
"224","2007-11-20",9.65
"225","2007-11-21",9.44
"226","2007-11-23",9.59
"227","2007-11-26",9.3
"228","2007-11-27",9.23
"229","2007-11-28",9.67
"230","2007-11-29",9.76
"231","2007-11-30",10.11
"232","2007-12-03",10.08
"233","2007-12-04",9.77
"234","2007-12-05",10.1
"235","2007-12-06",10.72
"236","2007-12-07",10.72
"237","2007-12-10",10.88
"238","2007-12-11",10.51
"239","2007-12-12",10.64
"240","2007-12-13",10.49
"241","2007-12-14",10.18
"242","2007-12-17",9.88
"243","2007-12-18",9.85
"244","2007-12-19",9.99
"245","2007-12-20",10
"246","2007-12-21",10.18
"247","2007-12-24",10.29
"248","2007-12-26",10.48
"249","2007-12-27",10.15
"250","2007-12-28",10.24
"251","2007-12-31",10.17
"252","2008-01-02",9.51
"253","2008-01-03",9.57
"254","2008-01-04",8.63
"255","2008-01-07",8.69
"256","2008-01-08",8
"257","2008-01-09",8.47
"258","2008-01-10",8.9
"259","2008-01-11",8.78
"260","2008-01-14",8.78
"261","2008-01-15",8.45
"262","2008-01-16",8.62
"263","2008-01-17",8.24
"264","2008-01-18",8
"265","2008-01-22",7.83
"266","2008-01-23",8.45
"267","2008-01-24",8.44
"268","2008-01-25",8.57
"269","2008-01-28",8.5
"270","2008-01-29",8.63
"271","2008-01-30",8.42
"272","2008-01-31",8.35
"273","2008-02-01",8.9
"274","2008-02-04",8.88
"275","2008-02-05",8.18
"276","2008-02-06",8.11
"277","2008-02-07",8.15
"278","2008-02-08",8.09
"279","2008-02-11",8.5
"280","2008-02-12",7.12
"281","2008-02-13",7.63
"282","2008-02-14",7.84
"283","2008-02-15",7.72
"284","2008-02-19",7.92
"285","2008-02-20",7.92
"286","2008-02-21",7.97
"287","2008-02-22",8.01
"288","2008-02-25",8.05
"289","2008-02-26",8.09
"290","2008-02-27",7.98
"291","2008-02-28",8.55
"292","2008-02-29",8.71
"293","2008-03-03",8.19
"294","2008-03-04",8.01
"295","2008-03-05",7.95
"296","2008-03-06",7.79
"297","2008-03-07",7.82
"298","2008-03-10",7.55
"299","2008-03-11",8.09
"300","2008-03-12",7.93
"301","2008-03-13",8.08
"302","2008-03-14",7.7
"303","2008-03-17",7.55
"304","2008-03-18",8.17
"305","2008-03-19",7.74
"306","2008-03-20",8.04
"307","2008-03-24",8.28
"308","2008-03-25",8.49
"309","2008-03-26",8.59
"310","2008-03-27",8.6
"311","2008-03-28",8.32
"312","2008-03-31",8.21
"313","2008-04-01",8.36
"314","2008-04-02",8.5
"315","2008-04-03",8.52
"316","2008-04-04",8.52
"317","2008-04-07",8.35
"318","2008-04-08",8.14
"319","2008-04-09",7.97
"320","2008-04-10",8.38
"321","2008-04-11",8.08
"322","2008-04-14",8
"323","2008-04-15",8.05
"324","2008-04-16",8.12
"325","2008-04-17",8.04
"326","2008-04-18",7.55
"327","2008-04-21",7.72
"328","2008-04-22",7.37
"329","2008-04-23",7.46
"330","2008-04-24",7.72
"331","2008-04-25",7.9
"332","2008-04-28",7.87
"333","2008-04-29",7.78
"334","2008-04-30",8.19
"335","2008-05-01",8.55
"336","2008-05-02",8.7
"337","2008-05-05",9.06
"338","2008-05-06",9.04
"339","2008-05-07",9.02
"340","2008-05-08",9.07
"341","2008-05-09",9.08
"342","2008-05-12",9.58
"343","2008-05-13",9.9
"344","2008-05-14",9.88
"345","2008-05-15",10.35
"346","2008-05-16",10.07
"347","2008-05-19",11.27
"348","2008-05-20",11.47
"349","2008-05-21",11.76
"350","2008-05-22",11.27
"351","2008-05-23",11.11
"352","2008-05-27",11.39
"353","2008-05-28",11.38
"354","2008-05-29",11.79
"355","2008-05-30",11.79
"356","2008-06-02",11.42
"357","2008-06-03",11.45
"358","2008-06-04",11.46
"359","2008-06-05",11.8
"360","2008-06-06",11.47
"361","2008-06-09",11.33
"362","2008-06-10",11.39
"363","2008-06-11",11.47
"364","2008-06-12",11.5
"365","2008-06-13",11.85
"366","2008-06-16",11.85
"367","2008-06-17",11.66
"368","2008-06-18",11.56
"369","2008-06-19",11.7
"370","2008-06-20",11.41
"371","2008-06-23",11.24
"372","2008-06-24",11
"373","2008-06-25",11.59
"374","2008-06-26",11.1
"375","2008-06-27",10.83
"376","2008-06-30",10.66
"377","2008-07-01",10.29
"378","2008-07-02",9.83
"379","2008-07-03",9.79
"380","2008-07-07",9.85
"381","2008-07-08",10.16
"382","2008-07-09",9.94
"383","2008-07-10",10.21
"384","2008-07-11",10.92
"385","2008-07-14",11.01
"386","2008-07-15",11.22
"387","2008-07-16",12.67
"388","2008-07-17",12.6
"389","2008-07-18",12.43
"390","2008-07-21",12.26
"391","2008-07-22",12.61
"392","2008-07-23",12.58
"393","2008-07-24",12.32
"394","2008-07-25",12.46
"395","2008-07-28",12.04
"396","2008-07-29",11.99
"397","2008-07-30",12.05
"398","2008-07-31",14.35
"399","2008-08-01",14.67
"400","2008-08-04",14.17
"401","2008-08-05",14.65
"402","2008-08-06",14.57
"403","2008-08-07",14.67
"404","2008-08-08",14.81
"405","2008-08-11",15.64
"406","2008-08-12",14.94
"407","2008-08-13",14.89
"408","2008-08-14",14.83
"409","2008-08-15",15.1
"410","2008-08-18",14.62
"411","2008-08-19",14.62
"412","2008-08-20",14.61
"413","2008-08-21",14.39
"414","2008-08-22",14.6
"415","2008-08-25",13.87
"416","2008-08-26",13.78
"417","2008-08-27",13.83
"418","2008-08-28",14.29
"419","2008-08-29",14.12
"420","2008-09-02",13.88
"421","2008-09-03",13.88
"422","2008-09-04",13.42
"423","2008-09-05",12.96
"424","2008-09-08",13.04
"425","2008-09-09",12.23
"426","2008-09-10",13.05
"427","2008-09-11",13.63
"428","2008-09-12",14.2
"429","2008-09-15",14.58
"430","2008-09-16",14.99
"431","2008-09-17",14.14
"432","2008-09-18",13.76
"433","2008-09-19",14.81
"434","2008-09-22",14.67
"435","2008-09-23",14.33
"436","2008-09-24",13.91
"437","2008-09-25",13.69
"438","2008-09-26",13.53
"439","2008-09-29",12.89
"440","2008-09-30",13.29
"441","2008-10-01",12.85
"442","2008-10-02",11.67
"443","2008-10-03",12.03
"444","2008-10-06",10.36
"445","2008-10-07",9.71
"446","2008-10-08",10.33
"447","2008-10-09",9.23
"448","2008-10-10",9.88
"449","2008-10-13",11.23
"450","2008-10-14",10.2
"451","2008-10-15",8.98
"452","2008-10-16",10.31
"453","2008-10-17",9.81
"454","2008-10-20",10.25
"455","2008-10-21",9.99
"456","2008-10-22",8.63
"457","2008-10-23",8.42
"458","2008-10-24",7.86
"459","2008-10-27",7.51
"460","2008-10-28",7
"461","2008-10-29",7.3
"462","2008-10-30",8.01
"463","2008-10-31",8.72
"464","2008-11-03",8.48
"465","2008-11-04",8.92
"466","2008-11-05",7.77
"467","2008-11-06",8.72
"468","2008-11-07",8.75
"469","2008-11-10",9.05
"470","2008-11-11",8.94
"471","2008-11-12",8.38
"472","2008-11-13",8.93
"473","2008-11-14",8.08
"474","2008-11-17",8.08
"475","2008-11-18",7.51
"476","2008-11-19",6.96
"477","2008-11-20",6.36
"478","2008-11-21",6.19
"479","2008-11-24",6.38
"480","2008-11-25",6.87
"481","2008-11-26",6.8
"482","2008-11-28",6.41
"483","2008-12-01",6.89
"484","2008-12-02",7.08
"485","2008-12-03",8.14
"486","2008-12-04",7.79
"487","2008-12-05",8.33
"488","2008-12-08",9.32
"489","2008-12-09",9.42
"490","2008-12-10",8.84
"491","2008-12-11",8.51
"492","2008-12-12",8.78
"493","2008-12-15",8.76
"494","2008-12-16",9.1
"495","2008-12-17",9.65
"496","2008-12-18",9.57
"497","2008-12-19",9.75
"498","2008-12-22",9.97
"499","2008-12-23",9.99
"500","2008-12-24",10.05
"501","2008-12-26",10.13
"502","2008-12-29",10.65
"503","2008-12-30",10.79
"504","2008-12-31",11.58
"505","2009-01-02",11.7
"506","2009-01-05",11.75
"507","2009-01-06",12.45
"508","2009-01-07",11.78
"509","2009-01-08",12.23
"510","2009-01-09",12.37
"511","2009-01-12",11.7
"512","2009-01-13",12.19
"513","2009-01-14",11.7
"514","2009-01-15",12.08
"515","2009-01-16",11.69
"516","2009-01-20",10.41
"517","2009-01-21",11.1
"518","2009-01-22",10.6
"519","2009-01-23",10.4
"520","2009-01-26",10.69
"521","2009-01-27",10.27
"522","2009-01-28",11.18
"523","2009-01-29",11
"524","2009-01-30",10.63
"525","2009-02-02",10.49
"526","2009-02-03",10.7
"527","2009-02-04",10.74
"528","2009-02-05",10.66
"529","2009-02-06",10.44
"530","2009-02-09",10.82
"531","2009-02-10",10.39
"532","2009-02-11",10.55
"533","2009-02-12",10.35
"534","2009-02-13",10.37
"535","2009-02-17",10.23
"536","2009-02-18",9.97
"537","2009-02-19",9.65
"538","2009-02-20",9.34
"539","2009-02-23",9.03
"540","2009-02-24",9.67
"541","2009-02-25",9.63
"542","2009-02-26",9.38
"543","2009-02-27",9.46
"544","2009-03-02",9.66
"545","2009-03-03",10.35
"546","2009-03-04",10.69
"547","2009-03-05",10.37
"548","2009-03-06",10.31
"549","2009-03-09",10.14
"550","2009-03-10",11.21
"551","2009-03-11",11.02
"552","2009-03-12",11.65
"553","2009-03-13",11.1
"554","2009-03-16",10.85
"555","2009-03-17",11.65
"556","2009-03-18",11.72
"557","2009-03-19",11.62
"558","2009-03-20",11.12
"559","2009-03-23",11.97
"560","2009-03-24",11.6
"561","2009-03-25",11.88
"562","2009-03-26",12.54
"563","2009-03-27",11.92
"564","2009-03-30",11.79
"565","2009-03-31",12.09
"566","2009-04-01",12.47
"567","2009-04-02",13.18
"568","2009-04-03",13.72
"569","2009-04-06",13.68
"570","2009-04-07",13
"571","2009-04-08",12.88
"572","2009-04-09",13.24
"573","2009-04-13",12.94
"574","2009-04-14",12.71
"575","2009-04-15",12.68
"576","2009-04-16",13.04
"577","2009-04-17",13
"578","2009-04-20",12.13
"579","2009-04-21",12.8
"580","2009-04-22",13.1
"581","2009-04-23",12.95
"582","2009-04-24",13.17
"583","2009-04-27",13.34
"584","2009-04-28",12.92
"585","2009-04-29",13.62
"586","2009-04-30",12.51
"587","2009-05-01",12.74
"588","2009-05-04",13.16
"589","2009-05-05",13.21
"590","2009-05-06",13.19
"591","2009-05-07",13.48
"592","2009-05-08",13.6
"593","2009-05-11",13.33
"594","2009-05-12",13.35
"595","2009-05-13",12.64
"596","2009-05-14",13.02
"597","2009-05-15",12.78
"598","2009-05-18",13.06
"599","2009-05-19",12.89
"600","2009-05-20",12.81
"601","2009-05-21",12.58
"602","2009-05-22",12.29
"603","2009-05-26",12.68
"604","2009-05-27",12.38
"605","2009-05-28",12.27
"606","2009-05-29",12.95
"607","2009-06-01",13.37
"608","2009-06-02",12.13
"609","2009-06-03",12.15
"610","2009-06-04",12.2
"611","2009-06-05",12.28
"612","2009-06-08",12.25
"613","2009-06-09",12.37
"614","2009-06-10",12.12
"615","2009-06-11",12.24
"616","2009-06-12",12.08
"617","2009-06-15",12.3
"618","2009-06-16",12
"619","2009-06-17",12.22
"620","2009-06-18",12.33
"621","2009-06-19",12.13
"622","2009-06-22",11.56
"623","2009-06-23",11.49
"624","2009-06-24",11.79
"625","2009-06-25",11.88
"626","2009-06-26",12
"627","2009-06-29",11.88
"628","2009-06-30",11.72
"629","2009-07-01",11.68
"630","2009-07-02",11.22
"631","2009-07-06",10.71
"632","2009-07-07",10.41
"633","2009-07-08",10.41
"634","2009-07-09",10.37
"635","2009-07-10",10.38
"636","2009-07-13",10.62
"637","2009-07-14",10.5
"638","2009-07-15",10.42
"639","2009-07-16",10.61
"640","2009-07-17",10.65
"641","2009-07-20",10.83
"642","2009-07-21",11.01
"643","2009-07-22",10.6
"644","2009-07-23",10.01
"645","2009-07-24",10.07
"646","2009-07-27",10.13
"647","2009-07-28",9.88
"648","2009-07-29",9.29
"649","2009-07-30",10.35
"650","2009-07-31",10.35
"651","2009-08-03",9.96
"652","2009-08-04",10.08
"653","2009-08-05",10.02
"654","2009-08-06",9.92
"655","2009-08-07",10.05
"656","2009-08-10",9.85
"657","2009-08-11",9.89
"658","2009-08-12",9.91
"659","2009-08-13",9.8
"660","2009-08-14",9.51
"661","2009-08-17",9.22
"662","2009-08-18",9.42
"663","2009-08-19",9.55
"664","2009-08-20",9.72
"665","2009-08-21",9.81
"666","2009-08-24",9.78
"667","2009-08-25",9.86
"668","2009-08-26",9.78
"669","2009-08-27",9.58
"670","2009-08-28",9.46
"671","2009-08-31",9.46
"672","2009-09-01",9.51
"673","2009-09-02",9.54
"674","2009-09-03",9.63
"675","2009-09-04",9.78
"676","2009-09-08",10.36
"677","2009-09-09",11.04
"678","2009-09-10",11.39
"679","2009-09-11",11.58
"680","2009-09-14",11.64
"681","2009-09-15",11.66
"682","2009-09-16",11.45
"683","2009-09-17",11.48
"684","2009-09-18",12.19
"685","2009-09-21",11.75
"686","2009-09-22",11.85
"687","2009-09-23",11.84
"688","2009-09-24",11.79
"689","2009-09-25",11.83
"690","2009-09-28",11.94
"691","2009-09-29",12.32
"692","2009-09-30",12.15
"693","2009-10-01",11.59
"694","2009-10-02",11.46
"695","2009-10-05",11.58
"696","2009-10-06",11.69
"697","2009-10-07",11.66
"698","2009-10-08",11.87
"699","2009-10-09",11.93
"700","2009-10-12",11.88
"701","2009-10-13",11.7
"702","2009-10-14",12.05
"703","2009-10-15",11.84
"704","2009-10-16",11.8
"705","2009-10-19",12.34
"706","2009-10-20",12.17
"707","2009-10-21",11.96
"708","2009-10-22",12.83
"709","2009-10-23",12.86
"710","2009-10-26",12.04
"711","2009-10-27",12.43
"712","2009-10-28",12.26
"713","2009-10-29",11.73
"714","2009-10-30",11.8
"715","2009-11-02",11.91
"716","2009-11-03",12.36
"717","2009-11-04",11.68
"718","2009-11-05",11.6
"719","2009-11-06",11.86
"720","2009-11-09",12.31
"721","2009-11-10",12.06
"722","2009-11-11",12.03
"723","2009-11-12",12.01
"724","2009-11-13",12.33
"725","2009-11-16",12.49
"726","2009-11-17",12.41
"727","2009-11-18",12.41
"728","2009-11-19",12.29
"729","2009-11-20",12.45
"730","2009-11-23",12.54
"731","2009-11-24",12.62
"732","2009-11-25",12.83
"733","2009-11-27",12.59
"734","2009-11-30",12.76
"735","2009-12-01",13.18
"736","2009-12-02",13.25
"737","2009-12-03",12.97
"738","2009-12-04",13.08
"739","2009-12-07",13.05
"740","2009-12-08",12.71
"741","2009-12-09",12.85
"742","2009-12-10",12.9
"743","2009-12-11",12.9
"744","2009-12-14",13.11
"745","2009-12-15",12.97
"746","2009-12-16",12.99
"747","2009-12-17",12.93
"748","2009-12-18",12.58
"749","2009-12-21",12.62
"750","2009-12-22",12.61
"751","2009-12-23",12.56
"752","2009-12-24",12.54
"753","2009-12-28",12.69
"754","2009-12-29",12.72
"755","2009-12-30",12.6
"756","2009-12-31",12.5
"757","2010-01-04",13.12
"758","2010-01-05",12.85
"759","2010-01-06",12.83
"760","2010-01-07",12.84
"761","2010-01-08",13.36
"762","2010-01-11",13.02
"763","2010-01-12",13.06
"764","2010-01-13",13.25
"765","2010-01-14",13.58
"766","2010-01-15",13.61
"767","2010-01-19",13.77
"768","2010-01-20",13.73
"769","2010-01-21",13.37
"770","2010-01-22",12.86
"771","2010-01-25",12.83
"772","2010-01-26",12.96
"773","2010-01-27",12.92
"774","2010-01-28",11.74
"775","2010-01-29",12.29
"776","2010-02-01",12.29
"777","2010-02-02",12.33
"778","2010-02-03",12.27
"779","2010-02-04",12.05
"780","2010-02-05",11.95
"781","2010-02-08",12.08
"782","2010-02-09",12.37
"783","2010-02-10",12.38
"784","2010-02-11",12.47
"785","2010-02-12",12.57
"786","2010-02-16",12.64
"787","2010-02-17",12.85
"788","2010-02-18",13.27
"789","2010-02-19",13.42
"790","2010-02-22",13.6
"791","2010-02-23",13.46
"792","2010-02-24",13.45
"793","2010-02-25",13.53
"794","2010-02-26",13.24
"795","2010-03-01",13.26
"796","2010-03-02",13.18
"797","2010-03-03",13.01
"798","2010-03-04",12.86
"799","2010-03-05",13.15
"800","2010-03-08",12.96
"801","2010-03-09",13
"802","2010-03-10",12.95
"803","2010-03-11",12.96
"804","2010-03-12",12.93
"805","2010-03-15",12.72
"806","2010-03-16",12.85
"807","2010-03-17",12.84
"808","2010-03-18",12.69
"809","2010-03-19",12.51
"810","2010-03-22",12.7
"811","2010-03-23",12.93
"812","2010-03-24",12.88
"813","2010-03-25",12.59
"814","2010-03-26",12.59
"815","2010-03-29",12.61
"816","2010-03-30",12.56
"817","2010-03-31",12.61
"818","2010-04-01",12.86
"819","2010-04-05",13.01
"820","2010-04-06",13
"821","2010-04-07",12.93
"822","2010-04-08",12.93
"823","2010-04-09",13.03
"824","2010-04-12",12.46
"825","2010-04-13",12.41
"826","2010-04-14",12.34
"827","2010-04-15",12.85
"828","2010-04-16",12.7
"829","2010-04-19",12.58
"830","2010-04-20",12.85
"831","2010-04-21",12.86
"832","2010-04-22",12.74
"833","2010-04-23",12.79
"834","2010-04-26",12.75
"835","2010-04-27",12.57
"836","2010-04-28",12.71
"837","2010-04-29",12.87
"838","2010-04-30",12.51
"839","2010-05-03",12.76
"840","2010-05-04",12.39
"841","2010-05-05",12.47
"842","2010-05-06",11.6
"843","2010-05-07",10.83
"844","2010-05-10",11.82
"845","2010-05-11",12.01
"846","2010-05-12",12.7
"847","2010-05-13",12.7
"848","2010-05-14",12.6
"849","2010-05-17",12.34
"850","2010-05-18",12.53
"851","2010-05-19",12.28
"852","2010-05-20",11.85
"853","2010-05-21",12.01
"854","2010-05-24",11.54
"855","2010-05-25",11.51
"856","2010-05-26",11.32
"857","2010-05-27",11.62
"858","2010-05-28",11.63
"859","2010-06-01",10.94
"860","2010-06-02",11.13
"861","2010-06-03",11.11
"862","2010-06-04",10.7
"863","2010-06-07",10.41
"864","2010-06-08",10.34
"865","2010-06-09",10.28
"866","2010-06-10",10.41
"867","2010-06-11",10.58
"868","2010-06-14",10.52
"869","2010-06-15",10.95
"870","2010-06-16",10.68
"871","2010-06-17",10.45
"872","2010-06-18",10.23
"873","2010-06-21",10.2
"874","2010-06-22",10.06
"875","2010-06-23",10.53
"876","2010-06-24",10.01
"877","2010-06-25",10.14
"878","2010-06-28",9.91
"879","2010-06-29",9.47
"880","2010-06-30",9.4
"881","2010-07-01",9.48
"882","2010-07-02",9.75
"883","2010-07-06",9.73
"884","2010-07-07",9.91
"885","2010-07-08",10.44
"886","2010-07-09",10.75
"887","2010-07-12",10.48
"888","2010-07-13",11.01
"889","2010-07-14",11
"890","2010-07-15",10.96
"891","2010-07-16",10.12
"892","2010-07-19",10.11
"893","2010-07-20",10.48
"894","2010-07-21",10.52
"895","2010-07-22",10.78
"896","2010-07-23",10.86
"897","2010-07-26",11.19
"898","2010-07-27",11.08
"899","2010-07-28",10.98
"900","2010-07-29",10.84
"901","2010-07-30",10.62
"902","2010-08-02",11.11
"903","2010-08-03",11.14
"904","2010-08-04",11.05
"905","2010-08-05",10.69
"906","2010-08-06",10.65
"907","2010-08-09",10.48
"908","2010-08-10",10.35
"909","2010-08-11",9.78
"910","2010-08-12",9.68
"911","2010-08-13",9.8
"912","2010-08-16",9.77
"913","2010-08-17",10.11
"914","2010-08-18",10.26
"915","2010-08-19",10.2
"916","2010-08-20",10.16
"917","2010-08-23",10.2
"918","2010-08-24",9.89
"919","2010-08-25",10
"920","2010-08-26",10.16
"921","2010-08-27",10.2
"922","2010-08-30",9.92
"923","2010-08-31",9.68
"924","2010-09-01",9.95
"925","2010-09-02",9.97
"926","2010-09-03",10.1
"927","2010-09-07",9.95
"928","2010-09-08",9.89
"929","2010-09-09",9.75
"930","2010-09-10",9.67
"931","2010-09-13",9.77
"932","2010-09-14",9.84
"933","2010-09-15",9.93
"934","2010-09-16",9.89
"935","2010-09-17",9.8
"936","2010-09-20",9.99
"937","2010-09-21",9.79
"938","2010-09-22",9.81
"939","2010-09-23",9.75
"940","2010-09-24",9.89
"941","2010-09-27",9.92
"942","2010-09-28",9.94
"943","2010-09-29",10.36
"944","2010-09-30",10.32
"945","2010-10-01",10.3
"946","2010-10-04",10.23
"947","2010-10-05",10.68
"948","2010-10-06",10.84
"949","2010-10-07",11.14
"950","2010-10-08",11.17
"951","2010-10-11",11.28
"952","2010-10-12",11.4
"953","2010-10-13",11.51
"954","2010-10-14",11.57
"955","2010-10-15",11.52
"956","2010-10-18",11.64
"957","2010-10-19",11.77
"958","2010-10-20",11.93
"959","2010-10-21",12.02
"960","2010-10-22",12.1
"961","2010-10-25",12.22
"962","2010-10-26",12.28
"963","2010-10-27",12.2
"964","2010-10-28",12.15
"965","2010-10-29",12.2
"966","2010-11-01",12.23
"967","2010-11-02",12.58
"968","2010-11-03",12.37
"969","2010-11-04",14.33
"970","2010-11-05",14.91
"971","2010-11-08",14.86
"972","2010-11-09",14.56
"973","2010-11-10",14.92
"974","2010-11-11",15.04
"975","2010-11-12",14.27
"976","2010-11-15",14.69
"977","2010-11-16",14.22
"978","2010-11-17",14.35
"979","2010-11-18",14.43
"980","2010-11-19",14.49
"981","2010-11-22",14.53
"982","2010-11-23",14.39
"983","2010-11-24",14.62
"984","2010-11-26",14.49
"985","2010-11-29",14.38
"986","2010-11-30",14.33
"987","2010-12-01",14.56
"988","2010-12-02",14.45
"989","2010-12-03",14.61
"990","2010-12-06",14.93
"991","2010-12-07",14.74
"992","2010-12-08",14.44
"993","2010-12-09",14.39
"994","2010-12-10",14.5
"995","2010-12-13",14.33
"996","2010-12-14",14.04
"997","2010-12-15",13.92
"998","2010-12-16",14.03
"999","2010-12-17",14.06
"1000","2010-12-20",13.98
"1001","2010-12-21",14.17
