"","date","FPRX"
"185","2014-06-12",13.9
"186","2014-06-13",13.7
"187","2014-06-16",14.36
"188","2014-06-17",14.46
"189","2014-06-18",14.69
"190","2014-06-19",14.16
"191","2014-06-20",14.41
"192","2014-06-23",14.26
"193","2014-06-24",14.43
"194","2014-06-25",15.07
"195","2014-06-26",15.34
"196","2014-06-27",15.34
"197","2014-06-30",15.55
"198","2014-07-01",15.92
"199","2014-07-02",15.09
"200","2014-07-03",15.05
"201","2014-07-07",14.62
"202","2014-07-08",14.91
"203","2014-07-09",14.48
"204","2014-07-10",14.48
"205","2014-07-11",14.59
"206","2014-07-14",14.66
"207","2014-07-15",14.55
"208","2014-07-16",14.29
"209","2014-07-17",13.93
"210","2014-07-18",14.32
"211","2014-07-21",13.92
"212","2014-07-22",14.11
"213","2014-07-23",13.53
"214","2014-07-24",13.21
"215","2014-07-25",12.95
"216","2014-07-28",12.32
"217","2014-07-29",12.04
"218","2014-07-30",12.3
"219","2014-07-31",12
"220","2014-08-01",12
"221","2014-08-04",12.51
"222","2014-08-05",12.38
"223","2014-08-06",12.12
"224","2014-08-07",11.55
"225","2014-08-08",11.35
"226","2014-08-11",12.52
"227","2014-08-12",11.92
"228","2014-08-13",12.21
"229","2014-08-14",12.28
"230","2014-08-15",12.05
"231","2014-08-18",12.09
"232","2014-08-19",11.88
"233","2014-08-20",11.74
"234","2014-08-21",11.06
"235","2014-08-22",11.14
"236","2014-08-25",11.66
"237","2014-08-26",12.2
"238","2014-08-27",12
"239","2014-08-28",11.54
"240","2014-08-29",11.63
"241","2014-09-02",11.84
"242","2014-09-03",11.76
"243","2014-09-04",11.74
"244","2014-09-05",11.6
"245","2014-09-08",11.95
"246","2014-09-09",11.9
"247","2014-09-10",12.61
"248","2014-09-11",12.28
"249","2014-09-12",11.8
"250","2014-09-15",11.51
"251","2014-09-16",11.91
"252","2014-09-17",11.9
"253","2014-09-18",11.92
"254","2014-09-19",11.46
"255","2014-09-22",11.61
"256","2014-09-23",12.28
"257","2014-09-24",12.41
"258","2014-09-25",12.01
"259","2014-09-26",12.1
"260","2014-09-29",12.05
"261","2014-09-30",11.73
"262","2014-10-01",11.65
"263","2014-10-02",12.07
"264","2014-10-03",12.07
"265","2014-10-06",12.02
"266","2014-10-07",11.9
"267","2014-10-08",12.14
"268","2014-10-09",11.72
"269","2014-10-10",11.72
"270","2014-10-13",11.81
"271","2014-10-14",12.23
"272","2014-10-15",12
"273","2014-10-16",12.41
"274","2014-10-17",12
"275","2014-10-20",12.08
"276","2014-10-21",12.2
"277","2014-10-22",12
"278","2014-10-23",12.09
"279","2014-10-24",12.82
"280","2014-10-27",12.66
"281","2014-10-28",13.15
"282","2014-10-29",13
"283","2014-10-30",13.44
"284","2014-10-31",13.04
"285","2014-11-03",13.05
"286","2014-11-04",13.29
"287","2014-11-05",13.8
"288","2014-11-06",14.84
"289","2014-11-07",14.36
"290","2014-11-10",14.85
"291","2014-11-11",14.09
"292","2014-11-12",14.54
"293","2014-11-13",14.78
"294","2014-11-14",15.19
"295","2014-11-17",15.21
"296","2014-11-18",15.43
"297","2014-11-19",15.35
"298","2014-11-20",15.74
"299","2014-11-21",15.75
"300","2014-11-24",20.700001
"301","2014-11-25",20.25
"302","2014-11-26",20.469999
"303","2014-11-28",20.559999
"304","2014-12-01",20.280001
"305","2014-12-02",20.93
"306","2014-12-03",20.9
"307","2014-12-04",20.65
"308","2014-12-05",20.809999
"309","2014-12-08",21.5
"310","2014-12-09",21.6
"311","2014-12-10",22.15
"312","2014-12-11",23.25
"313","2014-12-12",22.129999
"314","2014-12-15",21.85
"315","2014-12-16",21.92
"316","2014-12-17",22.42
"317","2014-12-18",24.280001
"318","2014-12-19",25.889999
"319","2014-12-22",27.389999
"320","2014-12-23",26.049999
"321","2014-12-24",26.120001
"322","2014-12-26",27.33
"323","2014-12-29",26.52
"324","2014-12-30",26.190001
"325","2014-12-31",27
"326","2015-01-02",27.709999
"327","2015-01-05",26.92
"328","2015-01-06",23
"329","2015-01-07",23.639999
"330","2015-01-08",23.469999
"331","2015-01-09",24.91
"332","2015-01-12",28
"333","2015-01-13",26.25
"334","2015-01-14",26.040001
"335","2015-01-15",24.65
"336","2015-01-16",25.040001
"337","2015-01-20",25.85
"338","2015-01-21",24.6
"339","2015-01-22",24.889999
"340","2015-01-23",24.950001
"341","2015-01-26",26.75
"342","2015-01-27",27.34
"343","2015-01-28",27.01
"344","2015-01-29",26.200001
"345","2015-01-30",26.309999
"346","2015-02-02",26.120001
"347","2015-02-03",24.959999
"348","2015-02-04",25.700001
"349","2015-02-05",26.52
"350","2015-02-06",24.57
"351","2015-02-09",24.799999
"352","2015-02-10",24.91
"353","2015-02-11",24.379999
"354","2015-02-12",24
"355","2015-02-13",24.629999
"356","2015-02-17",25.07
"357","2015-02-18",25.73
"358","2015-02-19",25.85
"359","2015-02-20",26.27
"360","2015-02-23",27.219999
"361","2015-02-24",26.530001
"362","2015-02-25",27.09
"363","2015-02-26",27.35
"364","2015-02-27",25.74
"365","2015-03-02",26.09
"366","2015-03-03",24.76
"367","2015-03-04",25.08
"368","2015-03-05",25.639999
"369","2015-03-06",24.549999
"370","2015-03-09",24.780001
"371","2015-03-10",25.07
"372","2015-03-11",25.15
"373","2015-03-12",25.77
"374","2015-03-13",25.889999
"375","2015-03-16",25.08
"376","2015-03-17",25.9
"377","2015-03-18",24
"378","2015-03-19",25.969999
"379","2015-03-20",24.790001
"380","2015-03-23",23.940001
"381","2015-03-24",22.75
"382","2015-03-25",22.1
"383","2015-03-26",22.129999
"384","2015-03-27",22.530001
"385","2015-03-30",23.76
"386","2015-03-31",22.85
"387","2015-04-01",22.1
"388","2015-04-02",20.4
"389","2015-04-06",20.370001
"390","2015-04-07",20.049999
"391","2015-04-08",20.530001
"392","2015-04-09",20.02
"393","2015-04-10",20.98
"394","2015-04-13",20.620001
"395","2015-04-14",20.27
"396","2015-04-15",21.4
"397","2015-04-16",22.5
"398","2015-04-17",24.16
"399","2015-04-20",23.809999
"400","2015-04-21",24.92
"401","2015-04-22",24.07
"402","2015-04-23",24.459999
"403","2015-04-24",24.200001
"404","2015-04-27",21.549999
"405","2015-04-28",21.459999
"406","2015-04-29",21.209999
"407","2015-04-30",20.059999
"408","2015-05-01",20.74
"409","2015-05-04",22.16
"410","2015-05-05",20.9
"411","2015-05-06",21.34
"412","2015-05-07",21.450001
"413","2015-05-08",21.92
"414","2015-05-11",20.91
"415","2015-05-12",21.01
"416","2015-05-13",21
"417","2015-05-14",21.17
"418","2015-05-15",21.110001
"419","2015-05-18",21.32
"420","2015-05-19",19.82
"421","2015-05-20",20.16
"422","2015-05-21",19.99
"423","2015-05-22",20.049999
"424","2015-05-26",19.67
"425","2015-05-27",22.629999
"426","2015-05-28",23.52
"427","2015-05-29",25.639999
"428","2015-06-01",24.58
"429","2015-06-02",22.870001
"430","2015-06-03",22.75
"431","2015-06-04",22.370001
"432","2015-06-05",22.66
"433","2015-06-08",22.940001
"434","2015-06-09",23.200001
"435","2015-06-10",22.52
"436","2015-06-11",22.76
"437","2015-06-12",22.15
"438","2015-06-15",22.68
"439","2015-06-16",22.790001
"440","2015-06-17",23.610001
"441","2015-06-18",24.09
"442","2015-06-19",23.58
"443","2015-06-22",24.889999
"444","2015-06-23",25.41
"445","2015-06-24",24.379999
"446","2015-06-25",24.23
"447","2015-06-26",24.57
"448","2015-06-29",23.950001
"449","2015-06-30",24.84
"450","2015-07-01",24.33
"451","2015-07-02",23.700001
"452","2015-07-06",24.92
"453","2015-07-07",25.889999
"454","2015-07-08",25.209999
"455","2015-07-09",25.639999
"456","2015-07-10",26.01
"457","2015-07-13",26.129999
"458","2015-07-14",26.75
"459","2015-07-15",25.73
"460","2015-07-16",26.030001
"461","2015-07-17",25.42
"462","2015-07-20",25.18
"463","2015-07-21",24.889999
"464","2015-07-22",25.049999
"465","2015-07-23",24.469999
"466","2015-07-24",23.59
"467","2015-07-27",23.360001
"468","2015-07-28",24.08
"469","2015-07-29",23.35
"470","2015-07-30",23.08
"471","2015-07-31",23.52
"472","2015-08-03",25.190001
"473","2015-08-04",24.870001
"474","2015-08-05",25.02
"475","2015-08-06",22.969999
"476","2015-08-07",20.17
"477","2015-08-10",19.48
"478","2015-08-11",18.77
"479","2015-08-12",19.16
"480","2015-08-13",18.1
"481","2015-08-14",18.790001
"482","2015-08-17",19.25
"483","2015-08-18",18.700001
"484","2015-08-19",18.639999
"485","2015-08-20",17.959999
"486","2015-08-21",18.26
"487","2015-08-24",19.059999
"488","2015-08-25",18.65
"489","2015-08-26",18.9
"490","2015-08-27",18.76
"491","2015-08-28",19.370001
"492","2015-08-31",19.07
"493","2015-09-01",18.209999
"494","2015-09-02",19.709999
"495","2015-09-03",19.200001
"496","2015-09-04",19.25
"497","2015-09-08",20.700001
"498","2015-09-09",20.440001
"499","2015-09-10",20.73
"500","2015-09-11",20.83
"501","2015-09-14",21.32
"502","2015-09-15",21.59
"503","2015-09-16",21.190001
"504","2015-09-17",21.780001
"505","2015-09-18",22.120001
"506","2015-09-21",20.700001
"507","2015-09-22",19.66
"508","2015-09-23",19.41
"509","2015-09-24",19.35
"510","2015-09-25",17.450001
"511","2015-09-28",15.74
"512","2015-09-29",15.21
"513","2015-09-30",15.39
"514","2015-10-01",15.51
"515","2015-10-02",16.83
"516","2015-10-05",16.66
"517","2015-10-06",16.030001
"518","2015-10-07",15.73
"519","2015-10-08",15.52
"520","2015-10-09",15.48
"521","2015-10-12",16.440001
"522","2015-10-13",16.26
"523","2015-10-14",16.91
"524","2015-10-15",27.93
"525","2015-10-16",31.65
"526","2015-10-19",30.219999
"527","2015-10-20",29.02
"528","2015-10-21",29.77
"529","2015-10-22",29.98
"530","2015-10-23",29.82
"531","2015-10-26",29.860001
"532","2015-10-27",31.01
"533","2015-10-28",33.34
"534","2015-10-29",31.879999
"535","2015-10-30",32.150002
"536","2015-11-02",34.529999
"537","2015-11-03",34.82
"538","2015-11-04",35.23
"539","2015-11-05",35.639999
"540","2015-11-06",36.119999
"541","2015-11-09",36.110001
"542","2015-11-10",35.84
"543","2015-11-11",34.34
"544","2015-11-12",33.970001
"545","2015-11-13",34.200001
"546","2015-11-16",34.139999
"547","2015-11-17",34.52
"548","2015-11-18",34.470001
"549","2015-11-19",34.68
"550","2015-11-20",35.330002
"551","2015-11-23",36.189999
"552","2015-11-24",37.299999
"553","2015-11-25",38.400002
"554","2015-11-27",38.490002
"555","2015-11-30",38.450001
"556","2015-12-01",38.080002
"557","2015-12-02",37.990002
"558","2015-12-03",37.919998
"559","2015-12-04",40.43
"560","2015-12-07",39.41
"561","2015-12-08",40.73
"562","2015-12-09",39.279999
"563","2015-12-10",40
"564","2015-12-11",39.130001
"565","2015-12-14",40.790001
"566","2015-12-15",40.240002
"567","2015-12-16",43.77
"568","2015-12-17",43.75
"569","2015-12-18",44.720001
"570","2015-12-21",44.360001
"571","2015-12-22",42.5
"572","2015-12-23",41.950001
"573","2015-12-24",42.07
"574","2015-12-28",41.439999
"575","2015-12-29",42.990002
"576","2015-12-30",41.59
"577","2015-12-31",41.5
"578","2016-01-04",39.139999
"579","2016-01-05",37.91
"580","2016-01-06",38.16
"581","2016-01-07",36.07
"582","2016-01-08",35.169998
"583","2016-01-11",35.290001
"584","2016-01-12",35.740002
"585","2016-01-13",33.360001
"586","2016-01-14",33.599998
"587","2016-01-15",33.619999
"588","2016-01-19",32.349998
"589","2016-01-20",34.669998
"590","2016-01-21",35.990002
"591","2016-01-22",36.040001
"592","2016-01-25",36.34
"593","2016-01-26",36.799999
"594","2016-01-27",35
"595","2016-01-28",34.75
"596","2016-01-29",35.950001
"597","2016-02-01",35.529999
"598","2016-02-02",35.16
"599","2016-02-03",34.419998
"600","2016-02-04",33.259998
"601","2016-02-05",31.540001
"602","2016-02-08",29.16
"603","2016-02-09",29.040001
"604","2016-02-10",29.219999
"605","2016-02-11",29.040001
"606","2016-02-12",29.35
"607","2016-02-16",31.389999
"608","2016-02-17",32.77
"609","2016-02-18",31.75
"610","2016-02-19",33.580002
"611","2016-02-22",33.720001
"612","2016-02-23",32.509998
"613","2016-02-24",32.810001
"614","2016-02-25",32.650002
"615","2016-02-26",32.580002
"616","2016-02-29",32.57
"617","2016-03-01",34.759998
"618","2016-03-02",36.34
"619","2016-03-03",33.490002
"620","2016-03-04",34.529999
"621","2016-03-07",35.310001
"622","2016-03-08",33.43
"623","2016-03-09",33.130001
"624","2016-03-10",30.9
"625","2016-03-11",33.52
"626","2016-03-14",33.689999
"627","2016-03-15",32.110001
"628","2016-03-16",32.580002
"629","2016-03-17",33.389999
"630","2016-03-18",35.080002
"631","2016-03-21",37.060001
"632","2016-03-22",38.02
"633","2016-03-23",35.580002
"634","2016-03-24",37.310001
"635","2016-03-28",37.98
"636","2016-03-29",39.889999
"637","2016-03-30",39.84
"638","2016-03-31",40.630001
"639","2016-04-01",41.490002
"640","2016-04-04",41.16
"641","2016-04-05",42.790001
"642","2016-04-06",45.799999
"643","2016-04-07",44.040001
"644","2016-04-08",44.48
"645","2016-04-11",44.73
"646","2016-04-12",44.810001
"647","2016-04-13",46.5
"648","2016-04-14",47.349998
"649","2016-04-15",46.599998
"650","2016-04-18",47.049999
"651","2016-04-19",45.560001
"652","2016-04-20",46.889999
"653","2016-04-21",48.93
"654","2016-04-22",49.759998
"655","2016-04-25",46.450001
"656","2016-04-26",47.560001
"657","2016-04-27",47.84
"658","2016-04-28",47.82
"659","2016-04-29",47.59
"660","2016-05-02",48.490002
"661","2016-05-03",45.279999
"662","2016-05-04",42.509998
"663","2016-05-05",41.889999
"664","2016-05-06",40.32
"665","2016-05-09",43.02
"666","2016-05-10",41.700001
"667","2016-05-11",41.169998
"668","2016-05-12",39.650002
"669","2016-05-13",40.779999
"670","2016-05-16",41.619999
"671","2016-05-17",41.939999
"672","2016-05-18",42.490002
"673","2016-05-19",42.25
"674","2016-05-20",43.189999
"675","2016-05-23",43.619999
"676","2016-05-24",44.34
"677","2016-05-25",43.73
"678","2016-05-26",44.900002
"679","2016-05-27",44.900002
"680","2016-05-31",45.720001
"681","2016-06-01",45.240002
"682","2016-06-02",46.52
"683","2016-06-03",42.279999
"684","2016-06-06",41.59
"685","2016-06-07",42.759998
"686","2016-06-08",43.34
"687","2016-06-09",42.18
"688","2016-06-10",42.869999
"689","2016-06-13",42.93
"690","2016-06-14",42.330002
"691","2016-06-15",40.970001
"692","2016-06-16",41
"693","2016-06-17",39.419998
"694","2016-06-20",41.150002
"695","2016-06-21",40.290001
"696","2016-06-22",39.650002
"697","2016-06-23",40.779999
"698","2016-06-24",39.060001
"699","2016-06-27",37.889999
"700","2016-06-28",39.91
"701","2016-06-29",41.650002
"702","2016-06-30",41.349998
"703","2016-07-01",42.060001
"704","2016-07-05",42.900002
"705","2016-07-06",43.700001
"706","2016-07-07",43.919998
"707","2016-07-08",44.540001
"708","2016-07-11",45.060001
"709","2016-07-12",44.400002
"710","2016-07-13",42.73
"711","2016-07-14",44.290001
"712","2016-07-15",44.700001
"713","2016-07-18",45.720001
"714","2016-07-19",44.900002
"715","2016-07-20",47.099998
"716","2016-07-21",46.59
"717","2016-07-22",47.360001
"718","2016-07-25",47.900002
"719","2016-07-26",48.380001
"720","2016-07-27",49.98
"721","2016-07-28",49.220001
"722","2016-07-29",50.689999
"723","2016-08-01",51.57
"724","2016-08-02",50.48
"725","2016-08-03",51.68
"726","2016-08-04",51.59
"727","2016-08-05",52.439999
"728","2016-08-08",47.599998
"729","2016-08-09",47.830002
"730","2016-08-10",45.209999
"731","2016-08-11",45.790001
"732","2016-08-12",46.549999
"733","2016-08-15",46.880001
"734","2016-08-16",46.220001
"735","2016-08-17",46.25
"736","2016-08-18",45.349998
"737","2016-08-19",45.549999
"738","2016-08-22",48.580002
"739","2016-08-23",48.509998
"740","2016-08-24",44.610001
"741","2016-08-25",43.709999
"742","2016-08-26",44.639999
"743","2016-08-29",45.150002
"744","2016-08-30",46.25
"745","2016-08-31",43.98
"746","2016-09-01",44.740002
"747","2016-09-02",43.709999
"748","2016-09-06",44.52
"749","2016-09-07",47.889999
"750","2016-09-08",49.540001
"751","2016-09-09",46.48
"752","2016-09-12",48.02
"753","2016-09-13",47.740002
"754","2016-09-14",49.950001
"755","2016-09-15",50.240002
"756","2016-09-16",50.790001
"757","2016-09-19",51.380001
"758","2016-09-20",52.009998
"759","2016-09-21",52.82
"760","2016-09-22",54.200001
"761","2016-09-23",54.52
"762","2016-09-26",53.110001
"763","2016-09-27",54.09
"764","2016-09-28",53.560001
"765","2016-09-29",51.84
"766","2016-09-30",52.490002
"767","2016-10-03",51.950001
"768","2016-10-04",52.48
"769","2016-10-05",53.93
"770","2016-10-06",52.32
"771","2016-10-07",51.810001
"772","2016-10-10",54.029999
"773","2016-10-11",51.860001
"774","2016-10-12",48.720001
"775","2016-10-13",48.959999
"776","2016-10-14",47.029999
"777","2016-10-17",47.220001
"778","2016-10-18",47.200001
"779","2016-10-19",47.529999
"780","2016-10-20",48.869999
"781","2016-10-21",48.34
"782","2016-10-24",49.029999
"783","2016-10-25",49.52
"784","2016-10-26",49.279999
"785","2016-10-27",49
"786","2016-10-28",48.68
"787","2016-10-31",48.529999
"788","2016-11-01",48.939999
"789","2016-11-02",46.810001
"790","2016-11-03",46.029999
"791","2016-11-04",47.939999
"792","2016-11-07",50
"793","2016-11-08",50.360001
"794","2016-11-09",54.400002
"795","2016-11-10",53.459999
"796","2016-11-11",55.169998
"797","2016-11-14",57.759998
"798","2016-11-15",58.529999
"799","2016-11-16",57.889999
"800","2016-11-17",57.73
"801","2016-11-18",58
"802","2016-11-21",58.720001
"803","2016-11-22",58.439999
"804","2016-11-23",60.310001
"805","2016-11-25",60.889999
"806","2016-11-28",58.639999
"807","2016-11-29",58.48
"808","2016-11-30",57.52
"809","2016-12-01",56.889999
"810","2016-12-02",57.459999
"811","2016-12-05",59.389999
"812","2016-12-06",59.450001
"813","2016-12-07",53.43
"814","2016-12-08",53.470001
"815","2016-12-09",53.790001
"816","2016-12-12",51.169998
"817","2016-12-13",50.5
"818","2016-12-14",49.73
"819","2016-12-15",50.959999
"820","2016-12-16",49.919998
"821","2016-12-19",51.66
"822","2016-12-20",52.950001
"823","2016-12-21",53.189999
"824","2016-12-22",50.330002
"825","2016-12-23",51.310001
"826","2016-12-27",51.200001
"827","2016-12-28",50.189999
"828","2016-12-29",50.57
"829","2016-12-30",50.110001
"830","2017-01-03",48.599998
"831","2017-01-04",51.049999
"832","2017-01-05",49.759998
"833","2017-01-06",51.73
"834","2017-01-09",52.150002
"835","2017-01-10",51.779999
"836","2017-01-11",47.599998
"837","2017-01-12",49.939999
"838","2017-01-13",48.619999
"839","2017-01-17",47.509998
"840","2017-01-18",46.950001
"841","2017-01-19",46.080002
"842","2017-01-20",43.5
"843","2017-01-23",43.650002
"844","2017-01-24",43.880001
"845","2017-01-25",43.830002
"846","2017-01-26",43.880001
"847","2017-01-27",44.75
"848","2017-01-30",44.23
"849","2017-01-31",45.810001
"850","2017-02-01",46.599998
"851","2017-02-02",45.799999
"852","2017-02-03",46.439999
"853","2017-02-06",46.009998
"854","2017-02-07",45.380001
"855","2017-02-08",45.43
"856","2017-02-09",46.029999
"857","2017-02-10",46.23
"858","2017-02-13",46.119999
"859","2017-02-14",46.029999
"860","2017-02-15",47.740002
"861","2017-02-16",48.209999
"862","2017-02-17",48.169998
"863","2017-02-21",46.700001
"864","2017-02-22",47.169998
"865","2017-02-23",46.470001
"866","2017-02-24",46.57
"867","2017-02-27",48.529999
"868","2017-02-28",45.869999
"869","2017-03-01",44.77
"870","2017-03-02",43.139999
"871","2017-03-03",42.27
"872","2017-03-06",41.93
"873","2017-03-07",41.330002
"874","2017-03-08",41.470001
"875","2017-03-09",41.360001
"876","2017-03-10",41.279999
"877","2017-03-13",40.860001
"878","2017-03-14",39.759998
"879","2017-03-15",40.549999
"880","2017-03-16",39.959999
"881","2017-03-17",38.91
"882","2017-03-20",39.209999
"883","2017-03-21",37.040001
"884","2017-03-22",36.049999
"885","2017-03-23",34.889999
"886","2017-03-24",35.98
"887","2017-03-27",36.259998
"888","2017-03-28",35.279999
"889","2017-03-29",36.84
"890","2017-03-30",36.77
"891","2017-03-31",36.150002
"892","2017-04-03",35.639999
"893","2017-04-04",35.34
"894","2017-04-05",33.099998
"895","2017-04-06",32.860001
"896","2017-04-07",32.880001
"897","2017-04-10",33.84
"898","2017-04-11",34.07
"899","2017-04-12",33.139999
"900","2017-04-13",33
"901","2017-04-17",33.18
"902","2017-04-18",32.970001
"903","2017-04-19",32.290001
"904","2017-04-20",32.360001
"905","2017-04-21",32.990002
"906","2017-04-24",34.060001
"907","2017-04-25",34.419998
"908","2017-04-26",34.84
"909","2017-04-27",34.689999
"910","2017-04-28",34.860001
"911","2017-05-01",33.400002
"912","2017-05-02",32.290001
"913","2017-05-03",31.65
"914","2017-05-04",31.74
"915","2017-05-05",29.790001
"916","2017-05-08",29.16
"917","2017-05-09",30.07
"918","2017-05-10",29.799999
"919","2017-05-11",29.35
"920","2017-05-12",29.83
"921","2017-05-15",30.629999
"922","2017-05-16",30.77
"923","2017-05-17",29.26
"924","2017-05-18",29.68
"925","2017-05-19",29.34
"926","2017-05-22",29
"927","2017-05-23",29.809999
"928","2017-05-24",30.48
"929","2017-05-25",29.790001
"930","2017-05-26",28.950001
"931","2017-05-30",28.219999
"932","2017-05-31",28.25
"933","2017-06-01",29.01
"934","2017-06-02",29.52
"935","2017-06-05",29.700001
"936","2017-06-06",30.120001
"937","2017-06-07",30.6
"938","2017-06-08",30.32
"939","2017-06-09",30.129999
"940","2017-06-12",30.09
"941","2017-06-13",30.4
"942","2017-06-14",30.08
"943","2017-06-15",28.280001
"944","2017-06-16",28.120001
"945","2017-06-19",28.870001
"946","2017-06-20",29.58
"947","2017-06-21",31.639999
"948","2017-06-22",31.459999
"949","2017-06-23",31.24
"950","2017-06-26",31.91
"951","2017-06-27",30.559999
"952","2017-06-28",31.35
"953","2017-06-29",31.540001
"954","2017-06-30",30.110001
"955","2017-07-03",30.559999
"956","2017-07-05",31.73
"957","2017-07-06",29.309999
"958","2017-07-07",29.059999
"959","2017-07-10",28.860001
"960","2017-07-11",29.450001
"961","2017-07-12",29.360001
"962","2017-07-13",29.709999
"963","2017-07-14",29.280001
"964","2017-07-17",29.719999
"965","2017-07-18",28.75
"966","2017-07-19",29.209999
"967","2017-07-20",29.01
"968","2017-07-21",29.85
"969","2017-07-24",31.01
"970","2017-07-25",30.219999
"971","2017-07-26",30.73
"972","2017-07-27",28.540001
