"","date","HCSG"
"1","2007-01-03",13.195556
"2","2007-01-04",12.728889
"3","2007-01-05",11.884444
"4","2007-01-08",12.013333
"5","2007-01-09",12.017777
"6","2007-01-10",12.04
"7","2007-01-11",12.022223
"8","2007-01-12",12.235556
"9","2007-01-16",12.035556
"10","2007-01-17",12.013333
"11","2007-01-18",11.875556
"12","2007-01-19",12.284445
"13","2007-01-22",12.231112
"14","2007-01-23",12.511111
"15","2007-01-24",12.515555
"16","2007-01-25",12.311111
"17","2007-01-26",12.604445
"18","2007-01-29",12.48
"19","2007-01-30",12.813334
"20","2007-01-31",12.853333
"21","2007-02-01",12.551111
"22","2007-02-02",12.808888
"23","2007-02-05",12.635555
"24","2007-02-06",12.76
"25","2007-02-07",12.648889
"26","2007-02-08",12.973333
"27","2007-02-09",12.755555
"28","2007-02-12",12.773334
"29","2007-02-13",12.937778
"30","2007-02-14",13.146667
"31","2007-02-15",13.004444
"32","2007-02-16",13.066667
"33","2007-02-20",13.106667
"34","2007-02-21",13.235556
"35","2007-02-22",13.333333
"36","2007-02-23",13.293333
"37","2007-02-26",12.951111
"38","2007-02-27",12.431111
"39","2007-02-28",12.462222
"40","2007-03-01",12.613334
"41","2007-03-02",12.448889
"42","2007-03-05",12.368889
"43","2007-03-06",12.657778
"44","2007-03-07",12.613334
"45","2007-03-08",12.733334
"46","2007-03-09",12.702222
"47","2007-03-12",12.875556
"48","2007-03-13",12.568889
"49","2007-03-14",12.564445
"50","2007-03-15",12.72
"51","2007-03-16",12.56
"52","2007-03-19",12.48
"53","2007-03-20",12.688889
"54","2007-03-21",12.768888
"55","2007-03-22",12.995556
"56","2007-03-23",13.253333
"57","2007-03-26",13.346666
"58","2007-03-27",12.946667
"59","2007-03-28",13.2
"60","2007-03-29",12.786667
"61","2007-03-30",12.733334
"62","2007-04-02",12.928889
"63","2007-04-03",13.168889
"64","2007-04-04",13.048889
"65","2007-04-05",13.137777
"66","2007-04-09",13.106667
"67","2007-04-10",13.004444
"68","2007-04-11",12.995556
"69","2007-04-12",13.231112
"70","2007-04-13",13.275556
"71","2007-04-16",13.355556
"72","2007-04-17",13.248889
"73","2007-04-18",13.453333
"74","2007-04-19",12.733334
"75","2007-04-20",13.115556
"76","2007-04-23",12.871111
"77","2007-04-24",12.96
"78","2007-04-25",13.075556
"79","2007-04-26",12.777778
"80","2007-04-27",12.551111
"81","2007-04-30",12.444445
"82","2007-05-01",12.506667
"83","2007-05-02",12.777778
"84","2007-05-03",12.68
"85","2007-05-04",12.675555
"86","2007-05-07",12.657778
"87","2007-05-08",12.533334
"88","2007-05-09",12.537778
"89","2007-05-10",12.253333
"90","2007-05-11",12.528889
"91","2007-05-14",12.057777
"92","2007-05-15",11.777778
"93","2007-05-16",11.884444
"94","2007-05-17",11.982223
"95","2007-05-18",12.226666
"96","2007-05-21",12.373333
"97","2007-05-22",12.355556
"98","2007-05-23",12.257778
"99","2007-05-24",12.248889
"100","2007-05-25",12.355556
"101","2007-05-29",12.244445
"102","2007-05-30",12.275556
"103","2007-05-31",12.391111
"104","2007-06-01",12.804444
"105","2007-06-04",12.866667
"106","2007-06-05",12.697778
"107","2007-06-06",12.475555
"108","2007-06-07",12.142222
"109","2007-06-08",12.333333
"110","2007-06-11",12.168889
"111","2007-06-12",12
"112","2007-06-13",12.115556
"113","2007-06-14",12.213333
"114","2007-06-15",12.702222
"115","2007-06-18",12.528889
"116","2007-06-19",12.613334
