"","date","ALC"
"211","2020-02-07",61.150002
"212","2020-02-10",61.23
"213","2020-02-11",61.869999
"214","2020-02-12",62.689999
"215","2020-02-13",62.400002
"216","2020-02-14",62.779999
"217","2020-02-18",63
"218","2020-02-19",63.259998
"219","2020-02-20",63.459999
"220","2020-02-21",63.439999
"221","2020-02-24",60.470001
"222","2020-02-25",58.799999
"223","2020-02-26",63.189999
"224","2020-02-27",61.509998
"225","2020-02-28",61.299999
"226","2020-03-02",62.990002
"227","2020-03-03",63.200001
"228","2020-03-04",63
"229","2020-03-05",61.040001
"230","2020-03-06",59.279999
"231","2020-03-09",56.639999
"232","2020-03-10",56.369999
"233","2020-03-11",54.200001
"234","2020-03-12",50.41
"235","2020-03-13",53.119999
"236","2020-03-16",47.68
"237","2020-03-17",47.380001
"238","2020-03-18",45.919998
"239","2020-03-19",46.049999
"240","2020-03-20",42.950001
"241","2020-03-23",39.860001
"242","2020-03-24",45.060001
"243","2020-03-25",47.59
"244","2020-03-26",48.279999
"245","2020-03-27",46.93
"246","2020-03-30",50.880001
"247","2020-03-31",50.82
"248","2020-04-01",49.450001
"249","2020-04-02",49.529999
"250","2020-04-03",50.009998
"251","2020-04-06",52.32
"252","2020-04-07",51.5
"253","2020-04-08",52.330002
"254","2020-04-09",53.330002
"255","2020-04-13",51.68
"256","2020-04-14",52.720001
"257","2020-04-15",50.68
"258","2020-04-16",50.91
"259","2020-04-17",53.130001
"260","2020-04-20",53.330002
"261","2020-04-21",51.73
"262","2020-04-22",52.389999
"263","2020-04-23",52.630001
"264","2020-04-24",53.200001
"265","2020-04-27",53.970001
"266","2020-04-28",53.02
"267","2020-04-29",53.630001
"268","2020-04-30",52.810001
"269","2020-05-01",51.209999
"270","2020-05-04",50.25
"271","2020-05-05",51.470001
"272","2020-05-06",51.75
"273","2020-05-07",53.759998
"274","2020-05-08",54.060001
"275","2020-05-11",54.189999
"276","2020-05-12",53.200001
"277","2020-05-13",56.509998
"278","2020-05-14",55.959999
"279","2020-05-15",56.889999
"280","2020-05-18",60.5
"281","2020-05-19",60.110001
"282","2020-05-20",61.73
"283","2020-05-21",62
"284","2020-05-22",60.950001
"285","2020-05-26",61.34
"286","2020-05-27",61.389999
"287","2020-05-28",62.09
"288","2020-05-29",63.540001
"289","2020-06-01",63.66
"290","2020-06-02",63.279999
"291","2020-06-03",64.160004
"292","2020-06-04",63.860001
"293","2020-06-05",63.040001
"294","2020-06-08",62.950001
"295","2020-06-09",61.5
"296","2020-06-10",61.220001
"297","2020-06-11",57.98
"298","2020-06-12",57.549999
"299","2020-06-15",57.950001
"300","2020-06-16",59.790001
"301","2020-06-17",61.459999
"302","2020-06-18",61.32
"303","2020-06-19",60.919998
"304","2020-06-22",60.75
"305","2020-06-23",60.459999
"306","2020-06-24",57.619999
"307","2020-06-25",57.75
"308","2020-06-26",58.029999
"309","2020-06-29",57.509998
"310","2020-06-30",57.32
"311","2020-07-01",58.380001
"312","2020-07-02",58.779999
"313","2020-07-06",58.830002
"314","2020-07-07",57.130001
"315","2020-07-08",57.16
"316","2020-07-09",56.880001
"317","2020-07-10",56.889999
"318","2020-07-13",56.360001
"319","2020-07-14",56.959999
"320","2020-07-15",59.82
"321","2020-07-16",59
"322","2020-07-17",59.740002
"323","2020-07-20",60.810001
"324","2020-07-21",60.669998
"325","2020-07-22",61.389999
"326","2020-07-23",61.240002
"327","2020-07-24",59.77
"328","2020-07-27",61.5
"329","2020-07-28",60.93
"330","2020-07-29",62.389999
"331","2020-07-30",61.27
"332","2020-07-31",59.98
"333","2020-08-03",61.25
"334","2020-08-04",61.110001
"335","2020-08-05",61.060001
"336","2020-08-06",61.48
"337","2020-08-07",61.939999
"338","2020-08-10",61.27
"339","2020-08-11",61.799999
"340","2020-08-12",62.18
"341","2020-08-13",61.959999
"342","2020-08-14",61.529999
"343","2020-08-17",61.650002
"344","2020-08-18",61.209999
"345","2020-08-19",59.84
"346","2020-08-20",58.5
"347","2020-08-21",58.610001
"348","2020-08-24",58.830002
"349","2020-08-25",59.310001
"350","2020-08-26",58.330002
"351","2020-08-27",58
"352","2020-08-28",57.650002
"353","2020-08-31",57.34
"354","2020-09-01",56.98
"355","2020-09-02",58
"356","2020-09-03",56.07
"357","2020-09-04",55.509998
"358","2020-09-08",55.23
"359","2020-09-09",55.700001
"360","2020-09-10",55.25
"361","2020-09-11",56.740002
"362","2020-09-14",56.759998
"363","2020-09-15",57.009998
"364","2020-09-16",58.799999
"365","2020-09-17",59.110001
"366","2020-09-18",58.84
"367","2020-09-21",57.099998
"368","2020-09-22",57.400002
"369","2020-09-23",56.549999
"370","2020-09-24",56.209999
"371","2020-09-25",56.299999
"372","2020-09-28",56.799999
"373","2020-09-29",56.889999
"374","2020-09-30",56.950001
"375","2020-10-01",57.349998
"376","2020-10-02",56.82
"377","2020-10-05",58.040001
"378","2020-10-06",57.380001
"379","2020-10-07",58.18
"380","2020-10-08",59.919998
"381","2020-10-09",61.639999
"382","2020-10-12",62.580002
"383","2020-10-13",61.990002
"384","2020-10-14",62.369999
"385","2020-10-15",61.43
"386","2020-10-16",61.810001
"387","2020-10-19",61.43
"388","2020-10-20",60.82
"389","2020-10-21",60.209999
"390","2020-10-22",61.169998
"391","2020-10-23",62.34
"392","2020-10-26",61.25
"393","2020-10-27",60.5
"394","2020-10-28",58.43
"395","2020-10-29",57.16
"396","2020-10-30",56.84
"397","2020-11-02",57.150002
"398","2020-11-03",59.220001
"399","2020-11-04",60.490002
"400","2020-11-05",61.939999
"401","2020-11-06",62.959999
"402","2020-11-09",65.629997
"403","2020-11-10",64.730003
"404","2020-11-11",64.900002
"405","2020-11-12",63.389999
"406","2020-11-13",65.410004
"407","2020-11-16",66.110001
"408","2020-11-17",65.129997
"409","2020-11-18",63.18
"410","2020-11-19",63.34
"411","2020-11-20",62.84
"412","2020-11-23",63.200001
"413","2020-11-24",63.009998
"414","2020-11-25",63.18
"415","2020-11-27",63.790001
