"","date","ALC"
"1","2019-04-09",58.040001
"2","2019-04-10",57.299999
"3","2019-04-11",55.599998
"4","2019-04-12",54.43
"5","2019-04-15",55.75
"6","2019-04-16",57.02
"7","2019-04-17",56.610001
"8","2019-04-18",55.330002
"9","2019-04-22",55
"10","2019-04-23",55.849998
"11","2019-04-24",56.650002
"12","2019-04-25",57.880001
"13","2019-04-26",58.119999
"14","2019-04-29",57.419998
"15","2019-04-30",58.200001
"16","2019-05-01",58.119999
"17","2019-05-02",59.639999
"18","2019-05-03",58.5
"19","2019-05-06",59.549999
"20","2019-05-07",58.330002
"21","2019-05-08",60.68
"22","2019-05-09",60.689999
"23","2019-05-10",63.330002
"24","2019-05-13",61.639999
"25","2019-05-14",59.860001
"26","2019-05-15",60.849998
"27","2019-05-16",61.139999
"28","2019-05-17",60.939999
"29","2019-05-20",59.610001
"30","2019-05-21",59.009998
"31","2019-05-22",58.84
"32","2019-05-23",58.799999
"33","2019-05-24",59
"34","2019-05-28",57.880001
"35","2019-05-29",58.68
"36","2019-05-30",58.619999
"37","2019-05-31",58.18
"38","2019-06-03",59.169998
"39","2019-06-04",58.950001
"40","2019-06-05",58.66
"41","2019-06-06",58.59
"42","2019-06-07",58.82
"43","2019-06-10",59.110001
"44","2019-06-11",59.23
"45","2019-06-12",59.330002
"46","2019-06-13",59.029999
"47","2019-06-14",57.900002
"48","2019-06-17",58.310001
"49","2019-06-18",58.5
"50","2019-06-19",59.25
"51","2019-06-20",59.57
"52","2019-06-21",59.82
"53","2019-06-24",59.529999
"54","2019-06-25",58.959999
"55","2019-06-26",60.040001
"56","2019-06-27",60.240002
"57","2019-06-28",62.049999
"58","2019-07-01",61.740002
"59","2019-07-02",62.419998
"60","2019-07-03",62.41
"61","2019-07-05",60.860001
"62","2019-07-08",61.099998
"63","2019-07-09",60.689999
"64","2019-07-10",61.130001
"65","2019-07-11",61.529999
"66","2019-07-12",61.41
"67","2019-07-15",61.02
"68","2019-07-16",60.5
"69","2019-07-17",60.740002
"70","2019-07-18",60.900002
"71","2019-07-19",60.080002
"72","2019-07-22",59.799999
"73","2019-07-23",59.709999
"74","2019-07-24",59.029999
"75","2019-07-25",58.869999
"76","2019-07-26",59.360001
"77","2019-07-29",59.470001
"78","2019-07-30",59.049999
"79","2019-07-31",58.75
"80","2019-08-01",58.880001
"81","2019-08-02",58.919998
"82","2019-08-05",58.200001
"83","2019-08-06",58.880001
"84","2019-08-07",59.59
"85","2019-08-08",59.639999
"86","2019-08-09",59.950001
"87","2019-08-12",59.43
"88","2019-08-13",59.889999
"89","2019-08-14",58.889999
"90","2019-08-15",59.580002
"91","2019-08-16",60.849998
"92","2019-08-19",61.75
"93","2019-08-20",62.419998
"94","2019-08-21",60.509998
"95","2019-08-22",59.73
"96","2019-08-23",58.619999
"97","2019-08-26",58.560001
"98","2019-08-27",60.57
"99","2019-08-28",60.849998
"100","2019-08-29",60.860001
"101","2019-08-30",60.959999
"102","2019-09-03",60.560001
"103","2019-09-04",60.580002
"104","2019-09-05",59.790001
"105","2019-09-06",59.84
"106","2019-09-09",58.599998
"107","2019-09-10",60.189999
"108","2019-09-11",59.75
"109","2019-09-12",59.77
"110","2019-09-13",59.450001
"111","2019-09-16",59.459999
"112","2019-09-17",59.830002
"113","2019-09-18",59.48
"114","2019-09-19",59.240002
"115","2019-09-20",59.77
"116","2019-09-23",60.580002
"117","2019-09-24",59.709999
"118","2019-09-25",59.360001
"119","2019-09-26",58.849998
"120","2019-09-27",58.599998
"121","2019-09-30",58.290001
"122","2019-10-01",57.669998
"123","2019-10-02",56.75
"124","2019-10-03",56.66
"125","2019-10-04",57.139999
"126","2019-10-07",56.98
"127","2019-10-08",55.98
"128","2019-10-09",56.25
"129","2019-10-10",56.240002
"130","2019-10-11",56.23
"131","2019-10-14",57.029999
"132","2019-10-15",57.82
"133","2019-10-16",57.849998
"134","2019-10-17",59.07
"135","2019-10-18",59.009998
"136","2019-10-21",58.5
"137","2019-10-22",58.099998
"138","2019-10-23",57.709999
"139","2019-10-24",58.139999
"140","2019-10-25",58.290001
"141","2019-10-28",57.740002
"142","2019-10-29",58.060001
"143","2019-10-30",58.98
"144","2019-10-31",59.27
"145","2019-11-01",58.939999
"146","2019-11-04",59
"147","2019-11-05",58.669998
"148","2019-11-06",58.540001
"149","2019-11-07",58.650002
"150","2019-11-08",58
"151","2019-11-11",58.310001
"152","2019-11-12",58.68
"153","2019-11-13",59.119999
"154","2019-11-14",58.919998
"155","2019-11-15",58.830002
"156","2019-11-18",58.98
"157","2019-11-19",59.09
"158","2019-11-20",56.889999
"159","2019-11-21",56.810001
"160","2019-11-22",56.720001
"161","2019-11-25",56.59
"162","2019-11-26",56.139999
"163","2019-11-27",55.959999
"164","2019-11-29",55.290001
"165","2019-12-02",55.73
"166","2019-12-03",55.369999
"167","2019-12-04",55.970001
"168","2019-12-05",55.27
"169","2019-12-06",55.759998
"170","2019-12-09",55.439999
"171","2019-12-10",55.040001
"172","2019-12-11",55.700001
"173","2019-12-12",56.330002
"174","2019-12-13",55.799999
"175","2019-12-16",56.25
"176","2019-12-17",56.419998
"177","2019-12-18",57.099998
"178","2019-12-19",57.209999
"179","2019-12-20",57
"180","2019-12-23",57.209999
"181","2019-12-24",57.060001
"182","2019-12-26",57
"183","2019-12-27",57.41
"184","2019-12-30",56.169998
"185","2019-12-31",56.57
"186","2020-01-02",56.369999
"187","2020-01-03",57.389999
"188","2020-01-06",57.32
"189","2020-01-07",57.610001
"190","2020-01-08",57.279999
"191","2020-01-09",57.220001
"192","2020-01-10",57.48
"193","2020-01-13",58.5
"194","2020-01-14",60.150002
"195","2020-01-15",61.16
"196","2020-01-16",61.189999
"197","2020-01-17",61.470001
"198","2020-01-21",61.290001
"199","2020-01-22",62.52
"200","2020-01-23",61.740002
"201","2020-01-24",61.57
"202","2020-01-27",61.049999
"203","2020-01-28",60.599998
"204","2020-01-29",60.48
"205","2020-01-30",59.799999
"206","2020-01-31",58.939999
"207","2020-02-03",59.380001
"208","2020-02-04",60.560001
"209","2020-02-05",61.349998
"210","2020-02-06",61.509998
