"","date","GTEC"
"1","2018-08-08",9.66
"2","2018-08-09",9.67
"3","2018-08-10",9.68
"4","2018-08-13",9.66
"5","2018-08-14",9.66
"6","2018-08-15",9.66
"7","2018-08-16",9.66
"8","2018-08-17",9.66
"9","2018-08-20",9.65
"10","2018-08-21",9.65
"11","2018-08-22",9.65
"12","2018-08-23",9.65
"13","2018-08-24",9.65
"14","2018-08-27",9.65
"15","2018-08-28",9.65
"16","2018-08-29",9.65
"17","2018-08-30",9.7
"18","2018-08-31",9.65
"19","2018-09-04",9.65
"20","2018-09-05",9.65
"21","2018-09-06",9.7
"22","2018-09-07",9.7
"23","2018-09-10",9.7
"24","2018-09-11",9.7
"25","2018-09-12",9.7
"26","2018-09-13",9.68
"27","2018-09-14",9.668
"28","2018-09-17",9.67
"29","2018-09-18",9.67
"30","2018-09-19",9.67
"31","2018-09-20",9.67
"32","2018-09-21",9.695
"33","2018-09-24",9.67
"34","2018-09-25",9.67
"35","2018-09-26",9.67
"36","2018-09-27",9.67
"37","2018-09-28",9.67
"38","2018-10-01",9.7
"39","2018-10-02",9.7
"40","2018-10-03",9.7
"41","2018-10-04",9.72
"42","2018-10-05",9.72
"43","2018-10-08",9.72
"44","2018-10-09",9.67
"45","2018-10-10",9.722
"46","2018-10-11",9.722
"47","2018-10-12",9.722
"48","2018-10-15",9.722
"49","2018-10-16",9.722
"50","2018-10-17",9.722
"51","2018-10-18",9.722
"52","2018-10-19",9.722
"53","2018-10-22",9.722
"54","2018-10-23",9.722
"55","2018-10-24",9.722
"56","2018-10-25",9.722
"57","2018-10-26",9.722
"58","2018-10-29",9.722
"59","2018-10-30",9.722
"60","2018-10-31",9.722
"61","2018-11-01",9.722
"62","2018-11-02",9.722
"63","2018-11-05",9.722
"64","2018-11-06",9.722
"65","2018-11-07",9.722
"66","2018-11-08",9.722
"67","2018-11-09",9.704
"68","2018-11-12",9.71
"69","2018-11-13",9.71
"70","2018-11-14",9.73
"71","2018-11-15",9.75
"72","2018-11-16",9.75
"73","2018-11-19",9.75
"74","2018-11-20",9.8
"75","2018-11-21",9.8
"76","2018-11-23",9.8
"77","2018-11-26",9.8
"78","2018-11-27",9.8
"79","2018-11-28",9.8
"80","2018-11-29",9.8
"81","2018-11-30",9.8
"82","2018-12-03",9.65
"83","2018-12-04",9.65
"84","2018-12-06",9.65
"85","2018-12-07",9.65
"86","2018-12-10",9.65
"87","2018-12-11",9.65
"88","2018-12-12",9.65
"89","2018-12-13",9.65
"90","2018-12-14",9.65
"91","2018-12-17",9.65
"92","2018-12-18",9.65
"93","2018-12-19",9.85
"94","2018-12-20",9.85
"95","2018-12-21",9.85
"96","2018-12-24",9.85
"97","2018-12-26",9.77
"98","2018-12-27",9.77
"99","2018-12-28",9.77
"100","2018-12-31",9.9
"101","2019-01-02",9.9
"102","2019-01-03",9.9
"103","2019-01-04",9.9
"104","2019-01-07",9.9
"105","2019-01-08",9.92
"106","2019-01-09",9.88
"107","2019-01-10",9.88
"108","2019-01-11",9.9
"109","2019-01-14",9.92
"110","2019-01-15",9.92
"111","2019-01-16",9.93
"112","2019-01-17",9.93
"113","2019-01-18",9.971
"114","2019-01-22",9.94
"115","2019-01-23",9.94
"116","2019-01-24",9.94
"117","2019-01-25",9.94
"118","2019-01-28",10.02
"119","2019-01-29",10.03
"120","2019-01-30",10.03
"121","2019-01-31",10.04
"122","2019-02-01",10.04
"123","2019-02-04",10.04
"124","2019-02-05",10.04
"125","2019-02-06",10.04
"126","2019-02-07",10.04
"127","2019-02-08",10.04
"128","2019-02-11",10.04
"129","2019-02-12",10.04
"130","2019-02-13",10.04
"131","2019-02-14",10.04
"132","2019-02-15",10.04
"133","2019-02-19",10.04
"134","2019-02-20",10.04
"135","2019-02-21",10.04
"136","2019-02-22",10.05
"137","2019-02-25",10.05
"138","2019-02-26",10.05
"139","2019-02-27",10.05
"140","2019-02-28",10.05
"141","2019-03-01",10.05
"142","2019-03-04",10.05
"143","2019-03-05",10.05
"144","2019-03-06",10.05
"145","2019-03-07",10.05
"146","2019-03-08",10.05
"147","2019-03-11",10.05
"148","2019-03-12",10.05
"149","2019-03-13",10.05
"150","2019-03-14",10.05
"151","2019-03-15",10.05
"152","2019-03-18",10.07
"153","2019-03-19",10.05
"154","2019-03-20",10.07
"155","2019-03-21",10.06
"156","2019-03-22",10.08
"157","2019-03-25",10.09
"158","2019-03-26",10.1
"159","2019-03-27",10.1
"160","2019-03-28",10.1
"161","2019-03-29",10.07
"162","2019-04-01",10.04
"163","2019-04-02",10
"164","2019-04-03",10
"165","2019-04-04",10.05
"166","2019-04-05",10.11
"167","2019-04-08",10.11
"168","2019-04-09",10.11
"169","2019-04-10",10.09
"170","2019-04-11",10.09
"171","2019-04-12",10.09
"172","2019-04-15",10.11
"173","2019-04-16",10.1
"174","2019-04-17",10.1
"175","2019-04-18",10.11
"176","2019-04-22",10.121
"177","2019-04-23",10.121
"178","2019-04-24",10.1
"179","2019-04-25",10.1
"180","2019-04-26",10.111
"181","2019-04-29",10.23
"182","2019-04-30",10.23
"183","2019-05-01",10.23
"184","2019-05-02",10.23
"185","2019-05-03",10.14
"186","2019-05-06",10.14
"187","2019-05-07",10.14
"188","2019-05-08",10.14
"189","2019-05-09",10.14
"190","2019-05-10",10.14
"191","2019-05-13",10.14
"192","2019-05-14",10.13
"193","2019-05-15",10.13
"194","2019-05-16",10.13
"195","2019-05-17",10.19
"196","2019-05-20",10.19
"197","2019-05-21",10.16
"198","2019-05-22",10.153
"199","2019-05-23",10.15
"200","2019-05-24",10.15
"201","2019-05-28",10.15
"202","2019-05-29",10.15
"203","2019-05-30",10.15
"204","2019-05-31",10.15
"205","2019-06-03",10.15
"206","2019-06-04",10.15
"207","2019-06-05",10.15
"208","2019-06-06",10.15
"209","2019-06-07",10.18
"210","2019-06-10",10.18
"211","2019-06-11",10.2
"212","2019-06-12",10.2
"213","2019-06-13",10.2
"214","2019-06-14",10.2
"215","2019-06-17",10.2
"216","2019-06-18",10.183
"217","2019-06-19",10.183
"218","2019-06-20",10.183
"219","2019-06-21",10.183
"220","2019-06-24",10.183
"221","2019-06-25",10.183
"222","2019-06-26",10.16
"223","2019-06-27",10.16
"224","2019-06-28",10.16
"225","2019-07-01",10.16
"226","2019-07-02",10.16
"227","2019-07-03",10.19
"228","2019-07-05",10.19
"229","2019-07-08",10.19
"230","2019-07-09",10.19
"231","2019-07-10",10.2
"232","2019-07-11",10.17
"233","2019-07-12",10.17
"234","2019-07-15",10.24
"235","2019-07-16",10.24
"236","2019-07-17",10.201
"237","2019-07-18",10.25
"238","2019-07-19",10.218
"239","2019-07-22",10.218
"240","2019-07-23",10.218
"241","2019-07-24",10.2
"242","2019-07-25",10.23
"243","2019-07-26",10.23
"244","2019-07-29",10.23
"245","2019-07-30",10.23
"246","2019-07-31",10.212
"247","2019-08-01",10.23
"248","2019-08-02",10.2
"249","2019-08-05",10.26
"250","2019-08-06",10.25
"251","2019-08-07",10.24
"252","2019-08-08",10.248
"253","2019-08-09",10.248
"254","2019-08-12",10.248
"255","2019-08-13",10.27
"256","2019-08-14",10.27
"257","2019-08-15",10.28
"258","2019-08-16",10.28
"259","2019-08-19",10.28
"260","2019-08-20",10.28
"261","2019-08-21",10.3
"262","2019-08-22",10.3
"263","2019-08-23",10.3
"264","2019-08-26",10.287
"265","2019-08-27",10.3
"266","2019-08-28",10.3
"267","2019-08-29",10.3
"268","2019-08-30",10.3
"269","2019-09-03",10.3
"270","2019-09-04",10.3
"271","2019-09-05",10.3
"272","2019-09-06",10.3
"273","2019-09-09",10.373
"274","2019-09-10",10.28
"275","2019-09-11",10.28
"276","2019-09-12",10.28
"277","2019-09-13",10.312
"278","2019-09-16",10.292
"279","2019-09-17",10.33
"280","2019-09-18",10.3
"281","2019-09-19",10.374
"282","2019-09-20",10.376
"283","2019-09-23",10.37
"284","2019-09-24",10.37
"285","2019-09-25",10.37
"286","2019-09-26",10.35
"287","2019-09-27",10.345
"288","2019-09-30",10.353
"289","2019-10-01",10.34
"290","2019-10-02",10.34
"291","2019-10-03",10.35
"292","2019-10-04",10.35
"293","2019-10-07",10.344
"294","2019-10-08",10.33
"295","2019-10-09",10.36
"296","2019-10-10",10.338
"297","2019-10-11",10.19
"298","2019-10-14",9.21
"299","2019-10-15",8.7
"300","2019-10-16",7.53
"301","2019-10-17",6.98
"302","2019-10-18",10.33
"303","2019-10-21",10.35
"304","2019-10-22",8.16
"305","2019-10-23",8.2
"306","2019-10-24",9
"307","2019-10-25",7.51
"308","2019-10-28",7.02
"309","2019-10-29",6.92
"310","2019-10-30",6.85
"311","2019-10-31",7.03
"312","2019-11-01",7.11
"313","2019-11-04",7.16
"314","2019-11-05",7.22
"315","2019-11-06",7.28
"316","2019-11-07",7.27
"317","2019-11-08",7.19
"318","2019-11-11",6.99
"319","2019-11-12",6.89
"320","2019-11-13",7.19
"321","2019-11-14",6.96
"322","2019-11-15",7.04
"323","2019-11-18",7.05
"324","2019-11-19",7.09
"325","2019-11-20",7.08
"326","2019-11-21",7.11
"327","2019-11-22",7.03
"328","2019-11-25",7.045
"329","2019-11-26",6.69
"330","2019-11-27",6.65
"331","2019-11-29",6.91
"332","2019-12-02",6.65
"333","2019-12-03",6.57
"334","2019-12-04",6.545
"335","2019-12-05",6.475
"336","2019-12-06",6.2
"337","2019-12-09",6.39
"338","2019-12-10",6.06
"339","2019-12-11",5.905
"340","2019-12-12",5.67
"341","2019-12-13",5.5
"342","2019-12-16",5.5
"343","2019-12-17",5.376
"344","2019-12-18",5.1
"345","2019-12-19",4.975
"346","2019-12-20",5.15
"347","2019-12-23",5.049
"348","2019-12-24",4.852
"349","2019-12-26",4.875
"350","2019-12-27",5.23
"351","2019-12-30",5.1
"352","2019-12-31",5
"353","2020-01-02",5.01
"354","2020-01-03",4.87
"355","2020-01-06",4.8
"356","2020-01-07",4.592
"357","2020-01-08",4.302
"358","2020-01-09",4.44
"359","2020-01-10",4.44
"360","2020-01-13",4.904
"361","2020-01-14",4.57
"362","2020-01-15",4.53
"363","2020-01-16",4.53
"364","2020-01-17",4.35
"365","2020-01-21",4.316
"366","2020-01-22",4.1
"367","2020-01-23",4.23
"368","2020-01-24",4
"369","2020-01-27",4.1
"370","2020-01-28",4.362
"371","2020-01-29",4.059
"372","2020-01-30",4.252
"373","2020-01-31",3.99
"374","2020-02-03",4.054
"375","2020-02-04",3.81
"376","2020-02-05",3.86
"377","2020-02-06",3.75
"378","2020-02-07",3.501
"379","2020-02-10",3.51
"380","2020-02-11",3.25
"381","2020-02-12",3.25
"382","2020-02-13",2.5
"383","2020-02-14",3.045
"384","2020-02-18",3.2
"385","2020-02-19",3
"386","2020-02-20",2.84
"387","2020-02-21",2.781
"388","2020-02-24",2.86
"389","2020-02-25",2.85
"390","2020-02-26",2.984
"391","2020-02-27",3.065
"392","2020-02-28",3.05
"393","2020-03-02",2.784
"394","2020-03-03",2.6
"395","2020-03-04",2.36
"396","2020-03-05",2.19
"397","2020-03-06",2.194
"398","2020-03-09",1.8
"399","2020-03-10",1.5
"400","2020-03-11",1.42
"401","2020-03-12",2.54
"402","2020-03-13",1.891
"403","2020-03-16",1.754
"404","2020-03-17",1.751
"405","2020-03-18",1.507
"406","2020-03-19",1.39
"407","2020-03-20",1.397
"408","2020-03-23",1.9
"409","2020-03-24",1.69
"410","2020-03-25",1.57
"411","2020-03-26",1.5
"412","2020-03-27",1.8
"413","2020-03-30",1.52
"414","2020-03-31",3.3
"415","2020-04-01",2.91
"416","2020-04-02",2.64
"417","2020-04-03",2.4
"418","2020-04-06",2.412
"419","2020-04-07",2.111
"420","2020-04-08",2.17
"421","2020-04-09",2.275
"422","2020-04-13",2.307
"423","2020-04-14",2.05
"424","2020-04-15",2.23
"425","2020-04-16",2.19
"426","2020-04-17",2.099
"427","2020-04-20",2.06
"428","2020-04-21",2.088
"429","2020-04-22",2.12
"430","2020-04-23",2.12
"431","2020-04-24",2.05
"432","2020-04-27",2
"433","2020-04-28",1.985
"434","2020-04-29",2.198
"435","2020-04-30",1.98
"436","2020-05-01",2.15
"437","2020-05-04",2.077
"438","2020-05-05",2.01
"439","2020-05-06",1.88
"440","2020-05-07",1.79
"441","2020-05-08",1.73
"442","2020-05-11",1.73
"443","2020-05-12",1.73
"444","2020-05-13",1.7
"445","2020-05-14",1.86
"446","2020-05-15",1.94
"447","2020-05-18",1.849
"448","2020-05-19",2.04
"449","2020-05-20",2
"450","2020-05-21",2.08
"451","2020-05-22",2.14
"452","2020-05-26",2.065
"453","2020-05-27",2.015
"454","2020-05-28",2.095
"455","2020-05-29",2.1
"456","2020-06-01",1.95
"457","2020-06-02",1.93
"458","2020-06-03",1.92
"459","2020-06-04",1.97
"460","2020-06-05",2.27
"461","2020-06-08",2.88
"462","2020-06-09",2.75
"463","2020-06-10",3.09
"464","2020-06-11",2.67
