"","date","GTEC"
"465","2020-06-12",2.48
"466","2020-06-15",2.349
"467","2020-06-16",2.518
"468","2020-06-17",2.87
"469","2020-06-18",2.98
"470","2020-06-19",2.64
"471","2020-06-22",2.86
"472","2020-06-23",2.86
"473","2020-06-24",2.75
"474","2020-06-25",2.77
"475","2020-06-26",2.47
"476","2020-06-29",2.46
"477","2020-06-30",2.31
"478","2020-07-01",2.37
"479","2020-07-02",2.31
"480","2020-07-06",2.784
"481","2020-07-07",2.67
"482","2020-07-08",2.7
"483","2020-07-09",2.76
"484","2020-07-10",3.3
"485","2020-07-13",3.72
"486","2020-07-14",3.4
"487","2020-07-15",3.41
"488","2020-07-16",2.97
"489","2020-07-17",2.982
"490","2020-07-20",2.935
"491","2020-07-21",3.02
"492","2020-07-22",2.86
"493","2020-07-23",2.85
"494","2020-07-24",2.85
"495","2020-07-27",2.65
"496","2020-07-28",2.84
"497","2020-07-29",2.78
"498","2020-07-30",2.73
"499","2020-07-31",2.63
"500","2020-08-03",2.73
"501","2020-08-04",2.79
"502","2020-08-05",3
"503","2020-08-06",3.17
"504","2020-08-07",3.21
"505","2020-08-10",3.158
"506","2020-08-11",2.92
"507","2020-08-12",2.9
"508","2020-08-13",2.99
"509","2020-08-14",2.96
"510","2020-08-17",2.94
"511","2020-08-18",2.995
"512","2020-08-19",3.14
"513","2020-08-20",2.9
"514","2020-08-21",2.901
"515","2020-08-24",2.84
"516","2020-08-25",3.25
"517","2020-08-26",3.235
"518","2020-08-27",3.07
"519","2020-08-28",3.125
"520","2020-08-31",3.06
"521","2020-09-01",3.18
"522","2020-09-02",3.09
"523","2020-09-03",3
"524","2020-09-04",3.05
"525","2020-09-08",3.05
"526","2020-09-09",3.09
"527","2020-09-10",2.73
"528","2020-09-11",2.77
"529","2020-09-14",2.81
"530","2020-09-15",2.7
"531","2020-09-16",2.7
"532","2020-09-17",2.81
"533","2020-09-18",2.68
"534","2020-09-21",2.573
"535","2020-09-22",2.67
"536","2020-09-23",2.55
"537","2020-09-24",2.43
"538","2020-09-25",2.44
"539","2020-09-28",2.345
"540","2020-09-29",2.38
"541","2020-09-30",2.4
"542","2020-10-01",2.4
"543","2020-10-02",2.15
"544","2020-10-05",2.23
"545","2020-10-06",2.83
"546","2020-10-07",2.69
"547","2020-10-08",2.8
"548","2020-10-09",2.72
"549","2020-10-12",2.5
"550","2020-10-13",2.4
"551","2020-10-14",2.41
"552","2020-10-15",2.71
"553","2020-10-16",2.5
"554","2020-10-19",3.54
"555","2020-10-20",2.96
"556","2020-10-21",2.44
"557","2020-10-22",2.44
"558","2020-10-23",2.55
"559","2020-10-26",2.43
"560","2020-10-27",2.26
"561","2020-10-28",2.13
"562","2020-10-29",2.18
"563","2020-10-30",1.81
"564","2020-11-02",1.95
"565","2020-11-03",1.97
"566","2020-11-04",2.06
"567","2020-11-05",2.07
"568","2020-11-06",2.09
"569","2020-11-09",2.34
"570","2020-11-10",5.16
"571","2020-11-11",4.95
"572","2020-11-12",5.64
"573","2020-11-13",6.1
"574","2020-11-16",5.65
"575","2020-11-17",4.93
"576","2020-11-18",4.93
"577","2020-11-19",4.8
"578","2020-11-20",4.69
"579","2020-11-23",7.7
"580","2020-11-24",6.33
"581","2020-11-25",6.23
"582","2020-11-27",5.83
