"","date","DHT"
"1","2007-01-03",191.880005
"2","2007-01-04",187.199997
"3","2007-01-05",182.399994
"4","2007-01-08",180.360001
"5","2007-01-09",173.399994
"6","2007-01-10",179.520004
"7","2007-01-11",180.360001
"8","2007-01-12",185.759995
"9","2007-01-16",186
"10","2007-01-17",187.080002
"11","2007-01-18",188.639999
"12","2007-01-19",192
"13","2007-01-22",192.960007
"14","2007-01-23",194.520004
"15","2007-01-24",180
"16","2007-01-25",180.240005
"17","2007-01-26",180.839996
"18","2007-01-29",181.199997
"19","2007-01-30",180.839996
"20","2007-01-31",180.479996
"21","2007-02-01",181.559998
"22","2007-02-02",182.520004
"23","2007-02-05",182.880005
"24","2007-02-06",180.839996
"25","2007-02-07",180.600006
"26","2007-02-08",179.639999
"27","2007-02-09",176.880005
"28","2007-02-12",177.960007
"29","2007-02-13",179.639999
"30","2007-02-14",180.839996
"31","2007-02-15",183
"32","2007-02-16",185.279999
"33","2007-02-20",179.880005
"34","2007-02-21",178.679993
"35","2007-02-22",179.399994
"36","2007-02-23",178.320007
"37","2007-02-26",176.880005
"38","2007-02-27",174.600006
"39","2007-02-28",174.720001
"40","2007-03-01",172.320007
"41","2007-03-02",171.839996
"42","2007-03-05",167.520004
"43","2007-03-06",169.679993
"44","2007-03-07",169.080002
"45","2007-03-08",168.839996
"46","2007-03-09",168.479996
"47","2007-03-12",168.720001
"48","2007-03-13",168.600006
"49","2007-03-14",169.080002
"50","2007-03-15",171.360001
"51","2007-03-16",171.119995
"52","2007-03-19",171.600006
"53","2007-03-20",170.399994
"54","2007-03-21",170.759995
"55","2007-03-22",171.600006
"56","2007-03-23",171.720001
"57","2007-03-26",179.399994
"58","2007-03-27",180.240005
"59","2007-03-28",180.600006
"60","2007-03-29",180
"61","2007-03-30",177.360001
"62","2007-04-02",177.240005
"63","2007-04-03",178.919998
"64","2007-04-04",179.759995
"65","2007-04-05",178.919998
"66","2007-04-09",177.119995
"67","2007-04-10",178.440002
"68","2007-04-11",176.880005
"69","2007-04-12",176.880005
"70","2007-04-13",178.440002
"71","2007-04-16",178.800003
"72","2007-04-17",181.559998
"73","2007-04-18",184.320007
"74","2007-04-19",185.399994
"75","2007-04-20",187.080002
"76","2007-04-23",187.440002
"77","2007-04-24",186.960007
"78","2007-04-25",187.800003
"79","2007-04-26",187.559998
"80","2007-04-27",189.720001
"81","2007-04-30",191.160004
"82","2007-05-01",189.240005
"83","2007-05-02",189.839996
"84","2007-05-03",191.399994
"85","2007-05-04",190.800003
"86","2007-05-07",191.279999
"87","2007-05-08",191.279999
"88","2007-05-09",193.199997
"89","2007-05-10",196.199997
"90","2007-05-11",190.800003
"91","2007-05-14",188.639999
"92","2007-05-15",190.199997
"93","2007-05-16",189
"94","2007-05-17",192.240005
"95","2007-05-18",194.160004
"96","2007-05-21",197.279999
"97","2007-05-22",199.679993
"98","2007-05-23",199.800003
"99","2007-05-24",191.759995
"100","2007-05-25",190.800003
"101","2007-05-29",191.399994
"102","2007-05-30",190.800003
"103","2007-05-31",190.800003
"104","2007-06-01",190.679993
"105","2007-06-04",189.119995
"106","2007-06-05",188.160004
"107","2007-06-06",184.679993
"108","2007-06-07",181.199997
"109","2007-06-08",180.600006
"110","2007-06-11",180.119995
"111","2007-06-12",177.960007
"112","2007-06-13",180.720001
"113","2007-06-14",181.559998
"114","2007-06-15",180.240005
"115","2007-06-18",180.119995
"116","2007-06-19",180
"117","2007-06-20",183.839996
"118","2007-06-21",186.960007
"119","2007-06-22",183.600006
"120","2007-06-25",182.039993
"121","2007-06-26",182.399994
"122","2007-06-27",183.960007
"123","2007-06-28",186.119995
"124","2007-06-29",187.080002
"125","2007-07-02",187.919998
"126","2007-07-03",187.800003
"127","2007-07-05",191.880005
"128","2007-07-06",192.479996
"129","2007-07-09",193.800003
"130","2007-07-10",192
"131","2007-07-11",191.520004
"132","2007-07-12",191.880005
"133","2007-07-13",193.440002
"134","2007-07-16",194.160004
"135","2007-07-17",198.240005
"136","2007-07-18",199.679993
"137","2007-07-19",215.639999
"138","2007-07-20",213.119995
"139","2007-07-23",214.800003
"140","2007-07-24",211.199997
"141","2007-07-25",218.160004
"142","2007-07-26",213
"143","2007-07-27",217.320007
"144","2007-07-30",217.440002
"145","2007-07-31",213.720001
"146","2007-08-01",215.279999
"147","2007-08-02",215.880005
"148","2007-08-03",201.360001
"149","2007-08-06",193.559998
"150","2007-08-07",194.399994
"151","2007-08-08",201.479996
"152","2007-08-09",189.479996
"153","2007-08-10",186.960007
"154","2007-08-13",192.360001
"155","2007-08-14",185.759995
"156","2007-08-15",180.720001
"157","2007-08-16",172.199997
"158","2007-08-17",180.119995
"159","2007-08-20",185.520004
"160","2007-08-21",181.080002
"161","2007-08-22",185.279999
"162","2007-08-23",183.960007
"163","2007-08-24",185.399994
"164","2007-08-27",188.279999
"165","2007-08-28",183.240005
"166","2007-08-29",186
"167","2007-08-30",185.160004
"168","2007-08-31",185.039993
"169","2007-09-04",186.839996
"170","2007-09-05",184.440002
"171","2007-09-06",184.320007
"172","2007-09-07",184.800003
"173","2007-09-10",176.520004
"174","2007-09-11",180.119995
"175","2007-09-12",174.839996
"176","2007-09-13",175.800003
"177","2007-09-14",173.279999
"178","2007-09-17",168.240005
"179","2007-09-18",176.160004
"180","2007-09-19",177.600006
"181","2007-09-20",175.800003
"182","2007-09-21",177
"183","2007-09-24",180.360001
"184","2007-09-25",181.919998
"185","2007-09-26",182.759995
"186","2007-09-27",180
"187","2007-09-28",178.679993
"188","2007-10-01",180.720001
"189","2007-10-02",178.919998
"190","2007-10-03",175.919998
"191","2007-10-04",177.600006
"192","2007-10-05",177.240005
"193","2007-10-08",177
"194","2007-10-09",178.559998
"195","2007-10-10",180.720001
"196","2007-10-11",177.479996
"197","2007-10-12",176.639999
"198","2007-10-15",177
"199","2007-10-16",175.800003
"200","2007-10-17",176.520004
"201","2007-10-18",178.559998
"202","2007-10-19",175.440002
"203","2007-10-22",171.600006
"204","2007-10-23",174.119995
"205","2007-10-24",176.639999
"206","2007-10-25",179.759995
"207","2007-10-26",180.720001
"208","2007-10-29",187.800003
"209","2007-10-30",181.199997
"210","2007-10-31",186.360001
"211","2007-11-01",179.160004
"212","2007-11-02",178.800003
"213","2007-11-05",172.559998
"214","2007-11-06",178.919998
"215","2007-11-07",170.759995
"216","2007-11-08",171.119995
"217","2007-11-09",166.440002
"218","2007-11-12",158.880005
"219","2007-11-13",184.800003
"220","2007-11-14",171.119995
"221","2007-11-15",165.960007
"222","2007-11-16",162.479996
"223","2007-11-19",146.160004
"224","2007-11-20",149.160004
"225","2007-11-21",141.119995
"226","2007-11-23",147.720001
"227","2007-11-26",144.960007
"228","2007-11-27",145.800003
"229","2007-11-28",156.960007
"230","2007-11-29",163.440002
"231","2007-11-30",159.119995
"232","2007-12-03",154.080002
"233","2007-12-04",152.639999
"234","2007-12-05",152.160004
"235","2007-12-06",163.440002
"236","2007-12-07",162.240005
"237","2007-12-10",164.399994
"238","2007-12-11",161.639999
"239","2007-12-12",161.160004
"240","2007-12-13",167.399994
"241","2007-12-14",162.479996
"242","2007-12-17",156.360001
"243","2007-12-18",155.880005
"244","2007-12-19",159
"245","2007-12-20",155.160004
"246","2007-12-21",159.240005
"247","2007-12-24",160.440002
"248","2007-12-26",160.199997
"249","2007-12-27",155.279999
"250","2007-12-28",153.119995
"251","2007-12-31",146.880005
"252","2008-01-02",146.639999
"253","2008-01-03",145.679993
"254","2008-01-04",132.119995
"255","2008-01-07",122.760002
"256","2008-01-08",129
"257","2008-01-09",127.440002
"258","2008-01-10",125.160004
"259","2008-01-11",125.279999
"260","2008-01-14",124.199997
"261","2008-01-15",123.360001
"262","2008-01-16",121.440002
"263","2008-01-17",114
"264","2008-01-18",124.800003
"265","2008-01-22",132.960007
"266","2008-01-23",120
"267","2008-01-24",127.919998
"268","2008-01-25",129.839996
"269","2008-01-28",130.679993
"270","2008-01-29",134.639999
"271","2008-01-30",138.360001
"272","2008-01-31",134.639999
"273","2008-02-01",141
"274","2008-02-04",140.399994
"275","2008-02-05",138.720001
"276","2008-02-06",140.520004
"277","2008-02-07",143.759995
"278","2008-02-08",141
"279","2008-02-11",145.800003
"280","2008-02-12",141.360001
"281","2008-02-13",147
"282","2008-02-14",143.399994
"283","2008-02-15",144.240005
"284","2008-02-19",148.800003
"285","2008-02-20",150.720001
"286","2008-02-21",149.160004
"287","2008-02-22",139.919998
"288","2008-02-25",140.279999
"289","2008-02-26",141.479996
"290","2008-02-27",139.440002
"291","2008-02-28",138.720001
"292","2008-02-29",135
"293","2008-03-03",135.960007
"294","2008-03-04",137.160004
"295","2008-03-05",134.759995
"296","2008-03-06",133.080002
"297","2008-03-07",132
"298","2008-03-10",128.759995
"299","2008-03-11",134.160004
"300","2008-03-12",134.279999
"301","2008-03-13",131.759995
"302","2008-03-14",128.880005
"303","2008-03-17",120.239998
"304","2008-03-18",129.960007
"305","2008-03-19",121.559998
"306","2008-03-20",128.399994
"307","2008-03-24",129.960007
"308","2008-03-25",129
"309","2008-03-26",126.839996
"310","2008-03-27",129.240005
"311","2008-03-28",127.080002
"312","2008-03-31",127.32
"313","2008-04-01",131.639999
"314","2008-04-02",134.759995
"315","2008-04-03",134.639999
"316","2008-04-04",133.440002
"317","2008-04-07",131.880005
"318","2008-04-08",134.279999
"319","2008-04-09",132.360001
"320","2008-04-10",134.880005
"321","2008-04-11",130.919998
"322","2008-04-14",132.240005
"323","2008-04-15",136.320007
"324","2008-04-16",140.880005
"325","2008-04-17",143.759995
"326","2008-04-18",144.600006
"327","2008-04-21",142.199997
"328","2008-04-22",141.600006
"329","2008-04-23",141.600006
"330","2008-04-24",142.320007
"331","2008-04-25",145.440002
"332","2008-04-28",143.399994
