"","date","KMPR"
"1","2007-01-03",51.860001
"2","2007-01-04",51.77
"3","2007-01-05",50.91
"4","2007-01-08",50.779999
"5","2007-01-09",51.150002
"6","2007-01-10",51.470001
"7","2007-01-11",51.939999
"8","2007-01-12",52.299999
"9","2007-01-16",52.400002
"10","2007-01-17",52.200001
"11","2007-01-18",51.700001
"12","2007-01-19",51.720001
"13","2007-01-22",50.990002
"14","2007-01-23",51.23
"15","2007-01-24",51.389999
"16","2007-01-25",50.799999
"17","2007-01-26",50.869999
"18","2007-01-29",50.880001
"19","2007-01-30",51.119999
"20","2007-01-31",51.209999
"21","2007-02-01",52.470001
"22","2007-02-02",52.599998
"23","2007-02-05",49.939999
"24","2007-02-06",49.790001
"25","2007-02-07",49.43
"26","2007-02-08",49.630001
"27","2007-02-09",48.959999
"28","2007-02-12",48.91
"29","2007-02-13",48.790001
"30","2007-02-14",48.02
"31","2007-02-15",48
"32","2007-02-16",47.880001
"33","2007-02-20",48.009998
"34","2007-02-21",47.869999
"35","2007-02-22",47.869999
"36","2007-02-23",47.73
"37","2007-02-26",47.439999
"38","2007-02-27",45.689999
"39","2007-02-28",45.759998
"40","2007-03-01",46.169998
"41","2007-03-02",45.75
"42","2007-03-05",44.09
"43","2007-03-06",44.360001
"44","2007-03-07",44.360001
"45","2007-03-08",44.990002
"46","2007-03-09",45.119999
"47","2007-03-12",45.009998
"48","2007-03-13",44.400002
"49","2007-03-14",44.52
"50","2007-03-15",44.950001
"51","2007-03-16",44.830002
"52","2007-03-19",45.549999
"53","2007-03-20",46.259998
"54","2007-03-21",46.860001
"55","2007-03-22",47.09
"56","2007-03-23",47.439999
"57","2007-03-26",47.59
"58","2007-03-27",46.990002
"59","2007-03-28",46.66
"60","2007-03-29",46.650002
"61","2007-03-30",47.07
"62","2007-04-02",47.240002
"63","2007-04-03",47.349998
"64","2007-04-04",47.75
"65","2007-04-05",47.869999
"66","2007-04-09",47.639999
"67","2007-04-10",47.669998
"68","2007-04-11",47.389999
"69","2007-04-12",47.380001
"70","2007-04-13",47.41
"71","2007-04-16",48.110001
"72","2007-04-17",48.119999
"73","2007-04-18",48.009998
"74","2007-04-19",47.91
"75","2007-04-20",48.139999
"76","2007-04-23",47.900002
"77","2007-04-24",47.849998
"78","2007-04-25",48.290001
"79","2007-04-26",47.84
"80","2007-04-27",47.689999
"81","2007-04-30",47.150002
"82","2007-05-01",47.529999
"83","2007-05-02",47.5
"84","2007-05-03",47.419998
"85","2007-05-04",47.740002
"86","2007-05-07",48.049999
"87","2007-05-08",47.700001
"88","2007-05-09",47.040001
"89","2007-05-10",47.18
"90","2007-05-11",47.400002
"91","2007-05-14",47.139999
"92","2007-05-15",47.060001
"93","2007-05-16",47.740002
"94","2007-05-17",47.889999
"95","2007-05-18",47.93
"96","2007-05-21",48.389999
"97","2007-05-22",48.810001
"98","2007-05-23",48.759998
"99","2007-05-24",48.150002
"100","2007-05-25",48.450001
"101","2007-05-29",48.880001
"102","2007-05-30",49.049999
"103","2007-05-31",48.98
"104","2007-06-01",49.580002
"105","2007-06-04",50.040001
"106","2007-06-05",49.27
"107","2007-06-06",48.880001
"108","2007-06-07",47.84
"109","2007-06-08",48.130001
"110","2007-06-11",48.310001
"111","2007-06-12",47.900002
"112","2007-06-13",48
"113","2007-06-14",48.799999
"114","2007-06-15",48.939999
"115","2007-06-18",48.68
"116","2007-06-19",48.560001
"117","2007-06-20",48.290001
"118","2007-06-21",48.209999
"119","2007-06-22",48.389999
"120","2007-06-25",48.639999
"121","2007-06-26",49.07
"122","2007-06-27",49.52
"123","2007-06-28",49.23
"124","2007-06-29",49.18
"125","2007-07-02",50.889999
"126","2007-07-03",50.869999
"127","2007-07-05",50.959999
"128","2007-07-06",51.41
"129","2007-07-09",51.439999
"130","2007-07-10",50.48
"131","2007-07-11",50.889999
"132","2007-07-12",51.23
"133","2007-07-13",51.060001
"134","2007-07-16",50.369999
"135","2007-07-17",49.889999
"136","2007-07-18",49.080002
"137","2007-07-19",49.27
"138","2007-07-20",48.119999
"139","2007-07-23",48.009998
"140","2007-07-24",46.669998
"141","2007-07-25",46.57
"142","2007-07-26",44.740002
