"","date","DB"
"1","2007-01-03",129.14122
"2","2007-01-04",129.198471
"3","2007-01-05",126.937019
"4","2007-01-08",126.622139
"5","2007-01-09",126.593513
"6","2007-01-10",125.543892
"7","2007-01-11",126.202293
"8","2007-01-12",128.616409
"9","2007-01-16",128.301529
"10","2007-01-17",127.85305
"11","2007-01-18",127.757637
"12","2007-01-19",130.162216
"13","2007-01-22",129.103058
"14","2007-01-23",130.658401
"15","2007-01-24",132.166031
"16","2007-01-25",130.725189
"17","2007-01-26",131.774811
"18","2007-01-29",132.061066
"19","2007-01-30",132.977097
"20","2007-01-31",135.505722
"21","2007-02-01",134.92366
"22","2007-02-02",133.463745
"23","2007-02-05",132.42366
"24","2007-02-06",132.96756
"25","2007-02-07",132.872131
"26","2007-02-08",133.129776
"27","2007-02-09",132.080154
"28","2007-02-12",130.78244
"29","2007-02-13",132.919846
"30","2007-02-14",134.026718
"31","2007-02-15",134.274811
"32","2007-02-16",134.732819
"33","2007-02-20",134.332062
"34","2007-02-21",133.702286
"35","2007-02-22",132.919846
"36","2007-02-23",133.492371
"37","2007-02-26",132.57634
"38","2007-02-27",125.200378
"39","2007-02-28",125.295799
"40","2007-03-01",124.541985
"41","2007-03-02",121.927483
"42","2007-03-05",120.534348
"43","2007-03-06",122.948471
"44","2007-03-07",121.67939
"45","2007-03-08",123.683205
"46","2007-03-09",124.036263
"47","2007-03-12",124.303436
"48","2007-03-13",119.484734
"49","2007-03-14",117.671753
"50","2007-03-15",117.862595
"51","2007-03-16",119.332062
"52","2007-03-19",121.307251
"53","2007-03-20",122.46183
"54","2007-03-21",127.03244
"55","2007-03-22",127.137405
"56","2007-03-23",127.5
"57","2007-03-26",126.803436
"58","2007-03-27",126.67939
"59","2007-03-28",125.047707
"60","2007-03-29",127.318703
"61","2007-03-30",128.377869
"62","2007-04-02",128.387405
"63","2007-04-03",130.162216
"64","2007-04-04",130.772903
"65","2007-04-05",131.440842
"66","2007-04-09",131.192749
"67","2007-04-10",133.196564
"68","2007-04-11",132.624039
"69","2007-04-12",134.589691
"70","2007-04-13",135.877869
"71","2007-04-16",140.104965
"72","2007-04-17",140.696564
"73","2007-04-18",141.622131
"74","2007-04-19",140.257629
"75","2007-04-20",145.229004
"76","2007-04-23",145.982819
"77","2007-04-24",145.992371
"78","2007-04-25",148.816788
"79","2007-04-26",147.662216
"80","2007-04-27",147.270996
"81","2007-04-30",146.517181
"82","2007-05-01",146.708008
"83","2007-05-02",147.10878
"84","2007-05-03",147.480911
"85","2007-05-04",148.692749
"86","2007-05-07",151.536255
"87","2007-05-08",149.952286
"88","2007-05-09",150.944656
"89","2007-05-10",147.786255
"90","2007-05-11",152.280533
"91","2007-05-14",150.572525
"92","2007-05-15",150.400757
"93","2007-05-16",149.856873
"94","2007-05-17",148.816788
"95","2007-05-18",150.658401
"96","2007-05-21",149.503815
"97","2007-05-22",149.732819
"98","2007-05-23",150.524811
"99","2007-05-24",147.118317
"100","2007-05-25",144.208008
"101","2007-05-29",144.2939
"102","2007-05-30",144.92366
"103","2007-05-31",145.133591
"104","2007-06-01",145.362595
"105","2007-06-04",144.103058
"106","2007-06-05",143.702286
"107","2007-06-06",139.68512
"108","2007-06-07",135.734726
"109","2007-06-08",137.070618
"110","2007-06-11",139.131683
"111","2007-06-12",136.125961
"112","2007-06-13",138.43512
"113","2007-06-14",139.895035
"114","2007-06-15",142.509537
"115","2007-06-18",143.845413
"116","2007-06-19",144.723282
"117","2007-06-20",143.559158
"118","2007-06-21",142.862595
"119","2007-06-22",139.980911
"120","2007-06-25",138.835876
"121","2007-06-26",137.986649
"122","2007-06-27",137.022903
"123","2007-06-28",137.041992
"124","2007-06-29",138.110687
"125","2007-07-02",139.284348
"126","2007-07-03",141.183212
"127","2007-07-05",139.332062
"128","2007-07-06",141.25
"129","2007-07-09",141.288162
"130","2007-07-10",137.356873
"131","2007-07-11",138.416031
"132","2007-07-12",140.181305
"133","2007-07-13",141.622131
"134","2007-07-16",141.822525
"135","2007-07-17",140.772903
"136","2007-07-18",139.828247
"137","2007-07-19",139.933212
"138","2007-07-20",136.498093
"139","2007-07-23",137.604965
"140","2007-07-24",134.208008
"141","2007-07-25",133.454193
"142","2007-07-26",127.166031
"143","2007-07-27",126.564888
"144","2007-07-30",128.587784
"145","2007-07-31",130.038162
"146","2007-08-01",130.629776
"147","2007-08-02",131.879776
"148","2007-08-03",128.101151
"149","2007-08-06",131.755722
"150","2007-08-07",134.255722
"151","2007-08-08",134.914124
"152","2007-08-09",127.337784
"153","2007-08-10",126.335876
"154","2007-08-13",125.095421
"155","2007-08-14",121.087784
"156","2007-08-15",116.956108
"157","2007-08-16",120.381676
"158","2007-08-17",122.795799
"159","2007-08-20",120.324425
"160","2007-08-21",119.53244
"161","2007-08-22",120.677483
"162","2007-08-23",118.263359
"163","2007-08-24",120.133591
"164","2007-08-27",119.17939
"165","2007-08-28",115.601143
"166","2007-08-29",119.074425
"167","2007-08-30",116.030533
"168","2007-08-31",118.32061
"169","2007-09-04",122.423668
"170","2007-09-05",120.152672
"171","2007-09-06",120.696564
"172","2007-09-07",118.311066
"173","2007-09-10",117.843513
"174","2007-09-11",119.656487
"175","2007-09-12",119.370232
"176","2007-09-13",120.801529
"177","2007-09-14",119.370232
"178","2007-09-17",116.765266
"179","2007-09-18",123.110687
"180","2007-09-19",124.828247
"181","2007-09-20",123.28244
"182","2007-09-21",123.35878
"183","2007-09-24",120.553436
"184","2007-09-25",120.944656
"185","2007-09-26",120.610687
"186","2007-09-27",122.566795
"187","2007-09-28",122.509544
"188","2007-10-01",124.799622
"189","2007-10-02",126.307251
"190","2007-10-03",127.92939
"191","2007-10-04",128.874039
"192","2007-10-05",128.969467
"193","2007-10-08",127.490456
"194","2007-10-09",128.053436
"195","2007-10-10",126.669846
"196","2007-10-11",125.667938
"197","2007-10-12",125.381676
"198","2007-10-15",123.979004
"199","2007-10-16",122.07061
"200","2007-10-17",123.635498
"201","2007-10-18",123.39695
"202","2007-10-19",119.274811
"203","2007-10-22",119.341606
"204","2007-10-23",120.46756
"205","2007-10-24",120.095421
"206","2007-10-25",118.606873
"207","2007-10-26",121.230919
"208","2007-10-29",121.469467
"209","2007-10-30",122.900764
"210","2007-10-31",127.633591
"211","2007-11-01",121.230919
"212","2007-11-02",120.753815
"213","2007-11-05",117.690842
"214","2007-11-06",119.484734
"215","2007-11-07",115.677483
"216","2007-11-08",118.673668
"217","2007-11-09",116.221375
"218","2007-11-12",115.438934
"219","2007-11-13",120.992363
"220","2007-11-14",120.124046
"221","2007-11-15",117.395035
"222","2007-11-16",117.824425
"223","2007-11-19",115.715652
"224","2007-11-20",117.433205
"225","2007-11-21",116.316795
"226","2007-11-23",118.654579
"227","2007-11-26",116.221375
"228","2007-11-27",120.46756
"229","2007-11-28",125.89695
"230","2007-11-29",124.522903
"231","2007-11-30",125.715652
"232","2007-12-03",125.286263
"233","2007-12-04",123.177483
"234","2007-12-05",124.494278
"235","2007-12-06",126.259544
"236","2007-12-07",125.543892
"237","2007-12-10",128.444656
"238","2007-12-11",123.807251
"239","2007-12-12",127.175575
"240","2007-12-13",125.438934
"241","2007-12-14",121.736641
"242","2007-12-17",119.456108
"243","2007-12-18",120.830154
"244","2007-12-19",119.875954
"245","2007-12-20",119.666031
"246","2007-12-21",121.774811
"247","2007-12-24",122.690842
"248","2007-12-26",123.005722
"249","2007-12-27",122.919846
"250","2007-12-28",123.759544
"251","2007-12-31",123.482826
"252","2008-01-02",123.148857
"253","2008-01-03",122.996185
"254","2008-01-04",121.803436
"255","2008-01-07",121.965652
"256","2008-01-08",118.32061
"257","2008-01-09",120.333969
"258","2008-01-10",120.887405
"259","2008-01-11",118.721375
"260","2008-01-14",120.916031
"261","2008-01-15",116.097328
"262","2008-01-16",115.200378
"263","2008-01-17",110.143127
"264","2008-01-18",109.494278
"265","2008-01-22",106.631676
"266","2008-01-23",106.898857
"267","2008-01-24",111.154579
"268","2008-01-25",106.326332
"269","2008-01-28",109.627861
"270","2008-01-29",109.456108
"271","2008-01-30",109.312981
"272","2008-01-31",107.662216
"273","2008-02-01",110.543892
"274","2008-02-04",108.645035
"275","2008-02-05",102.671753
"276","2008-02-06",103.597328
"277","2008-02-07",106.020996
"278","2008-02-08",104.96183
"279","2008-02-11",104.799622
"280","2008-02-12",105.887405
"281","2008-02-13",107.996185
"282","2008-02-14",105.601143
"283","2008-02-15",105.219467
"284","2008-02-19",106.125954
"285","2008-02-20",106.297707
"286","2008-02-21",105.362595
