"","date","ETSY"
"82","2015-08-11",16.01
"83","2015-08-12",16.879999
"84","2015-08-13",16.99
"85","2015-08-14",17.08
"86","2015-08-17",17.35
"87","2015-08-18",15.86
"88","2015-08-19",14.98
"89","2015-08-20",14.25
"90","2015-08-21",13.46
"91","2015-08-24",12.93
"92","2015-08-25",12.87
"93","2015-08-26",13.04
"94","2015-08-27",14.29
"95","2015-08-28",14.82
"96","2015-08-31",14.33
"97","2015-09-01",14.06
"98","2015-09-02",14.35
"99","2015-09-03",14.02
"100","2015-09-04",14.21
"101","2015-09-08",14.36
"102","2015-09-09",13.99
"103","2015-09-10",14.23
"104","2015-09-11",14.31
"105","2015-09-14",14.38
"106","2015-09-15",14.6
"107","2015-09-16",14.39
"108","2015-09-17",15.61
"109","2015-09-18",15.4
"110","2015-09-21",15.9
"111","2015-09-22",15.18
"112","2015-09-23",14.61
"113","2015-09-24",14.98
"114","2015-09-25",14.11
"115","2015-09-28",13.88
"116","2015-09-29",13.82
"117","2015-09-30",13.69
"118","2015-10-01",14.15
"119","2015-10-02",14.32
"120","2015-10-05",14.66
"121","2015-10-06",14.07
"122","2015-10-07",14.18
"123","2015-10-08",13.57
"124","2015-10-09",13.86
"125","2015-10-12",12.31
"126","2015-10-13",11.6
"127","2015-10-14",10.99
"128","2015-10-15",11.03
"129","2015-10-16",10.99
"130","2015-10-19",10.94
"131","2015-10-20",11.34
"132","2015-10-21",10.68
"133","2015-10-22",11.39
"134","2015-10-23",11.18
"135","2015-10-26",11.27
"136","2015-10-27",10.98
"137","2015-10-28",11.09
"138","2015-10-29",10.91
"139","2015-10-30",10.9
"140","2015-11-02",10.69
"141","2015-11-03",11.03
"142","2015-11-04",9.97
"143","2015-11-05",9.96
"144","2015-11-06",9.21
"145","2015-11-09",8.8
"146","2015-11-10",8.49
"147","2015-11-11",8.96
"148","2015-11-12",8.94
"149","2015-11-13",8.69
"150","2015-11-16",8.78
"151","2015-11-17",8.81
"152","2015-11-18",8.72
"153","2015-11-19",8.72
"154","2015-11-20",8.47
"155","2015-11-23",8.9
"156","2015-11-24",8.91
"157","2015-11-25",9.24
"158","2015-11-27",9.29
"159","2015-11-30",9.31
"160","2015-12-01",9.28
"161","2015-12-02",9.23
"162","2015-12-03",9.2
"163","2015-12-04",9.27
"164","2015-12-07",9.47
"165","2015-12-08",9.51
"166","2015-12-09",9.43
"167","2015-12-10",9.24
"168","2015-12-11",8.86
"169","2015-12-14",9.03
"170","2015-12-15",9.51
"171","2015-12-16",9.79
"172","2015-12-17",9.59
"173","2015-12-18",8.62
"174","2015-12-21",8.71
"175","2015-12-22",8.78
"176","2015-12-23",8.84
"177","2015-12-24",8.92
"178","2015-12-28",8.52
"179","2015-12-29",8.51
"180","2015-12-30",8.48
"181","2015-12-31",8.26
"182","2016-01-04",8.24
"183","2016-01-05",8.51
"184","2016-01-06",8.8
"185","2016-01-07",8.67
"186","2016-01-08",8.38
"187","2016-01-11",7.44
"188","2016-01-12",7.35
"189","2016-01-13",6.99
"190","2016-01-14",7.07
"191","2016-01-15",7
"192","2016-01-19",6.65
"193","2016-01-20",6.88
"194","2016-01-21",6.99
"195","2016-01-22",7.42
"196","2016-01-25",7.25
"197","2016-01-26",7.38
"198","2016-01-27",7.3
"199","2016-01-28",7.49
"200","2016-01-29",7.76
"201","2016-02-01",7.55
"202","2016-02-02",7.12
"203","2016-02-03",7.32
"204","2016-02-04",7.48
"205","2016-02-05",7.03
"206","2016-02-08",6.72
"207","2016-02-09",6.36
"208","2016-02-10",6.72
"209","2016-02-11",6.73
"210","2016-02-12",6.9
"211","2016-02-16",7.49
"212","2016-02-17",8.04
"213","2016-02-18",7.8
"214","2016-02-19",7.93
"215","2016-02-22",7.95
"216","2016-02-23",7.39
"217","2016-02-24",7.9
"218","2016-02-25",7.9
"219","2016-02-26",7.65
"220","2016-02-29",7.94
"221","2016-03-01",8.36
"222","2016-03-02",8.92
"223","2016-03-03",8.89
"224","2016-03-04",8.82
"225","2016-03-07",8.94
"226","2016-03-08",8.68
"227","2016-03-09",8.74
"228","2016-03-10",9.06
"229","2016-03-11",9.27
"230","2016-03-14",9.05
"231","2016-03-15",9.17
"232","2016-03-16",9.16
"233","2016-03-17",9.27
"234","2016-03-18",9.23
"235","2016-03-21",9.06
"236","2016-03-22",9.15
"237","2016-03-23",8.87
"238","2016-03-24",8.85
"239","2016-03-28",8.7
"240","2016-03-29",8.75
"241","2016-03-30",8.91
"242","2016-03-31",8.7
"243","2016-04-01",8.67
"244","2016-04-04",8.71
"245","2016-04-05",8.32
"246","2016-04-06",8.48
"247","2016-04-07",8.38
"248","2016-04-08",8.26
"249","2016-04-11",8.05
"250","2016-04-12",8.25
"251","2016-04-13",8.49
"252","2016-04-14",8.46
"253","2016-04-15",8.77
"254","2016-04-18",8.83
"255","2016-04-19",8.83
"256","2016-04-20",8.79
"257","2016-04-21",8.98
"258","2016-04-22",9.025
"259","2016-04-25",9
"260","2016-04-26",9.06
"261","2016-04-27",9.33
"262","2016-04-28",8.7
"263","2016-04-29",8.78
"264","2016-05-02",8.51
"265","2016-05-03",8.4
"266","2016-05-04",8.82
"267","2016-05-05",8.97
"268","2016-05-06",8.27
"269","2016-05-09",8.19
"270","2016-05-10",8.41
"271","2016-05-11",8.29
"272","2016-05-12",8.28
"273","2016-05-13",8.59
"274","2016-05-16",8.61
"275","2016-05-17",8.48
"276","2016-05-18",8.34
"277","2016-05-19",8.22
"278","2016-05-20",8.38
"279","2016-05-23",8.55
"280","2016-05-24",8.49
"281","2016-05-25",8.56
"282","2016-05-26",8.86
"283","2016-05-27",8.94
"284","2016-05-31",9.25
"285","2016-06-01",9.4
"286","2016-06-02",9.32
"287","2016-06-03",9.21
"288","2016-06-06",9.64
"289","2016-06-07",9.63
"290","2016-06-08",9.56
"291","2016-06-09",9.67
"292","2016-06-10",9.44
"293","2016-06-13",9.57
"294","2016-06-14",9.58
"295","2016-06-15",9.79
"296","2016-06-16",9.9
"297","2016-06-17",9.72
"298","2016-06-20",10
"299","2016-06-21",9.75
"300","2016-06-22",9.58
"301","2016-06-23",9.93
"302","2016-06-24",9.26
"303","2016-06-27",8.74
"304","2016-06-28",8.84
"305","2016-06-29",9.41
"306","2016-06-30",9.59
"307","2016-07-01",9.66
"308","2016-07-05",9.46
"309","2016-07-06",9.2
"310","2016-07-07",9.21
"311","2016-07-08",9.6
"312","2016-07-11",9.71
"313","2016-07-12",10.2
"314","2016-07-13",10.16
"315","2016-07-14",10.14
"316","2016-07-15",9.99
"317","2016-07-18",9.88
"318","2016-07-19",9.83
"319","2016-07-20",9.99
"320","2016-07-21",9.83
"321","2016-07-22",9.82
"322","2016-07-25",9.88
"323","2016-07-26",9.86
"324","2016-07-27",9.82
"325","2016-07-28",10.11
"326","2016-07-29",10.06
"327","2016-08-01",11.86
"328","2016-08-02",12.71
"329","2016-08-03",13.84
"330","2016-08-04",14.07
"331","2016-08-05",13.77
"332","2016-08-08",13.69
"333","2016-08-09",13.76
"334","2016-08-10",13.78
"335","2016-08-11",14.5
"336","2016-08-12",14.45
"337","2016-08-15",14.49
"338","2016-08-16",14.26
"339","2016-08-17",13.98
"340","2016-08-18",14.19
"341","2016-08-19",14.07
"342","2016-08-22",13.99
"343","2016-08-23",13.98
"344","2016-08-24",13.67
"345","2016-08-25",13.55
"346","2016-08-26",13.42
"347","2016-08-29",13.53
"348","2016-08-30",13.47
"349","2016-08-31",13.46
"350","2016-09-01",13.78
"351","2016-09-02",13.87
"352","2016-09-06",14.19
"353","2016-09-07",14.36
"354","2016-09-08",14.27
"355","2016-09-09",13.64
"356","2016-09-12",13.87
"357","2016-09-13",13.68
"358","2016-09-14",13.69
"359","2016-09-15",13.63
"360","2016-09-16",13.57
"361","2016-09-19",13.36
"362","2016-09-20",13.51
"363","2016-09-21",14.54
"364","2016-09-22",14.82
"365","2016-09-23",15.215
"366","2016-09-26",14.82
"367","2016-09-27",14.7
"368","2016-09-28",14.76
"369","2016-09-29",14.43
"370","2016-09-30",14.28
"371","2016-10-03",14.72
"372","2016-10-04",15.37
"373","2016-10-05",15.35
"374","2016-10-06",15.13
"375","2016-10-07",15.48
"376","2016-10-10",15.81
"377","2016-10-11",15.27
"378","2016-10-12",15.11
"379","2016-10-13",14.82
"380","2016-10-14",14.48
"381","2016-10-17",14.37
"382","2016-10-18",14.39
"383","2016-10-19",14.48
"384","2016-10-20",14.31
"385","2016-10-21",14.23
"386","2016-10-24",14.1
"387","2016-10-25",13.55
"388","2016-10-26",13.13
"389","2016-10-27",12.83
"390","2016-10-28",12.43
"391","2016-10-31",12.98
"392","2016-11-01",12.95
"393","2016-11-02",11.27
"394","2016-11-03",11.09
"395","2016-11-04",11.45
"396","2016-11-07",11.77
"397","2016-11-08",11.52
"398","2016-11-09",11.37
"399","2016-11-10",11.48
"400","2016-11-11",11.72
"401","2016-11-14",11.67
"402","2016-11-15",12.05
"403","2016-11-16",12
"404","2016-11-17",12.46
"405","2016-11-18",12.59
"406","2016-11-21",12.94
"407","2016-11-22",13.1
"408","2016-11-23",13.12
"409","2016-11-25",13.09
"410","2016-11-28",12.84
"411","2016-11-29",12.73
"412","2016-11-30",12.4
"413","2016-12-01",11.93
"414","2016-12-02",11.83
"415","2016-12-05",12.09
"416","2016-12-06",12.36
"417","2016-12-07",12.6
"418","2016-12-08",12.57
"419","2016-12-09",12.37
"420","2016-12-12",12.18
"421","2016-12-13",12.24
"422","2016-12-14",11.84
"423","2016-12-15",12.55
"424","2016-12-16",12.78
"425","2016-12-19",12.92
"426","2016-12-20",12.78
"427","2016-12-21",12.67
"428","2016-12-22",11.94
"429","2016-12-23",11.98
"430","2016-12-27",12.18
"431","2016-12-28",11.87
"432","2016-12-29",11.76
"433","2016-12-30",11.78
"434","2017-01-03",11.88
"435","2017-01-04",11.97
"436","2017-01-05",12.4
"437","2017-01-06",13.08
"438","2017-01-09",12.35
"439","2017-01-10",12.77
"440","2017-01-11",12.73
"441","2017-01-12",12.47
"442","2017-01-13",12.52
"443","2017-01-17",12.77
"444","2017-01-18",12.9
"445","2017-01-19",12.6
"446","2017-01-20",12.41
"447","2017-01-23",12.65
"448","2017-01-24",12.97
"449","2017-01-25",12.82
"450","2017-01-26",13
"451","2017-01-27",12.93
"452","2017-01-30",12.75
"453","2017-01-31",12.61
"454","2017-02-01",12.46
"455","2017-02-02",12.7
"456","2017-02-03",12.64
"457","2017-02-06",12.34
"458","2017-02-07",12.43
"459","2017-02-08",12.5
"460","2017-02-09",12.5
"461","2017-02-10",12.84
"462","2017-02-13",12.76
"463","2017-02-14",12.86
"464","2017-02-15",13.33
"465","2017-02-16",12.92
"466","2017-02-17",12.9
"467","2017-02-21",13.01
"468","2017-02-22",12.9
"469","2017-02-23",12.51
"470","2017-02-24",12.72
"471","2017-02-27",12.79
"472","2017-02-28",12.12
"473","2017-03-01",10.69
"474","2017-03-02",10.66
"475","2017-03-03",10.19
"476","2017-03-06",10.14
"477","2017-03-07",9.81
"478","2017-03-08",9.56
"479","2017-03-09",9.64
"480","2017-03-10",9.72
"481","2017-03-13",10.05
"482","2017-03-14",10.04
"483","2017-03-15",10.23
"484","2017-03-16",10.38
"485","2017-03-17",10.37
"486","2017-03-20",10.27
"487","2017-03-21",9.99
"488","2017-03-22",10.04
"489","2017-03-23",9.89
"490","2017-03-24",9.88
"491","2017-03-27",10.15
"492","2017-03-28",10.11
"493","2017-03-29",10.35
"494","2017-03-30",10.4
"495","2017-03-31",10.63
"496","2017-04-03",10.63
"497","2017-04-04",10.7
"498","2017-04-05",10.59
"499","2017-04-06",10.61
"500","2017-04-07",10.47
"501","2017-04-10",10.57
"502","2017-04-11",10.57
"503","2017-04-12",10.53
"504","2017-04-13",10.29
"505","2017-04-17",10.53
"506","2017-04-18",10.65
"507","2017-04-19",10.87
"508","2017-04-20",11.01
"509","2017-04-21",10.63
"510","2017-04-24",10.71
"511","2017-04-25",10.48
"512","2017-04-26",10.46
"513","2017-04-27",10.68
"514","2017-04-28",10.76
"515","2017-05-01",11.06
"516","2017-05-02",11.39
"517","2017-05-03",10.505
"518","2017-05-04",10.62
"519","2017-05-05",11.66
"520","2017-05-08",11.32
"521","2017-05-09",11.54
"522","2017-05-10",11.42
"523","2017-05-11",11.16
"524","2017-05-12",11.26
"525","2017-05-15",11.32
"526","2017-05-16",13.73
"527","2017-05-17",12.94
"528","2017-05-18",13.13
"529","2017-05-19",13.31
"530","2017-05-22",13.15
"531","2017-05-23",13.31
"532","2017-05-24",13.4
"533","2017-05-25",13.18
"534","2017-05-26",13.45
"535","2017-05-30",13.36
"536","2017-05-31",13.41
"537","2017-06-01",13.55
"538","2017-06-02",13.47
"539","2017-06-05",13.54
"540","2017-06-06",13.49
"541","2017-06-07",13.43
"542","2017-06-08",13.92
"543","2017-06-09",13.45
"544","2017-06-12",13.26
"545","2017-06-13",13.64
"546","2017-06-14",13.57
"547","2017-06-15",13.85
"548","2017-06-16",13.67
"549","2017-06-19",14.2
"550","2017-06-20",13.98
"551","2017-06-21",14.2
"552","2017-06-22",14.68
"553","2017-06-23",15.24
"554","2017-06-26",15.27
"555","2017-06-27",14.8
"556","2017-06-28",15.19
"557","2017-06-29",14.97
"558","2017-06-30",15
"559","2017-07-03",14.72
"560","2017-07-05",14.89
"561","2017-07-06",14.63
"562","2017-07-07",15.02
"563","2017-07-10",15.01
"564","2017-07-11",14.82
"565","2017-07-12",14.93
"566","2017-07-13",15.18
"567","2017-07-14",15.06
"568","2017-07-17",14.77
"569","2017-07-18",14.91
"570","2017-07-19",14.6
"571","2017-07-20",14.5
"572","2017-07-21",14.62
"573","2017-07-24",14.49
"574","2017-07-25",14.65
"575","2017-07-26",14.92
"576","2017-07-27",14.84
"577","2017-07-28",14.64
"578","2017-07-31",14.37
"579","2017-08-01",14.31
"580","2017-08-02",14.02
"581","2017-08-03",13.59
"582","2017-08-04",15.15
"583","2017-08-07",15.46
"584","2017-08-08",15.62
"585","2017-08-09",15.85
"586","2017-08-10",15.9
"587","2017-08-11",16.219999
"588","2017-08-14",16.190001
"589","2017-08-15",15.64
"590","2017-08-16",15.6
"591","2017-08-17",15.58
"592","2017-08-18",15.59
"593","2017-08-21",15.43
"594","2017-08-22",15.63
"595","2017-08-23",15.61
"596","2017-08-24",15.84
"597","2017-08-25",15.64
"598","2017-08-28",15.83
"599","2017-08-29",16.030001
"600","2017-08-30",16.17
"601","2017-08-31",16.370001
"602","2017-09-01",16.309999
"603","2017-09-05",16.32
"604","2017-09-06",16.620001
"605","2017-09-07",17
"606","2017-09-08",16.879999
"607","2017-09-11",17.34
"608","2017-09-12",17.620001
"609","2017-09-13",17.790001
"610","2017-09-14",17.76
"611","2017-09-15",17.17
"612","2017-09-18",17.129999
"613","2017-09-19",17.17
"614","2017-09-20",17.18
"615","2017-09-21",17.110001
"616","2017-09-22",17.110001
"617","2017-09-25",16.9
"618","2017-09-26",17.040001
"619","2017-09-27",16.959999
"620","2017-09-28",16.82
"621","2017-09-29",16.879999
"622","2017-10-02",17.200001
"623","2017-10-03",17.030001
"624","2017-10-04",16.549999
"625","2017-10-05",16.5
"626","2017-10-06",16.719999
"627","2017-10-09",16.469999
"628","2017-10-10",16.4
"629","2017-10-11",16.34
"630","2017-10-12",16.200001
"631","2017-10-13",16.51
"632","2017-10-16",16.360001
"633","2017-10-17",16.200001
"634","2017-10-18",16.360001
"635","2017-10-19",16.190001
"636","2017-10-20",16.379999
"637","2017-10-23",15.76
"638","2017-10-24",15.74
"639","2017-10-25",15.81
"640","2017-10-26",16.27
"641","2017-10-27",16.75
"642","2017-10-30",16.709999
"643","2017-10-31",16.700001
"644","2017-11-01",16.73
"645","2017-11-02",16.5
"646","2017-11-03",16.59
"647","2017-11-06",17.15
"648","2017-11-07",16.860001
"649","2017-11-08",16.51
"650","2017-11-09",16.51
"651","2017-11-10",16.719999
"652","2017-11-13",16.65
"653","2017-11-14",16.59
"654","2017-11-15",16.469999
"655","2017-11-16",16.42
"656","2017-11-17",16.469999
"657","2017-11-20",16.65
"658","2017-11-21",16.93
"659","2017-11-22",16.870001
"660","2017-11-24",17.120001
"661","2017-11-27",16.98
"662","2017-11-28",16.98
"663","2017-11-29",16.32
"664","2017-11-30",16.459999
"665","2017-12-01",16.83
"666","2017-12-04",17.91
"667","2017-12-05",18.190001
"668","2017-12-06",18.74
"669","2017-12-07",18.959999
"670","2017-12-08",19.32
"671","2017-12-11",19.93
"672","2017-12-12",20.209999
"673","2017-12-13",20.16
"674","2017-12-14",20.139999
"675","2017-12-15",20.5
"676","2017-12-18",20.77
"677","2017-12-19",20.309999
"678","2017-12-20",20.719999
"679","2017-12-21",21.76
"680","2017-12-22",21.690001
"681","2017-12-26",21.75
"682","2017-12-27",20.82
"683","2017-12-28",20.65
"684","2017-12-29",20.450001
"685","2018-01-02",20.83
"686","2018-01-03",20.41
"687","2018-01-04",20.23
"688","2018-01-05",20.25
"689","2018-01-08",20.32
"690","2018-01-09",20.9
"691","2018-01-10",20.26
"692","2018-01-11",20.559999
"693","2018-01-12",19.540001
"694","2018-01-16",19.35
"695","2018-01-17",19.74
"696","2018-01-18",19.6
"697","2018-01-19",19.700001
"698","2018-01-22",20.030001
"699","2018-01-23",19.940001
"700","2018-01-24",19.049999
"701","2018-01-25",19.139999
"702","2018-01-26",19.200001
"703","2018-01-29",18.959999
"704","2018-01-30",18.889999
"705","2018-01-31",18.76
"706","2018-02-01",19.16
"707","2018-02-02",18.790001
"708","2018-02-05",18.440001
"709","2018-02-06",18.709999
"710","2018-02-07",18.610001
"711","2018-02-08",17.73
"712","2018-02-09",18.629999
"713","2018-02-12",18.620001
"714","2018-02-13",19.42
"715","2018-02-14",19.950001
"716","2018-02-15",19.809999
"717","2018-02-16",20.959999
"718","2018-02-20",21.309999
"719","2018-02-21",21.43
"720","2018-02-22",21.030001
"721","2018-02-23",21.07
"722","2018-02-26",21.120001
"723","2018-02-27",21.030001
"724","2018-02-28",25.309999
"725","2018-03-01",25.32
"726","2018-03-02",25.709999
"727","2018-03-05",25.4
"728","2018-03-06",25.67
"729","2018-03-07",26.09
"730","2018-03-08",26.379999
"731","2018-03-09",27.93
"732","2018-03-12",27.93
"733","2018-03-13",27.92
"734","2018-03-14",28.370001
"735","2018-03-15",28.379999
"736","2018-03-16",28.299999
"737","2018-03-19",27.83
"738","2018-03-20",28.309999
"739","2018-03-21",28.950001
"740","2018-03-22",27.940001
"741","2018-03-23",26.639999
"742","2018-03-26",27.360001
"743","2018-03-27",27.66
"744","2018-03-28",27.91
"745","2018-03-29",28.059999
"746","2018-04-02",27.969999
"747","2018-04-03",27.83
"748","2018-04-04",27.84
"749","2018-04-05",28.540001
"750","2018-04-06",27.629999
"751","2018-04-09",27.6
"752","2018-04-10",29.9
"753","2018-04-11",30.200001
"754","2018-04-12",30.58
"755","2018-04-13",28.969999
"756","2018-04-16",29.389999
"757","2018-04-17",30.280001
"758","2018-04-18",30.4
"759","2018-04-19",30.23
"760","2018-04-20",30.01
"761","2018-04-23",29.73
"762","2018-04-24",28.969999
"763","2018-04-25",28.73
"764","2018-04-26",29.530001
"765","2018-04-27",29.5
"766","2018-04-30",29.940001
"767","2018-05-01",30.32
"768","2018-05-02",30.77
"769","2018-05-03",30.85
"770","2018-05-04",30.59
"771","2018-05-07",31.42
"772","2018-05-08",31.42
"773","2018-05-09",29.99
"774","2018-05-10",29.280001
"775","2018-05-11",30.01
"776","2018-05-14",29.42
"777","2018-05-15",29.09
"778","2018-05-16",29.4
"779","2018-05-17",29.469999
"780","2018-05-18",29.639999
"781","2018-05-21",29.4
"782","2018-05-22",28.99
"783","2018-05-23",29.379999
"784","2018-05-24",29.5
"785","2018-05-25",30.440001
"786","2018-05-29",30.41
"787","2018-05-30",31.709999
"788","2018-05-31",32.34
"789","2018-06-01",31.620001
"790","2018-06-04",31.67
"791","2018-06-05",32.919998
"792","2018-06-06",33.48
"793","2018-06-07",33.43
"794","2018-06-08",33.25
"795","2018-06-11",32.049999
"796","2018-06-12",33.220001
"797","2018-06-13",32.990002
"798","2018-06-14",41.650002
"799","2018-06-15",42.540001
"800","2018-06-18",43.82
"801","2018-06-19",43.330002
"802","2018-06-20",44.209999
"803","2018-06-21",43.599998
"804","2018-06-22",43.18
"805","2018-06-25",41.75
"806","2018-06-26",41.98
"807","2018-06-27",40.419998
"808","2018-06-28",42.240002
"809","2018-06-29",42.189999
"810","2018-07-02",42.779999
"811","2018-07-03",42.580002
"812","2018-07-05",43.860001
"813","2018-07-06",44.709999
"814","2018-07-09",44.509998
"815","2018-07-10",43.790001
"816","2018-07-11",43.389999
"817","2018-07-12",43.240002
"818","2018-07-13",43
"819","2018-07-16",42.91
"820","2018-07-17",44.25
"821","2018-07-18",44.439999
"822","2018-07-19",43.23
"823","2018-07-20",43.799999
"824","2018-07-23",43.23
"825","2018-07-24",41.77
"826","2018-07-25",42.98
"827","2018-07-26",42.610001
"828","2018-07-27",41.970001
"829","2018-07-30",40.23
"830","2018-07-31",40.860001
"831","2018-08-01",41.200001
"832","2018-08-02",42.400002
"833","2018-08-03",41.540001
"834","2018-08-06",42.43
"835","2018-08-07",43.84
"836","2018-08-08",43.119999
"837","2018-08-09",43.73
"838","2018-08-10",46.060001
"839","2018-08-13",45.189999
"840","2018-08-14",46.139999
"841","2018-08-15",44.860001
"842","2018-08-16",45.630001
"843","2018-08-17",46.529999
"844","2018-08-20",46.900002
"845","2018-08-21",47.57
"846","2018-08-22",47.84
"847","2018-08-23",48.810001
"848","2018-08-24",49.040001
"849","2018-08-27",48.139999
"850","2018-08-28",47.880001
"851","2018-08-29",47.759998
"852","2018-08-30",48.310001
"853","2018-08-31",48.689999
"854","2018-09-04",50.66
"855","2018-09-05",47.389999
"856","2018-09-06",46.119999
"857","2018-09-07",47.139999
"858","2018-09-10",47.189999
"859","2018-09-11",49.400002
"860","2018-09-12",49.169998
"861","2018-09-13",50.549999
"862","2018-09-14",52.849998
"863","2018-09-17",50.099998
"864","2018-09-18",51.630001
"865","2018-09-19",50.16
"866","2018-09-20",48.75
"867","2018-09-21",47.540001
"868","2018-09-24",49.200001
"869","2018-09-25",50.439999
"870","2018-09-26",50.900002
"871","2018-09-27",52.009998
"872","2018-09-28",51.380001
"873","2018-10-01",49.959999
"874","2018-10-02",47.52
"875","2018-10-03",48.139999
"876","2018-10-04",46.02
"877","2018-10-05",44.400002
"878","2018-10-08",42.990002
"879","2018-10-09",42.25
"880","2018-10-10",39.98
"881","2018-10-11",38.990002
"882","2018-10-12",41.549999
"883","2018-10-15",41.150002
"884","2018-10-16",43.41
"885","2018-10-17",43.169998
"886","2018-10-18",43.25
"887","2018-10-19",41.490002
"888","2018-10-22",43.689999
"889","2018-10-23",42.669998
"890","2018-10-24",41.810001
"891","2018-10-25",43.5
"892","2018-10-26",40.869999
"893","2018-10-29",38.970001
"894","2018-10-30",41.389999
"895","2018-10-31",42.52
"896","2018-11-01",43.459999
"897","2018-11-02",42.84
"898","2018-11-05",42.130001
"899","2018-11-06",40.43
"900","2018-11-07",50.009998
"901","2018-11-08",54.099998
"902","2018-11-09",52.009998
"903","2018-11-12",50.709999
"904","2018-11-13",47.349998
"905","2018-11-14",47.709999
"906","2018-11-15",48.720001
"907","2018-11-16",47.259998
"908","2018-11-19",45.450001
"909","2018-11-20",43.209999
"910","2018-11-21",44.02
"911","2018-11-23",45.27
"912","2018-11-26",48.23
"913","2018-11-27",48.580002
"914","2018-11-28",51.380001
"915","2018-11-29",52.799999
"916","2018-11-30",54.040001
"917","2018-12-03",56.610001
"918","2018-12-04",54.869999
"919","2018-12-06",55.5
"920","2018-12-07",53.919998
"921","2018-12-10",55.34
"922","2018-12-11",55.279999
"923","2018-12-12",57.43
"924","2018-12-13",55.049999
"925","2018-12-14",54.34
"926","2018-12-17",51.169998
"927","2018-12-18",51.849998
"928","2018-12-19",50.060001
"929","2018-12-20",48.259998
"930","2018-12-21",43.68
"931","2018-12-24",43.119999
"932","2018-12-26",46.900002
"933","2018-12-27",47.349998
"934","2018-12-28",47.290001
"935","2018-12-31",47.57
"936","2019-01-02",47
"937","2019-01-03",46.029999
"938","2019-01-04",49.700001
"939","2019-01-07",51.57
"940","2019-01-08",53.880001
"941","2019-01-09",52.77
"942","2019-01-10",51.34
"943","2019-01-11",52.07
"944","2019-01-14",52.040001
"945","2019-01-15",54.330002
"946","2019-01-16",54.529999
"947","2019-01-17",54.59
"948","2019-01-18",55.830002
"949","2019-01-22",53.540001
"950","2019-01-23",53.830002
"951","2019-01-24",54.34
"952","2019-01-25",55
"953","2019-01-28",54.919998
"954","2019-01-29",53.52
"955","2019-01-30",54.189999
"956","2019-01-31",54.650002
"957","2019-02-01",54.380001
"958","2019-02-04",54.740002
"959","2019-02-05",55.439999
"960","2019-02-06",52.59
"961","2019-02-07",51.529999
"962","2019-02-08",53.150002
"963","2019-02-11",53.150002
"964","2019-02-12",55.830002
"965","2019-02-13",55.040001
"966","2019-02-14",54.060001
"967","2019-02-15",54.66
"968","2019-02-19",55.279999
"969","2019-02-20",54.18
"970","2019-02-21",53.029999
"971","2019-02-22",56.669998
"972","2019-02-25",59.009998
"973","2019-02-26",68.650002
"974","2019-02-27",71.739998
"975","2019-02-28",71.269997
"976","2019-03-01",72.769997
"977","2019-03-04",68.989998
"978","2019-03-05",70.610001
"979","2019-03-06",70.040001
"980","2019-03-07",67.239998
"981","2019-03-08",67.769997
