"","date","WINS"
"243","2015-10-21",10.07
"244","2015-10-22",9.71
"245","2015-10-23",9.71
"246","2015-10-26",9.71
"247","2015-10-27",9.71
"248","2015-10-28",9.71
"249","2015-10-29",8.15
"250","2015-10-30",6.71
"251","2015-11-02",6.7
"252","2015-11-03",6.7
"253","2015-11-04",6.7
"254","2015-11-05",6.95
"255","2015-11-06",8.4
"256","2015-11-09",8.65
"257","2015-11-10",8.85
"258","2015-11-11",8.6
"259","2015-11-12",8.9
"260","2015-11-13",8.95
"261","2015-11-16",8.9
"262","2015-11-17",9.49
"263","2015-11-18",9.12
"264","2015-11-19",9.29
"265","2015-11-20",9.22
"266","2015-11-23",9.35
"267","2015-11-24",9.544
"268","2015-11-25",9.59
"269","2015-11-27",9.85
"270","2015-11-30",10.25
"271","2015-12-01",11.575
"272","2015-12-02",11.899
"273","2015-12-03",11.88
"274","2015-12-04",11.3
"275","2015-12-07",12
"276","2015-12-08",11.75
"277","2015-12-09",11.98
"278","2015-12-10",11.93
"279","2015-12-11",11.903
"280","2015-12-14",11.75
"281","2015-12-15",12
"282","2015-12-16",12
"283","2015-12-17",12
"284","2015-12-18",12.08
"285","2015-12-21",12.09
"286","2015-12-22",11.934
"287","2015-12-23",12
"288","2015-12-24",12.23
"289","2015-12-28",12.1
"290","2015-12-29",11.9
"291","2015-12-30",11.95
"292","2015-12-31",12
"293","2016-01-04",12.3
"294","2016-01-05",12.267
"295","2016-01-06",12.2
"296","2016-01-07",12.295
"297","2016-01-08",12.24
"298","2016-01-11",12.23
"299","2016-01-12",12.3
"300","2016-01-13",12.24
"301","2016-01-14",12.111
"302","2016-01-15",12.21
"303","2016-01-19",12.19
"304","2016-01-20",12.18
"305","2016-01-21",12.24
"306","2016-01-22",12.204
"307","2016-01-25",12.121
"308","2016-01-26",12.18
"309","2016-01-27",12.25
"310","2016-01-28",12.3
"311","2016-01-29",12.214
"312","2016-02-01",12.1
"313","2016-02-02",12.08
"314","2016-02-03",12.211
"315","2016-02-04",12.35
"316","2016-02-05",12.2
"317","2016-02-08",12.22
"318","2016-02-09",12.314
"319","2016-02-10",12.239
"320","2016-02-11",12.154
"321","2016-02-12",12.36
"322","2016-02-16",12.03
"323","2016-02-17",11.32
"324","2016-02-18",11.321
"325","2016-02-19",11.461
"326","2016-02-22",11.59
"327","2016-02-23",11.59
"328","2016-02-24",10.551
"329","2016-02-25",11.03
"330","2016-02-26",11.7
"331","2016-02-29",11.5
"332","2016-03-01",11.51
"333","2016-03-02",11.44
"334","2016-03-03",10.55
"335","2016-03-04",11.41
"336","2016-03-07",11.5
"337","2016-03-08",11.4
"338","2016-03-09",11.4
"339","2016-03-10",11.4
"340","2016-03-11",11.4
"341","2016-03-14",11.4
"342","2016-03-15",10.89
"343","2016-03-16",11
"344","2016-03-17",11.83
"345","2016-03-18",10.61
"346","2016-03-21",11.5
"347","2016-03-22",11.45
"348","2016-03-23",11.79
"349","2016-03-24",10.05
"350","2016-03-28",10.05
"351","2016-03-29",11.47
"352","2016-03-30",11.47
"353","2016-03-31",11.39
"354","2016-04-01",10.601
"355","2016-04-04",10.601
"356","2016-04-05",10.601
"357","2016-04-06",11.27
"358","2016-04-07",11.614
"359","2016-04-08",11.89
"360","2016-04-11",11.85
"361","2016-04-12",11.3
"362","2016-04-13",11.3
"363","2016-04-14",11.7
"364","2016-04-15",12
"365","2016-04-18",11.12
"366","2016-04-19",11.98
"367","2016-04-20",11.83
"368","2016-04-21",11.2
"369","2016-04-22",11.2
"370","2016-04-25",11.036
"371","2016-04-26",11.036
"372","2016-04-27",11.5
"373","2016-04-28",11.64
"374","2016-04-29",11.64
"375","2016-05-02",11.64
"376","2016-05-03",11.64
"377","2016-05-04",11.6
"378","2016-05-05",11.88
"379","2016-05-06",11.4
"380","2016-05-09",11.85
"381","2016-05-10",12.44
"382","2016-05-11",12.3
"383","2016-05-12",12.05
"384","2016-05-13",12.05
"385","2016-05-16",12.1
"386","2016-05-17",12.15
"387","2016-05-18",12.1
"388","2016-05-19",12.6
"389","2016-05-20",12.42
"390","2016-05-23",12.4
"391","2016-05-24",12.29
"392","2016-05-25",12.38
"393","2016-05-26",12.38
"394","2016-05-27",12.38
"395","2016-05-31",12.99
"396","2016-06-01",12.99
"397","2016-06-02",12.76
"398","2016-06-03",12.76
"399","2016-06-06",12.76
"400","2016-06-07",12.76
"401","2016-06-08",12.76
"402","2016-06-09",12.76
"403","2016-06-10",12.76
"404","2016-06-13",12.35
"405","2016-06-14",11.3
"406","2016-06-15",11.31
"407","2016-06-16",12.7
"408","2016-06-17",11.95
"409","2016-06-20",12.25
"410","2016-06-21",13.02
"411","2016-06-22",13.73
"412","2016-06-23",13.14
"413","2016-06-24",13.09
"414","2016-06-27",14.76
"415","2016-06-28",15.4
"416","2016-06-29",15.6
"417","2016-06-30",15.5
"418","2016-07-01",14.32
"419","2016-07-05",13.5
"420","2016-07-06",16.15
"421","2016-07-07",16.799999
"422","2016-07-08",16.799999
"423","2016-07-11",20.59
"424","2016-07-12",19.51
"425","2016-07-13",19.280001
"426","2016-07-14",19.48
"427","2016-07-15",20.969
"428","2016-07-18",21.645
"429","2016-07-19",19.940001
"430","2016-07-20",19.805
"431","2016-07-21",19.75
"432","2016-07-22",20.41
"433","2016-07-25",19.75
"434","2016-07-26",19.924999
"435","2016-07-27",20.25
"436","2016-07-28",20.35
"437","2016-07-29",20.4
"438","2016-08-01",19.85
"439","2016-08-02",19.76
"440","2016-08-03",20.83
"441","2016-08-04",19.85
"442","2016-08-05",20.450001
"443","2016-08-08",20.627001
"444","2016-08-09",20.360001
"445","2016-08-10",19.459999
"446","2016-08-11",19.459999
"447","2016-08-12",18.91
"448","2016-08-15",19.299999
"449","2016-08-16",20.305
"450","2016-08-17",19.76
"451","2016-08-18",19
"452","2016-08-19",21.98
"453","2016-08-22",21.91
"454","2016-08-23",23.49
"455","2016-08-24",24.93
"456","2016-08-25",24.93
"457","2016-08-26",23.959999
"458","2016-08-29",23.959999
"459","2016-08-30",23.959999
"460","2016-08-31",25.41
"461","2016-09-01",24.299999
"462","2016-09-02",22.51
"463","2016-09-06",23.15
"464","2016-09-07",23.16
"465","2016-09-08",22.290001
"466","2016-09-09",22.290001
"467","2016-09-12",23.049999
"468","2016-09-13",22.25
"469","2016-09-14",22.35
"470","2016-09-15",26.879999
"471","2016-09-16",28.799999
"472","2016-09-19",30.809
"473","2016-09-20",31.809999
"474","2016-09-21",33.029999
"475","2016-09-22",34.91
"476","2016-09-23",36.400002
"477","2016-09-26",31.379999
"478","2016-09-27",29.4
"479","2016-09-28",30.26
"480","2016-09-29",29.41
"481","2016-09-30",29.57
"482","2016-10-03",33.610001
"483","2016-10-04",29.700001
"484","2016-10-05",31.9
"485","2016-10-06",30
"486","2016-10-07",28.139999
"487","2016-10-10",27.809999
"488","2016-10-11",28.27
"489","2016-10-12",28.27
"490","2016-10-13",25.219999
"491","2016-10-14",28.559999
"492","2016-10-17",32.830002
"493","2016-10-18",34.509998
"494","2016-10-19",35.290001
"495","2016-10-20",35.009998
"496","2016-10-21",34.32
"497","2016-10-24",33.48
"498","2016-10-25",29.299999
"499","2016-10-26",27.549999
"500","2016-10-27",26.99
"501","2016-10-28",25.91
"502","2016-10-31",29.5
"503","2016-11-01",29.16
"504","2016-11-02",30.719999
"505","2016-11-03",30.719999
"506","2016-11-04",28.75
"507","2016-11-07",27.889999
"508","2016-11-08",34.34
"509","2016-11-09",31.5
"510","2016-11-10",34.57
"511","2016-11-11",37
"512","2016-11-14",40.93
"513","2016-11-15",56.799999
"514","2016-11-16",109
"515","2016-11-17",142.279999
"516","2016-11-18",99
"517","2016-11-21",121
"518","2016-11-22",126.245003
"519","2016-11-23",133.979996
"520","2016-11-25",140
"521","2016-11-28",147.839996
"522","2016-11-29",142
"523","2016-11-30",152.559998
"524","2016-12-01",150.5
"525","2016-12-02",174.949997
"526","2016-12-05",182.630005
"527","2016-12-06",190.240005
"528","2016-12-07",187.979996
"529","2016-12-08",172.509995
"530","2016-12-09",138
"531","2016-12-12",110.620003
"532","2016-12-13",92.5
"533","2016-12-14",101.989998
"534","2016-12-15",112.599998
"535","2016-12-16",162.639999
"536","2016-12-19",160
"537","2016-12-20",174
"538","2016-12-21",170.990005
"539","2016-12-22",176.539993
"540","2016-12-23",180.899994
"541","2016-12-27",181.990005
"542","2016-12-28",188.050003
"543","2016-12-29",206.020004
"544","2016-12-30",180
"545","2017-01-03",194.850006
"546","2017-01-04",195
"547","2017-01-05",202.149994
"548","2017-01-06",193.559998
"549","2017-01-09",201
"550","2017-01-10",208
"551","2017-01-11",246.490005
"552","2017-01-12",252.509995
"553","2017-01-13",233.399994
"554","2017-01-17",234.899994
"555","2017-01-18",226.559998
"556","2017-01-19",227.050003
"557","2017-01-20",221
"558","2017-01-23",218.679993
"559","2017-01-24",229.990005
"560","2017-01-25",237.860001
"561","2017-01-26",245.940002
"562","2017-01-27",226
"563","2017-01-30",222.199997
"564","2017-01-31",242.179993
"565","2017-02-01",290.75
"566","2017-02-02",345
"567","2017-02-03",337.390015
"568","2017-02-06",309.98999
"569","2017-02-07",366.98999
"570","2017-02-08",452
"571","2017-02-09",384.899994
"572","2017-02-10",297
"573","2017-02-13",324
"574","2017-02-14",317.799988
"575","2017-02-15",332.450012
"576","2017-02-16",304
"577","2017-02-17",315
"578","2017-02-21",322
"579","2017-02-22",320
"580","2017-02-23",319.5
"581","2017-02-24",316.98999
"582","2017-02-27",300
"583","2017-02-28",279.119995
"584","2017-03-01",285
"585","2017-03-02",275.01001
"586","2017-03-03",283.5
"587","2017-03-06",283
"588","2017-03-07",304.549988
"589","2017-03-08",308.700012
"590","2017-03-09",316.98999
"591","2017-03-10",280.089996
"592","2017-03-13",281
"593","2017-03-14",281
"594","2017-03-15",268.230011
"595","2017-03-16",267.98999
"596","2017-03-17",269.98999
"597","2017-03-20",314.980011
"598","2017-03-21",294.01001
"599","2017-03-22",285.589996
"600","2017-03-23",281
"601","2017-03-24",286.480011
"602","2017-03-27",299.799988
"603","2017-03-28",299.190002
"604","2017-03-29",280.600006
"605","2017-03-30",224.410004
"606","2017-03-31",144.990005
"607","2017-04-03",140.649994
"608","2017-04-04",137
"609","2017-04-05",135
"610","2017-04-06",119.099998
"611","2017-04-07",103.199997
"612","2017-04-10",98
"613","2017-04-11",96.720001
"614","2017-04-12",85.010002
"615","2017-04-13",80
"616","2017-04-17",68.199997
"617","2017-04-18",59
"618","2017-04-19",59.009998
"619","2017-04-20",56.950001
"620","2017-04-21",55.150002
"621","2017-04-24",57.049999
"622","2017-04-25",62.740002
"623","2017-04-26",59.970001
"624","2017-04-27",47.02
"625","2017-04-28",45.84
"626","2017-05-01",45
"627","2017-05-02",43.23
"628","2017-05-03",43.41
"629","2017-05-04",45.700001
"630","2017-05-05",41.209999
"631","2017-05-08",40
"632","2017-05-09",40
"633","2017-05-10",39
"634","2017-05-11",36.810001
"635","2017-05-12",37
"636","2017-05-15",34.099998
"637","2017-05-16",33.52
"638","2017-05-17",31.040001
"639","2017-05-18",32.790001
"640","2017-05-19",32.990002
"641","2017-05-22",33.450001
"642","2017-05-23",30.700001
"643","2017-05-24",28.559999
"644","2017-05-25",27.4
"645","2017-05-26",26.75
"646","2017-05-30",23.799999
"647","2017-05-31",20.700001
"648","2017-06-01",20.01
"649","2017-06-02",26.719999
"650","2017-06-05",39.099998
"651","2017-06-06",81
"652","2017-06-07",205.009995
"653","2017-06-08",205.009995
"654","2017-06-09",205.009995
"655","2017-06-12",205.009995
"656","2017-06-13",205.009995
"657","2017-06-14",205.009995
"658","2017-06-15",205.009995
"659","2017-06-16",205.009995
"660","2017-06-19",205.009995
"661","2017-06-20",205.009995
"662","2017-06-21",205.009995
"663","2017-06-22",205.009995
"664","2017-06-23",205.009995
"665","2017-06-26",205.009995
"666","2017-06-27",205.009995
"667","2017-06-28",205.009995
"668","2017-06-29",205.009995
"669","2017-06-30",205.009995
"670","2017-07-03",205.009995
"671","2017-07-05",205.009995
"672","2017-07-06",205.009995
"673","2017-07-07",205.009995
"674","2017-07-10",205.009995
"675","2017-07-11",205.009995
"676","2017-07-12",205.009995
"677","2017-07-13",205.009995
"678","2017-07-14",205.009995
"679","2017-07-17",205.009995
"680","2017-07-18",205.009995
"681","2017-07-19",205.009995
"682","2017-07-20",205.009995
"683","2017-07-21",205.009995
"684","2017-07-24",205.009995
"685","2017-07-25",205.009995
"686","2017-07-26",205.009995
"687","2017-07-27",205.009995
"688","2017-07-28",205.009995
"689","2017-07-31",205.009995
"690","2017-08-01",205.009995
"691","2017-08-02",205.009995
"692","2017-08-03",205.009995
"693","2017-08-04",205.009995
"694","2017-08-07",205.009995
"695","2017-08-08",205.009995
"696","2017-08-09",205.009995
"697","2017-08-10",205.009995
"698","2017-08-11",205.009995
"699","2017-08-14",205.009995
"700","2017-08-15",205.009995
"701","2017-08-16",205.009995
"702","2017-08-17",205.009995
"703","2017-08-18",205.009995
"704","2017-08-21",205.009995
"705","2017-08-22",205.009995
"706","2017-08-23",205.009995
"707","2017-08-24",205.009995
"708","2017-08-25",205.009995
"709","2017-08-28",205.009995
"710","2017-08-29",205.009995
"711","2017-08-30",205.009995
"712","2017-08-31",205.009995
"713","2017-09-01",205.009995
"714","2017-09-05",205.009995
"715","2017-09-06",205.009995
"716","2017-09-07",205.009995
"717","2017-09-08",205.009995
"718","2017-09-11",205.009995
"719","2017-09-12",205.009995
"720","2017-09-13",205.009995
"721","2017-09-14",205.009995
"722","2017-09-15",205.009995
"723","2017-09-18",205.009995
"724","2017-09-19",205.009995
"725","2017-09-20",205.009995
"726","2017-09-21",205.009995
"727","2017-09-22",205.009995
"728","2017-09-25",205.009995
"729","2017-09-26",205.009995
"730","2017-09-27",205.009995
"731","2017-09-28",205.009995
"732","2017-09-29",205.009995
"733","2017-10-02",205.009995
"734","2017-10-03",205.009995
"735","2017-10-04",205.009995
"736","2017-10-05",205.009995
"737","2017-10-06",205.009995
"738","2017-10-09",205.009995
"739","2017-10-10",205.009995
"740","2017-10-11",205.009995
"741","2017-10-12",205.009995
"742","2017-10-13",205.009995
"743","2017-10-16",205.009995
"744","2017-10-17",205.009995
"745","2017-10-18",205.009995
"746","2017-10-19",205.009995
"747","2017-10-20",205.009995
"748","2017-10-23",205.009995
"749","2017-10-24",205.009995
"750","2017-10-25",205.009995
"751","2017-10-26",205.009995
"752","2017-10-27",205.009995
"753","2017-10-30",205.009995
"754","2017-10-31",205.009995
"755","2017-11-01",205.009995
"756","2017-11-02",205.009995
"757","2017-11-03",205.009995
"758","2017-11-06",205.009995
"759","2017-11-07",205.009995
"760","2017-11-08",205.009995
"761","2017-11-09",205.009995
"762","2017-11-10",205.009995
"763","2017-11-13",205.009995
"764","2017-11-14",205.009995
"765","2017-11-15",205.009995
"766","2017-11-16",205.009995
"767","2017-11-17",205.009995
"768","2017-11-20",205.009995
"769","2017-11-21",205.009995
"770","2017-11-22",205.009995
"771","2017-11-24",205.009995
"772","2017-11-27",205.009995
"773","2017-11-28",205.009995
"774","2017-11-29",205.009995
"775","2017-11-30",205.009995
"776","2017-12-01",205.009995
"777","2017-12-04",84.989998
"778","2017-12-05",82.940002
"779","2017-12-06",53.82
"780","2017-12-07",58
"781","2017-12-08",57.810001
"782","2017-12-11",48.009998
"783","2017-12-12",51.259998
"784","2017-12-13",76.624001
"785","2017-12-14",122.5
"786","2017-12-15",147.009995
"787","2017-12-18",218
"788","2017-12-19",323.98999
"789","2017-12-20",360
"790","2017-12-21",187
"791","2017-12-22",179.020004
"792","2017-12-26",241
"793","2017-12-27",211.345001
"794","2017-12-28",192
"795","2017-12-29",180
"796","2018-01-02",217
"797","2018-01-03",203.589996
"798","2018-01-04",191.429993
"799","2018-01-05",200
"800","2018-01-08",198
"801","2018-01-09",191.160004
"802","2018-01-10",180
"803","2018-01-11",177.350006
"804","2018-01-12",155.009995
"805","2018-01-16",148
"806","2018-01-17",149.100006
"807","2018-01-18",149.100006
"808","2018-01-19",142.350006
"809","2018-01-22",140
"810","2018-01-23",127.010002
"811","2018-01-24",136.761002
"812","2018-01-25",135.270996
"813","2018-01-26",135.270996
"814","2018-01-29",137
"815","2018-01-30",135
"816","2018-01-31",135
"817","2018-02-01",132.25
"818","2018-02-02",137
"819","2018-02-05",132
"820","2018-02-06",135.529999
"821","2018-02-07",137.979996
"822","2018-02-08",137.979996
"823","2018-02-09",137.979996
"824","2018-02-12",139
"825","2018-02-13",139
"826","2018-02-14",139
"827","2018-02-15",139
"828","2018-02-16",139
"829","2018-02-20",137
"830","2018-02-21",139
"831","2018-02-22",139
"832","2018-02-23",139.990005
"833","2018-02-26",139.990005
"834","2018-02-27",140
"835","2018-02-28",140
"836","2018-03-01",139
"837","2018-03-02",140
"838","2018-03-05",140
"839","2018-03-06",140
"840","2018-03-07",140
"841","2018-03-08",140
"842","2018-03-09",140.009995
"843","2018-03-12",140
"844","2018-03-13",140
"845","2018-03-14",139.570007
"846","2018-03-15",140
"847","2018-03-16",140
"848","2018-03-19",140.009995
"849","2018-03-20",135.119995
"850","2018-03-21",139
"851","2018-03-22",139
"852","2018-03-23",140
"853","2018-03-26",140
"854","2018-03-27",140
"855","2018-03-28",135.220001
"856","2018-03-29",137
"857","2018-04-02",138.5
"858","2018-04-03",139
"859","2018-04-04",139
"860","2018-04-05",133.539993
"861","2018-04-06",135.050003
"862","2018-04-09",140.300003
"863","2018-04-10",140
"864","2018-04-11",140
"865","2018-04-12",140
"866","2018-04-13",136.009995
"867","2018-04-16",139
"868","2018-04-17",160
"869","2018-04-18",143.100006
"870","2018-04-19",140.509995
"871","2018-04-20",140.509995
"872","2018-04-23",140.509995
"873","2018-04-24",140.509995
"874","2018-04-25",137.119995
"875","2018-04-26",140
"876","2018-04-27",140
"877","2018-04-30",140
"878","2018-05-01",140.009995
"879","2018-05-02",140.009995
"880","2018-05-03",140.009995
"881","2018-05-04",140
"882","2018-05-07",140
"883","2018-05-08",140
"884","2018-05-09",140
"885","2018-05-10",140
"886","2018-05-11",140
"887","2018-05-14",140
"888","2018-05-15",140
"889","2018-05-16",140
"890","2018-05-17",140
"891","2018-05-18",140
"892","2018-05-21",140
"893","2018-05-22",140
"894","2018-05-23",140
"895","2018-05-24",140.899994
"896","2018-05-25",140.899994
"897","2018-05-29",140.149994
"898","2018-05-30",140
"899","2018-05-31",140
"900","2018-06-01",140
"901","2018-06-04",138.600006
"902","2018-06-05",138.600006
"903","2018-06-06",138.600006
"904","2018-06-07",138.600006
"905","2018-06-08",137.658005
"906","2018-06-11",136.475998
"907","2018-06-12",118
"908","2018-06-13",118
"909","2018-06-14",118
"910","2018-06-15",82
"911","2018-06-18",82
"912","2018-06-19",83
"913","2018-06-20",83
"914","2018-06-21",83
"915","2018-06-22",83
"916","2018-06-25",83
"917","2018-06-26",83
"918","2018-06-27",83
"919","2018-06-28",83
"920","2018-06-29",83
"921","2018-07-02",83
"922","2018-07-03",83
"923","2018-07-05",83
"924","2018-07-06",60.009998
"925","2018-07-09",66
"926","2018-07-10",64
"927","2018-07-11",62
"928","2018-07-12",62
"929","2018-07-13",62
"930","2018-07-16",62
"931","2018-07-17",60
"932","2018-07-18",60
"933","2018-07-19",60
"934","2018-07-20",58.25
"935","2018-07-23",58.25
"936","2018-07-24",58.25
"937","2018-07-25",57.77
"938","2018-07-26",53
"939","2018-07-27",53
"940","2018-07-30",45.599998
"941","2018-07-31",44.799999
"942","2018-08-01",40.049999
"943","2018-08-02",35.549999
"944","2018-08-03",33.380001
"945","2018-08-06",60.98
"946","2018-08-07",120
"947","2018-08-08",93.050003
"948","2018-08-09",77
"949","2018-08-10",77
"950","2018-08-13",61
"951","2018-08-14",92
"952","2018-08-15",75.120003
"953","2018-08-16",75.120003
"954","2018-08-17",75.120003
"955","2018-08-20",75.120003
"956","2018-08-21",75.120003
"957","2018-08-22",75.120003
"958","2018-08-23",75.120003
"959","2018-08-24",75.120003
"960","2018-08-27",75.120003
"961","2018-08-28",80
"962","2018-08-29",104
"963","2018-08-30",94.945
"964","2018-08-31",94.945
"965","2018-09-04",94.945
"966","2018-09-05",62.549999
"967","2018-09-06",72
"968","2018-09-07",70
"969","2018-09-10",70
"970","2018-09-11",70
"971","2018-09-12",64
"972","2018-09-13",61.470001
"973","2018-09-14",61.470001
"974","2018-09-17",57.650002
"975","2018-09-18",57.650002
"976","2018-09-19",65.360001
"977","2018-09-20",63.700001
"978","2018-09-21",56
"979","2018-09-24",55
"980","2018-09-25",47.950001
"981","2018-09-26",50
"982","2018-09-27",50
"983","2018-09-28",48.5
"984","2018-10-01",48
"985","2018-10-02",50
"986","2018-10-03",50
"987","2018-10-04",47.5
"988","2018-10-05",47.5
"989","2018-10-08",50
"990","2018-10-09",45
"991","2018-10-10",45
"992","2018-10-11",45
"993","2018-10-12",40.5
"994","2018-10-15",39.805
"995","2018-10-16",40.466999
"996","2018-10-17",40.009998
"997","2018-10-18",38.310001
"998","2018-10-19",38.110001
"999","2018-10-22",38.757999
