"","date","CEO"
"1","2007-01-03",94.269997
"2","2007-01-04",91.57
"3","2007-01-05",88.400002
"4","2007-01-08",88.470001
"5","2007-01-09",85.889999
"6","2007-01-10",84.629997
"7","2007-01-11",84.660004
"8","2007-01-12",87.239998
"9","2007-01-16",86
"10","2007-01-17",86.57
"11","2007-01-18",84.589996
"12","2007-01-19",87.300003
"13","2007-01-22",85.449997
"14","2007-01-23",87.279999
"15","2007-01-24",87.470001
"16","2007-01-25",85.550003
"17","2007-01-26",86.400002
"18","2007-01-29",85.059998
"19","2007-01-30",86.889999
"20","2007-01-31",85.769997
"21","2007-02-01",85.269997
"22","2007-02-02",84.940002
"23","2007-02-05",84.779999
"24","2007-02-06",84.82
"25","2007-02-07",84.339996
"26","2007-02-08",84.830002
"27","2007-02-09",82.959999
"28","2007-02-12",82.360001
"29","2007-02-13",83.550003
"30","2007-02-14",84.290001
"31","2007-02-15",83.580002
"32","2007-02-16",84.269997
"33","2007-02-20",83.370003
"34","2007-02-21",83.650002
"35","2007-02-22",83.529999
"36","2007-02-23",82.849998
"37","2007-02-26",82.809998
"38","2007-02-27",78.18
"39","2007-02-28",80.57
"40","2007-03-01",79.540001
"41","2007-03-02",79.629997
"42","2007-03-05",78.269997
"43","2007-03-06",81.269997
"44","2007-03-07",81.110001
"45","2007-03-08",82
"46","2007-03-09",80.959999
"47","2007-03-12",81.25
"48","2007-03-13",79.43
"49","2007-03-14",81.040001
"50","2007-03-15",81.269997
"51","2007-03-16",80.129997
"52","2007-03-19",81.849998
"53","2007-03-20",81.980003
"54","2007-03-21",83.059998
"55","2007-03-22",83.300003
"56","2007-03-23",83.589996
"57","2007-03-26",84.199997
"58","2007-03-27",83.889999
"59","2007-03-28",84.510002
"60","2007-03-29",88.910004
"61","2007-03-30",87.629997
"62","2007-04-02",88.720001
"63","2007-04-03",88.43
"64","2007-04-04",88.400002
"65","2007-04-05",88.199997
"66","2007-04-09",88.300003
"67","2007-04-10",88.529999
"68","2007-04-11",87.93
"69","2007-04-12",89.199997
"70","2007-04-13",88.800003
"71","2007-04-16",88.93
"72","2007-04-17",87.690002
"73","2007-04-18",87.07
"74","2007-04-19",86.129997
"75","2007-04-20",87.57
"76","2007-04-23",86.709999
"77","2007-04-24",86.949997
"78","2007-04-25",87.18
"79","2007-04-26",87.279999
"80","2007-04-27",86.790001
"81","2007-04-30",85.57
"82","2007-05-01",86.25
"83","2007-05-02",87.800003
"84","2007-05-03",88.879997
"85","2007-05-04",89.260002
"86","2007-05-07",89.379997
"87","2007-05-08",88.510002
"88","2007-05-09",88.900002
"89","2007-05-10",86.580002
"90","2007-05-11",91.699997
"91","2007-05-14",88.82
"92","2007-05-15",89.110001
"93","2007-05-16",90.459999
"94","2007-05-17",90.769997
"95","2007-05-18",91.790001
"96","2007-05-21",94.129997
"97","2007-05-22",95.419998
"98","2007-05-23",94.230003
"99","2007-05-24",91.57
"100","2007-05-25",93.160004
"101","2007-05-29",92.510002
"102","2007-05-30",92.379997
"103","2007-05-31",94.040001
"104","2007-06-01",96.660004
"105","2007-06-04",98.889999
"106","2007-06-05",102.449997
"107","2007-06-06",101.290001
"108","2007-06-07",102.870003
"109","2007-06-08",104.959999
"110","2007-06-11",105.650002
"111","2007-06-12",103.830002
"112","2007-06-13",104
"113","2007-06-14",107.559998
"114","2007-06-15",109.529999
"115","2007-06-18",112.699997
"116","2007-06-19",113.629997
"117","2007-06-20",115.75
"118","2007-06-21",116.949997
"119","2007-06-22",113.690002
"120","2007-06-25",113.669998
"121","2007-06-26",109.400002
"122","2007-06-27",109.5
"123","2007-06-28",113.059998
"124","2007-06-29",113.690002
"125","2007-07-02",115.839996
"126","2007-07-03",119.480003
"127","2007-07-05",117.690002
"128","2007-07-06",119.889999
"129","2007-07-09",120.550003
"130","2007-07-10",120.18
"131","2007-07-11",118.400002
"132","2007-07-12",119.889999
"133","2007-07-13",120.18
"134","2007-07-16",119.940002
"135","2007-07-17",122.5
"136","2007-07-18",120.5
"137","2007-07-19",122.389999
"138","2007-07-20",122.800003
"139","2007-07-23",124.989998
"140","2007-07-24",120.809998
"141","2007-07-25",120.5
"142","2007-07-26",113.93
"143","2007-07-27",112.860001
"144","2007-07-30",116.75
"145","2007-07-31",118.599998
"146","2007-08-01",114.769997
"147","2007-08-02",116.690002
"148","2007-08-03",113.529999
"149","2007-08-06",112.099998
"150","2007-08-07",112.849998
"151","2007-08-08",117.970001
"152","2007-08-09",112.68
"153","2007-08-10",110.650002
"154","2007-08-13",110.449997
"155","2007-08-14",108.110001
"156","2007-08-15",102.470001
"157","2007-08-16",97.019997
"158","2007-08-17",102.580002
"159","2007-08-20",104.220001
"160","2007-08-21",104.889999
