"","date","ALPN"
"1","2015-06-17",59.68
"2","2015-06-18",59
"3","2015-06-19",59
"4","2015-06-22",59.52
"5","2015-06-23",59.48
"6","2015-06-24",59.119999
"7","2015-06-25",59.279999
"8","2015-06-26",59.959999
"9","2015-06-29",60
"10","2015-06-30",60.599998
"11","2015-07-01",63.759998
"12","2015-07-02",64.360001
"13","2015-07-06",63.919998
"14","2015-07-07",63.919998
"15","2015-07-08",63.439999
"16","2015-07-09",63.959999
"17","2015-07-10",66.400002
"18","2015-07-13",65.639999
"19","2015-07-14",66.400002
"20","2015-07-15",65.959999
"21","2015-07-16",69.959999
"22","2015-07-17",76.040001
"23","2015-07-20",72.480003
"24","2015-07-21",72.559998
"25","2015-07-22",73.440002
"26","2015-07-23",71
"27","2015-07-24",72.400002
"28","2015-07-27",72.800003
"29","2015-07-28",71.440002
"30","2015-07-29",71.239998
"31","2015-07-30",69.599998
"32","2015-07-31",67.879997
"33","2015-08-03",66.879997
"34","2015-08-04",69.199997
"35","2015-08-05",70.760002
"36","2015-08-06",70.480003
"37","2015-08-07",70.839996
"38","2015-08-10",69.959999
"39","2015-08-11",71.480003
"40","2015-08-12",69.279999
"41","2015-08-13",67.32
"42","2015-08-14",68.959999
"43","2015-08-17",72.68
"44","2015-08-18",73.040001
"45","2015-08-19",74.160004
"46","2015-08-20",74.599998
"47","2015-08-21",80.639999
"48","2015-08-24",70.279999
"49","2015-08-25",65.639999
"50","2015-08-26",61.599998
"51","2015-08-27",61.799999
"52","2015-08-28",60.84
"53","2015-08-31",58.16
"54","2015-09-01",57.68
"55","2015-09-02",57.720001
"56","2015-09-03",57.279999
"57","2015-09-04",57.52
"58","2015-09-08",57.48
"59","2015-09-09",57.439999
"60","2015-09-10",58.799999
"61","2015-09-11",61.119999
"62","2015-09-14",62.880001
"63","2015-09-15",64.120003
"64","2015-09-16",62.48
"65","2015-09-17",72.040001
"66","2015-09-18",69.440002
"67","2015-09-21",68.080002
"68","2015-09-22",61
"69","2015-09-23",57.900002
"70","2015-09-24",56.119999
"71","2015-09-25",54.720001
"72","2015-09-28",50.959999
"73","2015-09-29",51.040001
"74","2015-09-30",51.880001
"75","2015-10-01",49.880001
"76","2015-10-02",47.080002
"77","2015-10-05",45.759998
"78","2015-10-06",45.400002
"79","2015-10-07",45.599998
"80","2015-10-08",40.200001
"81","2015-10-09",37.48
"82","2015-10-12",33.560001
"83","2015-10-13",34.119999
"84","2015-10-14",32.360001
"85","2015-10-15",34.48
"86","2015-10-16",33.200001
"87","2015-10-19",33.240002
"88","2015-10-20",31.959999
"89","2015-10-21",31.08
"90","2015-10-22",31.959999
"91","2015-10-23",32.52
"92","2015-10-26",32.040001
"93","2015-10-27",32.080002
"94","2015-10-28",33
"95","2015-10-29",31.959999
"96","2015-10-30",32.080002
"97","2015-11-02",33.119999
"98","2015-11-03",33.040001
"99","2015-11-04",34.959999
"100","2015-11-05",33.799999
"101","2015-11-06",33.599998
"102","2015-11-09",34.68
"103","2015-11-10",33.32
"104","2015-11-11",32.400002
"105","2015-11-12",32.48
"106","2015-11-13",32.040001
"107","2015-11-16",32.16
"108","2015-11-17",32.040001
"109","2015-11-18",33
"110","2015-11-19",32.360001
"111","2015-11-20",32.52
"112","2015-11-23",33.16
"113","2015-11-24",34.400002
"114","2015-11-25",34.360001
"115","2015-11-27",33.880001
"116","2015-11-30",33.200001
"117","2015-12-01",32.400002
"118","2015-12-02",32.639999
"119","2015-12-03",32
"120","2015-12-04",32.080002
"121","2015-12-07",32.080002
"122","2015-12-08",32.240002
"123","2015-12-09",31.76
"124","2015-12-10",31.719999
"125","2015-12-11",31.84
"126","2015-12-14",31.68
"127","2015-12-15",31.52
"128","2015-12-16",31.280001
"129","2015-12-17",32.16
"130","2015-12-18",33.880001
"131","2015-12-21",36
"132","2015-12-22",35.240002
"133","2015-12-23",35.040001
"134","2015-12-24",34
"135","2015-12-28",32.48
"136","2015-12-29",33.84
"137","2015-12-30",32.52
"138","2015-12-31",30.959999
"139","2016-01-04",29.16
"140","2016-01-05",28.52
"141","2016-01-06",27.48
"142","2016-01-07",27
"143","2016-01-08",26.6
"144","2016-01-11",25.360001
"145","2016-01-12",23.639999
"146","2016-01-13",20.24
"147","2016-01-14",19.92
"148","2016-01-15",23
"149","2016-01-19",21.4
"150","2016-01-20",22.4
"151","2016-01-21",22.52
"152","2016-01-22",22.639999
"153","2016-01-25",21.68
"154","2016-01-26",21.799999
"155","2016-01-27",20.6
"156","2016-01-28",18.639999
"157","2016-01-29",18.76
"158","2016-02-01",19.4
"159","2016-02-02",20
"160","2016-02-03",20.08
"161","2016-02-04",20.200001
"162","2016-02-05",19.440001
"163","2016-02-08",17.719999
"164","2016-02-09",17.879999
"165","2016-02-10",18.6
