"","date","GNL"
"1","2015-06-02",27.959999
"2","2015-06-03",27.690001
"3","2015-06-04",27.18
"4","2015-06-05",27.809999
"5","2015-06-08",27.27
"6","2015-06-09",27.059999
"7","2015-06-10",26.85
"8","2015-06-11",26.940001
"9","2015-06-12",26.940001
"10","2015-06-15",26.52
"11","2015-06-16",26.52
"12","2015-06-17",27.15
"13","2015-06-18",27.870001
"14","2015-06-19",27.75
"15","2015-06-22",27.354
"16","2015-06-23",27.299999
"17","2015-06-24",27.6
"18","2015-06-25",27.719999
"19","2015-06-26",27.690001
"20","2015-06-29",26.91
"21","2015-06-30",26.52
"22","2015-07-01",26.459999
"23","2015-07-02",26.280001
"24","2015-07-06",25.5
"25","2015-07-07",25.74
"26","2015-07-08",25.620001
"27","2015-07-09",24.780001
"28","2015-07-10",26.01
"29","2015-07-13",25.559999
"30","2015-07-14",25.68
"31","2015-07-15",25.77
"32","2015-07-16",25.32
"33","2015-07-17",25.110001
"34","2015-07-20",24.75
"35","2015-07-21",24.450001
"36","2015-07-22",24.33
"37","2015-07-23",24.299999
"38","2015-07-24",24.27
"39","2015-07-27",24.57
"40","2015-07-28",24.690001
"41","2015-07-29",25.5
"42","2015-07-30",24.9
"43","2015-07-31",24.48
"44","2015-08-03",24.6
"45","2015-08-04",24.870001
"46","2015-08-05",24.450001
"47","2015-08-06",24.389999
"48","2015-08-07",24.450001
"49","2015-08-10",24.059999
"50","2015-08-11",23.43
"51","2015-08-12",24.27
"52","2015-08-13",24.66
"53","2015-08-14",25.139999
"54","2015-08-17",25.59
"55","2015-08-18",26.040001
"56","2015-08-19",26.190001
"57","2015-08-20",26.040001
"58","2015-08-21",25.35
"59","2015-08-24",24.24
"60","2015-08-25",24.299999
"61","2015-08-26",24.809999
"62","2015-08-27",25.440001
"63","2015-08-28",26.309999
"64","2015-08-31",25.889999
"65","2015-09-01",25.59
"66","2015-09-02",25.5
"67","2015-09-03",26.25
"68","2015-09-04",25.889999
"69","2015-09-08",26.25
"70","2015-09-09",26.07
"71","2015-09-10",26.58
"72","2015-09-11",26.82
"73","2015-09-14",26.940001
"74","2015-09-15",27
"75","2015-09-16",26.4
"76","2015-09-17",26.370001
"77","2015-09-18",26.01
"78","2015-09-21",26.879999
"79","2015-09-22",26.67
"80","2015-09-23",27.450001
"81","2015-09-24",27.389999
"82","2015-09-25",27.059999
"83","2015-09-28",26.639999
"84","2015-09-29",27.209999
"85","2015-09-30",27.6
"86","2015-10-01",27.48
"87","2015-10-02",27.42
"88","2015-10-05",27.33
"89","2015-10-06",27.059999
"90","2015-10-07",27.450001
"91","2015-10-08",27.42
"92","2015-10-09",27.450001
"93","2015-10-12",26.969999
"94","2015-10-13",27.030001
"95","2015-10-14",27.15
"96","2015-10-15",27.18
"97","2015-10-16",27.389999
"98","2015-10-19",27.6
"99","2015-10-20",27.6
"100","2015-10-21",27.66
"101","2015-10-22",27.540001
"102","2015-10-23",27.209999
"103","2015-10-26",27.540001
"104","2015-10-27",27.690001
"105","2015-10-28",27.42
"106","2015-10-29",27.120001
"107","2015-10-30",27.540001
"108","2015-11-02",27.360001
"109","2015-11-03",27.450001
"110","2015-11-04",27.42
"111","2015-11-05",27.42
"112","2015-11-06",27.299999
"113","2015-11-09",26.190001
"114","2015-11-10",25.98
"115","2015-11-11",26.969999
"116","2015-11-12",26.49
"117","2015-11-13",27.27
"118","2015-11-16",26.700001
"119","2015-11-17",26.85
"120","2015-11-18",26.76
"121","2015-11-19",26.58
"122","2015-11-20",26.85
"123","2015-11-23",26.879999
"124","2015-11-24",26.76
"125","2015-11-25",26.4
"126","2015-11-27",26.58
"127","2015-11-30",26.58
"128","2015-12-01",26.639999
"129","2015-12-02",26.4
"130","2015-12-03",26.25
"131","2015-12-04",26.43
"132","2015-12-07",26.25
"133","2015-12-08",26.25
"134","2015-12-09",26.34
"135","2015-12-10",26.49
"136","2015-12-11",26.040001
"137","2015-12-14",25.950001
"138","2015-12-15",25.74
"139","2015-12-16",26.1
"140","2015-12-17",25.889999
"141","2015-12-18",26.040001
"142","2015-12-21",25.74
"143","2015-12-22",25.139999
"144","2015-12-23",24.690001
"145","2015-12-24",24.24
"146","2015-12-28",23.85
"147","2015-12-29",23.610001
"148","2015-12-30",23.91
"149","2015-12-31",23.85
"150","2016-01-04",23.969999
"151","2016-01-05",23.790001
"152","2016-01-06",23.280001
"153","2016-01-07",22.41
"154","2016-01-08",21.450001
"155","2016-01-11",21.120001
"156","2016-01-12",20.549999
"157","2016-01-13",19.41
"158","2016-01-14",19.68
"159","2016-01-15",20.73
"160","2016-01-19",19.889999
"161","2016-01-20",19.860001
"162","2016-01-21",20.280001
"163","2016-01-22",20.879999
"164","2016-01-25",21.42
"165","2016-01-26",22.23
"166","2016-01-27",21.9
"167","2016-01-28",21.6
"168","2016-01-29",21
"169","2016-02-01",21.9
"170","2016-02-02",21.809999
"171","2016-02-03",22.110001
"172","2016-02-04",22.110001
"173","2016-02-05",22.139999
"174","2016-02-08",21.42
"175","2016-02-09",20.91
"176","2016-02-10",21.719999
"177","2016-02-11",21.629999
"178","2016-02-12",21.6
"179","2016-02-16",21.870001
"180","2016-02-17",22.049999
"181","2016-02-18",21.719999
"182","2016-02-19",22.950001
"183","2016-02-22",22.32
"184","2016-02-23",22.889999
"185","2016-02-24",23.280001
"186","2016-02-25",23.49
"187","2016-02-26",23.49
"188","2016-02-29",23.190001
"189","2016-03-01",24
"190","2016-03-02",24.48
"191","2016-03-03",24.690001
"192","2016-03-04",23.790001
"193","2016-03-07",24.360001
"194","2016-03-08",24.15
"195","2016-03-09",24.09
"196","2016-03-10",24.540001
"197","2016-03-11",24.809999
"198","2016-03-14",24.75
"199","2016-03-15",24.540001
"200","2016-03-16",24.540001
"201","2016-03-17",24.66
"202","2016-03-18",24.540001
"203","2016-03-21",24.57
"204","2016-03-22",24.6
"205","2016-03-23",24.629999
"206","2016-03-24",24.93
"207","2016-03-28",24.809999
"208","2016-03-29",25.469999
"209","2016-03-30",25.35
"210","2016-03-31",25.68
"211","2016-04-01",25.889999
"212","2016-04-04",26.040001
"213","2016-04-05",25.799999
"214","2016-04-06",26.07
"215","2016-04-07",25.98
"216","2016-04-08",26.34
"217","2016-04-11",26.610001
"218","2016-04-12",26.76
"219","2016-04-13",26.76
"220","2016-04-14",26.790001
"221","2016-04-15",26.67
"222","2016-04-18",26.4
"223","2016-04-19",26.1
"224","2016-04-20",25.74
"225","2016-04-21",24.870001
"226","2016-04-22",25.530001
"227","2016-04-25",25.469999
"228","2016-04-26",25.709999
"229","2016-04-27",25.65
"230","2016-04-28",25.559999
"231","2016-04-29",25.41
"232","2016-05-02",26.1
"233","2016-05-03",26.1
"234","2016-05-04",26.16
"235","2016-05-05",25.65
"236","2016-05-06",26.25
"237","2016-05-09",26.4
"238","2016-05-10",26.549999
"239","2016-05-11",26.280001
"240","2016-05-12",26.4
"241","2016-05-13",26.25
"242","2016-05-16",26.190001
"243","2016-05-17",25.65
"244","2016-05-18",25.290001
"245","2016-05-19",24.75
"246","2016-05-20",24.66
"247","2016-05-23",24.33
"248","2016-05-24",24.9
"249","2016-05-25",24.540001
"250","2016-05-26",24.6
"251","2016-05-27",24.6
"252","2016-05-31",24.51
"253","2016-06-01",24.57
"254","2016-06-02",24.99
"255","2016-06-03",25.17
"256","2016-06-06",24.959999
"257","2016-06-07",25.41
"258","2016-06-08",25.950001
"259","2016-06-09",25.68
"260","2016-06-10",25.5
"261","2016-06-13",24.27
"262","2016-06-14",23.76
"263","2016-06-15",23.82
"264","2016-06-16",23.85
"265","2016-06-17",23.73
"266","2016-06-20",24.120001
"267","2016-06-21",24.18
"268","2016-06-22",24.24
"269","2016-06-23",24.870001
"270","2016-06-24",23.639999
"271","2016-06-27",22.709999
"272","2016-06-28",22.559999
"273","2016-06-29",23.25
"274","2016-06-30",23.85
"275","2016-07-01",24.15
"276","2016-07-05",23.76
"277","2016-07-06",23.58
"278","2016-07-07",23.190001
"279","2016-07-08",23.790001
"280","2016-07-11",24.360001
"281","2016-07-12",25.139999
"282","2016-07-13",25.290001
"283","2016-07-14",25.440001
"284","2016-07-15",25.709999
"285","2016-07-18",26.219999
"286","2016-07-19",26.040001
"287","2016-07-20",26.01
"288","2016-07-21",25.799999
"289","2016-07-22",25.860001
"290","2016-07-25",25.92
"291","2016-07-26",25.83
"292","2016-07-27",26.040001
"293","2016-07-28",26.34
"294","2016-07-29",26.190001
"295","2016-08-01",25.74
"296","2016-08-02",25.440001
"297","2016-08-03",25.889999
"298","2016-08-04",25.68
"299","2016-08-05",25.889999
"300","2016-08-08",25.08
"301","2016-08-09",25.290001
"302","2016-08-10",25.559999
"303","2016-08-11",25.5
"304","2016-08-12",25.65
"305","2016-08-15",25.59
"306","2016-08-16",25.26
"307","2016-08-17",25.440001
"308","2016-08-18",25.620001
"309","2016-08-19",25.41
"310","2016-08-22",25.620001
"311","2016-08-23",25.74
"312","2016-08-24",25.200001
"313","2016-08-25",25.41
"314","2016-08-26",25.049999
"315","2016-08-29",25.049999
"316","2016-08-30",24.959999
"317","2016-08-31",24.9
"318","2016-09-01",24.870001
"319","2016-09-02",25.35
"320","2016-09-06",25.139999
"321","2016-09-07",25.200001
"322","2016-09-08",24.75
"323","2016-09-09",23.52
"324","2016-09-12",24.389999
"325","2016-09-13",23.49
"326","2016-09-14",23.76
"327","2016-09-15",23.82
"328","2016-09-16",24.360001
"329","2016-09-19",24.24
"330","2016-09-20",23.82
"331","2016-09-21",24.389999
"332","2016-09-22",25.139999
"333","2016-09-23",24.93
"334","2016-09-26",24.780001
"335","2016-09-27",24.780001
"336","2016-09-28",24.99
"337","2016-09-29",24.540001
"338","2016-09-30",24.48
"339","2016-10-03",24.09
"340","2016-10-04",23.91
"341","2016-10-05",23.1
"342","2016-10-06",23.129999
"343","2016-10-07",22.860001
"344","2016-10-10",23.280001
"345","2016-10-11",22.68
"346","2016-10-12",22.860001
"347","2016-10-13",22.950001
"348","2016-10-14",22.950001
"349","2016-10-17",22.889999
"350","2016-10-18",23.040001
"351","2016-10-19",23.25
"352","2016-10-20",23.07
"353","2016-10-21",22.950001
"354","2016-10-24",23.129999
"355","2016-10-25",23.190001
"356","2016-10-26",22.860001
"357","2016-10-27",21.9
"358","2016-10-28",21.959999
"359","2016-10-31",22.23
"360","2016-11-01",21.48
"361","2016-11-02",21
"362","2016-11-03",21.030001
"363","2016-11-04",21.059999
"364","2016-11-07",21.809999
"365","2016-11-08",21.84
"366","2016-11-09",22.59
"367","2016-11-10",21.99
"368","2016-11-11",22.530001
"369","2016-11-14",23.25
"370","2016-11-15",22.709999
"371","2016-11-16",22.860001
"372","2016-11-17",22.860001
"373","2016-11-18",22.98
"374","2016-11-21",22.68
"375","2016-11-22",23.1
"376","2016-11-23",23.1
"377","2016-11-25",23.370001
"378","2016-11-28",23.309999
"379","2016-11-29",23.52
"380","2016-11-30",22.799999
"381","2016-12-01",22.290001
"382","2016-12-02",22.290001
"383","2016-12-05",22.5
"384","2016-12-06",22.799999
"385","2016-12-07",23.4
"386","2016-12-08",23.76
"387","2016-12-09",23.700001
"388","2016-12-12",23.73
"389","2016-12-13",23.700001
"390","2016-12-14",23.219999
"391","2016-12-15",23.129999
"392","2016-12-16",24.059999
"393","2016-12-19",23.85
"394","2016-12-20",23.969999
"395","2016-12-21",23.1
"396","2016-12-22",22.889999
"397","2016-12-23",22.98
"398","2016-12-27",23.01
"399","2016-12-28",22.74
"400","2016-12-29",22.98
"401","2016-12-30",23.49
"402","2017-01-03",23.91
"403","2017-01-04",23.85
"404","2017-01-05",23.82
"405","2017-01-06",23.82
"406","2017-01-09",23.34
"407","2017-01-10",23.34
"408","2017-01-11",23.43
"409","2017-01-12",23.280001
"410","2017-01-13",23.309999
"411","2017-01-17",23.43
"412","2017-01-18",23.370001
"413","2017-01-19",22.98
"414","2017-01-20",23.040001
"415","2017-01-23",23.280001
"416","2017-01-24",23.34
"417","2017-01-25",23.67
"418","2017-01-26",23.459999
"419","2017-01-27",23.16
"420","2017-01-30",22.709999
"421","2017-01-31",23.25
"422","2017-02-01",23.459999
"423","2017-02-02",23.700001
"424","2017-02-03",23.940001
"425","2017-02-06",23.879999
"426","2017-02-07",23.459999
"427","2017-02-08",23.49
"428","2017-02-09",23.969999
"429","2017-02-10",24.24
"430","2017-02-13",24.42
"431","2017-02-14",24.27
"432","2017-02-15",24.18
"433","2017-02-16",24.540001
"434","2017-02-17",24.629999
"435","2017-02-21",24.6
"436","2017-02-22",24.42
"437","2017-02-23",24.57
"438","2017-02-24",24.57
"439","2017-02-27",24.540001
"440","2017-02-28",24.6
"441","2017-03-01",24.98
"442","2017-03-02",24.5
"443","2017-03-03",24.67
"444","2017-03-06",23.879999
"445","2017-03-07",23.540001
"446","2017-03-08",22.620001
"447","2017-03-09",22.450001
"448","2017-03-10",22.790001
"449","2017-03-13",23.07
"450","2017-03-14",23.07
"451","2017-03-15",23.629999
"452","2017-03-16",23.700001
"453","2017-03-17",24
