"","date","ARNA"
"1","2007-01-03",127.199997
"2","2007-01-04",129.100006
"3","2007-01-05",127.900002
"4","2007-01-08",126.199997
"5","2007-01-09",127
"6","2007-01-10",126.699997
"7","2007-01-11",128.5
"8","2007-01-12",131.5
"9","2007-01-16",134.300003
"10","2007-01-17",134.699997
"11","2007-01-18",131.199997
"12","2007-01-19",131.699997
"13","2007-01-22",130.899994
"14","2007-01-23",127.900002
"15","2007-01-24",128.300003
"16","2007-01-25",126.400002
"17","2007-01-26",129.100006
"18","2007-01-29",130.100006
"19","2007-01-30",130.199997
"20","2007-01-31",127.699997
"21","2007-02-01",129
"22","2007-02-02",127.199997
"23","2007-02-05",129
"24","2007-02-06",129.600006
"25","2007-02-07",134.300003
"26","2007-02-08",141.899994
"27","2007-02-09",141.100006
"28","2007-02-12",142.5
"29","2007-02-13",142.5
"30","2007-02-14",145.5
"31","2007-02-15",143
"32","2007-02-16",139
"33","2007-02-20",140.100006
"34","2007-02-21",137.600006
"35","2007-02-22",136.800003
"36","2007-02-23",137.100006
"37","2007-02-26",135
"38","2007-02-27",128.100006
"39","2007-02-28",126.5
"40","2007-03-01",124.199997
"41","2007-03-02",120
"42","2007-03-05",116
"43","2007-03-06",117.900002
"44","2007-03-07",111.800003
"45","2007-03-08",114.300003
"46","2007-03-09",114.599998
"47","2007-03-12",117.099998
"48","2007-03-13",114.400002
"49","2007-03-14",111.900002
"50","2007-03-15",113.800003
"51","2007-03-16",115.699997
"52","2007-03-19",112.900002
"53","2007-03-20",112.099998
"54","2007-03-21",113.400002
"55","2007-03-22",113
"56","2007-03-23",108.699997
"57","2007-03-26",105.599998
"58","2007-03-27",99.800003
"59","2007-03-28",107.800003
"60","2007-03-29",106.300003
"61","2007-03-30",108.599998
"62","2007-04-02",104
"63","2007-04-03",106.300003
"64","2007-04-04",105.300003
"65","2007-04-05",107.599998
"66","2007-04-09",110.800003
"67","2007-04-10",111.5
"68","2007-04-11",109.699997
"69","2007-04-12",113.599998
"70","2007-04-13",115
"71","2007-04-16",116.800003
"72","2007-04-17",111.599998
"73","2007-04-18",113.5
"74","2007-04-19",122.5
"75","2007-04-20",122.599998
"76","2007-04-23",128.300003
"77","2007-04-24",132
"78","2007-04-25",130.800003
"79","2007-04-26",131.100006
"80","2007-04-27",131
"81","2007-04-30",130.300003
"82","2007-05-01",131.899994
"83","2007-05-02",137.899994
"84","2007-05-03",138.300003
"85","2007-05-04",137.5
"86","2007-05-07",135.5
"87","2007-05-08",138
"88","2007-05-09",137.399994
"89","2007-05-10",133.800003
"90","2007-05-11",140.600006
"91","2007-05-14",139.899994
"92","2007-05-15",139
"93","2007-05-16",140.5
"94","2007-05-17",140.399994
"95","2007-05-18",144
"96","2007-05-21",145.699997
"97","2007-05-22",145.699997
"98","2007-05-23",144
"99","2007-05-24",143.199997
"100","2007-05-25",141.100006
"101","2007-05-29",143
"102","2007-05-30",140
"103","2007-05-31",139
"104","2007-06-01",138
"105","2007-06-04",141.800003
"106","2007-06-05",138
"107","2007-06-06",133.699997
"108","2007-06-07",130.699997
"109","2007-06-08",132.699997
"110","2007-06-11",133.199997
"111","2007-06-12",128.5
"112","2007-06-13",129.399994
"113","2007-06-14",122
"114","2007-06-15",122.699997
"115","2007-06-18",119.099998
"116","2007-06-19",115.699997
"117","2007-06-20",113.099998
"118","2007-06-21",112
"119","2007-06-22",111.400002
"120","2007-06-25",108.699997
"121","2007-06-26",106.900002
"122","2007-06-27",108.800003
"123","2007-06-28",109
"124","2007-06-29",109.900002
"125","2007-07-02",108
"126","2007-07-03",107.900002
"127","2007-07-05",108.099998
"128","2007-07-06",110.5
"129","2007-07-09",110.300003
"130","2007-07-10",112.599998
"131","2007-07-11",111.599998
"132","2007-07-12",118
"133","2007-07-13",123.900002
"134","2007-07-16",122.099998
"135","2007-07-17",122.599998
"136","2007-07-18",123.599998
"137","2007-07-19",125.900002
"138","2007-07-20",122.400002
"139","2007-07-23",122.400002
"140","2007-07-24",117.400002
"141","2007-07-25",117.300003
"142","2007-07-26",117.5
"143","2007-07-27",115.800003
"144","2007-07-30",115.199997
"145","2007-07-31",114.300003
"146","2007-08-01",113
"147","2007-08-02",112.599998
"148","2007-08-03",111.099998
"149","2007-08-06",119
"150","2007-08-07",128
"151","2007-08-08",139.399994
"152","2007-08-09",144.399994
"153","2007-08-10",138.800003
"154","2007-08-13",127.900002
"155","2007-08-14",122.699997
"156","2007-08-15",124.599998
"157","2007-08-16",124
"158","2007-08-17",130.699997
"159","2007-08-20",132.300003
"160","2007-08-21",134.699997
"161","2007-08-22",129.800003
"162","2007-08-23",125
"163","2007-08-24",132.800003
"164","2007-08-27",133
"165","2007-08-28",129.5
"166","2007-08-29",133
"167","2007-08-30",128.100006
"168","2007-08-31",134
"169","2007-09-04",137.5
"170","2007-09-05",133.699997
"171","2007-09-06",136.5
"172","2007-09-07",139.800003
"173","2007-09-10",140.199997
"174","2007-09-11",132.399994
"175","2007-09-12",129
"176","2007-09-13",119.300003
"177","2007-09-14",120.199997
"178","2007-09-17",117
"179","2007-09-18",119.699997
"180","2007-09-19",120.599998
"181","2007-09-20",119.400002
"182","2007-09-21",120.300003
"183","2007-09-24",117.199997
"184","2007-09-25",114.699997
"185","2007-09-26",111.900002
"186","2007-09-27",113.099998
"187","2007-09-28",109.5
"188","2007-10-01",108.800003
"189","2007-10-02",106.300003
"190","2007-10-03",112.400002
"191","2007-10-04",112.5
"192","2007-10-05",109.900002
"193","2007-10-08",108.099998
"194","2007-10-09",108.099998
"195","2007-10-10",109.099998
"196","2007-10-11",105.699997
"197","2007-10-12",106.199997
"198","2007-10-15",107.5
"199","2007-10-16",107.300003
"200","2007-10-17",106.5
"201","2007-10-18",108.5
"202","2007-10-19",105.400002
"203","2007-10-22",102.900002
"204","2007-10-23",100.5
"205","2007-10-24",98.099998
"206","2007-10-25",93.400002
"207","2007-10-26",92.400002
"208","2007-10-29",90.800003
"209","2007-10-30",93.800003
"210","2007-10-31",96.099998
"211","2007-11-01",99.099998
"212","2007-11-02",99.099998
"213","2007-11-05",97.599998
"214","2007-11-06",94.599998
"215","2007-11-07",89.300003
"216","2007-11-08",84.199997
"217","2007-11-09",89
"218","2007-11-12",87.699997
"219","2007-11-13",85.699997
"220","2007-11-14",84.800003
"221","2007-11-15",84
"222","2007-11-16",88.5
"223","2007-11-19",82.400002
"224","2007-11-20",81.5
"225","2007-11-21",81.400002
"226","2007-11-23",82.300003
"227","2007-11-26",82.699997
"228","2007-11-27",82.599998
"229","2007-11-28",84.900002
"230","2007-11-29",90
"231","2007-11-30",87.5
"232","2007-12-03",83.900002
"233","2007-12-04",81.599998
"234","2007-12-05",81.599998
"235","2007-12-06",86.900002
"236","2007-12-07",91
"237","2007-12-10",91.199997
"238","2007-12-11",88.099998
"239","2007-12-12",86.599998
"240","2007-12-13",86.099998
"241","2007-12-14",84.199997
"242","2007-12-17",84.300003
"243","2007-12-18",85.300003
"244","2007-12-19",83.5
"245","2007-12-20",82.599998
"246","2007-12-21",81.699997
"247","2007-12-24",82.300003
"248","2007-12-26",81.400002
"249","2007-12-27",80.300003
"250","2007-12-28",79.699997
"251","2007-12-31",78.300003
"252","2008-01-02",76.699997
"253","2008-01-03",72
"254","2008-01-04",71.099998
"255","2008-01-07",72.599998
"256","2008-01-08",74.099998
"257","2008-01-09",74.699997
"258","2008-01-10",78.599998
"259","2008-01-11",77
"260","2008-01-14",74.300003
"261","2008-01-15",82.900002
"262","2008-01-16",84.800003
"263","2008-01-17",84.400002
"264","2008-01-18",78.800003
"265","2008-01-22",80.900002
"266","2008-01-23",83.400002
"267","2008-01-24",76
"268","2008-01-25",73.699997
"269","2008-01-28",75.300003
"270","2008-01-29",73.699997
"271","2008-01-30",71.800003
"272","2008-01-31",72.400002
"273","2008-02-01",76.300003
"274","2008-02-04",74.400002
"275","2008-02-05",74.400002
"276","2008-02-06",76.900002
"277","2008-02-07",76.300003
"278","2008-02-08",74.900002
"279","2008-02-11",73
"280","2008-02-12",70.300003
"281","2008-02-13",72.300003
"282","2008-02-14",71.199997
"283","2008-02-15",68.099998
"284","2008-02-19",69.099998
"285","2008-02-20",71.699997
"286","2008-02-21",68.099998
"287","2008-02-22",67.300003
"288","2008-02-25",70.5
"289","2008-02-26",69.699997
