"","date","ANF"
"1","2007-01-03",71.059998
"2","2007-01-04",73.129997
"3","2007-01-05",74.010002
"4","2007-01-08",73.959999
"5","2007-01-09",75.150002
"6","2007-01-10",76.190002
"7","2007-01-11",77.18
"8","2007-01-12",78.150002
"9","2007-01-16",78.669998
"10","2007-01-17",78.010002
"11","2007-01-18",79.480003
"12","2007-01-19",79.900002
"13","2007-01-22",79.629997
"14","2007-01-23",79.449997
"15","2007-01-24",79.660004
"16","2007-01-25",79.559998
"17","2007-01-26",78.919998
"18","2007-01-29",77.900002
"19","2007-01-30",78.010002
"20","2007-01-31",79.540001
"21","2007-02-01",81.510002
"22","2007-02-02",80.769997
"23","2007-02-05",80.370003
"24","2007-02-06",80.370003
"25","2007-02-07",80.239998
"26","2007-02-08",83.220001
"27","2007-02-09",81.190002
"28","2007-02-12",80.260002
"29","2007-02-13",81.5
"30","2007-02-14",82.269997
"31","2007-02-15",82.410004
"32","2007-02-16",82.669998
"33","2007-02-20",82.639999
"34","2007-02-21",82
"35","2007-02-22",80.199997
"36","2007-02-23",79.760002
"37","2007-02-26",78.970001
"38","2007-02-27",76.620003
"39","2007-02-28",78.099998
"40","2007-03-01",77.900002
"41","2007-03-02",74.940002
"42","2007-03-05",73.419998
"43","2007-03-06",74.489998
"44","2007-03-07",74.690002
"45","2007-03-08",74.730003
"46","2007-03-09",75.160004
"47","2007-03-12",75.839996
"48","2007-03-13",73.870003
"49","2007-03-14",73.870003
"50","2007-03-15",73.129997
"51","2007-03-16",73.620003
"52","2007-03-19",74.410004
"53","2007-03-20",75.879997
"54","2007-03-21",76.559998
"55","2007-03-22",76
"56","2007-03-23",77.459999
"57","2007-03-26",77.209999
"58","2007-03-27",75.919998
"59","2007-03-28",76.190002
"60","2007-03-29",76.010002
"61","2007-03-30",75.68
"62","2007-04-02",77.139999
"63","2007-04-03",78.370003
"64","2007-04-04",77.440002
"65","2007-04-05",77.230003
"66","2007-04-09",76.489998
"67","2007-04-10",77.510002
"68","2007-04-11",77.68
"69","2007-04-12",81.650002
"70","2007-04-13",81.809998
"71","2007-04-16",81.580002
"72","2007-04-17",81.290001
"73","2007-04-18",80.910004
"74","2007-04-19",81.080002
"75","2007-04-20",83.510002
"76","2007-04-23",82.879997
"77","2007-04-24",82.529999
"78","2007-04-25",82.900002
"79","2007-04-26",84.360001
"80","2007-04-27",83.389999
"81","2007-04-30",81.660004
"82","2007-05-01",80.989998
"83","2007-05-02",81.300003
"84","2007-05-03",80.919998
"85","2007-05-04",80.120003
"86","2007-05-07",81.050003
"87","2007-05-08",80.089996
"88","2007-05-09",81.230003
"89","2007-05-10",81.260002
"90","2007-05-11",80.080002
"91","2007-05-14",79.800003
"92","2007-05-15",79.480003
"93","2007-05-16",79.870003
"94","2007-05-17",79.940002
"95","2007-05-18",80.550003
"96","2007-05-21",81.330002
"97","2007-05-22",80.989998
"98","2007-05-23",80.800003
"99","2007-05-24",82.610001
"100","2007-05-25",81.459999
"101","2007-05-29",80.410004
"102","2007-05-30",81.620003
"103","2007-05-31",82.650002
"104","2007-06-01",81.260002
"105","2007-06-04",81.720001
"106","2007-06-05",80.110001
"107","2007-06-06",79.639999
"108","2007-06-07",78.059998
"109","2007-06-08",78.349998
"110","2007-06-11",77.349998
"111","2007-06-12",77.529999
"112","2007-06-13",78.220001
"113","2007-06-14",77.75
"114","2007-06-15",77.760002
"115","2007-06-18",77.559998
"116","2007-06-19",77.809998
"117","2007-06-20",77.190002
"118","2007-06-21",76.580002
"119","2007-06-22",73.709999
"120","2007-06-25",72.769997
"121","2007-06-26",71.519997
"122","2007-06-27",71.779999
"123","2007-06-28",73.5
"124","2007-06-29",72.980003
"125","2007-07-02",72.370003
"126","2007-07-03",72.029999
"127","2007-07-05",73.639999
"128","2007-07-06",74.099998
"129","2007-07-09",73.040001
"130","2007-07-10",69.07
"131","2007-07-11",69.379997
"132","2007-07-12",75.080002
"133","2007-07-13",74.339996
"134","2007-07-16",73.150002
"135","2007-07-17",73.25
"136","2007-07-18",73
"137","2007-07-19",73.300003
"138","2007-07-20",71.650002
"139","2007-07-23",71.919998
"140","2007-07-24",70.839996
"141","2007-07-25",70.830002
"142","2007-07-26",69.18
"143","2007-07-27",68.150002
"144","2007-07-30",69.449997
"145","2007-07-31",69.900002
