"","date","SSL"
"1","2007-01-03",35.23
"2","2007-01-04",34.049999
"3","2007-01-05",33.240002
"4","2007-01-08",32.900002
"5","2007-01-09",31.76
"6","2007-01-10",31.219999
"7","2007-01-11",31.219999
"8","2007-01-12",32.040001
"9","2007-01-16",31.35
"10","2007-01-17",31.219999
"11","2007-01-18",31.389999
"12","2007-01-19",31.870001
"13","2007-01-22",32.330002
"14","2007-01-23",33.98
"15","2007-01-24",34.34
"16","2007-01-25",33.470001
"17","2007-01-26",33.619999
"18","2007-01-29",32.830002
"19","2007-01-30",33.959999
"20","2007-01-31",34.060001
"21","2007-02-01",34.5
"22","2007-02-02",34.439999
"23","2007-02-05",34.060001
"24","2007-02-06",34.959999
"25","2007-02-07",34.130001
"26","2007-02-08",34.139999
"27","2007-02-09",33.66
"28","2007-02-12",33.18
"29","2007-02-13",34.310001
"30","2007-02-14",34.790001
"31","2007-02-15",34.959999
"32","2007-02-16",35
"33","2007-02-20",35.209999
"34","2007-02-21",35.080002
"35","2007-02-22",35.490002
"36","2007-02-23",35.23
"37","2007-02-26",34.360001
"38","2007-02-27",31.35
"39","2007-02-28",32.200001
"40","2007-03-01",31.540001
"41","2007-03-02",31.129999
"42","2007-03-05",29.530001
"43","2007-03-06",30.41
"44","2007-03-07",29.82
"45","2007-03-08",30.52
"46","2007-03-09",30.52
"47","2007-03-12",30.41
"48","2007-03-13",29.24
"49","2007-03-14",29.200001
"50","2007-03-15",29.309999
"51","2007-03-16",28.76
"52","2007-03-19",28.91
"53","2007-03-20",29.299999
"54","2007-03-21",30.190001
"55","2007-03-22",31.120001
"56","2007-03-23",32.630001
"57","2007-03-26",32.700001
"58","2007-03-27",33
"59","2007-03-28",33.240002
"60","2007-03-29",33.970001
"61","2007-03-30",33.049999
"62","2007-04-02",32.98
"63","2007-04-03",32.639999
"64","2007-04-04",32.849998
"65","2007-04-05",33.099998
"66","2007-04-09",33.200001
"67","2007-04-10",33.299999
"68","2007-04-11",33.380001
"69","2007-04-12",34.18
"70","2007-04-13",34.200001
"71","2007-04-16",34.869999
"72","2007-04-17",34.59
"73","2007-04-18",34.599998
"74","2007-04-19",34.330002
"75","2007-04-20",35.080002
"76","2007-04-23",34.509998
"77","2007-04-24",34.830002
"78","2007-04-25",35.419998
"79","2007-04-26",34.759998
"80","2007-04-27",34.779999
"81","2007-04-30",34.169998
"82","2007-05-01",34.459999
"83","2007-05-02",35.310001
"84","2007-05-03",36.849998
"85","2007-05-04",36.630001
"86","2007-05-07",36.470001
"87","2007-05-08",36.560001
"88","2007-05-09",37
"89","2007-05-10",36.259998
"90","2007-05-11",37.099998
"91","2007-05-14",37.380001
"92","2007-05-15",37.799999
"93","2007-05-16",38.490002
"94","2007-05-17",38.310001
"95","2007-05-18",39.389999
"96","2007-05-21",39.200001
"97","2007-05-22",36.740002
"98","2007-05-23",37.07
"99","2007-05-24",35.880001
"100","2007-05-25",36.650002
"101","2007-05-29",36.189999
"102","2007-05-30",36.900002
"103","2007-05-31",36.369999
"104","2007-06-01",36.860001
"105","2007-06-04",36.48
"106","2007-06-05",35.720001
"107","2007-06-06",34.860001
"108","2007-06-07",34.139999
"109","2007-06-08",34.540001
"110","2007-06-11",34.84
"111","2007-06-12",34.529999
"112","2007-06-13",34.73
"113","2007-06-14",35.66
"114","2007-06-15",37.380001
"115","2007-06-18",37.849998
"116","2007-06-19",37.849998
"117","2007-06-20",36.700001
"118","2007-06-21",37.759998
"119","2007-06-22",36.860001
"120","2007-06-25",36.900002
"121","2007-06-26",36.169998
"122","2007-06-27",36.849998
"123","2007-06-28",36.619999
"124","2007-06-29",37.540001
"125","2007-07-02",38.400002
"126","2007-07-03",38.580002
"127","2007-07-05",37.349998
"128","2007-07-06",37.810001
"129","2007-07-09",37.610001
