"","date","GIB"
"89","2007-05-10",9.84
"90","2007-05-11",9.85
"91","2007-05-14",10.01
"92","2007-05-15",10.02
"93","2007-05-16",9.98
"94","2007-05-17",10.02
"95","2007-05-18",10.11
"96","2007-05-21",10.25
"97","2007-05-22",10.41
"98","2007-05-23",10.45
"99","2007-05-24",10.13
"100","2007-05-25",10.18
"101","2007-05-29",10.36
"102","2007-05-30",10.62
"103","2007-05-31",10.81
"104","2007-06-01",10.89
"105","2007-06-04",10.99
"106","2007-06-05",10.78
"107","2007-06-06",10.85
"108","2007-06-07",10.66
"109","2007-06-08",10.87
"110","2007-06-11",10.86
"111","2007-06-12",10.75
"112","2007-06-13",10.79
"113","2007-06-14",10.75
"114","2007-06-15",10.75
"115","2007-06-18",10.79
"116","2007-06-19",10.89
"117","2007-06-20",10.75
"118","2007-06-21",10.76
"119","2007-06-22",10.81
"120","2007-06-25",10.81
"121","2007-06-26",11.03
"122","2007-06-27",11.18
"123","2007-06-28",11.24
"124","2007-06-29",11.22
"125","2007-07-02",11.54
"126","2007-07-03",11.37
"127","2007-07-05",11.27
"128","2007-07-06",11.2
"129","2007-07-09",11.14
"130","2007-07-10",11.14
"131","2007-07-11",11.12
"132","2007-07-12",11.18
"133","2007-07-13",11.2
"134","2007-07-16",11.42
"135","2007-07-17",11.28
"136","2007-07-18",11.39
"137","2007-07-19",11.33
"138","2007-07-20",11.39
"139","2007-07-23",11.23
"140","2007-07-24",10.97
"141","2007-07-25",10.92
"142","2007-07-26",10.82
"143","2007-07-27",10.67
"144","2007-07-30",10.75
"145","2007-07-31",10.33
"146","2007-08-01",10.09
"147","2007-08-02",10.86
"148","2007-08-03",10.55
"149","2007-08-06",10.41
"150","2007-08-07",10.49
"151","2007-08-08",10.03
"152","2007-08-09",9.23
"153","2007-08-10",10
"154","2007-08-13",10.11
"155","2007-08-14",9.92
"156","2007-08-15",9.73
"157","2007-08-16",9.45
"158","2007-08-17",10.03
"159","2007-08-20",10.14
"160","2007-08-21",9.94
"161","2007-08-22",10.17
"162","2007-08-23",10.23
"163","2007-08-24",10.42
"164","2007-08-27",10.38
"165","2007-08-28",10.33
"166","2007-08-29",10.61
"167","2007-08-30",10.48
"168","2007-08-31",11.03
"169","2007-09-04",11.09
"170","2007-09-05",10.91
"171","2007-09-06",10.58
"172","2007-09-07",10.73
"173","2007-09-10",10.89
"174","2007-09-11",10.95
"175","2007-09-12",11.07
"176","2007-09-13",11
"177","2007-09-14",11.02
"178","2007-09-17",10.86
"179","2007-09-18",10.94
"180","2007-09-19",11.19
"181","2007-09-20",11.34
"182","2007-09-21",11.06
"183","2007-09-24",11.14
"184","2007-09-25",11.17
"185","2007-09-26",11.23
"186","2007-09-27",11.71
"187","2007-09-28",11.4
"188","2007-10-01",11.05
"189","2007-10-02",10.78
"190","2007-10-03",10.95
"191","2007-10-04",10.92
"192","2007-10-05",11.13
"193","2007-10-08",10.86
"194","2007-10-09",10.97
"195","2007-10-10",10.79
"196","2007-10-11",10.69
"197","2007-10-12",10.76
"198","2007-10-15",10.51
"199","2007-10-16",10.5
"200","2007-10-17",10.89
"201","2007-10-18",10.96
"202","2007-10-19",11.14
"203","2007-10-22",10.96
"204","2007-10-23",11.04
"205","2007-10-24",11
"206","2007-10-25",11.05
"207","2007-10-26",11.09
"208","2007-10-29",11.23
"209","2007-10-30",11.1
"210","2007-10-31",11.36
"211","2007-11-01",11.01
"212","2007-11-02",11.11
"213","2007-11-05",11.01
"214","2007-11-06",10.79
"215","2007-11-07",10.26
"216","2007-11-08",9.77
"217","2007-11-09",9.82
"218","2007-11-12",9.86
"219","2007-11-13",10.27
"220","2007-11-14",10.82
"221","2007-11-15",10.88
"222","2007-11-16",10.93
"223","2007-11-19",10.87
"224","2007-11-20",10.88
"225","2007-11-21",10.93
"226","2007-11-23",10.94
"227","2007-11-26",10.72
"228","2007-11-27",11.1
"229","2007-11-28",11.44
"230","2007-11-29",11.34
"231","2007-11-30",11.38
"232","2007-12-03",11.19
"233","2007-12-04",10.93
"234","2007-12-05",11.38
"235","2007-12-06",11.55
"236","2007-12-07",11.76
"237","2007-12-10",11.58
"238","2007-12-11",11.47
"239","2007-12-12",11.56
"240","2007-12-13",11.25
"241","2007-12-14",11.39
"242","2007-12-17",11.58
"243","2007-12-18",11.33
"244","2007-12-19",11.46
"245","2007-12-20",11.35
"246","2007-12-21",11.68
"247","2007-12-24",11.31
"248","2007-12-26",11.67
"249","2007-12-27",11.67
"250","2007-12-28",11.66
"251","2007-12-31",11.64
"252","2008-01-02",11.06
"253","2008-01-03",11.19
"254","2008-01-04",11.02
"255","2008-01-07",10.69
"256","2008-01-08",10.55
"257","2008-01-09",10.82
"258","2008-01-10",10.65
"259","2008-01-11",10.31
"260","2008-01-14",10.17
"261","2008-01-15",10.23
"262","2008-01-16",10
"263","2008-01-17",9.5
"264","2008-01-18",9.41
"265","2008-01-22",9.37
"266","2008-01-23",9.8
"267","2008-01-24",9.86
"268","2008-01-25",9.61
"269","2008-01-28",9.65
"270","2008-01-29",9.74
"271","2008-01-30",10.02
"272","2008-01-31",10.1
"273","2008-02-01",10.49
"274","2008-02-04",10.37
"275","2008-02-05",10.19
"276","2008-02-06",10.23
"277","2008-02-07",10.4
"278","2008-02-08",10.27
"279","2008-02-11",10.34
"280","2008-02-12",10.69
"281","2008-02-13",11.07
"282","2008-02-14",10.82
"283","2008-02-15",10.85
"284","2008-02-19",10.55
"285","2008-02-20",10.57
"286","2008-02-21",10.88
"287","2008-02-22",10.84
"288","2008-02-25",10.96
"289","2008-02-26",11.08
"290","2008-02-27",11.08
"291","2008-02-28",11.21
"292","2008-02-29",11.08
"293","2008-03-03",10.98
"294","2008-03-04",10.82
"295","2008-03-05",11.02
"296","2008-03-06",10.99
"297","2008-03-07",10.7
"298","2008-03-10",10.72
"299","2008-03-11",10.67
"300","2008-03-12",10.75
"301","2008-03-13",10.87
"302","2008-03-14",10.73
"303","2008-03-17",10.35
"304","2008-03-18",10.73
"305","2008-03-19",10.17
"306","2008-03-20",10.12
"307","2008-03-24",10.52
"308","2008-03-25",10.78
"309","2008-03-26",10.59
"310","2008-03-27",10.7
"311","2008-03-28",10.6
"312","2008-03-31",10.6
"313","2008-04-01",10.95
"314","2008-04-02",11.16
"315","2008-04-03",11.32
"316","2008-04-04",11.29
"317","2008-04-07",11.21
"318","2008-04-08",11.19
"319","2008-04-09",11.4
"320","2008-04-10",11.46
"321","2008-04-11",11.24
"322","2008-04-14",11.15
"323","2008-04-15",11.15
"324","2008-04-16",11.5
"325","2008-04-17",11.65
"326","2008-04-18",11.92
"327","2008-04-21",11.89
"328","2008-04-22",11.64
"329","2008-04-23",11.44
"330","2008-04-24",11.37
"331","2008-04-25",11.53
"332","2008-04-28",11.44
"333","2008-04-29",11.5
"334","2008-04-30",11.55
"335","2008-05-01",11.48
"336","2008-05-02",11.52
"337","2008-05-05",11.43
"338","2008-05-06",11.56
"339","2008-05-07",10.99
"340","2008-05-08",10.81
"341","2008-05-09",10.85
"342","2008-05-12",11.06
"343","2008-05-13",10.97
"344","2008-05-14",11.18
"345","2008-05-15",11.08
"346","2008-05-16",11.02
"347","2008-05-19",10.93
"348","2008-05-20",10.68
"349","2008-05-21",10.36
"350","2008-05-22",10.55
"351","2008-05-23",10.71
"352","2008-05-27",10.61
"353","2008-05-28",10.73
"354","2008-05-29",10.96
"355","2008-05-30",10.86
"356","2008-06-02",10.38
"357","2008-06-03",10.59
"358","2008-06-04",10.57
"359","2008-06-05",10.9
"360","2008-06-06",10.63
"361","2008-06-09",10.48
"362","2008-06-10",10.63
"363","2008-06-11",10.51
"364","2008-06-12",10.58
"365","2008-06-13",10.6
"366","2008-06-16",10.85
"367","2008-06-17",10.6
"368","2008-06-18",10.41
"369","2008-06-19",10.41
"370","2008-06-20",10.1
"371","2008-06-23",10.19
"372","2008-06-24",10.1
"373","2008-06-25",10.02
"374","2008-06-26",10.06
"375","2008-06-27",9.65
"376","2008-06-30",9.97
"377","2008-07-01",10
"378","2008-07-02",9.97
"379","2008-07-03",9.78
"380","2008-07-07",9.77
"381","2008-07-08",10.14
"382","2008-07-09",10.1
"383","2008-07-10",9.89
"384","2008-07-11",9.75
"385","2008-07-14",9.57
"386","2008-07-15",9.03
"387","2008-07-16",10.05
"388","2008-07-17",9.97
"389","2008-07-18",10.15
"390","2008-07-21",10.03
"391","2008-07-22",10.01
"392","2008-07-23",10.4
"393","2008-07-24",10.32
"394","2008-07-25",10.33
"395","2008-07-28",10.22
"396","2008-07-29",10.83
"397","2008-07-30",10.94
"398","2008-07-31",10.7
"399","2008-08-01",10.59
"400","2008-08-04",10.6
"401","2008-08-05",10.67
"402","2008-08-06",10.67
"403","2008-08-07",10.67
"404","2008-08-08",10.78
"405","2008-08-11",10.66
"406","2008-08-12",10.71
"407","2008-08-13",10.94
"408","2008-08-14",10.78
"409","2008-08-15",10.87
"410","2008-08-18",10.52
"411","2008-08-19",10.54
"412","2008-08-20",10.55
"413","2008-08-21",10.64
"414","2008-08-22",10.63
"415","2008-08-25",10.41
"416","2008-08-26",10.32
"417","2008-08-27",10.55
"418","2008-08-28",10.81
"419","2008-08-29",10.7
"420","2008-09-02",10.14
"421","2008-09-03",10.35
"422","2008-09-04",10.08
"423","2008-09-05",10.19
"424","2008-09-08",10.12
"425","2008-09-09",9.92
"426","2008-09-10",10.16
"427","2008-09-11",10.17
"428","2008-09-12",10.09
"429","2008-09-15",9.49
"430","2008-09-16",9.62
"431","2008-09-17",9.47
"432","2008-09-18",9.51
"433","2008-09-19",9.61
"434","2008-09-22",9.51
"435","2008-09-23",9.49
"436","2008-09-24",9.84
"437","2008-09-25",9.99
"438","2008-09-26",9.51
"439","2008-09-29",8.9
"440","2008-09-30",8.84
"441","2008-10-01",8.94
"442","2008-10-02",8.63
"443","2008-10-03",8.9
"444","2008-10-06",8.93
"445","2008-10-07",8.35
"446","2008-10-08",8.22
"447","2008-10-09",7.96
"448","2008-10-10",7.6
"449","2008-10-13",8.14
"450","2008-10-14",8.15
"451","2008-10-15",7.71
"452","2008-10-16",7.85
"453","2008-10-17",7.82
"454","2008-10-20",7.8
"455","2008-10-21",7.41
"456","2008-10-22",7.38
"457","2008-10-23",7.15
"458","2008-10-24",7.01
"459","2008-10-27",6.7
"460","2008-10-28",7.19
"461","2008-10-29",7.23
"462","2008-10-30",7.43
"463","2008-10-31",8
"464","2008-11-03",8.31
"465","2008-11-04",8.65
"466","2008-11-05",8.04
"467","2008-11-06",7.85
"468","2008-11-07",8
"469","2008-11-10",7.95
"470","2008-11-11",7.49
"471","2008-11-12",7.18
"472","2008-11-13",7.84
"473","2008-11-14",7.32
"474","2008-11-17",7.26
"475","2008-11-18",7.29
"476","2008-11-19",7.32
"477","2008-11-20",6.88
"478","2008-11-21",7.17
"479","2008-11-24",7.6
"480","2008-11-25",7.33
"481","2008-11-26",7.37
"482","2008-11-28",7.47
"483","2008-12-01",7.28
"484","2008-12-02",7.15
"485","2008-12-03",7.04
"486","2008-12-04",6.83
"487","2008-12-05",7.54
"488","2008-12-08",7.5
"489","2008-12-09",7.56
"490","2008-12-10",7.46
"491","2008-12-11",7.24
"492","2008-12-12",7.11
"493","2008-12-15",7.32
"494","2008-12-16",7.5
"495","2008-12-17",7.5
"496","2008-12-18",7.53
"497","2008-12-19",7.57
"498","2008-12-22",7.18
"499","2008-12-23",7.35
"500","2008-12-24",7.4
"501","2008-12-26",7.23
"502","2008-12-29",7.67
"503","2008-12-30",7.63
"504","2008-12-31",7.8
"505","2009-01-02",7.94
"506","2009-01-05",8.26
"507","2009-01-06",8.49
"508","2009-01-07",8.17
"509","2009-01-08",7.96
"510","2009-01-09",8.07
"511","2009-01-12",7.98
"512","2009-01-13",7.91
"513","2009-01-14",7.79
"514","2009-01-15",7.67
"515","2009-01-16",7.69
"516","2009-01-20",7.08
"517","2009-01-21",7.48
"518","2009-01-22",7.47
"519","2009-01-23",7.49
"520","2009-01-26",7.78
"521","2009-01-27",8.17
"522","2009-01-28",8.11
"523","2009-01-29",8.19
"524","2009-01-30",8.06
"525","2009-02-02",8.02
"526","2009-02-03",7.99
"527","2009-02-04",7.86
"528","2009-02-05",8.13
"529","2009-02-06",8.39
"530","2009-02-09",8.31
"531","2009-02-10",8.1
"532","2009-02-11",8.05
"533","2009-02-12",7.99
"534","2009-02-13",7.93
"535","2009-02-17",7.66
"536","2009-02-18",7.8
"537","2009-02-19",7.66
"538","2009-02-20",7.35
"539","2009-02-23",7.25
"540","2009-02-24",7.3
"541","2009-02-25",7.43
"542","2009-02-26",7.55
"543","2009-02-27",7.25
"544","2009-03-02",7.19
"545","2009-03-03",7.12
"546","2009-03-04",7.26
"547","2009-03-05",7.07
"548","2009-03-06",7.05
"549","2009-03-09",6.8
"550","2009-03-10",7.02
"551","2009-03-11",7.16
"552","2009-03-12",7.27
"553","2009-03-13",7.24
"554","2009-03-16",7.15
"555","2009-03-17",7.32
"556","2009-03-18",7.76
"557","2009-03-19",7.78
"558","2009-03-20",7.4
"559","2009-03-23",7.89
"560","2009-03-24",7.82
"561","2009-03-25",8.21
"562","2009-03-26",8.49
"563","2009-03-27",7.97
"564","2009-03-30",7.76
"565","2009-03-31",8
"566","2009-04-01",8.2
"567","2009-04-02",8.32
"568","2009-04-03",8.49
"569","2009-04-06",8.51
"570","2009-04-07",8.11
"571","2009-04-08",8.35
"572","2009-04-09",8.49
"573","2009-04-13",8.33
"574","2009-04-14",8.43
"575","2009-04-15",8.45
"576","2009-04-16",8.6
"577","2009-04-17",8.71
"578","2009-04-20",8.43
"579","2009-04-21",8.67
"580","2009-04-22",8.92
"581","2009-04-23",8.88
"582","2009-04-24",8.9
"583","2009-04-27",8.89
"584","2009-04-28",8.88
"585","2009-04-29",8.93
"586","2009-04-30",8.89
"587","2009-05-01",9.05
"588","2009-05-04",9.36
"589","2009-05-05",9.41
"590","2009-05-06",9.06
"591","2009-05-07",8.77
"592","2009-05-08",9.03
"593","2009-05-11",8.76
"594","2009-05-12",8.76
"595","2009-05-13",8.56
"596","2009-05-14",8.75
"597","2009-05-15",8.74
"598","2009-05-18",8.96
"599","2009-05-19",8.92
"600","2009-05-20",8.99
"601","2009-05-21",8.94
"602","2009-05-22",9.01
"603","2009-05-26",9.24
"604","2009-05-27",9.11
"605","2009-05-28",9.18
"606","2009-05-29",9.33
"607","2009-06-01",9.38
"608","2009-06-02",9.45
"609","2009-06-03",9.15
"610","2009-06-04",9.29
"611","2009-06-05",9.15
"612","2009-06-08",9.16
"613","2009-06-09",9.23
"614","2009-06-10",9.19
"615","2009-06-11",9.32
"616","2009-06-12",9.37
"617","2009-06-15",9.19
"618","2009-06-16",9.2
"619","2009-06-17",9.17
"620","2009-06-18",9.39
"621","2009-06-19",9.25
"622","2009-06-22",8.82
"623","2009-06-23",8.9
"624","2009-06-24",8.93
"625","2009-06-25",8.83
"626","2009-06-26",8.9
"627","2009-06-29",8.85
"628","2009-06-30",8.87
"629","2009-07-01",8.96
"630","2009-07-02",8.83
"631","2009-07-06",8.9
"632","2009-07-07",8.74
"633","2009-07-08",8.44
"634","2009-07-09",8.41
"635","2009-07-10",8.56
"636","2009-07-13",8.58
"637","2009-07-14",8.73
"638","2009-07-15",8.86
"639","2009-07-16",8.86
"640","2009-07-17",8.91
"641","2009-07-20",9.14
"642","2009-07-21",9
"643","2009-07-22",9.09
"644","2009-07-23",9.21
"645","2009-07-24",9.5
"646","2009-07-27",9.47
"647","2009-07-28",9.4
"648","2009-07-29",9.74
"649","2009-07-30",9.83
"650","2009-07-31",10.19
"651","2009-08-03",10.4
"652","2009-08-04",10.24
"653","2009-08-05",10.09
"654","2009-08-06",10.01
"655","2009-08-07",10.31
"656","2009-08-10",10.21
"657","2009-08-11",10
"658","2009-08-12",10.15
"659","2009-08-13",10.21
"660","2009-08-14",10.07
"661","2009-08-17",9.91
"662","2009-08-18",10.11
"663","2009-08-19",10.15
"664","2009-08-20",10.15
"665","2009-08-21",10.24
"666","2009-08-24",10.3
"667","2009-08-25",10.33
"668","2009-08-26",10.21
"669","2009-08-27",10.57
"670","2009-08-28",10.36
"671","2009-08-31",10.33
"672","2009-09-01",10.31
"673","2009-09-02",10.19
"674","2009-09-03",10.27
"675","2009-09-04",10.5
"676","2009-09-08",10.66
"677","2009-09-09",10.56
"678","2009-09-10",10.55
"679","2009-09-11",10.57
"680","2009-09-14",10.53
"681","2009-09-15",10.97
"682","2009-09-16",11.01
"683","2009-09-17",11.1
"684","2009-09-18",11.18
"685","2009-09-21",11.41
"686","2009-09-22",11.48
"687","2009-09-23",12.15
"688","2009-09-24",11.57
"689","2009-09-25",11.68
"690","2009-09-28",11.75
"691","2009-09-29",11.9
"692","2009-09-30",11.69
"693","2009-10-01",11.36
"694","2009-10-02",11.79
"695","2009-10-05",12.1
"696","2009-10-06",12.3
"697","2009-10-07",12.63
"698","2009-10-08",12.95
"699","2009-10-09",12.98
"700","2009-10-12",12.99
"701","2009-10-13",12.82
"702","2009-10-14",13.46
"703","2009-10-15",13.14
"704","2009-10-16",13.14
"705","2009-10-19",12.99
"706","2009-10-20",12.75
"707","2009-10-21",12.6
"708","2009-10-22",12.63
"709","2009-10-23",12.67
"710","2009-10-26",12.49
"711","2009-10-27",12.44
"712","2009-10-28",12.06
"713","2009-10-29",12.25
"714","2009-10-30",12.21
"715","2009-11-02",12.05
"716","2009-11-03",12.19
"717","2009-11-04",12.01
"718","2009-11-05",11.99
"719","2009-11-06",12.22
"720","2009-11-09",12.24
"721","2009-11-10",12.46
"722","2009-11-11",12.3
"723","2009-11-12",12.44
"724","2009-11-13",12.59
"725","2009-11-16",12.58
"726","2009-11-17",12.44
"727","2009-11-18",12.15
"728","2009-11-19",12.14
"729","2009-11-20",12.01
"730","2009-11-23",12.4
"731","2009-11-24",12.67
"732","2009-11-25",12.84
"733","2009-11-27",12.4
"734","2009-11-30",12.43
"735","2009-12-01",12.48
"736","2009-12-02",12.53
"737","2009-12-03",12.39
"738","2009-12-04",12.59
"739","2009-12-07",12.62
"740","2009-12-08",12.54
"741","2009-12-09",12.69
"742","2009-12-10",12.82
"743","2009-12-11",12.49
"744","2009-12-14",12.64
"745","2009-12-15",13.16
"746","2009-12-16",13.83
"747","2009-12-17",13.28
"748","2009-12-18",13.32
"749","2009-12-21",13.41
"750","2009-12-22",13.3
"751","2009-12-23",13.45
"752","2009-12-24",13.53
"753","2009-12-28",13.54
"754","2009-12-29",13.63
"755","2009-12-30",13.45
"756","2009-12-31",13.56
"757","2010-01-04",13.51
"758","2010-01-05",13.51
"759","2010-01-06",14.16
"760","2010-01-07",14.1
"761","2010-01-08",13.95
"762","2010-01-11",14.26
"763","2010-01-12",14.06
"764","2010-01-13",14.14
"765","2010-01-14",14.26
"766","2010-01-15",14.09
"767","2010-01-19",14.11
"768","2010-01-20",13.84
"769","2010-01-21",13.76
"770","2010-01-22",13.95
"771","2010-01-25",14.08
"772","2010-01-26",13.88
"773","2010-01-27",13.89
"774","2010-01-28",13.62
"775","2010-01-29",13.14
"776","2010-02-01",13.41
"777","2010-02-02",13.87
"778","2010-02-03",13.82
"779","2010-02-04",13.53
"780","2010-02-05",13.54
"781","2010-02-08",13.34
"782","2010-02-09",13.59
"783","2010-02-10",13.67
"784","2010-02-11",13.93
"785","2010-02-12",13.88
"786","2010-02-16",13.89
"787","2010-02-17",13.73
"788","2010-02-18",14.12
"789","2010-02-19",14.52
"790","2010-02-22",14.51
"791","2010-02-23",14.12
"792","2010-02-24",14.15
"793","2010-02-25",14.32
"794","2010-02-26",14.02
"795","2010-03-01",14.55
"796","2010-03-02",15
"797","2010-03-03",14.8
"798","2010-03-04",14.96
"799","2010-03-05",14.76
"800","2010-03-08",14.64
"801","2010-03-09",14.88
"802","2010-03-10",14.72
"803","2010-03-11",14.64
"804","2010-03-12",14.83
"805","2010-03-15",14.7
"806","2010-03-16",14.83
"807","2010-03-17",14.89
"808","2010-03-18",15.1
"809","2010-03-19",14.73
"810","2010-03-22",14.9
"811","2010-03-23",14.94
"812","2010-03-24",15.02
"813","2010-03-25",15.29
"814","2010-03-26",14.89
"815","2010-03-29",14.88
"816","2010-03-30",14.91
"817","2010-03-31",14.91
"818","2010-04-01",15.39
"819","2010-04-05",15.48
"820","2010-04-06",15.5
"821","2010-04-07",15.36
"822","2010-04-08",14.88
"823","2010-04-09",14.95
"824","2010-04-12",14.99
"825","2010-04-13",14.86
"826","2010-04-14",14.91
"827","2010-04-15",14.9
"828","2010-04-16",14.91
"829","2010-04-19",14.98
"830","2010-04-20",15.3
"831","2010-04-21",15.37
"832","2010-04-22",15.52
"833","2010-04-23",15.24
"834","2010-04-26",15.2
"835","2010-04-27",14.7
"836","2010-04-28",14.71
"837","2010-04-29",14.99
"838","2010-04-30",14.77
"839","2010-05-03",14.76
"840","2010-05-04",14.69
"841","2010-05-05",14.73
"842","2010-05-06",14.44
"843","2010-05-07",14.3
"844","2010-05-10",15.38
"845","2010-05-11",15.4
"846","2010-05-12",16.1
"847","2010-05-13",16.16
"848","2010-05-14",15.92
"849","2010-05-17",15.62
"850","2010-05-18",15.63
"851","2010-05-19",15.48
"852","2010-05-20",15.06
"853","2010-05-21",15.37
"854","2010-05-24",15.36
"855","2010-05-25",15.13
"856","2010-05-26",15.02
"857","2010-05-27",15.73
"858","2010-05-28",15.64
"859","2010-06-01",15.64
"860","2010-06-02",15.48
"861","2010-06-03",15.73
"862","2010-06-04",15.18
"863","2010-06-07",15.28
"864","2010-06-08",15.6
"865","2010-06-09",15.51
"866","2010-06-10",15.91
"867","2010-06-11",15.85
"868","2010-06-14",15.86
"869","2010-06-15",16.23
"870","2010-06-16",16.25
"871","2010-06-17",16.040001
"872","2010-06-18",15.99
"873","2010-06-21",15.91
"874","2010-06-22",15.58
"875","2010-06-23",15.46
"876","2010-06-24",15.18
"877","2010-06-25",15.56
"878","2010-06-28",15.6
"879","2010-06-29",14.98
"880","2010-06-30",14.93
"881","2010-07-01",14.63
"882","2010-07-02",14.88
"883","2010-07-06",14.96
"884","2010-07-07",15.16
"885","2010-07-08",15.35
"886","2010-07-09",15.46
"887","2010-07-12",15.52
"888","2010-07-13",15.75
"889","2010-07-14",15.85
"890","2010-07-15",15.73
"891","2010-07-16",15.39
"892","2010-07-19",15.49
"893","2010-07-20",15.48
"894","2010-07-21",15.25
"895","2010-07-22",16.01
"896","2010-07-23",16.07
"897","2010-07-26",15.75
"898","2010-07-27",14.91
"899","2010-07-28",14.29
"900","2010-07-29",14.24
"901","2010-07-30",14.27
"902","2010-08-02",14.54
"903","2010-08-03",14.69
"904","2010-08-04",14.4
"905","2010-08-05",14.49
"906","2010-08-06",14.25
"907","2010-08-09",14.41
"908","2010-08-10",14.27
"909","2010-08-11",14.01
"910","2010-08-12",14.11
"911","2010-08-13",14.09
"912","2010-08-16",14.14
"913","2010-08-17",14.13
"914","2010-08-18",14.26
"915","2010-08-19",14.09
"916","2010-08-20",14.05
"917","2010-08-23",14.08
"918","2010-08-24",13.71
"919","2010-08-25",13.74
"920","2010-08-26",13.82
"921","2010-08-27",14.23
"922","2010-08-30",14.02
"923","2010-08-31",13.84
"924","2010-09-01",13.88
"925","2010-09-02",14.27
"926","2010-09-03",14.51
"927","2010-09-07",14.15
"928","2010-09-08",14.15
"929","2010-09-09",14.24
"930","2010-09-10",14.29
"931","2010-09-13",14.28
"932","2010-09-14",14.13
"933","2010-09-15",14.08
"934","2010-09-16",14.26
"935","2010-09-17",14.2
"936","2010-09-20",14.42
"937","2010-09-21",14.42
"938","2010-09-22",14.26
"939","2010-09-23",14.09
"940","2010-09-24",14.17
"941","2010-09-27",14.5
"942","2010-09-28",14.8
"943","2010-09-29",15.08
"944","2010-09-30",15.03
"945","2010-10-01",15.21
"946","2010-10-04",15.66
"947","2010-10-05",15.96
"948","2010-10-06",15.73
"949","2010-10-07",15.59
"950","2010-10-08",15.84
"951","2010-10-11",15.86
"952","2010-10-12",15.85
"953","2010-10-13",16.209999
"954","2010-10-14",15.93
"955","2010-10-15",15.89
"956","2010-10-18",15.8
"957","2010-10-19",15.37
"958","2010-10-20",15.65
"959","2010-10-21",15.59
"960","2010-10-22",15.57
"961","2010-10-25",15.6
"962","2010-10-26",15.25
"963","2010-10-27",15.05
"964","2010-10-28",15.19
"965","2010-10-29",15.41
"966","2010-11-01",15.62
"967","2010-11-02",15.61
"968","2010-11-03",15.36
"969","2010-11-04",15.46
"970","2010-11-05",15.41
"971","2010-11-08",15.42
"972","2010-11-09",16.93
"973","2010-11-10",16.93
"974","2010-11-11",16.860001
"975","2010-11-12",16.52
"976","2010-11-15",16.73
"977","2010-11-16",16.25
"978","2010-11-17",16.09
"979","2010-11-18",16.049999
"980","2010-11-19",16.110001
"981","2010-11-22",16.08
"982","2010-11-23",15.93
"983","2010-11-24",16.01
"984","2010-11-26",15.89
"985","2010-11-29",15.85
"986","2010-11-30",15.68
"987","2010-12-01",15.98
"988","2010-12-02",16.23
"989","2010-12-03",16.120001
"990","2010-12-06",16.52
"991","2010-12-07",16.48
"992","2010-12-08",16.389999
"993","2010-12-09",16.16
"994","2010-12-10",16.26
"995","2010-12-13",16.5
"996","2010-12-14",16.49
"997","2010-12-15",16.559999
"998","2010-12-16",16.610001
"999","2010-12-17",16.379999
