"","date","NLOK"
"1","2007-01-03",21.34
"2","2007-01-04",21.66
"3","2007-01-05",21.34
"4","2007-01-08",21.379999
"5","2007-01-09",21.57
"6","2007-01-10",21.459999
"7","2007-01-11",21.33
"8","2007-01-12",20.48
"9","2007-01-16",17.790001
"10","2007-01-17",17.85
"11","2007-01-18",17.75
"12","2007-01-19",17.540001
"13","2007-01-22",17.5
"14","2007-01-23",17.41
"15","2007-01-24",17.48
"16","2007-01-25",17.969999
"17","2007-01-26",17.77
"18","2007-01-29",17.52
"19","2007-01-30",17.620001
"20","2007-01-31",17.709999
"21","2007-02-01",17.92
"22","2007-02-02",18.059999
"23","2007-02-05",17.780001
"24","2007-02-06",17.620001
"25","2007-02-07",18.1
"26","2007-02-08",18
"27","2007-02-09",17.870001
"28","2007-02-12",17.82
"29","2007-02-13",17.91
"30","2007-02-14",18.33
"31","2007-02-15",18.24
"32","2007-02-16",17.950001
"33","2007-02-20",17.85
"34","2007-02-21",17.469999
"35","2007-02-22",17.530001
"36","2007-02-23",17.360001
"37","2007-02-26",17.209999
"38","2007-02-27",16.74
"39","2007-02-28",17.1
"40","2007-03-01",16.959999
"41","2007-03-02",16.9
"42","2007-03-05",16.690001
"43","2007-03-06",16.84
"44","2007-03-07",16.65
"45","2007-03-08",16.57
"46","2007-03-09",16.84
"47","2007-03-12",17.01
"48","2007-03-13",16.41
"49","2007-03-14",16.549999
"50","2007-03-15",16.620001
"51","2007-03-16",16.9
"52","2007-03-19",16.84
"53","2007-03-20",16.959999
"54","2007-03-21",17.07
"55","2007-03-22",17.17
"56","2007-03-23",17.540001
"57","2007-03-26",17.610001
"58","2007-03-27",17.85
"59","2007-03-28",17.450001
"60","2007-03-29",17.450001
"61","2007-03-30",17.299999
"62","2007-04-02",17.040001
"63","2007-04-03",16.99
"64","2007-04-04",16.85
"65","2007-04-05",16.92
"66","2007-04-09",16.950001
"67","2007-04-10",17.1
"68","2007-04-11",17.059999
"69","2007-04-12",17.370001
"70","2007-04-13",17.4
"71","2007-04-16",17.530001
"72","2007-04-17",17.5
"73","2007-04-18",17.389999
"74","2007-04-19",17.26
"75","2007-04-20",17.629999
"76","2007-04-23",17.76
"77","2007-04-24",17.469999
"78","2007-04-25",17.610001
"79","2007-04-26",17.709999
"80","2007-04-27",17.709999
"81","2007-04-30",17.6
"82","2007-05-01",17.83
"83","2007-05-02",18.17
"84","2007-05-03",19.049999
"85","2007-05-04",19.4
"86","2007-05-07",19.51
"87","2007-05-08",19.73
"88","2007-05-09",19.77
"89","2007-05-10",19.48
"90","2007-05-11",19.65
"91","2007-05-14",19.65
"92","2007-05-15",19.52
"93","2007-05-16",19.879999
"94","2007-05-17",19.889999
"95","2007-05-18",19.860001
"96","2007-05-21",19.790001
"97","2007-05-22",19.629999
"98","2007-05-23",19.6
"99","2007-05-24",19.27
"100","2007-05-25",19.790001
"101","2007-05-29",19.629999
"102","2007-05-30",19.77
"103","2007-05-31",19.99
"104","2007-06-01",19.969999
"105","2007-06-04",20.16
"106","2007-06-05",20.02
"107","2007-06-06",19.98
"108","2007-06-07",19.549999
"109","2007-06-08",19.700001
"110","2007-06-11",19.610001
"111","2007-06-12",19.620001
"112","2007-06-13",20.01
"113","2007-06-14",19.469999
"114","2007-06-15",19.700001
"115","2007-06-18",20.17
"116","2007-06-19",19.870001
"117","2007-06-20",19.440001
"118","2007-06-21",20.059999
"119","2007-06-22",19.91
"120","2007-06-25",19.709999
"121","2007-06-26",19.9
"122","2007-06-27",20.51
"123","2007-06-28",20.43
"124","2007-06-29",20.200001
"125","2007-07-02",19.940001
"126","2007-07-03",19.879999
"127","2007-07-05",19.879999
"128","2007-07-06",19.83
"129","2007-07-09",19.620001
"130","2007-07-10",18.870001
"131","2007-07-11",19.530001
"132","2007-07-12",19.83
"133","2007-07-13",19.799999
"134","2007-07-16",19.74
"135","2007-07-17",19.66
"136","2007-07-18",19.5
"137","2007-07-19",19.780001
"138","2007-07-20",19.76
"139","2007-07-23",19.799999
"140","2007-07-24",19.540001
"141","2007-07-25",19.959999
"142","2007-07-26",20.15
"143","2007-07-27",19.440001
"144","2007-07-30",19.309999
"145","2007-07-31",19.200001
"146","2007-08-01",19.040001
"147","2007-08-02",18.959999
"148","2007-08-03",18.549999
"149","2007-08-06",18.42
"150","2007-08-07",18.120001
"151","2007-08-08",17.969999
"152","2007-08-09",17.49
"153","2007-08-10",17.870001
"154","2007-08-13",17.879999
"155","2007-08-14",17.809999
"156","2007-08-15",17.870001
"157","2007-08-16",17.870001
"158","2007-08-17",18.1
"159","2007-08-20",18.26
"160","2007-08-21",18.549999
"161","2007-08-22",18.700001
"162","2007-08-23",18.68
"163","2007-08-24",18.91
"164","2007-08-27",18.719999
"165","2007-08-28",18.26
"166","2007-08-29",18.66
"167","2007-08-30",18.66
"168","2007-08-31",18.809999
"169","2007-09-04",19.1
"170","2007-09-05",18.799999
"171","2007-09-06",18.91
"172","2007-09-07",18.799999
"173","2007-09-10",18.74
"174","2007-09-11",19.4
"175","2007-09-12",19.84
"176","2007-09-13",19.74
"177","2007-09-14",19.51
"178","2007-09-17",19.42
"179","2007-09-18",19.66
"180","2007-09-19",19.58
"181","2007-09-20",19.24
"182","2007-09-21",19.280001
"183","2007-09-24",19.01
"184","2007-09-25",19.299999
"185","2007-09-26",19.42
"186","2007-09-27",19.219999
"187","2007-09-28",19.379999
"188","2007-10-01",19.889999
"189","2007-10-02",20.389999
"190","2007-10-03",20.15
"191","2007-10-04",20.35
"192","2007-10-05",20.389999
"193","2007-10-08",21
"194","2007-10-09",21.16
"195","2007-10-10",21
"196","2007-10-11",20.879999
"197","2007-10-12",21.129999
"198","2007-10-15",20.59
"199","2007-10-16",20.700001
"200","2007-10-17",20.58
"201","2007-10-18",20.469999
"202","2007-10-19",19.99
"203","2007-10-22",20.360001
"204","2007-10-23",20.959999
"205","2007-10-24",21.02
"206","2007-10-25",18.5
"207","2007-10-26",18.370001
"208","2007-10-29",18.74
"209","2007-10-30",18.49
"210","2007-10-31",18.780001
"211","2007-11-01",18.49
"212","2007-11-02",18.51
"213","2007-11-05",18.360001
"214","2007-11-06",17.5
"215","2007-11-07",17.290001
"216","2007-11-08",17.27
"217","2007-11-09",16.9
"218","2007-11-12",17.120001
"219","2007-11-13",17.530001
"220","2007-11-14",17.219999
"221","2007-11-15",17.459999
"222","2007-11-16",17.68
"223","2007-11-19",17.41
"224","2007-11-20",17.290001
"225","2007-11-21",17.52
"226","2007-11-23",17.549999
"227","2007-11-26",17.16
"228","2007-11-27",17.68
"229","2007-11-28",18.219999
"230","2007-11-29",18.1
"231","2007-11-30",17.799999
"232","2007-12-03",17.52
"233","2007-12-04",17.84
"234","2007-12-05",17.9
"235","2007-12-06",18.01
"236","2007-12-07",17.709999
"237","2007-12-10",17.690001
"238","2007-12-11",17.120001
"239","2007-12-12",17.41
"240","2007-12-13",16.959999
"241","2007-12-14",16.940001
"242","2007-12-17",16.51
"243","2007-12-18",16.459999
"244","2007-12-19",16.129999
"245","2007-12-20",16.280001
"246","2007-12-21",16.85
"247","2007-12-24",16.639999
"248","2007-12-26",16.709999
"249","2007-12-27",16.379999
"250","2007-12-28",16.26
"251","2007-12-31",16.139999
"252","2008-01-02",16.059999
"253","2008-01-03",16.09
"254","2008-01-04",15.72
"255","2008-01-07",15.44
"256","2008-01-08",15.67
"257","2008-01-09",15.59
"258","2008-01-10",15.57
"259","2008-01-11",15.27
"260","2008-01-14",15.67
"261","2008-01-15",15.4
"262","2008-01-16",15.99
"263","2008-01-17",15.27
"264","2008-01-18",15.18
"265","2008-01-22",15.02
"266","2008-01-23",15.26
"267","2008-01-24",16.93
"268","2008-01-25",16.379999
"269","2008-01-28",16.860001
"270","2008-01-29",16.870001
"271","2008-01-30",17.049999
"272","2008-01-31",17.93
"273","2008-02-01",18.66
"274","2008-02-04",18.51
"275","2008-02-05",17.85
"276","2008-02-06",17.780001
"277","2008-02-07",18.08
"278","2008-02-08",17.9
"279","2008-02-11",17.719999
"280","2008-02-12",17.76
"281","2008-02-13",18.129999
"282","2008-02-14",17.48
"283","2008-02-15",17.540001
"284","2008-02-19",17.33
"285","2008-02-20",17.879999
"286","2008-02-21",17.440001
"287","2008-02-22",17.48
"288","2008-02-25",17.860001
"289","2008-02-26",17.57
"290","2008-02-27",17.5
"291","2008-02-28",17.290001
"292","2008-02-29",16.84
"293","2008-03-03",16.85
"294","2008-03-04",17.120001
"295","2008-03-05",17.02
"296","2008-03-06",17.049999
"297","2008-03-07",16.940001
"298","2008-03-10",16.76
"299","2008-03-11",17.23
"300","2008-03-12",17.200001
"301","2008-03-13",17.26
"302","2008-03-14",16.459999
"303","2008-03-17",16.5
"304","2008-03-18",16.870001
"305","2008-03-19",16.49
"306","2008-03-20",17.09
"307","2008-03-24",17.139999
