"","date","DEN"
"1","2007-01-03",22.134501
"2","2007-01-04",22.5823
"3","2007-01-05",22.354601
"4","2007-01-08",22.488899
"5","2007-01-09",23.163799
"6","2007-01-10",23.0735
"7","2007-01-11",22.7854
"8","2007-01-12",23.070101
"9","2007-01-16",23.1688
"10","2007-01-17",23.1436
"11","2007-01-18",23.691601
"12","2007-01-19",23.339701
"13","2007-01-22",23.4445
"14","2007-01-23",22.9188
"15","2007-01-24",23.0702
"16","2007-01-25",22.887501
"17","2007-01-26",23.083401
"18","2007-01-29",23.226601
"19","2007-01-30",22.8608
"20","2007-01-31",22.8946
"21","2007-02-01",22.9757
"22","2007-02-02",23.0993
"23","2007-02-05",22.920401
"24","2007-02-06",23.099701
"25","2007-02-07",22.5945
"26","2007-02-08",22.0641
"27","2007-02-09",22.3613
"28","2007-02-12",22.2472
"29","2007-02-13",22.3092
"30","2007-02-14",22.407101
"31","2007-02-15",22.5215
"32","2007-02-16",22.5231
"33","2007-02-20",22.421
"34","2007-02-21",21.837601
"35","2007-02-22",21.840799
"36","2007-02-23",21.710199
"37","2007-02-26",21.7047
"38","2007-02-27",21.5655
"39","2007-02-28",21.069799
"40","2007-03-01",21.156601
"41","2007-03-02",20.971399
"42","2007-03-05",21.115999
"43","2007-03-06",20.8465
"44","2007-03-07",20.1698
"45","2007-03-08",20.8248
"46","2007-03-09",20.200399
"47","2007-03-12",20.320499
"48","2007-03-13",20.3015
"49","2007-03-14",19.274799
"50","2007-03-15",20.1999
"51","2007-03-16",20.399799
"52","2007-03-19",21.0347
"53","2007-03-20",20.806601
"54","2007-03-21",20.8246
"55","2007-03-22",21.4203
"56","2007-03-23",21.2251
"57","2007-03-26",21.5973
"58","2007-03-27",21.0966
"59","2007-03-28",21.009501
"60","2007-03-29",1.16584
"61","2007-03-30",21.028299
"62","2007-04-02",21.006901
"63","2007-04-03",21.0473
"64","2007-04-04",21.3235
"65","2007-04-05",21.5718
"66","2007-04-09",NA
"67","2007-04-10",21.4548
"68","2007-04-11",21.4254
"69","2007-04-12",21.0886
"70","2007-04-13",21.128099
"71","2007-04-16",21.5751
"72","2007-04-17",21.466101
"73","2007-04-18",21.6353
"74","2007-04-19",21.5811
"75","2007-04-20",21.5446
"76","2007-04-23",21.4592
"77","2007-04-24",21.6593
"78","2007-04-25",21.2423
"79","2007-04-26",21.0532
"80","2007-04-27",20.9846
"81","2007-04-30",20.9935
"82","2007-05-01",NA
"83","2007-05-02",20.796
"84","2007-05-03",20.6758
"85","2007-05-04",20.7474
"86","2007-05-07",20.8396
"87","2007-05-08",20.960899
"88","2007-05-09",20.835699
"89","2007-05-10",20.5378
"90","2007-05-11",20.7351
"91","2007-05-14",20.7351
"92","2007-05-15",20.8722
"93","2007-05-16",20.830601
"94","2007-05-17",21.107201
"95","2007-05-18",20.7274
"96","2007-05-21",20.9298
"97","2007-05-22",20.909599
"98","2007-05-23",20.823601
"99","2007-05-24",20.783501
"100","2007-05-25",20.4098
"101","2007-05-29",20.289801
"102","2007-05-30",20.200701
"103","2007-05-31",20.5205
"104","2007-06-01",20.306
"105","2007-06-04",20.1059
"106","2007-06-05",20.930799
