"","date","IROQ"
"118","2011-12-22",11.1
"119","2011-12-23",11.15
"120","2011-12-27",11.3
"121","2011-12-28",11.22
"122","2011-12-29",11.22
"123","2011-12-30",11.22
"124","2012-01-03",11.26
"125","2012-01-04",11.26
"126","2012-01-05",11.26
"127","2012-01-06",11.25
"128","2012-01-09",11.25
"129","2012-01-10",11.25
"130","2012-01-11",11.24
"131","2012-01-12",11.24
"132","2012-01-13",11.25
"133","2012-01-17",11.25
"134","2012-01-18",11.26
"135","2012-01-19",11.26
"136","2012-01-20",11.26
"137","2012-01-23",11.34
"138","2012-01-24",11.31
"139","2012-01-25",11.3
"140","2012-01-26",11.35
"141","2012-01-27",11.35
"142","2012-01-30",11.31
"143","2012-01-31",11.36
"144","2012-02-01",11.4
"145","2012-02-02",11.4
"146","2012-02-03",11.4
"147","2012-02-06",11.4
"148","2012-02-07",11.4
"149","2012-02-08",11.4
"150","2012-02-09",11.4
"151","2012-02-10",11.4
"152","2012-02-13",11.36
"153","2012-02-14",11.35
"154","2012-02-15",11.4
"155","2012-02-16",11.36
"156","2012-02-17",11.5
"157","2012-02-21",11.38
"158","2012-02-22",11.35
"159","2012-02-23",11.36
"160","2012-02-24",11.36
"161","2012-02-27",11.4
"162","2012-02-28",11.49
"163","2012-02-29",11.43
"164","2012-03-01",11.59
"165","2012-03-02",11.4
"166","2012-03-05",11.6
"167","2012-03-06",11.68
"168","2012-03-07",11.76
"169","2012-03-08",11.82
"170","2012-03-09",11.89
"171","2012-03-12",11.82
"172","2012-03-13",11.83
"173","2012-03-14",11.99
"174","2012-03-15",12.16
"175","2012-03-16",12.16
"176","2012-03-19",11.98
"177","2012-03-20",12.08
"178","2012-03-21",12.11
"179","2012-03-22",12.11
"180","2012-03-23",12.26
"181","2012-03-26",12.23
"182","2012-03-27",12.11
"183","2012-03-28",12.28
"184","2012-03-29",12.28
"185","2012-03-30",12.37
"186","2012-04-02",12.28
"187","2012-04-03",12.31
"188","2012-04-04",12.28
"189","2012-04-05",12.28
"190","2012-04-09",12.28
"191","2012-04-10",12.28
"192","2012-04-11",12.1
"193","2012-04-12",12.1
"194","2012-04-13",12.15
"195","2012-04-16",12.15
"196","2012-04-17",12.16
"197","2012-04-18",12.16
"198","2012-04-19",12.1
"199","2012-04-20",12.17
"200","2012-04-23",12.15
"201","2012-04-24",12.15
"202","2012-04-25",12.15
"203","2012-04-26",12.15
"204","2012-04-27",12.18
"205","2012-04-30",12.18
"206","2012-05-01",12.43
"207","2012-05-02",12.47
"208","2012-05-03",12.3
"209","2012-05-04",12.3
"210","2012-05-07",12.3
"211","2012-05-08",12.75
"212","2012-05-09",12.74
"213","2012-05-10",12.9
"214","2012-05-11",13
"215","2012-05-14",13.3
"216","2012-05-15",13.4
"217","2012-05-16",13.2
"218","2012-05-17",12.75
"219","2012-05-18",12.5
"220","2012-05-21",12.24
"221","2012-05-22",12.25
"222","2012-05-23",12.25
"223","2012-05-24",12.26
"224","2012-05-25",12.31
"225","2012-05-29",12.5
"226","2012-05-30",12.25
"227","2012-05-31",12.28
"228","2012-06-01",12.28
"229","2012-06-04",12.26
"230","2012-06-05",12.26
"231","2012-06-06",12.34
"232","2012-06-07",12.26
"233","2012-06-08",12.5
"234","2012-06-11",12.5
"235","2012-06-12",12.29
"236","2012-06-13",12.29
"237","2012-06-14",12.29
"238","2012-06-15",13.22
"239","2012-06-18",13.13
"240","2012-06-19",13.13
"241","2012-06-20",13.13
"242","2012-06-21",12.5
"243","2012-06-22",13.25
"244","2012-06-25",13.25
"245","2012-06-26",13
"246","2012-06-27",13.25
"247","2012-06-28",12.5
"248","2012-06-29",13.24
"249","2012-07-02",12.75
"250","2012-07-03",13
"251","2012-07-05",13
"252","2012-07-06",13.1
"253","2012-07-09",12.75
"254","2012-07-10",12.75
"255","2012-07-11",12.75
"256","2012-07-12",12.9
"257","2012-07-13",12.9
"258","2012-07-16",12.75
"259","2012-07-17",12.9
"260","2012-07-18",12.92
"261","2012-07-19",12.75
"262","2012-07-20",12.75
"263","2012-07-23",12.95
"264","2012-07-24",12.75
"265","2012-07-25",12.85
"266","2012-07-26",12.8
"267","2012-07-27",12.75
"268","2012-07-30",12.85
"269","2012-07-31",12.85
"270","2012-08-01",12.9
"271","2012-08-02",12.93
"272","2012-08-03",12.93
"273","2012-08-06",12.95
"274","2012-08-07",12.75
"275","2012-08-08",12.66
"276","2012-08-09",12.77
"277","2012-08-10",12.81
"278","2012-08-13",12.81
"279","2012-08-14",12.81
"280","2012-08-15",12.8
"281","2012-08-16",12.82
"282","2012-08-17",12.81
"283","2012-08-20",12.85
"284","2012-08-21",12.95
"285","2012-08-22",12.85
"286","2012-08-23",12.85
"287","2012-08-24",12.85
"288","2012-08-27",12.85
"289","2012-08-28",12.85
"290","2012-08-29",12.9
"291","2012-08-30",12.85
"292","2012-08-31",12.9
"293","2012-09-04",12.95
"294","2012-09-05",13
"295","2012-09-06",13.1
"296","2012-09-07",13.19
"297","2012-09-10",13.1
"298","2012-09-11",13
"299","2012-09-12",13.03
"300","2012-09-13",13.24
"301","2012-09-14",13.1
"302","2012-09-17",13.1
"303","2012-09-18",13.12
"304","2012-09-19",13.12
"305","2012-09-20",13.12
"306","2012-09-21",13.24
"307","2012-09-24",13.24
"308","2012-09-25",13.39
"309","2012-09-26",13.39
"310","2012-09-27",13.39
"311","2012-09-28",13.39
"312","2012-10-01",13.29
"313","2012-10-02",13.25
"314","2012-10-03",13.4
"315","2012-10-04",13.41
"316","2012-10-05",13.41
"317","2012-10-08",13.41
"318","2012-10-09",13.41
"319","2012-10-10",13.41
"320","2012-10-11",13.25
"321","2012-10-12",13.25
"322","2012-10-15",13.5
"323","2012-10-16",13.5
"324","2012-10-17",13.5
"325","2012-10-18",13.5
"326","2012-10-19",13.5
"327","2012-10-22",13.58
"328","2012-10-23",13.72
"329","2012-10-24",13.64
"330","2012-10-25",13.64
"331","2012-10-26",13.64
"332","2012-10-31",13.64
"333","2012-11-01",13.49
"334","2012-11-02",13.55
"335","2012-11-05",13.55
"336","2012-11-06",13.6
"337","2012-11-07",13.65
"338","2012-11-08",13.56
"339","2012-11-09",13.65
"340","2012-11-12",13.65
"341","2012-11-13",13.65
"342","2012-11-14",13.7
"343","2012-11-15",13.69
"344","2012-11-16",13.72
"345","2012-11-19",13.72
"346","2012-11-20",13.72
"347","2012-11-21",13.75
"348","2012-11-23",13.75
"349","2012-11-26",13.75
"350","2012-11-27",13.75
"351","2012-11-28",13.75
"352","2012-11-29",13.82
"353","2012-11-30",13.82
"354","2012-12-03",13.76
"355","2012-12-04",13.75
"356","2012-12-05",13.75
"357","2012-12-06",13.75
"358","2012-12-07",13.82
"359","2012-12-10",13.58
"360","2012-12-11",13.4
"361","2012-12-12",13.65
"362","2012-12-13",13.55
"363","2012-12-14",13.55
"364","2012-12-17",13.55
"365","2012-12-18",13.68
"366","2012-12-19",13.68
"367","2012-12-20",13.7
"368","2012-12-21",13.78
"369","2012-12-24",13.74
"370","2012-12-26",13.8
"371","2012-12-27",13.8
"372","2012-12-28",13.76
"373","2012-12-31",13.8
"374","2013-01-02",13.82
"375","2013-01-03",13.8
"376","2013-01-04",13.82
"377","2013-01-07",14.02
"378","2013-01-08",14.13
"379","2013-01-09",14.34
"380","2013-01-10",14.32
"381","2013-01-11",14.24
"382","2013-01-14",14.38
"383","2013-01-15",14.36
"384","2013-01-16",14.3
"385","2013-01-17",14.96
"386","2013-01-18",14.35
"387","2013-01-22",14.37
"388","2013-01-23",14.37
"389","2013-01-24",14.83
"390","2013-01-25",14.79
"391","2013-01-28",14.79
"392","2013-01-29",14.61
"393","2013-01-30",14.7
"394","2013-01-31",14.65
"395","2013-02-01",15
"396","2013-02-04",14.98
"397","2013-02-05",14.98
"398","2013-02-06",14.62
"399","2013-02-07",14.77
"400","2013-02-08",14.81
"401","2013-02-11",14.79
"402","2013-02-12",15.35
"403","2013-02-13",15.04
"404","2013-02-14",14.81
"405","2013-02-15",14.81
"406","2013-02-19",14.81
"407","2013-02-20",15.12
"408","2013-02-21",15.02
"409","2013-02-22",15
"410","2013-02-25",15
"411","2013-02-26",15
"412","2013-02-27",15.01
"413","2013-02-28",15.01
"414","2013-03-01",15.03
"415","2013-03-04",15.46
"416","2013-03-05",15.46
"417","2013-03-06",15.2
"418","2013-03-07",15.06
"419","2013-03-08",15.1
"420","2013-03-11",15.2
"421","2013-03-12",15.23
"422","2013-03-13",15.23
"423","2013-03-14",15.23
"424","2013-03-15",15.21
"425","2013-03-18",15.23
"426","2013-03-19",15.1
"427","2013-03-20",15.21
"428","2013-03-21",15.15
"429","2013-03-22",15.15
"430","2013-03-25",15.16
"431","2013-03-26",15.2
"432","2013-03-27",15.2
"433","2013-03-28",15.25
"434","2013-04-01",15.25
"435","2013-04-02",15.25
"436","2013-04-03",15.25
"437","2013-04-04",15.26
"438","2013-04-05",15.3
"439","2013-04-08",15.65
"440","2013-04-09",15.67
"441","2013-04-10",15.62
"442","2013-04-11",15.31
"443","2013-04-12",15.3
"444","2013-04-15",15.25
"445","2013-04-16",15.42
"446","2013-04-17",15.3
"447","2013-04-18",15.41
"448","2013-04-19",15.3
"449","2013-04-22",15.3
"450","2013-04-23",15.25
"451","2013-04-24",15.25
"452","2013-04-25",15.25
"453","2013-04-26",15.25
"454","2013-04-29",15.25
"455","2013-04-30",15.28
"456","2013-05-01",15.28
"457","2013-05-02",15.28
"458","2013-05-03",15.28
"459","2013-05-06",15.28
"460","2013-05-07",15.28
"461","2013-05-08",15.28
"462","2013-05-09",15.22
"463","2013-05-10",15.33
"464","2013-05-13",15.33
"465","2013-05-14",15.21
"466","2013-05-15",15.21
"467","2013-05-16",15.27
"468","2013-05-17",15.34
"469","2013-05-20",15.22
"470","2013-05-21",15.3
"471","2013-05-22",15.3
"472","2013-05-23",15.35
"473","2013-05-24",15.34
"474","2013-05-28",15.25
"475","2013-05-29",15.25
"476","2013-05-30",15.35
"477","2013-05-31",15.21
"478","2013-06-03",15.15
"479","2013-06-04",15.05
"480","2013-06-05",15.1
"481","2013-06-06",15.1
"482","2013-06-07",15.25
"483","2013-06-10",15.12
"484","2013-06-11",15.12
"485","2013-06-12",15.1
"486","2013-06-13",15.1
"487","2013-06-14",15.25
"488","2013-06-17",15.15
"489","2013-06-18",15.17
"490","2013-06-19",15.2
"491","2013-06-20",15.14
"492","2013-06-21",15.3
"493","2013-06-24",15.3
"494","2013-06-25",15.3
"495","2013-06-26",15.16
"496","2013-06-27",15.21
"497","2013-06-28",15.28
"498","2013-07-01",15.2
"499","2013-07-02",15.15
"500","2013-07-03",15.29
"501","2013-07-05",15.3
"502","2013-07-08",15.17
"503","2013-07-09",15.15
"504","2013-07-10",15.16
"505","2013-07-11",15.15
"506","2013-07-12",15.15
"507","2013-07-15",15.15
"508","2013-07-16",15.15
"509","2013-07-17",15.2
"510","2013-07-18",15.15
"511","2013-07-19",15.22
"512","2013-07-22",15.35
"513","2013-07-23",15.41
"514","2013-07-24",15.43
"515","2013-07-25",15.5
"516","2013-07-26",15.69
"517","2013-07-29",15.69
"518","2013-07-30",15.6
"519","2013-07-31",15.6
"520","2013-08-01",16
"521","2013-08-02",15.86
"522","2013-08-05",15.86
"523","2013-08-06",15.86
"524","2013-08-07",15.86
"525","2013-08-08",16
"526","2013-08-09",16
"527","2013-08-12",16
"528","2013-08-13",16.040001
"529","2013-08-14",16.049999
"530","2013-08-15",16.049999
"531","2013-08-16",16.01
"532","2013-08-19",16.01
"533","2013-08-20",16.1
"534","2013-08-21",16.1
"535","2013-08-22",16.1
"536","2013-08-23",16.1
"537","2013-08-26",15.96
"538","2013-08-27",16.08
"539","2013-08-28",15.98
"540","2013-08-29",16.08
"541","2013-08-30",16.040001
"542","2013-09-03",16.08
"543","2013-09-04",15.8
"544","2013-09-05",15.99
"545","2013-09-06",16
"546","2013-09-09",16
"547","2013-09-10",15.8
"548","2013-09-11",16
"549","2013-09-12",15.8
"550","2013-09-13",16
"551","2013-09-16",15.97
"552","2013-09-17",15.97
"553","2013-09-18",16.09
"554","2013-09-19",16.09
"555","2013-09-20",16.1
"556","2013-09-23",16.030001
"557","2013-09-24",16.309999
"558","2013-09-25",16.200001
"559","2013-09-26",16.200001
"560","2013-09-27",16.200001
"561","2013-09-30",16.1
"562","2013-10-01",16
"563","2013-10-02",16
"564","2013-10-03",16.200001
"565","2013-10-04",16
"566","2013-10-07",16
"567","2013-10-08",16
"568","2013-10-09",16
"569","2013-10-10",16.030001
"570","2013-10-11",16.030001
"571","2013-10-14",16.030001
"572","2013-10-15",16.030001
"573","2013-10-16",16.08
"574","2013-10-17",16.33
"575","2013-10-18",16.33
"576","2013-10-21",16.32
"577","2013-10-22",16.200001
"578","2013-10-23",16.209999
"579","2013-10-24",16.25
"580","2013-10-25",16.25
"581","2013-10-28",16.25
"582","2013-10-29",16.299999
"583","2013-10-30",16.4
"584","2013-10-31",16.450001
"585","2013-11-01",16.440001
"586","2013-11-04",16.35
"587","2013-11-05",16.450001
"588","2013-11-06",16.35
"589","2013-11-07",16.35
"590","2013-11-08",16.35
"591","2013-11-11",16.4
"592","2013-11-12",16.450001
"593","2013-11-13",16.5
"594","2013-11-14",16.5
"595","2013-11-15",16.4
"596","2013-11-18",16.4
"597","2013-11-19",16.4
"598","2013-11-20",16.58
"599","2013-11-21",16.5
"600","2013-11-22",16.5
"601","2013-11-25",16.5
"602","2013-11-26",16.450001
"603","2013-11-27",16.49
"604","2013-11-29",16.4
"605","2013-12-02",16.459999
"606","2013-12-03",16.5
"607","2013-12-04",16.51
"608","2013-12-05",16.51
"609","2013-12-06",16.629999
"610","2013-12-09",16.73
"611","2013-12-10",16.629999
"612","2013-12-11",16.629999
"613","2013-12-12",16.629999
"614","2013-12-13",16.629999
"615","2013-12-16",16.700001
"616","2013-12-17",16.700001
"617","2013-12-18",16.799999
"618","2013-12-19",16.66
"619","2013-12-20",16.65
"620","2013-12-23",16.889999
"621","2013-12-24",16.85
"622","2013-12-26",16.700001
"623","2013-12-27",16.809999
"624","2013-12-30",16.809999
"625","2013-12-31",16.700001
"626","2014-01-02",16.700001
"627","2014-01-03",16.93
"628","2014-01-06",16.889999
"629","2014-01-07",16.860001
"630","2014-01-08",16.860001
"631","2014-01-09",16.85
"632","2014-01-10",16.870001
"633","2014-01-13",16.870001
"634","2014-01-14",16.99
"635","2014-01-15",16.950001
"636","2014-01-16",16.9
"637","2014-01-17",16.9
"638","2014-01-21",16.93
"639","2014-01-22",16.799999
"640","2014-01-23",16.799999
"641","2014-01-24",16.799999
"642","2014-01-27",16.799999
"643","2014-01-28",16.700001
"644","2014-01-29",16.6
"645","2014-01-30",16.610001
"646","2014-01-31",16.809999
"647","2014-02-03",16.75
"648","2014-02-04",16.5
"649","2014-02-05",16.5
"650","2014-02-06",16.5
"651","2014-02-07",16.5
"652","2014-02-10",16.709999
"653","2014-02-11",16.690001
"654","2014-02-12",16.690001
"655","2014-02-13",16.4
"656","2014-02-14",16.4
"657","2014-02-18",16.43
"658","2014-02-19",16.43
"659","2014-02-20",16.459999
"660","2014-02-21",16.459999
"661","2014-02-24",16.49
"662","2014-02-25",16.49
"663","2014-02-26",16.49
"664","2014-02-27",16.469999
"665","2014-02-28",16.68
"666","2014-03-03",16.450001
"667","2014-03-04",16.42
"668","2014-03-05",16.42
"669","2014-03-06",16.42
"670","2014-03-07",16.42
"671","2014-03-10",16.42
"672","2014-03-11",16.450001
"673","2014-03-12",16.450001
"674","2014-03-13",16.450001
"675","2014-03-14",16.450001
"676","2014-03-17",16.4
"677","2014-03-18",16.4
"678","2014-03-19",16.299999
"679","2014-03-20",16.299999
"680","2014-03-21",16.290001
"681","2014-03-24",16.290001
"682","2014-03-25",16.200001
"683","2014-03-26",16.200001
"684","2014-03-27",16.200001
"685","2014-03-28",16.200001
"686","2014-03-31",16.26
"687","2014-04-01",16.26
"688","2014-04-02",16.200001
"689","2014-04-03",16.200001
"690","2014-04-04",16.08
"691","2014-04-07",16.1
"692","2014-04-08",16.1
"693","2014-04-09",16.1
"694","2014-04-10",16.1
"695","2014-04-11",16.17
"696","2014-04-14",16.200001
"697","2014-04-15",16.1
"698","2014-04-16",16
"699","2014-04-17",16.059999
"700","2014-04-21",16.129999
"701","2014-04-22",16.15
"702","2014-04-23",16.15
"703","2014-04-24",16.15
"704","2014-04-25",16
"705","2014-04-28",16
"706","2014-04-29",16
"707","2014-04-30",15.95
"708","2014-05-01",16
"709","2014-05-02",16
"710","2014-05-05",15.95
"711","2014-05-06",15.94
"712","2014-05-07",16.030001
"713","2014-05-08",16.200001
"714","2014-05-09",16.200001
"715","2014-05-12",16.01
"716","2014-05-13",16.01
"717","2014-05-14",16.059999
"718","2014-05-15",16.1
"719","2014-05-16",16.1
"720","2014-05-19",16.1
"721","2014-05-20",16.1
"722","2014-05-21",16.1
"723","2014-05-22",16.1
"724","2014-05-23",16.1
"725","2014-05-27",16.549999
"726","2014-05-28",16.549999
"727","2014-05-29",16.700001
"728","2014-05-30",16.5
"729","2014-06-02",16.6
"730","2014-06-03",16.6
"731","2014-06-04",16.5
"732","2014-06-05",16.5
"733","2014-06-06",16.57
"734","2014-06-09",16.57
"735","2014-06-10",16.59
"736","2014-06-11",16.57
"737","2014-06-12",16.57
"738","2014-06-13",16.57
"739","2014-06-16",16.57
"740","2014-06-17",16.52
"741","2014-06-18",16.309999
"742","2014-06-19",16.309999
"743","2014-06-20",16.68
"744","2014-06-23",16.35
"745","2014-06-24",16.35
"746","2014-06-25",16.35
"747","2014-06-26",16.35
"748","2014-06-27",16.35
"749","2014-06-30",16.49
"750","2014-07-01",16.49
"751","2014-07-02",16.49
"752","2014-07-03",16.65
"753","2014-07-07",16.559999
"754","2014-07-08",16.68
"755","2014-07-09",16.68
"756","2014-07-10",16.700001
"757","2014-07-11",16.709999
"758","2014-07-14",16.959999
"759","2014-07-15",16.91
"760","2014-07-16",16.91
"761","2014-07-17",17
"762","2014-07-18",17.200001
"763","2014-07-21",17
"764","2014-07-22",17
"765","2014-07-23",17
"766","2014-07-24",17
"767","2014-07-25",16.99
"768","2014-07-28",17.15
"769","2014-07-29",17.23
"770","2014-07-30",17.35
"771","2014-07-31",16.91
"772","2014-08-01",16.620001
"773","2014-08-04",16.74
"774","2014-08-05",17.08
"775","2014-08-06",17.26
"776","2014-08-07",17.030001
"777","2014-08-08",16.85
"778","2014-08-11",17.040001
"779","2014-08-12",16.75
"780","2014-08-13",17.23
"781","2014-08-14",17
"782","2014-08-15",17.15
"783","2014-08-18",17.15
"784","2014-08-19",17.15
"785","2014-08-20",17.049999
"786","2014-08-21",17.15
"787","2014-08-22",17.15
"788","2014-08-25",17.15
"789","2014-08-26",17.129999
"790","2014-08-27",16.9
"791","2014-08-28",16.809999
"792","2014-08-29",16.57
"793","2014-09-02",16.790001
"794","2014-09-03",16.889999
"795","2014-09-04",16.75
"796","2014-09-05",17
"797","2014-09-08",16.9
"798","2014-09-09",16.809999
"799","2014-09-10",16.809999
"800","2014-09-11",16.870001
"801","2014-09-12",17
"802","2014-09-15",16.610001
"803","2014-09-16",16.75
"804","2014-09-17",16.75
"805","2014-09-18",16.76
"806","2014-09-19",16.950001
"807","2014-09-22",16.99
"808","2014-09-23",16.799999
"809","2014-09-24",16.799999
"810","2014-09-25",16.799999
"811","2014-09-26",16.76
"812","2014-09-29",16.74
"813","2014-09-30",16.74
"814","2014-10-01",16.809999
"815","2014-10-02",16.809999
"816","2014-10-03",16.82
"817","2014-10-06",16.82
"818","2014-10-07",16.9
"819","2014-10-08",16.940001
"820","2014-10-09",16.799999
"821","2014-10-10",16.809999
"822","2014-10-13",16.809999
"823","2014-10-14",16.799999
"824","2014-10-15",16.799999
"825","2014-10-16",16.799999
"826","2014-10-17",16.799999
"827","2014-10-20",16.799999
"828","2014-10-21",16.799999
"829","2014-10-22",16.799999
"830","2014-10-23",16.92
"831","2014-10-24",16.93
"832","2014-10-27",16.799999
"833","2014-10-28",16.799999
"834","2014-10-29",16.799999
"835","2014-10-30",16.940001
"836","2014-10-31",16.85
"837","2014-11-03",16.799999
"838","2014-11-04",16.92
"839","2014-11-05",16.91
"840","2014-11-06",16.84
"841","2014-11-07",16.84
"842","2014-11-10",16.84
"843","2014-11-11",16.92
"844","2014-11-12",16.92
"845","2014-11-13",16.92
"846","2014-11-14",16.85
"847","2014-11-17",16.85
"848","2014-11-18",16.85
"849","2014-11-19",16.85
"850","2014-11-20",16.85
"851","2014-11-21",16.85
"852","2014-11-24",16.85
"853","2014-11-25",16.85
"854","2014-11-26",16.799999
"855","2014-11-28",16.799999
"856","2014-12-01",16.799999
"857","2014-12-02",16.799999
"858","2014-12-03",16.700001
"859","2014-12-04",16.799999
"860","2014-12-05",16.799999
"861","2014-12-08",16.799999
"862","2014-12-09",16.84
"863","2014-12-10",16.809999
"864","2014-12-11",16.799999
"865","2014-12-12",16.799999
"866","2014-12-15",16.799999
"867","2014-12-16",16.549999
"868","2014-12-17",16.559999
"869","2014-12-18",16.700001
"870","2014-12-19",16.950001
"871","2014-12-22",16.950001
"872","2014-12-23",16.83
"873","2014-12-24",16.83
"874","2014-12-26",16.9
"875","2014-12-29",16.9
"876","2014-12-30",16.9
"877","2014-12-31",16.91
"878","2015-01-02",16.91
"879","2015-01-05",16.68
"880","2015-01-06",16.68
"881","2015-01-07",16.75
"882","2015-01-08",16.68
"883","2015-01-09",16.790001
"884","2015-01-12",16.610001
"885","2015-01-13",16.799999
"886","2015-01-14",16.700001
"887","2015-01-15",16.59
"888","2015-01-16",16.540001
"889","2015-01-20",16.5
"890","2015-01-21",16.65
"891","2015-01-22",16.65
"892","2015-01-23",16.700001
"893","2015-01-26",16.629999
"894","2015-01-27",16.629999
"895","2015-01-28",16.6
"896","2015-01-29",16.809999
"897","2015-01-30",16.65
"898","2015-02-02",16.65
"899","2015-02-03",16.83
"900","2015-02-04",16.700001
"901","2015-02-05",16.700001
"902","2015-02-06",16.700001
"903","2015-02-09",16.700001
"904","2015-02-10",16.700001
"905","2015-02-11",16.700001
"906","2015-02-12",16.700001
"907","2015-02-13",16.700001
"908","2015-02-17",16.700001
"909","2015-02-18",16.700001
"910","2015-02-19",16.91
"911","2015-02-20",16.75
"912","2015-02-23",16.82
"913","2015-02-24",16.82
"914","2015-02-25",16.82
"915","2015-02-26",16.969999
"916","2015-02-27",16.98
"917","2015-03-02",16.85
"918","2015-03-03",16.99
"919","2015-03-04",16.73
"920","2015-03-05",16.73
"921","2015-03-06",16.73
"922","2015-03-09",16.950001
"923","2015-03-10",16.6
"924","2015-03-11",16.51
"925","2015-03-12",16.51
"926","2015-03-13",16.65
"927","2015-03-16",16.700001
"928","2015-03-17",16.68
"929","2015-03-18",16.700001
"930","2015-03-19",16.65
"931","2015-03-20",17.43
"932","2015-03-23",17
"933","2015-03-24",17.25
"934","2015-03-25",17.25
"935","2015-03-26",17.25
"936","2015-03-27",17.25
"937","2015-03-30",16.74
"938","2015-03-31",16.75
"939","2015-04-01",16.719999
"940","2015-04-02",16.5
"941","2015-04-06",16.559999
"942","2015-04-07",16.639999
"943","2015-04-08",16.530001
"944","2015-04-09",16.610001
"945","2015-04-10",16.610001
"946","2015-04-13",16.700001
"947","2015-04-14",16.700001
"948","2015-04-15",16.6
"949","2015-04-16",16.5
"950","2015-04-17",16.5
"951","2015-04-20",16.5
"952","2015-04-21",16.5
"953","2015-04-22",16.65
"954","2015-04-23",16.5
"955","2015-04-24",16.639999
"956","2015-04-27",16.530001
"957","2015-04-28",16.629999
"958","2015-04-29",16.6
"959","2015-04-30",16.6
"960","2015-05-01",16.51
"961","2015-05-04",16.6
"962","2015-05-05",16.360001
"963","2015-05-06",16.379999
"964","2015-05-07",16.549999
"965","2015-05-08",16.540001
"966","2015-05-11",16.6
"967","2015-05-12",16.6
"968","2015-05-13",16.620001
"969","2015-05-14",16.52
"970","2015-05-15",16.6
"971","2015-05-18",16.610001
"972","2015-05-19",16.6
"973","2015-05-20",16.6
"974","2015-05-21",16.57
"975","2015-05-22",16.700001
"976","2015-05-26",16.549999
"977","2015-05-27",16.530001
"978","2015-05-28",16.68
"979","2015-05-29",16.700001
"980","2015-06-01",16.82
"981","2015-06-02",16.83
"982","2015-06-03",16.83
"983","2015-06-04",16.75
"984","2015-06-05",16.870001
"985","2015-06-08",16.85
"986","2015-06-09",16.809999
"987","2015-06-10",16.799999
"988","2015-06-11",16.57
"989","2015-06-12",16.65
"990","2015-06-15",16.85
"991","2015-06-16",16.950001
"992","2015-06-17",17
